energy_ev,total_up,Pd_p_up,Pd_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,2.93488519,2.05797882,1.72800481,0.58350877,0.00761283,0.67621387,0.00000000
-5.99399700,2.92261398,2.02308037,1.73089524,0.58083385,0.00792527,0.66655017,0.00000000
-5.98799400,2.91182124,1.98923314,1.73528837,0.57910911,0.00827290,0.65595628,0.00000000
-5.98199100,2.90371333,1.95750348,1.74189025,0.57862475,0.00865865,0.64464400,0.00000000
-5.97598799,2.89941229,1.92885761,1.75135397,0.57963268,0.00908524,0.63282700,0.00000000
-5.96998499,2.89991738,1.90412968,1.76425610,0.58233652,0.00955499,0.62071588,0.00000000
-5.96398199,2.90607150,1.88399540,1.78107595,0.58688356,0.01006970,0.60851364,0.00000000
-5.95797899,2.91853355,1.86895236,1.80217827,0.59335883,0.01063058,0.59641175,0.00000000
-5.95197599,2.93775763,1.85930735,1.82779998,0.60178157,0.01123807,0.58458683,0.00000000
-5.94597299,2.96397974,1.85517110,1.85804140,0.61210416,0.01189178,0.57319807,0.00000000
-5.93996998,2.99721205,1.85646015,1.89286207,0.62421352,0.01259037,0.56238531,0.00000000
-5.93396698,3.03724494,1.86290577,1.93208135,0.63793483,0.01333150,0.55226789,0.00000000
-5.92796398,3.08365633,1.87406893,1.97538362,0.65303741,0.01411181,0.54294412,0.00000000
-5.92196098,3.13582778,1.88936072,2.02232778,0.66924237,0.01492687,0.53449142,0.00000000
-5.91595798,3.19296660,1.90806705,2.07236059,0.68623184,0.01577127,0.52696695,0.00000000
-5.90995498,3.25413288,1.92937654,2.12483338,0.70365925,0.01663860,0.52040879,0.00000000
-5.90395198,3.31827038,1.95241036,2.17902138,0.72116029,0.01752163,0.51483741,0.00000000
-5.89794897,3.38423999,1.97625278,2.23414490,0.73836411,0.01841239,0.51025744,0.00000000
-5.89194597,3.45085449,1.99998131,2.28939169,0.75490430,0.01930231,0.50665957,0.00000000
-5.88594297,3.51691331,2.02269541,2.34393950,0.77042938,0.02018248,0.50402251,0.00000000
-5.87993997,3.58123608,2.04354258,2.39697818,0.78461227,0.02104379,0.50231487,0.00000000
-5.87393697,3.64269378,2.06174142,2.44773049,0.79715854,0.02187714,0.50149685,0.00000000
-5.86793397,3.70023660,2.07660071,2.49547102,0.80781324,0.02267370,0.50152171,0.00000000
-5.86193097,3.75291759,2.08753434,2.53954255,0.81636607,0.02342511,0.50233691,0.00000000
-5.85592796,3.79991162,2.09407173,2.57936952,0.82265478,0.02412366,0.50388490,0.00000000
-5.84992496,3.84052923,2.09586385,2.61446822,0.82656699,0.02476251,0.50610358,0.00000000
-5.84392196,3.87422524,2.09268492,2.64445369,0.82804015,0.02533583,0.50892630,0.00000000
-5.83791896,3.90060226,2.08443009,2.66904321,0.82706012,0.02583891,0.51228170,0.00000000
-5.83191596,3.91940953,2.07110967,2.68805659,0.82365832,0.02626830,0.51609320,0.00000000
-5.82591296,3.93053743,2.05284028,2.70141362,0.81790770,0.02662182,0.52027844,0.00000000
-5.81990995,3.93400847,2.02983365,2.70912899,0.80991795,0.02689859,0.52474866,0.00000000
-5.81390695,3.92996558,2.00238367,2.71130524,0.79982995,0.02709905,0.52940824,0.00000000
-5.80790395,3.91865841,1.97085234,2.70812419,0.78780999,0.02722482,0.53415441,0.00000000
-5.80190095,3.90042862,1.93565513,2.69983747,0.77404386,0.02727873,0.53887745,0.00000000
-5.79589795,3.87569487,1.89724646,2.68675662,0.75873107,0.02726458,0.54346125,0.00000000
-5.78989495,3.84493823,1.85610566,2.66924324,0.74207941,0.02718714,0.54778449,0.00000000
-5.78389195,3.80868862,1.81272372,2.64769957,0.72430006,0.02705189,0.55172240,0.00000000
-5.77788894,3.76751260,1.76759138,2.62255974,0.70560324,0.02686493,0.55514915,0.00000000
-5.77188594,3.72200288,1.72118846,2.59428196,0.68619452,0.02663279,0.55794073,0.00000000
-5.76588294,3.67276950,1.67397475,2.56334162,0.66627188,0.02636227,0.55997838,0.00000000
-5.75987994,3.62043261,1.62638241,2.53022530,0.64602333,0.02606029,0.56115227,0.00000000
-5.75387694,3.56561669,1.57880987,2.49542553,0.62562519,0.02573374,0.56136546,0.00000000
-5.74787394,3.50894581,1.53161714,2.45943620,0.60524088,0.02538933,0.56053774,0.00000000
-5.74187094,3.45103956,1.48512253,2.42274823,0.58502015,0.02503348,0.55860931,0.00000000
-5.73586793,3.39250923,1.43960039,2.38584537,0.56509863,0.02467223,0.55554401,0.00000000
-5.72986493,3.33395388,1.39528012,2.34919990,0.54559762,0.02431110,0.55133187,0.00000000
-5.72386193,3.27595586,1.35234593,2.31326798,0.52662403,0.02395505,0.54599092,0.00000000
-5.71785893,3.21907574,1.31093756,2.27848457,0.50827052,0.02360841,0.53956805,0.00000000
-5.71185593,3.16384628,1.27115168,2.24525788,0.49061554,0.02327484,0.53213872,0.00000000
-5.70585293,3.11076565,1.23304386,2.21396337,0.47372357,0.02295730,0.52380574,0.00000000
-5.69984992,3.06028989,1.19663117,2.18493750,0.45764529,0.02265804,0.51469687,0.00000000
-5.69384692,3.01282495,1.16189531,2.15847136,0.44241786,0.02237860,0.50496148,0.00000000
-5.68784392,2.96871863,1.12878612,2.13480449,0.42806529,0.02211981,0.49476628,0.00000000
-5.68184092,2.92825289,1.09722551,2.11411931,0.41459886,0.02188184,0.48429038,0.00000000
-5.67583792,2.89163688,1.06711177,2.09653633,0.40201782,0.02166422,0.47371982,0.00000000
-5.66983492,2.85900133,1.03832416,2.08211064,0.39031014,0.02146588,0.46324179,0.00000000
-5.66383192,2.83039471,1.01072765,2.07082992,0.37945355,0.02128526,0.45303884,0.00000000
