energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90395198,1.56374648,-1.52554938,0.31659769,-0.39142232,0.21743649,-0.15528825,0.63032609,-0.93554261,0.20182876,-0.10257900,0.00057463,-0.00026695,0.09605192,-0.15066544,0.00699977,-0.00664561,0.84191427,-0.80203556
-5.89794897,1.59503007,-1.50884789,0.32296145,-0.38362116,0.22607211,-0.15683731,0.62312352,-0.91651417,0.20791310,-0.10082979,0.00055818,-0.00027269,0.09630418,-0.14604428,0.00718140,-0.00650543,0.86096315,-0.79705581
-5.89194597,1.62843927,-1.49037500,0.33007143,-0.37509862,0.23490138,-0.15855861,0.61798716,-0.89584814,0.21434914,-0.09893051,0.00054282,-0.00027756,0.09707010,-0.14110344,0.00735071,-0.00636796,0.88062982,-0.79135547
-5.88594297,1.66334492,-1.47094861,0.33775818,-0.36612319,0.24380720,-0.16052370,0.61485021,-0.87403987,0.22107629,-0.09694275,0.00052906,-0.00028150,0.09835857,-0.13593223,0.00750421,-0.00623589,0.90052413,-0.78534637
-5.87993997,1.69910081,-1.45140647,0.34584581,-0.35697246,0.25266708,-0.16280398,0.61361682,-0.85158472,0.22803750,-0.09493063,0.00051743,-0.00028447,0.10017856,-0.13062049,0.00763894,-0.00611214,0.92024666,-0.77945258
-5.87393697,1.73506747,-1.43258066,0.35415782,-0.34792479,0.26135709,-0.16546825,0.61416968,-0.82896345,0.23518173,-0.09295899,0.00050846,-0.00028642,0.10254033,-0.12525606,0.00775266,-0.00599979,0.93940179,-0.77409744
-5.86793397,1.77063613,-1.41527265,0.36252270,-0.33925123,0.26975613,-0.16858012,0.61637820,-0.80662883,0.24246625,-0.09109151,0.00050267,-0.00028730,0.10545646,-0.11992234,0.00784397,-0.00590197,0.95761092,-0.76969071
-5.86193097,1.80525205,-1.40022984,0.37077941,-0.33120784,0.27775036,-0.17219546,0.62010716,-0.78499407,0.24985853,-0.08938897,0.00050060,-0.00028711,0.10894281,-0.11469631,0.00791241,-0.00582183,0.97452557,-0.76661616
-5.85592796,1.83843652,-1.38812421,0.37878232,-0.32402872,0.28523766,-0.17635996,0.62522548,-0.76442331,0.25733781,-0.08790756,0.00050273,-0.00028581,0.11301931,-0.10964677,0.00795857,-0.00576242,0.98983969,-0.76522022
-5.84992496,1.86980659,-1.37953380,0.38640563,-0.31791996,0.29213202,-0.18110691,0.63161465,-0.74522445,0.26489616,-0.08669744,0.00050955,-0.00028342,0.11771050,-0.10483308,0.00798413,-0.00572659,1.00330096,-0.76580172
-5.84392196,1.89909203,-1.37492728,0.39354707,-0.31305469,0.29836743,-0.18645524,0.63917681,-0.72764441,0.27253926,-0.08580143,0.00052149,-0.00027995,0.12304605,-0.10030431,0.00799187,-0.00571696,1.01472042,-0.76860321
-5.83791896,1.92614867,-1.37465213,0.40013080,-0.30956923,0.30390139,-0.19240788,0.64784169,-0.71186671,0.28028665,-0.08525398,0.00053897,-0.00027546,0.12906099,-0.09609878,0.00798569,-0.00573577,1.02398015,-0.77380388
-5.83191596,1.95096764,-1.37892647,0.40610934,-0.30756062,0.30871752,-0.19895058,0.65757245,-0.69801142,0.28817164,-0.08508036,0.00056233,-0.00027000,0.13579585,-0.09224405,0.00797052,-0.00578489,1.03103866,-0.78151433
-5.82591296,1.97368015,-1.38783463,0.41146463,-0.30708521,0.31282751,-0.20605119,0.66836974,-0.68613713,0.29624096,-0.08529607,0.00059191,-0.00026367,0.14329658,-0.08875725,0.00795227,-0.00586570,1.03593362,-0.79177320
-5.81990995,1.99455745,-1.40132657,0.41620800,-0.30815866,0.31627186,-0.21365953,0.68027403,-0.67624477,0.30455398,-0.08590660,0.00062797,-0.00025657,0.15161436,-0.08564572,0.00793764,-0.00597907,1.03878199,-0.80454582
-5.81390695,2.01400585,-1.41922094,0.42037927,-0.31075690,0.31911974,-0.22170780,0.69336564,-0.66828306,0.31318179,-0.08690732,0.00067072,-0.00024884,0.16080520,-0.08290797,0.00793406,-0.00612534,1.03977721,-0.81972478
-5.80790395,2.03255698,-1.44121179,0.42404489,-0.31481834,0.32146760,-0.23011165,0.70776261,-0.66215521,0.32220601,-0.08828370,0.00072034,-0.00024063,0.17092932,-0.08053483,0.00794941,-0.00630428,1.03918381,-0.83713251
-5.80190095,2.05085339,-1.46687863,0.42729519,-0.32024682,0.32343673,-0.23877186,0.72361621,-0.65772665,0.33171740,-0.09001172,0.00077693,-0.00023212,0.18205032,-0.07851078,0.00799189,-0.00651510,1.03732934,-0.85652579
-5.79589795,2.06962978,-1.49569977,0.43024092,-0.32691557,0.32516982,-0.24757667,0.74110416,-0.65483347,0.34181434,-0.09205857,0.00084056,-0.00022347,0.19423411,-0.07681540,0.00806973,-0.00675649,1.03459404,-0.87760214
-5.78989495,2.08969059,-1.52706842,0.43300918,-0.33467171,0.32682647,-0.25640471,0.76042172,-0.65329135,0.35260096,-0.09438354,0.00091121,-0.00021490,0.20754748,-0.07542487,0.00819104,-0.00702665,1.03139856,-0.90000792
-5.78389195,2.11188423,-1.56031141,0.43573872,-0.34334137,0.32857798,-0.26512840,0.78177099,-0.65290457,0.36418523,-0.09693908,0.00098883,-0.00020658,0.22205636,-0.07431358,0.00836349,-0.00732336,1.02819011,-0.92334808
-5.77788894,2.13707480,-1.59470995,0.43857501,-0.35273508,0.33060149,-0.27361790,0.80534861,-0.65347508,0.37667652,-0.09967211,0.00107328,-0.00019872,0.23782372,-0.07345564,0.00859415,-0.00764408,1.02542747,-0.94719728
-5.77188594,2.16611209,-1.62952195,0.44166491,-0.36265348,0.33307365,-0.28174521,0.83133259,-0.65481108,0.39018305,-0.10252545,0.00116436,-0.00019150,0.25490699,-0.07282638,0.00888923,-0.00798604,1.02356544,-0.97111206
-5.76588294,2.19980040,-1.66400531,0.44515137,-0.37289303,0.33616411,-0.28938863,0.85986846,-0.65673508,0.40480875,-0.10543945,0.00126181,-0.00018508,0.27335517,-0.07240376,0.00925389,-0.00834639,1.02303916,-0.99464390
-5.75987994,2.23886737,-1.69744144,0.44916805,-0.38325165,0.34002905,-0.29643710,0.89105572,-0.65909113,0.42064980,-0.10835363,0.00136525,-0.00017962,0.29320547,-0.07216969,0.00969208,-0.00872235,1.02424876,-1.01735262
-5.75387694,2.28393342,-1.72915840,0.45383416,-0.39353414,0.34480482,-0.30279444,0.92493489,-0.66175083,0.43779069,-0.11120846,0.00147426,-0.00017526,0.31447966,-0.07211108,0.01020636,-0.00911134,1.02754493,-1.03881982
-5.74787394,2.33548277,-1.75855267,0.45924959,-0.40355717,0.35060226,-0.30838323,0.96147597,-0.66461820,0.45629980,-0.11394708,0.00158827,-0.00017208,0.33718017,-0.07222081,0.01079777,-0.00951115,1.03321574,-1.05866187
-5.74187094,2.39383715,-1.78510908,0.46549051,-0.41315388,0.35750151,-0.31314821,1.00056900,-0.66763285,0.47622479,-0.11651706,0.00170667,-0.00017016,0.36128614,-0.07249833,0.01146577,-0.00992010,1.04147526,-1.07654202
-5.73586793,2.45913290,-1.80841785,0.47260553,-0.42217783,0.36554779,-0.31705898,1.04201711,-0.67077161,0.49758757,-0.11887201,0.00182871,-0.00016955,0.38674945,-0.07295009,0.01220816,-0.01033714,1.05245425,-1.09218117
-5.72986493,2.53130267,-1.82818832,0.48061262,-0.43050627,0.37474823,-0.32011189,1.08553278,-0.67404830,0.52037945,-0.12097302,0.00195352,-0.00017025,0.41349118,-0.07358957,0.01302105,-0.01076201,1.06619338,-1.10536694
-5.72386193,2.61006247,-1.84425862,0.48949697,-0.43804277,0.38506988,-0.32233113,1.13073765,-0.67751172,0.54455644,-0.12278999,0.00208015,-0.00017226,0.44139844,-0.07443705,0.01389889,-0.01119527,1.08263922,-1.11596064
-5.71785893,2.69490514,-1.85660105,0.49920982,-0.44471899,0.39643904,-0.32376871,1.17716622,-0.68124181,0.57003505,-0.12430258,0.00220752,-0.00017551,0.47032220,-0.07551894,0.01483452,-0.01163836,1.10164325,-1.12390188
-5.71185593,2.78510092,-1.86532276,0.50966859,-0.45049573,0.40874198,-0.32450358,1.22427356,-0.68534414,0.59668905,-0.12550098,0.00233445,-0.00017996,0.50007606,-0.07686684,0.01581921,-0.01209359,1.12296410,-1.12921073
-5.70585293,2.87970592,-1.87066170,0.52075823,-0.45536326,0.42182705,-0.32463968,1.27144709,-0.68994303,0.62434738,-0.12638629,0.00245967,-0.00018552,0.53043641,-0.07851628,0.01684283,-0.01256406,1.14627313,-1.13198710
-5.69984992,2.97757879,-1.87297808,0.53233398,-0.45934079,0.43550826,-0.32430318,1.31802226,-0.69517329,0.65279370,-0.12697061,0.00258180,-0.00019210,0.56114410,-0.08050508,0.01789394,-0.01305352,1.17116333,-1.13240768
-5.69384692,3.07740592,-1.87274143,0.54422567,-0.46247540,0.44957015,-0.32363885,1.36330177,-0.70117132,0.68176767,-0.12727671,0.00269941,-0.00019963,0.59190794,-0.08287159,0.01896000,-0.01356624,1.19716145,-1.13072022
-5.68784392,3.17773506,-1.87051404,0.55624327,-0.46484014,0.46377399,-0.32280578,1.40657775,-0.70806567,0.71096848,-0.12733746,0.00281102,-0.00020802,0.62240988,-0.08565266,0.02002756,-0.01410673,1.22374322,-1.12723563
-5.68184092,3.27701664,-1.86693109,0.56818397,-0.46653171,0.47786496,-0.32197256,1.44715635,-0.71596769,0.74006052,-0.12719482,0.00291513,-0.00021723,0.65231215,-0.08888158,0.02108251,-0.01467951,1.25035123,-1.12231803
-5.67583792,3.37365221,-1.86267846,0.57984021,-0.46766749,0.49158032,-0.32131218,1.48438367,-0.72496265,0.76868133,-0.12689866,0.00301025,-0.00022722,0.68126602,-0.09258601,0.02211029,-0.01528879,1.27641499,-1.11637313
-5.66983492,3.46604837,-1.85846905,0.59100883,-0.46838216,0.50465815,-0.32099670,1.51767231,-0.73510184,0.79645169,-0.12650525,0.00309491,-0.00023800,0.70892217,-0.09678603,0.02309622,-0.01593815,1.30137265,-1.10983541
-5.66383192,3.55267459,-1.85501829,0.60150065,-0.46882384,0.51684643,-0.32119201,1.54652727,-0.74639615,0.82298769,-0.12607559,0.00316775,-0.00024964,0.73494222,-0.10149240,0.02402573,-0.01663022,1.32469352,-1.10315443
-5.65782891,3.63212283,-1.85301996,0.61115034,-0.46915002,0.52791213,-0.32205279,1.57057014,-0.75881125,0.84791418,-0.12567365,0.00322749,-0.00026225,0.75901107,-0.10670516,0.02488475,-0.01736639,1.34590058,-1.09678089
-5.65182591,3.70316642,-1.85312316,0.61982594,-0.46952311,0.53764996,-0.32371783,1.58956060,-0.77226505,0.87087927,-0.12536441,0.00327303,-0.00027599,0.78084950,-0.11241257,0.02565995,-0.01814654,1.36459205,-1.09115271
-5.64582291,3.76481567,-1.85591099,0.62743765,-0.47010590,0.54589043,-0.32630595,1.60341397,-0.78662725,0.89156921,-0.12521203,0.00330344,-0.00029108,0.80022654,-0.11859064,0.02633909,-0.01896878,1.38046112,-1.08668171
-5.63981991,3.81636752,-1.86188203,0.63394538,-0.47105684,0.55250683,-0.32991246,1.61221400,-0.80172136,0.90972279,-0.12527804,0.00331801,-0.00030782,0.81697082,-0.12520304,0.02691135,-0.01982939,1.39331270,-1.08374127
-5.63381691,3.85744659,-1.87143490,0.63936445,-0.47252544,0.55742086,-0.33460646,1.61622003,-0.81732891,0.92514472,-0.12561954,0.00331627,-0.00032655,0.83098056,-0.13220167,0.02736761,-0.02072264,1.40307642,-1.08265530
-5.62781391,3.88803515,-1.88485646,0.64376917,-0.47464776,0.56060657,-0.34042896,1.61586797,-0.83319591,0.93771702,-0.12628772,0.00329804,-0.00034765,0.84223128,-0.13952773,0.02770071,-0.02164090,1.40981506,-1.08368889
-5.62181091,3.90849013,-1.90231411,0.64729389,-0.47754218,0.56209245,-0.34739180,1.61176471,-0.84904113,0.94740796,-0.12732647,0.00326339,-0.00037156,0.85078104,-0.14711329,0.02790572,-0.02257466,1.41372773,-1.08704096
-5.61580790,3.91954542,-1.92385209,0.65013118,-0.48130560,0.56196142,-0.35547747,1.60467584,-0.86456583,0.95427763,-0.12877128,0.00321271,-0.00039872,0.85677251,-0.15488331,0.02798016,-0.02351282,1.41514733,-1.09283904
-5.60980490,3.92229881,-1.94939211,0.65252718,-0.48601019,0.56034877,-0.36463976,1.59550696,-0.87946462,0.95848004,-0.13064845,0.00314665,-0.00042960,0.86043184,-0.16275803,0.02792407,-0.02444287,1.41453223,-1.10113632
-5.60380190,3.91818318,-1.97873793,0.65477406,-0.49170089,0.55743793,-0.37480523,1.58527888,-0.89343675,0.96026117,-0.13297450,0.00306615,-0.00046464,0.86206394,-0.17065561,0.02774019,-0.02535134,1.41245214,-1.11191122
-5.59779890,3.90892260,-2.01158379,0.65719976,-0.49839376,0.55345436,-0.38587539,1.57509778,-0.90619741,0.95995300,-0.13575599,0.00297242,-0.00050427,0.86204452,-0.17849482,0.02743392,-0.02622411,1.40956854,-1.12506922
-5.59179590,3.89647487,-2.04752632,0.66015550,-0.50607527,0.54865760,-0.39772951,1.56612094,-0.91748849,0.95796368,-0.13898957,0.00286688,-0.00054882,0.86080885,-0.18619787,0.02701332,-0.02704693,1.40661040,-1.14044712
-5.58579290,3.88296227,-2.08607941,0.66400134,-0.51470271,0.54333188,-0.41022799,1.55951964,-0.92708820,0.95476414,-0.14266238,0.00275116,-0.00059858,0.85883782,-0.19369295,0.02648893,-0.02780586,1.40434602,-1.15781950
-5.57978989,3.87059372,-2.12669149,0.66909051,-0.52420566,0.53777574,-0.42321615,1.55644047,-0.93481929,0.95087166,-0.14675266,0.00262706,-0.00065371,0.85664177,-0.20091670,0.02587364,-0.02848772,1.40355216,-1.17690707
-5.57378689,3.86158122,-2.16876465,0.67575327,-0.53448862,0.53229086,-0.43652826,1.55796648,-0.94055530,0.94683117,-0.15123073,0.00249648,-0.00071424,0.85474282,-0.20781618,0.02518239,-0.02908051,1.40498173,-1.19738681
-5.56778389,3.85805458,-2.21167494,0.68428087,-0.54543459,0.52717085,-0.44999183,1.56508002,-0.94422484,0.94319511,-0.15606013,0.00236139,-0.00078006,0.85365653,-0.21435059,0.02443186,-0.02957383,1.40933146,-1.21890343
-5.56178089,3.86197803,-2.25479314,0.69491051,-0.55690974,0.52269032,-0.46343185,1.57862848,-0.94581359,0.94050283,-0.16119901,0.00222382,-0.00085087,0.85387363,-0.22049242,0.02364011,-0.02995914,1.41721103,-1.24108180
-5.55577789,3.87507264,-2.29750545,0.70781207,-0.56876869,0.51909469,-0.47667502,1.59929465,-0.94536418,0.93926038,-0.16660169,0.00208573,-0.00092623,0.85584274,-0.22622823,0.02282614,-0.03023005,1.42911502,-1.26353986
-5.54977489,3.89874795,-2.33923333,0.72307715,-0.58086047,0.51659138,-0.48955378,1.62757278,-0.94297403,0.93992181,-0.17222040,0.00194907,-0.00100549,0.85995488,-0.23155898,0.02200948,-0.03038246,1.44539892,-1.28590170
-5.54377189,3.93404617,-2.37945206,0.74071104,-0.59303470,0.51534240,-0.50191003,1.66375152,-0.93879146,0.94287273,-0.17800709,0.00181565,-0.00108782,0.86653048,-0.23649993,0.02120971,-0.03041460,1.46626054,-1.30781013
-5.53776888,3.98160113,-2.41770746,0.76062814,-0.60514784,0.51545907,-0.51359850,1.70790435,-0.93301037,0.94841687,-0.18391537,0.00168719,-0.00117221,0.87580937,-0.24108033,0.02044603,-0.03032703,1.49172733,-1.32893853
-5.53176588,4.04161393,-2.45363033,0.78265098,-0.61706914,0.51699869,-0.52448972,1.75988809,-0.92586396,0.95676627,-0.18990245,0.00156521,-0.00125752,0.88794436,-0.24534279,0.01973681,-0.03012252,1.52165056,-1.34900138
-5.52576288,4.11384621,-2.48694832,0.80651299,-0.62868612,0.51996348,-0.53447242,1.81934935,-0.91761801,0.96803540,-0.19593107,0.00145108,-0.00134246,0.90299841,-0.24934257,0.01909916,-0.02980590,1.55570641,-1.36776324
-5.51975988,4.19763085,-2.51749505,0.83186487,-0.63990914,0.52430169,-0.54345552,1.88573877,-0.90856405,0.98223937,-0.20197146,0.00134595,-0.00142562,0.92094557,-0.25314690,0.01854859,-0.02938378,1.59340391,-1.38504585
-5.51375688,4.29189948,-2.54521621,0.85828449,-0.65067507,0.52991082,-0.55136951,1.95833220,-0.89901294,0.99929619,-0.20800312,0.00125078,-0.00150556,0.94167539,-0.25683425,0.01809862,-0.02886434,1.63409951,-1.40073306
-5.50775388,4.39522498,-2.57017285,0.88528958,-0.66094975,0.53664261,-0.55816734,2.03625803,-0.88928926,1.01903268,-0.21401650,0.00116630,-0.00158077,0.96500053,-0.26049382,0.01776055,-0.02825699,1.67701742,-1.41477370
-5.50175088,4.50587664,-2.59254161,0.91235299,-0.67072918,0.54430965,-0.56382480,2.11852911,-0.87972673,1.04119369,-0.22001452,0.00109306,-0.00164981,0.99066685,-0.26422516,0.01754319,-0.02757209,1.72127490,-1.42718208
-5.49574787,4.62188504,-2.61261230,0.93891966,-0.68003940,0.55269316,-0.56834040,2.20407802,-0.87066478,1.06545390,-0.22601379,0.00103137,-0.00171126,1.01836561,-0.26813797,0.01745270,-0.02682064,1.76591136,-1.43803645
-5.48974487,4.74111342,-2.63078281,0.96442460,-0.68893523,0.56155154,-0.57173477,2.29179378,-0.86244647,1.09143150,-0.23204561,0.00098136,-0.00176385,1.04774670,-0.27235207,0.01749247,-0.02601404,1.80991994,-1.44747537
-5.48374187,4.86133200,-2.64755170,0.98831121,-0.69749767,0.57062933,-0.57404969,2.38055850,-0.85541752,1.11870303,-0.23815653,0.00094296,-0.00180645,1.07843237,-0.27699748,0.01766302,-0.02516384,1.85228025,-1.45569237
-5.47773887,4.98029191,-2.66350854,1.01004917,-0.70583050,0.57966611,-0.57534671,2.46928217,-0.84992632,1.14681839,-0.24440868,0.00091593,-0.00183811,1.11003064,-0.28221450,0.01796207,-0.02428151,1.89199104,-1.46292901
-5.47173587,5.09579543,-2.67932238,1.02915111,-0.71405590,0.58840497,-0.57570545,2.55693415,-0.84632451,1.17531561,-0.25087948,0.00089986,-0.00185813,1.14214757,-0.28815369,0.01838449,-0.02337831,1.92810137,-1.46946678
-5.46573287,5.20575983,-2.69572846,1.04518763,-0.72230953,0.59660037,-0.57522163,2.64256998,-0.84496795,1.20373436,-0.25766102,0.00089417,-0.00186607,1.17439807,-0.29497570,0.01892244,-0.02246518,1.95973922,-1.47561806
-5.45972986,5.30827244,-2.71351340,1.05779999,-0.73073525,0.60402486,-0.57400480,2.72535251,-0.84621734,1.23162799,-0.26485885,0.00089815,-0.00186173,1.20641457,-0.30285070,0.01956551,-0.02155259,1.98613656,-1.48171650
-5.45372686,5.40163542,-2.73349898,1.06671020,-0.73947959,0.61047475,-0.57217590,2.80456659,-0.85043825,1.25857345,-0.27259035,0.00091096,-0.00184523,1.23785338,-0.31195737,0.02030089,-0.02065055,2.00665020,-1.48810696
-5.44772386,5.48439901,-2.75652462,1.07172814,-0.74868623,0.61577446,-0.56986461,2.87962723,-0.85799999,1.28417914,-0.28098248,0.00093162,-0.00181693,1.26839872,-0.32248128,0.02111361,-0.01976854,2.02077770,-1.49513548
-5.44172086,5.55538330,-2.78342882,1.07275576,-0.75849065,0.61977959,-0.56720653,2.95008092,-0.86927298,1.30809037,-0.29016908,0.00095908,-0.00177748,1.29776437,-0.33461268,0.02198686,-0.01891547,2.02816827,-1.50313914
-5.43571786,5.61368851,-2.81502942,1.06978816,-0.76901501,0.62237874,-0.56434022,3.01560089,-0.88462428,1.32999277,-0.30028772,0.00099218,-0.00172775,1.32569329,-0.34854350,0.02290226,-0.01809970,2.02862847,-1.51243633
-5.42971486,5.65869493,-2.85210311,1.06291191,-0.78036337,0.62349415,-0.56140419,3.07597695,-0.90441114,1.34961368,-0.31147608,0.00102969,-0.00166885,1.35195553,-0.36446362,0.02384029,-0.01732900,2.02212289,-1.52331712
-5.42371186,5.69005372,-2.89536409,1.05230059,-0.79261732,0.62308140,-0.55853373,3.13110083,-0.92897254,1.36672193,-0.32386802,0.00107034,-0.00160206,1.37634492,-0.38255655,0.02478068,-0.01661054,2.00877014,-1.53603420
-5.41770885,5.70767020,-2.94544248,1.03820807,-0.80583201,0.62112817,-0.55585771,3.18094845,-0.95861880,1.38112641,-0.33758940,0.00111282,-0.00152880,1.39867507,-0.40299439,0.02570287,-0.01595082,1.98883467,-1.55079413
-5.41170585,5.71168162,-3.00286246,1.02095979,-0.82003261,0.61765244,-0.55349545,3.22556034,-0.99361963,1.39267381,-0.35275370,0.00115580,-0.00145057,1.41877524,-0.42593237,0.02658649,-0.01535567,1.96271490,-1.56774917
-5.40570285,5.70243106,-3.06802102,1.00094247,-0.83521125,0.61270016,-0.55155354,3.26502159,-1.03419102,1.40124589,-0.36945773,0.00119800,-0.00136896,1.43648656,-0.45150317,0.02741188,-0.01483018,1.93092844,-1.58698975
-5.39969985,5.68043931,-3.14116757,0.97859263,-0.85132444,0.60634260,-0.55012289,3.29944261,-1.08048171,1.40675678,-0.38777734,0.00123815,-0.00128553,1.45165908,-0.47981098,0.02816056,-0.01437860,1.89409496,-1.60853769
-5.39369685,5.64637638,-3.22238547,0.95438439,-0.86829105,0.59867358,-0.54927587,3.32894185,-1.13255975,1.40915041,-0.40776347,0.00127508,-0.00120186,1.46414993,-0.51092598,0.02881578,-0.01400437,1.85291740,-1.63234036
-5.38769385,5.60103369,-3.31157597,0.92881693,-0.88599099,0.58980654,-0.54906386,3.35363138,-1.19040022,1.40839848,-0.42943859,0.00130770,-0.00111940,1.47382288,-0.54487901,0.02936296,-0.01370995,1.80816226,-1.65826613
-5.38169085,5.54529809,-3.40844580,0.90240187,-0.90426460,0.57987164,-0.54951513,3.37360594,-1.25387475,1.40449894,-0.45279373,0.00133504,-0.00103957,1.48054932,-0.58165707,0.02979012,-0.01349685,1.76063934,-1.68610129
-5.37568784,5.48012812,-3.51249906,0.87565102,-0.92291303,0.56901287,-0.55063324,3.38893588,-1.32274384,1.39747512,-0.47778617,0.00135631,-0.00096360,1.48421068,-0.62119976,0.03008827,-0.01336557,1.71118171,-1.71554888
-5.36968484,5.40653298,-3.62303439,0.84906469,-0.94169969,0.55738518,-0.55239611,3.39966386,-1.39665263,1.38737527,-0.50433798,0.00137084,-0.00089263,1.48470194,-0.66339685,0.03025168,-0.01331557,1.66062607,-1.74622969
-5.36368184,5.32555386,-3.73914828,0.82312079,-0.96035294,0.54515164,-0.55475567,3.40580527,-1.47513080,1.37427266,-0.53233545,0.00137820,-0.00082762,1.48193619,-0.70808723,0.03027811,-0.01334529,1.60979418,-1.77768587
-5.35767884,5.23824766,-3.85974495,0.79826492,-0.97857017,0.53248054,-0.55763846,3.40735170,-1.55759715,1.35826570,-0.56162962,0.00137810,-0.00076935,1.47584953,-0.75505941,0.03016886,-0.01345218,1.55947538,-1.80938726
-5.35167584,5.14567245,-3.98355330,0.77490160,-0.99602339,0.51954249,-0.56094692,3.40427690,-1.64336899,1.33947817,-0.59203774,0.00137050,-0.00071845,1.46640629,-0.80405362,0.02992877,-0.01363275,1.51041069,-1.84074079
-5.34567284,5.04887435,-4.10915099,0.75338674,-1.01236624,0.50650745,-0.56456166,3.39654433,-1.73167644,1.31805913,-0.62334584,0.00135552,-0.00067539,1.45360370,-0.85476551,0.02956609,-0.01388268,1.46327863,-1.87110279
