energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.74033436,0.31634135,0.00400286,0.00109334,0.17715740,0.34483755,0.25209779
-5.99399700,0.77170547,0.32911414,0.00412304,0.00113271,0.18415197,0.36475663,0.26604143
-5.98799400,0.80349887,0.34203675,0.00424609,0.00117311,0.19138082,0.38487463,0.27990584
-5.98199100,0.83490726,0.35479842,0.00436826,0.00121351,0.19862486,0.40470121,0.29339624
-5.97598799,0.86511311,0.36707958,0.00448561,0.00125287,0.20566756,0.42375889,0.30621575
-5.96998499,0.89331329,0.37856293,0.00459416,0.00129016,0.21230022,0.44159448,0.31807409
-5.96398199,0.91874488,0.38894496,0.00468997,0.00132441,0.21832754,0.45779076,0.32869664
-5.95797899,0.94071088,0.39794737,0.00476936,0.00135472,0.22357324,0.47197791,0.33783352
-5.95197599,0.95860461,0.40532789,0.00482896,0.00138034,0.22788535,0.48384426,0.34526809
-5.94597299,0.97193163,0.41089005,0.00486588,0.00140070,0.23114094,0.49314562,0.35082469
-5.93996998,0.98032797,0.41449121,0.00487783,0.00141537,0.23325013,0.49971289,0.35437498
-5.93396698,0.98357373,0.41604863,0.00486315,0.00142418,0.23415884,0.50345720,0.35584274
-5.92796398,0.98160139,0.41554319,0.00482090,0.00142715,0.23385050,0.50437258,0.35520677
-5.92196098,0.97449817,0.41302052,0.00475090,0.00142453,0.23234622,0.50253563,0.35250169
-5.91595798,0.96250242,0.40858948,0.00465371,0.00141680,0.22970366,0.49810221,0.34781670
-5.90995498,0.94599404,0.40241808,0.00453060,0.00140462,0.22601443,0.49130124,0.34129225
-5.90395198,0.92547934,0.39472692,0.00438351,0.00138885,0.22140019,0.48242571,0.33311471
-5.89794897,0.90157109,0.38578051,0.00421495,0.00137048,0.21600763,0.47182130,0.32350946
-5.89194597,0.87496459,0.37587692,0.00402795,0.00135059,0.21000247,0.45987310,0.31273251
-5.88594297,0.84641094,0.36533611,0.00382589,0.00133034,0.20356282,0.44699089,0.30106127
-5.87993997,0.81668871,0.35448763,0.00361244,0.00131091,0.19687212,0.43359374,0.28878460
-5.87393697,0.78657535,0.34365816,0.00339139,0.00129343,0.19011205,0.42009453,0.27619299
-5.86793397,0.75681957,0.33315949,0.00316659,0.00127898,0.18345566,0.40688503,0.26356887
-5.86193097,0.72811602,0.32327756,0.00294181,0.00126849,0.17706105,0.39432231,0.25117786
-5.85592796,0.70108323,0.31426292,0.00272062,0.00126279,0.17106583,0.38271691,0.23926110
-5.84992496,0.67624582,0.30632313,0.00250641,0.00126250,0.16558266,0.37232335,0.22802896
-5.84392196,0.65402159,0.29961732,0.00230221,0.00126808,0.16069597,0.36333335,0.21765648
-5.83791896,0.63471401,0.29425323,0.00211077,0.00127976,0.15646001,0.35587196,0.20828062
-5.83191596,0.61851007,0.29028662,0.00193444,0.00129761,0.15289825,0.34999668,0.19999921
-5.82591296,0.60548362,0.28772321,0.00177525,0.00132150,0.15000422,0.34569963,0.19287183
-5.81990995,0.59560368,0.28652282,0.00163489,0.00135115,0.14774358,0.34291245,0.18692217
-5.81390695,0.58874708,0.28660553,0.00151475,0.00138616,0.14605737,0.34151372,0.18214196
-5.80790395,0.58471477,0.28785944,0.00141597,0.00142603,0.14486634,0.34133842,0.17849587
-5.80190095,0.58325076,0.29014955,0.00133946,0.00147019,0.14407594,0.34218894,0.17592741
-5.79589795,0.58406252,0.29332740,0.00128599,0.00151809,0.14358201,0.34384707,0.17436514
-5.78989495,0.58684200,0.29724074,0.00125623,0.00156920,0.14327662,0.34608632,0.17372903
-5.78389195,0.59128582,0.30174286,0.00125074,0.00162303,0.14305406,0.34868400,0.17393662
-5.77788894,0.59711385,0.30670096,0.00127008,0.00167922,0.14281650,0.35143247,0.17490851
-5.77188594,0.60408509,0.31200322,0.00131478,0.00173751,0.14247932,0.35414897,0.17657301
-5.76588294,0.61201013,0.31756409,0.00138534,0.00179778,0.14197564,0.35668369,0.17886966
-5.75987994,0.62075950,0.32332755,0.00148227,0.00186005,0.14126004,0.35892557,0.18175155
-5.75387694,0.63026773,0.32926829,0.00160599,0.00192445,0.14031132,0.36080581,0.18518612
-5.74787394,0.64053278,0.33539051,0.00175686,0.00199122,0.13913411,0.36229876,0.18915480
-5.74187094,0.65161112,0.34172479,0.00193506,0.00206069,0.13775943,0.36342041,0.19365118
-5.73586793,0.66360885,0.34832292,0.00214057,0.00213318,0.13624398,0.36422462,0.19867812
-5.72986493,0.67666931,0.35525118,0.00237309,0.00220905,0.13466845,0.36479729,0.20424393
-5.72386193,0.69095814,0.36258259,0.00263196,0.00228856,0.13313478,0.36524898,0.21035792
-5.71785893,0.70664665,0.37038840,0.00291607,0.00237186,0.13176246,0.36570639,0.21702560
-5.71185593,0.72389461,0.37872960,0.00322383,0.00245895,0.13068423,0.36630331,0.22424395
-5.70585293,0.74283347,0.38764898,0.00355313,0.00254961,0.13004104,0.36717154,0.23199707
-5.69984992,0.76355120,0.39716422,0.00390124,0.00264338,0.12997679,0.36843238,0.24025257
-5.69384692,0.78607968,0.40726256,0.00426489,0.00273957,0.13063282,0.37018923,0.24895895
-5.68784392,0.81038550,0.41789758,0.00464024,0.00283718,0.13214248,0.37252168,0.25804435
-5.68184092,0.83636495,0.42898823,0.00502293,0.00293500,0.13462597,0.37548152,0.26741669
-5.67583792,0.86384352,0.44042039,0.00540820,0.00303157,0.13818561,0.37909097,0.27696538
-5.66983492,0.89258021,0.45205108,0.00579094,0.00312525,0.14290181,0.38334307,0.28656462
-5.66383192,0.92227655,0.46371496,0.00616586,0.00321427,0.14882977,0.38820439,0.29607812
-5.65782891,0.95258996,0.47523310,0.00652766,0.00329682,0.15599729,0.39361986,0.30536513
-5.65182591,0.98315084,0.48642341,0.00687116,0.00337109,0.16440343,0.39951931,0.31428738
-5.64582291,1.01358257,0.49711238,0.00719154,0.00343538,0.17401849,0.40582558,0.32271678
-5.63981991,1.04352330,0.50714723,0.00748449,0.00348818,0.18478500,0.41246345,0.33054325
-5.63381691,1.07264846,0.51640807,0.00774640,0.00352827,0.19661990,0.41936893,0.33768232
-5.62781391,1.10069257,0.52481905,0.00797451,0.00355473,0.20941770,0.42649842,0.34408216
-5.62181091,1.12746919,0.53235810,0.00816709,0.00356707,0.22305461,0.43383693,0.34972935
-5.61580790,1.15288763,0.53906428,0.00832348,0.00356523,0.23739333,0.44140490,0.35465324
