energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,1.75073364,0.01727906,0.27359683,0.79246115,0.00000000,0.55185192,0.58935740
-5.99399700,1.75530823,0.01605360,0.26413496,0.79299643,0.00000000,0.52924222,0.59918050
-5.98799400,1.76568517,0.01491427,0.25476652,0.79674148,0.00000000,0.51035882,0.61062745
-5.98199100,1.78043471,0.01386340,0.24541092,0.80300258,0.00000000,0.49471658,0.62317035
-5.97598799,1.79809243,0.01290123,0.23600343,0.81106226,0.00000000,0.48182393,0.63627102
-5.96998499,1.81718800,0.01202609,0.22649730,0.82019406,0.00000000,0.47119220,0.64939094
-5.96398199,1.83627438,0.01123473,0.21686495,0.82967776,0.00000000,0.46234460,0.66200129
-5.95797899,1.85395738,0.01052269,0.20709845,0.83881460,0.00000000,0.45482472,0.67359321
-5.95197599,1.86892501,0.00988461,0.19720912,0.84694259,0.00000000,0.44820458,0.68368810
-5.94597299,1.87997628,0.00931463,0.18722667,0.85345148,0.00000000,0.44209220,0.69184777
-5.93996998,1.88604891,0.00880676,0.17719776,0.85779702,0.00000000,0.43613850,0.69768430
-5.93396698,1.88624511,0.00835520,0.16718418,0.85951431,0.00000000,0.43004364,0.70086922
-5.92796398,1.87985484,0.00795469,0.15726088,0.85822971,0.00000000,0.42356248,0.70114189
-5.92196098,1.86637559,0.00760081,0.14751400,0.85367094,0.00000000,0.41650921,0.69831655
-5.91595798,1.84552798,0.00729018,0.13803881,0.84567508,0.00000000,0.40876092,0.69228797
-5.90995498,1.81726655,0.00702071,0.12893799,0.83419396,0.00000000,0.40026012,0.68303517
-5.90395198,1.78178486,0.00679173,0.12032003,0.81929683,0.00000000,0.39101595,0.67062322
-5.89794897,1.73951487,0.00660411,0.11229795,0.80116998,0.00000000,0.38110414,0.65520272
-5.89194597,1.69111987,0.00646030,0.10498831,0.78011337,0.00000000,0.37066558,0.63700708
-5.88594297,1.63748149,0.00636431,0.09851045,0.75653403,0.00000000,0.35990355,0.61634746
-5.87993997,1.57968043,0.00632165,0.09298590,0.73093670,0.00000000,0.34907952,0.59360558
-5.87393697,1.51897192,0.00633921,0.08853796,0.70391163,0.00000000,0.33850769,0.56922452
-5.86793397,1.45675603,0.00642504,0.08529119,0.67612002,0.00000000,0.32854823,0.54369784
-5.86193097,1.39454409,0.00658816,0.08337080,0.64827758,0.00000000,0.31959940,0.51755739
-5.85592796,1.33392186,0.00683821,0.08290189,0.62113646,0.00000000,0.31208870,0.49136009
-5.84992496,1.27651062,0.00718512,0.08400820,0.59546625,0.00000000,0.30646312,0.46567432
-5.84392196,1.22392724,0.00763870,0.08681051,0.57203450,0.00000000,0.30317875,0.44106609
-5.83791896,1.17774429,0.00820822,0.09142453,0.55158724,0.00000000,0.30268988,0.41808565
-5.83191596,1.13945116,0.00890191,0.09795816,0.53483011,0.00000000,0.30543788,0.39725474
-5.82591296,1.11041727,0.00972652,0.10650834,0.52241034,0.00000000,0.31183987,0.37905492
-5.81990995,1.09185816,0.01068679,0.11715724,0.51490034,0.00000000,0.32227768,0.36391727
-5.81390695,1.08480525,0.01178503,0.12996818,0.51278290,0.00000000,0.33708713,0.35221355
-5.80790395,1.09007997,0.01302066,0.14498123,0.51643868,0.00000000,0.35654792,0.34424919
-5.80190095,1.10827299,0.01438982,0.16220873,0.52613601,0.00000000,0.38087447,0.34025809
-5.79589795,1.13972881,0.01588514,0.18163094,0.54202350,0.00000000,0.41020789,0.34039928
-5.78989495,1.18453638,0.01749546,0.20319214,0.56412544,0.00000000,0.44460938,0.34475551
-5.78389195,1.24252593,0.01920583,0.22679727,0.59234032,0.00000000,0.48405534,0.35333378
-5.77788894,1.31327234,0.02099751,0.25230957,0.62644258,0.00000000,0.52843442,0.36606767
-5.77188594,1.39610512,0.02284820,0.27954931,0.66608753,0.00000000,0.57754673,0.38282143
-5.76588294,1.49012486,0.02473239,0.30829390,0.71081960,0.00000000,0.63110535,0.40339571
-5.75987994,1.59422616,0.02662183,0.33827950,0.76008363,0.00000000,0.68874022,0.42753482
-5.75387694,1.70712640,0.02848623,0.36920428,0.81323918,0.00000000,0.75000456,0.45493523
-5.74787394,1.82739982,0.03029399,0.40073324,0.86957747,0.00000000,0.81438346,0.48525519
-5.74187094,1.95351595,0.03201305,0.43250469,0.92834040,0.00000000,0.88130474,0.51812517
-5.73586793,2.08388136,0.03361185,0.46413806,0.98874131,0.00000000,0.95015154,0.55315869
-5.72986493,2.21688323,0.03506031,0.49524292,1.04998669,0.00000000,1.02027646,0.58996340
-5.72386193,2.35093322,0.03633074,0.52542888,1.11129803,0.00000000,1.09101649,0.62815179
-5.71785893,2.48451010,0.03739879,0.55431591,1.17193312,0.00000000,1.16170843,0.66735125
-5.71185593,2.61619906,0.03824426,0.58154481,1.23120575,0.00000000,1.23170398,0.70721300
-5.70585293,2.74472636,0.03885175,0.60678718,1.28850323,0.00000000,1.30038401,0.74741951
-5.69984992,2.86898738,0.03921120,0.62975464,1.34330058,0.00000000,1.36717128,0.78769002
-5.69384692,2.98806696,0.03931824,0.65020676,1.39517113,0.00000000,1.43154119,0.82778386
-5.68784392,3.10125078,0.03917425,0.66795735,1.44379259,0.00000000,1.49303005,0.86750139
-5.68184092,3.20802738,0.03878631,0.68287884,1.48894863,0.00000000,1.55124050,0.90668242
-5.67583792,3.30808041,0.03816686,0.69490451,1.53052561,0.00000000,1.60584396,0.94520221
-5.66983492,3.40127176,0.03733322,0.70402854,1.56850478,0.00000000,1.65658004,0.98296515
-5.66383192,3.48761618,0.03630687,0.71030373,1.60295021,0.00000000,1.70325315,1.01989653
-5.65782891,3.56724894,0.03511271,0.71383721,1.63399319,0.00000000,1.74572643,1.05593279
-5.65182591,3.64038832,0.03377805,0.71478418,1.66181387,0.00000000,1.78391369,1.09101082
-5.64582291,3.70729489,0.03233173,0.71334009,1.68662117,0.00000000,1.81776962,1.12505705
-5.63981991,3.76823017,0.03080310,0.70973162,1.70863196,0.00000000,1.84727925,1.15797691
-5.63381691,3.82341681,0.02922106,0.70420682,1.72805078,0.00000000,1.87244705,1.18964551
-5.62781391,3.87300288,0.02761323,0.69702501,1.74505115,0.00000000,1.89328651,1.21990008
-5.62181091,3.91703220,0.02600517,0.68844670,1.75975950,0.00000000,1.90981087,1.24853484
-5.61580790,3.95542256,0.02441974,0.67872416,1.77224249,0.00000000,1.92202535,1.27529883
-5.60980490,3.98795319,0.02287665,0.66809288,1.78249864,0.00000000,1.92992164,1.29989680
-5.60380190,4.01426214,0.02139214,0.65676430,1.79045440,0.00000000,1.93347466,1.32199357
-5.59779890,4.03385393,0.01997882,0.64492012,1.79596505,0.00000000,1.93264192,1.34122149
-5.59179590,4.04611678,0.01864571,0.63270828,1.79882016,0.00000000,1.92736547,1.35719095
-5.58579290,4.05034882,0.01739836,0.62024067,1.79875346,0.00000000,1.91757610,1.36950339
-5.57978989,4.04579148,0.01623914,0.60759269,1.79545623,0.00000000,1.90319977,1.37776617
-5.57378689,4.03166830,0.01516761,0.59480447,1.78859375,0.00000000,1.88416552,1.38160857
-5.56778389,4.00722708,0.01418091,0.58188360,1.77782361,0.00000000,1.86041472,1.38069814
-5.56178089,3.97178290,0.01327431,0.56880921,1.76281512,0.00000000,1.83191065,1.37475651
-5.55577789,3.92475982,0.01244163,0.55553713,1.74326854,0.00000000,1.79864831,1.36357379
-5.54977489,3.86572900,0.01167578,0.54200571,1.71893343,0.00000000,1.76066340,1.34702089
-5.54377189,3.79444126,0.01096914,0.52814222,1.68962492,0.00000000,1.71804038,1.32505908
-5.53776888,3.71085265,0.01031405,0.51386931,1.65523739,0.00000000,1.67091882,1.29774630
-5.53176588,3.61514170,0.00970306,0.49911138,1.61575474,0.00000000,1.61949787,1.26523992
-5.52576288,3.50771769,0.00912931,0.48380045,1.57125710,0.00000000,1.56403857,1.22779584
-5.51975988,3.38921991,0.00858664,0.46788149,1.52192348,0.00000000,1.50486379,1.18576403
-5.51375688,3.26050787,0.00806981,0.45131675,1.46803061,0.00000000,1.44235593,1.13958079
-5.50775388,3.12264354,0.00757451,0.43408920,1.40994804,0.00000000,1.37695237,1.08975799
-5.50175088,2.97686632,0.00709744,0.41620488,1.34812983,0.00000000,1.30913887,1.03687010
-5.49574787,2.82456237,0.00663626,0.39769398,1.28310340,0.00000000,1.23944131,0.98153943
-5.48974487,2.66722965,0.00618948,0.37861100,1.21545605,0.00000000,1.16841601,0.92442029
-5.48374187,2.50644039,0.00575642,0.35903367,1.14581984,0.00000000,1.09663910,0.86618284
-5.47773887,2.34380260,0.00533708,0.33906098,1.07485557,0.00000000,1.02469536,0.80749726
-5.47173587,2.18092218,0.00493198,0.31881040,1.00323637,0.00000000,0.95316681,0.74901870
-5.46573287,2.01936702,0.00454206,0.29841441,0.93163176,0.00000000,0.88262170,0.69137374
-5.45972986,1.86063423,0.00416852,0.27801656,0.86069259,0.00000000,0.81360404,0.63514855
-5.45372686,1.70612165,0.00381276,0.25776726,0.79103744,0.00000000,0.74662409,0.58087905
-5.44772386,1.55710399,0.00347619,0.23781953,0.72324083,0.00000000,0.68215010,0.52904339
-5.44172086,1.41471433,0.00316021,0.21832478,0.65782356,0.00000000,0.62060140,0.48005653
-5.43571786,1.27993093,0.00286610,0.19942891,0.59524535,0.00000000,0.56234299,0.43426701
-5.42971486,1.15356931,0.00259495,0.18126887,0.53589984,0.00000000,0.50768182,0.39195572
-5.42371186,1.03627924,0.00234765,0.16396965,0.48011190,0.00000000,0.45686449,0.35333637
-5.41770885,0.92854633,0.00212482,0.14764198,0.42813713,0.00000000,0.41007660,0.31855752
-5.41170585,0.83069730,0.00192680,0.13238060,0.38016336,0.00000000,0.36744337,0.28770566
-5.40570285,0.74290858,0.00175367,0.11826324,0.33631381,0.00000000,0.32903154,0.26080931
-5.39969985,0.66521724,0.00160522,0.10535016,0.29665173,0.00000000,0.29485233,0.23784353
-5.39369685,0.59753363,0.00148094,0.09368431,0.26118593,0.00000000,0.26486518,0.21873492
-5.38769385,0.53965509,0.00138011,0.08329194,0.22987713,0.00000000,0.23898216,0.20336656
-5.38169085,0.49127987,0.00130170,0.07418353,0.20264449,0.00000000,0.21707278,0.19158296
