energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.66383192,3.34378356,-1.67133998,0.05424548,-0.01920968,0.40987975,-0.08747597,1.03365081,-0.56050303,0.96194438,-0.30982656,0.51568805,-0.40755778,0.19918320,-0.07483705,1.64791485,-1.07518076,0.00000000,-0.00000000
-5.65782891,3.56013777,-1.76774121,0.05690632,-0.02155339,0.43289745,-0.09213064,1.11987172,-0.59562390,1.01925357,-0.31571547,0.55633437,-0.42501027,0.21162708,-0.08398392,1.75901006,-1.13990500,0.00000000,-0.00000000
-5.65182591,3.79417477,-1.86365787,0.05936903,-0.02405784,0.46098046,-0.09683501,1.21287108,-0.63083396,1.08918183,-0.32023602,0.59910312,-0.44175652,0.22397238,-0.09360905,1.87271487,-1.20442201,0.00000000,-0.00000000
-5.64582291,4.04571657,-1.95846284,0.06160493,-0.02670295,0.49429521,-0.10154472,1.31277495,-0.66586373,1.17204699,-0.32337881,0.64389658,-0.45776705,0.23615854,-0.10362815,1.98859033,-1.26832180,0.00000000,-0.00000000
-5.63981991,4.31434568,-2.05154934,0.06358940,-0.02946529,0.53290678,-0.10622001,1.41966231,-0.70043886,1.26792986,-0.32518014,0.69060014,-0.47304207,0.24813488,-0.11394022,2.10621859,-1.33119420,0.00000000,-0.00000000
-5.63381691,4.59936861,-2.14233302,0.06530231,-0.03231820,0.57676835,-0.11082547,1.53354785,-0.73428210,1.37664989,-0.32571978,0.73907587,-0.48760997,0.25986100,-0.12442892,2.22519711,-1.39263145,0.00000000,-0.00000000
-5.62781391,4.89977910,-2.23025551,0.06672833,-0.03523219,0.62571242,-0.11532981,1.65436312,-0.76711628,1.49774508,-0.32511759,0.78915556,-0.50152500,0.27130676,-0.13496455,2.34512934,-1.45223177,0.00000000,-0.00000000
-5.62181091,5.21422368,-2.31478935,0.06785700,-0.03817536,0.67944418,-0.11970578,1.78193697,-0.79866856,1.63045737,-0.32352903,0.84063373,-0.51486413,0.28245152,-0.14540686,2.46561278,-1.50960421,0.00000000,-0.00000000
-5.61580790,5.54097247,-2.39544443,0.06868268,-0.04111407,0.73753772,-0.12393029,1.91597637,-0.82867578,1.77372500,-0.32113977,0.89326105,-0.52772339,0.29328301,-0.15560830,2.58622531,-1.56437448,0.00000000,-0.00000000
-5.60980490,5.87789817,-2.47177580,0.06920430,-0.04401369,0.79943550,-0.12798456,2.05604862,-0.85689085,1.92618295,-0.31815951,0.94673888,-0.54021357,0.30379566,-0.16541799,2.70651090,-1.61619187,0.00000000,-0.00000000
-5.60380190,6.22246652,-2.54339228,0.06942505,-0.04683941,0.86445169,-0.13185441,2.20156640,-0.88309005,2.08617276,-0.31481527,1.00071536,-0.55245558,0.31398867,-0.17468587,2.82596609,-1.66473675,0.00000000,-0.00000000
-5.59779890,6.57174073,-2.60996560,0.06935189,-0.04955711,0.93177971,-0.13553068,2.35177663,-0.90708080,2.25176230,-0.31134426,1.05478378,-0.56457543,0.32386385,-0.18326718,2.94402849,-1.70972849,0.00000000,-0.00000000
-5.59179590,6.92240234,-2.67123922,0.06899506,-0.05213421,1.00050410,-0.13900961,2.50575433,-0.92870978,2.42077603,-0.30798664,1.10848334,-0.57669906,0.33342344,-0.19102697,3.06006847,-1.75093306,0.00000000,-0.00000000
-5.58579290,7.27078995,-2.72703621,0.06836748,-0.05454050,1.06961692,-0.14229322,2.66240234,-0.94787078,2.59083562,-0.30497831,1.16130293,-0.58894705,0.34266797,-0.19784437,3.17338521,-1.78816996,0.00000000,-0.00000000
-5.57978989,7.61295620,-2.77726527,0.06748428,-0.05674884,1.13803841,-0.14538972,2.82045759,-0.96451194,2.75941029,-0.30254392,1.21268785,-0.60142937,0.35159429,-0.20361655,3.28320776,-1.82131786,0.00000000,-0.00000000
-5.57378689,7.94474260,-2.82192449,0.06636218,-0.05873581,1.20464145,-0.14831375,2.97850409,-0.97864210,2.92387573,-0.30089035,1.26204944,-0.61424023,0.36019397,-0.20826216,3.38870163,-1.85031843,0.00000000,-0.00000000
-5.56778389,8.26187039,-2.86110199,0.06501911,-0.06048211,1.26827930,-0.15108651,3.13499288,-0.99033557,3.08157989,-0.30020075,1.30877749,-0.62745331,0.36845199,-0.21172403,3.48898097,-1.87517803,0.00000000,-0.00000000
-5.56178089,8.56004468,-2.89497336,0.06347372,-0.06197287,1.32781564,-0.15373577,3.28826824,-0.99973528,3.22991331,-0.30062931,1.35225494,-0.64111733,0.37634595,-0.21397107,3.58312593,-1.89596696,0.00000000,-0.00000000
-5.55577789,8.83506790,-2.92379572,0.06174513,-0.06319772,1.38215582,-0.15629569,3.43659984,-1.00705396,3.36638153,-0.30229699,1.39187423,-0.65525230,0.38384567,-0.21499932,3.67020469,-1.91281620,0.00000000,-0.00000000
-5.54977489,9.08295819,-2.94789866,0.05985265,-0.06415078,1.43027829,-0.15880643,3.57821939,-1.01257314,3.48867663,-0.30528826,1.42705475,-0.66984662,0.39091330,-0.21483198,3.74929900,-1.92591179,0.00000000,-0.00000000
-5.54377189,9.30006729,-2.96767256,0.05781562,-0.06483034,1.47126475,-0.16131371,3.71136091,-1.01664015,3.59474480,-0.30964899,1.45726044,-0.68485511,0.39750382,-0.21351861,3.81953203,-1.93548728,0.00000000,-0.00000000
-5.53776888,9.48319285,-2.98355517,0.05565326,-0.06523853,1.50432783,-0.16386807,3.83430286,-1.01966294,3.68284718,-0.31538562,1.48201676,-0.70019838,0.40356596,-0.21113348,3.88009709,-1.94181456,0.00000000,-0.00000000
-5.53176588,9.62967974,-2.99601730,0.05338467,-0.06538086,1.52883506,-0.16652419,3.94541074,-1.02210319,3.75161112,-0.32246572,1.50092623,-0.71576356,0.40904344,-0.20777307,3.93028571,-1.94519407,0.00000000,-0.00000000
-5.52576288,9.73750559,-3.00554897,0.05102870,-0.06526559,1.54432808,-0.16934005,4.04317851,-1.02446775,3.80006963,-0.33081995,1.51368179,-0.73140662,0.41387649,-0.20355306,3.96951374,-1.94594484,0.00000000,-0.00000000
-5.51975988,9.80534656,-3.01264697,0.04860402,-0.06490325,1.55053618,-0.17237609,4.12626734,-1.02729887,3.82768724,-0.34034547,1.52007727,-0.74695642,0.41800351,-0.19860484,3.99734392,-1.94439541,0.00000000,-0.00000000
-5.51375688,9.83262028,-3.01780506,0.04612901,-0.06430601,1.54738361,-0.17569441,4.19354023,-1.03116362,3.83437109,-0.35091085,1.52001463,-0.76222037,0.42136297,-0.19307167,4.01350407,-1.94087628,0.00000000,-0.00000000
-5.50775388,9.81950397,-3.02150770,0.04362176,-0.06348715,1.53499028,-0.17935806,4.24409145,-1.03664272,3.82046702,-0.36236232,1.51350751,-0.77699186,0.42389527,-0.18710484,4.01789981,-1.93571457,0.00000000,-0.00000000
-5.50175088,9.76692729,-3.02422784,0.04109996,-0.06246066,1.51366593,-0.18343040,4.27726970,-1.04431929,3.78674083,-0.37453132,1.50068113,-0.79105908,0.42554467,-0.18085976,4.01062152,-1.92923131,0.00000000,-0.00000000
-5.49574787,9.67654036,-3.02642915,0.03858079,-0.06124088,1.48389803,-0.18797460,4.29269441,-1.05476779,3.73434597,-0.38724308,1.48176853,-0.80421502,0.42626114,-0.17449238,3.99194502,-1.92174160,0.00000000,-0.00000000
-5.48974487,9.55065885,-3.02857243,0.03608085,-0.05984221,1.44633409,-0.19305328,4.29026482,-1.06854325,3.66477912,-0.40032605,1.45710356,-0.81626838,0.42600215,-0.16815583,3.96232639,-1.91355759,0.00000000,-0.00000000
-5.48374187,9.39218905,-3.03112573,0.03361591,-0.05827905,1.40175914,-0.19872824,4.27016162,-1.08617128,3.57982619,-0.41362181,1.42711082,-0.82705463,0.42473430,-0.16199752,3.92239098,-1.90499399,0.00000000,-0.00000000
-5.47773887,9.20453648,-3.03457711,0.03120080,-0.05656572,1.35106960,-0.20506036,4.23284152,-1.10813863,3.48150105,-0.42699507,1.39229345,-0.83644701,0.42243480,-0.15615673,3.87291744,-1.89637535,0.00000000,-0.00000000
-5.47173587,8.99150229,-3.03944884,0.02884923,-0.05471651,1.29524460,-0.21210952,4.17902499,-1.13488453,3.37198008,-0.44034335,1.35321903,-0.84436651,0.41909273,-0.15076260,3.81481742,-1.88804453,0.00000000,-0.00000000
-5.46573287,8.75717216,-3.04631133,0.02657358,-0.05274586,1.23531616,-0.21993459,4.10967785,-1.16679278,3.25353522,-0.45360583,1.31050458,-0.85079044,0.41471000,-0.14593268,3.74911186,-1.88037112,0.00000000,-0.00000000
-5.45972986,8.50580205,-3.05579521,0.02438480,-0.05066843,1.17233944,-0.22859331,4.02598762,-1.20418450,3.12846842,-0.46677095,1.26480112,-0.85575886,0.40930209,-0.14177187,3.67690484,-1.87375880,0.00000000,-0.00000000
-5.45372686,8.24170556,-3.06859973,0.02229222,-0.04849929,1.10736420,-0.23814223,3.92933541,-1.24731140,2.99905001,-0.47988221,1.21677853,-0.85937840,0.40289841,-0.13837174,3.59935594,-1.86865062,0.00000000,-0.00000000
-5.44772386,7.96914659,-3.08549602,0.02030355,-0.04625408,1.04140873,-0.24863639,3.82126449,-1.29634970,2.86746305,-0.49304181,1.16711116,-0.86182292,0.39554231,-0.13581014,3.51765212,-1.86553100,0.00000000,-0.00000000
-5.44172086,7.69224119,-3.10732364,0.01842477,-0.04394907,0.97543698,-0.26012885,3.70344660,-1.35139432,2.73575554,-0.50641170,1.11646473,-0.86333085,0.38729072,-0.13415106,3.43297997,-1.86492370,0.00000000,-0.00000000
-5.43571786,7.41487109,-3.13497971,0.01666014,-0.04160115,0.91033966,-0.27266997,3.57764708,-1.41245370,2.60580150,-0.52021187,1.06548477,-0.86419893,0.37821340,-0.13344457,3.34649911,-1.86738517,0.00000000,-0.00000000
-5.42971486,7.14061145,-3.16939987,0.01501230,-0.03922787,0.84691977,-0.28630636,3.44568999,-1.47944489,2.47927186,-0.53471551,1.01478685,-0.86477256,0.36839178,-0.13372692,3.25931763,-1.87349290,0.00000000,-0.00000000
-5.42371186,6.87267401,-3.21153130,0.01348230,-0.03684719,0.78588280,-0.30107958,3.30942421,-1.55218929,2.35761516,-0.55024131,0.96494871,-0.86543284,0.35791750,-0.13502056,3.17247010,-1.88382886,0.00000000,-0.00000000
-5.41770885,6.61386656,-3.26229826,0.01206974,-0.03447734,0.72783155,-0.31702440,3.17069147,-1.63040905,2.24204791,-0.56714268,0.91650420,-0.86658086,0.34689056,-0.13733422,3.08689871,-1.89895848,0.00000000,-0.00000000
-5.41170585,6.36656875,-3.32256139,0.01077297,-0.03213651,0.67326541,-0.33416676,3.03129723,-1.71372428,2.13355397,-0.58579439,0.86993908,-0.86861986,0.33541725,-0.14066290,3.00343807,-1.91940594,0.00000000,-0.00000000
-5.40570285,6.13272387,-3.39307246,0.00958920,-0.02984247,0.62258369,-0.35252141,2.89298504,-1.80165157,2.03289205,-0.60657694,0.82568833,-0.87193599,0.32360792,-0.14498787,2.92280390,-1.94562693,0.00000000,-0.00000000
-5.39969985,5.91384538,-3.47442669,0.00851473,-0.02761225,0.57609243,-0.37208928,2.75741490,-1.89360382,1.94060997,-0.62985926,0.78413491,-0.87687860,0.31157458,-0.15027663,2.84558601,-1.97798024,0.00000000,-0.00000000
-5.39369685,5.71103702,-3.56701525,0.00754512,-0.02546170,0.53401405,-0.39285462,2.62614599,-1.98889204,1.85706460,-0.65598027,0.74560963,-0.88374109,0.29942857,-0.15648291,2.77224539,-2.01669989,0.00000000,-0.00000000
-5.38769385,5.52502432,-3.67098060,0.00667541,-0.02340512,0.49649903,-0.41478203,2.50062374,-2.08672929,1.78244573,-0.68523033,0.71039196,-0.89274323,0.28727828,-0.16354683,2.70311570,-2.06186951,0.00000000,-0.00000000
-5.38169085,5.35619557,-3.78617753,0.00590022,-0.02145495,0.46363896,-0.43781359,2.38217118,-2.18623729,1.71680266,-0.71783308,0.67871139,-0.90401608,0.27522710,-0.17139511,2.63840856,-2.11340072,0.00000000,-0.00000000
-5.37568784,5.20464963,-3.91214275,0.00521397,-0.01962141,0.43548000,-0.46186612,2.27198412,-2.28645591,1.66007199,-0.75392891,0.65074924,-0.91759019,0.26337154,-0.17994163,2.57822268,-2.17101724,0.00000000,-0.00000000
-5.36968484,5.07024806,-4.04807538,0.00461099,-0.01791234,0.41203604,-0.48682885,2.17112958,-2.38635599,1.61210509,-0.79356055,0.62664058,-0.93338814,0.25179975,-0.18908824,2.52255587,-2.23424613,0.00000000,-0.00000000
-5.36368184,4.95266870,-4.19283072,0.00408561,-0.01633303,0.39330085,-0.51256168,2.08054659,-2.48485561,1.57269420,-0.83666191,0.60647619,-0.95122174,0.24059039,-0.19872589,2.47131958,-2.30241740,0.00000000,-0.00000000
-5.35767884,4.85145804,-4.34492864,0.00363227,-0.01488617,0.37925854,-0.53889421,2.00104855,-2.58083983,1.54159594,-0.88305070,0.59030421,-0.97079442,0.22981175,-0.20873626,2.42435493,-2.37467278,0.00000000,-0.00000000
-5.35167584,4.76607960,-4.50257774,0.00324555,-0.01357190,0.36989179,-0.56562579,1.93332592,-2.67318400,1.51855113,-0.93242544,0.57813161,-0.99170885,0.21952142,-0.21899371,2.38144939,-2.44998397,0.00000000,-0.00000000
-5.34567284,4.69595586,-4.66371526,0.00292023,-0.01238794,0.36518738,-0.59252677,1.87794847,-2.76078015,1.50330030,-0.98436738,0.56992511,-1.01347972,0.20976609,-0.22936772,2.34235311,-2.52718008,0.00000000,-0.00000000
