energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.71185593,1.00486067,0.14498908,0.19032490,0.01245475,0.13542138,0.35063811,0.00000000,0.52018625,0.07563923
-5.70585293,0.94579830,0.13523047,0.18411788,0.01137075,0.12457209,0.33170618,0.00000000,0.47972788,0.07043037
-5.69984992,0.88627492,0.12556269,0.17754579,0.01031501,0.11384441,0.31248202,0.00000000,0.43971341,0.06524129
-5.69384692,0.82725702,0.11612742,0.17080311,0.00929983,0.10336512,0.29330181,0.00000000,0.40063244,0.06014356
-5.68784392,0.76966253,0.10705491,0.16408930,0.00833570,0.09324555,0.27449061,0.00000000,0.36291887,0.05520285
-5.68184092,0.71434079,0.09846156,0.15760313,0.00743118,0.08358000,0.25635460,0.00000000,0.32694421,0.05047765
-5.67583792,0.66205540,0.09044793,0.15153703,0.00659286,0.07444487,0.23917428,0.00000000,0.29301358,0.04601838
-5.66983492,0.61347040,0.08309738,0.14607154,0.00582536,0.06589852,0.22319863,0.00000000,0.26136425,0.04186677
-5.66383192,0.56913966,0.07647532,0.14137007,0.00513149,0.05798168,0.20864025,0.00000000,0.23216652,0.03805553
-5.65782891,0.52949954,0.07062886,0.13757413,0.00451230,0.05071849,0.19567168,0.00000000,0.20552654,0.03460831
-5.65182591,0.49486475,0.06558700,0.13479917,0.00396734,0.04411785,0.18442276,0.00000000,0.18149073,0.03153992
-5.64582291,0.46542710,0.06136114,0.13313107,0.00349483,0.03817512,0.17497915,0.00000000,0.16005142,0.02885668
-5.63981991,0.44125713,0.05794601,0.13262350,0.00309188,0.03287408,0.16738185,0.00000000,0.14115334,0.02655700
-5.63381691,0.42230822,0.05532079,0.13329610,0.00275474,0.02818887,0.16162778,0.00000000,0.12470064,0.02463210
-5.62781391,0.40842304,0.05345057,0.13513372,0.00247900,0.02408604,0.15767135,0.00000000,0.11056402,0.02306677
-5.62181091,0.39934212,0.05228793,0.13808655,0.00225981,0.02052650,0.15542688,0.00000000,0.09858783,0.02184023
-5.61580790,0.39471428,0.05177471,0.14207137,0.00209212,0.01746733,0.15477199,0.00000000,0.08859682,0.02092709
-5.60980490,0.39410877,0.05184396,0.14697376,0.00197082,0.01486346,0.15555166,0.00000000,0.08040254,0.02029825
-5.60380190,0.39702883,0.05242198,0.15265126,0.00189093,0.01266910,0.15758305,0.00000000,0.07380905,0.01992188
-5.59779890,0.40292647,0.05343041,0.15893754,0.00184775,0.01083900,0.16066094,0.00000000,0.06861811,0.01976437
-5.59179590,0.41121828,0.05478851,0.16564728,0.00183703,0.00932946,0.16456367,0.00000000,0.06463371,0.01979128
-5.58579290,0.42130189,0.05641536,0.17258182,0.00185503,0.00809918,0.16905944,0.00000000,0.06166590,0.01996826
-5.57978989,0.43257278,0.05823219,0.17953527,0.00189868,0.00710987,0.17391290,0.00000000,0.05953412,0.02026197
-5.57378689,0.44444111,0.06016457,0.18630101,0.00196565,0.00632667,0.17889180,0.00000000,0.05806986,0.02064087
-5.56778389,0.45634816,0.06214459,0.19267828,0.00205441,0.00571849,0.18377356,0.00000000,0.05711888,0.02107607
-5.56178089,0.46778185,0.06411289,0.19847866,0.00216434,0.00525810,0.18835153,0.00000000,0.05654286,0.02154204
-5.55577789,0.47829099,0.06602043,0.20353225,0.00229572,0.00492226,0.19244084,0.00000000,0.05622068,0.02201722
-5.54977489,0.48749770,0.06783006,0.20769320,0.00244979,0.00469163,0.19588353,0.00000000,0.05604928,0.02248453
-5.54377189,0.49510765,0.06951770,0.21084451,0.00262876,0.00455065,0.19855282,0.00000000,0.05594410,0.02293183
-5.53776888,0.50091758,0.07107309,0.21290179,0.00283574,0.00448744,0.20035647,0.00000000,0.05583924,0.02335210
-5.53176588,0.50481993,0.07250010,0.21381591,0.00307474,0.00449350,0.20123885,0.00000000,0.05568720,0.02374361
-5.52576288,0.50680428,0.07381657,0.21357428,0.00335055,0.00456355,0.20118194,0.00000000,0.05545835,0.02410982
-5.51975988,0.50695538,0.07505351,0.21220094,0.00366864,0.00469521,0.20020493,0.00000000,0.05514014,0.02445914
-5.51375688,0.50544797,0.07625387,0.20975520,0.00403501,0.00488877,0.19836263,0.00000000,0.05473594,0.02480455
-5.50775388,0.50253838,0.07747071,0.20632908,0.00445595,0.00514684,0.19574262,0.00000000,0.05426369,0.02516303
-5.50175088,0.49855326,0.07876490,0.20204350,0.00493789,0.00547404,0.19246134,0.00000000,0.05375432,0.02555481
-5.49574787,0.49387580,0.08020245,0.19704354,0.00548708,0.00587674,0.18865922,0.00000000,0.05324998,0.02600256
-5.48974487,0.48893002,0.08185147,0.19149290,0.00610933,0.00636264,0.18449504,0.00000000,0.05280210,0.02653038
-5.48374187,0.48416362,0.08377888,0.18556773,0.00680973,0.00694051,0.18013981,0.00000000,0.05246937,0.02716282
-5.47773887,0.48003023,0.08604716,0.17945027,0.00759232,0.00761981,0.17577033,0.00000000,0.05231563,0.02792378
-5.47173587,0.47697156,0.08871097,0.17332240,0.00845980,0.00841032,0.17156280,0.00000000,0.05240779,0.02883547
-5.46573287,0.47540028,0.09181410,0.16735942,0.00941323,0.00932183,0.16768657,0.00000000,0.05281371,0.02991735
-5.45972986,0.47568420,0.09538666,0.16172433,0.01045181,0.01036377,0.16429838,0.00000000,0.05360015,0.03118521
-5.45372686,0.47813235,0.09944279,0.15656278,0.01157265,0.01154484,0.16153726,0.00000000,0.05483086,0.03265035
-5.44772386,0.48298354,0.10397889,0.15199886,0.01277062,0.01287268,0.15952028,0.00000000,0.05656469,0.03431888
-5.44172086,0.49039758,0.10897255,0.14813187,0.01403829,0.01435350,0.15833912,0.00000000,0.05885389,0.03619123
-5.43571786,0.50044965,0.11438220,0.14503415,0.01536588,0.01599176,0.15805783,0.00000000,0.06174254,0.03826184
-5.42971486,0.51312775,0.12014757,0.14274993,0.01674139,0.01778982,0.15871146,0.00000000,0.06526509,0.04051905
-5.42371186,0.52833326,0.12619087,0.14129532,0.01815073,0.01974766,0.16030589,0.00000000,0.06944509,0.04294523
-5.41770885,0.54588454,0.13241877,0.14065915,0.01957798,0.02186253,0.16281848,0.00000000,0.07429409,0.04551705
-5.41170585,0.56552322,0.13872497,0.14080480,0.02100572,0.02412875,0.16619969,0.00000000,0.07981064,0.04820601
-5.40570285,0.58692291,0.14499349,0.14167269,0.02241544,0.02653742,0.17037552,0.00000000,0.08597958,0.05097908
-5.39969985,0.60969979,0.15110228,0.14318344,0.02378795,0.02907631,0.17525048,0.00000000,0.09277148,0.05379951
-5.39369685,0.63342486,0.15692718,0.14524139,0.02510393,0.03172967,0.18071120,0.00000000,0.10014230,0.05662776
-5.38769385,0.65763710,0.16234609,0.14773850,0.02634441,0.03447823,0.18663030,0.00000000,0.10803341,0.05942246
-5.38169085,0.68185727,0.16724304,0.15055827,0.02749130,0.03729924,0.19287057,0.00000000,0.11637186,0.06214148
-5.37568784,0.70560183,0.17151219,0.15357975,0.02852792,0.04016660,0.19928930,0.00000000,0.12507107,0.06474296
-5.36968484,0.72839670,0.17506138,0.15668142,0.02943944,0.04305114,0.20574255,0.00000000,0.13403193,0.06718631
-5.36368184,0.74979033,0.17781539,0.15974481,0.03021333,0.04592101,0.21208951,0.00000000,0.14314436,0.06943326
-5.35767884,0.76936607,0.17971856,0.16265788,0.03083971,0.04874219,0.21819655,0.00000000,0.15228934,0.07144869
-5.35167584,0.78675347,0.18073680,0.16531811,0.03131163,0.05147919,0.22394134,0.00000000,0.16134149,0.07320151
-5.34567284,0.80163844,0.18085897,0.16763519,0.03162531,0.05409580,0.22921658,0.00000000,0.17017211,0.07466540
-5.33966983,0.81377227,0.18009761,0.16953338,0.03178020,0.05655605,0.23393361,0.00000000,0.17865270,0.07581940
-5.33366683,0.82297928,0.17848897,0.17095350,0.03177912,0.05882521,0.23802578,0.00000000,0.18665885,0.07664847
-5.32766383,0.82916332,0.17609254,0.17185465,0.03162811,0.06087092,0.24145150,0.00000000,0.19407442,0.07714386
-5.32166083,0.83231286,0.17298994,0.17221547,0.03133640,0.06266433,0.24419698,0.00000000,0.20079595,0.07730344
-5.31565783,0.83250487,0.16928348,0.17203529,0.03091620,0.06418123,0.24627868,0.00000000,0.20673700,0.07713188
-5.30965483,0.82990723,0.16509432,0.17133476,0.03038247,0.06540316,0.24774522,0.00000000,0.21183239,0.07664072
-5.30365183,0.82477980,0.16056032,0.17015633,0.02975262,0.06631845,0.24867887,0.00000000,0.21604201,0.07584831
-5.29764882,0.81747383,0.15583381,0.16856437,0.02904619,0.06692304,0.24919637,0.00000000,0.21935416,0.07477967
-5.29164582,0.80842973,0.15107910,0.16664494,0.02828450,0.06722113,0.24944909,0.00000000,0.22178808,0.07346621
-5.28564282,0.79817292,0.14647003,0.16450517,0.02749025,0.06722566,0.24962230,0.00000000,0.22339556,0.07194528
-5.27963982,0.78730765,0.14218740,0.16227227,0.02668708,0.06695838,0.24993353,0.00000000,0.22426150,0.07025964
-5.27363682,0.77650865,0.13841638,0.16009212,0.02589917,0.06644967,0.25062986,0.00000000,0.22450321,0.06845677
-5.26763382,0.76651043,0.13534389,0.15812726,0.02515075,0.06573811,0.25198416,0.00000000,0.22426848,0.06658800
-5.26163082,0.75809414,0.13315586,0.15655448,0.02446567,0.06486953,0.25429006,0.00000000,0.22373239,0.06470760
-5.25562781,0.75207215,0.13203451,0.15556180,0.02386688,0.06389598,0.25785583,0.00000000,0.22309279,0.06287160
-5.24962481,0.74927029,0.13215540,0.15534494,0.02337596,0.06287416,0.26299707,0.00000000,0.22256463,0.06113663
-5.24362181,0.75050808,0.13368445,0.15610320,0.02301264,0.06186381,0.27002841,0.00000000,0.22237333,0.05955858
-5.23761881,0.75657726,0.13677477,0.15803491,0.02279432,0.06092577,0.27925431,0.00000000,0.22274728,0.05819123
-5.23161581,0.76821915,0.14156347,0.16133244,0.02273561,0.06011998,0.29095922,0.00000000,0.22390980,0.05708484
-5.22561281,0.78610138,0.14816837,0.16617688,0.02284792,0.05950334,0.30539734,0.00000000,0.22607078,0.05628475
-5.21960980,0.81079481,0.15668472,0.17273247,0.02313906,0.05912768,0.32278241,0.00000000,0.22941838,0.05583002
-5.21360680,0.84275128,0.16718208,0.18114106,0.02361297,0.05903780,0.34327771,0.00000000,0.23411111,0.05575226
-5.20760380,0.88228327,0.17970142,0.19151667,0.02426945,0.05926962,0.36698695,0.00000000,0.24027054,0.05607444
-5.20160080,0.92954614,0.19425261,0.20394028,0.02510403,0.05984871,0.39394619,0.00000000,0.24797504,0.05681010
-5.19559780,0.98452401,0.21081244,0.21845526,0.02610797,0.06078905,0.42411743,0.00000000,0.25725480,0.05796266
-5.18959480,1.04701992,0.22932331,0.23506342,0.02726830,0.06209217,0.45738406,0.00000000,0.26808841,0.05952504
-5.18359180,1.11665101,0.24969271,0.25372203,0.02856808,0.06374682,0.49354863,0.00000000,0.28040112,0.06147963
-5.17758879,1.19284928,0.27179364,0.27434186,0.02998670,0.06572894,0.53233316,0.00000000,0.29406503,0.06379851
-5.17158579,1.27486816,0.29546595,0.29678652,0.03150035,0.06800221,0.57338214,0.00000000,0.30890115,0.06644407
-5.16558279,1.36179502,0.32051876,0.32087311,0.03308258,0.07051899,0.61626819,0.00000000,0.32468342,0.06936983
-5.15957979,1.45256940,0.34673376,0.34637427,0.03470498,0.07322171,0.66050043,0.00000000,0.34114446,0.07252167
-5.15357679,1.54600652,0.37386944,0.37302156,0.03633786,0.07604462,0.70553530,0.00000000,0.35798300,0.07583925
-5.14757379,1.64082530,0.40166607,0.40051033,0.03795110,0.07891587,0.75078944,0.00000000,0.37487266,0.07925762
-5.14157079,1.73568002,0.42985118,0.42850566,0.03951489,0.08175983,0.79565426,0.00000000,0.39147178,0.08270901
-5.13556778,1.82919438,0.45814538,0.45664943,0.04100051,0.08449953,0.83951156,0.00000000,0.40743386,0.08612468
-5.12956478,1.91999656,0.48626822,0.48456819,0.04238113,0.08705918,0.88174971,0.00000000,0.42241832,0.08943679
-5.12356178,2.00675416,0.51394387,0.51188158,0.04363241,0.08936660,0.92177952,0.00000000,0.43610101,0.09258021
-5.11755878,2.08820728,0.54090625,0.53821097,0.04473309,0.09135555,0.95904945,0.00000000,0.44818416,0.09549418
-5.11155578,2.16319865,0.56690352,0.56318813,0.04566548,0.09296776,0.99305914,0.00000000,0.45840523,0.09812379
-5.10555278,2.23069964,0.59170161,0.58646339,0.04641569,0.09415469,1.02337105,0.00000000,0.46654446,0.10042121
-5.09954977,2.28983099,0.61508686,0.60771332,0.04697391,0.09487883,1.04961958,0.00000000,0.47243075,0.10234668
-5.09354677,2.33987787,0.63686742,0.62664733,0.04733435,0.09511461,1.07151741,0.00000000,0.47594557,0.10386912
-5.08754377,2.38029876,0.65687378,0.64301326,0.04749518,0.09484886,1.08885887,0.00000000,0.47702497,0.10496645
-5.08154077,2.41072814,0.67495829,0.65660174,0.04745833,0.09408073,1.10152040,0.00000000,0.47565955,0.10562564
-5.07553777,2.43097343,0.69099400,0.66724910,0.04722910,0.09282118,1.10945826,0.00000000,0.47189251,0.10584237
-5.06953477,2.44100659,0.70487288,0.67483907,0.04681579,0.09109213,1.11270370,0.00000000,0.46581589,0.10562059
-5.06353177,2.44095145,0.71650396,0.67930312,0.04622921,0.08892519,1.11135620,0.00000000,0.45756538,0.10497168
-5.05752876,2.43106773,0.72581138,0.68061958,0.04548224,0.08636007,1.10557515,0.00000000,0.44731387,0.10391358
-5.05152576,2.41173280,0.73273278,0.67881180,0.04458925,0.08344293,1.09557053,0.00000000,0.43526423,0.10246984
-5.04552276,2.38342255,0.73721830,0.67394541,0.04356569,0.08022449,1.08159333,0.00000000,0.42164155,0.10066846
-5.03951976,2.34669223,0.73923016,0.66612490,0.04242761,0.07675819,1.06392603,0.00000000,0.40668538,0.09854094
-5.03351676,2.30215832,0.73874314,0.65548977,0.04119133,0.07309843,1.04287375,0.00000000,0.39064210,0.09612123
-5.02751376,2.25048225,0.73574586,0.64221036,0.03987303,0.06929888,1.01875637,0.00000000,0.37375800,0.09344485
-5.02151076,2.19235623,0.73024267,0.62648353,0.03848859,0.06541108,0.99190192,0.00000000,0.35627300,0.09054807
-5.01550775,2.12849175,0.72225622,0.60852845,0.03705333,0.06148322,0.96264122,0.00000000,0.33841547,0.08746723
-5.00950475,2.05961042,0.71183026,0.58858233,0.03558191,0.05755919,0.93130396,0.00000000,0.32039800,0.08423822
-5.00350175,1.98643719,0.69903243,0.56689641,0.03408823,0.05367797,0.89821590,0.00000000,0.30241440,0.08089602
-4.99749875,1.90969535,0.68395681,0.54373211,0.03258537,0.04987326,0.86369712,0.00000000,0.28463764,0.07747440
-4.99149575,1.83010287,0.66672575,0.51935736,0.03108559,0.04617334,0.82806094,0.00000000,0.26721889,0.07400564
-4.98549275,1.74836950,0.64749084,0.49404311,0.02960030,0.04260120,0.79161324,0.00000000,0.25028727,0.07052034
-4.97948974,1.66519400,0.62643272,0.46806004,0.02814001,0.03917487,0.75465195,0.00000000,0.23395046,0.06704731
-4.97348674,1.58126109,0.60375956,0.44167540,0.02671437,0.03590782,0.71746632,0.00000000,0.21829567,0.06361336
-4.96748374,1.49723769,0.57970423,0.41515006,0.02533204,0.03280955,0.68033587,0.00000000,0.20339114,0.06024322
-4.96148074,1.41376836,0.55452012,0.38873568,0.02400072,0.02988620,0.64352885,0.00000000,0.18928774,0.05695934
-4.95547774,1.33146975,0.52847578,0.36267211,0.02272700,0.02714114,0.60730022,0.00000000,0.17602070,0.05378175
-4.94947474,1.25092439,0.50184865,0.33718510,0.02151633,0.02457563,0.57188917,0.00000000,0.16361142,0.05072788
-4.94347174,1.17267406,0.47491814,0.31248424,0.02037293,0.02218940,0.53751630,0.00000000,0.15206914,0.04781241
-4.93746873,1.09721308,0.44795844,0.28876140,0.01929969,0.01998119,0.50438077,0.00000000,0.14139257,0.04504711
-4.93146573,1.02498231,0.42123142,0.26618951,0.01829816,0.01794922,0.47265749,0.00000000,0.13157144,0.04244071
-4.92546273,0.95636395,0.39498004,0.24492198,0.01736849,0.01609163,0.44249476,0.00000000,0.12258801,0.03999891
-4.91945973,0.89167812,0.36942259,0.22509258,0.01650946,0.01440685,0.41401252,0.00000000,0.11441849,0.03772435
-4.91345673,0.83118118,0.34474804,0.20681592,0.01571853,0.01289390,0.38730144,0.00000000,0.10703454,0.03561674
-4.90745373,0.77506640,0.32111271,0.19018853,0.01499196,0.01155270,0.36242302,0.00000000,0.10040478,0.03367308
-4.90145073,0.72346693,0.29863852,0.17529035,0.01432494,0.01038432,0.33941074,0.00000000,0.09449636,0.03188793
-4.89544772,0.67646102,0.27741263,0.16218674,0.01371179,0.00939118,0.31827228,0.00000000,0.08927663,0.03025384
-4.88944472,0.63407938,0.25748861,0.15093071,0.01314619,0.00857732,0.29899276,0.00000000,0.08471486,0.02876181
-4.88344172,0.59631415,0.23888899,0.14156536,0.01262144,0.00794856,0.28153878,0.00000000,0.08078403,0.02740180
-4.87743872,0.56312910,0.22160881,0.13412630,0.01213072,0.00751274,0.26586308,0.00000000,0.07746257,0.02616336
-4.87143572,0.53447035,0.20562015,0.12864391,0.01166738,0.00727984,0.25190961,0.00000000,0.07473608,0.02503610
-4.86543272,0.51027704,0.19087721,0.12514523,0.01122519,0.00726215,0.23961856,0.00000000,0.07259892,0.02401037
-4.85942971,0.49049120,0.17732155,0.12365550,0.01079856,0.00747438,0.22893128,0.00000000,0.07105549,0.02307766
-4.85342671,0.47506633,0.16488747,0.12419894,0.01038281,0.00793369,0.21979459,0.00000000,0.07012135,0.02223109
-4.84742371,0.46397401,0.15350694,0.12679896,0.00997423,0.00865962,0.21216449,0.00000000,0.06982379,0.02146572
-4.84142071,0.45720834,0.14311406,0.13147766,0.00957029,0.00967398,0.20600879,0.00000000,0.07020214,0.02077875
-4.83541771,0.45478772,0.13364878,0.13825459,0.00916960,0.01100062,0.20130889,0.00000000,0.07130739,0.02016964
-4.82941471,0.45675407,0.12505983,0.14714479,0.00877198,0.01266496,0.19806033,0.00000000,0.07320142,0.01964004
-4.82341171,0.46316950,0.11730666,0.15815647,0.00837838,0.01469355,0.19627240,0.00000000,0.07595558,0.01919364
-4.81740870,0.47411057,0.11036058,0.17128806,0.00799076,0.01711333,0.19596673,0.00000000,0.07964880,0.01883587
-4.81140570,0.48966071,0.10420496,0.18652520,0.00761197,0.01995080,0.19717508,0.00000000,0.08436513,0.01857352
-4.80540270,0.50990107,0.09883475,0.20383763,0.00724559,0.02323111,0.19993657,0.00000000,0.09019089,0.01841429
-4.79939970,0.53490048,0.09425531,0.22317625,0.00689568,0.02697686,0.20429437,0.00000000,0.09721143,0.01836627
-4.79339670,0.56470513,0.09048074,0.24447057,0.00656665,0.03120701,0.21029241,0.00000000,0.10550760,0.01843738
-4.78739370,0.59932855,0.08753200,0.26762676,0.00626301,0.03593556,0.21797197,0.00000000,0.11515212,0.01863485
-4.78139070,0.63874243,0.08543470,0.29252638,0.00598920,0.04117035,0.22736864,0.00000000,0.12620591,0.01896468
-4.77538769,0.68286892,0.08421696,0.31902594,0.00574941,0.04691175,0.23850967,0.00000000,0.13871456,0.01943124
-4.76938469,0.73157473,0.08390739,0.34695739,0.00554741,0.05315159,0.25141186,0.00000000,0.15270503,0.02003683
-4.76338169,0.78466740,0.08453321,0.37612952,0.00538648,0.05987218,0.26608013,0.00000000,0.16818278,0.02078142
-4.75737869,0.84189387,0.08611869,0.40633025,0.00526925,0.06704549,0.28250665,0.00000000,0.18512942,0.02166246
-4.75137569,0.90294156,0.08868388,0.43732971,0.00519773,0.07463273,0.30067061,0.00000000,0.20350100,0.02267485
-4.74537269,0.96744161,0.09224374,0.46888397,0.00517321,0.08258414,0.32053858,0.00000000,0.22322704,0.02381093
-4.73936968,1.03497441,0.09680749,0.50073931,0.00519630,0.09083918,0.34206515,0.00000000,0.24421033,0.02506072
-4.73336668,1.10507682,0.10237829,0.53263679,0.00526694,0.09932713,0.36519387,0.00000000,0.26632759,0.02641209
-4.72736368,1.17725094,0.10895319,0.56431694,0.00538446,0.10796807,0.38985833,0.00000000,0.28943095,0.02785119
-4.72136068,1.25097375,0.11652308,0.59552442,0.00554763,0.11667424,0.41598305,0.00000000,0.31335024,0.02936284
-4.71535768,1.32570733,0.12507289,0.62601234,0.00575473,0.12535179,0.44348422,0.00000000,0.33789602,0.03093100
-4.70935468,1.40090904,0.13458162,0.65554626,0.00600361,0.13390284,0.47226999,0.00000000,0.36286325,0.03253923
-4.70335168,1.47604132,0.14502235,0.68390761,0.00629176,0.14222777,0.50224040,0.00000000,0.38803550,0.03417121
-4.69734867,1.55058048,0.15636218,0.71089649,0.00661639,0.15022779,0.53328673,0.00000000,0.41318951,0.03581119
-4.69134567,1.62402442,0.16856183,0.73633381,0.00697445,0.15780745,0.56529040,0.00000000,0.43810002,0.03744438
-4.68534267,1.69589875,0.18157519,0.76006271,0.00736268,0.16487727,0.59812143,0.00000000,0.46254462,0.03905729
-4.67933967,1.76576129,0.19534861,0.78194931,0.00777766,0.17135621,0.63163656,0.00000000,0.48630846,0.04063800
-4.67333667,1.83320481,0.20981999,0.80188284,0.00821579,0.17717392,0.66567721,0.00000000,0.50918876,0.04217629
-4.66733367,1.89785811,0.22491788,0.81977519,0.00867330,0.18227274,0.70006747,0.00000000,0.53099882,0.04366372
-4.66133067,1.95938550,0.24056039,0.83556000,0.00914629,0.18660924,0.73461230,0.00000000,0.55157153,0.04509356
-4.65532766,2.01748490,0.25665430,0.84919129,0.00963064,0.19015544,0.76909617,0.00000000,0.57076225,0.04646066
-4.64932466,2.07188486,0.27309423,0.86064185,0.01012209,0.19289940,0.80328231,0.00000000,0.58845087,0.04776124
-4.64332166,2.12234083,0.28976213,0.86990135,0.01061615,0.19484536,0.83691288,0.00000000,0.60454328,0.04899255
