energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-3.48474237,0.59047572,-0.32233803,0.12115589,-0.07427065,0.12119962,-0.14345158,0.01078923,-0.03276484,0.35167282,-0.01592486,0.00000272,-0.00000000,0.02756663,-0.02582135,0.00118336,-0.00000000,0.04713886,-0.19584188
-3.47873937,0.63697425,-0.30374222,0.13184544,-0.06967793,0.13194380,-0.13672939,0.01199107,-0.03050715,0.37764271,-0.01450122,0.00000330,-0.00000000,0.02955483,-0.02441787,0.00131259,-0.00000000,0.05184011,-0.18324648
-3.47273637,0.68616290,-0.28667096,0.14301568,-0.06542973,0.14324559,-0.13070906,0.01337943,-0.02837502,0.40534671,-0.01315543,0.00000400,-0.00000000,0.03157596,-0.02310922,0.00145373,-0.00000000,0.05684122,-0.17159147
-3.46673337,0.73782734,-0.27121411,0.15461586,-0.06155108,0.15506923,-0.12541068,0.01495352,-0.02638702,0.43466263,-0.01189642,0.00000483,-0.00000000,0.03361665,-0.02190714,0.00160698,-0.00000000,0.06212513,-0.16094141
-3.46073037,0.79177478,-0.25740398,0.16658899,-0.05805376,0.16737737,-0.12082869,0.01671205,-0.02455560,0.46549386,-0.01073037,0.00000583,-0.00000000,0.03566469,-0.02081844,0.00177247,-0.00000000,0.06767157,-0.15132631
-3.45472736,0.84783311,-0.24521808,0.17887089,-0.05493686,0.18013076,-0.11693339,0.01865284,-0.02288728,0.49776918,-0.00966084,0.00000701,-0.00000000,0.03770920,-0.01984517,0.00195028,-0.00000000,0.07345653,-0.14274310
-3.44872436,0.90584885,-0.23458376,0.19138922,-0.05218781,0.19328793,-0.11367324,0.02077246,-0.02138300,0.53144158,-0.00868887,0.00000838,-0.00000000,0.03974079,-0.01898497,0.00214039,-0.00000000,0.07945196,-0.13515835
-3.44272136,0.96568452,-0.22538452,0.20406259,-0.04978373,0.20680494,-0.11097798,0.02306589,-0.02003865,0.56648610,-0.00781326,0.00000999,-0.00000000,0.04175164,-0.01823155,0.00234268,-0.00000000,0.08562555,-0.12851184
-3.43671836,1.02721522,-0.21746756,0.21679992,-0.04769315,0.22063517,-0.10876225,0.02552633,-0.01884580,0.60289704,-0.00703083,0.00001184,-0.00000000,0.04373554,-0.01757526,0.00255691,-0.00000000,0.09194068,-0.12272100
-3.43071536,1.09032507,-0.21065227,0.22949997,-0.04587792,0.23472931,-0.10692966,0.02814496,-0.01779242,0.64068432,-0.00633677,0.00001397,-0.00000000,0.04568789,-0.01700381,0.00278271,-0.00000000,0.09835668,-0.11768581
-3.42471236,1.15490346,-0.20473923,0.24205142,-0.04429516,0.24903561,-0.10537712,0.03091089,-0.01686380,0.67986952,-0.00572499,0.00001640,-0.00000000,0.04760566,-0.01650302,0.00301961,-0.00000000,0.10482922,-0.11329399
-3.41870935,1.22084163,-0.19951932,0.25433341,-0.04289940,0.26350027,-0.10399913,0.03381118,-0.01604338,0.72048146,-0.00518845,0.00001916,-0.00000000,0.04948731,-0.01605753,0.00326700,-0.00000000,0.11131101,-0.10942628
-3.41270635,1.28802964,-0.19478257,0.26621658,-0.04164450,0.27806812,-0.10269204,0.03683092,-0.01531364,0.76255165,-0.00471953,0.00002228,-0.00000000,0.05133274,-0.01565160,0.00352415,-0.00000000,0.11775271,-0.10596157
-3.40670335,1.35635393,-0.19032636,0.27756491,-0.04048551,0.29268363,-0.10135794,0.03995345,-0.01465682,0.80610975,-0.00431032,0.00002577,-0.00000000,0.05314310,-0.01526975,0.00379023,-0.00000000,0.12410404,-0.10278161
-3.40070035,1.42569554,-0.18596281,0.28823804,-0.03938040,0.30729203,-0.09990814,0.04316067,-0.01405574,0.85117899,-0.00395295,0.00002965,-0.00000000,0.05492074,-0.01489744,0.00406435,-0.00000000,0.13031505,-0.09977528
-3.39469735,1.49592889,-0.18152495,0.29809431,-0.03829138,0.32184060,-0.09826609,0.04643334,-0.01349435,0.89777187,-0.00363979,0.00003395,-0.00000000,0.05666905,-0.01452156,0.00434555,-0.00000000,0.13633752,-0.09684215
-3.38869435,1.56692110,-0.17687165,0.30699427,-0.03718613,0.33627998,-0.09636968,0.04975152,-0.01295827,0.94588591,-0.00336368,0.00003867,-0.00000000,0.05839230,-0.01413088,0.00463281,-0.00000000,0.14212636,-0.09389531
-3.38269135,1.63853147,-0.17189109,0.31480463,-0.03603856,0.35056545,-0.09417283,0.05309494,-0.01243513,0.99549967,-0.00311807,0.00004382,-0.00000000,0.06009545,-0.01371633,0.00492513,-0.00000000,0.14764098,-0.09086339
-3.37668834,1.71061084,-0.16650291,0.32140238,-0.03482936,0.36465786,-0.09164642,0.05644340,-0.01191484,1.04656883,-0.00289716,0.00004940,-0.00000000,0.06178399,-0.01327123,0.00522150,-0.00000001,0.15284649,-0.08769178
-3.37068534,1.78300059,-0.16065885,0.32667904,-0.03354624,0.37852436,-0.08877844,0.05977715,-0.01138973,1.09902239,-0.00269594,0.00005539,-0.00000000,0.06346365,-0.01279130,0.00552090,-0.00000001,0.15771471,-0.08434301
-3.36468234,1.85553086,-0.15434225,0.33054462,-0.03218389,0.39213847,-0.08557368,0.06307713,-0.01085452,1.15275885,-0.00251023,0.00006179,-0.00000001,0.06514011,-0.01227468,0.00582235,-0.00000001,0.16222484,-0.08079646
-3.35867934,1.92801767,-0.14756631,0.33293125,-0.03074367,0.40547970,-0.08205270,0.06632517,-0.01030624,1.20764242,-0.00233664,0.00006856,-0.00000001,0.06681869,-0.01172174,0.00612487,-0.00000002,0.16636373,-0.07704735
-3.35267634,2.00025892,-0.14037148,0.33379619,-0.02923322,0.41853238,-0.07825044,0.06950410,-0.00974406,1.26349924,-0.00217258,0.00007567,-0.00000001,0.06850386,-0.01113489,0.00642746,-0.00000003,0.17012576,-0.07310521
-3.34667334,2.07202910,-0.13282219,0.33312397,-0.02766579,0.43128402,-0.07421450,0.07259771,-0.00916905,1.32011367,-0.00201620,0.00008307,-0.00000002,0.07019884,-0.01051830,0.00672912,-0.00000005,0.17351229,-0.06899190
-3.34067034,2.14307295,-0.12500306,0.33092768,-0.02605962,0.44372285,-0.07000320,0.07559062,-0.00858384,1.37722482,-0.00186625,0.00009071,-0.00000002,0.07190506,-0.00987753,0.00702874,-0.00000007,0.17653066,-0.06473937
-3.33466733,2.21309839,-0.11701500,0.32724918,-0.02443724,0.45583510,-0.06568360,0.07846809,-0.00799236,1.43452356,-0.00172208,0.00009851,-0.00000003,0.07362161,-0.00921922,0.00732510,-0.00000010,0.17919277,-0.06038720
-3.32866433,2.28176930,-0.10897124,0.32215826,-0.02282478,0.46760181,-0.06132951,0.08121574,-0.00739948,1.49165029,-0.00158348,0.00010640,-0.00000004,0.07534471,-0.00855068,0.00761684,-0.00000014,0.18151348,-0.05598014
-3.32266133,2.34869874,-0.10099373,0.31575076,-0.02125145,0.47899570,-0.05701981,0.08381920,-0.00681070,1.54819381,-0.00145067,0.00011431,-0.00000006,0.07706725,-0.00787959,0.00790238,-0.00000021,0.18350867,-0.05156568
-3.31665833,2.41344358,-0.09320996,0.30814583,-0.01974906,0.48997820,-0.05283688,0.08626386,-0.00623186,1.60369171,-0.00132416,0.00012214,-0.00000008,0.07877827,-0.00721360,0.00817987,-0.00000030,0.18519329,-0.04719185
-3.31065533,2.47550130,-0.08575034,0.29948240,-0.01835178,0.50049703,-0.04886555,0.08853456,-0.00566887,1.65763265,-0.00120470,0.00012981,-0.00000012,0.08046276,-0.00656012,0.00844723,-0.00000042,0.18657949,-0.04290520
-3.30465233,2.53430990,-0.07874642,0.28991509,-0.01709607,0.51048458,-0.04519237,0.09061545,-0.00512755,1.70946086,-0.00109328,0.00013722,-0.00000016,0.08210139,-0.00592601,0.00870202,-0.00000060,0.18767491,-0.03874914
-3.29864932,2.58925160,-0.07232978,0.27960988,-0.01602083,0.51985740,-0.04190536,0.09248991,-0.00461344,1.75858315,-0.00099103,0.00014428,-0.00000022,0.08367065,-0.00531742,0.00894157,-0.00000084,0.18848130,-0.03476262
-3.29264632,2.63966104,-0.06663184,0.26873966,-0.01516777,0.52851703,-0.03909421,0.09414071,-0.00413173,1.80437852,-0.00089924,0.00015090,-0.00000030,0.08514304,-0.00473965,0.00916289,-0.00000116,0.18899361,-0.03097915
-3.28664332,2.68483818,-0.06178439,0.25748002,-0.01458204,0.53635224,-0.03685095,0.09555020,-0.00368723,1.84621048,-0.00081937,0.00015702,-0.00000041,0.08648757,-0.00419706,0.00936281,-0.00000161,0.18919961,-0.02742626
-3.28064032,2.72406602,-0.05792098,0.24600555,-0.01431305,0.54324291,-0.03527100,0.09670085,-0.00328444,1.88344176,-0.00075308,0.00016257,-0.00000055,0.08767050,-0.00369307,0.00953799,-0.00000221,0.18908008,-0.02412521
-3.27463732,2.75663283,-0.05517882,0.23448674,-0.01441547,0.54906539,-0.03445455,0.09757586,-0.00292755,1.91545107,-0.00070226,0.00016749,-0.00000073,0.08865633,-0.00323015,0.00968505,-0.00000301,0.18860959,-0.02109107
-3.26863432,2.78185826,-0.05370134,0.22308771,-0.01495044,0.55369916,-0.03450824,0.09815994,-0.00262070,1.94165157,-0.00066912,0.00017177,-0.00000097,0.08940889,-0.00280990,0.00980068,-0.00000408,0.18775789,-0.01833309
-3.26263132,2.79912225,-0.05364108,0.21196487,-0.01598686,0.55703477,-0.03554694,0.09844026,-0.00236807,1.96150999,-0.00065624,0.00017538,-0.00000129,0.08989269,-0.00243314,0.00988177,-0.00000549,0.18649175,-0.01585522
-3.25662831,2.80789566,-0.05516282,0.20126660,-0.01760277,0.55898245,-0.03769572,0.09840744,-0.00217415,1.97456594,-0.00066670,0.00017836,-0.00000169,0.09007434,-0.00210004,0.00992556,-0.00000733,0.18477727,-0.01365688
-3.25062531,2.80777099,-0.05844681,0.19113379,-0.01988680,0.55948122,-0.04109160,0.09805660,-0.00204398,1.98045028,-0.00070421,0.00018074,-0.00000220,0.08992393,-0.00181024,0.00992976,-0.00000973,0.18258240,-0.01173378
-3.24462231,2.79849182,-0.06369176,0.18170136,-0.02293948,0.55850792,-0.04588536,0.09738836,-0.00198340,1.97890175,-0.00077316,0.00018258,-0.00000286,0.08941650,-0.00156305,0.00989270,-0.00001282,0.17987955,-0.01007884
-3.23861931,2.77997918,-0.07111766,0.17310046,-0.02687455,0.55608567,-0.05224283,0.09640980,-0.00199934,1.96978095,-0.00087881,0.00018401,-0.00000368,0.08853322,-0.00135755,0.00981346,-0.00001678,0.17664828,-0.00868307
-3.23261631,2.75235344,-0.08096803,0.16546124,-0.03181999,0.55229143,-0.06034603,0.09513522,-0.00210008,1.95308086,-0.00102741,0.00018513,-0.00000471,0.08726257,-0.00119276,0.00969195,-0.00002181,0.17287762,-0.00753654
-3.22661331,2.71595057,-0.09351147,0.15891606,-0.03791879,0.54726201,-0.07039360,0.09358681,-0.00229549,1.92893344,-0.00122627,0.00018612,-0.00000600,0.08560108,-0.00106779,0.00952900,-0.00002816,0.16856813,-0.00662912
-3.22061031,2.67133142,-0.10904237,0.15360279,-0.04532938,0.54119843,-0.08260079,0.09179498,-0.00259724,1.89761167,-0.00148395,0.00018714,-0.00000758,0.08355395,-0.00098193,0.00932638,-0.00003611,0.16373350,-0.00595129
-3.21460730,2.61928364,-0.12788063,0.14966804,-0.05422551,0.53436804,-0.09719857,0.08979849,-0.00301896,1.85952698,-0.00181025,0.00018842,-0.00000952,0.08113518,-0.00093480,0.00908680,-0.00004600,0.15840148,-0.00549470
-3.20860430,2.56081576,-0.15037006,0.14727013,-0.06479559,0.52710441,-0.11443210,0.08764436,-0.00357634,1.81522214,-0.00221637,0.00019017,-0.00001188,0.07836744,-0.00092639,0.00881390,-0.00005819,0.15261428,-0.00525274
-3.20260130,2.49714352,-0.17687555,0.14658140,-0.07724137,0.51980485,-0.13455815,0.08538741,-0.00428715,1.76535979,-0.00271486,0.00019264,-0.00001474,0.07528160,-0.00095715,0.00851211,-0.00007314,0.14642824,-0.00522083
-3.19659830,2.42966900,-0.20777864,0.14778995,-0.09177573,0.51292553,-0.15784168,0.08308960,-0.00517119,1.71070723,-0.00331962,0.00019608,-0.00001815,0.07191588,-0.00102798,0.00818662,-0.00009130,0.13991291,-0.00539666
-3.19059530,2.35995311,-0.24347157,0.15110034,-0.10861970,0.50697426,-0.18455132,0.08081907,-0.00625005,1.65211800,-0.00404582,0.00020076,-0.00002222,0.06831479,-0.00114028,0.00784317,-0.00011322,0.13314954,-0.00578025
-3.18459230,2.28968273,-0.28434966,0.15673327,-0.12799845,0.50250132,-0.21495387,0.07864904,-0.00754688,1.59051125,-0.00490977,0.00020693,-0.00002701,0.06452776,-0.00129590,0.00748792,-0.00013948,0.12622902,-0.00637390
-3.17858929,2.22063351,-0.33080190,0.16492411,-0.15013630,0.50008825,-0.24930774,0.07665640,-0.00908593,1.52684961,-0.00592868,0.00021484,-0.00003263,0.06060771,-0.00149705,0.00712726,-0.00017071,0.11924954,-0.00718192
-3.17258629,2.15462976,-0.38320002,0.17592006,-0.17525075,0.50033529,-0.28785537,0.07492029,-0.01089196,1.46211662,-0.00712036,0.00022474,-0.00003915,0.05660944,-0.00174630,0.00676760,-0.00020756,0.11231389,-0.00821035
-3.16658329,2.09350265,-0.44188583,0.18997610,-0.20354549,0.50384748,-0.33081476,0.07352046,-0.01298960,1.39729443,-0.00850289,0.00023685,-0.00004667,0.05258806,-0.00204638,0.00641521,-0.00025072,0.10552661,-0.00946645
-3.16058029,2.03904811,-0.50715733,0.20734947,-0.23520250,0.51121991,-0.37837021,0.07253559,-0.01540250,1.33334268,-0.01009413,0.00025136,-0.00005527,0.04859744,-0.00240012,0.00607602,-0.00030091,0.09899119,-0.01095816
-3.15457729,1.99298544,-0.57925359,0.22829297,-0.27037346,0.52302243,-0.43066239,0.07204154,-0.01815238,1.27117908,-0.01191120,0.00026842,-0.00006503,0.04468880,-0.00281025,0.00575545,-0.00035883,0.09280735,-0.01269342
-3.14857429,1.95691770,-0.65833889,0.25304682,-0.30917056,0.53978415,-0.48777819,0.07210963,-0.02125802,1.21166237,-0.01396986,0.00028818,-0.00007601,0.04090943,-0.00327927,0.00545827,-0.00042517,0.08706844,-0.01467949
-3.14257129,1.93229459,-0.74448666,0.28182955,-0.35165706,0.56197797,-0.54974033,0.07280488,-0.02473417,1.15557769,-0.01628392,0.00031069,-0.00008825,0.03730167,-0.00380924,0.00518847,-0.00050057,0.08185927,-0.01692213
-3.13656828,1.92037838,-0.83766356,0.31482779,-0.39783791,0.59000552,-0.61649738,0.07418427,-0.02859043,1.10362482,-0.01886448,0.00033600,-0.00010180,0.03390207,-0.00440160,0.00494919,-0.00058564,0.07725409,-0.01942486
-3.13056528,1.92221350,-0.93771459,0.35218539,-0.44765086,0.62418274,-0.68791449,0.07629508,-0.03283017,1.05640903,-0.02171929,0.00036408,-0.00011665,0.03074086,-0.00505702,0.00474262,-0.00068088,0.07331511,-0.02218819
-3.12456228,1.93859976,-1.04434978,0.39399204,-0.50095845,0.66472627,-0.76376518,0.07917330,-0.03744948,1.01443452,-0.02485201,0.00039485,-0.00013280,0.02784158,-0.00577518,0.00457003,-0.00078669,0.07009125,-0.02520886
-3.11855928,1.97006972,-1.15713326,0.44027182,-0.55754136,0.71174115,-0.84372482,0.08284209,-0.04243627,0.97810025,-0.02826160,0.00042817,-0.00015019,0.02522101,-0.00655467,0.00443173,-0.00090335,0.06761739,-0.02847921
-3.11255628,2.01687013,-1.27547542,0.49097206,-0.61709360,0.76520986,-0.92736618,0.08731042,-0.04776957,0.94769767,-0.03194172,0.00046384,-0.00016876,0.02288933,-0.00739283,0.00432713,-0.00103096,0.06591390,-0.03198663
-3.10655328,2.07894780,-1.39862899,0.54595302,-0.67921997,0.82498325,-1.01415745,0.09257187,-0.05341901,0.92341025,-0.03588029,0.00050161,-0.00018839,0.02085036,-0.00828570,0.00425477,-0.00116947,0.06498649,-0.03571316
-3.10055028,2.15593989,-1.52568946,0.60497880,-0.74343624,0.89077351,-1.10346321,0.09860357,-0.05934457,0.90531432,-0.04005911,0.00054114,-0.00020894,0.01910208,-0.00922792,0.00421243,-0.00131860,0.06482638,-0.03963523
-3.09454727,2.24716920,-1.65560052,0.66771021,-0.80917218,0.96214959,-1.19454856,0.10536549,-0.06549675,0.89338103,-0.04445372,0.00058205,-0.00023024,0.01763715,-0.01021279,0.00419725,-0.00147787,0.06541071,-0.04372365
-3.08854427,2.35164453,-1.78716478,0.73369994,-0.87577790,1.03853556,-1.28658667,0.11280001,-0.07181690,0.88747923,-0.04903338,0.00062392,-0.00025208,0.01644358,-0.01123227,0.00420576,-0.00164659,0.06670315,-0.04794372
-3.08254127,2.46806673,-1.91905989,0.80239067,-0.94253334,1.11921207,-1.37866979,0.12083180,-0.07823809,0.88737907,-0.05376128,0.00066626,-0.00027423,0.01550541,-0.01227712,0.00423411,-0.00182380,0.06865473,-0.05225562
-3.07653827,2.59484094,-2.04985983,0.87311655,-1.00866093,1.20332143,-1.46982358,0.12936821,-0.08468617,0.89275643,-0.05859495,0.00070853,-0.00029644,0.01480341,-0.01333705,0.00427809,-0.00200834,0.07120481,-0.05661496
-3.07053527,2.73009526,-2.17806122,0.94510834,-1.07334116,1.28987643,-1.55902462,0.13830009,-0.09108127,0.90319806,-0.06348690,0.00075018,-0.00031841,0.01431578,-0.01440088,0.00433336,-0.00219881,0.07428222,-0.06097359
-3.06453227,2.87170651,-2.30211380,1.01750260,-1.13573064,1.37777329,-1.64522055,0.14750315,-0.09733952,0.91820774,-0.06838538,0.00079062,-0.00033987,0.01401881,-0.01545685,0.00439547,-0.00239358,0.07780654,-0.06528052
-3.05852926,3.01733313,-2.42045429,1.08935485,-1.19498205,1.46580863,-1.72735242,0.15683980,-0.10337504,0.93721341,-0.07323542,0.00082923,-0.00036051,0.01388753,-0.01649282,0.00446007,-0.00259084,0.08168958,-0.06948307
-3.05252626,3.16445533,-2.53154257,1.15965669,-1.25026536,1.55270046,-1.80437844,0.16616157,-0.10910210,0.95957568,-0.07797994,0.00086543,-0.00038004,0.01389624,-0.01749662,0.00452296,-0.00278860,0.08583692,-0.07352802
-3.04652326,3.31042222,-2.63389891,1.22735652,-1.30078952,1.63711297,-1.87529847,0.17531204,-0.11443729,0.98459778,-0.08256103,0.00089861,-0.00039818,0.01401911,-0.01845630,0.00458018,-0.00298475,0.09014962,-0.07736296
-3.04052026,3.45250543,-2.72614099,1.29138356,-1.34582366,1.71768469,-1.93917828,0.18413023,-0.11930184,1.01153701,-0.08692129,0.00092821,-0.00041464,0.01423058,-0.01936046,0.00462817,-0.00317705,0.09452616,-0.08093757
-3.03451726,3.58795816,-2.80701917,1.35067415,-1.38471718,1.79305933,-1.99517280,0.19245434,-0.12362371,1.03961806,-0.09100522,0.00095369,-0.00042918,0.01450582,-0.02019849,0.00466374,-0.00336321,0.09886436,-0.08420490
-3.02851426,3.71407852,-2.87544897,1.40419978,-1.41691761,1.86191855,-2.04254752,0.20012580,-0.12733959,1.06804777,-0.09476057,0.00097458,-0.00044159,0.01482113,-0.02096086,0.00468421,-0.00354093,0.10306348,-0.08712262
-3.02251126,3.82827544,-2.93053935,1.45099574,-1.44198579,1.92301569,-2.08069729,0.20699347,-0.13039664,1.09603158,-0.09813971,0.00099049,-0.00045168,0.01515422,-0.02163930,0.00468741,-0.00370793,0.10702641,-0.08965405
-3.01650825,3.92813521,-2.97161579,1.49018919,-1.45960758,1.97520931,-2.10916177,0.21291782,-0.13275390,1.12279117,-0.10110082,0.00100107,-0.00045932,0.01548454,-0.02222693,0.00467170,-0.00386202,0.11066181,-0.09176918
-3.01050525,4.01148664,-2.99823761,1.52102572,-1.46960164,2.01749548,-2.12763725,0.21777500,-0.13438335,1.14758298,-0.10360902,0.00100609,-0.00046440,0.01579352,-0.02271842,0.00463603,-0.00400113,0.11388628,-0.09344537
-3.00450225,4.07646230,-3.01020869,1.54289312,-1.47192321,2.04903743,-2.13598434,0.22146052,-0.13527060,1.16971716,-0.10563730,0.00100543,-0.00046688,0.01606478,-0.02311002,0.00457989,-0.00412338,0.11662638,-0.09466792
-2.99849925,4.12155379,-3.00758167,1.55534132,-1.46666353,2.06919158,-2.13423137,0.22389254,-0.13541509,1.18857635,-0.10716729,0.00099905,-0.00046676,0.01628433,-0.02339954,0.00450330,-0.00422712,0.11882056,-0.09543041
-2.99249625,4.14565867,-2.99065552,1.55809775,-1.45404527,2.07752873,-2.12257373,0.22501449,-0.13482997,1.20363351,-0.10818980,0.00098704,-0.00046410,0.01644070,-0.02358631,0.00440682,-0.00431093,0.12042078,-0.09573483
-2.98649325,4.14811709,-2.95996693,1.55107715,-1.43441419,2.07384962,-2.10136912,0.22479693,-0.13354151,1.21446829,-0.10870514,0.00096958,-0.00045898,0.01652503,-0.02367111,0.00429147,-0.00437373,0.12139389,-0.09559146
-2.98049025,4.12873647,-2.91627605,1.53438561,-1.40822751,2.05819400,-2.07112921,0.22323866,-0.13158825,1.22078103,-0.10872323,0.00094698,-0.00045156,0.01653111,-0.02365599,0.00415872,-0.00441475,0.12172258,-0.09501857
-2.97448724,4.08780306,-2.86054724,1.50831840,-1.37603947,2.03084295,-2.03250807,0.22036689,-0.12901974,1.22240385,-0.10826348,0.00091963,-0.00044201,0.01645545,-0.02354418,0.00401039,-0.00443357,0.12140603,-0.09404196
-2.96848424,4.02607947,-2.79392599,1.47335179,-1.33848504,1.99231412,-1.98628799,0.21623645,-0.12589513,1.21930817,-0.10735443,0.00088803,-0.00043057,0.01629718,-0.02333988,0.00384863,-0.00443016,0.12045998,-0.09269431
-2.96248124,3.94478827,-2.71771265,1.43012914,-1.29626214,1.94335003,-1.93336319,0.21092827,-0.12228151,1.21160817,-0.10603323,0.00085274,-0.00041748,0.01605798,-0.02304810,0.00367583,-0.00440486,0.11891638,-0.09101441
-2.95647824,3.84558184,-2.63333416,1.37944183,-1.25011336,1.88490003,-1.87472197,0.20454686,-0.11825218,1.19955986,-0.10434487,0.00081441,-0.00040303,0.01574195,-0.02267451,0.00349457,-0.00435836,0.11682265,-0.08904629
-2.95047524,3.73049959,-2.54231454,1.32220589,-1.20080774,1.81809630,-1.81142802,0.19721723,-0.11388485,1.18355558,-0.10234130,0.00077371,-0.00038753,0.01535544,-0.02222528,0.00330754,-0.00429174,0.11424031,-0.08683826
-2.94447224,3.60191396,-2.44624511,1.25943531,-1.14912311,1.74422509,-1.74460108,0.18908111,-0.10925979,1.16411397,-0.10008033,0.00073136,-0.00037130,0.01490679,-0.02170696,0.00311747,-0.00420642,0.11124334,-0.08444188
-2.93846923,3.46246710,-2.34675507,1.19221314,-1.09582971,1.66469408,-1.67539777,0.18029277,-0.10445817,1.14186556,-0.09762446,0.00068808,-0.00035469,0.01440609,-0.02112634,0.00292707,-0.00410411,0.10791607,-0.08191095
-2.93246623,3.31500066,-2.24548299,1.12166152,-1.04167525,1.58099718,-1.60499248,0.17101459,-0.09956032,1.11753448,-0.09503959,0.00064460,-0.00033805,0.01386489,-0.02049038,0.00273900,-0.00398681,0.10435082,-0.07930038
-2.92646323,3.16248096,-2.14404984,1.04891194,-0.98737176,1.49467802,-1.53455909,0.16141251,-0.09464429,1.09191680,-0.09239365,0.00060162,-0.00032172,0.01329586,-0.01980614,0.00255579,-0.00385676,0.10064524,-0.07666520
-2.92046023,3.00792237,-2.04403363,0.97507661,-0.93358444,1.40729341,-1.46525323,0.15165158,-0.08978444,1.06585628,-0.08975521,0.00055980,-0.00030606,0.01271250,-0.01908069,0.00237980,-0.00371636,0.09689960,-0.07405943
-2.91445723,2.85431136,-1.94694607,0.90122219,-0.88092241,1.32037784,-1.39819560,0.14189168,-0.08505025,1.04021836,-0.08719204,0.00051973,-0.00029142,0.01212877,-0.01832113,0.00221319,-0.00356814,0.09321395,-0.07153510
-2.90845423,2.70453376,-1.85421132,0.82834657,-0.82993147,1.23541029,-1.33445633,0.13228374,-0.08050536,1.01586346,-0.08476975,0.00048198,-0.00027815,0.01155876,-0.01753451,0.00205790,-0.00341469,0.08968532,-0.06914128
-2.90245123,2.56130746,-1.76714693,0.75735931,-0.78108869,1.15378405,-1.27504027,0.12296636,-0.07620665,0.99362037,-0.08255043,0.00044700,-0.00026656,0.01101640,-0.01672779,0.00191562,-0.00325860,0.08640509,-0.06692307
-2.89644822,2.42712247,-1.68694689,0.68906627,-0.73479869,1.07678039,-1.22087366,0.11406304,-0.07220367,0.97426098,-0.08059140,0.00041517,-0.00025697,0.01051514,-0.01590784,0.00178781,-0.00310240,0.08345654,-0.06492083
-2.89044522,2.30418992,-1.61466709,0.62415861,-0.69139155,1.00554657,-1.17279189,0.10568008,-0.06853813,0.95847703,-0.07894407,0.00038680,-0.00024966,0.01006768,-0.01508139,0.00167566,-0.00294852,0.08091266,-0.06316934
-2.88444222,2.19440106,-1.55121294,0.56320612,-0.65112199,0.94107837,-1.13152866,0.09790512,-0.06524356,0.94685996,-0.07765299,0.00036209,-0.00024491,0.00968575,-0.01425494,0.00158011,-0.00279920,0.07883436,-0.06169714
-2.87843922,2.09929702,-1.49732944,0.50665475,-0.61417003,0.88420739,-1.09770655,0.09080637,-0.06234519,0.93988442,-0.07675495,0.00034116,-0.00024294,0.00937988,-0.01343478,0.00150190,-0.00265645,0.07726897,-0.06052599
-2.87243622,2.02004965,-1.45359372,0.45482801,-0.58064255,0.83559289,-1.07182924,0.08443251,-0.05985993,0.93789604,-0.07627843,0.00032405,-0.00024395,0.00915924,-0.01262688,0.00144153,-0.00252203,0.07624930,-0.05967040
-2.86643322,1.95745312,-1.42041012,0.40793171,-0.55057611,0.79571811,-1.05427536,0.07881308,-0.05779653,0.94110381,-0.07624310,0.00031070,-0.00024808,0.00903152,-0.01183681,0.00139930,-0.00239741,0.07579299,-0.05913740
-2.86043022,1.91192603,-1.39800801,0.36606159,-0.52394066,0.76489055,-1.04529441,0.07395950,-0.05615578,0.94957738,-0.07665960,0.00030101,-0.00025545,0.00900282,-0.01106973,0.00137537,-0.00228370,0.07590242,-0.05892638
-2.85442721,1.88352316,-1.38644245,0.32921307,-0.50064412,0.74324598,-1.04500459,0.06986646,-0.05493096,0.96324893,-0.07752953,0.00029476,-0.00026611,0.00907758,-0.01033025,0.00136973,-0.00218172,0.07656505,-0.05902923
-2.84842421,1.87195577,-1.38559780,0.29729275,-0.48053799,0.73075564,-1.05339298,0.06651366,-0.05410831,0.98191979,-0.07884562,0.00029174,-0.00028005,0.00925855,-0.00962243,0.00138224,-0.00209190,0.07775410,-0.05943053
-2.84242121,1.87661949,-1.39519428,0.27013078,-0.46342358,0.72723627,-1.07031806,0.06386783,-0.05366763,1.00527111,-0.08059205,0.00029163,-0.00029721,0.00954678,-0.00894973,0.00141266,-0.00201437,0.07942970,-0.06010797
-2.83641821,1.89662834,-1.41479760,0.24749383,-0.44905919,0.73236253,-1.09551463,0.06188483,-0.05358297,1.03287816,-0.08274495,0.00029411,-0.00031746,0.00994164,-0.00831493,0.00146068,-0.00194891,0.08154035,-0.06103304
-2.83041521,1.93085366,-1.44383149,0.22909792,-0.43716778,0.74568143,-1.12860125,0.06051197,-0.05382341,1.06422758,-0.08527306,0.00029882,-0.00034060,0.01044086,-0.00772018,0.00152590,-0.00189502,0.08402468,-0.06217170
-2.82441221,1.97796675,-1.48159303,0.21462094,-0.42744527,0.76662852,-1.16909013,0.05969016,-0.05435386,1.09873685,-0.08813846,0.00030540,-0.00036637,0.01104055,-0.00716696,0.00160785,-0.00185195,0.08681342,-0.06348539
