energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.51348750,0.00529348,0.39707557,0.00276034,0.62932011,0.35786141,0.12121468,0.37078235,0.44354534
-5.99399700,1.55228991,0.00495893,0.42596847,0.00258230,0.62366966,0.35196584,0.11933416,0.37214169,0.46936449
-5.98799400,1.59124892,0.00462587,0.45419654,0.00244681,0.61871982,0.34621514,0.11750172,0.37406477,0.49478418
-5.98199100,1.62926658,0.00429704,0.48132991,0.00235615,0.61418410,0.34043296,0.11569564,0.37631722,0.51936572
-5.97598799,1.66527979,0.00397524,0.50693905,0.00231274,0.60980367,0.33446727,0.11390061,0.37866803,0.54267059
-5.96998499,1.69828943,0.00366332,0.53060588,0.00231914,0.60535526,0.32819508,0.11210812,0.38089482,0.56427192
-5.96398199,1.72738831,0.00336409,0.55193500,0.00237811,0.60065791,0.32152625,0.11031665,0.38278933,0.58376614
-5.95797899,1.75178688,0.00308030,0.57056484,0.00249263,0.59557832,0.31440612,0.10853173,0.38416278,0.60078435
-5.95197599,1.77083571,0.00281463,0.58617802,0.00266586,0.59003454,0.30681700,0.10676570,0.38485118,0.61500291
-5.94597299,1.78404375,0.00256957,0.59851057,0.00290107,0.58399793,0.29877847,0.10503728,0.38472012,0.62615280
-5.93996998,1.79109152,0.00234749,0.60735978,0.00320151,0.57749325,0.29034651,0.10337089,0.38366896,0.63402748
-5.93396698,1.79183868,0.00215052,0.61258996,0.00357028,0.57059686,0.28161145,0.10179583,0.38163419,0.63848876
-5.92796398,1.78632552,0.00198060,0.61413629,0.00401012,0.56343301,0.27269491,0.10034512,0.37859177,0.63947047
-5.92196098,1.77476819,0.00183940,0.61200619,0.00452324,0.55616844,0.26374583,0.09905430,0.37455822,0.63697986
-5.91595798,1.75754784,0.00172836,0.60627847,0.00511103,0.54900532,0.25493567,0.09795994,0.36959043,0.63109655
-5.90995498,1.73519398,0.00164865,0.59710007,0.00577383,0.54217282,0.24645292,0.09709817,0.36378410,0.62196912
-5.90395198,1.70836276,0.00160118,0.58468071,0.00651074,0.53591757,0.23849718,0.09650298,0.35727078,0.60980956
-5.89794897,1.67781100,0.00158657,0.56928561,0.00731931,0.53049337,0.23127282,0.09620469,0.35021355,0.59488568
-5.89194597,1.64436701,0.00160515,0.55122661,0.00819539,0.52615049,0.22498250,0.09622835,0.34280148,0.57751198
-5.88594297,1.60889954,0.00165694,0.53085219,0.00913299,0.52312489,0.21982063,0.09659230,0.33524309,0.55803921
-5.87993997,1.57228601,0.00174165,0.50853673,0.01012413,0.52162796,0.21596698,0.09730696,0.32775891,0.53684324
-5.87393697,1.53538148,0.00185865,0.48466946,0.01115887,0.52183699,0.21358059,0.09837386,0.32057359,0.51431356
-5.86793397,1.49898965,0.00200694,0.45964369,0.01222530,0.52388684,0.21279413,0.09978494,0.31390769,0.49084193
-5.86193097,1.46383709,0.00218517,0.43384654,0.01330972,0.52786326,0.21370888,0.10152237,0.30796965,0.46681159
-5.85592796,1.43055177,0.00239158,0.40764972,0.01439684,0.53379805,0.21639051,0.10355863,0.30294816,0.44258755
-5.84992496,1.39964675,0.00262405,0.38140158,0.01547007,0.54166639,0.22086573,0.10585718,0.29900533,0.41850804
-5.84392196,1.37150958,0.00288006,0.35542064,0.01651194,0.55138649,0.22712011,0.10837345,0.29627092,0.39487768
-5.83791896,1.34639793,0.00315672,0.32999080,0.01750451,0.56282164,0.23509697,0.11105633,0.29483793,0.37196226
-5.83191596,1.32444119,0.00345083,0.30535822,0.01842988,0.57578470,0.24469769,0.11385003,0.29475974,0.34998547
-5.82591296,1.30564807,0.00375889,0.28172987,0.01927075,0.59004480,0.25578328,0.11669625,0.29604897,0.32912734
-5.81990995,1.28991947,0.00407722,0.25927366,0.02001092,0.60533608,0.26817739,0.11953658,0.29867808,0.30952451
-5.81390695,1.27706589,0.00440201,0.23811989,0.02063584,0.62136819,0.28167066,0.12231510,0.30258175,0.29127201
-5.80790395,1.26682846,0.00472945,0.21836391,0.02113313,0.63783800,0.29602631,0.12498089,0.30766092,0.27442648
-5.80190095,1.25890221,0.00505585,0.20006962,0.02149295,0.65444206,0.31098690,0.12749053,0.31378829,0.25901036
-5.79589795,1.25296048,0.00537777,0.18327360,0.02170841,0.67088933,0.32628195,0.12981033,0.32081500,0.24501702
-5.78989495,1.24867905,0.00569216,0.16798958,0.02177577,0.68691334,0.34163620,0.13191826,0.32857828,0.23241624
-5.78389195,1.24575874,0.00599647,0.15421292,0.02169463,0.70228342,0.35677820,0.13380533,0.33690949,0.22115991
-5.77788894,1.24394509,0.00628880,0.14192492,0.02146789,0.71681425,0.37144883,0.13547652,0.34564229,0.21118765
-5.77188594,1.24304435,0.00656801,0.13109680,0.02110169,0.73037320,0.38540939,0.13695099,0.35462042,0.20243187
-5.76588294,1.24293453,0.00683375,0.12169297,0.02060517,0.74288505,0.39844887,0.13826168,0.36370473,0.19482241
-5.75987994,1.24357122,0.00708656,0.11367378,0.01999014,0.75433379,0.41039007,0.13945419,0.37277897,0.18829016
-5.75387694,1.24498768,0.00732786,0.10699743,0.01927068,0.76476112,0.42109414,0.14058500,0.38175413,0.18276993
-5.74787394,1.24728919,0.00755989,0.10162120,0.01846265,0.77426194,0.43046348,0.14171903,0.39057094,0.17820224
-5.74187094,1.25064202,0.00778566,0.09750187,0.01758312,0.78297661,0.43844266,0.14292669,0.39920055,0.17453411
-5.73586793,1.25525763,0.00800881,0.09459559,0.01664985,0.79108062,0.44501743,0.14428054,0.40764312,0.17171897
-5.72986493,1.26137291,0.00823343,0.09285717,0.01568073,0.79877191,0.45021172,0.14585154,0.41592461,0.16971568
-5.72386193,1.26922769,0.00846389,0.09223896,0.01469322,0.80625662,0.45408304,0.14770533,0.42409186,0.16848694
-5.71785893,1.27904082,0.00870459,0.09268953,0.01370386,0.81373397,0.45671623,0.14989844,0.43220625,0.16799710
-5.71185593,1.29098624,0.00895968,0.09415223,0.01272790,0.82138108,0.45821623,0.15247479,0.44033638,0.16820981
-5.70585293,1.30517045,0.00923286,0.09656384,0.01177890,0.82933863,0.45870005,0.15546255,0.44855024,0.16908550
-5.69984992,1.32161304,0.00952710,0.09985345,0.01086850,0.83769823,0.45828859,0.15887164,0.45690738,0.17057908
-5.69384692,1.34023125,0.00984442,0.10394175,0.01000628,0.84649222,0.45709872,0.16269190,0.46545157,0.17263794
-5.68784392,1.36082999,0.01018570,0.10874071,0.00919965,0.85568662,0.45523611,0.16689210,0.47420455,0.17520055
-5.68184092,1.38309787,0.01055052,0.11415392,0.00845390,0.86517778,0.45278918,0.17141994,0.48316117,0.17819562
-5.67583792,1.40660997,0.01093709,0.12007743,0.00777229,0.87479297,0.44982470,0.17620291,0.49228647,0.18154218
-5.66983492,1.43083727,0.01134222,0.12640126,0.00715623,0.88429505,0.44638500,0.18115024,0.50151476,0.18515030
-5.66383192,1.45516259,0.01176138,0.13301144,0.00660550,0.89339113,0.44248722,0.18615559,0.51075099,0.18892277
-5.65782891,1.47890234,0.01218880,0.13979255,0.00611848,0.90174477,0.43812443,0.19110077,0.51987424,0.19275737
-5.65182591,1.50133315,0.01261767,0.14663065,0.00569251,0.90899119,0.43326850,0.19585992,0.52874321,0.19654988
-5.64582291,1.52172195,0.01304038,0.15341642,0.00532410,0.91475471,0.42787465,0.20030435,0.53720345,0.20019747
-5.63981991,1.53935807,0.01344886,0.16004841,0.00500928,0.91866757,0.42188718,0.20430755,0.54509577,0.20360238
-5.63381691,1.55358562,0.01383488,0.16643614,0.00474382,0.92038900,0.41524609,0.20775037,0.55226549,0.20667567
-5.62781391,1.56383442,0.01419045,0.17250299,0.00452348,0.91962369,0.40789412,0.21052594,0.55857175,0.20934078
-5.62181091,1.56964776,0.01450816,0.17818850,0.00434424,0.91613846,0.39978366,0.21254421,0.56389634,0.21153667
-5.61580790,1.57070555,0.01478159,0.18345016,0.00420239,0.90977641,0.39088331,0.21373592,0.56815162,0.21322041
-5.60980490,1.56684143,0.01500558,0.18826440,0.00409467,0.90046765,0.38118342,0.21405569,0.57128668,0.21436891
-5.60380190,1.55805293,0.01517656,0.19262666,0.00401833,0.88823608,0.37070037,0.21348419,0.57329155,0.21497983
-5.59779890,1.54450410,0.01529273,0.19655068,0.00397111,0.87320179,0.35947952,0.21202923,0.57419910,0.21507148
-5.59179590,1.52652035,0.01535418,0.20006679,0.00395121,0.85557906,0.34759627,0.20972574,0.57408437,0.21468170
-5.58579290,1.50457581,0.01536300,0.20321939,0.00395726,0.83567003,0.33515566,0.20663457,0.57306131,0.21386577
-5.57978989,1.47927385,0.01532313,0.20606372,0.00398816,0.81385425,0.32229014,0.20284034,0.57127728,0.21269352
-5.57378689,1.45132170,0.01524031,0.20866199,0.00404303,0.79057496,0.30915598,0.19844818,0.56890535,0.21124567
-5.56778389,1.42150067,0.01512181,0.21107923,0.00412099,0.76632257,0.29592832,0.19357972,0.56613498,0.20960965
-5.56178089,1.39063335,0.01497611,0.21337886,0.00422115,0.74161629,0.28279537,0.18836851,0.56316164,0.20787518
-5.55577789,1.35954970,0.01481256,0.21561853,0.00434237,0.71698494,0.26995186,0.18295490,0.56017596,0.20612983
-5.54977489,1.32905361,0.01464093,0.21784614,0.00448323,0.69294773,0.25759239,0.17748089,0.55735304,0.20445467
-5.54377189,1.29989181,0.01447096,0.22009657,0.00464192,0.66999618,0.24590479,0.17208492,0.55484264,0.20292058
-5.53776888,1.27272653,0.01431194,0.22238914,0.00481620,0.64857778,0.23506395,0.16689706,0.55276084,0.20158504
-5.53176588,1.24811336,0.01417223,0.22472611,0.00500335,0.62908236,0.22522651,0.16203463,0.55118366,0.20048993
-5.52576288,1.22648527,0.01405887,0.22709217,0.00520021,0.61183162,0.21652646,0.15759859,0.55014306,0.19966017
-5.51975988,1.20814341,0.01397725,0.22945513,0.00540321,0.59707222,0.20907199,0.15367071,0.54962563,0.19910356
-5.51375688,1.19325511,0.01393083,0.23176772,0.00560847,0.58497274,0.20294369,0.15031177,0.54957394,0.19881154
-5.50775388,1.18185881,0.01392096,0.23397037,0.00581188,0.57562432,0.19819409,0.14756065,0.54989067,0.19876105
-5.50175088,1.17387557,0.01394679,0.23599499,0.00600927,0.56904495,0.19484845,0.14543458,0.55044510,0.19891722
-5.49574787,1.16912617,0.01400533,0.23776932,0.00619651,0.56518694,0.19290689,0.14393023,0.55108176,0.19923680
-5.48974487,1.16735288,0.01409151,0.23922181,0.00636975,0.56394702,0.19234750,0.14302573,0.55163055,0.19967216
