energy_ev,total_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.54377189,3.83564973,2.33137383,0.72492394,0.71845887,0.42895659,0.00086554,1.40105433,0.02664555,1.02032807
-5.53776888,3.87639697,2.36171933,0.73384985,0.73457656,0.42882105,0.00084877,1.42066957,0.02624134,1.02911686
-5.53176588,3.92177094,2.39437417,0.74309519,0.75123589,0.43028442,0.00084101,1.44064812,0.02585733,1.04108807
-5.52576288,3.96959971,2.42776781,0.75226995,0.76799288,0.43309508,0.00084254,1.46022215,0.02549042,1.05564477
-5.51975988,4.01776145,2.46036325,0.76100037,0.78441502,0.43700004,0.00085346,1.47865359,0.02513650,1.07218161
-5.51375688,4.06424781,2.49070278,0.76894071,0.80009247,0.44175213,0.00087373,1.49525767,0.02479069,1.09010041
-5.50775388,4.10721999,2.51744999,0.77578336,0.81464782,0.44711627,0.00090312,1.50942400,0.02444755,1.10882395
-5.50175088,4.14505588,2.53942683,0.78126719,0.82774404,0.45287444,0.00094125,1.52063448,0.02410136,1.12780742
-5.49574787,4.17638706,2.55564472,0.78518379,0.83909049,0.45882943,0.00098756,1.52847766,0.02374635,1.14654751
-5.48974487,4.20012498,2.56532902,0.78738165,0.84844680,0.46480732,0.00104131,1.53265912,0.02337696,1.16458885
-5.48374187,4.21547632,2.56793629,0.78776817,0.85562471,0.47065861,0.00110162,1.53300793,0.02298804,1.18152793
-5.47773887,4.22194788,2.56316438,0.78630963,0.86048804,0.47625832,0.00116743,1.52947918,0.02257505,1.19701469
-5.47173587,4.21934189,2.55095527,0.78302945,0.86295086,0.48150504,0.00123754,1.52215278,0.02213421,1.21075207
-5.46573287,4.20774288,2.53149097,0.77800475,0.86297435,0.48631918,0.00131064,1.51122884,0.02166262,1.22249399
-5.45972986,4.18749743,2.50518297,0.77136177,0.86056259,0.49064074,0.00138529,1.49702007,0.02115834,1.23204208
-5.45372686,4.15918837,2.47265591,0.76327014,0.85575764,0.49442657,0.00145998,1.47994151,0.02062044,1.23924181
-5.44772386,4.12360483,2.43472599,0.75393665,0.84863431,0.49764766,0.00153313,1.46049816,0.02004899,1.24397832
-5.44172086,4.08170949,2.39237501,0.74359835,0.83929502,0.50028631,0.00160316,1.43927073,0.01944504,1.24617245
-5.43571786,4.03460424,2.34672075,0.73251561,0.82786484,0.50233360,0.00166850,1.41689998,0.01881061,1.24577727
-5.42971486,3.98349521,2.29898436,0.72096497,0.81448714,0.50378714,0.00172763,1.39406999,0.01814856,1.24277526
-5.42371186,3.92965773,2.25045562,0.70923207,0.79931980,0.50464919,0.00177915,1.37149047,0.01746254,1.23717643
-5.41770885,3.87440200,2.20245665,0.69760470,0.78253215,0.50492524,0.00182179,1.34987849,0.01675688,1.22901710
-5.41170585,3.81903947,2.15630484,0.68636589,0.76430255,0.50462297,0.00185443,1.32993973,0.01603644,1.21835961
-5.40570285,3.76485020,2.11327562,0.67578728,0.74481653,0.50375162,0.00187620,1.31234956,0.01530654,1.20529232
-5.39969985,3.71305144,2.07456590,0.66612249,0.72426539,0.50232166,0.00188644,1.29773413,0.01457280,1.18993008
-5.39369685,3.66476734,2.04125874,0.65760084,0.70284499,0.50034474,0.00188475,1.28665181,0.01384103,1.17241456
-5.38769385,3.62100016,2.01429025,0.65042115,0.68075473,0.49783379,0.00187100,1.27957533,0.01311706,1.15291431
-5.38169085,3.58260332,1.99441939,0.64474596,0.65819631,0.49480328,0.00184534,1.27687514,0.01240666,1.13162428
-5.37568784,3.55025673,1.98220168,0.64069620,0.63537238,0.49126941,0.00180815,1.27880441,0.01171541,1.10876444
-5.36968484,3.52444517,1.97796765,0.63834652,0.61248483,0.48725044,0.00176011,1.28548645,0.01104860,1.08457761
-5.36368184,3.50544060,1.98180699,0.63772139,0.58973275,0.48276687,0.00170209,1.29690490,0.01041110,1.05932616
-5.35767884,3.49328920,1.99355922,0.63879245,0.56730999,0.47784164,0.00163516,1.31289759,0.00980735,1.03328785
-5.35167584,3.48780431,2.01281166,0.64147703,0.54540259,0.47250019,0.00156055,1.33315448,0.00924126,1.00675075
-5.34567284,3.48856598,2.03890516,0.64563832,0.52418590,0.46677055,0.00147962,1.35722021,0.00871619,0.98000758
-5.33966983,3.49492801,2.07094800,0.65108722,0.50382185,0.46068335,0.00139378,1.38450152,0.00823495,0.95334957
-5.33366683,3.50603290,2.10783802,0.65758603,0.48445625,0.45427179,0.00130451,1.41427976,0.00779983,0.92706025
-5.32766383,3.52083479,2.14829246,0.66485401,0.46621650,0.44757160,0.00121325,1.44572844,0.00741261,0.90140947
-5.32166083,3.53813018,2.19088515,0.67257476,0.44920978,0.44062097,0.00112141,1.47793521,0.00707469,0.87664774
-5.31565783,3.55659566,2.23408967,0.68040520,0.43352179,0.43346042,0.00103029,1.50992806,0.00678709,0.85300145
-5.30965483,3.57483144,2.27632729,0.68798591,0.41921619,0.42613267,0.00094111,1.54070456,0.00655062,0.83066885
-5.30365183,3.59140913,2.31601782,0.69495247,0.40633473,0.41868234,0.00085496,1.56926322,0.00636596,0.80981719
-5.29764882,3.60492178,2.35163152,0.70094738,0.39489809,0.41115561,0.00077275,1.59463577,0.00623374,0.79058079
-5.29164582,3.61403405,2.38173986,0.70563198,0.38490728,0.40359972,0.00069526,1.61591893,0.00615465,0.77306034
-5.28564282,3.61753007,2.40506297,0.70869788,0.37634552,0.39606231,0.00062310,1.63230429,0.00612953,0.75732303
-5.27963982,3.61435679,2.42051180,0.70987742,0.36918042,0.38859061,0.00055672,1.64310507,0.00615938,0.74340359
-5.27363682,3.60366075,2.42722295,0.70895261,0.36336636,0.38123041,0.00049644,1.64777841,0.00624542,0.73130596
-5.26763382,3.58481623,2.42458470,0.70576214,0.35884675,0.37402490,0.00044241,1.64594217,0.00638901,0.72100531
-5.26163082,3.55744354,2.41225310,0.70020617,0.35555615,0.36701349,0.00039468,1.63738565,0.00659163,0.71245045
-5.25562781,3.52141651,2.39015724,0.69224858,0.35342197,0.36023039,0.00035317,1.62207346,0.00685473,0.70556611
-5.24962481,3.47685884,2.35849382,0.68191672,0.35236572,0.35370332,0.00031773,1.60014274,0.00717964,0.70025517
-5.24362181,3.42412967,2.31771122,0.66929865,0.35230377,0.34745230,0.00028812,1.57189360,0.00756732,0.69640064
-5.23761881,3.36379916,2.26848399,0.65453798,0.35314750,0.34148845,0.00026402,1.53777370,0.00801816,0.69386735
-5.23161581,3.29661559,2.21167930,0.63782677,0.35480302,0.33581323,0.00024510,1.49835742,0.00853179,0.69250327
-5.22561281,3.22346583,2.14831693,0.61939663,0.35717049,0.33041778,0.00023097,1.45432106,0.00910682,0.69214068
-5.21960980,3.14533136,2.07952502,0.59950882,0.36014317,0.32528271,0.00022120,1.40641506,0.00974058,0.69259710
-5.21360680,3.06324231,2.00649374,0.57844351,0.36360641,0.32037833,0.00021537,1.35543482,0.01042899,0.69367625
-5.20760380,2.97823185,1.93042911,0.55648909,0.36743678,0.31566520,0.00021304,1.30219140,0.01116635,0.69516920
-5.20160080,2.89129343,1.85250923,0.53393168,0.37150150,0.31109518,0.00021374,1.24748346,0.01194526,0.69685581
-5.19559780,2.80334290,1.77384475,0.51104567,0.37565838,0.30661286,0.00021704,1.19207176,0.01275659,0.69850668
-5.18959480,2.71518725,1.69544533,0.48808539,0.37975640,0.30215732,0.00022246,1.13665708,0.01358949,0.69988574
-5.18359180,2.62750138,1.61819320,0.46527840,0.38363703,0.29766425,0.00022958,1.08186252,0.01443158,0.70075350
-5.17758879,2.54081362,1.54282465,0.44282059,0.38713647,0.29306825,0.00023794,1.02822058,0.01526906,0.70087117
-5.17158579,2.45550025,1.46991983,0.42087307,0.39008853,0.28830525,0.00024712,0.97616531,0.01608710,0.70000534
-5.16558279,2.37178884,1.39990053,0.39956105,0.39232838,0.28331499,0.00025670,0.92602948,0.01687014,0.69793334
-5.15957979,2.28976951,1.33303555,0.37897435,0.39369683,0.27804334,0.00026627,0.87804642,0.01760234,0.69444907
-5.15357679,2.20941305,1.26945254,0.35916957,0.39404500,0.27244458,0.00027548,0.83235606,0.01826801,0.68936897
-5.14757379,2.13059427,1.20915521,0.34017356,0.39323924,0.26648324,0.00028395,0.78901438,0.01885214,0.68253793
-5.14157079,2.05311888,1.15204434,0.32198776,0.39116588,0.26013566,0.00029140,0.74800548,0.01934089,0.67383486
-5.13556778,1.97675198,1.09794123,0.30459335,0.38773570,0.25339110,0.00029753,0.70925537,0.01972203,0.66317756
-5.12956478,1.90124653,1.04661192,0.28795655,0.38288771,0.24625230,0.00030212,0.67264653,0.01998538,0.65052655
-5.12356178,1.82636980,0.99779085,0.27203400,0.37659214,0.23873562,0.00030497,0.63803236,0.02012319,0.63588781
-5.11755878,1.75192660,0.95120265,0.25677771,0.36885236,0.23087053,0.00030596,0.60525084,0.02013039,0.61931391
-5.11155578,1.67777795,0.90658113,0.24213953,0.35970566,0.22269867,0.00030499,0.57413664,0.02000483,0.60090367
-5.10555278,1.60385456,0.86368462,0.22807486,0.34922275,0.21427244,0.00030204,0.54453129,0.01974727,0.58080022
-5.09954977,1.53016457,0.82230736,0.21454539,0.33750605,0.20565317,0.00029712,0.51629107,0.01936145,0.55918750
-5.09354677,1.45679565,0.78228662,0.20152109,0.32468684,0.19690901,0.00029029,0.48929247,0.01885389,0.53628531
-5.08754377,1.38391181,0.74350590,0.18898115,0.31092136,0.18811262,0.00028168,0.46343529,0.01823368,0.51234325
-5.08154077,1.31174550,0.70589441,0.17691415,0.29638614,0.17933878,0.00027144,0.43864352,0.01751212,0.48763374
-5.07553777,1.24058612,0.66942346,0.16531749,0.28127277,0.17066207,0.00025974,0.41486438,0.01670242,0.46244449
-5.06953477,1.17076582,0.63410055,0.15419628,0.26578227,0.16215464,0.00024680,0.39206575,0.01581912,0.43707082
-5.06353177,1.10264388,0.59996173,0.14356174,0.25011956,0.15388435,0.00023286,0.37023263,0.01487774,0.41180820
-5.05752876,1.03659082,0.56706319,0.13342941,0.23448809,0.14591318,0.00021815,0.34936286,0.01389421,0.38694527
-5.05152576,0.97297326,0.53547276,0.12381733,0.21908495,0.13829612,0.00020292,0.32946274,0.01288442,0.36275781
-5.04552276,0.91214047,0.50526192,0.11474414,0.20409664,0.13108048,0.00018741,0.31054270,0.01186379,0.33950369
-5.03951976,0.85441335,0.47649889,0.10622758,0.18969569,0.12430571,0.00017186,0.29261360,0.01084686,0.31741918
-5.03351676,0.80007614,0.44924311,0.09828305,0.17603812,0.11800371,0.00015647,0.27568362,0.00984695,0.29671649
-5.02751376,0.74937133,0.42354137,0.09092270,0.16326187,0.11219945,0.00014144,0.25975602,0.00887591,0.27758265
-5.02151076,0.70249741,0.39942556,0.08415477,0.15148607,0.10691203,0.00012695,0.24482790,0.00794389,0.26017954
-5.01550775,0.65960941,0.37691203,0.07798326,0.14081119,0.10215597,0.00011312,0.23088963,0.00705928,0.24464503
-5.00950475,0.62082171,0.35600228,0.07240804,0.13131973,0.09794260,0.00010008,0.21792517,0.00622861,0.23109478
-5.00350175,0.58621247,0.33668464,0.06742505,0.12307761,0.09428147,0.00008791,0.20591291,0.00545663,0.21962470
-4.99749875,0.55582915,0.31893674,0.06302679,0.11613573,0.09118180,0.00007666,0.19482688,0.00474632,0.21031352
-4.99149575,0.52969426,0.30272822,0.05920292,0.11053180,0.08865357,0.00006637,0.18463819,0.00409910,0.20322538
-4.98549275,0.50781088,0.28802340,0.05594080,0.10629210,0.08670844,0.00005706,0.17531642,0.00351493,0.19841209
-4.97948974,0.49016728,0.27478371,0.05322609,0.10343313,0.08536033,0.00004870,0.16683081,0.00299255,0.19591488
-4.97348674,0.47674023,0.26296939,0.05104318,0.10196292,0.08462556,0.00004126,0.15915118,0.00252964,0.19576543
-4.96748374,0.46749674,0.25254058,0.04937552,0.10188202,0.08452258,0.00003471,0.15224835,0.00212310,0.19798615
-4.96148074,0.46239411,0.24345754,0.04820579,0.10318398,0.08507134,0.00002899,0.14609420,0.00176920,0.20258964
-4.95547774,0.46137828,0.23568015,0.04751584,0.10585548,0.08629226,0.00002404,0.14066123,0.00146377,0.20957736
-4.94947474,0.46438073,0.22916662,0.04728659,0.10987602,0.08820485,0.00001979,0.13592177,0.00120243,0.21893764
-4.94347174,0.47131421,0.22387186,0.04749767,0.11521718,0.09082613,0.00001618,0.13184692,0.00098070,0.23064314
-4.93746873,0.48206767,0.21974541,0.04812704,0.12184175,0.09416886,0.00001313,0.12840536,0.00079416,0.24464795
-4.93146573,0.49650095,0.21672944,0.04915056,0.12970252,0.09823971,0.00001058,0.12556207,0.00063850,0.26088462
-4.92546273,0.51443962,0.21475685,0.05054151,0.13874116,0.10303744,0.00000846,0.12327731,0.00050969,0.27926126
-4.91945973,0.53567044,0.21374990,0.05227022,0.14888702,0.10855119,0.00000672,0.12150576,0.00040397,0.29965894
-4.91345673,0.55993801,0.21361940,0.05430376,0.16005626,0.11475903,0.00000530,0.12019613,0.00031788,0.32192969
-4.90745373,0.58694279,0.21426470,0.05660571,0.17215108,0.12162676,0.00000415,0.11929110,0.00024836,0.34589518
-4.90145073,0.61634085,0.21557453,0.05913622,0.18505946,0.12910702,0.00000322,0.11872794,0.00019265,0.37134628
-4.89544772,0.64774548,0.21742867,0.06185208,0.19865527,0.13713890,0.00000249,0.11843949,0.00014837,0.39804365
-4.88944472,0.68073081,0.21970055,0.06470708,0.21279887,0.14564792,0.00000190,0.11835564,0.00011346,0.42571937
-4.88344172,0.71483728,0.22226049,0.06765253,0.22733826,0.15454648,0.00000145,0.11840531,0.00008614,0.45407961
-4.87743872,0.74957884,0.22497948,0.07063788,0.24211073,0.16373479,0.00000109,0.11851860,0.00006493,0.48280847
-4.87143572,0.78445171,0.22773340,0.07361157,0.25694504,0.17310229,0.00000082,0.11862920,0.00004859,0.51157273
-4.86543272,0.81894440,0.23040730,0.07652190,0.27166405,0.18252941,0.00000061,0.11867682,0.00003610,0.54002755
-4.85942971,0.85254855,0.23289963,0.07931805,0.28608784,0.19188985,0.00000045,0.11860953,0.00002664,0.56782295
-4.85342671,0.88477034,0.23512607,0.08195107,0.30003704,0.20105307,0.00000033,0.11838583,0.00001951,0.59461084
-4.84742371,0.91514189,0.23702284,0.08437494,0.31333657,0.20988718,0.00000024,0.11797641,0.00001419,0.62005252
-4.84142071,0.94323245,0.23854925,0.08654752,0.32581941,0.21826193,0.00000017,0.11736536,0.00001024,0.64382629
-4.83541771,0.96865881,0.23968935,0.08843149,0.33733042,0.22605189,0.00000013,0.11655093,0.00000734,0.66563503
-4.82941471,0.99109453,0.24045256,0.08999513,0.34773004,0.23313954,0.00000009,0.11554560,0.00000523,0.68521344
-4.82341171,1.01027786,0.24087323,0.09121303,0.35689779,0.23941840,0.00000006,0.11437559,0.00000369,0.70233469
-4.81740870,1.02601775,0.24100919,0.09206655,0.36473526,0.24479583,0.00000004,0.11307976,0.00000259,0.71681624
-4.81140570,1.03819785,0.24093924,0.09254421,0.37116871,0.24919554,0.00000003,0.11170793,0.00000180,0.72852453
-4.80540270,1.04677837,0.24075970,0.09264180,0.37615094,0.25255978,0.00000002,0.11031872,0.00000125,0.73737839
-4.79939970,1.05179547,0.24058024,0.09236234,0.37966236,0.25485082,0.00000001,0.10897707,0.00000086,0.74335087
-4.79339670,1.05335834,0.24051903,0.09171583,0.38171134,0.25605203,0.00000001,0.10775135,0.00000058,0.74646952
-4.78739370,1.05164395,0.24069753,0.09071882,0.38233356,0.25616814,0.00000001,0.10671039,0.00000040,0.74681483
-4.78139070,1.04688955,0.24123504,0.08939378,0.38159052,0.25522491,0.00000000,0.10592053,0.00000027,0.74451705
-4.77538769,1.03938326,0.24224333,0.08776830,0.37956717,0.25326809,0.00000000,0.10544268,0.00000018,0.73975129
-4.76938469,1.02945309,0.24382146,0.08587421,0.37636871,0.25036164,0.00000000,0.10532963,0.00000012,0.73273111
-4.76338169,1.01745468,0.24605114,0.08374652,0.37211677,0.24658549,0.00000000,0.10562371,0.00000008,0.72370094
-4.75737869,1.00375841,0.24899268,0.08142235,0.36694508,0.24203265,0.00000000,0.10635490,0.00000005,0.71292745
-4.75137569,0.98873631,0.25268185,0.07893984,0.36099471,0.23680607,0.00000000,0.10753938,0.00000003,0.70069038
-4.74537269,0.97274937,0.25712762,0.07633702,0.35440934,0.23101514,0.00000000,0.10917868,0.00000002,0.68727317
-4.73936968,0.95613579,0.26231107,0.07365078,0.34733054,0.22477217,0.00000000,0.11125941,0.00000001,0.67295386
-4.73336668,0.93920071,0.26818529,0.07091593,0.33989340,0.21818898,0.00000000,0.11375357,0.00000001,0.65799663
-4.72736368,0.92220791,0.27467647,0.06816440,0.33222268,0.21137364,0.00000000,0.11661942,0.00000001,0.64264439
-4.72136068,0.90537365,0.28168595,0.06542460,0.32442974,0.20442762,0.00000000,0.11980288,0.00000000,0.62711275
-4.71535768,0.88886315,0.28909337,0.06272095,0.31661020,0.19744346,0.00000000,0.12323938,0.00000000,0.61158558
-4.70935468,0.87278967,0.29676041,0.06007365,0.30884262,0.19050298,0.00000000,0.12685603,0.00000000,0.59621244
-4.70335168,0.85721608,0.30453541,0.05749860,0.30118808,0.18367613,0.00000000,0.13057414,0.00000000,0.58110775
-4.69734867,0.84215892,0.31225817,0.05500755,0.29369075,0.17702050,0.00000000,0.13431184,0.00000000,0.56635186
-4.69134567,0.82759453,0.31976518,0.05260843,0.28637928,0.17058144,0.00000000,0.13798672,0.00000000,0.55199366
-4.68534267,0.81346688,0.32689468,0.05030578,0.27926897,0.16439278,0.00000000,0.14151846,0.00000000,0.53805467
-4.67933967,0.79969657,0.33349154,0.04810135,0.27236444,0.15847801,0.00000000,0.14483129,0.00000000,0.52453424
-4.67333667,0.78619054,0.33941179,0.04599477,0.26566278,0.15285190,0.00000000,0.14785612,0.00000000,0.51141545
-4.66733367,0.77285183,0.34452642,0.04398421,0.25915684,0.14752229,0.00000000,0.15053244,0.00000000,0.49867143
-4.66133067,0.75958902,0.34872465,0.04206710,0.25283849,0.14249209,0.00000000,0.15280976,0.00000000,0.48627162
-4.65532766,0.74632471,0.35191622,0.04024076,0.24670168,0.13776128,0.00000000,0.15464867,0.00000000,0.47418772
-4.64932466,0.73300265,0.35403306,0.03850295,0.24074513,0.13332878,0.00000000,0.15602143,0.00000000,0.46239883
-4.64332166,0.71959338,0.35502995,0.03685238,0.23497446,0.12919408,0.00000000,0.15691220,0.00000000,0.45089582
