energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,6.79201239,0.21528781,0.00000000,0.03775655,0.12484835,0.02338380,4.31515395,2.93542835,2.45281321
-5.99399700,6.58828130,0.20639724,0.00000000,0.03590776,0.12132131,0.02259156,4.19477069,2.86268362,2.38308479
-5.98799400,6.37665027,0.19711180,0.00000000,0.03402330,0.11815210,0.02181991,4.06912490,2.78907015,2.30888923
-5.98199100,6.16217150,0.18764564,0.00000000,0.03214197,0.11552353,0.02109705,3.94117848,2.71670909,2.23206536
-5.97598799,5.94995447,0.17821688,0.00000000,0.03030443,0.11362506,0.02045235,3.81392463,2.64774772,2.15446785
-5.96998499,5.74505944,0.16904268,0.00000000,0.02855261,0.11264927,0.01991578,3.69032662,2.58431758,2.07792445
-5.96398199,5.55239769,0.16033441,0.00000000,0.02692926,0.11278816,0.01951728,3.57326108,2.52849386,2.00419671
-5.95797899,5.37664059,0.15229329,0.00000000,0.02547752,0.11422912,0.01928615,3.46546688,2.48225613,1.93494497
-5.95197599,5.22213854,0.14510629,0.00000000,0.02424052,0.11715072,0.01925039,3.36950018,2.44745120,1.87169821
-5.94597299,5.09285049,0.13894264,0.00000000,0.02326107,0.12171833,0.01943606,3.28769576,2.42575781,1.81582886
-5.93996998,4.99228339,0.13395082,0.00000000,0.02258139,0.12807972,0.01986662,3.22213433,2.41865353,1.76853257
-5.93396698,4.92344109,0.13025614,0.00000000,0.02224288,0.13636055,0.02056235,3.17461499,2.42738353,1.73081239
-5.92796398,4.88878149,0.12795883,0.00000000,0.02228588,0.14665993,0.02153969,3.14663221,2.45293131,1.70346700
-5.92196098,4.89018072,0.12713265,0.00000000,0.02274940,0.15904622,0.02281072,3.13935638,2.49599154,1.68708235
-5.91595798,4.92890358,0.12782412,0.00000000,0.02367087,0.17355301,0.02438267,3.15361716,2.55694516,1.68202623
-5.90995498,5.00557922,0.13005202,0.00000000,0.02508571,0.19017558,0.02625742,3.18988912,2.63583735,1.68844527
-5.90395198,5.12018217,0.13380752,0.00000000,0.02702690,0.20886786,0.02843121,3.24827948,2.73235901,1.70626411
-5.89794897,5.27201869,0.13905456,0.00000000,0.02952435,0.22954020,0.03089430,3.32851803,2.84583292,1.73518664
-5.89194597,5.45971941,0.14573069,0.00000000,0.03260417,0.25205791,0.03363088,3.42994970,2.97520542,1.77469942
-5.88594297,5.68123940,0.15374820,0.00000000,0.03628781,0.27624089,0.03661896,3.55153070,3.11904520,1.82407746
-5.87993997,5.93386730,0.16299559,0.00000000,0.04059102,0.30186448,0.03983052,3.69182903,3.27555017,1.88239281
-5.87393697,6.21424509,0.17333941,0.00000000,0.04552273,0.32866147,0.04323173,3.84903082,3.44256360,1.94852629
-5.86793397,6.51840030,0.18462632,0.00000000,0.05108383,0.35632556,0.04678335,4.02095340,3.61760045,2.02118293
-5.86193097,6.84179205,0.19668556,0.00000000,0.05726593,0.38451615,0.05044129,4.20506640,3.79788428,2.09891129
-5.85592796,7.17937185,0.20933156,0.00000000,0.06405015,0.41286454,0.05415728,4.39852155,3.98039485,2.18012702
-5.84992496,7.52565969,0.22236699,0.00000000,0.07140595,0.44098133,0.05787975,4.59819178,4.16192591,2.26314051
-5.84392196,7.87483509,0.23558590,0.00000000,0.07929015,0.46846502,0.06155480,4.80071961,4.33915208,2.34618858
-5.83791896,8.22084198,0.24877719,0.00000000,0.08764623,0.49491143,0.06512725,5.00257447,4.50870345,2.42746954
-5.83191596,8.55750556,0.26172813,0.00000000,0.09640389,0.51992390,0.06854179,5.20011808,4.66724553,2.50518103
-5.82591296,8.87865865,0.27422809,0.00000000,0.10547902,0.54312373,0.07174422,5.38967647,4.81156230,2.57755951
-5.81990995,9.17827408,0.28607223,0.00000000,0.11477413,0.56416074,0.07468263,5.56761685,4.93863950,2.64292047
-5.81390695,9.45059950,0.29706519,0.00000000,0.12417927,0.58272340,0.07730862,5.73042731,5.04574516,2.69969791
-5.80790395,9.69029044,0.30702468,0.00000000,0.13357347,0.59854828,0.07957838,5.87479683,5.13050453,2.74648181
-5.80190095,9.89253735,0.31578487,0.00000000,0.14282668,0.61142846,0.08145374,5.99769314,5.19096646,2.78205236
-5.79589795,10.05318243,0.32319946,0.00000000,0.15180227,0.62122049,0.08290306,6.09643592,5.22565887,2.80540962
-5.78989495,10.16882230,0.32914448,0.00000000,0.16035992,0.62784970,0.08390194,6.16876281,5.23363102,2.81579756
-5.78389195,10.23689286,0.33352064,0.00000000,0.16835892,0.63131359,0.08443377,6.21288599,5.21448124,2.81272167
-5.77788894,10.25573345,0.33625513,0.00000000,0.17566171,0.63168311,0.08449008,6.22753739,5.16836879,2.79595948
-5.77188594,10.22462795,0.33730294,0.00000000,0.18213757,0.62910175,0.08407060,6.21200084,5.09600986,2.76556364
-5.76588294,10.14382133,0.33664764,0.00000000,0.18766636,0.62378248,0.08318323,6.16613014,4.99865767,2.72185754
-5.75987994,10.01451088,0.33430142,0.00000000,0.19214205,0.61600240,0.08184368,6.09035212,4.87806770,2.66542368
-5.75387694,9.83881249,0.33030465,0.00000000,0.19547598,0.60609560,0.08007501,5.98565476,4.73644942,2.59708537
-5.74787394,9.61970276,0.32472473,0.00000000,0.19759971,0.59444394,0.07790690,5.85356050,4.57640634,2.51788240
-5.74187094,9.36093901,0.31765444,0.00000000,0.19846728,0.58146655,0.07537483,5.69608560,4.40086673,2.42904174
-5.73586793,9.06695966,0.30920964,0.00000000,0.19805675,0.56760795,0.07251916,5.51568691,4.21300733,2.33194432
-5.72986493,8.74276819,0.29952658,0.00000000,0.19637111,0.55332542,0.06938401,5.31519760,4.01617279,2.22808923
-5.72386193,8.39380458,0.28875877,0.00000000,0.19343824,0.53907592,0.06601624,5.09775405,3.81379352,2.11905648
-5.71785893,8.02580830,0.27707347,0.00000000,0.18931014,0.52530304,0.06246428,4.86671627,3.60930441,2.00646978
-5.71185593,7.64467739,0.26464808,0.00000000,0.18406142,0.51242439,0.05877706,4.62558421,3.40606696,1.89196046
-5.70585293,7.25632810,0.25166626,0.00000000,0.17778697,0.50081982,0.05500294,4.37791299,3.20729701,1.77713386
-5.69984992,6.86655965,0.23831415,0.00000000,0.17059910,0.49082098,0.05118874,4.12722937,3.01599987,1.66353905
-5.69384692,6.48092826,0.22477671,0.00000000,0.16262413,0.48270247,0.04737888,3.87695237,2.83491458,1.55264296
