energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,2.50649075,0.20758774,0.00518812,0.88720257,1.05792308,1.25455297,0.00000000
-5.99399700,2.56979521,0.20225199,0.00570835,0.90695236,1.07451314,1.28155515,0.00000000
-5.98799400,2.64126278,0.19735969,0.00626945,0.93186429,1.09251080,1.31134839,0.00000000
-5.98199100,2.72010564,0.19292778,0.00686744,0.96165929,1.11173335,1.34347396,0.00000000
-5.97598799,2.80529620,0.18896284,0.00749720,0.99590310,1.13196101,1.37738777,0.00000000
-5.96998499,2.89557244,0.18546073,0.00815248,1.03401351,1.15293290,1.41246625,0.00000000
-5.96398199,2.98945672,0.18240690,0.00882600,1.07527372,1.17434696,1.44801810,0.00000000
-5.95797899,3.08528825,0.17977741,0.00950948,1.11885168,1.19586440,1.48330182,0.00000000
-5.95197599,3.18126876,0.17754067,0.01019392,1.16382496,1.21711845,1.51754835,0.00000000
-5.94597299,3.27551987,0.17565981,0.01086971,1.20921021,1.23772741,1.54998828,0.00000000
-5.93996998,3.36615003,0.17409542,0.01152697,1.25399641,1.25731111,1.57988216,0.00000000
-5.93396698,3.45132795,0.17280875,0.01215582,1.29718062,1.27551001,1.60655254,0.00000000
-5.92796398,3.52935926,0.17176490,0.01274672,1.33780467,1.29200573,1.62941603,0.00000000
-5.92196098,3.59876232,0.17093606,0.01329081,1.37499140,1.30654172,1.64801354,0.00000000
-5.91595798,3.65833913,0.17030440,0.01378023,1.40797877,1.31894251,1.66203689,0.00000000
-5.90995498,3.70723746,0.16986456,0.01420846,1.43615026,1.32913038,1.67135017,0.00000000
-5.90395198,3.74500036,0.16962546,0.01457056,1.45906009,1.33713794,1.67600418,0.00000000
-5.89794897,3.77159987,0.16961130,0.01486345,1.47645198,1.34311560,1.67624314,0.00000000
-5.89194597,3.78745259,0.16986174,0.01508603,1.48827042,1.34733320,1.67250248,0.00000000
-5.88594297,3.79341542,0.17043098,0.01523927,1.49466380,1.35017512,1.66539785,0.00000000
-5.87993997,3.79076101,0.17138600,0.01532623,1.49597899,1.35212895,1.65570518,0.00000000
-5.87393697,3.78113332,0.17280377,0.01535196,1.49274755,1.35376783,1.64433264,0.00000000
-5.86793397,3.76648496,0.17476762,0.01532336,1.48566399,1.35572728,1.63228553,0.00000000
-5.86193097,3.74899868,0.17736292,0.01524887,1.47555694,1.35867737,1.62062554,0.00000000
