energy_ev,total_up,Bi_p_up,Bi_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,2.64579277,0.45851896,0.00562684,0.92051349,1.47150180,0.71041442,0.00000000
-5.99399700,2.61580652,0.44516598,0.00533046,0.90046612,1.46079878,0.70896650,0.00000000
-5.98799400,2.58132984,0.43162847,0.00504130,0.87935721,1.44738409,0.70598386,0.00000000
-5.98199100,2.54238806,0.41788707,0.00476103,0.85734935,1.43110547,0.70153070,0.00000000
-5.97598799,2.49901008,0.40391641,0.00449094,0.83458708,1.41182741,0.69567044,0.00000000
-5.96998499,2.45123619,0.38968965,0.00423201,0.81119596,1.38944083,0.68846362,0.00000000
-5.96398199,2.39912577,0.37518290,0.00398488,0.78728248,1.36387179,0.67996650,0.00000000
-5.95797899,2.34276479,0.36037910,0.00374992,0.76293483,1.33508897,0.67023013,0.00000000
-5.95197599,2.28227258,0.34527133,0.00352724,0.73822442,1.30310958,0.65930023,0.00000000
-5.94597299,2.21780765,0.32986532,0.00331671,0.71320808,1.26800353,0.64721766,0.00000000
-5.93996998,2.14957245,0.31418122,0.00311804,0.68793074,1.22989576,0.63401957,0.00000000
-5.93396698,2.07781679,0.29825442,0.00293076,0.66242859,1.18896666,0.61974108,0.00000000
-5.92796398,2.00283988,0.28213566,0.00275433,0.63673236,1.14545069,0.60441749,0.00000000
-5.92196098,1.92499103,0.26589020,0.00258809,0.61087068,1.09963331,0.58808674,0.00000000
-5.91595798,1.84466887,0.24959642,0.00243139,0.58487341,1.05184658,0.57079219,0.00000000
-5.90995498,1.76231951,0.23334377,0.00228355,0.55877466,1.00246344,0.55258538,0.00000000
-5.90395198,1.67843347,0.21723035,0.00214393,0.53261546,0.95189131,0.53352878,0.00000000
-5.89794897,1.59354176,0.20136016,0.00201195,0.50644610,0.90056509,0.51369829,0.00000000
-5.89194597,1.50821136,0.18584028,0.00188713,0.48032782,0.84894007,0.49318538,0.00000000
-5.88594297,1.42304023,0.17077811,0.00176907,0.45433408,0.79748494,0.47209886,0.00000000
-5.87993997,1.33865204,0.15627874,0.00165751,0.42855122,0.74667529,0.45056596,0.00000000
-5.87393697,1.25569096,0.14244272,0.00155231,0.40307862,0.69698772,0.42873297,0.00000000
-5.86793397,1.17481651,0.12936412,0.00145349,0.37802839,0.64889477,0.40676509,0.00000000
-5.86193097,1.09669860,0.11712916,0.00136121,0.35352456,0.60286076,0.38484565,0.00000000
-5.85592796,1.02201289,0.10581527,0.00127578,0.32970200,0.55933849,0.36317471,0.00000000
-5.84992496,0.95143629,0.09549068,0.00119765,0.30670500,0.51876677,0.34196699,0.00000000
-5.84392196,0.88564271,0.08621438,0.00112742,0.28468561,0.48156868,0.32144916,0.00000000
-5.83791896,0.82529882,0.07803657,0.00106581,0.26380185,0.44815030,0.30185674,0.00000000
-5.83191596,0.77105968,0.07099937,0.00101366,0.24421591,0.41889976,0.28343043,0.00000000
-5.82591296,0.72356418,0.06513773,0.00097192,0.22609225,0.39418636,0.26641216,0.00000000
-5.81990995,0.68342997,0.06048049,0.00094162,0.20959572,0.37435943,0.25104088,0.00000000
-5.81390695,0.65124778,0.05705141,0.00092385,0.19488980,0.35974684,0.23754810,0.00000000
-5.80790395,0.62757501,0.05487012,0.00091975,0.18213480,0.35065291,0.22615347,0.00000000
-5.80190095,0.61292841,0.05395294,0.00093047,0.17148616,0.34735549,0.21706024,0.00000000
-5.79589795,0.60777594,0.05431335,0.00095716,0.16309279,0.35010228,0.21045091,0.00000000
-5.78989495,0.61252773,0.05596227,0.00100091,0.15709531,0.35910628,0.20648297,0.00000000
-5.78389195,0.62752623,0.05890798,0.00106275,0.15362431,0.37454043,0.20528500,0.00000000
-5.77788894,0.65303591,0.06315569,0.00114361,0.15279850,0.39653172,0.20695295,0.00000000
-5.77188594,0.68923258,0.06870687,0.00124427,0.15472262,0.42515472,0.21154696,0.00000000
-5.76588294,0.73619275,0.07555826,0.00136535,0.15948528,0.46042511,0.21908859,0.00000000
-5.75987994,0.79388357,0.08370067,0.00150727,0.16715651,0.50229330,0.22955858,0.00000000
-5.75387694,0.86215353,0.09311770,0.00167020,0.17778508,0.55063863,0.24289536,0.00000000
-5.74787394,0.94072466,0.10378435,0.00185406,0.19139564,0.60526449,0.25899409,0.00000000
-5.74187094,1.02918662,0.11566563,0.00205851,0.20798573,0.66589464,0.27770661,0.00000000
-5.73586793,1.12699305,0.12871541,0.00228288,0.22752268,0.73217124,0.29884217,0.00000000
-5.72986493,1.23346076,0.14287528,0.00252622,0.24994053,0.80365472,0.32216896,0.00000000
-5.72386193,1.34777197,0.15807385,0.00278725,0.27513715,0.87982571,0.34741663,0.00000000
-5.71785893,1.46897993,0.17422628,0.00306441,0.30297167,0.96008933,0.37427963,0.00000000
-5.71185593,1.59601797,0.19123421,0.00335582,0.33326245,1.04378172,0.40242143,0.00000000
-5.70585293,1.72771220,0.20898617,0.00365937,0.36578571,1.13017886,0.43147957,0.00000000
-5.69984992,1.86279753,0.22735833,0.00397271,0.40027507,1.21850759,0.46107145,0.00000000
-5.69384692,1.99993702,0.24621580,0.00429330,0.43642226,1.30795857,0.49080072,0.00000000
-5.68784392,2.13774415,0.26541433,0.00461847,0.47387892,1.39770099,0.52026428,0.00000000
-5.68184092,2.27480768,0.28480240,0.00494549,0.51225997,1.48689867,0.54905956,0.00000000
-5.67583792,2.40971853,0.30422380,0.00527164,0.55114832,1.57472722,0.57679206,0.00000000
-5.66983492,2.54109827,0.32352043,0.00559425,0.59010118,1.66039181,0.60308298,0.00000000
-5.66383192,2.66762846,0.34253548,0.00591085,0.62865781,1.74314534,0.62757667,0.00000000
-5.65782891,2.78808033,0.36111677,0.00621918,0.66634865,1.82230629,0.64994789,0.00000000
-5.65182591,2.90134396,0.37912031,0.00651733,0.70270569,1.89727608,0.66990848,0.00000000
-5.64582291,3.00645637,0.39641378,0.00680380,0.73727373,1.96755543,0.68721360,0.00000000
-5.63981991,3.10262759,0.41288012,0.00707759,0.76962231,2.03275917,0.70166704,0.00000000
-5.63381691,3.18926402,0.42842078,0.00733829,0.79935778,2.09262923,0.71312570,0.00000000
-5.62781391,3.26598819,0.44295884,0.00758608,0.82613521,2.14704511,0.72150304,0.00000000
-5.62181091,3.33265410,0.45644162,0.00782187,0.84966953,2.19603161,0.72677131,0.00000000
-5.61580790,3.38935734,0.46884274,0.00804724,0.86974539,2.23976309,0.72896257,0.00000000
-5.60980490,3.43643913,0.48016358,0.00826454,0.88622540,2.27856396,0.72816832,0.00000000
-5.60380190,3.47448366,0.49043379,0.00847678,0.89905604,2.31290499,0.72453770,0.00000000
-5.59779890,3.50430822,0.49971107,0.00868765,0.90827106,2.34339497,0.71827433,0.00000000
-5.59179590,3.52694558,0.50807974,0.00890142,0.91399191,2.37076760,0.70963162,0.00000000
-5.58579290,3.54361871,0.51564844,0.00912282,0.91642505,2.39586350,0.69890671,0.00000000
-5.57978989,3.55570784,0.52254665,0.00935693,0.91585606,2.41960745,0.68643318,0.00000000
-5.57378689,3.56471055,0.52892021,0.00960897,0.91264065,2.44298122,0.67257255,0.00000000
-5.56778389,3.57219562,0.53492595,0.00988413,0.90719272,2.46699242,0.65770488,0.00000000
-5.56178089,3.57975212,0.54072547,0.01018731,0.89996994,2.49264051,0.64221867,0.00000000
-5.55577789,3.58893517,0.54647841,0.01052295,0.89145727,2.52088076,0.62650045,0.00000000
-5.54977489,3.60121052,0.55233532,0.01089473,0.88214917,2.55258763,0.61092426,0.00000000
-5.54377189,3.61790017,0.55843064,0.01130536,0.87253119,2.58851914,0.59584155,0.00000000
-5.53776888,3.64013128,0.56487585,0.01175638,0.86306165,2.62928371,0.58157175,0.00000000
-5.53176588,3.66879103,0.57175337,0.01224794,0.85415446,2.67531128,0.56839400,0.00000000
-5.52576288,3.70448956,0.57911146,0.01277870,0.84616361,2.72683023,0.55654025,0.00000000
-5.51975988,3.74753325,0.58696043,0.01334570,0.83937035,2.78385170,0.54619020,0.00000000
-5.51375688,3.79791003,0.59527035,0.01394437,0.83397343,2.84616230,0.53746806,0.00000000
-5.50775388,3.85528790,0.60397070,0.01456855,0.83008313,2.91332633,0.53044154,0.00000000
-5.50175088,3.91902737,0.61295175,0.01521061,0.82771925,2.98469770,0.52512292,0.00000000
-5.49574787,3.98820767,0.62206802,0.01586166,0.82681315,3.05944161,0.52147225,0.00000000
-5.48974487,4.06166599,0.63114343,0.01651180,0.82721397,3.13656542,0.51940244,0.00000000
-5.48374187,4.13804815,0.63997822,0.01715041,0.82869846,3.21495744,0.51878606,0.00000000
-5.47773887,4.21586868,0.64835717,0.01776658,0.83098407,3.29343227,0.51946348,0.00000000
-5.47173587,4.29357729,0.65605885,0.01834946,0.83374463,3.37078044,0.52125194,0.00000000
-5.46573287,4.36962879,0.66286535,0.01888872,0.83662778,3.44582013,0.52395508,0.00000000
-5.45972986,4.44255287,0.66857216,0.01937493,0.83927329,3.51744844,0.52737251,0.00000000
-5.45372686,4.51102013,0.67299754,0.01979998,0.84133119,3.58468952,0.53130883,0.00000000
-5.44772386,4.57390110,0.67599097,0.02015741,0.84247901,3.64673707,0.53558185,0.00000000
-5.44172086,4.63031510,0.67744019,0.02044271,0.84243703,3.70298899,0.54002947,0.00000000
-5.43571786,4.67966626,0.67727648,0.02065347,0.84098092,3.75307225,0.54451491,0.00000000
