energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.82591296,1.98673645,0.03292844,0.28686269,0.34144804,0.96970262,0.00000000,0.99001553,0.40031847
-5.81990995,2.00604097,0.03407899,0.29426747,0.32679951,0.97284129,0.00000000,0.99851756,0.41105151
-5.81390695,2.02769109,0.03508582,0.30226319,0.31241696,0.97690321,0.00000000,1.01021714,0.42154735
-5.80790395,2.05022698,0.03592881,0.31059156,0.29826158,0.98123042,0.00000000,1.02437798,0.43146257
-5.80190095,2.07214114,0.03659032,0.31897407,0.28429326,0.98515795,0.00000000,1.04017422,0.44045829
-5.79589795,2.09192809,0.03705569,0.32712085,0.27047514,0.98803619,0.00000000,1.05671780,0.44821068
-5.78989495,2.10813315,0.03731378,0.33473981,0.25677738,0.98925210,0.00000000,1.07308758,0.45442101
-5.78389195,2.11939871,0.03735731,0.34154610,0.24317997,0.98824855,0.00000000,1.08835937,0.45882492
-5.77788894,2.12450652,0.03718319,0.34727115,0.22967469,0.98454130,0.00000000,1.10163573,0.46120042
-5.77188594,2.12241466,0.03679266,0.35167129,0.21626601,0.97773310,0.00000000,1.11207447,0.46137453
-5.76588294,2.11228804,0.03619132,0.35453537,0.20297118,0.96752464,0.00000000,1.11891502,0.45922811
-5.75987994,2.09352161,0.03538899,0.35569123,0.18981936,0.95372208,0.00000000,1.12150165,0.45469902
-5.75387694,2.06575566,0.03439953,0.35501082,0.17685018,0.93624102,0.00000000,1.11930280,0.44778318
-5.74787394,2.02888293,0.03324045,0.35241365,0.16411170,0.91510700,0.00000000,1.11192581,0.43853389
-5.74187094,1.98304750,0.03193241,0.34786859,0.15165811,0.89045269,0.00000000,1.09912679,0.42705921
-5.73586793,1.92863573,0.03049874,0.34139391,0.13954710,0.86251179,0.00000000,1.08081513,0.41351769
-5.72986493,1.86625990,0.02896473,0.33305570,0.12783741,0.83161026,0.00000000,1.05705278,0.39811258
-5.72386193,1.79673527,0.02735706,0.32296463,0.11658632,0.79815504,0.00000000,1.02804842,0.38108495
-5.71785893,1.72105153,0.02570302,0.31127134,0.10584757,0.76262076,0.00000000,0.99414686,0.36270574
-5.71185593,1.64033998,0.02402990,0.29816068,0.09566950,0.72553503,0.00000000,0.95581427,0.34326734
-5.70585293,1.55583753,0.02236431,0.28384501,0.08609367,0.68746272,0.00000000,0.91361997,0.32307485
-5.69984992,1.46884909,0.02073160,0.26855690,0.07715387,0.64898981,0.00000000,0.86821550,0.30243746
-5.69384692,1.38070945,0.01915528,0.25254153,0.06887566,0.61070728,0.00000000,0.82031211,0.28166020
-5.68784392,1.29274618,0.01765661,0.23604913,0.06127627,0.57319560,0.00000000,0.77065734,0.26103622
-5.68184092,1.20624464,0.01625420,0.21932770,0.05436490,0.53701017,0.00000000,0.72001195,0.24084015
-5.67583792,1.12241621,0.01496375,0.20261629,0.04814346,0.50266819,0.00000000,0.66912775,0.22132226
-5.66983492,1.04237062,0.01379782,0.18613905,0.04260746,0.47063733,0.00000000,0.61872740,0.20270399
-5.66383192,0.96709313,0.01276581,0.17010028,0.03774729,0.44132632,0.00000000,0.56948675,0.18517460
-5.65782891,0.89742703,0.01187386,0.15468046,0.03354953,0.41507782,0.00000000,0.52202015,0.16888908
-5.65182591,0.83406178,0.01112499,0.14003353,0.02999845,0.39216371,0.00000000,0.47686924,0.15396736
-5.64582291,0.77752673,0.01051921,0.12628516,0.02707755,0.37278264,0.00000000,0.43449525,0.14049456
-5.63981991,0.72819058,0.01005373,0.11353222,0.02477107,0.35706018,0.00000000,0.39527489,0.12852238
-5.63381691,0.68626587,0.00972321,0.10184326,0.02306548,0.34505107,0.00000000,0.35949973,0.11807131
-5.62781391,0.65181840,0.00952004,0.09125977,0.02195087,0.33674378,0.00000000,0.32737861,0.10913367
-5.62181091,0.62478066,0.00943471,0.08179836,0.02142218,0.33206692,0.00000000,0.29904285,0.10167714
-5.61580790,0.60496863,0.00945614,0.07345337,0.02148024,0.33089722,0.00000000,0.27455364,0.09564880
-5.60980490,0.59210120,0.00957203,0.06619996,0.02213262,0.33306888,0.00000000,0.25391106,0.09097929
-5.60380190,0.58582107,0.00976928,0.05999750,0.02339416,0.33838367,0.00000000,0.23706419,0.08758715
-5.59779890,0.58571638,0.01003433,0.05479291,0.02528722,0.34662150,0.00000000,0.22392169,0.08538295
-5.59179590,0.59134204,0.01035353,0.05052411,0.02784152,0.35755089,0.00000000,0.21436217,0.08427324
-5.58579290,0.60223975,0.01071350,0.04712312,0.03109363,0.37093891,0.00000000,0.20824392,0.08416410
-5.57978989,0.61795594,0.01110143,0.04451895,0.03508594,0.38655998,0.00000000,0.20541359,0.08496420
-5.57378689,0.63805681,0.01150537,0.04264010,0.03986526,0.40420332,0.00000000,0.20571322,0.08658722
-5.56778389,0.66213973,0.01191446,0.04141655,0.04548083,0.42367833,0.00000000,0.20898553,0.08895368
-5.56178089,0.68984055,0.01231913,0.04078139,0.05198195,0.44481784,0.00000000,0.21507722,0.09199202
-5.55577789,0.72083661,0.01271120,0.04067183,0.05941508,0.46747891,0.00000000,0.22384020,0.09563892
-5.54977489,0.75484513,0.01308399,0.04102978,0.06782061,0.49154100,0.00000000,0.23513081,0.09983900
-5.54377189,0.79161735,0.01343227,0.04180207,0.07722928,0.51690183,0.00000000,0.24880721,0.10454375
-5.53776888,0.83092872,0.01375225,0.04294009,0.08765846,0.54347071,0.00000000,0.26472519,0.10970996
-5.53176588,0.87256576,0.01404145,0.04439931,0.09910831,0.57116018,0.00000000,0.28273277,0.11529760
-5.52576288,0.91631050,0.01429852,0.04613835,0.11155821,0.59987607,0.00000000,0.30266407,0.12126740
-5.51975988,0.96192357,0.01452304,0.04811805,0.12496333,0.62950680,0.00000000,0.32433286,0.12757827
-5.51375688,1.00912710,0.01471530,0.05030037,0.13925189,0.65991269,0.00000000,0.34752642,0.13418459
-5.50775388,1.05758861,0.01487605,0.05264731,0.15432308,0.69091585,0.00000000,0.37200025,0.14103383
-5.50175088,1.10690742,0.01500623,0.05511997,0.17004589,0.72229169,0.00000000,0.39747404,0.14806442
-5.49574787,1.15660443,0.01510674,0.05767776,0.18625913,0.75376262,0.00000000,0.42362943,0.15520415
-5.48974487,1.20611660,0.01517826,0.06027789,0.20277254,0.78499469,0.00000000,0.45010998,0.16236928
-5.48374187,1.25479669,0.01522106,0.06287508,0.21936932,0.81559758,0.00000000,0.47652343,0.16946438
-5.47773887,1.30191896,0.01523490,0.06542166,0.23580993,0.84512838,0.00000000,0.50244658,0.17638302
-5.47173587,1.34669078,0.01521897,0.06786800,0.25183719,0.87309918,0.00000000,0.52743253,0.18300936
-5.46573287,1.38827007,0.01517193,0.07016322,0.26718246,0.89898831,0.00000000,0.55102035,0.18922050
-5.45972986,1.42578792,0.01509192,0.07225620,0.28157287,0.92225495,0.00000000,0.57274653,0.19488967
-5.45372686,1.45837539,0.01497671,0.07409685,0.29473914,0.94235635,0.00000000,0.59215808,0.19988995
-5.44772386,1.48519328,0.01482386,0.07563752,0.30642391,0.95876706,0.00000000,0.60882638,0.20409849
-5.44172086,1.50546348,0.01463091,0.07683452,0.31638996,0.97099905,0.00000000,0.62236138,0.20740094
-5.43571786,1.51850002,0.01439559,0.07764959,0.32442818,0.97862174,0.00000000,0.63242527,0.20969589
-5.42971486,1.52373853,0.01411604,0.07805138,0.33036486,0.98128099,0.00000000,0.63874501,0.21089909
-5.42371186,1.52076219,0.01379101,0.07801665,0.33406782,0.97871585,0.00000000,0.64112307,0.21094723
-5.41770885,1.50932294,0.01342003,0.07753131,0.33545129,0.97077228,0.00000000,0.63944581,0.20980104
-5.41170585,1.48935683,0.01300357,0.07659107,0.33447916,0.95741310,0.00000000,0.63368901,0.20744764
-5.40570285,1.46099255,0.01254312,0.07520186,0.33116647,0.93872365,0.00000000,0.62392040,0.20390191
-5.39969985,1.42455283,0.01204123,0.07337976,0.32557909,0.91491279,0.00000000,0.61029888,0.19920684
-5.39369685,1.38054865,0.01150152,0.07115063,0.31783160,0.88630936,0.00000000,0.59307072,0.19343301
-5.38769385,1.32966665,0.01092857,0.06854936,0.30808347,0.85335427,0.00000000,0.57256268,0.18667691
-5.38169085,1.27275043,0.01032787,0.06561885,0.29653375,0.81658866,0.00000000,0.54917272,0.17905861
-5.37568784,1.21077681,0.00970563,0.06240864,0.28341448,0.77663885,0.00000000,0.52335849,0.17071851
-5.36968484,1.14482837,0.00906858,0.05897349,0.26898329,0.73419885,0.00000000,0.49562448,0.16181374
-5.36368184,1.07606355,0.00842381,0.05537171,0.25351531,0.69001143,0.00000000,0.46650821,0.15251403
-5.35767884,1.00568591,0.00777852,0.05166353,0.23729496,0.64484847,0.00000000,0.43656623,0.14299756
-5.35167584,0.93491374,0.00713983,0.04790949,0.22060789,0.59949165,0.00000000,0.40636046,0.13344671
-5.34567284,0.86495154,0.00651454,0.04416892,0.20373338,0.55471428,0.00000000,0.37644550,0.12404414
-5.33966983,0.79696405,0.00590902,0.04049863,0.18693750,0.51126476,0.00000000,0.34735722,0.11496911
-5.33366683,0.73205397,0.00532901,0.03695170,0.17046725,0.46985229,0.00000000,0.31960296,0.10639426
-5.32766383,0.67124352,0.00477952,0.03357663,0.15454589,0.43113519,0.00000000,0.29365359,0.09848293
-5.32166083,0.61546021,0.00426474,0.03041662,0.13936940,0.39571169,0.00000000,0.26993744,0.09138692
-5.31565783,0.56552667,0.00378801,0.02750918,0.12510421,0.36411338,0.00000000,0.24883593,0.08524480
-5.30965483,0.52215409,0.00335181,0.02488589,0.11188616,0.33680090,0.00000000,0.23068091,0.08018057
-5.30365183,0.48593884,0.00295776,0.02257239,0.09982047,0.31416164,0.00000000,0.21575315,0.07630278
-5.29764882,0.45736141,0.00260667,0.02058853,0.08898264,0.29650885,0.00000000,0.20428204,0.07370372
-5.29164582,0.43678715,0.00229863,0.01894862,0.07942018,0.28408182,0.00000000,0.19644575,0.07245893
-5.28564282,0.42446783,0.00203305,0.01766177,0.07115480,0.27704665,0.00000000,0.19237185,0.07262654
-5.27963982,0.42054355,0.00180877,0.01673221,0.06418511,0.27549710,0.00000000,0.19213792,0.07424677
-5.27363682,0.42504434,0.00162413,0.01615972,0.05848940,0.27945525,0.00000000,0.19577201,0.07734110
-5.26763382,0.43789125,0.00147710,0.01593991,0.05402854,0.28887182,0.00000000,0.20325275,0.08191147
-5.26163082,0.45889664,0.00136529,0.01606450,0.05074876,0.30362600,0.00000000,0.21450916,0.08793932
-5.25562781,0.48776388,0.00128610,0.01652158,0.04858430,0.32352491,0.00000000,0.22942016,0.09538447
-5.24962481,0.52408678,0.00123671,0.01729575,0.04745979,0.34830287,0.00000000,0.24781396,0.10418415
-5.24362181,0.56734911,0.00121419,0.01836825,0.04729237,0.37762092,0.00000000,0.26946759,0.11425209
-5.23761881,0.61692491,0.00121552,0.01971706,0.04799356,0.41106677,0.00000000,0.29410687,0.12547789
-5.23161581,0.67208039,0.00123764,0.02131702,0.04947093,0.44815597,0.00000000,0.32140713,0.13772687
-5.22561281,0.73197794,0.00127744,0.02313997,0.05162951,0.48833452,0.00000000,0.35099505,0.15084048
-5.21960980,0.79568313,0.00133183,0.02515494,0.05437314,0.53098347,0.00000000,0.38245195,0.16463742
-5.21360680,0.86217521,0.00139775,0.02732844,0.05760569,0.57542593,0.00000000,0.41531876,0.17891568
-5.20760380,0.93036135,0.00147217,0.02962489,0.06123223,0.62093657,0.00000000,0.44910278,0.19345543
-5.20160080,0.99909504,0.00155212,0.03200716,0.06516027,0.66675389,0.00000000,0.48328640,0.20802290
-5.19559780,1.06719830,0.00163475,0.03443727,0.06930093,0.71209500,0.00000000,0.51733757,0.22237516
-5.18959480,1.13348743,0.00171730,0.03687721,0.07357018,0.75617281,0.00000000,0.55072187,0.23626580
-5.18359180,1.19680158,0.00179716,0.03928988,0.07789006,0.79821490,0.00000000,0.58291578,0.24945119
-5.17758879,1.25603319,0.00187191,0.04164022,0.08218985,0.83748377,0.00000000,0.61342074,0.26169735
-5.17158579,1.31015923,0.00193934,0.04389627,0.08640715,0.87329741,0.00000000,0.64177732,0.27278699
-5.16558279,1.35827181,0.00199749,0.04603035,0.09048885,0.90504948,0.00000000,0.66757901,0.28252657
-5.15957979,1.39960689,0.00204466,0.04802024,0.09439180,0.93222812,0.00000000,0.69048472,0.29075297
-5.15357679,1.43356970,0.00207948,0.04985019,0.09808325,0.95443252,0.00000000,0.71022967,0.29733962
-5.14757379,1.45975553,0.00210089,0.05151192,0.10154099,0.97138637,0.00000000,0.72663373,0.30220161
-5.14157079,1.47796486,0.00210821,0.05300533,0.10475302,0.98294746,0.00000000,0.73960693,0.30529970
-5.13556778,1.48821195,0.00210106,0.05433910,0.10771697,0.98911301,0.00000000,0.74915179,0.30664299
-5.12956478,1.49072627,0.00207946,0.05553093,0.11043903,0.99002017,0.00000000,0.75536204,0.30628998
-5.12356178,1.48594667,0.00204375,0.05660762,0.11293261,0.98594172,0.00000000,0.75841798,0.30434806
-5.11755878,1.47450825,0.00199460,0.05760470,0.11521668,0.97727706,0.00000000,0.75857847,0.30097144
-5.11155578,1.45722259,0.00193294,0.05856585,0.11731399,0.96453885,0.00000000,0.75616994,0.29635744
-5.10555278,1.43505197,0.00186000,0.05954201,0.11924907,0.94833582,0.00000000,0.75157291,0.29074141
-5.09954977,1.40907866,0.00177716,0.06059017,0.12104636,0.92935246,0.00000000,0.74520653,0.28439031
-5.09354677,1.38047057,0.00168601,0.06177186,0.12272835,0.90832654,0.00000000,0.73751211,0.27759533
-5.08754377,1.35044456,0.00158821,0.06315151,0.12431407,0.88602534,0.00000000,0.72893604,0.27066369
-5.08154077,1.32022878,0.00148548,0.06479447,0.12581777,0.86322146,0.00000000,0.71991315,0.26390991
-5.07553777,1.29102548,0.00137954,0.06676504,0.12724810,0.84066931,0.00000000,0.71085105,0.25764684
-5.06953477,1.26397551,0.00127207,0.06912420,0.12860767,0.81908293,0.00000000,0.70211617,0.25217677
-5.06353177,1.24012564,0.00116464,0.07192749,0.12989304,0.79911597,0.00000000,0.69402196,0.24778272
-5.05752876,1.22039958,0.00105871,0.07522272,0.13109520,0.78134443,0.00000000,0.68681968,0.24472036
-5.05152576,1.20557344,0.00095558,0.07904786,0.13220040,0.76625251,0.00000000,0.68069205,0.24321054
-5.04552276,1.19625615,0.00085637,0.08342896,0.13319131,0.75422179,0.00000000,0.67574980,0.24343272
-5.03951976,1.19287504,0.00076200,0.08837838,0.13404838,0.74552401,0.00000000,0.67203108,0.24551952
-5.03351676,1.19566676,0.00067320,0.09389312,0.13475129,0.74031722,0.00000000,0.66950362,0.24955232
-5.02751376,1.20467342,0.00059053,0.09995363,0.13528047,0.73864525,0.00000000,0.66806930,0.25555814
-5.02151076,1.21974377,0.00051432,0.10652291,0.13561838,0.74044026,0.00000000,0.66757087,0.26350790
-5.01550775,1.24053928,0.00044476,0.11354615,0.13575069,0.74552796,0.00000000,0.66780025,0.27331599
-5.00950475,1.26654453,0.00038187,0.12095080,0.13566710,0.75363540,0.00000000,0.66850823,0.28484136
-5.00350175,1.29708186,0.00032554,0.12864728,0.13536179,0.76440063,0.00000000,0.66941488,0.29789001
-4.99749875,1.33132958,0.00027554,0.13653027,0.13483357,0.77738430,0.00000000,0.67022044,0.31221892
-4.99149575,1.36834358,0.00023156,0.14448064,0.13408558,0.79208243,0.00000000,0.67061628,0.32754139
-4.98549275,1.40708170,0.00019321,0.15236788,0.13312474,0.80794046,0.00000000,0.67029548,0.34353380
-4.97948974,1.44643053,0.00016007,0.16005324,0.13196082,0.82436792,0.00000000,0.66896288,0.35984348
-4.97348674,1.48523398,0.00013166,0.16739330,0.13060546,0.84075370,0.00000000,0.66634431,0.37609773
-4.96748374,1.52232312,0.00010753,0.17424391,0.12907096,0.85648144,0.00000000,0.66219476,0.39191368
-4.96148074,1.55654670,0.00008719,0.18046456,0.12736918,0.87094488,0.00000000,0.65630538,0.40690881
-4.95547774,1.58680143,0.00007019,0.18592275,0.12551050,0.88356279,0.00000000,0.64850921,0.42071173
-4.94947474,1.61206150,0.00005611,0.19049849,0.12350293,0.89379324,0.00000000,0.63868556,0.43297305
-4.94347174,1.63140640,0.00004453,0.19408854,0.12135158,0.90114679,0.00000000,0.62676293,0.44337586
-4.93746873,1.64404622,0.00003509,0.19661039,0.11905836,0.90519837,0.00000000,0.61272059,0.45164554
-4.93146573,1.64934372,0.00002745,0.19800576,0.11662199,0.90559750,0.00000000,0.59658870,0.45755856
-4.92546273,1.64683240,0.00002133,0.19824337,0.11403843,0.90207650,0.00000000,0.57844713,0.46094993
-4.91945973,1.63622994,0.00001645,0.19732113,0.11130145,0.89445651,0.00000000,0.55842301,0.46171901
-4.91345673,1.61744649,0.00001260,0.19526739,0.10840360,0.88265110,0.00000000,0.53668711,0.45983356
-4.90745373,1.59058769,0.00000958,0.19214134,0.10533723,0.86666724,0.00000000,0.51344921,0.45533175
-4.90145073,1.55595198,0.00000724,0.18803259,0.10209564,0.84660380,0.00000000,0.48895263,0.44832221
-4.89544772,1.51402265,0.00000544,0.18305981,0.09867421,0.82264731,0.00000000,0.46346810,0.43898204
-4.88944472,1.46545461,0.00000406,0.17736863,0.09507148,0.79506546,0.00000000,0.43728715,0.42755283
-4.88344172,1.41105661,0.00000303,0.17112878,0.09129006,0.76419826,0.00000000,0.41071527,0.41433503
-4.87743872,1.35176947,0.00000226,0.16453068,0.08733724,0.73044747,0.00000000,0.38406501,0.39968069
-4.87143572,1.28864104,0.00000171,0.15778143,0.08322549,0.69426446,0.00000000,0.35764922,0.38398488
-4.86543272,1.22279891,0.00000132,0.15110054,0.07897249,0.65613705,0.00000000,0.33177469,0.36767620
-4.85942971,1.15542169,0.00000108,0.14471533,0.07460099,0.61657589,0.00000000,0.30673616,0.35120649
-4.85342671,1.08770980,0.00000097,0.13885614,0.07013835,0.57610067,0.00000000,0.28281103,0.33504015
-4.84742371,1.02085660,0.00000098,0.13375151,0.06561580,0.53522686,0.00000000,0.26025471,0.31964323
-4.84142071,0.95602071,0.00000111,0.12962336,0.06106752,0.49445327,0.00000000,0.23929669,0.30547272
-4.83541771,0.89430014,0.00000138,0.12668218,0.05652961,0.45425087,0.00000000,0.22013735,0.29296598
-4.82941471,0.83670876,0.00000184,0.12512230,0.05203894,0.41505323,0.00000000,0.20294554,0.28253066
-4.82341171,0.78415563,0.00000251,0.12511734,0.04763200,0.37724870,0.00000000,0.18785671,0.27453528
-4.81740870,0.73742733,0.00000349,0.12681575,0.04334380,0.34117465,0.00000000,0.17497180,0.26930036
-4.81140570,0.69717365,0.00000486,0.13033659,0.03920687,0.30711366,0.00000000,0.16435656,0.26709050
-4.80540270,0.66389662,0.00000675,0.13576554,0.03525047,0.27529182,0.00000000,0.15604143,0.26810727
-4.79939970,0.63794294,0.00000934,0.14315121,0.03149986,0.24587884,0.00000000,0.15002180,0.27248316
-4.79339670,0.61949990,0.00001285,0.15250201,0.02797595,0.21899011,0.00000000,0.14625876,0.28027666
-4.78739370,0.60859466,0.00001757,0.16378335,0.02469503,0.19469016,0.00000000,0.14468015,0.29146866
-4.78139070,0.60509694,0.00002385,0.17691581,0.02166878,0.17299765,0.00000000,0.14518210,0.30596026
-4.77538769,0.60872508,0.00003216,0.19177395,0.01890450,0.15389133,0.00000000,0.14763101,0.32357226
-4.76938469,0.61905543,0.00004306,0.20818632,0.01640552,0.13731696,0.00000000,0.15186595,0.34404649
-4.76338169,0.63553512,0.00005726,0.22593655,0.01417172,0.12319474,0.00000000,0.15770174,0.36704903
-4.75737869,0.65749801,0.00007562,0.24476590,0.01220028,0.11142716,0.00000000,0.16493250,0.39217573
-4.75137569,0.68418386,0.00009917,0.26437712,0.01048643,0.10190697,0.00000000,0.17333596,0.41895976
-4.74537269,0.71476040,0.00012915,0.28443990,0.00902431,0.09452501,0.00000000,0.18267840,0.44688152
-4.73936968,0.74834800,0.00016702,0.30459772,0.00780790,0.08917785,0.00000000,0.19272017,0.47538061
-4.73336668,0.78404656,0.00021452,0.32447607,0.00683184,0.08577496,0.00000000,0.20322185,0.50386972
-4.72736368,0.82096394,0.00027361,0.34369186,0.00609238,0.08424522,0.00000000,0.21395088,0.53175020
-4.72136068,0.85824525,0.00034658,0.36186377,0.00558814,0.08454272,0.00000000,0.22468843,0.55842877
-4.71535768,0.89510195,0.00043600,0.37862314,0.00532091,0.08665160,0.00000000,0.23523638,0.58333491
-4.70935468,0.93084002,0.00054472,0.39362506,0.00529624,0.09058982,0.00000000,0.24542415,0.60593830
-4.70335168,0.96488573,0.00067590,0.40655923,0.00552406,0.09641169,0.00000000,0.25511499,0.62576562
-4.69734867,0.99680819,0.00083293,0.41716007,0.00601903,0.10420897,0.00000000,0.26421163,0.64241598
-4.69134567,1.02633736,0.00101945,0.42521568,0.00680087,0.11411054,0.00000000,0.27266066,0.65557433
-4.68534267,1.05337651,0.00123927,0.43057522,0.00789439,0.12628028,0.00000000,0.28045576,0.66502219
-4.67933967,1.07800830,0.00149629,0.43315429,0.00932947,0.14091322,0.00000000,0.28763913,0.67064515
-4.67333667,1.10049376,0.00179444,0.43293809,0.01114070,0.15822990,0.00000000,0.29430121,0.67243673
-4.66733367,1.12126382,0.00213753,0.42998219,0.01336694,0.17846875,0.00000000,0.30057847,0.67049831
-4.66133067,1.14090319,0.00252919,0.42441078,0.01605056,0.20187678,0.00000000,0.30664911,0.66503515
-4.65532766,1.16012708,0.00297271,0.41641244,0.01923647,0.22869846,0.00000000,0.31272699,0.65634841
-4.64932466,1.17975113,0.00347088,0.40623376,0.02297094,0.25916320,0.00000000,0.31905371,0.64482371
-4.64332166,1.20065578,0.00402589,0.39417084,0.02730020,0.29347166,0.00000000,0.32588913,0.63091652
-4.63731866,1.22374620,0.00463916,0.38055924,0.03226880,0.33178128,0.00000000,0.33350081,0.61513510
-4.63131566,1.24990949,0.00531123,0.36576272,0.03791792,0.37419160,0.00000000,0.34215259,0.59802168
-4.62531266,1.27997085,0.00604161,0.35016133,0.04428345,0.42072994,0.00000000,0.35209287,0.58013272
-4.61930965,1.31465080,0.00682874,0.33413926,0.05139409,0.47133809,0.00000000,0.36354312,0.56201913
-4.61330665,1.35452518,0.00766991,0.31807306,0.05926946,0.52586072,0.00000000,0.37668708,0.54420727
-4.60730365,1.39999010,0.00856120,0.30232065,0.06791827,0.58403629,0.00000000,0.39166117,0.52718154
-4.60130065,1.45123347,0.00949756,0.28721147,0.07733675,0.64549098,0.00000000,0.40854660,0.51136923
-4.59529765,1.50821462,0.01047284,0.27303832,0.08750726,0.70973648,0.00000000,0.42736359,0.49712832
-4.58929465,1.57065328,0.01147990,0.26005079,0.09839732,0.77617195,0.00000000,0.44806794,0.48473847
-4.58329165,1.63802867,0.01251074,0.24845089,0.10995898,0.84409057,0.00000000,0.47055028,0.47439571
-4.57728864,1.70958910,0.01355672,0.23839048,0.12212878,0.91269086,0.00000000,0.49463804,0.46621074
-4.57128564,1.78437190,0.01460875,0.22997085,0.13482809,0.98109272,0.00000000,0.52010012,0.46021078
-4.56528264,1.86123309,0.01565755,0.22324411,0.14796411,1.04835780,0.00000000,0.54665416,0.45634491
-4.55927964,1.93888579,0.01669384,0.21821631,0.16143131,1.11351379,0.00000000,0.57397607,0.45449232
-4.55327664,2.01594582,0.01770867,0.21485202,0.17511341,1.17558181,0.00000000,0.60171157,0.45447314
-4.54727364,2.09098259,0.01869356,0.21308006,0.18888575,1.23360590,0.00000000,0.62948918,0.45606115
-4.54127064,2.16257325,0.01964074,0.21280020,0.20261813,1.28668354,0.00000000,0.65693415,0.45899791
-4.53526763,2.22935781,0.02054330,0.21389028,0.21617775,1.33399599,0.00000000,0.68368280,0.46300752
-4.52926463,2.29009277,0.02139531,0.21621376,0.22943247,1.37483696,0.00000000,0.70939670,0.46781136
-4.52326163,2.34370099,0.02219183,0.21962707,0.24225396,1.40863859,0.00000000,0.73377597,0.47314235
-4.51725863,2.38931574,0.02292894,0.22398677,0.25452083,1.43499330,0.00000000,0.75657139,0.47875792
-4.51125563,2.42631689,0.02360367,0.22915609,0.26612160,1.45367060,0.00000000,0.77759452,0.48445149
-4.50525263,2.45435775,0.02421390,0.23501081,0.27695727,1.46462798,0.00000000,0.79672580,0.49006178
-4.49924962,2.47338153,0.02475819,0.24144413,0.28694354,1.46801524,0.00000000,0.81391998,0.49547985
-4.49324662,2.48362659,0.02523558,0.24837062,0.29601259,1.46417202,0.00000000,0.82920881,0.50065358
