energy_ev,total_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.01050525,1.22180811,0.58324443,0.46967598,0.34230924,0.08061228,0.02006892,0.30210768,0.17085505,0.00000000
-3.00450225,1.20173833,0.58521358,0.46448994,0.33004860,0.07865443,0.01742475,0.29695669,0.17293500,0.00000000
-2.99849925,1.18280659,0.58762720,0.46070406,0.31765769,0.07670852,0.01507247,0.29154158,0.17542888,0.00000000
-2.99249625,1.16517379,0.59074077,0.45849855,0.30517813,0.07477044,0.01300465,0.28581502,0.17840536,0.00000000
-2.98649325,1.14906427,0.59486704,0.45807621,0.29266348,0.07284039,0.01121139,0.27973976,0.18195436,0.00000000
-2.98049025,1.13476421,0.60036883,0.45965713,0.28018002,0.07092340,0.00968108,0.27329159,0.18618343,0.00000000
-2.97448724,1.12261603,0.60764912,0.46347175,0.26780674,0.06902964,0.00840121,0.26646140,0.19121325,0.00000000
-2.96848424,1.11300879,0.61713860,0.46975237,0.25563449,0.06717441,0.00735904,0.25925642,0.19717246,0.00000000
-2.96248124,1.10636490,0.62928107,0.47872339,0.24376427,0.06537790,0.00654211,0.25170041,0.20419196,0.00000000
-2.95647824,1.10312349,0.64451714,0.49059054,0.23230477,0.06366460,0.00593874,0.24383302,0.21239878,0.00000000
-2.95047524,1.10372130,0.66326669,0.50552958,0.22136937,0.06206249,0.00553827,0.23570817,0.22190973,0.00000000
-2.94447224,1.10857170,0.68591078,0.52367490,0.21107261,0.06060202,0.00533130,0.22739195,0.23282504,0.00000000
-2.93846923,1.11804303,0.71277360,0.54510845,0.20152647,0.05931491,0.00530968,0.21895978,0.24522227,0.00000000
-2.93246623,1.13243709,0.74410514,0.56984973,0.19283643,0.05823283,0.00546648,0.21049340,0.25915062,0.00000000
-2.92646323,1.15196893,0.78006524,0.59784714,0.18509782,0.05738603,0.00579579,0.20207760,0.27462593,0.00000000
-2.92046023,1.17674897,0.82070969,0.62897130,0.17839225,0.05680198,0.00629247,0.19379708,0.29162656,0.00000000
-2.91445723,1.20676823,0.86597889,0.66301085,0.17278464,0.05650407,0.00695176,0.18573349,0.31009037,0.00000000
-2.90845423,1.24188768,0.91568967,0.69967089,0.16832072,0.05651045,0.00776891,0.17796291,0.32991296,0.00000000
-2.90245123,1.28183220,0.96953071,0.73857450,0.16502523,0.05683305,0.00873872,0.17055372,0.35094719,0.00000000
-2.89644822,1.32618967,1.02706181,0.77926743,0.16290094,0.05747680,0.00985507,0.16356518,0.37300427,0.00000000
-2.89044522,1.37441559,1.08771732,0.82122592,0.16192836,0.05843914,0.01111051,0.15704647,0.39585627,0.00000000
-2.88444222,1.42584306,1.15081382,0.86386765,0.16206641,0.05970979,0.01249582,0.15103654,0.41924014,0.00000000
-2.87843922,1.47969818,1.21556210,0.90656553,0.16325378,0.06127087,0.01399971,0.14556439,0.44286312,0.00000000
-2.87243622,1.53512052,1.28108309,0.94866391,0.16541116,0.06309730,0.01560853,0.14065003,0.46640950,0.00000000
-2.86643322,1.59118803,1.34642776,0.98949688,0.16844418,0.06515754,0.01730617,0.13630585,0.48954856,0.00000000
-2.86043022,1.64694571,1.41060037,1.02840796,0.17224695,0.06741460,0.01907404,0.13253842,0.51194343,0.00000000
-2.85442721,1.70143734,1.47258453,1.06477070,0.17670622,0.06982735,0.02089115,0.12935052,0.53326073,0.00000000
-2.84842421,1.75373900,1.53137152,1.09800931,0.18170591,0.07235206,0.02273446,0.12674337,0.55318063,0.00000000
-2.84242121,1.80299345,1.58599002,1.12761873,0.18713196,0.07494408,0.02457920,0.12471893,0.57140712,0.00000000
-2.83641821,1.84844409,1.63553624,1.15318340,0.19287731,0.07755974,0.02639947,0.12328207,0.58767806,0.00000000
-2.83041521,1.88946725,1.67920366,1.17439393,0.19884686,0.08015815,0.02816888,0.12244267,0.60177477,0.00000000
-2.82441221,1.92560148,1.71631115,1.19106110,0.20496215,0.08270313,0.02986126,0.12221730,0.61353074,0.00000000
-2.81840920,1.95657258,1.74632861,1.20312654,0.21116575,0.08516493,0.03145150,0.12263061,0.62283912,0.00000000
-2.81240620,1.98231321,1.76889874,1.21066952,0.21742490,0.08752175,0.03291636,0.12371622,0.62965877,0.00000000
-2.80640320,2.00297587,1.78385437,1.21390952,0.22373440,0.08976106,0.03423525,0.12551702,0.63401834,0.00000000
-2.80040020,2.01893841,1.79123003,1.21320424,0.23011859,0.09188045,0.03539098,0.12808484,0.63601835,0.00000000
-2.79439720,2.03080131,1.79126729,1.20904291,0.23663201,0.09388813,0.03637038,0.13147953,0.63583091,0.00000000
-2.78839420,2.03937619,1.78441319,1.20203494,0.24335890,0.09580294,0.03716486,0.13576727,0.63369696,0.00000000
-2.78239120,2.04566558,1.77131145,1.19289402,0.25041125,0.09765382,0.03777067,0.14101825,0.62992108,0.00000000
-2.77638819,2.05083401,1.75278652,1.18241810,0.25792541,0.09947879,0.03818910,0.14730367,0.62486362,0.00000000
-2.77038519,2.05617093,1.72982051,1.17146569,0.26605733,0.10132338,0.03842640,0.15469224,0.61893066,0.00000000
-2.76438219,2.06304668,1.70352383,1.16092918,0.27497643,0.10323866,0.03849353,0.16324616,0.61256164,0.00000000
-2.75837919,2.07286248,1.67510011,1.15170598,0.28485822,0.10527881,0.03840574,0.17301678,0.60621525,0.00000000
-2.75237619,2.08699633,1.64580678,1.14466849,0.29587607,0.10749839,0.03818188,0.18404009,0.60035391,0.00000000
-2.74637319,2.10674680,1.61691251,1.14063375,0.30819217,0.10994945,0.03784367,0.19633235,0.59542733,0.00000000
-2.74037019,2.13327660,1.58965321,1.14033417,0.32194817,0.11267849,0.03741484,0.20988578,0.59185585,0.00000000
-2.73436718,2.16755869,1.56518808,1.14439009,0.33725590,0.11572362,0.03692012,0.22466491,0.59001399,0.00000000
-2.72836418,2.21032680,1.54455779,1.15328558,0.35418843,0.11911176,0.03638431,0.24060349,0.59021517,0.00000000
-2.72236118,2.26203312,1.52864609,1.16734828,0.37277213,0.12285639,0.03583131,0.25760237,0.59269791,0.00000000
-2.71635818,2.32281484,1.51814685,1.18673430,0.39297987,0.12695556,0.03528327,0.27552841,0.59761449,0.00000000
-2.71035518,2.39247168,1.51353770,1.21141886,0.41472604,0.13139068,0.03475980,0.29421469,0.60502232,0.00000000
-2.70435218,2.47045561,1.51506158,1.24119311,0.43786347,0.13612591,0.03427731,0.31346201,0.61487876,0.00000000
-2.69834917,2.55587382,1.52271700,1.27566766,0.46218269,0.14110822,0.03384862,0.33304176,0.62703944,0.00000000
-2.69234617,2.64750520,1.53625754,1.31428250,0.48741361,0.14626834,0.03348263,0.35270021,0.64126059,0.00000000
-2.68634317,2.74383022,1.55520068,1.35632335,0.51322974,0.15152234,0.03318425,0.37216405,0.65720510,0.00000000
-2.68034017,2.84307327,1.57884571,1.40094371,0.53925483,0.15677392,0.03295447,0.39114705,0.67445241,0.00000000
-2.67433717,2.94325614,1.60629993,1.44719200,0.56507194,0.16191741,0.03279070,0.40935776,0.69251176,0.00000000
-2.66833417,3.04226065,1.63651225,1.49404255,0.59023440,0.16684111,0.03268712,0.42650778,0.71083843,0.00000000
-2.66233117,3.13789792,1.66831265,1.54042946,0.61427859,0.17143109,0.03263528,0.44232046,0.72885220,0.00000000
-2.65632816,3.22798168,1.70045600,1.58528192,0.63673781,0.17557520,0.03262472,0.45653968,0.74595746,0.00000000
-2.65032516,3.31040251,1.73166837,1.62755948,0.65715689,0.17916700,0.03264367,0.46893820,0.76156405,0.00000000
-2.64432216,3.38319995,1.76069393,1.66628604,0.67510685,0.18210969,0.03267977,0.47932555,0.77510794,0.00000000
-2.63831916,3.44462954,1.78634051,1.70058119,0.69019903,0.18431959,0.03272077,0.48755471,0.78607089,0.00000000
-2.63231616,3.49322196,1.80752204,1.72968750,0.70209819,0.18572927,0.03275516,0.49352768,0.79399839,0.00000000
-2.62631316,3.52783190,1.82329612,1.75299308,0.71053391,0.18629004,0.03277276,0.49719936,0.79851491,0.00000000
-2.62031016,3.54767464,1.83289533,1.77004840,0.71530990,0.18597371,0.03276514,0.49857979,0.79933608,0.00000000
-2.61430715,3.55234909,1.83575118,1.78057686,0.71631082,0.18477367,0.03272597,0.49773449,0.79627713,0.00000000
-2.60830415,3.54184651,1.83150985,1.78447914,0.71350632,0.18270509,0.03265119,0.49478280,0.78925748,0.00000000
-2.60230115,3.51654476,1.82003938,1.78183112,0.70695215,0.17980435,0.03253909,0.48989446,0.77830131,0.00000000
-2.59629815,3.47718877,1.80142835,1.77287596,0.69678839,0.17612772,0.03239016,0.48328429,0.76353420,0.00000000
-2.59029515,3.42485840,1.77597619,1.75801081,0.68323481,0.17174936,0.03220690,0.47520535,0.74517610,0.00000000
-2.58429215,3.36092531,1.74417616,1.73776906,0.66658367,0.16675867,0.03199351,0.46594073,0.72353119,0.00000000
-2.57828914,3.28700106,1.70669173,1.71279894,0.64719027,0.16125728,0.03175540,0.45579423,0.69897505,0.00000000
-2.57228614,3.20487878,1.66432769,1.68383960,0.62546172,0.15535556,0.03149875,0.44508050,0.67193989,0.00000000
-2.56628314,3.11647114,1.61799739,1.65169575,0.60184430,0.14916909,0.03122998,0.43411472,0.64289855,0.00000000
-2.56028014,3.02374698,1.56868764,1.61721167,0.57681012,0.14281503,0.03095523,0.42320245,0.61234808,0.00000000
-2.55427714,2.92866941,1.51742270,1.58124577,0.55084342,0.13640858,0.03067986,0.41262996,0.58079342,0.00000000
-2.54827414,2.83313745,1.46522884,1.54464629,0.52442725,0.13005972,0.03040805,0.40265540,0.54873210,0.00000000
-2.54227114,2.73893321,1.41310083,1.50822894,0.49803075,0.12387028,0.03014243,0.39350110,0.51664036,0.00000000
-2.53626813,2.64767637,1.36197154,1.47275680,0.47209765,0.11793146,0.02988388,0.38534743,0.48496110,0.00000000
-2.53026513,2.56078691,1.31268555,1.43892300,0.44703632,0.11232185,0.02963141,0.37832829,0.45409424,0.00000000
-2.52426213,2.47945705,1.26597759,1.40733630,0.42321147,0.10710604,0.02938219,0.37252843,0.42438938,0.00000000
-2.51825913,2.40463252,1.22245630,1.37850956,0.40093789,0.10233376,0.02913169,0.36798275,0.39614104,0.00000000
-2.51225613,2.33700334,1.18259351,1.35285131,0.38047613,0.09803957,0.02887400,0.36467742,0.36958636,0.00000000
-2.50625313,2.27700351,1.14671924,1.33066012,0.36203026,0.09424314,0.02860223,0.36255291,0.34490511,0.00000000
-2.50025013,2.22481903,1.11502205,1.31212199,0.34574755,0.09094996,0.02830896,0.36150866,0.32222171,0.00000000
-2.49424712,2.18040346,1.08755461,1.29731033,0.33172000,0.08815251,0.02798683,0.36140920,0.30160918,0.00000000
-2.48824412,2.14349985,1.06424387,1.28618887,0.31998746,0.08583174,0.02762914,0.36209147,0.28309434,0.00000000
-2.48224112,2.11366809,1.04490527,1.27861703,0.31054229,0.08395885,0.02723043,0.36337300,0.26666426,0.00000000
-2.47623812,2.09031647,1.02926029,1.27435812,0.30333504,0.08249724,0.02678707,0.36506060,0.25227340,0.00000000
-2.47023512,2.07273632,1.01695651,1.27308997,0.29828123,0.08140461,0.02629779,0.36695928,0.23985109,0.00000000
-2.46423212,2.06013867,1.00758947,1.27441813,0.29526867,0.08063501,0.02576413,0.36888091,0.22930923,0.00000000
-2.45822911,2.05169172,1.00072533,1.27789144,0.29416530,0.08014090,0.02519075,0.37065244,0.22054975,0.00000000
-2.45222611,2.04655825,0.99592361,1.28301965,0.29482704,0.07987513,0.02458566,0.37212325,0.21347167,0.00000000
-2.44622311,2.04393181,0.99275912,1.28929283,0.29710563,0.07979272,0.02396034,0.37317144,0.20797762,0.00000000
-2.44022011,2.04307074,0.99084226,1.29620210,0.30085607,0.07985241,0.02332964,0.37370880,0.20397951,0.00000000
-2.43421711,2.04332910,0.98983695,1.30326099,0.30594346,0.08001801,0.02271162,0.37368435,0.20140338,0.00000000
-2.42821411,2.04418359,0.98947557,1.31002675,0.31224894,0.08025947,0.02212722,0.37308621,0.20019318,0.00000000
-2.42221111,2.04525551,0.98957024,1.31612081,0.31967462,0.08055361,0.02159985,0.37194198,0.20031355,0.00000000
-2.41620810,2.04632705,0.99002014,1.32124737,0.32814725,0.08088456,0.02115480,0.37031729,0.20175127,0.00000000
-2.41020510,2.04735114,0.99081439,1.32520941,0.33762033,0.08124390,0.02081865,0.36831303,0.20451571,0.00000000
-2.40420210,2.04845434,0.99203056,1.32792103,0.34807476,0.08163044,0.02061857,0.36606087,0.20863781,0.00000000
-2.39819910,2.04993246,0.99382877,1.32941550,0.35951771,0.08204968,0.02058156,0.36371766,0.21416801,0.00000000
-2.39219610,2.05223861,0.99644161,1.32984841,0.37197981,0.08251306,0.02073368,0.36145861,0.22117278,0.00000000
-2.38619310,2.05596401,1.00016044,1.32949538,0.38551060,0.08303686,0.02109928,0.35946964,0.22973008,0.00000000
-2.38019010,2.06181196,1.00531870,1.32874442,0.40017251,0.08364088,0.02170024,0.35793915,0.23992374,0.00000000
-2.37418709,2.07056563,1.01227285,1.32808283,0.41603335,0.08434702,0.02255523,0.35704939,0.25183693,0.00000000
-2.36818409,2.08305099,1.02138224,1.32807932,0.43315776,0.08517760,0.02367902,0.35696788,0.26554484,0.00000000
-2.36218109,2.10009612,1.03298858,1.32936181,0.45159803,0.08615376,0.02508184,0.35783918,0.28110705,0.00000000
-2.35617809,2.12248865,1.04739633,1.33259210,0.47138450,0.08729377,0.02676890,0.35977719,0.29855962,0.00000000
-2.35017509,2.15093318,1.06485499,1.33843838,0.49251628,0.08861144,0.02873986,0.36285852,0.31790749,0.00000000
-2.34417209,2.18601074,1.08554412,1.34754700,0.51495274,0.09011475,0.03098857,0.36711705,0.33911735,0.00000000
-2.33816908,2.22814209,1.10956224,1.36051486,0.53860621,0.09180462,0.03350280,0.37254001,0.36211154,0.00000000
-2.33216608,2.27755696,1.13691988,1.37786360,0.56333655,0.09367403,0.03626421,0.37906588,0.38676332,0.00000000
-2.32616308,2.33427085,1.16753740,1.40001713,0.58894789,0.09570747,0.03924837,0.38658404,0.41289376,0.00000000
-2.32016008,2.39807067,1.20124765,1.42728324,0.61518802,0.09788085,0.04242503,0.39493660,0.44027071,0.00000000
-2.31415708,2.46851025,1.23780326,1.45984038,0.64175054,0.10016171,0.04575850,0.40392209,0.46860994,0.00000000
-2.30815408,2.54491621,1.27688808,1.49773000,0.66828002,0.10250995,0.04920820,0.41330117,0.49757869,0.00000000
-2.30215108,2.62640411,1.31813219,1.54085471,0.69437991,0.10487897,0.05272937,0.42280409,0.52680156,0.00000000
-2.29614807,2.71190422,1.36112934,1.58898222,0.71962316,0.10721712,0.05627395,0.43213970,0.55586869,0.00000000
-2.29014507,2.80019590,1.40545592,1.64175446,0.74356504,0.10946948,0.05979159,0.44100563,0.58434603,0.00000000
-2.28414207,2.88994896,1.45069003,1.69870141,0.76575773,0.11157999,0.06323076,0.44909929,0.61178728,0.00000000
-2.27813907,2.97977003,1.49642974,1.75925845,0.78576595,0.11349354,0.06654002,0.45612924,0.63774713,0.00000000
-2.27213607,3.06825168,1.54230910,1.82278640,0.80318303,0.11515826,0.06966925,0.46182645,0.66179522,0.00000000
-2.26613307,3.15402198,1.58801109,1.88859284,0.81764654,0.11652772,0.07257098,0.46595494,0.68353021,0.00000000
-2.26013007,3.23579212,1.63327671,1.95595362,0.82885278,0.11756291,0.07520166,0.46832136,0.70259338,0.00000000
-2.25412706,3.31239975,1.67790962,2.02413358,0.83656947,0.11823407,0.07752287,0.46878316,0.71868107,0.00000000
-2.24812406,3.38284618,1.72177625,2.09240526,0.84064590,0.11852212,0.07950241,0.46725484,0.73155544,0.00000000
-2.24212106,3.44632582,1.76480144,2.16006511,0.84102014,0.11841966,0.08111527,0.46371218,0.74105296,0.00000000
-2.23611806,3.50224668,1.80696009,2.22644661,0.83772285,0.11793158,0.08234432,0.45819409,0.74709033,0.00000000
-2.23011506,3.55024133,1.84826544,2.29092995,0.83087765,0.11707515,0.08318086,0.45080227,0.74966738,0.00000000
-2.22411206,3.59016830,1.88875513,2.35294848,0.82069793,0.11587963,0.08362482,0.44169842,0.74886702,0.00000000
-2.21810905,3.62210415,1.92847593,2.41199206,0.80748024,0.11438542,0.08368477,0.43109936,0.74485201,0.00000000
-2.21210605,3.64632728,1.96746842,2.46760782,0.79159474,0.11264273,0.08337761,0.41927023,0.73785890,0.00000000
-2.20610305,3.66329462,2.00575276,2.51939887,0.77347300,0.11070997,0.08272792,0.40651597,0.72818935,0.00000000
-2.20010005,3.67361273,2.04331659,2.56702167,0.75359377,0.10865178,0.08176718,0.39317162,0.71619918,0.00000000
-2.19409705,3.67800499,2.08010587,2.61018274,0.73246741,0.10653681,0.08053269,0.37959171,0.70228578,0.00000000
-2.18809405,3.67727663,2.11601944,2.64863520,0.71061954,0.10443542,0.07906629,0.36613920,0.68687431,0.00000000
-2.18209105,3.67227929,2.15090741,2.68217584,0.68857469,0.10241732,0.07741299,0.35317430,0.67040345,0.00000000
-2.17608804,3.66387661,2.18457364,2.71064291,0.66684047,0.10054925,0.07561952,0.34104375,0.65331109,0.00000000
-2.17008504,3.65291217,2.21678188,2.73391489,0.64589291,0.09889275,0.07373282,0.33007065,0.63602071,0.00000000
-2.16408204,3.64018087,2.24726517,2.75191019,0.62616338,0.09750218,0.07179861,0.32054532,0.61892888,0.00000000
-2.15807904,3.62640447,2.27573765,2.76458776,0.60802750,0.09642296,0.06986007,0.31271734,0.60239426,0.00000000
-2.15207604,3.61221178,2.30190809,2.77194825,0.59179638,0.09569013,0.06795658,0.30678908,0.58672860,0.00000000
-2.14607304,3.59812383,2.32549391,2.77403532,0.57771021,0.09532727,0.06612279,0.30291064,0.57218975,0.00000000
-2.14007004,3.58454386,2.34623508,2.77093697,0.56593441,0.09534579,0.06438778,0.30117654,0.55897700,0.00000000
-2.13406703,3.57175222,2.36390679,2.76278624,0.55655818,0.09574458,0.06277459,0.30162391,0.54722868,0.00000000
-2.12806403,3.55990569,2.37833040,2.74976124,0.54959551,0.09651013,0.06129990,0.30423242,0.53702199,0.00000000
-2.12206103,3.54904108,2.38938200,2.73208422,0.54498826,0.09761696,0.05997401,0.30892570,0.52837488,0.00000000
-2.11605803,3.53908260,2.39699844,2.71001969,0.54261126,0.09902844,0.05880111,0.31557435,0.52124979,0.00000000
-2.11005503,3.52985268,2.40118071,2.68387156,0.54227908,0.10069798,0.05777962,0.32400017,0.51555895,0.00000000
-2.10405203,3.52108593,2.40199481,2.65397966,0.54375426,0.10257049,0.05690287,0.33398171,0.51117106,0.00000000
-2.09804902,3.51244560,2.39957051,2.62071575,0.54675647,0.10458409,0.05615979,0.34526090,0.50791877,0.00000000
-2.09204602,3.50354243,2.39409827,2.58447943,0.55097265,0.10667205,0.05553576,0.35755046,0.50560695,0.00000000
-2.08604302,3.49395515,2.38582502,2.54569430,0.55606745,0.10876485,0.05501345,0.37054201,0.50402121,0.00000000
-2.08004002,3.48325224,2.37504915,2.50480444,0.56169387,0.11079229,0.05457375,0.38391464,0.50293640,0.00000000
-2.07403702,3.47101431,2.36211509,2.46227174,0.56750377,0.11268565,0.05419654,0.39734360,0.50212494,0.00000000
-2.06803402,3.45685627,2.34740796,2.41857376,0.57315793,0.11437980,0.05386147,0.41050903,0.50136458,0.00000000
-2.06203102,3.44044874,2.33134823,2.37420226,0.57833537,0.11581508,0.05354866,0.42310425,0.50044544,0.00000000
-2.05602801,3.42153754,2.31438667,2.32966214,0.58274182,0.11693910,0.05323919,0.43484363,0.49917626,0.00000000
-2.05002501,3.39996062,2.29699914,2.28547036,0.58611694,0.11770818,0.05291558,0.44546962,0.49738955,0.00000000
-2.04402201,3.37566143,2.27968130,2.24215440,0.58824033,0.11808860,0.05256205,0.45475872,0.49494571,0.00000000
-2.03801901,3.34869802,2.26294265,2.20024987,0.58893609,0.11805738,0.05216476,0.46252644,0.49173606,0.00000000
-2.03201601,3.31924717,2.24729964,2.16029662,0.58807578,0.11760280,0.05171190,0.46863081,0.48768465,0.00000000
-2.02601301,3.28760314,2.23326757,2.12283307,0.58558003,0.11672447,0.05119369,0.47297456,0.48274913,0.00000000
-2.02001001,3.25417091,2.22135099,2.08838843,0.58141846,0.11543306,0.05060240,0.47550592,0.47692043,0.00000000
-2.01400700,3.21945391,2.21203253,2.05747271,0.57560830,0.11374971,0.04993224,0.47621791,0.47022173,0.00000000
-2.00800400,3.18403680,2.20576030,2.03056466,0.56821164,0.11170506,0.04917933,0.47514637,0.46270641,0.00000000
-2.00200100,3.14856397,2.20293409,2.00809806,0.55933160,0.10933809,0.04834161,0.47236677,0.45445559,0.00000000
-1.99599800,3.11371478,2.20389105,1.99044679,0.54910751,0.10669466,0.04741884,0.46798994,0.44557492,0.00000000
-1.98999500,3.08017692,2.20889139,1.97790976,0.53770945,0.10382604,0.04641252,0.46215698,0.43619127,0.00000000
-1.98399200,3.04861922,2.21810519,1.97069640,0.52533228,0.10078724,0.04532595,0.45503354,0.42644901,0.00000000
-1.97798899,3.01966549,2.23160103,1.96891390,0.51218948,0.09763538,0.04416422,0.44680375,0.41650639,0.00000000
-1.97198599,2.99387091,2.24933774,1.97255735,0.49850698,0.09442816,0.04293430,0.43766402,0.40653190,0.00000000
-1.96598299,2.97170237,2.27115995,1.98150353,0.48451722,0.09122237,0.04164501,0.42781693,0.39670083,0.00000000
-1.95997999,2.95352384,2.29679833,1.99550948,0.47045368,0.08807265,0.04030711,0.41746554,0.38719209,0.00000000
-1.95397699,2.93958773,2.32587509,2.01421624,0.45654583,0.08503032,0.03893321,0.40680815,0.37818527,0.00000000
-1.94797399,2.93003261,2.35791494,2.03715799,0.44301487,0.08214261,0.03753774,0.39603377,0.36985806,0.00000000
-1.94197099,2.92488741,2.39236138,2.06377670,0.43007007,0.07945191,0.03613678,0.38531838,0.36238391,0.00000000
-1.93596798,2.92408150,2.42859787,2.09344156,0.41790585,0.07699544,0.03474785,0.37482207,0.35592987,0.00000000
-1.92996498,2.92746001,2.46597302,2.12547250,0.40669953,0.07480496,0.03338958,0.36468698,0.35065470,0.00000000
-1.92396198,2.93480293,2.50382844,2.15916650,0.39660964,0.07290675,0.03208132,0.35503607,0.34670694,0.00000000
-1.91795898,2.94584650,2.54152790,2.19382526,0.38777465,0.07132167,0.03084268,0.34597270,0.34422293,0.00000000
-1.91195598,2.96030516,2.57848593,2.22878256,0.38031218,0.07006538,0.02969296,0.33758076,0.34332481,0.00000000
-1.90595298,2.97789209,2.61419417,2.26342959,0.37431823,0.06914850,0.02865054,0.32992529,0.34411818,0.00000000
-1.89994997,2.99833671,2.64824359,2.29723663,0.36986660,0.06857690,0.02773230,0.32305350,0.34668949,0.00000000
-1.89394697,3.02139743,2.68034107,2.32976957,0.36700824,0.06835185,0.02695292,0.31699589,0.35110322,0.00000000
-1.88794397,3.04686859,2.71031893,2.36070015,0.36577045,0.06847018,0.02632433,0.31176744,0.35739866,0.00000000
-1.88194097,3.07458062,2.73813669,2.38980912,0.36615594,0.06892432,0.02585512,0.30736871,0.36558657,0.00000000
-1.87593797,3.10439342,2.76387453,2.41698204,0.36814174,0.06970232,0.02555006,0.30378671,0.37564574,0.00000000
-1.86993497,3.13618319,2.78771869,2.44219807,0.37167800,0.07078774,0.02540972,0.30099562,0.38751960,0.00000000
-1.86393197,3.16982363,2.80993956,2.46551236,0.37668683,0.07215949,0.02543024,0.29895711,0.40111326,0.00000000
-1.85792896,3.20516313,2.83086374,2.48703334,0.38306121,0.07379169,0.02560324,0.29762061,0.41629107,0.00000000
-1.85192596,3.24199970,2.85084185,2.50689660,0.39066443,0.07565357,0.02591583,0.29692328,0.43287507,0.00000000
-1.84592296,3.28005598,2.87021429,2.52523722,0.39932986,0.07770934,0.02635088,0.29679004,0.45064463,0.00000000
-1.83991996,3.31895659,2.88927707,2.54216271,0.40886165,0.07991830,0.02688740,0.29713362,0.46933744,0.00000000
-1.83391696,3.35821025,2.90825044,2.55772848,0.41903625,0.08223508,0.02750106,0.29785487,0.48865215,0.00000000
-1.82791396,3.39719866,2.92725236,2.57191802,0.42960507,0.08461000,0.02816489,0.29884341,0.50825273,0.00000000
-1.82191096,3.43517385,2.94627877,2.58462917,0.44029831,0.08698982,0.02885008,0.29997877,0.52777467,0.00000000
-1.81590795,3.47126512,2.96519244,2.59566776,0.45082996,0.08931857,0.02952687,0.30113211,0.54683283,0.00000000
-1.80990495,3.50449604,2.98372103,2.60474931,0.46090395,0.09153876,0.03016547,0.30216854,0.56503095,0.00000000
-1.80390195,3.53381117,3.00146488,2.61150873,0.47022135,0.09359267,0.03073706,0.30295007,0.58197235,0.00000000
-1.79789895,3.55811153,3.01791401,2.61551768,0.47848825,0.09542393,0.03121469,0.30333909,0.59727159,0.00000000
-1.79189595,3.57629707,3.03247336,2.61630822,0.48542424,0.09697916,0.03157420,0.30320236,0.61056651,0.00000000
-1.78589295,3.58731385,3.04449437,2.61340140,0.49077089,0.09820961,0.03179499,0.30241524,0.62153017,0.00000000
-1.77988994,3.59020313,3.05331110,2.60633872,0.49430006,0.09907288,0.03186068,0.30086605,0.62988208,0.00000000
-1.77388694,3.58414947,3.05827799,2.59471424,0.49582155,0.09953439,0.03175962,0.29846030,0.63539826,0.00000000
-1.76788394,3.56852478,3.05880696,2.57820512,0.49518957,0.09956875,0.03148526,0.29512457,0.63791942,0.00000000
-1.76188094,3.54292543,3.05440107,2.55659840,0.49230795,0.09916076,0.03103621,0.29080984,0.63735697,0.00000000
-1.75587794,3.50720000,3.04468248,2.52981212,0.48713351,0.09830614,0.03041631,0.28549397,0.63369648,0.00000000
-1.74987494,3.46146575,3.02941281,2.49790927,0.47967762,0.09701182,0.02963431,0.27918333,0.62699827,0.00000000
-1.74387194,3.40611255,3.00850450,2.46110349,0.47000569,0.09529585,0.02870352,0.27191325,0.61739521,0.00000000
-1.73786893,3.34179391,2.98202256,2.41975615,0.45823467,0.09318685,0.02764127,0.26374745,0.60508768,0.00000000
-1.73186593,3.26940533,2.95017662,2.37436487,0.44452862,0.09072307,0.02646822,0.25477624,0.59033594,0.00000000
-1.72586293,3.19005124,2.91330413,2.32554423,0.42909262,0.08795112,0.02520759,0.24511372,0.57345042,0.00000000
-1.71985993,3.10500229,2.87184590,2.27399993,0.41216528,0.08492431,0.02388440,0.23489402,0.55478007,0.00000000
-1.71385693,3.01564525,2.82631609,2.22049789,0.39401021,0.08170088,0.02252453,0.22426674,0.53469976,0.00000000
-1.70785393,2.92342848,2.77726866,2.16583039,0.37490692,0.07834192,0.02115398,0.21339179,0.51359697,0.00000000
-1.70185093,2.82980580,2.72526301,2.11078128,0.35514150,0.07490941,0.01979804,0.20243400,0.49185854,0.00000000
-1.69584792,2.73618169,2.67083103,2.05609225,0.33499761,0.07146411,0.01848055,0.19155749,0.46985815,0.00000000
-1.68984492,2.64386076,2.61444806,2.00243219,0.31474806,0.06806373,0.01722331,0.18092032,0.44794489,0.00000000
-1.68384192,2.55400376,2.55650976,1.95037139,0.29464741,0.06476116,0.01604551,0.17066941,0.42643350,0.00000000
-1.67783892,2.46759221,2.49731613,1.90036174,0.27492583,0.06160305,0.01496334,0.16093608,0.40559661,0.00000000
-1.67183592,2.38540299,2.43706397,1.85272400,0.25578444,0.05862860,0.01398970,0.15183235,0.38565913,0.00000000
-1.66583292,2.30799361,2.37584772,1.80764245,0.23739210,0.05586880,0.01313405,0.14344803,0.36679500,0.00000000
-1.65982991,2.23569842,2.31366858,1.76516692,0.21988391,0.05334592,0.01240232,0.13584880,0.34912620,0.00000000
-1.65382691,2.16863509,2.25045094,1.72522179,0.20336108,0.05107340,0.01179699,0.12907525,0.33272389,0.00000000
-1.64782391,2.10672063,2.18606453,1.68762099,0.18789223,0.04905605,0.01131726,0.12314284,0.31761150,0.00000000
