energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.03309390,0.00000001,0.00000000,0.00000000,0.00000012,0.04584870,0.01639816
-5.99399700,0.02754241,0.00000002,0.00000000,0.00000000,0.00000011,0.03815754,0.01364736
-5.98799400,0.02275760,0.00000004,0.00000000,0.00000000,0.00000011,0.03152855,0.01127646
-5.98199100,0.01866904,0.00000006,0.00000000,0.00000000,0.00000011,0.02586414,0.00925055
-5.97598799,0.01520512,0.00000008,0.00000000,0.00000000,0.00000013,0.02106507,0.00753414
-5.96998499,0.01229510,0.00000013,0.00000000,0.00000000,0.00000016,0.01703331,0.00609218
-5.96398199,0.00987079,0.00000019,0.00000000,0.00000000,0.00000022,0.01367440,0.00489087
-5.95797899,0.00786786,0.00000029,0.00000000,0.00000000,0.00000030,0.01089915,0.00389834
-5.95197599,0.00622672,0.00000043,0.00000000,0.00000000,0.00000043,0.00862496,0.00308504
-5.94597299,0.00489310,0.00000063,0.00000000,0.00000000,0.00000062,0.00677658,0.00242408
-5.93996998,0.00381837,0.00000093,0.00000000,0.00000000,0.00000089,0.00528652,0.00189132
-5.93396698,0.00295955,0.00000135,0.00000000,0.00000000,0.00000129,0.00409512,0.00146546
-5.92796398,0.00227924,0.00000194,0.00000000,0.00000000,0.00000186,0.00315035,0.00112791
-5.92196098,0.00174530,0.00000278,0.00000000,0.00000000,0.00000266,0.00240745,0.00086271
-5.91595798,0.00133054,0.00000396,0.00000000,0.00000000,0.00000378,0.00182838,0.00065631
-5.90995498,0.00101225,0.00000559,0.00000000,0.00000000,0.00000533,0.00138125,0.00049737
-5.90395198,0.00077181,0.00000784,0.00000000,0.00000000,0.00000748,0.00103964,0.00037653
-5.89794897,0.00059422,0.00001091,0.00000000,0.00000000,0.00001040,0.00078198,0.00028622
-5.89194597,0.00046769,0.00001508,0.00000000,0.00000000,0.00001438,0.00059093,0.00022039
-5.88594297,0.00038329,0.00002069,0.00000000,0.00000000,0.00001973,0.00045278,0.00017435
-5.87993997,0.00033459,0.00002819,0.00000000,0.00000000,0.00002688,0.00035696,0.00014457
-5.87393697,0.00031738,0.00003813,0.00000000,0.00000000,0.00003635,0.00029556,0.00012857
-5.86793397,0.00032949,0.00005119,0.00000000,0.00000000,0.00004881,0.00026293,0.00012473
-5.86193097,0.00037060,0.00006824,0.00000000,0.00000000,0.00006507,0.00025539,0.00013226
-5.85592796,0.00044210,0.00009032,0.00000000,0.00000000,0.00008613,0.00027095,0.00015106
-5.84992496,0.00054706,0.00011869,0.00000000,0.00000000,0.00011320,0.00030908,0.00018171
-5.84392196,0.00069016,0.00015484,0.00000000,0.00000000,0.00014769,0.00037059,0.00022538
-5.83791896,0.00087770,0.00020055,0.00000000,0.00000000,0.00019132,0.00045747,0.00028387
-5.83191596,0.00111760,0.00025790,0.00000000,0.00000000,0.00024607,0.00057284,0.00035951
-5.82591296,0.00141937,0.00032926,0.00000000,0.00000000,0.00031423,0.00072084,0.00045524
-5.81990995,0.00179414,0.00041735,0.00000000,0.00000001,0.00039841,0.00090658,0.00057450
-5.81390695,0.00225464,0.00052521,0.00000000,0.00000001,0.00050153,0.00113609,0.00072128
-5.80790395,0.00281505,0.00065620,0.00000000,0.00000001,0.00062686,0.00141623,0.00090004
-5.80190095,0.00349096,0.00081399,0.00000000,0.00000001,0.00077795,0.00175459,0.00111571
-5.79589795,0.00429912,0.00100248,0.00000000,0.00000002,0.00095862,0.00215939,0.00137357
-5.78989495,0.00525718,0.00122576,0.00000000,0.00000003,0.00117291,0.00263927,0.00167919
-5.78389195,0.00638332,0.00148804,0.00000000,0.00000004,0.00142501,0.00320314,0.00203828
-5.77788894,0.00769583,0.00179350,0.00000000,0.00000006,0.00171918,0.00385989,0.00245654
-5.77188594,0.00921253,0.00214618,0.00000000,0.00000008,0.00205962,0.00461810,0.00293952
-5.76588294,0.01095019,0.00254985,0.00000000,0.00000011,0.00245040,0.00548571,0.00349235
-5.75987994,0.01292385,0.00300779,0.00000000,0.00000015,0.00289530,0.00646962,0.00411951
-5.75387694,0.01514605,0.00352265,0.00000000,0.00000021,0.00339768,0.00757527,0.00482463
-5.74787394,0.01762616,0.00409621,0.00000000,0.00000029,0.00396040,0.00880624,0.00561015
-5.74187094,0.02036963,0.00472926,0.00000000,0.00000040,0.00458563,0.01016379,0.00647714
-5.73586793,0.02337734,0.00542134,0.00000000,0.00000055,0.00527488,0.01164644,0.00742498
-5.72986493,0.02664512,0.00617065,0.00000000,0.00000075,0.00602882,0.01324964,0.00845120
-5.72386193,0.03016337,0.00697390,0.00000000,0.00000102,0.00684740,0.01496540,0.00955130
-5.71785893,0.03391691,0.00782621,0.00000000,0.00000138,0.00772983,0.01678216,0.01071861
-5.71185593,0.03788511,0.00872115,0.00000000,0.00000185,0.00867476,0.01868459,0.01194432
-5.70585293,0.04204235,0.00965072,0.00000000,0.00000246,0.00968045,0.02065371,0.01321752
-5.69984992,0.04635875,0.01060550,0.00000000,0.00000327,0.01074510,0.02266697,0.01452534
-5.69384692,0.05080130,0.01157486,0.00000000,0.00000430,0.01186718,0.02469868,0.01585329
-5.68784392,0.05533528,0.01254724,0.00000000,0.00000563,0.01304591,0.02672044,0.01718561
-5.68184092,0.05992609,0.01351048,0.00000000,0.00000733,0.01428176,0.02870181,0.01850580
-5.67583792,0.06454128,0.01445231,0.00000000,0.00000948,0.01557703,0.03061112,0.01979722
-5.66983492,0.06915281,0.01536082,0.00000000,0.00001219,0.01693640,0.03241638,0.02104383
-5.66383192,0.07373953,0.01622505,0.00000000,0.00001559,0.01836758,0.03408632,0.02223093
-5.65782891,0.07828963,0.01703556,0.00000000,0.00001981,0.01988180,0.03559146,0.02334609
-5.65182591,0.08280303,0.01778507,0.00000000,0.00002502,0.02149433,0.03690522,0.02437992
-5.64582291,0.08729369,0.01846909,0.00000000,0.00003143,0.02322484,0.03800502,0.02532709
-5.63981991,0.09179150,0.01908650,0.00000000,0.00003926,0.02509763,0.03887333,0.02618708
-5.63381691,0.09634390,0.01964015,0.00000000,0.00004875,0.02714166,0.03949861,0.02696509
-5.62781391,0.10101694,0.02013732,0.00000000,0.00006022,0.02939044,0.03987610,0.02767274
-5.62181091,0.10589579,0.02059021,0.00000000,0.00007397,0.03188157,0.04000850,0.02832875
-5.61580790,0.11108466,0.02101623,0.00000000,0.00009038,0.03465616,0.03990642,0.02895945
-5.60980490,0.11670601,0.02143827,0.00000000,0.00010986,0.03775794,0.03958865,0.02959919
-5.60380190,0.12289914,0.02188480,0.00000000,0.00013286,0.04123217,0.03908222,0.03029054
-5.59779890,0.12981814,0.02238992,0.00000000,0.00015987,0.04512433,0.03842226,0.03108440
-5.59179590,0.13762924,0.02299317,0.00000000,0.00019144,0.04947867,0.03765167,0.03203983
-5.58579290,0.14650766,0.02373932,0.00000000,0.00022813,0.05433664,0.03682055,0.03322374
-5.57978989,0.15663401,0.02467792,0.00000000,0.00027057,0.05973525,0.03598556,0.03471033
-5.57378689,0.16819030,0.02586277,0.00000000,0.00031943,0.06570546,0.03520903,0.03658032
-5.56778389,0.18135580,0.02735120,0.00000000,0.00037540,0.07227066,0.03455798,0.03891991
-5.56178089,0.19630257,0.02920315,0.00000000,0.00043919,0.07944527,0.03410299,0.04181949
-5.55577789,0.21319105,0.03148015,0.00000000,0.00051155,0.08723352,0.03391698,0.04537200
-5.54977489,0.23216549,0.03424402,0.00000000,0.00059320,0.09562856,0.03407384,0.04967111
-5.54377189,0.25334945,0.03755545,0.00000000,0.00068487,0.10461176,0.03464702,0.05480894
-5.53776888,0.27684133,0.04147238,0.00000000,0.00078726,0.11415241,0.03570790,0.06087357
-5.53176588,0.30270999,0.04604815,0.00000000,0.00090099,0.12420768,0.03732417,0.06794622
-5.52576288,0.33099039,0.05132954,0.00000000,0.00102662,0.13472290,0.03955806,0.07609818
-5.51975988,0.36167944,0.05735465,0.00000000,0.00116458,0.14563211,0.04246448,0.08538747
-5.51375688,0.39473194,0.06415071,0.00000000,0.00131515,0.15685889,0.04608913,0.09585546
-5.50775388,0.43005683,0.07173184,0.00000000,0.00147844,0.16831733,0.05046655,0.10752337
-5.50175088,0.46751375,0.08009694,0.00000000,0.00165433,0.17991318,0.05561820,0.12038892
-5.49574787,0.50691007,0.08922760,0.00000000,0.00184244,0.19154511,0.06155065,0.13442321
-5.48974487,0.54799864,0.09908646,0.00000000,0.00204213,0.20310597,0.06825391,0.14956803
-5.48374187,0.59047646,0.10961576,0.00000000,0.00225242,0.21448413,0.07569996,0.16573377
-5.47773887,0.63398442,0.12073652,0.00000000,0.00247199,0.22556481,0.08384174,0.18279809
-5.47173587,0.67810855,0.13234822,0.00000000,0.00269918,0.23623138,0.09261248,0.20060559
-5.46573287,0.72238286,0.14432931,0.00000000,0.00293198,0.24636668,0.10192562,0.21896852
-5.45972986,0.76629412,0.15653836,0.00000000,0.00316803,0.25585439,0.11167529,0.23766882
-5.45372686,0.80928867,0.16881614,0.00000000,0.00340468,0.26458038,0.12173757,0.25646129
-5.44772386,0.85078132,0.18098849,0.00000000,0.00363898,0.27243422,0.13197239,0.27507816
-5.44172086,0.89016642,0.19286999,0.00000000,0.00386777,0.27931072,0.14222614,0.29323486
-5.43571786,0.92683086,0.20426835,0.00000000,0.00408775,0.28511164,0.15233506,0.31063688
-5.42971486,0.96016872,0.21498944,0.00000000,0.00429553,0.28974751,0.16212916,0.32698751
-5.42371186,0.98959715,0.22484269,0.00000000,0.00448778,0.29313952,0.17143668,0.34199626
-5.41770885,1.01457310,0.23364675,0.00000000,0.00466124,0.29522150,0.18008889,0.35538753
-5.41170585,1.03460993,0.24123515,0.00000000,0.00481293,0.29594194,0.18792509,0.36690929
-5.40570285,1.04929355,0.24746167,0.00000000,0.00494016,0.29526584,0.19479750,0.37634132
-5.39969985,1.05829711,0.25220529,0.00000000,0.00504066,0.29317650,0.20057602,0.38350260
-5.39369685,1.06139351,0.25537433,0.00000000,0.00511267,0.28967698,0.20515245,0.38825762
-5.38769385,1.05846529,0.25690968,0.00000000,0.00515498,0.28479116,0.20844401,0.39052111
-5.38169085,1.04951095,0.25678696,0.00000000,0.00516702,0.27856438,0.21039612,0.39026118
-5.37568784,1.03464771,0.25501737,0.00000000,0.00514883,0.27106351,0.21098411,0.38750041
-5.36968484,1.01411008,0.25164738,0.00000000,0.00510113,0.26237643,0.21021390,0.38231512
-5.36368184,0.98824447,0.24675703,0.00000000,0.00502526,0.25261085,0.20812152,0.37483257
-5.35767884,0.95749989,0.24045710,0.00000000,0.00492313,0.24189254,0.20477161,0.36522646
-5.35167584,0.92241517,0.23288522,0.00000000,0.00479720,0.23036300,0.20025479,0.35371070
-5.34567284,0.88360321,0.22420103,0.00000000,0.00465034,0.21817664,0.19468425,0.34053197
-5.33966983,0.84173297,0.21458077,0.00000000,0.00448580,0.20549755,0.18819148,0.32596124
-5.33366683,0.79751016,0.20421141,0.00000000,0.00430706,0.19249609,0.18092161,0.31028478
-5.32766383,0.75165730,0.19328467,0.00000000,0.00411772,0.17934540,0.17302834,0.29379502
-5.32166083,0.70489417,0.18199116,0.00000000,0.00392143,0.16621786,0.16466888,0.27678157
-5.31565783,0.65791952,0.17051493,0.00000000,0.00372174,0.15328197,0.15599907,0.25952304
-5.30965483,0.61139467,0.15902860,0.00000000,0.00352206,0.14069935,0.14716881,0.24227967
-5.30365183,0.56592970,0.14768926,0.00000000,0.00332554,0.12862239,0.13831813,0.22528731
-5.29764882,0.52207270,0.13663532,0.00000000,0.00313502,0.11719231,0.12957394,0.20875268
-5.29164582,0.48030218,0.12598428,0.00000000,0.00295301,0.10653784,0.12104759,0.19285030
-5.28564282,0.44102298,0.11583157,0.00000000,0.00278164,0.09677444,0.11283329,0.17772086
-5.27963982,0.40456521,0.10625033,0.00000000,0.00262266,0.08800412,0.10500737,0.16347112
-5.27363682,0.37118630,0.09729203,0.00000000,0.00247747,0.08031564,0.09762839,0.15017512
-5.26763382,0.34107544,0.08898804,0.00000000,0.00234711,0.07378514,0.09073795,0.13787666
-5.26163082,0.31436010,0.08135161,0.00000000,0.00223232,0.06847699,0.08436212,0.12659262
-5.25562781,0.29111380,0.07438056,0.00000000,0.00213360,0.06444471,0.07851332,0.11631703
-5.24962481,0.27136479,0.06806009,0.00000000,0.00205118,0.06173201,0.07319261,0.10702560
-5.24362181,0.25510481,0.06236584,0.00000000,0.00198515,0.06037350,0.06839204,0.09868037
-5.23761881,0.24229740,0.05726693,0.00000000,0.00193543,0.06039531,0.06409710,0.09123435
-5.23161581,0.23288544,0.05272881,0.00000000,0.00190184,0.06181524,0.06028910,0.08463584
-5.22561281,0.22679741,0.04871584,0.00000000,0.00188412,0.06464266,0.05694720,0.07883238
-5.21960980,0.22395205,0.04519361,0.00000000,0.00188191,0.06887786,0.05405032,0.07377408
-5.21360680,0.22426158,0.04213071,0.00000000,0.00189478,0.07451111,0.05157856,0.06941628
-5.20760380,0.22763317,0.03950020,0.00000000,0.00192222,0.08152137,0.04951432,0.06572165
-5.20160080,0.23396890,0.03728050,0.00000000,0.00196360,0.08987472,0.04784296,0.06266139
-5.19559780,0.24316453,0.03545594,0.00000000,0.00201817,0.09952272,0.04655319,0.06021596
-5.18959480,0.25510722,0.03401687,0.00000000,0.00208502,0.11040077,0.04563702,0.05837506
-5.18359180,0.26967252,0.03295939,0.00000000,0.00216307,0.12242666,0.04508950,0.05713716
-5.17758879,0.28672125,0.03228485,0.00000000,0.00225104,0.13549943,0.04490823,0.05650853
-5.17158579,0.30609629,0.03199899,0.00000000,0.00234740,0.14949873,0.04509268,0.05650193
-5.16558279,0.32761995,0.03211102,0.00000000,0.00245042,0.16428479,0.04564341,0.05713504
-5.15957979,0.35109197,0.03263246,0.00000000,0.00255815,0.17969907,0.04656131,0.05842866
-5.15357679,0.37628853,0.03357601,0.00000000,0.00266842,0.19556576,0.04784674,0.06040490
-5.14757379,0.40296236,0.03495430,0.00000000,0.00277888,0.21169398,0.04949876,0.06308520
-5.14157079,0.43084402,0.03677872,0.00000000,0.00288707,0.22788078,0.05151446,0.06648848
-5.13556778,0.45964437,0.03905825,0.00000000,0.00299044,0.24391490,0.05388833,0.07062932
-5.12956478,0.48905816,0.04179849,0.00000000,0.00308642,0.25958101,0.05661175,0.07551628
-5.12356178,0.51876843,0.04500064,0.00000000,0.00317252,0.27466444,0.05967258,0.08115034
-5.11755878,0.54845184,0.04866079,0.00000000,0.00324638,0.28895612,0.06305490,0.08752360
-5.11155578,0.57778432,0.05276930,0.00000000,0.00330587,0.30225763,0.06673881,0.09461822
-5.10555278,0.60644714,0.05731040,0.00000000,0.00334917,0.31438602,0.07070039,0.10240562
-5.09954977,0.63413299,0.06226201,0.00000000,0.00337479,0.32517834,0.07491183,0.11084604
-5.09354677,0.66055187,0.06759580,0.00000000,0.00338172,0.33449563,0.07934157,0.11988851
-5.08754377,0.68543675,0.07327755,0.00000000,0.00336942,0.34222628,0.08395474,0.12947116
-5.08154077,0.70854876,0.07926767,0.00000000,0.00333787,0.34828856,0.08871364,0.13952203
-5.07553777,0.72968194,0.08552213,0.00000000,0.00328762,0.35263249,0.09357845,0.14996032
-5.06953477,0.74866742,0.09199351,0.00000000,0.00321979,0.35524074,0.09850808,0.16069807
-5.06353177,0.76537715,0.09863231,0.00000000,0.00313607,0.35612883,0.10346116,0.17164231
-5.05752876,0.77972720,0.10538849,0.00000000,0.00303870,0.35534470,0.10839727,0.18269752
-5.05152576,0.79168058,0.11221306,0.00000000,0.00293050,0.35296756,0.11327819,0.19376844
-5.04552276,0.80124972,0.11905974,0.00000000,0.00281479,0.34910646,0.11806929,0.20476300
-5.03951976,0.80849856,0.12588663,0.00000000,0.00269540,0.34389842,0.12274093,0.21559532
-5.03351676,0.81354432,0.13265768,0.00000000,0.00257666,0.33750646,0.12726985,0.22618865
-5.02751376,0.81655875,0.13934400,0.00000000,0.00246333,0.33011756,0.13164045,0.23647796
-5.02151076,0.81776882,0.14592482,0.00000000,0.00236063,0.32194063,0.13584583,0.24641214
-5.01550775,0.81745676,0.15238807,0.00000000,0.00227421,0.31320458,0.13988868,0.25595566
-5.00950475,0.81595912,0.15873055,0.00000000,0.00221014,0.30415644,0.14378170,0.26508942
-5.00350175,0.81366480,0.16495749,0.00000000,0.00217492,0.29505953,0.14754768,0.27381089
-4.99749875,0.81101165,0.17108177,0.00000000,0.00217545,0.28619160,0.15121917,0.28213333
-4.99149575,0.80848165,0.17712244,0.00000000,0.00221903,0.27784279,0.15483754,0.29008416
-4.98549275,0.80659432,0.18310300,0.00000000,0.00231337,0.27031327,0.15845173,0.29770257
-4.97948974,0.80589836,0.18904921,0.00000000,0.00246648,0.26391043,0.16211640,0.30503630
-4.97348674,0.80696145,0.19498670,0.00000000,0.00268671,0.25894550,0.16588975,0.31213806
-4.96748374,0.81035821,0.20093840,0.00000000,0.00298256,0.25572931,0.16983104,0.31906143
-4.96148074,0.81665652,0.20692215,0.00000000,0.00336263,0.25456727,0.17399782,0.32585674
-4.95547774,0.82640241,0.21294834,0.00000000,0.00383541,0.25575341,0.17844310,0.33256704
-4.94947474,0.84010383,0.21901797,0.00000000,0.00440908,0.25956350,0.18321260,0.33922445
-4.94347174,0.85821377,0.22512118,0.00000000,0.00509129,0.26624729,0.18834204,0.34584708
-4.93746873,0.88111315,0.23123629,0.00000000,0.00588879,0.27602015,0.19385486,0.35243675
-4.93146573,0.90909422,0.23732952,0.00000000,0.00680719,0.28905419,0.19976025,0.35897764
-4.92546273,0.94234491,0.24335537,0.00000000,0.00785052,0.30546927,0.20605178,0.36543594
-4.91945973,0.98093501,0.24925769,0.00000000,0.00902093,0.32532425,0.21270661,0.37176058
-4.91345673,1.02480466,0.25497135,0.00000000,0.01031826,0.34860898,0.21968535,0.37788494
-4.90745373,1.07375597,0.26042444,0.00000000,0.01173976,0.37523743,0.22693266,0.38372952
-4.90145073,1.12744840,0.26554094,0.00000000,0.01327971,0.40504251,0.23437852,0.38920541
-4.89544772,1.18539833,0.27024369,0.00000000,0.01492926,0.43777304,0.24194025,0.39421830
