energy_ev,total_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.84392196,4.16537099,0.62279386,0.23147710,0.65558008,2.01281852,0.04128246,0.07073634,0.02225515,1.02893030
-5.83791896,4.25898788,0.63779107,0.23654084,0.67515851,2.04929424,0.04316028,0.07252230,0.02318024,1.05588903
-5.83191596,4.34495516,0.65119310,0.24187194,0.69375666,2.08145195,0.04509569,0.07416610,0.02418351,1.08098067
-5.82591296,4.42360508,0.66304199,0.24759400,0.71136152,2.10946443,0.04710022,0.07566109,0.02526183,1.10427090
-5.81990995,4.49540838,0.67340899,0.25384243,0.72796296,2.13356629,0.04918945,0.07700007,0.02641108,1.12586666
-5.81390695,4.56093179,0.68238838,0.26075810,0.74354934,2.15403259,0.05138205,0.07817504,0.02762593,1.14590674
-5.80790395,4.62079445,0.69009062,0.26848070,0.75810344,2.17115770,0.05369853,0.07917699,0.02889973,1.16455150
-5.80190095,4.67562578,0.69663498,0.27714192,0.77159938,2.18523556,0.05615981,0.07999593,0.03022445,1.18197228
-5.79589795,4.72602698,0.70214230,0.28685894,0.78400035,2.19654264,0.05878565,0.08062106,0.03159086,1.19834113
-5.78989495,4.77253844,0.70672801,0.29772839,0.79525766,2.20532436,0.06159309,0.08104109,0.03298879,1.21382133
-5.78389195,4.81561487,0.71049589,0.30982122,0.80531094,2.21178584,0.06459480,0.08124470,0.03440754,1.22855920
-5.77788894,4.85560960,0.71353304,0.32317871,0.81408965,2.21608757,0.06779770,0.08122122,0.03583650,1.24267789
-5.77188594,4.89276912,0.71590603,0.33780991,0.82151578,2.21834609,0.07120161,0.08096123,0.03726577,1.25627324
-5.76588294,4.92723827,0.71765878,0.35369076,0.82750767,2.21863973,0.07479829,0.08045741,0.03868701,1.26941230
-5.75987994,4.95907615,0.71881210,0.37076486,0.83198478,2.21701914,0.07857080,0.07970522,0.04009421,1.28213448
-5.75387694,4.98828193,0.71936508,0.38894621,0.83487322,2.21352178,0.08249325,0.07870364,0.04148462,1.29445553
-5.74787394,5.01482948,0.71929814,0.40812372,0.83611170,2.20818980,0.08653105,0.07745577,0.04285953,1.30637416
-5.74187094,5.03870912,0.71857789,0.42816737,0.83565787,2.20108990,0.09064159,0.07596938,0.04422509,1.31788107
-5.73586793,5.05997418,0.71716334,0.44893594,0.83349448,2.19233427,0.09477546,0.07425719,0.04559290,1.32897009
-5.72986493,5.07879003,0.71501336,0.47028584,0.82963537,2.18210108,0.09887806,0.07233707,0.04698059,1.33965075
-5.72386193,5.09548261,0.71209506,0.49208081,0.82413088,2.17065320,0.10289164,0.07023197,0.04841204,1.34996183
-5.71785893,5.11058374,0.70839258,0.51420185,0.81707247,2.15835401,0.10675766,0.06796971,0.04991748,1.35998500
-5.71185593,5.12487016,0.70391608,0.53655703,0.80859636,2.14567892,0.11041937,0.06558254,0.05153324,1.36985791
-5.70585293,5.13939369,0.69871033,0.55909052,0.79888600,2.13322183,0.11382453,0.06310657,0.05330133,1.37978574
-5.69984992,5.15549996,0.69286255,0.58179037,0.78817317,2.12169559,0.11692804,0.06058096,0.05526860,1.39005057
-5.69384692,5.17483378,0.68650903,0.60469445,0.77673760,2.11192613,0.11969452,0.05804713,0.05748570,1.40101769
-5.68784392,5.19932949,0.67984018,0.62789416,0.76490505,2.10484000,0.12210054,0.05554777,0.06000575,1.41313829
-5.68184092,5.23118565,0.67310367,0.65153545,0.75304370,2.10144552,0.12413651,0.05312582,0.06288277,1.42694791
-5.67583792,5.27282364,0.66660522,0.67581699,0.74155889,2.10280796,0.12580800,0.05082350,0.06616993,1.44306029
-5.66983492,5.32683080,0.66070702,0.70098525,0.73088630,2.11001956,0.12713654,0.04868132,0.06991761,1.46215656
-5.66383192,5.39588938,0.65582348,0.72732660,0.72148339,2.12416526,0.12815973,0.04673709,0.07417142,1.48496957
-5.65782891,5.48269311,0.65241425,0.75515654,0.71381952,2.14628551,0.12893065,0.04502510,0.07897021,1.51226389
-5.65182591,5.58985399,0.65097466,0.78480639,0.70836474,2.17733735,0.12951663,0.04357531,0.08434412,1.54481173
-5.64582291,5.71980236,0.65202353,0.81660800,0.70557736,2.21815534,0.12999730,0.04241274,0.09031279,1.58336554
-5.63981991,5.87468373,0.65608877,0.85087689,0.70589091,2.26941372,0.13046212,0.04155686,0.09688375,1.62862819
-5.63381691,6.05625599,0.66369092,0.88789472,0.70970043,2.33159131,0.13100731,0.04102122,0.10405115,1.68122169
-5.62781391,6.26579110,0.67532520,0.92789165,0.71734870,2.40494048,0.13173240,0.04081314,0.11179480,1.74165557
-5.62181091,6.50398486,0.69144250,0.97102953,0.72911272,2.48946135,0.13273653,0.04093356,0.12007963,1.81029626
-5.61580790,6.77087871,0.71242999,1.01738659,0.74519093,2.58488242,0.13411460,0.04137697,0.12885553,1.88733860
-5.60980490,7.06579671,0.73859189,1.06694439,0.76569156,2.69064826,0.13595332,0.04213150,0.13805774,1.97278065
-5.60380190,7.38730087,0.77013130,1.11957767,0.79062266,2.80591505,0.13832758,0.04317913,0.14760760,2.06640316
-5.59779890,7.73316709,0.80713367,1.17504764,0.81988419,2.92955427,0.14129697,0.04449594,0.15741380,2.16775450
-5.59179590,8.10038375,0.84955276,1.23299899,0.85326266,3.06016458,0.14490275,0.04605256,0.16737399,2.27614212
-5.58579290,8.48517367,0.89719974,1.29296109,0.89042866,3.19609193,0.14916542,0.04781466,0.17737678,2.39063104
-5.57978989,8.88304027,0.94973616,1.35435307,0.93093758,3.33545739,0.15408287,0.04974359,0.18730402,2.51004999
-5.57378689,9.28883710,1.00667131,1.41649308,0.97423387,3.47619217,0.15962923,0.05179703,0.19703324,2.63300527
-5.56778389,9.69685976,1.06736446,1.47861116,1.01965868,3.61607907,0.16575455,0.05392983,0.20644031,2.75790236
-5.56178089,10.10095820,1.13103214,1.53986544,1.06646127,3.75279921,0.17238526,0.05609490,0.21540206,2.88297480
-5.55577789,10.49466668,1.19676072,1.59936114,1.11381368,3.88398307,0.17942539,0.05824416,0.22379890,3.00631990
-5.54977489,10.87134800,1.26352404,1.65617176,1.16082862,4.00726427,0.18675861,0.06032956,0.23151731,3.12594018
-5.54377189,11.22434807,1.33020585,1.70936163,1.20658011,4.12033486,0.19425101,0.06230419,0.23845215,3.23978963
-5.53776888,11.54715636,1.39562639,1.75800927,1.25012629,4.22100034,0.20175446,0.06412339,0.24450868,3.34582326
-5.53176588,11.83356751,1.45857248,1.80123069,1.29053370,4.30723305,0.20911058,0.06574584,0.24960431,3.44204856
-5.52576288,12.07783901,1.51782999,1.83820185,1.32690241,4.37722213,0.21615509,0.06713471,0.25367002,3.52657714
-5.51975988,12.27484002,1.57221771,1.86817974,1.35839097,4.42941861,0.22272247,0.06825868,0.25665140,3.59767495
-5.51375688,12.42018643,1.62062133,1.89052128,1.38424041,4.46257421,0.22865072,0.06909294,0.25850938,3.65380934
-5.50775388,12.51035771,1.66202627,1.90469962,1.40379639,4.47577249,0.23378608,0.06962002,0.25922054,3.69369130
-5.50175088,12.54279157,1.69554796,1.91031729,1.41652858,4.46845142,0.23798758,0.06983050,0.25877717,3.71631150
-5.49574787,12.51595309,1.72045864,1.90711589,1.42204666,4.44041648,0.24113122,0.06972355,0.25718693,3.72096874
-5.48974487,12.42937604,1.73620930,1.89498213,1.42011214,4.39184397,0.24311357,0.06930722,0.25447235,3.70728987
-5.48374187,12.28367486,1.74244602,1.87395003,1.41064559,4.32327436,0.24385483,0.06859853,0.25066996,3.67524044
-5.47773887,12.08052697,1.73902019,1.84419937,1.39372894,4.23559583,0.24330105,0.06762331,0.24582933,3.62512564
-5.47173587,11.82262612,1.72599190,1.80605044,1.36960275,4.13001892,0.24142560,0.06641573,0.24001185,3.55758172
-5.46573287,11.51360847,1.70362675,1.75995536,1.33865859,4.00804282,0.23822968,0.06501768,0.23328940,3.47355799
-5.45972986,11.15795416,1.67238609,1.70648632,1.30142671,3.87141486,0.23374199,0.06347775,0.22574295,3.37429027
-5.45372686,10.76086800,1.63291115,1.64632108,1.25855962,3.72208452,0.22801758,0.06185010,0.21746102,3.26126682
-5.44772386,10.32814339,1.58600193,1.58022634,1.21081209,3.56215355,0.22113579,0.06019309,0.20853813,3.13618785
-5.44172086,9.86601431,1.53259151,1.50903935,1.15901850,3.39382398,0.21319759,0.05856766,0.19907319,3.00092031
-5.43571786,9.38100043,1.47371717,1.43364848,1.10406829,3.21934568,0.20432228,0.05703570,0.18916788,2.85744937
-5.42971486,8.87975017,1.41048912,1.35497329,1.04688051,3.04096514,0.19464371,0.05565823,0.17892511,2.70782841
-5.42371186,8.36888695,1.34405831,1.27394461,0.98837828,2.86087694,0.18430634,0.05449357,0.16844738,2.55412910
-5.41770885,7.85486282,1.27558435,1.19148536,0.92946430,2.68117925,0.17346095,0.05359560,0.15783535,2.39839308
-5.41170585,7.34382376,1.20620465,1.10849241,0.87099787,2.50383434,0.16226061,0.05301195,0.14718636,2.24258683
-5.40570285,6.84148988,1.13700570,1.02582012,0.81377450,2.33063511,0.15085662,0.05278249,0.13659316,2.08856080
-5.39969985,6.35305338,1.06899745,0.94426587,0.75850845,2.16317794,0.13939489,0.05293791,0.12614264,1.93801391
-5.39369685,5.88309598,1.00309130,0.86455787,0.70581876,2.00284235,0.12801269,0.05349855,0.11591483,1.79246418
-5.38769385,5.43552723,0.94008223,0.78734554,0.65621896,1.85077737,0.11683589,0.05447358,0.10598197,1.65322587
-5.38169085,5.01354399,0.88063543,0.71319252,0.61011081,1.70789461,0.10597681,0.05586052,0.09640780,1.52139361
-5.37568784,4.61961102,0.82527743,0.64257230,0.56778178,1.57486755,0.09553261,0.05764506,0.08724707,1.39783335
-5.36968484,4.25546179,0.77439183,0.57586664,0.52940634,1.45213674,0.08558434,0.05980145,0.07854517,1.28317995
-5.36368184,3.92211828,0.72821939,0.51336625,0.49505077,1.33992015,0.07619653,0.06229314,0.07033805,1.17784123
-5.35767884,3.61992806,0.68686226,0.45527398,0.46468106,1.23822829,0.06741730,0.06507399,0.06265229,1.08200758
-5.35167584,3.34861659,0.65029192,0.40170986,0.43817351,1.14688313,0.05927902,0.06808983,0.05550539,0.99566686
-5.34567284,3.10735259,0.61836045,0.35271789,0.41532757,1.06554041,0.05179931,0.07128042,0.04890622,0.91862357
-5.33966983,2.89482378,0.59081455,0.30827420,0.39588034,0.99371440,0.04498234,0.07458176,0.04285561,0.85052158
-5.33366683,2.70932067,0.56731179,0.26829615,0.37952222,0.93080454,0.03882046,0.07792872,0.03734717,0.79086950
-5.32766383,2.54882547,0.54743863,0.23265210,0.36591307,0.87612315,0.03329586,0.08125776,0.03236804,0.73906795
-5.32166083,2.41110373,0.53072936,0.20117137,0.35469841,0.82892358,0.02838242,0.08450991,0.02789990,0.69443765
-5.31565783,2.29379573,0.51668561,0.17365415,0.34552516,0.78842803,0.02404747,0.08763358,0.02391988,0.65624773
-5.30965483,2.19450529,0.50479573,0.14988108,0.33805622,0.75385440,0.02025352,0.09058743,0.02040161,0.62374318
-5.30365183,2.11088335,0.49455339,0.12962205,0.33198379,0.72444141,0.01695990,0.09334285,0.01731609,0.59617092
-5.29764882,2.04070406,0.48547508,0.11264422,0.32704067,0.69947147,0.01412422,0.09588617,0.01463270,0.57280367
-5.29164582,1.98193136,0.47711571,0.09871894,0.32300945,0.67829059,0.01170367,0.09822039,0.01232001,0.55296102
-5.28564282,1.93277412,0.46908214,0.08762746,0.31972930,0.66032479,0.00965611,0.10036634,0.01034657,0.53602724
-5.27963982,1.89172857,0.46104415,0.07916537,0.31710004,0.64509271,0.00794099,0.10236315,0.00868155,0.52146536
-5.27363682,1.85760679,0.45274255,0.07314576,0.31508359,0.63221390,0.00652004,0.10426806,0.00729537,0.50882735
-5.26763382,1.82955090,0.44399433,0.06940100,0.31370262,0.62141273,0.00535782,0.10615543,0.00616009,0.49776011
-5.26163082,1.80703267,0.43469469,0.06778335,0.31303664,0.61251783,0.00442209,0.10811496,0.00524978,0.48800735
-5.25562781,1.78983907,0.42481612,0.06816434,0.31321556,0.60545709,0.00368398,0.11024928,0.00454076,0.47940752
-5.24962481,1.77804469,0.41440454,0.07043314,0.31441098,0.60024864,0.00311811,0.11267071,0.00401176,0.47188797
-5.24362181,1.77197253,0.40357280,0.07449407,0.31682570,0.59698818,0.00270255,0.11549749,0.00364388,0.46545577
-5.23761881,1.77214486,0.39249190,0.08026333,0.32068161,0.59583316,0.00241873,0.11884953,0.00342065,0.46018574
-5.23161581,1.77922668,0.38138043,0.08766533,0.32620664,0.59698476,0.00225124,0.12284383,0.00332789,0.45620627
-5.22561281,1.79396420,0.37049255,0.09662866,0.33362109,0.60066825,0.00218765,0.12758962,0.00335356,0.45368359
-5.21960980,1.81712111,0.36010516,0.10708203,0.34312401,0.60711278,0.00221823,0.13318367,0.00348758,0.45280524
-5.21360680,1.84941563,0.35050475,0.11895035,0.35488011,0.61653152,0.00233571,0.13970566,0.00372163,0.45376350
-5.20760380,1.89146099,0.34197454,0.13215118,0.36900771,0.62910295,0.00253496,0.14721399,0.00404896,0.45673949
-5.20160080,1.94371217,0.33478226,0.14659177,0.38556832,0.64495426,0.00281277,0.15574221,0.00446413,0.46188859
-5.19559780,2.00642102,0.32916914,0.16216681,0.40455820,0.66414756,0.00316754,0.16529610,0.00496287,0.46932788
-5.18959480,2.07960190,0.32534046,0.17875704,0.42590246,0.68666954,0.00359903,0.17585176,0.00554190,0.47912589
-5.18359180,2.16300911,0.32345791,0.19622882,0.44945175,0.71242493,0.00410809,0.18735462,0.00619876,0.49129535
-5.17758879,2.25612709,0.32363395,0.21443471,0.47498197,0.74123412,0.00469642,0.19971958,0.00693177,0.50578884
-5.17158579,2.35817350,0.32592839,0.23321501,0.50219699,0.77283491,0.00536629,0.21283225,0.00773988,0.52249760
-5.16558279,2.46811475,0.33034695,0.25240019,0.53073431,0.80688816,0.00612032,0.22655132,0.00862268,0.54125344
-5.15957979,2.58469303,0.33684202,0.27181416,0.56017351,0.84298708,0.00696122,0.24071188,0.00958038,0.56183339
-5.15357679,2.70646315,0.34531510,0.29127809,0.59004723,0.88066948,0.00789151,0.25512976,0.01061378,0.58396680
-5.14757379,2.83183707,0.35562101,0.31061470,0.61985416,0.91943229,0.00891329,0.26960651,0.01172428,0.60734450
-5.14157079,2.95913374,0.36757329,0.32965258,0.64907361,0.95874758,0.01002791,0.28393495,0.01291388,0.63162931
-5.13556778,3.08663148,0.38095071,0.34823060,0.67718110,0.99807917,0.01123576,0.29790511,0.01418517,0.65646737
-5.12956478,3.21262022,0.39550436,0.36620178,0.70366410,1.03689886,0.01253593,0.31131010,0.01554121,0.68149964
-5.12356178,3.33545089,0.41096506,0.38343670,0.72803756,1.07470154,0.01392596,0.32395189,0.01698547,0.70637302
-5.11755878,3.45357955,0.42705085,0.39982603,0.74985832,1.11101842,0.01540158,0.33564661,0.01852163,0.73075041
-5.11155578,3.56560432,0.44347419,0.41528223,0.76873791,1.14542766,0.01695645,0.34622924,0.02015336,0.75431938
-5.10555278,3.67029350,0.45994870,0.42974010,0.78435322,1.17756211,0.01858199,0.35555740,0.02188397,0.77679894
-5.09954977,3.76660413,0.47619524,0.44315638,0.79645461,1.20711389,0.02026718,0.36351423,0.02371609,0.79794441
-5.09354677,3.85369051,0.49194738,0.45550827,0.80487109,1.23383575,0.02199854,0.37001026,0.02565118,0.81755001
-5.08754377,3.93090340,0.50695595,0.46679115,0.80951266,1.25753945,0.02376006,0.37498407,0.02768910,0.83544951
-5.08154077,3.99778046,0.52099300,0.47701556,0.81036954,1.27809154,0.02553334,0.37840211,0.02982758,0.85151495
-5.07553777,4.05402988,0.53385497,0.48620367,0.80750878,1.29540717,0.02729773,0.38025743,0.03206171,0.86565379
-5.06953477,4.09950863,0.54536525,0.49438560,0.80106817,1.30944230,0.02903066,0.38056766,0.03438350,0.87780495
-5.06353177,4.13419780,0.55537628,0.50159577,0.79124826,1.32018548,0.03070802,0.37937245,0.03678145,0.88793397
-5.05752876,4.15817692,0.56377109,0.50786953,0.77830270,1.32764944,0.03230467,0.37673030,0.03924026,0.89602805
-5.05152576,4.17159951,0.57046461,0.51324034,0.76252749,1.33186350,0.03379500,0.37271536,0.04174063,0.90209116
-5.04552276,4.17467155,0.57540447,0.51773767,0.74424986,1.33286726,0.03515364,0.36741402,0.04425929,0.90613967
-5.03951976,4.16763439,0.57857160,0.52138577,0.72381704,1.33070588,0.03635614,0.36092183,0.04676910,0.90819894
-5.03351676,4.15075287,0.57998033,0.52420325,0.70158570,1.32542746,0.03737972,0.35334055,0.04923944,0.90830084
-5.02751376,4.12430928,0.57967812,0.52620357,0.67791220,1.31708231,0.03820401,0.34477567,0.05163677,0.90648253
-5.02151076,4.08860278,0.57774462,0.52739635,0.65314410,1.30572423,0.03881168,0.33533446,0.05392534,0.90278625
-5.01550775,4.04395375,0.57429014,0.52778916,0.62761316,1.29141338,0.03918917,0.32512435,0.05606811,0.89726018
-5.00950475,3.99071207,0.56945331,0.52738993,0.60162978,1.27422039,0.03932709,0.31425198,0.05802784,0.88996000
-5.00350175,3.92926776,0.56339784,0.52620936,0.57547908,1.25423121,0.03922072,0.30282245,0.05976818,0.88095098
-4.99749875,3.86006267,0.55630845,0.52426349,0.54941836,1.23155211,0.03887017,0.29093907,0.06125496,0.87031019
-4.99149575,3.78360146,0.54838579,0.52157590,0.52367583,1.20631425,0.03828056,0.27870328,0.06245735,0.85812855
-4.98549275,3.70046062,0.53984071,0.51817953,0.49845055,1.17867744,0.03746188,0.26621474,0.06334904,0.84451243
-4.97948974,3.61129424,0.53088774,0.51411800,0.47391317,1.14883252,0.03642880,0.25357140,0.06390932,0.82958459
-4.97348674,3.51683575,0.52173826,0.50944620,0.45020734,1.11700220,0.03520027,0.24086964,0.06412394,0.81348421
-4.96748374,3.41789525,0.51259350,0.50423035,0.42745162,1.08344011,0.03379905,0.22820428,0.06398582,0.79636608
-4.96148074,3.31535240,0.50363777,0.49854743,0.40574164,1.04842819,0.03225106,0.21566842,0.06349553,0.77839886
-4.95547774,3.21014540,0.49503233,0.49248415,0.38515250,1.01227243,0.03058473,0.20335319,0.06266144,0.75976268
-4.94947474,3.10325681,0.48691016,0.48613563,0.36574111,0.97529743,0.02883024,0.19134740,0.06149971,0.74064604
-4.94347174,2.99569730,0.47937206,0.47960396,0.34754864,0.93783995,0.02701885,0.17973704,0.06003391,0.72124257
-4.93746873,2.88848856,0.47248438,0.47299675,0.33060298,0.90024207,0.02518209,0.16860475,0.05829444,0.70174764
-4.93146573,2.78264661,0.46627844,0.46642600,0.31492107,0.86284432,0.02335120,0.15802931,0.05631774,0.68235527
-4.92546273,2.67916673,0.46075197,0.46000720,0.30051132,0.82597924,0.02155648,0.14808519,0.05414524,0.66325555
-4.91945973,2.57901075,0.45587227,0.45385898,0.28737603,0.78996576,0.01982680,0.13884207,0.05182232,0.64463268
-4.91345673,2.48309759,0.45158123,0.44810311,0.27551374,0.75510465,0.01818924,0.13036467,0.04939697,0.62666380
-4.90745373,2.39229705,0.44780172,0.44286487,0.26492158,0.72167526,0.01666876,0.12271248,0.04691860,0.60951863
-4.90145073,2.30742695,0.44444514,0.43827374,0.25559750,0.68993355,0.01528804,0.11593977,0.04443673,0.59335981
-4.89544772,2.22925293,0.44141960,0.43446404,0.24754232,0.66011135,0.01406738,0.11009558,0.04199978,0.57834372
-4.88944472,2.15849020,0.43863822,0.43157546,0.24076152,0.63241670,0.01302469,0.10522375,0.03965396,0.56462165
-4.88344172,2.09580615,0.43602710,0.42975317,0.23526655,0.60703490,0.01217552,0.10136297,0.03744223,0.55234093
-4.87743872,2.04182263,0.43353227,0.42914712,0.23107567,0.58413000,0.01153314,0.09854668,0.03540346,0.54164578
-4.87143572,1.99711669,0.43112537,0.42991056,0.22821412,0.56384641,0.01110867,0.09680286,0.03357175,0.53267744
-4.86543272,1.96221876,0.42880745,0.43219738,0.22671356,0.54631015,0.01091112,0.09615360,0.03197586,0.52557348
-4.85942971,1.93760736,0.42661072,0.43615825,0.22661066,0.53162955,0.01094753,0.09661451,0.03063885,0.52046600
-4.85342671,1.92369995,0.42459807,0.44193568,0.22794492,0.51989508,0.01122294,0.09819374,0.02957795,0.51747860
-4.84742371,1.92083966,0.42286027,0.44965784,0.23075569,0.51117831,0.01174042,0.10089094,0.02880447,0.51672216
-4.84142071,1.92927846,0.42151110,0.45943169,0.23507854,0.50552977,0.01250100,0.10469591,0.02832397,0.51828963
-4.83541771,1.94915738,0.42068047,0.47133549,0.24094097,0.50297600,0.01350353,0.10958717,0.02813650,0.52224992
-4.82941471,1.98048507,0.42050616,0.48541117,0.24835799,0.50351588,0.01474458,0.11553050,0.02823705,0.52864138
-4.82341171,2.02311620,0.42112436,0.50165717,0.25732736,0.50711664,0.01621821,0.12247755,0.02861598,0.53746526
-4.81740870,2.07673141,0.42265987,0.52002203,0.26782524,0.51370977,0.01791580,0.13036461,0.02925970,0.54867957
-4.81140570,2.14082067,0.42521621,0.54039942,0.27980208,0.52318735,0.01982588,0.13911176,0.03015135,0.56219399
-4.80540270,2.21467176,0.42886657,0.56262507,0.29317943,0.53539929,0.02193397,0.14862239,0.03127153,0.57786616
-4.79939970,2.29736556,0.43364579,0.58647579,0.30784755,0.55015159,0.02422249,0.15878333,0.03259916,0.59549989
-4.79339670,2.38777920,0.43954417,0.61167122,0.32366437,0.56720632,0.02667075,0.16946548,0.03411228,0.61484555
-4.78739370,2.48459812,0.44650327,0.63787811,0.34045568,0.58628321,0.02925507,0.18052522,0.03578895,0.63560294
-4.78139070,2.58633718,0.45441412,0.66471739,0.35801677,0.60706324,0.03194895,0.19180646,0.03760802,0.65742658
-4.77538769,2.69137052,0.46311787,0.69177369,0.37611555,0.62919408,0.03472342,0.20314325,0.03954999,0.67993353
-4.76938469,2.79796958,0.47240899,0.71860713,0.39449694,0.65229729,0.03754753,0.21436311,0.04159768,0.70271329
-4.76338169,2.90434755,0.48204077,0.74476684,0.41288852,0.67597703,0.04038887,0.22529074,0.04373688,0.72533960
-4.75737869,3.00870881,0.49173301,0.76980571,0.43100722,0.69983000,0.04321428,0.23575208,0.04595686,0.74738350
-4.75137569,3.10930093,0.50118139,0.79329559,0.44856658,0.72345603,0.04599066,0.24557860,0.04825071,0.76842719
-4.74537269,3.20446701,0.51006817,0.81484239,0.46528457,0.74646890,0.04868570,0.25461153,0.05061556,0.78807793
-4.73936968,3.29269582,0.51807368,0.83410033,0.48089134,0.76850687,0.05126879,0.26270597,0.05305258,0.80598143
-4.73336668,3.37266754,0.52488796,0.85078459,0.49513676,0.78924239,0.05371182,0.26973460,0.05556690,0.82183401
-4.72736368,3.44329279,0.53022218,0.86468195,0.50779729,0.80839054,0.05598989,0.27559096,0.05816719,0.83539303
-4.72136068,3.50374334,0.53381915,0.87565883,0.51868200,0.82571570,0.05808203,0.28019196,0.06086528,0.84648507
-4.71535768,3.55347317,0.53546250,0.88366643,0.52763739,0.84103634,0.05997162,0.28347977,0.06367548,0.85501155
-4.70935468,3.59222905,0.53498422,0.88874290,0.53455089,0.85422757,0.06164682,0.28542287,0.06661388,0.86095154
-4.70335168,3.62005052,0.53227015,0.89101236,0.53935295,0.86522145,0.06310065,0.28601620,0.06969754,0.86436173
-4.69734867,3.63725952,0.52726326,0.89068106,0.54201764,0.87400512,0.06433097,0.28528058,0.07294361,0.86537360
-4.69134567,3.64444059,0.51996473,0.88803095,0.54256183,0.88061698,0.06534020,0.28326140,0.07636852,0.86418808
-4.68534267,3.64241288,0.51043279,0.88341090,0.54104309,0.88514106,0.06613489,0.28002649,0.07998710,0.86106794
-4.67933967,3.63219561,0.49877948,0.87722620,0.53755632,0.88770007,0.06672510,0.27566362,0.08381183,0.85632838
-4.67333667,3.61496884,0.48516562,0.86992686,0.53222960,0.88844752,0.06712368,0.27027748,0.08785216,0.85032632
-4.66733367,3.59203148,0.46979428,0.86199506,0.52521922,0.88755928,0.06734538,0.26398636,0.09211392,0.84344879
-4.66133067,3.56475842,0.45290315,0.85393253,0.51670430,0.88522512,0.06740605,0.25691878,0.09659886,0.83610114
-4.65532766,3.53455880,0.43475618,0.84624811,0.50688127,0.88164051,0.06732176,0.24921000,0.10130432,0.82869524
-4.64932466,3.50283675,0.41563503,0.83944607,0.49595827,0.87699928,0.06710800,0.24099879,0.10622301,0.82163845
-4.64332166,3.47095618,0.39583054,0.83401544,0.48415001,0.87148714,0.06677904,0.23242427,0.11134293,0.81532341
