energy_ev,total_up,B_p_up,B_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,3.17380399,0.34401565,0.00000000,0.94853046,1.14046366,0.02596136,1.13714653
-5.99399700,3.20317305,0.34960392,0.00000000,0.95678029,1.15556251,0.02668179,1.14127603
-5.98799400,3.22851569,0.35487265,0.00000000,0.96388175,1.16892139,0.02741060,1.14380248
-5.98199100,3.24987034,0.35980501,0.00000000,0.96978274,1.18055899,0.02814965,1.14480012
-5.97598799,3.26738549,0.36439515,0.00000000,0.97446279,1.19053855,0.02890079,1.14438234
-5.96998499,3.28130491,0.36864735,0.00000000,0.97793108,1.19896277,0.02966558,1.14269456
-5.96398199,3.29194831,0.37257451,0.00000000,0.98022331,1.20596676,0.03044493,1.13990583
-5.95797899,3.29968853,0.37619611,0.00000000,0.98139742,1.21170927,0.03123880,1.13619963
-5.95197599,3.30492643,0.37953563,0.00000000,0.98152853,1.21636272,0.03204594,1.13176437
-5.94597299,3.30806483,0.38261775,0.00000000,0.98070327,1.22010256,0.03286362,1.12678397
-5.93996998,3.30948282,0.38546533,0.00000000,0.97901390,1.22309641,0.03368755,1.12142910
-5.93396698,3.30951189,0.38809652,0.00000000,0.97655246,1.22549360,0.03451174,1.11584932
-5.92796398,3.30841503,0.39052203,0.00000000,0.97340537,1.22741568,0.03532857,1.11016662
-5.92196098,3.30636992,0.39274288,0.00000000,0.96964860,1.22894835,0.03612890,1.10447055
-5.91595798,3.30345718,0.39474862,0.00000000,0.96534389,1.23013536,0.03690230,1.09881521
-5.90995498,3.29965408,0.39651634,0.00000000,0.96053595,1.23097461,0.03763733,1.09321806
-5.90395198,3.29483428,0.39801035,0.00000000,0.95525108,1.23141676,0.03832194,1.08766076
-5.89794897,3.28877345,0.39918276,0.00000000,0.94949698,1.23136648,0.03894387,1.08209180
-5.89194597,3.28116054,0.39997480,0.00000000,0.94326403,1.23068624,0.03949109,1.07643084
-5.88594297,3.27161422,0.40031892,0.00000000,0.93652778,1.22920253,0.03995231,1.07057447
-5.87993997,3.25970353,0.40014161,0.00000000,0.92925254,1.22671435,0.04031734,1.06440313
