energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.55577789,1.73493409,0.24373369,0.00911204,0.00196599,1.07151376,1.25548092,0.68495183
-5.54977489,1.70446122,0.24247381,0.00893828,0.00190505,1.04801978,1.22878397,0.67311986
-5.54377189,1.67246227,0.24257839,0.00874505,0.00184006,1.02171785,1.20101199,0.66025124
-5.53776888,1.63988879,0.24421263,0.00853617,0.00177272,0.99315293,1.17286959,0.64670396
-5.53176588,1.60773839,0.24751905,0.00831613,0.00170473,0.96293312,1.14509299,0.63286226
-5.52576288,1.57701894,0.25261112,0.00808988,0.00163775,0.93170942,1.11842463,0.61912275
-5.51975988,1.54871153,0.25956742,0.00786267,0.00157333,0.90015413,1.09358699,0.60587991
-5.51375688,1.52373397,0.26842640,0.00763990,0.00151287,0.86893869,1.07125661,0.59351155
-5.50775388,1.50290597,0.27918219,0.00742683,0.00145758,0.83871180,1.05203944,0.58236483
-5.50175088,1.48691753,0.29178148,0.00722848,0.00140846,0.81007865,1.03644840,0.57274345
-5.49574787,1.47630189,0.30612182,0.00704937,0.00136626,0.78358195,1.02488415,0.56489638
-5.48974487,1.47141395,0.32205133,0.00689341,0.00133144,0.75968546,1.01761973,0.55900870
-5.48374187,1.47241509,0.33937011,0.00676373,0.00130424,0.73876055,1.01478966,0.55519481
-5.47773887,1.47926499,0.35783316,0.00666257,0.00128459,0.72107617,1.01638398,0.55349428
-5.47173587,1.49172063,0.37715492,0.00659122,0.00127223,0.70679245,1.02224731,0.55387047
-5.46573287,1.50934263,0.39701539,0.00654998,0.00126661,0.69595816,1.03208302,0.55621188
-5.45972986,1.53150839,0.41706749,0.00653815,0.00126703,0.68851180,1.04546217,0.56033624
-5.45372686,1.55743171,0.43694563,0.00655407,0.00127261,0.68428631,1.06183695,0.56599698
-5.44772386,1.58618795,0.45627511,0.00659519,0.00128233,0.68301707,1.08055801,0.57289197
-5.44172086,1.61674371,0.47468207,0.00665816,0.00129508,0.68435280,1.10089499,0.58067395
-5.43571786,1.64799002,0.49180365,0.00673897,0.00130972,0.68786884,1.12205951,0.58896249
-5.42971486,1.67877766,0.50729803,0.00683306,0.00132506,0.69308241,1.14322969,0.59735671
-5.42371186,1.70795338,0.52085394,0.00693554,0.00133998,0.69946915,1.16357550,0.60544858
-5.41770885,1.73439579,0.53219937,0.00704129,0.00135338,0.70648056,1.18228391,0.61283609
-5.41170585,1.75704963,0.54110909,0.00714517,0.00136427,0.71356147,1.19858311,0.61913601
-5.40570285,1.77495735,0.54741082,0.00724219,0.00137178,0.72016728,1.21176499,0.62399569
-5.39969985,1.78728691,0.55098981,0.00732766,0.00137518,0.72578023,1.22120522,0.62710359
-5.39369685,1.79335514,0.55179168,0.00739735,0.00137387,0.72992431,1.22638041,0.62819827
-5.38769385,1.79264585,0.54982342,0.00744760,0.00136746,0.73217832,1.22688174,0.62707549
-5.38169085,1.78482235,0.54515269,0.00747543,0.00135571,0.73218684,1.22242493,0.62359334
-5.37568784,1.76973404,0.53790529,0.00747866,0.00133857,0.72966860,1.21285616,0.61767525
-5.36968484,1.74741719,0.52826109,0.00745591,0.00131614,0.72442227,1.19815398,0.60931090
-5.36368184,1.71808982,0.51644857,0.00740667,0.00128873,0.71632946,1.17842724,0.59855502
-5.35767884,1.68214127,0.50273804,0.00733127,0.00125676,0.70535487,1.15390918,0.58552424
-5.35167584,1.64011678,0.48743406,0.00723088,0.00122082,0.69154382,1.12494811,0.57039211
-5.34567284,1.59269788,0.47086707,0.00710742,0.00118161,0.67501715,1.09199480,0.55338257
-5.33966983,1.54067923,0.45338469,0.00696350,0.00113993,0.65596389,1.05558744,0.53476213
-5.33366683,1.48494287,0.43534283,0.00680232,0.00109666,0.63463201,1.01633438,0.51483096
-5.32766383,1.42643078,0.41709697,0.00662754,0.00105276,0.61131764,0.97489545,0.49391340
-5.32166083,1.36611669,0.39899380,0.00644313,0.00100918,0.58635329,0.93196249,0.47234802
-5.31565783,1.30497806,0.38136339,0.00625330,0.00096692,0.56009544,0.88823959,0.45047774
-5.30965483,1.24396923,0.36451219,0.00606227,0.00092695,0.53291214,0.84442390,0.42864016
-5.30365183,1.18399642,0.34871681,0.00587418,0.00089018,0.50517103,0.80118732,0.40715858
-5.29764882,1.12589546,0.33421894,0.00569298,0.00085750,0.47722822,0.75915992,0.38633379
-5.29164582,1.07041273,0.32122119,0.00552225,0.00082969,0.44941849,0.71891527,0.36643700
-5.28564282,1.01818991,0.30988421,0.00536513,0.00080746,0.42204702,0.68095822,0.34770399
-5.27963982,0.96975268,0.30032484,0.00522424,0.00079139,0.39538301,0.64571548,0.33033068
-5.27363682,0.92550375,0.29261542,0.00510159,0.00078194,0.36965518,0.61352890,0.31447013
-5.26763382,0.88572005,0.28678426,0.00499855,0.00077945,0.34504934,0.58465191,0.30023105
-5.26163082,0.85055406,0.28281715,0.00491586,0.00078413,0.32170783,0.55924881,0.28767776
-5.25562781,0.82003904,0.28065988,0.00485354,0.00079604,0.29973080,0.53739699,0.27683154
-5.24962481,0.79409776,0.28022177,0.00481103,0.00081513,0.27917905,0.51909178,0.26767332
-5.24362181,0.77255432,0.28138005,0.00478716,0.00084124,0.26007819,0.50425382,0.26014749
-5.23761881,0.75514867,0.28398508,0.00478022,0.00087408,0.24242382,0.49273850,0.25416674
-5.23161581,0.74155313,0.28786630,0.00478807,0.00091331,0.22618744,0.48434725,0.24961775
-5.22561281,0.73139046,0.29283878,0.00480822,0.00095852,0.21132270,0.47884021,0.24636752
-5.21960980,0.72425297,0.29871020,0.00483793,0.00100927,0.19777176,0.47594993,0.24427010
-5.21360680,0.71972198,0.30528827,0.00487434,0.00106514,0.18547151,0.47539564,0.24317372
-5.20760380,0.71738721,0.31238825,0.00491457,0.00112573,0.17435930,0.47689766,0.24292781
-5.20160080,0.71686544,0.31984039,0.00495587,0.00119072,0.16437821,0.48019158,0.24339001
-5.19559780,0.71781805,0.32749719,0.00499572,0.00125991,0.15548152,0.48504158,0.24443275
-5.18959480,0.71996686,0.33524012,0.00503196,0.00133322,0.14763646,0.49125279,0.24594935
-5.18359180,0.72310785,0.34298551,0.00506288,0.00141076,0.14082704,0.49868187,0.24785935
-5.17758879,0.72712227,0.35068949,0.00508735,0.00149281,0.13505618,0.50724578,0.25011298
-5.17158579,0.73198480,0.35835159,0.00510484,0.00157988,0.13034685,0.51692819,0.25269451
-5.16558279,0.73776839,0.36601679,0.00511557,0.00167269,0.12674261,0.52778329,0.25562440
-5.15957979,0.74464549,0.37377583,0.00512047,0.00177216,0.12430726,0.53993674,0.25896008
-5.15357679,0.75288546,0.38176365,0.00512123,0.00187941,0.12312385,0.55358364,0.26279537
-5.14757379,0.76284818,0.39015577,0.00512031,0.00199574,0.12329310,0.56898346,0.26725825
-5.14157079,0.77497363,0.39916277,0.00512088,0.00212255,0.12493114,0.58645187,0.27250729
-5.13556778,0.78976782,0.40902270,0.00512676,0.00226134,0.12816668,0.60634973,0.27872649
-5.12956478,0.80778523,0.41999183,0.00514234,0.00241363,0.13313763,0.62906948,0.28611881
-5.12356178,0.82960812,0.43233388,0.00517246,0.00258086,0.13998722,0.65501915,0.29489846
-5.11755878,0.85582337,0.44630800,0.00522229,0.00276436,0.14885954,0.68460473,0.30528215
-5.11155578,0.88699743,0.46215614,0.00529715,0.00296523,0.15989468,0.71821114,0.31747963
-5.10555278,0.92365023,0.48009006,0.00540236,0.00318431,0.17322333,0.75618275,0.33168369
-5.09954977,0.96622880,0.50027871,0.00554304,0.00342202,0.18896110,0.79880381,0.34806006
-5.09354677,1.01508171,0.52283632,0.00572394,0.00367838,0.20720249,0.84627982,0.36673764
-5.08754377,1.07043507,0.54781199,0.00594923,0.00395289,0.22801474,0.89872025,0.38779918
-5.08154077,1.13237119,0.57518107,0.00622236,0.00424450,0.25143157,0.95612350,0.41127308
-5.07553777,1.20081071,0.60483888,0.00654580,0.00455158,0.27744720,1.01836460,0.43712648
-5.06953477,1.27549904,0.63659716,0.00692100,0.00487193,0.30601067,1.08518624,0.46526004
-5.06353177,1.35599775,0.67018345,0.00734816,0.00520273,0.33702073,1.15619351,0.49550462
-5.05752876,1.44168153,0.70524356,0.00782618,0.00554066,0.37032168,1.23085276,0.52762022
-5.05152576,1.53174094,0.74134722,0.00835256,0.00588185,0.40570024,1.30849470,0.56129710
-5.04552276,1.62519125,0.77799663,0.00892338,0.00622205,0.44288386,1.38832174,0.59615936
-5.03951976,1.72088725,0.81463786,0.00953329,0.00655666,0.48154056,1.46941967,0.63177085
-5.03351676,1.81754378,0.85067453,0.01017556,0.00688085,0.52128067,1.55077324,0.66764331
-5.02751376,1.91376149,0.88548344,0.01084216,0.00718970,0.56166036,1.63128538,0.70324652
-5.02151076,2.00805723,0.91843157,0.01152391,0.00747831,0.60218742,1.70979965,0.73802025
-5.01550775,2.09889816,0.94889364,0.01221060,0.00774194,0.64232889,1.78512517,0.77138766
-5.00950475,2.18473862,0.97626997,0.01289126,0.00797612,0.68152076,1.85606358,0.80276956
-5.00350175,2.26405865,1.00000351,0.01355436,0.00817682,0.71917947,1.92143706,0.83159940
-4.99749875,2.33540304,1.01959585,0.01418811,0.00834050,0.75471490,1.98011683,0.85733814
-4.99149575,2.39741954,1.03462139,0.01478070,0.00846426,0.78754458,2.03105114,0.87948882
-4.98549275,2.44889523,1.04473927,0.01532070,0.00854591,0.81710865,2.07329212,0.89761016
-4.97948974,2.48878971,1.04970273,0.01579727,0.00858398,0.84288508,2.10602053,0.91132876
-4.97348674,2.51626419,1.04936562,0.01620053,0.00857785,0.86440462,2.12856778,0.92034959
-4.96748374,2.53070552,1.04368587,0.01652184,0.00852765,0.88126493,2.14043447,0.92446433
-4.96148074,2.53174441,1.03272603,0.01675406,0.00843435,0.89314331,2.14130498,0.92355732
-4.95547774,2.51926729,1.01665094,0.01689176,0.00829966,0.89980753,2.13105755,0.91760903
-4.94947474,2.49342155,0.99572274,0.01693145,0.00812602,0.90112427,2.10976954,0.90669680
-4.94347174,2.45461394,0.97029354,0.01687166,0.00791651,0.89706490,2.07771776,0.89099309
-4.93746873,2.40350236,0.94079616,0.01671308,0.00767478,0.88770811,2.03537378,0.87076112
-4.93146573,2.34098142,0.90773329,0.01645851,0.00740495,0.87323954,1.98339435,0.84634824
-4.92546273,2.26816210,0.87166561,0.01611285,0.00711153,0.85394811,1.92260729,0.81817729
-4.91945973,2.18634649,0.83319918,0.01568300,0.00679931,0.83021929,1.85399312,0.78673618
-4.91345673,2.09699830,0.79297261,0.01517766,0.00647324,0.80252564,1.77866330,0.75256620
-4.90745373,2.00171005,0.75164432,0.01460717,0.00613837,0.77141469,1.69783532,0.71624931
-4.90145073,1.90216806,0.70988017,0.01398318,0.00579977,0.73749496,1.61280581,0.67839491
-4.89544772,1.80011612,0.66834172,0.01331845,0.00546237,0.70142029,1.52492215,0.63962654
-4.88944472,1.69731882,0.62767537,0.01262644,0.00513098,0.66387332,1.43555352,0.60056867
-4.88344172,1.59552555,0.58850226,0.01192104,0.00481013,0.62554851,1.34606223,0.56183412
-4.87743872,1.49643581,0.55140917,0.01121624,0.00450409,0.58713527,1.25777592,0.52401234
-4.87143572,1.40166658,0.51694040,0.01052578,0.00421674,0.54930190,1.17196148,0.48765861
-4.86543272,1.31272243,0.48559040,0.00986285,0.00395160,0.51268054,1.08980110,0.45328463
-4.85942971,1.23096860,0.45779729,0.00923983,0.00371171,0.47785372,1.01237101,0.42135027
-4.85342671,1.15760749,0.43393708,0.00866803,0.00349964,0.44534276,0.94062333,0.39225676
-4.84742371,1.09365879,0.41431857,0.00815744,0.00331745,0.41559820,0.87537112,0.36634128
-4.84142071,1.03994323,0.39917892,0.00771661,0.00316665,0.38899245,0.81727684,0.34387287
-4.83541771,0.99707025,0.38867979,0.00735245,0.00304821,0.36581461,0.76684431,0.32504959
-4.82941471,0.96542939,0.38290426,0.00707016,0.00296248,0.34626762,0.72441404,0.30999701
-4.82341171,0.94518551,0.38185445,0.00687316,0.00290926,0.33046743,0.69016190,0.29876781
-4.81740870,0.93627789,0.38545009,0.00676305,0.00288773,0.31844421,0.66410093,0.29134251
-4.81140570,0.93842319,0.39352815,0.00673961,0.00289649,0.31014548,0.64608612,0.28763125
-4.80540270,0.95112227,0.40584375,0.00680085,0.00293357,0.30544074,0.63582207,0.28747660
-4.79939970,0.97367097,0.42207256,0.00694307,0.00299646,0.30412773,0.63287310,0.29065748
-4.79339670,1.00517483,0.44181483,0.00716095,0.00308214,0.30593981,0.63667593,0.29689400
-4.78739370,1.04456776,0.46460128,0.00744768,0.00318716,0.31055447,0.64655436,0.30585339
-4.78139070,1.09063451,0.48990086,0.00779509,0.00330767,0.31760267,0.66173605,0.31715692
-4.77538769,1.14203695,0.51713063,0.00819389,0.00343954,0.32667884,0.68137092,0.33038787
-4.76938469,1.19734361,0.54566744,0.00863379,0.00357843,0.33735128,0.70455104,0.34510043
-4.76338169,1.25506233,0.57486151,0.00910378,0.00371990,0.34917288,0.73033159,0.36082951
-4.75737869,1.31367529,0.60405155,0.00959237,0.00385952,0.36169183,0.75775267,0.37710128
-4.75137569,1.37167569,0.63258116,0.01008786,0.00399299,0.37446211,0.78586144,0.39344426
-4.74537269,1.42760541,0.65981603,0.01057859,0.00411626,0.38705369,0.81373414,0.40940088
-4.73936968,1.48009239,0.68516144,0.01105329,0.00422563,0.39906206,0.84049766,0.42453899
-4.73336668,1.52788690,0.70807956,0.01150130,0.00431788,0.41011703,0.86534991,0.43846322
-4.72736368,1.56989552,0.72810589,0.01191291,0.00439035,0.41989045,0.88757865,0.45082572
-4.72136068,1.60521156,0.74486423,0.01227958,0.00444103,0.42810288,0.90657821,0.46133601
-4.71535768,1.63314117,0.75807961,0.01259425,0.00446864,0.43452886,0.92186354,0.46976951
-4.70935468,1.65322382,0.76758873,0.01285147,0.00447262,0.43900088,0.93308126,0.47597446
-4.70335168,1.66524661,0.77334721,0.01304767,0.00445323,0.44141176,0.94001726,0.47987694
-4.69734867,1.66925166,0.77543357,0.01318118,0.00441149,0.44171553,0.94260062,0.48148365
-4.69134567,1.66553615,0.77404945,0.01325238,0.00434917,0.43992686,0.94090366,0.48088241
-4.68534267,1.65464484,0.76951605,0.01326367,0.00426875,0.43611891,0.93513802,0.47824020
-4.67933967,1.63735525,0.76226675,0.01321943,0.00417335,0.43041985,0.92564695,0.47379865
-4.67333667,1.61465563,0.75283607,0.01312587,0.00406662,0.42300810,0.91289381,0.46786716
-4.66733367,1.58771632,0.74184515,0.01299092,0.00395266,0.41410643,0.89744717,0.46081383
-4.66133067,1.55785542,0.72998416,0.01282391,0.00383589,0.40397506,0.87996294,0.45305419
-4.65532766,1.52649937,0.71799208,0.01263535,0.00372093,0.39290403,0.86116381,0.44503837
-4.64932466,1.49513986,0.70663448,0.01243656,0.00361243,0.38120492,0.84181682,0.43723680
-4.64332166,1.46528804,0.69667978,0.01223930,0.00351498,0.36920221,0.82270941,0.43012502
-4.63731866,1.43842750,0.68887479,0.01205542,0.00343295,0.35722441,0.80462484,0.42416797
-4.63131566,1.41596727,0.68392027,0.01189641,0.00337036,0.34559524,0.78831746,0.41980435
-4.62531266,1.39919628,0.68244707,0.01177303,0.00333074,0.33462490,0.77448875,0.41743146
-4.61930965,1.38924065,0.68499389,0.01169494,0.00331708,0.32460185,0.76376464,0.41739099
-4.61330665,1.38702520,0.69198714,0.01167031,0.00333165,0.31578508,0.75667493,0.41995642
-4.60730365,1.39324041,0.70372376,0.01170557,0.00337599,0.30839717,0.75363542,0.42532228
-4.60130065,1.40831603,0.72035763,0.01180509,0.00345078,0.30261823,0.75493341,0.43359583
-4.59529765,1.43240237,0.74189011,0.01197105,0.00355588,0.29858097,0.76071700,0.44479147
-4.58929465,1.46536015,0.76816525,0.01220332,0.00369026,0.29636692,0.77098873,0.45882813
-4.58329165,1.50675949,0.79887005,0.01249937,0.00385200,0.29600413,0.78560385,0.47552990
-4.57728864,1.55588839,0.83353988,0.01285442,0.00403836,0.29746612,0.80427346,0.49462999
-4.57128564,1.61177087,0.87156924,0.01326151,0.00424583,0.30067253,0.82657245,0.51577794
-4.56528264,1.67319426,0.91222762,0.01371172,0.00447017,0.30549114,0.85195224,0.53855004
-4.55927964,1.73874529,0.95468011,0.01419452,0.00470659,0.31174152,0.87975795,0.56246264
-4.55327664,1.80685366,0.99801227,0.01469812,0.00494980,0.31920007,0.90924949,0.58698790
-4.54727364,1.87584210,1.04125843,0.01520988,0.00519422,0.32760636,0.93962599,0.61157167
-4.54127064,1.94398097,1.08343250,0.01571678,0.00543410,0.33667073,0.97005264,0.63565262
-4.53526763,2.00954566,1.12356024,0.01620597,0.00566370,0.34608273,0.99968913,0.65868215
-4.52926463,2.07087460,1.16071174,0.01666522,0.00587749,0.35552028,1.02771848,0.68014417
-4.52326163,2.12642571,1.19403283,0.01708343,0.00607027,0.36465926,1.05337530,0.69957406
-4.51725863,2.17482908,1.22277429,0.01745112,0.00623740,0.37318312,1.07597235,0.71657594
-4.51125563,2.21493376,1.24631744,0.01776082,0.00637491,0.38079223,1.09492421,0.73083760
-4.50525263,2.24584678,1.26419529,0.01800745,0.00647964,0.38721270,1.10976737,0.74214245
-4.49924962,2.26696275,1.27610816,0.01818853,0.00654936,0.39220429,1.12017571,0.75037785
-4.49324662,2.27798297,1.28193320,0.01830444,0.00658285,0.39556711,1.12597081,0.75553966
-4.48724362,2.27892323,1.28172743,0.01835841,0.00657993,0.39714698,1.12712687,0.75773255
-4.48124062,2.27011006,1.27572415,0.01835657,0.00654151,0.39683923,1.12376987,0.75716629
-4.47523762,2.25216578,1.26432302,0.01830774,0.00646953,0.39459073,1.11617119,0.75414805
-4.46923462,2.22598305,1.24807420,0.01822326,0.00636693,0.39040031,1.10473615,0.74907108
-4.46323162,2.19269026,1.22765730,0.01811658,0.00623757,0.38431741,1.08998781,0.74240036
-4.45722861,2.15360918,1.20385628,0.01800294,0.00608613,0.37643919,1.07254704,0.73465570
-4.45122561,2.11020699,1.17753117,0.01789879,0.00591791,0.36690616,1.05310953,0.72639322
-4.44522261,2.06404459,1.14958806,0.01782131,0.00573879,0.35589663,1.03242098,0.71818580
-4.43921961,2.01672349,1.12094850,0.01778783,0.00555497,0.34362020,1.01125132,0.71060348
-4.43321661,1.96983332,1.09251960,0.01781524,0.00537284,0.33031051,0.99036905,0.70419448
-4.42721361,1.92490193,1.06516599,0.01791936,0.00519880,0.31621770,0.97051670,0.69946758
-4.42121061,1.88335002,1.03968456,0.01811448,0.00503912,0.30160070,0.95238828,0.69687652
-4.41520760,1.84645148,1.01678289,0.01841273,0.00489977,0.28671978,0.93660931,0.69680690
-4.40920460,1.81530093,0.99706199,0.01882368,0.00478626,0.27182955,0.92372017,0.69956586
-4.40320160,1.79078883,0.98100354,0.01935396,0.00470355,0.25717255,0.91416310,0.70537493
-4.39719860,1.77358486,0.96896215,0.02000690,0.00465596,0.24297379,0.90827298,0.71436597
-4.39119560,1.76412941,0.96116214,0.02078238,0.00464705,0.22943619,0.90627204,0.72658019
-4.38519260,1.76263284,0.95769901,0.02167669,0.00467963,0.21673709,0.90826838,0.74197010
-4.37918959,1.76908210,0.95854487,0.02268252,0.00475567,0.20502578,0.91425799,0.76040407
-4.37318659,1.78325364,0.96355749,0.02378913,0.00487635,0.19442210,0.92412999,0.78167310
-4.36718359,1.80473177,0.97249219,0.02498250,0.00504204,0.18501599,0.93767463,0.80549951
-4.36118059,1.83293139,0.98501603,0.02624565,0.00525239,0.17686793,0.95459361,0.83154694
-4.35517759,1.86712375,1.00072348,0.02755910,0.00550631,0.17001006,0.97451209,0.85943133
-4.34917459,1.90646432,1.01915289,0.02890130,0.00580214,0.16444801,0.99699207,0.88873237
-4.34317159,1.95002156,1.03980314,0.03024920,0.00613762,0.16016309,1.02154644,0.91900508
-4.33716858,1.99680551,1.06214989,0.03157888,0.00651009,0.15711487,1.04765340,0.94979102
-4.33116558,2.04579542,1.08566083,0.03286613,0.00691651,0.15524390,1.07477062,0.98062901
-4.32516258,2.09596562,1.10980957,0.03408710,0.00735357,0.15447457,1.10234897,1.01106487
-4.31915958,2.14630896,1.13408779,0.03521896,0.00781780,0.15471784,1.12984537,1.04066015
-4.31315658,2.19585732,1.15801545,0.03624042,0.00830561,0.15587393,1.15673444,1.06899971
-4.30715358,2.24369903,1.18114891,0.03713235,0.00881339,0.15783489,1.18251885,1.09569786
