energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.57978989,1.98760650,0.00255940,0.06010512,0.23345826,1.50508993,0.43627500,0.00000000,0.38772304,0.02566220
-5.57378689,1.97131615,0.00228611,0.06651412,0.23555856,1.50075585,0.42287457,0.00000000,0.37428641,0.02440826
-5.56778389,1.95699798,0.00204796,0.07368221,0.23938652,1.49630096,0.40984377,0.00000000,0.36190496,0.02323646
-5.56178089,1.94573225,0.00184506,0.08158507,0.24499702,1.49253411,0.39747451,0.00000000,0.35082966,0.02216697
-5.55577789,1.93849392,0.00167719,0.09018031,0.25241375,1.49022102,0.38603598,0.00000000,0.34126818,0.02121650
-5.54977489,1.93611498,0.00154385,0.09940659,0.26162584,1.49005312,0.37576685,0.00000000,0.33337986,0.02039796
-5.54377189,1.93925106,0.00144433,0.10918335,0.27258509,1.49261873,0.36686850,0.00000000,0.32727218,0.01972033
-5.53776888,1.94835374,0.00137773,0.11941101,0.28520402,1.49837806,0.35949922,0.00000000,0.32299894,0.01918863
-5.53176588,1.96365016,0.00134301,0.12997185,0.29935498,1.50764302,0.35377002,0.00000000,0.32056009,0.01880397
-5.52576288,1.98513084,0.00133901,0.14073164,0.31487052,1.52056294,0.34974186,0.00000000,0.31990347,0.01856380
-5.51975988,2.01254648,0.00136442,0.15154180,0.33154516,1.53711674,0.34742469,0.00000000,0.32092818,0.01846218
-5.51375688,2.04541413,0.00141785,0.16224244,0.34913870,1.55711207,0.34677832,0.00000000,0.32348972,0.01849016
-5.50775388,2.08303241,0.00149777,0.17266586,0.36738099,1.58019126,0.34771494,0.00000000,0.32740664,0.01863630
-5.50175088,2.12450549,0.00160252,0.18264063,0.38597827,1.60584397,0.35010346,0.00000000,0.33246844,0.01888715
-5.49574787,2.16877464,0.00173033,0.19199613,0.40462062,1.63342579,0.35377523,0.00000000,0.33844448,0.01922787
-5.48974487,2.21465607,0.00187924,0.20056724,0.42299057,1.66218203,0.35853114,0.00000000,0.34509357,0.01964280
-5.48374187,2.26088343,0.00204713,0.20819916,0.44077236,1.69127546,0.36414962,0.00000000,0.35217376,0.02011608
-5.47773887,2.30615307,0.00223173,0.21475210,0.45766153,1.71981686,0.37039525,0.00000000,0.35945197,0.02063220
-5.47173587,2.34916998,0.00243057,0.22010559,0.47337436,1.74689692,0.37702763,0.00000000,0.36671301,0.02117654
-5.46573287,2.38869247,0.00264103,0.22416232,0.48765677,1.77161807,0.38381006,0.00000000,0.37376752,0.02173582
-5.45972986,2.42357349,0.00286032,0.22685126,0.50029222,1.79312496,0.39051765,0.00000000,0.38045856,0.02229850
-5.45372686,2.45279701,0.00308551,0.22812992,0.51110814,1.81063223,0.39694457,0.00000000,0.38666635,0.02285503
-5.44772386,2.47550762,0.00331356,0.22798564,0.51998066,1.82344859,0.40291002,0.00000000,0.39231106,0.02339803
-5.44172086,2.49103266,0.00354137,0.22643586,0.52683728,1.83099625,0.40826271,0.00000000,0.39735345,0.02392233
-5.43571786,2.49889566,0.00376579,0.22352736,0.53165741,1.83282519,0.41288375,0.00000000,0.40179323,0.02442486
-5.42971486,2.49882122,0.00398371,0.21933441,0.53447062,1.82862184,0.41668777,0.00000000,0.40566542,0.02490451
-5.42371186,2.49073121,0.00419207,0.21395605,0.53535289,1.81821224,0.41962234,0.00000000,0.40903467,0.02536178
-5.41770885,2.47473311,0.00438792,0.20751253,0.53442076,1.80155983,0.42166577,0.00000000,0.41198805,0.02579842
-5.41170585,2.45110134,0.00456850,0.20014112,0.53182401,1.77875836,0.42282355,0.00000000,0.41462653,0.02621698
-5.40570285,2.42025310,0.00473126,0.19199143,0.52773707,1.75002065,0.42312360,0.00000000,0.41705586,0.02662029
-5.39969985,2.38272007,0.00487392,0.18322051,0.52234963,1.71566401,0.42261073,0.00000000,0.41937714,0.02701099
-5.39369685,2.33911804,0.00499448,0.17398797,0.51585712,1.67609335,0.42134068,0.00000000,0.42167776,0.02739103
-5.38769385,2.29011581,0.00509129,0.16445120,0.50845138,1.63178286,0.41937415,0.00000000,0.42402328,0.02776124
-5.38169085,2.23640549,0.00516307,0.15476100,0.50031216,1.58325744,0.41677104,0.00000000,0.42645063,0.02812098
-5.37568784,2.17867545,0.00520890,0.14505783,0.49159986,1.53107459,0.41358557,0.00000000,0.42896316,0.02846788
-5.36968484,2.11758731,0.00522826,0.13546858,0.48244979,1.47580774,0.40986221,0.00000000,0.43152771,0.02879772
-5.36368184,2.05375793,0.00522099,0.12610423,0.47296837,1.41803160,0.40563290,0.00000000,0.43407412,0.02910440
-5.35767884,1.98774704,0.00518733,0.11705829,0.46323129,1.35831003,0.40091566,0.00000000,0.43649693,0.02938007
-5.35167584,1.92005067,0.00512789,0.10840598,0.45328371,1.29718662,0.39571455,0.00000000,0.43865952,0.02961542
-5.34567284,1.85110023,0.00504362,0.10020430,0.44314243,1.23517822,0.39002102,0.00000000,0.44040018,0.02979999
-5.33966983,1.78126688,0.00493579,0.09249271,0.43279976,1.17277116,0.38381650,0.00000000,0.44154002,0.02992267
-5.33366683,1.71087015,0.00480596,0.08529446,0.42222886,1.11042000,0.37707604,0.00000000,0.44189203,0.02997222
-5.32766383,1.64019005,0.00465596,0.07861843,0.41139013,1.04854840,0.36977269,0.00000000,0.44127110,0.02993786
-5.32166083,1.56948136,0.00448782,0.07246122,0.40023827,0.98755159,0.36188233,0.00000000,0.43950409,0.02980981
-5.31565783,1.49898882,0.00430378,0.06680957,0.38872950,0.92779999,0.35338862,0.00000000,0.43643973,0.02957989
-5.30965483,1.42896220,0.00410618,0.06164282,0.37682858,0.86964340,0.34428772,0.00000000,0.43195755,0.02924198
-5.30365183,1.35966994,0.00389748,0.05693526,0.36451516,0.81341519,0.33459253,0.00000000,0.42597557,0.02879245
-5.29764882,1.29141052,0.00368019,0.05265842,0.35178918,0.75943621,0.32433603,0.00000000,0.41845624,0.02823048
-5.29164582,1.22452076,0.00345682,0.04878309,0.33867503,0.70801781,0.31357368,0.00000000,0.40941037,0.02755821
-5.28564282,1.15938061,0.00322986,0.04528099,0.32522426,0.65946389,0.30238471,0.00000000,0.39889902,0.02678082
-5.27963982,1.09641415,0.00300169,0.04212616,0.31151680,0.61407168,0.29087213,0.00000000,0.38703305,0.02590642
-5.27363682,1.03608681,0.00277462,0.03929594,0.29766068,0.57213124,0.27916157,0.00000000,0.37397077,0.02494590
-5.26763382,0.97889915,0.00255079,0.03677164,0.28379034,0.53392365,0.26739907,0.00000000,0.35991355,0.02391252
-5.26163082,0.92537755,0.00233215,0.03453879,0.27006377,0.49971806,0.25574791,0.00000000,0.34509999,0.02282160
-5.25562781,0.87606249,0.00212049,0.03258720,0.25665858,0.46976771,0.24438464,0.00000000,0.32979882,0.02168996
-5.24962481,0.83149513,0.00191734,0.03091071,0.24376746,0.44430520,0.23349472,0.00000000,0.31430104,0.02053542
-5.24362181,0.79220303,0.00172401,0.02950671,0.23159309,0.42353718,0.22326783,0.00000000,0.29891173,0.01937629
-5.23761881,0.75868562,0.00154159,0.02837566,0.22034300,0.40763889,0.21389325,0.00000000,0.28394193,0.01823079
-5.23161581,0.73140043,0.00137089,0.02752039,0.21022462,0.39674867,0.20555544,0.00000000,0.26970106,0.01711659
-5.22561281,0.71075047,0.00121253,0.02694546,0.20144056,0.39096284,0.19843010,0.00000000,0.25649006,0.01605039
-5.21960980,0.69707348,0.00106688,0.02665657,0.19418457,0.39033106,0.19268083,0.00000000,0.24459565,0.01504751
-5.21360680,0.69063337,0.00093412,0.02665998,0.18863812,0.39485249,0.18845648,0.00000000,0.23428579,0.01412165
-5.20760380,0.69161406,0.00081423,0.02696202,0.18496776,0.40447294,0.18588922,0.00000000,0.22580640,0.01328469
-5.20160080,0.70011591,0.00070703,0.02756878,0.18332319,0.41908298,0.18509337,0.00000000,0.21937930,0.01254657
-5.19559780,0.71615455,0.00061222,0.02848580,0.18383592,0.43851737,0.18616486,0.00000000,0.21520125,0.01191529
-5.18959480,0.73966199,0.00052937,0.02971795,0.18661866,0.46255552,0.18918118,0.00000000,0.21344389,0.01139696
-5.18359180,0.77048953,0.00045798,0.03126927,0.19176484,0.49092332,0.19420176,0.00000000,0.21425427,0.01099585
-5.17758879,0.80841227,0.00039745,0.03314300,0.19934852,0.52329594,0.20126841,0.00000000,0.21775569,0.01071460
-5.17158579,0.85313451,0.00034719,0.03534147,0.20942421,0.55930183,0.21040586,0.00000000,0.22404850,0.01055432
-5.16558279,0.90429561,0.00030656,0.03786605,0.22202643,0.59852747,0.22162200,0.00000000,0.23321056,0.01051481
-5.15957979,0.96147583,0.00027493,0.04071698,0.23716897,0.64052294,0.23490778,0.00000000,0.24529714,0.01059464
-5.15357679,1.02420163,0.00025166,0.04389319,0.25484359,0.68480799,0.25023662,0.00000000,0.26033986,0.01079136
-5.14757379,1.09195012,0.00023615,0.04739185,0.27501817,0.73087837,0.26756323,0.00000000,0.27834480,0.01110149
-5.14157079,1.16415231,0.00022782,0.05120795,0.29763417,0.77821237,0.28682179,0.00000000,0.29928948,0.01152065
-5.13556778,1.24019516,0.00022611,0.05533359,0.32260371,0.82627716,0.30792371,0.00000000,0.32311902,0.01204352
-5.12956478,1.31942244,0.00023051,0.05975730,0.34980607,0.87453499,0.33075488,0.00000000,0.34974144,0.01266382
-5.12356178,1.40113459,0.00024053,0.06446311,0.37908420,0.92244902,0.35517275,0.00000000,0.37902254,0.01337420
-5.11755878,1.48458805,0.00025570,0.06942977,0.41024120,0.96948873,0.38100347,0.00000000,0.41078075,0.01416623
-5.11155578,1.56899454,0.00027561,0.07462978,0.44303738,1.01513499,0.40803932,0.00000000,0.44478229,0.01503025
-5.10555278,1.65352106,0.00029984,0.08002872,0.47718800,1.05888476,0.43603683,0.00000000,0.48073725,0.01595531
-5.09954977,1.73729117,0.00032805,0.08558454,0.51236240,1.10025567,0.46471599,0.00000000,0.51829708,0.01692909
-5.09354677,1.81938856,0.00035990,0.09124729,0.54818458,1.13879053,0.49376064,0.00000000,0.55705405,0.01793796
-5.08754377,1.89886331,0.00039511,0.09695903,0.58423573,1.17406199,0.52282063,0.00000000,0.59654299,0.01896699
-5.08154077,1.97474174,0.00043348,0.10265416,0.62005897,1.20567756,0.55151567,0.00000000,0.63624581,0.02000007
-5.07553777,2.04604000,0.00047488,0.10826019,0.65516629,1.23328511,0.57944119,0.00000000,0.67559886,0.02102018
-5.06953477,2.11178170,0.00051927,0.11369895,0.68904787,1.25657896,0.60617617,0.00000000,0.71400330,0.02200960
-5.06353177,2.17101941,0.00056677,0.11888821,0.72118355,1.27530653,0.63129270,0.00000000,0.75083831,0.02295037
-5.05752876,2.22285956,0.00061767,0.12374371,0.75105623,1.28927550,0.65436726,0.00000000,0.78547679,0.02382466
-5.05152576,2.26649004,0.00067246,0.12818160,0.77816676,1.29836129,0.67499318,0.00000000,0.81730305,0.02461531
-5.04552276,2.30120933,0.00073190,0.13212104,0.80204975,1.30251443,0.69279390,0.00000000,0.84573195,0.02530636
-5.03951976,2.32645595,0.00079707,0.13548699,0.82228968,1.30176761,0.70743642,0.00000000,0.87022846,0.02588358
-5.03351676,2.34183668,0.00086937,0.13821305,0.83853654,1.29624168,0.71864439,0.00000000,0.89032704,0.02633502
-5.02751376,2.34715190,0.00095065,0.14024414,0.85052022,1.28615024,0.72621016,0.00000000,0.90564971,0.02665148
-5.02151076,2.34241651,0.00104321,0.14153890,0.85806297,1.27180214,0.73000521,0.00000000,0.91592190,0.02682698
-5.01550775,2.32787502,0.00114988,0.14207171,0.86108912,1.25360148,0.72998831,0.00000000,0.92098547,0.02685910
-5.00950475,2.30400934,0.00127403,0.14183428,0.85963155,1.23204456,0.72621104,0.00000000,0.92080781,0.02674915
-5.00350175,2.27153858,0.00141966,0.14083646,0.85383444,1.20771353,0.71882022,0.00000000,0.91548686,0.02650237
-4.99749875,2.23141014,0.00159140,0.13910659,0.84395200,1.18126664,0.70805711,0.00000000,0.90525139,0.02612785
-4.99149575,2.18478200,0.00179455,0.13669098,0.83034315,1.15342501,0.69425323,0.00000000,0.89045666,0.02563841
-4.98549275,2.13299673,0.00203505,0.13365282,0.81346221,1.12495624,0.67782304,0.00000000,0.87157536,0.02505027
-4.97948974,2.07754775,0.00231954,0.13007041,0.79384607,1.09665537,0.65925362,0.00000000,0.84918442,0.02438271
-4.97348674,2.02003945,0.00265526,0.12603481,0.77209812,1.06932366,0.63909182,0.00000000,0.82394802,0.02365752
-4.96748374,1.96214238,0.00305004,0.12164706,0.74886989,1.04374617,0.61792940,0.00000000,0.79659766,0.02289840
-4.96148074,1.90554571,0.00351218,0.11701508,0.72484097,1.02066901,0.59638671,0.00000000,0.76791007,0.02213036
-4.95547774,1.85190860,0.00405039,0.11225037,0.70069813,1.00077715,0.57509565,0.00000000,0.73868392,0.02137897
-4.94947474,1.80281287,0.00467358,0.10746465,0.67711451,0.98467396,0.55468247,0.00000000,0.70971631,0.02066969
-4.94347174,1.75971857,0.00539073,0.10276663,0.65472978,0.97286327,0.53575106,0.00000000,0.68177982,0.02002719
-4.93746873,1.72392439,0.00621061,0.09825903,0.63413189,0.96573492,0.51886735,0.00000000,0.65560111,0.01947470
-4.93146573,1.69653430,0.00714160,0.09403587,0.61584123,0.96355435,0.50454520,0.00000000,0.63184170,0.01903337
-4.92546273,1.67843153,0.00819130,0.09018030,0.60029760,0.96645686,0.49323429,0.00000000,0.61108154,0.01872178
-4.91945973,1.67026045,0.00936627,0.08676280,0.58785039,0.97444657,0.48531006,0.00000000,0.59380575,0.01855549
-4.91345673,1.67241682,0.01067162,0.08383997,0.57875216,0.98740026,0.48106612,0.00000000,0.58039478,0.01854665
-4.90745373,1.68504609,0.01211070,0.08145388,0.57315563,1.00507578,0.48070884,0.00000000,0.57111808,0.01870372
-4.90145073,1.70804934,0.01368464,0.07963180,0.57111392,1.02712443,0.48435444,0.00000000,0.56613120,0.01903132
-4.89544772,1.74109597,0.01539204,0.07838655,0.57258385,1.05310686,0.49202803,0.00000000,0.56547615,0.01953011
-4.88944472,1.78364212,0.01722857,0.07771711,0.57743188,1.08251135,0.50366483,0.00000000,0.56908464,0.02019680
-4.88344172,1.83495362,0.01918672,0.07760963,0.58544225,1.11477388,0.51911304,0.00000000,0.57678402,0.02102419
-4.87743872,1.89413217,0.02125549,0.07803870,0.59632686,1.14929867,0.53813832,0.00000000,0.58830530,0.02200135
-4.87143572,1.96014353,0.02342030,0.07896877,0.60973643,1.18547849,0.56042958,0.00000000,0.60329302,0.02311385
-4.86543272,2.03184648,0.02566288,0.08035568,0.62527240,1.22271363,0.58560595,0.00000000,0.62131653,0.02434400
-4.85942971,2.10802168,0.02796134,0.08214826,0.64249917,1.26042892,0.61322471,0.00000000,0.64188222,0.02567126
-4.85342671,2.18739947,0.03029038,0.08428987,0.66095631,1.29808808,0.64279014,0.00000000,0.66444654,0.02707259
-4.84742371,2.26868600,0.03262161,0.08671996,0.68017044,1.33520486,0.67376306,0.00000000,0.68842932,0.02852298
-4.84142071,2.35058740,0.03492405,0.08937551,0.69966641,1.37135100,0.70557110,0.00000000,0.71322730,0.02999585
-4.83541771,2.43183158,0.03716470,0.09219236,0.71897782,1.40616060,0.73761955,0.00000000,0.73822757,0.03146371
-4.82941471,2.51118776,0.03930931,0.09510644,0.73765650,1.43933134,0.76930268,0.00000000,0.76282072,0.03289864
-4.82341171,2.58748369,0.04132322,0.09805496,0.75528105,1.47062261,0.80001554,0.00000000,0.78641350,0.03427292
-4.81740870,2.65962070,0.04317228,0.10097736,0.77146437,1.49985108,0.82916592,0.00000000,0.80844095,0.03555961
-4.81140570,2.72658675,0.04482383,0.10381631,0.78586003,1.52688429,0.85618649,0.00000000,0.82837755,0.03673318
-4.80540270,2.78746769,0.04624763,0.10651847,0.79816766,1.55163260,0.88054667,0.00000000,0.84574754,0.03777003
-4.79939970,2.84145667,0.04741687,0.10903525,0.80813724,1.57404034,0.90176414,0.00000000,0.86013394,0.03864905
-4.79339670,2.88786197,0.04830899,0.11132339,0.81557224,1.59407658,0.91941564,0.00000000,0.87118624,0.03935210
-4.78739370,2.92611309,0.04890641,0.11334554,0.82033177,1.61172605,0.93314655,0.00000000,0.87862652,0.03986442
-4.78139070,2.95576505,0.04919719,0.11507060,0.82233154,1.62698084,0.94267923,0.00000000,0.88225388,0.04017492
-4.77538769,2.97650087,0.04917539,0.11647403,0.82154372,1.63983291,0.94781944,0.00000000,0.88194698,0.04027649
-4.76938469,2.98813198,0.04884134,0.11753797,0.81799558,1.65026815,0.94846083,0.00000000,0.87766468,0.04016602
-4.76338169,2.99059658,0.04820157,0.11825128,0.81176714,1.65826178,0.94458706,0.00000000,0.86944464,0.03984450
-4.75737869,2.98395574,0.04726867,0.11860938,0.80298748,1.66377553,0.93627147,0.00000000,0.85739999,0.03931688
-4.75137569,2.96838728,0.04606081,0.11861396,0.79183018,1.66675635,0.92367427,0.00000000,0.84171411,0.03859186
-4.74537269,2.94417763,0.04460119,0.11827259,0.77850763,1.66713689,0.90703714,0.00000000,0.82263370,0.03768162
-4.73936968,2.91171154,0.04291722,0.11759812,0.76326452,1.66483743,0.88667551,0.00000000,0.80046035,0.03660137
-4.73336668,2.87146028,0.04103969,0.11660806,0.74637066,1.65976923,0.86296873,0.00000000,0.77554084,0.03536890
-4.72736368,2.82396839,0.03900178,0.11532381,0.72811318,1.65183905,0.83634839,0.00000000,0.74825666,0.03400405
-4.72136068,2.76983959,0.03683805,0.11376984,0.70878859,1.64095462,0.80728536,0.00000000,0.71901296,0.03252816
-4.71535768,2.70972222,0.03458345,0.11197287,0.68869472,1.62703084,0.77627590,0.00000000,0.68822730,0.03096344
-4.70935468,2.64429484,0.03227239,0.10996106,0.66812291,1.60999627,0.74382743,0.00000000,0.65631876,0.02933244
-4.70335168,2.57425227,0.02993784,0.10776312,0.64735073,1.58979985,0.71044456,0.00000000,0.62369759,0.02765746
-4.69734867,2.50029275,0.02761058,0.10540766,0.62663542,1.56641733,0.67661573,0.00000000,0.59075577,0.02596009
-4.69134567,2.42310642,0.02531860,0.10292250,0.60620832,1.53985719,0.64280119,0.00000000,0.55785885,0.02426068
-4.68534267,2.34336544,0.02308661,0.10033413,0.58627051,1.51016584,0.60942247,0.00000000,0.52533909,0.02257806
-4.67933967,2.26171609,0.02093573,0.09766731,0.56698968,1.47743176,0.57685393,0.00000000,0.49349031,0.02092915
-4.67333667,2.17877263,0.01888332,0.09494473,0.54849849,1.44178836,0.54541645,0.00000000,0.46256424,0.01932880
-4.66733367,2.09511331,0.01694295,0.09218694,0.53089430,1.40341550,0.51537347,0.00000000,0.43276858,0.01778959
-4.66133067,2.01127802,0.01512452,0.08941224,0.51424030,1.36253951,0.48692937,0.00000000,0.40426664,0.01632187
-4.65532766,1.92776767,0.01343447,0.08663678,0.49856796,1.31943169,0.46023013,0.00000000,0.37717837,0.01493369
-4.64932466,1.84504499,0.01187608,0.08387477,0.48388059,1.27440532,0.43536606,0.00000000,0.35158277,0.01363093
-4.64332166,1.76353630,0.01044980,0.08113870,0.47015778,1.22781130,0.41237633,0.00000000,0.32752122,0.01241743
