energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.94629045,0.11627604,0.00000000,1.24175295,0.00000000,1.15964654,0.25687764
-5.99399700,1.95757837,0.11554025,0.00000000,1.24937618,0.00000000,1.17362564,0.25814624
-5.98799400,1.95709980,0.11410218,0.00000000,1.24948418,0.00000000,1.18061247,0.25787198
-5.98199100,1.94490967,0.11197460,0.00000000,1.24212426,0.00000000,1.18059022,0.25606738
-5.97598799,1.92132742,0.10918748,0.00000000,1.22751038,0.00000000,1.17369194,0.25277962
-5.96998499,1.88691915,0.10578656,0.00000000,1.20601160,0.00000000,1.16019216,0.24808797
-5.96398199,1.84247124,0.10183131,0.00000000,1.17813517,0.00000000,1.14049360,0.24210012
-5.95797899,1.78895704,0.09739249,0.00000000,1.14450527,0.00000000,1.11510966,0.23494765
-5.95197599,1.72749826,0.09254943,0.00000000,1.10583837,0.00000000,1.08464360,0.22678078
-5.94597299,1.65932289,0.08738713,0.00000000,1.06291642,0.00000000,1.04976547,0.21776278
-5.93996998,1.58572173,0.08199336,0.00000000,1.01655934,0.00000000,1.01118793,0.20806418
-5.93396698,1.50800546,0.07645575,0.00000000,0.96759771,0.00000000,0.96964208,0.19785709
-5.92796398,1.42746416,0.07085922,0.00000000,0.91684725,0.00000000,0.92585439,0.18730993
-5.92196098,1.34533079,0.06528362,0.00000000,0.86508581,0.00000000,0.88052573,0.17658268
-5.91595798,1.26275005,0.05980174,0.00000000,0.81303378,0.00000000,0.83431329,0.16582289
-5.90995498,1.18075347,0.05447786,0.00000000,0.76133864,0.00000000,0.78781594,0.15516254
-5.90395198,1.10024139,0.04936660,0.00000000,0.71056376,0.00000000,0.74156344,0.14471582
-5.89794897,1.02197186,0.04451232,0.00000000,0.66118179,0.00000000,0.69600961,0.13457784
-5.89194597,0.94655633,0.03994899,0.00000000,0.61357222,0.00000000,0.65152939,0.12482424
-5.88594297,0.87446160,0.03570033,0.00000000,0.56802306,0.00000000,0.60841945,0.11551162
-5.87993997,0.80601718,0.03178047,0.00000000,0.52473579,0.00000000,0.56690198,0.10667871
-5.87393697,0.74142700,0.02819472,0.00000000,0.48383319,0.00000000,0.52713098,0.09834801
-5.86793397,0.68078461,0.02494066,0.00000000,0.44536923,0.00000000,0.48920047,0.09052800
-5.86193097,0.62409037,0.02200935,0.00000000,0.40934022,0.00000000,0.45315397,0.08321547
-5.85592796,0.57126980,0.01938659,0.00000000,0.37569668,0.00000000,0.41899457,0.07639807
-5.84992496,0.52219201,0.01705419,0.00000000,0.34435504,0.00000000,0.38669487,0.07005679
-5.84392196,0.47668724,0.01499121,0.00000000,0.31520890,0.00000000,0.35620659,0.06416834
-5.83791896,0.43456292,0.01317513,0.00000000,0.28813915,0.00000000,0.32746905,0.05870731
-5.83191596,0.39561775,0.01158281,0.00000000,0.26302281,0.00000000,0.30041662,0.05364800
-5.82591296,0.35965340,0.01019140,0.00000000,0.23974030,0.00000000,0.27498463,0.04896601
-5.81990995,0.32648382,0.00897906,0.00000000,0.21818120,0.00000000,0.25111399,0.04463945
-5.81390695,0.29594212,0.00792549,0.00000000,0.19824831,0.00000000,0.22875428,0.04064981
-5.80790395,0.26788521,0.00701237,0.00000000,0.17986039,0.00000000,0.20786570,0.03698260
-5.80190095,0.24219646,0.00622357,0.00000000,0.16295358,0.00000000,0.18841981,0.03362762
-5.79589795,0.21878670,0.00554536,0.00000000,0.14748176,0.00000000,0.17039950,0.03057913
-5.78989495,0.19759387,0.00496640,0.00000000,0.13341608,0.00000000,0.15379824,0.02783576
-5.78389195,0.17858171,0.00447769,0.00000000,0.12074390,0.00000000,0.13861893,0.02540032
-5.77788894,0.16173779,0.00407250,0.00000000,0.10946737,0.00000000,0.12487246,0.02327952
-5.77188594,0.14707106,0.00374614,0.00000000,0.09960166,0.00000000,0.11257627,0.02148361
-5.76588294,0.13460915,0.00349582,0.00000000,0.09117320,0.00000000,0.10175291,0.02002601
-5.75987994,0.12439565,0.00332042,0.00000000,0.08421776,0.00000000,0.09242864,0.01892286
-5.75387694,0.11648715,0.00322021,0.00000000,0.07877863,0.00000000,0.08463225,0.01819257
-5.74787394,0.11095037,0.00319668,0.00000000,0.07490467,0.00000000,0.07839397,0.01785527
-5.74187094,0.10785905,0.00325222,0.00000000,0.07264839,0.00000000,0.07374438,0.01793231
-5.73586793,0.10729062,0.00338994,0.00000000,0.07206384,0.00000000,0.07071341,0.01844557
-5.72986493,0.10932270,0.00361332,0.00000000,0.07320439,0.00000000,0.06932919,0.01941674
-5.72386193,0.11402902,0.00392604,0.00000000,0.07612020,0.00000000,0.06961674,0.02086651
-5.71785893,0.12147506,0.00433163,0.00000000,0.08085541,0.00000000,0.07159649,0.02281360
-5.71185593,0.13171313,0.00483326,0.00000000,0.08744511,0.00000000,0.07528251,0.02527372
-5.70585293,0.14477714,0.00543340,0.00000000,0.09591194,0.00000000,0.08068042,0.02825842
-5.69984992,0.16067692,0.00613359,0.00000000,0.10626253,0.00000000,0.08778515,0.03177395
-5.69384692,0.17939256,0.00693411,0.00000000,0.11848383,0.00000000,0.09657841,0.03581996
-5.68784392,0.20086876,0.00783379,0.00000000,0.13253952,0.00000000,0.10702621,0.04038838
-5.68184092,0.22500962,0.00882974,0.00000000,0.14836665,0.00000000,0.11907628,0.04546230
-5.67583792,0.25167410,0.00991715,0.00000000,0.16587273,0.00000000,0.13265587,0.05101502
-5.66983492,0.28067269,0.01108917,0.00000000,0.18493351,0.00000000,0.14766982,0.05700944
-5.66383192,0.31176536,0.01233683,0.00000000,0.20539174,0.00000000,0.16399932,0.06339761
-5.65782891,0.34466142,0.01364899,0.00000000,0.22705704,0.00000000,0.18150136,0.07012080
-5.65182591,0.37902131,0.01501248,0.00000000,0.24970706,0.00000000,0.20000912,0.07710990
-5.64582291,0.41446070,0.01641221,0.00000000,0.27309011,0.00000000,0.21933347,0.08428634
-5.63981991,0.45055687,0.01783149,0.00000000,0.29692938,0.00000000,0.23926546,0.09156352
-5.63381691,0.48685745,0.01925228,0.00000000,0.32092854,0.00000000,0.25958009,0.09884864
-5.62781391,0.52289125,0.02065571,0.00000000,0.34477883,0.00000000,0.28004110,0.10604504
-5.62181091,0.55818101,0.02202252,0.00000000,0.36816735,0.00000000,0.30040679,0.11305493
-5.61580790,0.59225760,0.02333365,0.00000000,0.39078630,0.00000000,0.32043660,0.11978231
-5.60980490,0.62467513,0.02457078,0.00000000,0.41234286,0.00000000,0.33989839,0.12613619
-5.60380190,0.65502636,0.02571697,0.00000000,0.43256920,0.00000000,0.35857590,0.13203379
-5.59779890,0.68295778,0.02675720,0.00000000,0.45123237,0.00000000,0.37627627,0.13740365
-5.59179590,0.70818354,0.02767894,0.00000000,0.46814338,0.00000000,0.39283714,0.14218851
-5.58579290,0.73049754,0.02847258,0.00000000,0.48316513,0.00000000,0.40813305,0.14634778
-5.57978989,0.74978312,0.02913181,0.00000000,0.49621878,0.00000000,0.42208069,0.14985949
-5.57378689,0.76601957,0.02965392,0.00000000,0.50728805,0.00000000,0.43464289,0.15272159
-5.56778389,0.77928519,0.03003986,0.00000000,0.51642120,0.00000000,0.44583076,0.15495252
-5.56178089,0.78975633,0.03029431,0.00000000,0.52373060,0.00000000,0.45570413,0.15659093
-5.55577789,0.79770255,0.03042546,0.00000000,0.52938948,0.00000000,0.46436985,0.15769465
-5.54977489,0.80347759,0.03044476,0.00000000,0.53362622,0.00000000,0.47197812,0.15833875
-5.54377189,0.80750668,0.03036648,0.00000000,0.53671599,0.00000000,0.47871672,0.15861288
-5.53776888,0.81027026,0.03020720,0.00000000,0.53897028,0.00000000,0.48480350,0.15861787
-5.53176588,0.81228494,0.02998511,0.00000000,0.54072441,0.00000000,0.49047707,0.15846187
-5.52576288,0.81408222,0.02971939,0.00000000,0.54232366,0.00000000,0.49598633,0.15825593
-5.51975988,0.81618597,0.02942940,0.00000000,0.54410857,0.00000000,0.50157895,0.15810941
-5.51375688,0.81908941,0.02913397,0.00000000,0.54639982,0.00000000,0.50748944,0.15812535
-5.50775388,0.82323266,0.02885066,0.00000000,0.54948355,0.00000000,0.51392726,0.15839592
-5.50175088,0.82898194,0.02859506,0.00000000,0.55359763,0.00000000,0.52106547,0.15899826
-5.49574787,0.83661112,0.02838023,0.00000000,0.55891957,0.00000000,0.52903052,0.15999080
-5.48974487,0.84628680,0.02821622,0.00000000,0.56555657,0.00000000,0.53789360,0.16141029
-5.48374187,0.85805740,0.02810972,0.00000000,0.57353833,0.00000000,0.54766414,0.16326970
-5.47773887,0.87184705,0.02806386,0.00000000,0.58281287,0.00000000,0.55828573,0.16555703
-5.47173587,0.88745466,0.02807818,0.00000000,0.59324576,0.00000000,0.56963488,0.16823518
-5.46573287,0.90455833,0.02814879,0.00000000,0.60462292,0.00000000,0.58152274,0.17124284
-5.45972986,0.92272509,0.02826864,0.00000000,0.61665680,0.00000000,0.59369990,0.17449651
-5.45372686,0.94142574,0.02842799,0.00000000,0.62899598,0.00000000,0.60586417,0.17789339
-5.44772386,0.96005427,0.02861500,0.00000000,0.64123776,0.00000000,0.61767113,0.18131528
-5.44172086,0.97795115,0.02881646,0.00000000,0.65294326,0.00000000,0.62874714,0.18463310
-5.43571786,0.99442952,0.02901855,0.00000000,0.66365449,0.00000000,0.63870427,0.18771204
-5.42971486,1.00880338,0.02920772,0.00000000,0.67291264,0.00000000,0.64715669,0.19041704
-5.42371186,1.02041640,0.02937156,0.00000000,0.68027687,0.00000000,0.65373770,0.19261835
-5.41770885,1.02867030,0.02949967,0.00000000,0.68534276,0.00000000,0.65811688,0.19419699
-5.41170585,1.03305156,0.02958443,0.00000000,0.68775960,0.00000000,0.66001642,0.19504988
-5.40570285,1.03315518,0.02962176,0.00000000,0.68724586,0.00000000,0.65922618,0.19509431
-5.39969985,1.02870479,0.02961172,0.00000000,0.68360215,0.00000000,0.65561663,0.19427177
-5.39369685,1.01956790,0.02955893,0.00000000,0.67672099,0.00000000,0.64914927,0.19255076
-5.38769385,1.00576600,0.02947292,0.00000000,0.66659324,0.00000000,0.63988397,0.18992857
-5.38169085,0.98747894,0.02936817,0.00000000,0.65331077,0.00000000,0.62798306,0.18643206
-5.37568784,0.96504359,0.02926412,0.00000000,0.63706537,0.00000000,0.61371196,0.18211722
-5.36968484,0.93894686,0.02918483,0.00000000,0.61814409,0.00000000,0.59743625,0.17706773
-5.36368184,0.90981349,0.02915856,0.00000000,0.59692114,0.00000000,0.57961547,0.17139250
-5.35767884,0.87838918,0.02921716,0.00000000,0.57384691,0.00000000,0.56079378,0.16522239
-5.35167584,0.84551973,0.02939530,0.00000000,0.54943457,0.00000000,0.54158783,0.15870616
-5.34567284,0.81212724,0.02972954,0.00000000,0.52424478,0.00000000,0.52267228,0.15200593
-5.33966983,0.77918397,0.03025734,0.00000000,0.49886927,0.00000000,0.50476332,0.14529228
-5.33366683,0.74768506,0.03101593,0.00000000,0.47391382,0.00000000,0.48860081,0.13873921
-5.32766383,0.71862080,0.03204120,0.00000000,0.44998128,0.00000000,0.47492931,0.13251906
-5.32166083,0.69294937,0.03336645,0.00000000,0.42765514,0.00000000,0.46447863,0.12679768
-5.31565783,0.67157065,0.03502128,0.00000000,0.40748413,0.00000000,0.45794409,0.12172985
-5.30965483,0.65530177,0.03703035,0.00000000,0.38996825,0.00000000,0.45596710,0.11745522
-5.30365183,0.64485494,0.03941233,0.00000000,0.37554641,0.00000000,0.45911623,0.11409463
-5.29764882,0.64081779,0.04217882,0.00000000,0.36458602,0.00000000,0.46786924,0.11174717
-5.29164582,0.64363665,0.04533348,0.00000000,0.35737445,0.00000000,0.48259639,0.11048773
-5.28564282,0.65360304,0.04887122,0.00000000,0.35411261,0.00000000,0.50354534,0.11036525
-5.27963982,0.67084339,0.05277757,0.00000000,0.35491053,0.00000000,0.53082815,0.11140167
-5.27363682,0.69531245,0.05702831,0.00000000,0.35978493,0.00000000,0.56441068,0.11359137
-5.26763382,0.72679025,0.06158922,0.00000000,0.36865893,0.00000000,0.60410496,0.11690144
-5.26163082,0.76488311,0.06641616,0.00000000,0.38136351,0.00000000,0.64956483,0.12127246
-5.25562781,0.80902858,0.07145543,0.00000000,0.39764118,0.00000000,0.70028550,0.12661991
-5.24962481,0.85850459,0.07664438,0.00000000,0.41715136,0.00000000,0.75560727,0.13283625
-5.24362181,0.91244292,0.08191232,0.00000000,0.43947789,0.00000000,0.81472379,0.13979350
-5.23761881,0.96984689,0.08718181,0.00000000,0.46413823,0.00000000,0.87669518,0.14734644
-5.23161581,1.02961321,0.09237019,0.00000000,0.49059460,0.00000000,0.94046583,0.15533630
-5.22561281,1.09055778,0.09739136,0.00000000,0.51826679,0.00000000,1.00488695,0.16359489
-5.21960980,1.15144484,0.10215789,0.00000000,0.54654641,0.00000000,1.06874339,0.17194920
-5.21360680,1.21101903,0.10658319,0.00000000,0.57481249,0.00000000,1.13078412,0.18022614
-5.20760380,1.26803939,0.11058391,0.00000000,0.60244783,0.00000000,1.18975553,0.18825755
-5.20160080,1.32131431,0.11408231,0.00000000,0.62885592,0.00000000,1.24443659,0.19588519
-5.19559780,1.36973631,0.11700862,0.00000000,0.65347773,0.00000000,1.29367440,0.20296554
-5.18959480,1.41231531,0.11930325,0.00000000,0.67580788,0.00000000,1.33641906,0.20937432
-5.18359180,1.44820906,0.12091874,0.00000000,0.69540949,0.00000000,1.37175620,0.21501039
-5.17758879,1.47674953,0.12182147,0.00000000,0.71192729,0.00000000,1.39893586,0.21979906
-5.17158579,1.49746386,0.12199294,0.00000000,0.72509813,0.00000000,1.41739651,0.22369445
