energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.62781391,4.73331040,0.72398467,0.40014137,0.00529020,1.21787429,1.39611817,1.08267882,0.07992263,1.64805797
-5.62181091,4.75972628,0.73328406,0.41116176,0.00543653,1.22916742,1.41063826,1.09089533,0.07947116,1.65439794
-5.61580790,4.79916822,0.74303915,0.42281852,0.00559510,1.24518762,1.43072901,1.10331770,0.07904129,1.66374901
-5.60980490,4.85010040,0.75294285,0.43499099,0.00576374,1.26567703,1.45603437,1.11970540,0.07862344,1.67541432
-5.60380190,4.91092582,0.76270937,0.44755845,0.00594013,1.29031196,1.48612377,1.13975331,0.07821101,1.68873240
-5.59779890,4.98002787,0.77208066,0.46040191,0.00612191,1.31871245,1.52050291,1.16310081,0.07780057,1.70309257
-5.59179590,5.05580566,0.78083121,0.47340538,0.00630665,1.35045169,1.55862455,1.18934105,0.07739195,1.71794664
-5.58579290,5.13670267,0.78877110,0.48645660,0.00649189,1.38506502,1.59989914,1.21802998,0.07698801,1.73281668
-5.57978989,5.22122832,0.79574748,0.49944735,0.00667518,1.42205841,1.64370503,1.24869505,0.07659444,1.74729917
-5.57378689,5.30797311,0.80164447,0.51227345,0.00685406,1.46091623,1.68939838,1.28084340,0.07621919,1.76106578
-5.56778389,5.39561775,0.80638173,0.52483449,0.00702614,1.50110845,1.73632261,1.31396954,0.07587186,1.77386105
-5.56178089,5.48293721,0.80991187,0.53703351,0.00718907,1.54209733,1.78381751,1.34756259,0.07556302,1.78549773
-5.55577789,5.56880097,0.81221707,0.54877667,0.00734060,1.58334356,1.83122791,1.38111297,0.07530339,1.79585010
-5.54977489,5.65217035,0.81330497,0.55997302,0.00747859,1.62431221,1.87791217,1.41411879,0.07510297,1.80484596
-5.54377189,5.73209434,0.81320432,0.57053453,0.00760104,1.66447832,1.92325024,1.44609188,0.07497028,1.81245793
-5.53776888,5.80770469,0.81196046,0.58037643,0.00770610,1.70333259,1.96665142,1.47656353,0.07491153,1.81869442
-5.53176588,5.87821142,0.80963095,0.58941779,0.00779212,1.74038685,2.00756187,1.50509005,0.07492996,1.82359086
-5.52576288,5.94289923,0.80628148,0.59758251,0.00785767,1.77517966,2.04547152,1.53125806,0.07502530,1.82720150
-5.51975988,6.00112534,0.80198230,0.60480050,0.00790154,1.80728184,2.07992067,1.55468958,0.07519333,1.82959212
-5.51375688,6.05231903,0.79680511,0.61100917,0.00792280,1.83630196,2.11050579,1.57504675,0.07542570,1.83083380
-5.50775388,6.09598273,0.79082066,0.61615496,0.00792081,1.86189165,2.13688476,1.59203631,0.07570992,1.83099778
-5.50175088,6.13169472,0.78409692,0.62019496,0.00789521,1.88375062,2.15878112,1.60541349,0.07602960,1.83015155
-5.49574787,6.15911288,0.77669790,0.62309836,0.00784596,1.90163134,2.17598757,1.61498543,0.07636483,1.82835608
-5.48974487,6.17797923,0.76868303,0.62484778,0.00777331,1.91534312,2.18836829,1.62061397,0.07669284,1.82566397
-5.48374187,6.18812475,0.76010712,0.62544017,0.00767787,1.92475553,2.19586042,1.62221761,0.07698879,1.82211856
-5.47773887,6.18947405,0.75102062,0.62488738,0.00756052,1.92980107,2.19847435,1.61977282,0.07722675,1.81775373
-5.47173587,6.18204947,0.74147039,0.62321629,0.00742243,1.93047693,2.19629309,1.61331436,0.07738075,1.81259433
-5.46573287,6.16597426,0.73150058,0.62046843,0.00726506,1.92684581,2.18947068,1.60293477,0.07742587,1.80665703
-5.45972986,6.14147466,0.72115383,0.61669912,0.00709011,1.91903581,2.17822967,1.58878304,0.07733943,1.79995170
-5.45372686,6.10888067,0.71047248,0.61197624,0.00689950,1.90723926,2.16285788,1.57106231,0.07710204,1.79248297
-5.44772386,6.06862555,0.69949983,0.60637865,0.00669534,1.89171058,2.14370437,1.55002682,0.07669862,1.78425221
-5.44172086,6.02124400,0.68828152,0.59999437,0.00647985,1.87276318,2.12117485,1.52597799,0.07611923,1.77525985
-5.43571786,5.96736908,0.67686665,0.59291863,0.00625541,1.85076535,2.09572649,1.49925986,0.07535978,1.76550798
-5.42971486,5.90772803,0.66530905,0.58525196,0.00602443,1.82613531,2.06786215,1.47025383,0.07442243,1.75500333
-5.42371186,5.84313691,0.65366822,0.57709837,0.00578936,1.79933521,2.03812414,1.43937274,0.07331584,1.74376057
-5.41770885,5.77449414,0.64201031,0.56856378,0.00555264,1.77086437,2.00708728,1.40705450,0.07205514,1.73180599
-5.41170585,5.70277282,0.63040876,0.55975476,0.00531667,1.74125154,1.97535141,1.37375516,0.07066158,1.71918127
-5.40570285,5.62901160,0.61894482,0.55077756,0.00508377,1.71104630,1.94353312,1.33994155,0.06916205,1.70594743
-5.39969985,5.55430403,0.60770779,0.54173762,0.00485616,1.68080965,1.91225662,1.30608358,0.06758823,1.69218858
-5.39369685,5.47978581,0.59679487,0.53273927,0.00463591,1.65110370,1.88214381,1.27264620,0.06597573,1.67801536
-5.38769385,5.40661986,0.58631076,0.52388587,0.00442495,1.62248066,1.85380324,1.24008108,0.06436286,1.66356758
-5.38169085,5.33597887,0.57636673,0.51527997,0.00422503,1.59547116,1.82781832,1.20881823,0.06278943,1.64901599
-5.37568784,5.26902502,0.56707929,0.50702374,0.00403772,1.57057209,1.80473453,1.17925748,0.06129547,1.63456273
-5.36968484,5.20688697,0.55856839,0.49921919,0.00386438,1.54823416,1.78504602,1.15176017,0.05991983,1.62044014
-5.36368184,5.15063431,0.55095507,0.49196842,0.00370614,1.52884952,1.76918181,1.12664102,0.05869893,1.60690784
-5.35767884,5.10124971,0.54435871,0.48537350,0.00356393,1.51273979,1.75749196,1.10416059,0.05766550,1.59424795
-5.35167584,5.05959972,0.53889379,0.47953611,0.00343845,1.50014486,1.75023421,1.08451846,0.05684750,1.58275827
-5.34567284,5.02640502,0.53466636,0.47455673,0.00333015,1.49121310,1.74756169,1.06784736,0.05626715,1.57274384
-5.33966983,5.00221146,0.53177029,0.47053358,0.00323925,1.48599329,1.74951233,1.05420864,0.05594018,1.56450681
-5.33366683,4.98736332,0.53028344,0.46756103,0.00316573,1.48442897,1.75600061,1.04358927,0.05587529,1.55833523
-5.32766383,4.98198026,0.53026395,0.46572781,0.00310933,1.48635547,1.76681237,1.03590065,0.05607388,1.55449120
-5.32166083,4.98593969,0.53174677,0.46511498,0.00306956,1.49150030,1.78160327,1.03097946,0.05652994,1.55319889
-5.31565783,4.99886596,0.53474074,0.46579370,0.00304568,1.49948698,1.79990133,1.02859066,0.05723030,1.55463312
-5.30965483,5.02012764,0.53922625,0.46782310,0.00303675,1.50984262,1.82111412,1.02843280,0.05815503,1.55890918
-5.30365183,5.04884394,0.54515376,0.47124818,0.00304162,1.52200919,1.84454042,1.03014561,0.05927811,1.56607432
-5.29764882,5.08390071,0.55244324,0.47609795,0.00305892,1.53535841,1.86938673,1.03331965,0.06056830,1.57610169
-5.29164582,5.12397619,0.56098466,0.48238393,0.00308715,1.54920987,1.89478790,1.03750804,0.06199018,1.58888697
-5.28564282,5.16757594,0.57063946,0.49009902,0.00312462,1.56285182,1.91983177,1.04223973,0.06350529,1.60424796
-5.27963982,5.21307610,0.58124317,0.49921683,0.00316957,1.57556402,1.94358671,1.04703398,0.06507339,1.62192743
-5.27363682,5.25877337,0.59260892,0.50969156,0.00322011,1.58664176,1.96513137,1.05141562,0.06665380,1.64159898
-5.26763382,5.30293999,0.60453182,0.52145837,0.00327435,1.59542018,1.98358545,1.05493045,0.06820664,1.66287581
-5.26163082,5.34388143,0.61679408,0.53443419,0.00333035,1.60129792,1.99814018,1.05716023,0.06969413,1.68532212
-5.25562781,5.37999457,0.62917060,0.54851919,0.00338623,1.60375909,2.00808756,1.05773673,0.07108173,1.70846654
-5.24962481,5.40982386,0.64143493,0.56359851,0.00344017,1.60239276,2.01284687,1.05635424,0.07233918,1.73181714
-5.24362181,5.43211334,0.65336526,0.57954463,0.00349045,1.59690901,2.01198750,1.05278003,0.07344132,1.75487747
-5.23761881,5.44585230,0.66475042,0.59622001,0.00353553,1.58715109,2.00524722,1.04686250,0.07436884,1.77716289
-5.23161581,5.45031313,0.67539550,0.61348013,0.00357402,1.57310305,1.99254489,1.03853656,0.07510866,1.79821673
-5.22561281,5.44507967,0.68512711,0.63117693,0.00360477,1.55489261,1.97398744,1.02782607,0.07565424,1.81762567
-5.21960980,5.43006558,0.69379797,0.64916250,0.00362686,1.53278931,1.94987060,1.01484349,0.07600560,1.83503379
-5.21360680,5.40552199,0.70129089,0.66729299,0.00363964,1.50719787,1.92067348,0.99978645,0.07616914,1.85015504
-5.20760380,5.37203463,0.70752190,0.68543272,0.00364272,1.47864725,1.88704720,0.98293173,0.07615727,1.86278354
-5.20160080,5.33051071,0.71244257,0.70345842,0.00363602,1.44777572,1.84979808,0.96462672,0.07598791,1.87280165
-5.19559780,5.28215614,0.71604141,0.72126329,0.00361973,1.41531269,1.80986597,0.94527875,0.07568379,1.88018543
-5.18959480,5.22844407,0.71834434,0.73876097,0.00359431,1.38205773,1.76829837,0.92534268,0.07527168,1.88500734
-5.18359180,5.17107577,0.71941426,0.75588909,0.00356051,1.34885773,1.72622144,0.90530709,0.07478150,1.88743621
-5.17758879,5.11193483,0.71934954,0.77261216,0.00351930,1.31658265,1.68480859,0.88567968,0.07424541,1.88773414
-5.17158579,5.05303595,0.71828169,0.78892375,0.00347190,1.28610078,1.64524755,0.86697205,0.07369682,1.88625055
-5.16558279,4.99646936,0.71637191,0.80484752,0.00341969,1.25825402,1.60870706,0.84968450,0.07316944,1.88341318
-5.15957979,4.94434216,0.71380676,0.82043709,0.00336422,1.23383385,1.57630378,0.83429110,0.07269630,1.87971629
-5.15357679,4.89871766,0.71079294,0.83577447,0.00330712,1.21355858,1.54907040,0.82122545,0.07230884,1.87570613
-5.14757379,4.86155403,0.70755118,0.85096694,0.00325012,1.19805230,1.52792574,0.81086744,0.07203599,1.87196390
-5.14157079,4.83464367,0.70430948,0.86614244,0.00319492,1.18782612,1.51364755,0.80353143,0.07190339,1.86908667
-5.13556778,4.81955462,0.70129575,0.88144344,0.00314322,1.18326214,1.50684874,0.79945593,0.07193258,1.86766668
-5.12956478,4.81757587,0.69873020,0.89701944,0.00309661,1.18460048,1.50795774,0.79879540,0.07214038,1.86826957
-5.12356178,4.82966814,0.69681756,0.91301839,0.00305656,1.19192991,1.51720351,0.80161408,0.07253830,1.87141254
-5.11755878,4.85642218,0.69573962,0.92957744,0.00302435,1.20518236,1.53460598,0.80788240,0.07313207,1.87754286
-5.11155578,4.89802631,0.69564830,0.94681325,0.00300105,1.22413171,1.55997225,0.81747605,0.07392136,1.88701813
-5.10555278,4.95424539,0.69665966,0.96481262,0.00298747,1.24839713,1.59289903,0.83017781,0.07489958,1.90008884
-5.09954977,5.02441257,0.69884913,0.98362371,0.00298417,1.27745109,1.63278157,0.84568247,0.07605388,1.91688439
-5.09354677,5.10743554,0.70224840,1.00324864,0.00299138,1.31063222,1.67882926,0.86360464,0.07736528,1.93740337
-5.08754377,5.20181800,0.70684400,1.02363771,0.00300905,1.34716296,1.73008770,0.88348960,0.07880910,1.96150881
-5.08154077,5.30569693,0.71257798,1.04468587,0.00303682,1.38617152,1.78546692,0.90482682,0.08035539,1.98892885
-5.07553777,5.41689511,0.71935064,1.06623171,0.00307407,1.42671808,1.84377519,0.92706599,0.08196975,2.01926323
-5.06953477,5.53298803,0.72702521,1.08805909,0.00311988,1.46782420,1.90375739,0.94963507,0.08361420,2.05199553
-5.06353177,5.65138314,0.73543451,1.10990169,0.00317313,1.50850476,1.96413690,0.97195984,0.08524827,2.08651072
-5.05752876,5.76940872,0.74438914,1.13145015,0.00323250,1.54780140,2.02365944,0.99348420,0.08683018,2.12211757
-5.05152576,5.88440918,0.75368682,1.15236169,0.00329653,1.58481603,2.08113730,1.01369054,0.08831815,2.15807487
-5.04552276,5.99384262,0.76312252,1.17227177,0.00336367,1.61874331,2.13549213,1.03211931,0.08967179,2.19362029
-5.03951976,6.09537637,0.77249871,1.19080735,0.00343235,1.64890048,2.18579438,1.04838693,0.09085343,2.22800057
-5.03351676,6.18697615,0.78163520,1.20760095,0.00350101,1.67475333,2.23129760,1.06220120,0.09182947,2.26050150
-5.02751376,6.26698421,0.79037801,1.22230501,0.00356818,1.69593697,2.27146591,1.07337348,0.09257156,2.29047615
-5.02151076,6.33418274,0.79860674,1.23460576,0.00363252,1.71227019,2.30599315,1.08182690,0.09305769,2.31737001
-5.01550775,6.38783881,0.80624005,1.24423593,0.00369288,1.72376275,2.33481246,1.08760012,0.09327302,2.34074170
-5.00950475,6.42772857,0.81323879,1.25098559,0.00374833,1.73061480,2.35809582,1.09084640,0.09321050,2.36027805
-5.00350175,6.45413900,0.81960682,1.25471079,0.00379817,1.73320842,2.37624298,1.09182767,0.09287117,2.37580315
-4.99749875,6.46784681,0.82538935,1.25533937,0.00384200,1.73209131,2.38986037,1.09090396,0.09226419,2.38728058
-4.99149575,6.47007547,0.83066891,1.25287380,0.00387967,1.72795327,2.39973048,1.08851834,0.09140653,2.39480915
-4.98549275,6.46243214,0.83555944,1.24739095,0.00391131,1.72159635,2.40677322,1.08517810,0.09032241,2.39861231
-4.97948974,6.44682769,0.84019871,1.23903885,0.00393732,1.71389995,2.41200087,1.08143285,0.08904234,2.39902212
-4.97348674,6.42538378,0.84473980,1.22803060,0.00395832,1.70578237,2.41646881,1.07785054,0.08760205,2.39645871
-4.96748374,6.40033177,0.84934202,1.21463598,0.00397513,1.69816061,2.42122430,1.07499245,0.08604116,2.39140660
-4.96148074,6.37390839,0.85416219,1.19917098,0.00398873,1.69191016,2.42725582,1.07338827,0.08440161,2.38438933
-4.95547774,6.34825374,0.85934660,1.18198602,0.00400021,1.68782681,2.43544558,1.07351249,0.08272619,2.37594387
-4.94947474,6.32531650,0.86502436,1.16345343,0.00401070,1.68659204,2.44652741,1.07576304,0.08105688,2.36659622
-4.94347174,6.30677117,0.87130251,1.14395472,0.00402135,1.68874380,2.46105217,1.08044345,0.07943333,2.35683974
-4.93746873,6.29395127,0.87826321,1.12386838,0.00403325,1.69465392,2.47936251,1.08774907,0.07789143,2.34711704
-4.93146573,6.28780166,0.88596310,1.10355858,0.00404738,1.70451331,2.50157799,1.09775821,0.07646208,2.33780656
-4.92546273,6.28885175,0.89443479,1.08336537,0.00406460,1.71832539,2.52759156,1.11042865,0.07517011,2.32921409
-4.91945973,6.29721058,0.90369028,1.06359667,0.00408556,1.73590823,2.55707713,1.12559941,0.07403360,2.32156949
-4.91345673,6.31258333,0.91372595,1.04452219,0.00411073,1.75690508,2.58950816,1.14299809,0.07306334,2.31502849
-4.90745373,6.33430765,0.92452857,1.02636949,0.00414034,1.78080276,2.62418589,1.16225305,0.07226270,2.30967887
-4.90145073,6.36140721,0.93608182,1.00932206,0.00417438,1.80695692,2.66027588,1.18291012,0.07162779,2.30555025
-4.89544772,6.39265909,0.94837257,0.99351930,0.00421262,1.83462287,2.69685081,1.20445282,0.07114793,2.30262665
-4.88944472,6.42667084,0.96139648,0.97905813,0.00425461,1.86299051,2.73293739,1.22632528,0.07080629,2.30086036
-4.88344172,6.46196275,0.97516213,0.96599601,0.00429970,1.89122157,2.76756476,1.24795673,0.07058091,2.30018628
-4.87743872,6.49705065,0.98969346,0.95435482,0.00434708,1.91848733,2.79981222,1.26878622,0.07044578,2.30053525
-4.87143572,6.53052485,1.00502992,0.94412542,0.00439581,1.94400515,2.82885356,1.28828674,0.07037210,2.30184564
-4.86543272,6.56112118,1.02122445,0.93527245,0.00444486,1.96707199,2.85399616,1.30598727,0.07032958,2.30407216
-4.85942971,6.58778051,1.03833914,0.92773902,0.00449316,1.98709347,2.87471281,1.32149201,0.07028776,2.30719153
-4.85342671,6.60969440,1.05643881,0.92145105,0.00453962,2.00360728,2.89066497,1.33449586,0.07021729,2.31120452
-4.84742371,6.62633483,1.07558299,0.91632110,0.00458323,2.01629984,2.90171653,1.34479539,0.07009106,2.31613458
-4.84142071,6.63746755,1.09581673,0.91225151,0.00462304,2.02501585,2.90793772,1.35229517,0.06988518,2.32202318
-4.83541771,6.64314910,1.11716099,0.90913695,0.00465822,2.02976041,2.90959920,1.35700896,0.06957986,2.32892255
-4.82941471,6.64370877,1.13960326,0.90686624,0.00468808,2.03069390,2.90715710,1.35905611,0.06915991,2.33688654
-4.82341171,6.63971738,1.16308919,0.90532381,0.00471211,2.02812019,2.90123006,1.35865339,0.06861518,2.34596037
-4.81740870,6.63194546,1.18751587,0.90439068,0.00472996,2.02246911,2.89256966,1.35610280,0.06794061,2.35617040
-4.81140570,6.62131393,1.21272740,0.90394538,0.00474149,2.01427406,2.88202602,1.35177612,0.06713619,2.36751469
-4.80540270,6.60884043,1.23851327,0.90386490,0.00474672,2.00414636,2.87051051,1.34609704,0.06620658,2.37995527
-4.79939970,6.59558469,1.26460964,0.90402585,0.00474584,1.99274745,2.85895736,1.33952184,0.06516071,2.39341273
-4.79339670,6.58259590,1.29070387,0.90430597,0.00473920,1.98076052,2.84828622,1.33251957,0.06401104,2.40776370
-4.78739370,6.57086482,1.31644204,0.90458611,0.00472729,1.96886294,2.83936722,1.32555276,0.06277290,2.42284138
-4.78139070,6.56128289,1.34143915,0.90475271,0.00471068,1.95770062,2.83299010,1.31905937,0.06146364,2.43843916
-4.77538769,6.55460983,1.36529167,0.90470061,0.00469004,1.94786545,2.82983857,1.31343695,0.06010182,2.45431709
-4.76938469,6.55145074,1.38759162,0.90433639,0.00466607,1.93987655,2.83047056,1.30902941,0.05870639,2.47021079
-4.76338169,6.55224289,1.40794163,0.90358171,0.00463953,1.93416589,2.83530492,1.30611691,0.05729590,2.48584211
-4.75737869,6.55725202,1.42597016,0.90237685,0.00461111,1.93106869,2.84461451,1.30490912,0.05588786,2.50093099
-4.75137569,6.56657704,1.44134605,0.90068386,0.00458151,1.93081826,2.85852550,1.30554173,0.05449814,2.51520753
-4.74537269,6.58016215,1.45379181,0.89848948,0.00455137,1.93354544,2.87702211,1.30807627,0.05314052,2.52842382
-4.73936968,6.59781459,1.46309493,0.89580736,0.00452125,1.93928189,2.89995620,1.31250281,0.05182634,2.54036456
-4.73336668,6.61922648,1.46911673,0.89267949,0.00449161,1.94796670,2.92706053,1.31874508,0.05056437,2.55085616
-4.72736368,6.64399902,1.47179845,0.88917685,0.00446283,1.95945569,2.95796477,1.32666768,0.04936069,2.55977375
-4.72136068,6.67166743,1.47116443,0.88539899,0.00443520,1.97353247,2.99221328,1.33608463,0.04821880,2.56704607
-4.71535768,6.70172539,1.46732224,0.88147278,0.00440887,1.98992065,3.02928340,1.34676883,0.04713979,2.57265792
-4.70935468,6.73364776,1.46046007,0.87755020,0.00438394,2.00829635,3.06860378,1.35846184,0.04612259,2.57665061
-4.70335168,6.76691102,1.45084150,0.87380542,0.00436039,2.02830061,3.10957171,1.37088359,0.04516433,2.57912037
-4.69734867,6.80101082,1.43879824,0.87043121,0.00433812,2.04955096,3.15156920,1.38374154,0.04426075,2.58021532
-4.69134567,6.83547664,1.42472098,0.86763502,0.00431696,2.07165202,3.19397737,1.39673911,0.04340660,2.58013126
-4.68534267,6.86988371,1.40904912,0.86563482,0.00429669,2.09420493,3.23618909,1.40958306,0.04259611,2.57910679
-4.67933967,6.90386253,1.39225972,0.86465494,0.00427706,2.11681538,3.27761994,1.42198996,0.04182340,2.57741822
-4.67333667,6.93710640,1.37485618,0.86492221,0.00425778,2.13910054,3.31771758,1.43369155,0.04108289,2.57537451
-4.66733367,6.96937762,1.35735692,0.86666245,0.00423857,2.16069496,3.35597001,1.44443919,0.04036967,2.57331266
-4.66133067,7.00051276,1.34028473,0.87009749,0.00421913,2.18125563,3.39191273,1.45400752,0.03967978,2.57159363
-4.65532766,7.03042749,1.32415660,0.87544292,0.00419922,2.20046650,3.42513534,1.46219747,0.03901049,2.57059892
-4.64932466,7.05912122,1.30947474,0.88290644,0.00417862,2.21804267,3.45528777,1.46883886,0.03836040,2.57072778
-4.64332166,7.08668170,1.29671840,0.89268698,0.00415716,2.23373449,3.48208622,1.47379258,0.03772957,2.57239488
