energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-3.40670335,1.93756852,0.74053027,1.11913755,0.00030903,0.19321099,0.46927275,0.15571098,0.57797942,0.00000000
-3.40070035,1.98171800,0.78084584,1.15092061,0.00032147,0.18591007,0.47233814,0.15793609,0.58768233,0.00000000
-3.39469735,2.02471138,0.82290234,1.18077187,0.00033589,0.17933851,0.47696848,0.16017495,0.59535853,0.00000000
-3.38869435,2.06604506,0.86645715,1.20848422,0.00035214,0.17341277,0.48292487,0.16237440,0.60088219,0.00000000
-3.38269135,2.10524132,0.91120449,1.23386133,0.00037004,0.16805456,0.48996366,0.16448839,0.60417562,0.00000000
-3.37668834,2.14184944,0.95677455,1.25671811,0.00038934,0.16319169,0.49783801,0.16647801,0.60520950,0.00000000
-3.37068534,2.17544657,1.00273539,1.27688159,0.00040974,0.15875852,0.50629943,0.16831140,0.60400178,0.00000000
-3.36468234,2.20563876,1.04859771,1.29419215,0.00043091,0.15469625,0.51509950,0.16996330,0.60061521,0.00000000
-3.35867934,2.23206243,1.09382270,1.30850536,0.00045245,0.15095287,0.52399187,0.17141448,0.59515370,0.00000000
-3.35267634,2.25438677,1.13783282,1.31969449,0.00047393,0.14748306,0.53273450,0.17265104,0.58775774,0.00000000
-3.34667334,2.27231735,1.18002537,1.32765377,0.00049489,0.14424795,0.54109244,0.17366370,0.57859910,0.00000000
-3.34067034,2.28560107,1.21978843,1.33230244,0.00051486,0.14121479,0.54884098,0.17444703,0.56787508,0.00000000
-3.33466733,2.29403263,1.25651877,1.33358942,0.00053336,0.13835675,0.55576919,0.17499886,0.55580263,0.00000000
-3.32866433,2.29746236,1.28964096,1.33149875,0.00054993,0.13565269,0.56168386,0.17531983,0.54261256,0.00000000
-3.32266133,2.29580529,1.31862704,1.32605527,0.00056413,0.13308705,0.56641358,0.17541305,0.52854402,0.00000000
-3.31665833,2.28905094,1.34301598,1.31733058,0.00057558,0.13064993,0.56981293,0.17528406,0.51383953,0.00000000
-3.31065533,2.27727345,1.36243191,1.30544884,0.00058393,0.12833723,0.57176639,0.17494094,0.49874064,0.00000000
-3.30465233,2.26064124,1.37660051,1.29059197,0.00058892,0.12615089,0.57219192,0.17439466,0.48348430,0.00000000
-3.29864932,2.23942567,1.38536265,1.27300411,0.00059037,0.12409932,0.57104384,0.17365956,0.46829984,0.00000000
-3.29264632,2.21400776,1.38868463,1.25299474,0.00058817,0.12219774,0.56831480,0.17275391,0.45340676,0.00000000
-3.28664332,2.18488232,1.38666445,1.23094022,0.00058232,0.12046859,0.56403666,0.17170059,0.43901297,0.00000000
-3.28064032,2.15265892,1.37953382,1.20728350,0.00057290,0.11894180,0.55828013,0.17052764,0.42531359,0.00000000
-3.27463732,2.11805901,1.36765553,1.18253169,0.00056009,0.11765493,0.55115301,0.16926875,0.41249000,0.00000000
-3.26863432,2.08190903,1.35151645,1.15725142,0.00054415,0.11665306,0.54279708,0.16796352,0.40070912,0.00000000
-3.26263132,2.04512917,1.33171606,1.13206197,0.00052541,0.11598840,0.53338360,0.16665749,0.39012279,0.00000000
-3.25662831,2.00871801,1.30895111,1.10762624,0.00050427,0.11571952,0.52310769,0.16540185,0.38086711,0.00000000
-3.25062531,1.97373325,1.28399694,1.08463975,0.00048118,0.11591024,0.51218167,0.16425278,0.37306171,0.00000000
-3.24462231,1.94126897,1.25768600,1.06381788,0.00045665,0.11662804,0.50082768,0.16327047,0.36680895,0.00000000
-3.23861931,1.91243027,1.23088454,1.04588185,0.00043118,0.11794218,0.48926992,0.16251774,0.36219303,0.00000000
-3.23261631,1.88830592,1.20446821,1.03154360,0.00040531,0.11992129,0.47772685,0.16205839,0.35927903,0.00000000
-3.22661331,1.86994000,1.17929740,1.02149022,0.00037955,0.12263073,0.46640368,0.16195520,0.35811213,0.00000000
-3.22061031,1.85830354,1.15619332,1.01636818,0.00035441,0.12612970,0.45548554,0.16226782,0.35871681,0.00000000
-3.21460730,1.85426711,1.13591532,1.01676792,0.00033037,0.13046810,0.44513169,0.16305050,0.36109642,0.00000000
-3.20860430,1.85857516,1.11914044,1.02320901,0.00030786,0.13568344,0.43547085,0.16434978,0.36523308,0.00000000
-3.20260130,1.87182313,1.10644553,1.03612644,0.00028726,0.14179773,0.42659809,0.16620233,0.37108795,0.00000000
-3.19659830,1.89443791,1.09829252,1.05585811,0.00026891,0.14881470,0.41857319,0.16863292,0.37860204,0.00000000
-3.19059530,1.92666229,1.09501711,1.08263393,0.00025306,0.15671726,0.41142069,0.17165272,0.38769747,0.00000000
-3.18459230,1.96854387,1.09682115,1.11656666,0.00023994,0.16546558,0.40513132,0.17525800,0.39827932,0.00000000
-3.17858929,2.01992868,1.10376867,1.15764471,0.00022968,0.17499570,0.39966504,0.17942920,0.41023780,0.00000000
-3.17258629,2.08045966,1.11578570,1.20572702,0.00022236,0.18521898,0.39495509,0.18413064,0.42345089,0.00000000
-3.16658329,2.14958016,1.13266357,1.26054012,0.00021801,0.19602234,0.39091315,0.18931066,0.43778720,0.00000000
-3.16058029,2.22654216,1.15406567,1.32167767,0.00021660,0.20726944,0.38743507,0.19490246,0.45310900,0.00000000
-3.15457729,2.31041914,1.17953736,1.38860228,0.00021804,0.21880279,0.38440701,0.20082541,0.46927520,0.00000000
-3.14857429,2.40012331,1.20851861,1.46065014,0.00022220,0.23044679,0.38171154,0.20698686,0.48614422,0.00000000
-3.14257129,2.49442664,1.24035913,1.53703808,0.00022891,0.24201163,0.37923355,0.21328457,0.50357662,0.00000000
-3.13656828,2.59198542,1.27433563,1.61687360,0.00023797,0.25329799,0.37686556,0.21960935,0.52143723,0.00000000
-3.13056528,2.69136758,1.30967052,1.69916739,0.00024915,0.26410229,0.37451222,0.22584809,0.53959695,0.00000000
-3.12456228,2.79108223,1.34555189,1.78284870,0.00026219,0.27422247,0.37209395,0.23188695,0.55793383,0.00000000
-3.11855928,2.88961058,1.38115399,1.86678310,0.00027684,0.28346393,0.36954940,0.23761457,0.57633363,0.00000000
-3.11255628,2.98543756,1.41565785,1.94979253,0.00029282,0.29164546,0.36683678,0.24292522,0.59468980,0.00000000
-3.10655328,3.07708316,1.44827136,2.03067719,0.00030983,0.29860489,0.36393409,0.24772173,0.61290278,0.00000000
-3.10055028,3.16313272,1.47824825,2.10823882,0.00032761,0.30420426,0.36083820,0.25191808,0.63087886,0.00000000
-3.09454727,3.24226511,1.50490551,2.18130474,0.00034586,0.30833417,0.35756297,0.25544152,0.64852851,0.00000000
-3.08854427,3.31327819,1.52763852,2.24875204,0.00036433,0.31091721,0.35413647,0.25823421,0.66576444,0.00000000
-3.08254127,3.37511052,1.54593363,2.30953102,0.00038273,0.31191023,0.35059764,0.26025422,0.68249937,0.00000000
-3.07653827,3.42685885,1.55937757,2.36268732,0.00040082,0.31130537,0.34699234,0.26147592,0.69864377,0.00000000
-3.07053527,3.46779078,1.56766362,2.40738179,0.00041835,0.30912976,0.34336929,0.26188970,0.71410360,0.00000000
-3.06453227,3.49735228,1.57059416,2.44290751,0.00043509,0.30544399,0.33977589,0.26150115,0.72877832,0.00000000
-3.05852926,3.51517008,1.56807972,2.46870336,0.00045081,0.30033931,0.33625425,0.26032965,0.74255922,0.00000000
-3.05252626,3.52104891,1.56013464,2.48436362,0.00046533,0.29393373,0.33283758,0.25840650,0.75532827,0.00000000
-3.04652326,3.51496408,1.54686959,2.48964341,0.00047843,0.28636731,0.32954716,0.25577277,0.76695758,0.00000000
-3.04052026,3.49704993,1.52848143,2.48445974,0.00048995,0.27779672,0.32639000,0.25247685,0.77730958,0.00000000
-3.03451726,3.46758493,1.50524091,2.46888838,0.00049972,0.26838942,0.32335726,0.24857201,0.78623800,0.00000000
-3.02851426,3.42697434,1.47747894,2.44315674,0.00050760,0.25831777,0.32042358,0.24411396,0.79358965,0.00000000
-3.02251126,3.37573132,1.44557206,2.40763327,0.00051345,0.24775323,0.31754728,0.23915864,0.79920714,0.00000000
-3.01650825,3.31445768,1.40992787,2.36281390,0.00051715,0.23686103,0.31467149,0.23376023,0.80293225,0.00000000
-3.01050525,3.24382504,1.37097114,2.30930628,0.00051864,0.22579550,0.31172606,0.22796970,0.80461015,0.00000000
-3.00450225,3.16455730,1.32913111,2.24781246,0.00051783,0.21469614,0.30863020,0.22183363,0.80409417,0.00000000
-2.99849925,3.07741518,1.28483059,2.17911084,0.00051469,0.20368473,0.30529580,0.21539364,0.80125095,0.00000000
-2.99249625,2.98318327,1.23847727,2.10403808,0.00050921,0.19286343,0.30163111,0.20868625,0.79596592,0.00000000
-2.98649325,2.88265982,1.19045728,2.02347159,0.00050142,0.18231390,0.29754481,0.20174317,0.78814874,0.00000000
-2.98049025,2.77664944,1.14113127,1.93831321,0.00049138,0.17209747,0.29295003,0.19459203,0.77773845,0.00000000
-2.97448724,2.66595847,1.09083278,1.84947439,0.00047917,0.16225612,0.28776843,0.18725736,0.76470827,0.00000000
-2.96848424,2.55139266,1.03986872,1.75786330,0.00046492,0.15281429,0.28193388,0.17976181,0.74906957,0.00000000
-2.96248124,2.43375675,0.98852155,1.66437389,0.00044881,0.14378124,0.27539571,0.17212747,0.73087489,0.00000000
-2.95647824,2.31385526,0.93705287,1.56987700,0.00043101,0.13515385,0.26812143,0.16437720,0.71021990,0.00000000
-2.95047524,2.19249397,0.88570773,1.47521347,0.00041177,0.12691961,0.26009862,0.15653584,0.68724404,0.00000000
-2.94447224,2.07048136,0.83471942,1.38118902,0.00039132,0.11905964,0.25133611,0.14863125,0.66212975,0.00000000
-2.93846923,1.94862951,0.78431400,1.28857068,0.00036995,0.11155163,0.24186428,0.14069512,0.63510033,0.00000000
-2.93246623,1.82775397,0.73471451,1.19808460,0.00034794,0.10437237,0.23173454,0.13276338,0.60641645,0.00000000
-2.92646323,1.70867230,0.68614420,1.11041482,0.00032560,0.09750006,0.22101797,0.12487644,0.57637133,0.00000000
-2.92046023,1.59220106,0.63882886,1.02620290,0.00030322,0.09091599,0.20980329,0.11707890,0.54528484,0.00000000
-2.91445723,1.47915115,0.59299785,0.94604794,0.00028110,0.08460582,0.19819417,0.10941910,0.51349664,0.00000000
-2.90845423,1.37032177,0.54888412,0.87050707,0.00025953,0.07856026,0.18630607,0.10194834,0.48135866,0.00000000
-2.90245123,1.26649301,0.50672297,0.80009595,0.00023879,0.07277532,0.17426277,0.09471978,0.44922717,0.00000000
-2.89644822,1.16841749,0.46675002,0.73528931,0.00021913,0.06725210,0.16219270,0.08778731,0.41745477,0.00000000
-2.89044522,1.07681151,0.42919834,0.67652140,0.00020077,0.06199613,0.15022524,0.08120418,0.38638246,0.00000000
-2.88444222,0.99234585,0.39429512,0.62418620,0.00018392,0.05701656,0.13848725,0.07502169,0.35633224,0.00000000
-2.87843922,0.91563695,0.36225809,0.57863750,0.00016875,0.05232498,0.12709973,0.06928782,0.32760037,0.00000000
-2.87243622,0.84723855,0.33329193,0.54018870,0.00015540,0.04793429,0.11617501,0.06404598,0.30045145,0.00000000
-2.86643322,0.78763436,0.30758491,0.50911232,0.00014396,0.04385743,0.10581434,0.05933392,0.27511365,0.00000000
-2.86043022,0.73723179,0.28530591,0.48563936,0.00013452,0.04010618,0.09610603,0.05518274,0.25177507,0.00000000
-2.85442721,0.69635714,0.26660193,0.46995846,0.00012712,0.03669013,0.08712418,0.05161617,0.23058130,0.00000000
-2.84842421,0.66525217,0.25159623,0.46221483,0.00012178,0.03361577,0.07892797,0.04865003,0.21163429,0.00000000
-2.84242121,0.64407230,0.24038709,0.46250915,0.00011849,0.03088580,0.07156147,0.04629195,0.19499239,0.00000000
-2.83641821,0.63288625,0.23304715,0.47089636,0.00011723,0.02849860,0.06505405,0.04454128,0.18067157,0.00000000
-2.83041521,0.63167716,0.22962333,0.48738454,0.00011794,0.02644807,0.05942108,0.04338928,0.16864764,0.00000000
-2.82441221,0.64034504,0.23013718,0.51193380,0.00012057,0.02472354,0.05466514,0.04281946,0.15885949,0.00000000
-2.81840920,0.65871046,0.23458561,0.54445549,0.00012505,0.02330998,0.05077746,0.04280818,0.15121298,0.00000000
-2.81240620,0.68651928,0.24294185,0.58481149,0.00013131,0.02218840,0.04773950,0.04332537,0.14558556,0.00000000
-2.80640320,0.72344821,0.25515654,0.63281397,0.00013928,0.02133633,0.04552475,0.04433536,0.14183129,0.00000000
-2.80040020,0.76911106,0.27115875,0.68822536,0.00014889,0.02072856,0.04410050,0.04579794,0.13978613,0.00000000
-2.79439720,0.82306543,0.29085701,0.75075882,0.00016008,0.02033782,0.04342955,0.04766935,0.13927342,0.00000000
-2.78839420,0.88481958,0.31413996,0.82007892,0.00017279,0.02013565,0.04347189,0.04990345,0.14010931,0.00000000
-2.78239120,0.95383921,0.34087690,0.89580268,0.00018698,0.02009323,0.04418618,0.05245282,0.14210798,0.00000000
-2.77638819,1.02955397,0.37091779,0.97750072,0.00020264,0.02018219,0.04553104,0.05526984,0.14508657,0.00000000
-2.77038519,1.11136342,0.40409305,1.06469860,0.00021974,0.02037542,0.04746617,0.05830777,0.14886970,0.00000000
-2.76438219,1.19864203,0.44021280,1.15687795,0.00023828,0.02064782,0.04995316,0.06152169,0.15329339,0.00000000
-2.75837919,1.29074334,0.47906588,1.25347759,0.00025828,0.02097692,0.05295610,0.06486931,0.15820835,0.00000000
-2.75237619,1.38700285,0.52041841,1.35389424,0.00027974,0.02134342,0.05644198,0.06831164,0.16348255,0.00000000
-2.74637319,1.48673960,0.56401219,1.45748298,0.00030269,0.02173158,0.06038078,0.07181352,0.16900303,0.00000000
-2.74037019,1.58925658,0.60956296,1.56355742,0.00032715,0.02212953,0.06474540,0.07534389,0.17467685,0.00000000
-2.73436718,1.69383998,0.65675874,1.67138957,0.00035312,0.02252936,0.06951137,0.07887592,0.18043128,0.00000000
-2.72836418,1.79975749,0.70525830,1.78020974,0.00038059,0.02292710,0.07465638,0.08238691,0.18621317,0.00000000
-2.72236118,1.90625602,0.75469018,1.88920667,0.00040952,0.02332254,0.08015969,0.08585805,0.19198762,0.00000000
-2.71635818,2.01255933,0.80465232,1.99752827,0.00043987,0.02371897,0.08600140,0.08927391,0.19773594,0.00000000
-2.71035518,2.11786599,0.85471264,2.10428330,0.00047151,0.02412264,0.09216162,0.09262193,0.20345311,0.00000000
-2.70435218,2.22134833,0.90441072,2.20854464,0.00050430,0.02454229,0.09861968,0.09589170,0.20914477,0.00000000
-2.69834917,2.32215293,0.95326089,2.30935440,0.00053806,0.02498846,0.10535319,0.09907424,0.21482397,0.00000000
-2.69234617,2.41940319,1.00075678,2.40573140,0.00057252,0.02547278,0.11233723,0.10216121,0.22050769,0.00000000
-2.68634317,2.51220450,1.04637752,2.49668135,0.00060739,0.02600721,0.11954355,0.10514420,0.22621353,0.00000000
-2.68034017,2.59965230,1.08959560,2.58120987,0.00064232,0.02660321,0.12693984,0.10801409,0.23195639,0.00000000
-2.67433717,2.68084334,1.12988629,2.65833842,0.00067691,0.02727107,0.13448914,0.11076044,0.23774565,0.00000000
-2.66833417,2.75488993,1.16673851,2.72712303,0.00071073,0.02801908,0.14214944,0.11337111,0.24358266,0.00000000
-2.66233117,2.82093723,1.19966695,2.78667536,0.00074332,0.02885295,0.14987335,0.11583200,0.24945884,0.00000000
-2.65632816,2.87818298,1.22822497,2.83618565,0.00077420,0.02977523,0.15760808,0.11812702,0.25535443,0.00000000
-2.65032516,2.92589911,1.25201802,2.87494680,0.00080287,0.03078488,0.16529562,0.12023811,0.26123790,0.00000000
-2.64432216,2.96345451,1.27071704,2.90237862,0.00082886,0.03187700,0.17287314,0.12214564,0.26706613,0.00000000
-2.63831916,2.99033805,1.28407129,2.91805141,0.00085173,0.03304268,0.18027374,0.12382881,0.27278532,0.00000000
-2.63231616,3.00618087,1.29192021,2.92170766,0.00087104,0.03426908,0.18742741,0.12526627,0.27833252,0.00000000
-2.62631316,3.01077694,1.29420374,2.91328110,0.00088645,0.03553963,0.19426228,0.12643690,0.28363794,0.00000000
-2.62031016,3.00410116,1.29097062,2.89291193,0.00089766,0.03683446,0.20070623,0.12732057,0.28862768,0.00000000
-2.61430715,2.98632382,1.28238439,2.86095767,0.00090443,0.03813091,0.20668863,0.12789913,0.29322705,0.00000000
-2.60830415,2.95782118,1.26872670,2.81799888,0.00090665,0.03940428,0.21214245,0.12815724,0.29736410,0.00000000
-2.60230115,2.91918117,1.25039786,2.76483934,0.00090425,0.04062866,0.21700642,0.12808336,0.30097341,0.00000000
-2.59629815,2.87120431,1.22791439,2.70250072,0.00089728,0.04177784,0.22122739,0.12767061,0.30399990,0.00000000
-2.59029515,2.81489944,1.20190375,2.63221160,0.00088588,0.04282631,0.22476267,0.12691754,0.30640248,0.00000000
-2.58429215,2.75147430,1.17309626,2.55539118,0.00087028,0.04375025,0.22758238,0.12582889,0.30815738,0.00000000
-2.57828914,2.68232131,1.14231451,2.47362819,0.00085076,0.04452852,0.22967156,0.12441613,0.30926105,0.00000000
-2.57228614,2.60899864,1.11046038,2.38865552,0.00082773,0.04514358,0.23103204,0.12269787,0.30973234,0.00000000
-2.56628314,2.53320712,1.07850013,2.30232129,0.00080161,0.04558226,0.23168391,0.12070011,0.30961397,0.00000000
-2.56028014,2.45676331,1.04744779,2.21655705,0.00077291,0.04583643,0.23166647,0.11845624,0.30897297,0.00000000
-2.55427714,2.38156931,1.01834715,2.13334381,0.00074216,0.04590346,0.23103861,0.11600686,0.30790023,0.00000000
-2.54827414,2.30957972,0.99225285,2.05467663,0.00070994,0.04578645,0.22987841,0.11339939,0.30650891,0.00000000
-2.54227114,2.24276624,0.97021058,1.98252839,0.00067682,0.04549429,0.22828206,0.11068737,0.30493172,0.00000000
-2.53626813,2.18308045,0.95323701,1.91881322,0.00064339,0.04504138,0.22636195,0.10792959,0.30331724,0.00000000
-2.53026513,2.13241515,0.94229940,1.86535016,0.00061023,0.04444722,0.22424401,0.10518901,0.30182526,0.00000000
-2.52426213,2.09256499,0.93829551,1.82382757,0.00057788,0.04373572,0.22206424,0.10253141,0.30062121,0.00000000
-2.51825913,2.06518676,0.94203373,1.79576852,0.00054687,0.04293432,0.21996469,0.10002393,0.29987007,0.00000000
-2.51225613,2.05176020,0.95421398,1.78249784,0.00051770,0.04207295,0.21808883,0.09773347,0.29972983,0.00000000
-2.50625313,2.05355002,0.97540968,1.78511113,0.00049081,0.04118288,0.21657658,0.09572492,0.30034483,0.00000000
-2.50025013,2.07156998,1.00605099,1.80444644,0.00046659,0.04029551,0.21555922,0.09405948,0.30183929,0.00000000
-2.49424712,2.10655013,1.04641000,1.84105905,0.00044538,0.03944111,0.21515421,0.09279289,0.30431127,0.00000000
-2.48824412,2.15890814,1.09658800,1.89520028,0.00042746,0.03864766,0.21546047,0.09197376,0.30782751,0.00000000
-2.48224112,2.22872598,1.15650564,1.96680087,0.00041305,0.03793972,0.21655395,0.09164209,0.31241920,0.00000000
-2.47623812,2.31573293,1.22589610,2.05545989,0.00040231,0.03733750,0.21848407,0.09182794,0.31807918,0.00000000
-2.47023512,2.41929611,1.30430207,2.16043984,0.00039534,0.03685607,0.22127097,0.09255035,0.32476058,0.00000000
-2.46423212,2.53841941,1.39107659,2.28066882,0.00039218,0.03650483,0.22490385,0.09381653,0.33237707,0.00000000
-2.45822911,2.67175152,1.48538833,2.41475016,0.00039280,0.03628719,0.22934046,0.09562148,0.34080488,0.00000000
-2.45222611,2.81760357,1.58623145,2.56098013,0.00039712,0.03620053,0.23450785,0.09794782,0.34988641,0.00000000
-2.44622311,2.97397651,1.69243993,2.71737373,0.00040502,0.03623639,0.24030431,0.10076607,0.35943539,0.00000000
-2.44022011,3.13859805,1.80270654,2.88169859,0.00041630,0.03638094,0.24660250,0.10403522,0.36924352,0.00000000
-2.43421711,3.30896834,1.91560592,3.05151641,0.00043074,0.03661565,0.25325371,0.10770374,0.37908812,0.00000000
-2.42821411,3.48241364,2.02962150,3.22423123,0.00044805,0.03691813,0.26009287,0.11171074,0.38874067,0.00000000
-2.42221111,3.65614637,2.14317555,3.39714347,0.00046793,0.03726312,0.26694441,0.11598753,0.39797575,0.00000000
-2.41620810,3.82732980,2.25466153,3.56750819,0.00049001,0.03762362,0.27362845,0.12045930,0.40658013,0.00000000
-2.41020510,3.99314554,2.36247804,3.73259602,0.00051391,0.03797201,0.27996727,0.12504702,0.41436145,0.00000000
-2.40420210,4.15086148,2.46506312,3.88975494,0.00053923,0.03828122,0.28579154,0.12966942,0.42115622,0.00000000
-2.39819910,4.29789795,2.56092806,4.03647083,0.00056552,0.03852579,0.29094632,0.13424496,0.42683681,0.00000000
-2.39219610,4.43188987,2.64868971,4.17042492,0.00059234,0.03868284,0.29529638,0.13869385,0.43131694,0.00000000
-2.38619310,4.55074283,2.72710002,4.28954616,0.00061923,0.03873297,0.29873063,0.14293996,0.43455568,0.00000000
-2.38019010,4.65268097,2.79507234,4.39205685,0.00064572,0.03866087,0.30116557,0.14691254,0.43655945,0.00000000
-2.37418709,4.73628527,2.85170322,4.47650997,0.00067134,0.03845581,0.30254759,0.15054783,0.43738231,0.00000000
-2.36818409,4.80052096,2.89628943,4.54181695,0.00069564,0.03811188,0.30285397,0.15379042,0.43712408,0.00000000
-2.36218109,4.84475314,2.92833952,4.58726516,0.00071817,0.03762807,0.30209271,0.15659431,0.43592674,0.00000000
-2.35617809,4.86875036,2.94757979,4.61252456,0.00073850,0.03700806,0.30030105,0.15892373,0.43396898,0.00000000
-2.35017509,4.87267622,2.95395440,4.61764353,0.00075625,0.03625988,0.29754294,0.16075365,0.43145919,0.00000000
-2.34417209,4.85706949,2.94761991,4.60303416,0.00077103,0.03539539,0.29390551,0.16206989,0.42862727,0.00000000
-2.33816908,4.82281379,2.92893442,4.56944777,0.00078255,0.03442965,0.28949470,0.16286903,0.42571530,0.00000000
-2.33216608,4.77109812,2.89844190,4.51794170,0.00079052,0.03338009,0.28443039,0.16315795,0.42296777,0.00000000
-2.32616308,4.70336976,2.85685215,4.44983874,0.00079473,0.03226579,0.27884109,0.16295303,0.42062146,0.00000000
-2.32016008,4.62128159,2.80501732,4.36668079,0.00079501,0.03110658,0.27285857,0.16227913,0.41889554,0.00000000
-2.31415708,4.52663566,2.74390574,4.27017851,0.00079129,0.02992229,0.26661257,0.16116837,0.41798213,0.00000000
-2.30815408,4.42132524,2.67457394,4.16215866,0.00078354,0.02873196,0.26022589,0.15965865,0.41803785,0.00000000
-2.30215108,4.30727738,2.59813796,4.04451130,0.00077179,0.02755319,0.25380999,0.15779203,0.41917653,0.00000000
-2.29614807,4.18639791,2.51574470,3.91913823,0.00075616,0.02640158,0.24746134,0.15561315,0.42146355,0.00000000
-2.29014507,4.06052091,2.42854445,3.78790480,0.00073684,0.02529034,0.24125853,0.15316750,0.42491183,0.00000000
-2.28414207,3.93136414,2.33766517,3.65259624,0.00071407,0.02423000,0.23526045,0.15049983,0.42947993,0.00000000
-2.27813907,3.80049186,2.24418964,3.51487995,0.00068815,0.02322828,0.22950527,0.14765270,0.43507213,0.00000000
-2.27213607,3.66928597,2.14913570,3.37627481,0.00065942,0.02229012,0.22401056,0.14466523,0.44154072,0.00000000
-2.26613307,3.53892634,2.05344040,3.23812791,0.00062830,0.02141781,0.21877425,0.14157204,0.44869036,0.00000000
-2.26013007,3.41038036,1.95794814,3.10159947,0.00059519,0.02061131,0.21377652,0.13840261,0.45628442,0.00000000
-2.25412706,3.28440189,1.86340299,2.96765553,0.00056057,0.01986861,0.20898239,0.13518095,0.46405318,0.00000000
-2.24812406,3.16153886,1.77044522,2.83706853,0.00052487,0.01918620,0.20434495,0.13192560,0.47170355,0.00000000
-2.24212106,3.04214904,1.67961163,2.71042483,0.00048858,0.01855956,0.19980908,0.12865009,0.47892996,0.00000000
-2.23611806,2.92642252,1.59133953,2.58813860,0.00045214,0.01798381,0.19531536,0.12536371,0.48542618,0.00000000
-2.23011506,2.81440989,1.50597365,2.47047089,0.00041599,0.01745418,0.19080419,0.12207262,0.49089741,0.00000000
-2.22411206,2.70605436,1.42377555,2.35755265,0.00038055,0.01696664,0.18621972,0.11878129,0.49507244,0.00000000
-2.21810905,2.60122633,1.34493472,2.24941063,0.00034617,0.01651842,0.18151369,0.11549407,0.49771510,0.00000000
-2.21210605,2.49975873,1.26958077,2.14599460,0.00031321,0.01610849,0.17664868,0.11221697,0.49863490,0.00000000
-2.20610305,2.40148158,1.19779608,2.04720484,0.00028197,0.01573798,0.17160104,0.10895945,0.49769606,0.00000000
-2.20010005,2.30625434,1.12962809,1.95291867,0.00025268,0.01541052,0.16636309,0.10573621,0.49482484,0.00000000
-2.19409705,2.21399470,1.06510091,1.86301509,0.00022556,0.01513251,0.16094465,0.10256880,0.49001463,0.00000000
-2.18809405,2.12470293,1.00422566,1.77739661,0.00020078,0.01491331,0.15537382,0.09948704,0.48332879,0.00000000
-2.18209105,2.03848083,0.94700927,1.69600770,0.00017847,0.01476523,0.14969710,0.09653014,0.47490084,0.00000000
-2.17608804,1.95554493,0.89346146,1.61884951,0.00015872,0.01470357,0.14397873,0.09374743,0.46493215,0.00000000
-2.17008504,1.87623361,0.84359987,1.54599049,0.00014159,0.01474644,0.13829933,0.09119869,0.45368713,0.00000000
-2.16408204,1.80100810,0.79745329,1.47757294,0.00012714,0.01491449,0.13275399,0.08895401,0.44148601,0.00000000
-2.15807904,1.73044759,0.75506307,1.41381553,0.00011537,0.01523053,0.12744978,0.08709312,0.42869554,0.00000000
-2.15207604,1.66523881,0.71648287,1.35501192,0.00010631,0.01571910,0.12250284,0.08570432,0.41571784,0.00000000
-2.14607304,1.60616048,0.68177697,1.30152589,0.00009995,0.01640582,0.11803513,0.08488274,0.40297789,0.00000000
-2.14007004,1.55406332,0.65101727,1.25378298,0.00009630,0.01731671,0.11417090,0.08472833,0.39090990,0.00000000
-2.13406703,1.50984611,0.62427928,1.21225926,0.00009537,0.01847740,0.11103304,0.08534321,0.37994327,0.00000000
-2.12806403,1.47442841,0.60163723,1.17746724,0.00009714,0.01991222,0.10873936,0.08682877,0.37048839,0.00000000
-2.12206103,1.44872077,0.58315860,1.14993937,0.00010163,0.02164324,0.10739888,0.08928232,0.36292280,0.00000000
-2.11605803,1.43359287,0.56889804,1.13020939,0.00010884,0.02368927,0.10710824,0.09279361,0.35757823,0.00000000
-2.11005503,1.42984044,0.55889111,1.11879175,0.00011877,0.02606480,0.10794830,0.09744102,0.35472889,0.00000000
-2.10405203,1.43815148,0.55314772,1.11615956,0.00013143,0.02877895,0.10998100,0.10328781,0.35458131,0.00000000
-2.09804902,1.45907280,0.55164564,1.12272127,0.00014680,0.03183450,0.11324650,0.11037840,0.35726621,0.00000000
-2.09204602,1.49297746,0.55432405,1.13879675,0.00016485,0.03522694,0.11776080,0.11873476,0.36283253,0.00000000
-2.08604302,1.54003417,0.56107746,1.16459324,0.00018552,0.03894373,0.12351377,0.12835320,0.37124390,0.00000000
-2.08004002,1.60017964,0.57175020,1.20018184,0.00020872,0.04296365,0.13046771,0.13920156,0.38237769,0.00000000
-2.07403702,1.67309485,0.58613158,1.24547547,0.00023434,0.04725645,0.13855656,0.15121708,0.39602664,0.00000000
-2.06803402,1.75818658,0.60395218,1.30020912,0.00026221,0.05178271,0.14768577,0.16430493,0.41190319,0.00000000
-2.06203102,1.85457507,0.62488143,1.36392344,0.00029210,0.05649401,0.15773286,0.17833775,0.42964628,0.00000000
-2.05602801,1.96108910,0.64852676,1.43595267,0.00032373,0.06133347,0.16854880,0.19315604,0.44883057,0.00000000
-2.05002501,2.07626934,0.67443467,1.51541804,0.00035679,0.06623654,0.17996013,0.20856976,0.46897769,0.00000000
-2.04402201,2.19838081,0.70209386,1.60122738,0.00039089,0.07113217,0.19177198,0.22436099,0.48956944,0.00000000
