energy_ev,total_up,C_s_up,C_p_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,5.82491279,0.01951944,1.02690261,1.40357967,1.28264734,0.10179122,1.74156605
-5.99399700,5.86652386,0.01983498,1.03160759,1.41923027,1.29135628,0.10306188,1.75989332
-5.98799400,5.88483134,0.02008365,1.03207147,1.42960974,1.29491139,0.10393821,1.77133138
-5.98199100,5.87974288,0.02026381,1.02834472,1.43453822,1.29333261,0.10441571,1.77573990
-5.97598799,5.85154594,0.02037512,1.02055486,1.43391974,1.28672880,0.10449673,1.77307730
-5.96998499,5.80089741,0.02041862,1.00890300,1.42774391,1.27529468,0.10419048,1.76340078
-5.96398199,5.72880634,0.02039672,0.99365861,1.41608593,1.25930596,0.10351284,1.74686488
-5.95797899,5.63661085,0.02031326,0.97515322,1.39910492,1.23911325,0.10248611,1.72371861
-5.95197599,5.52595041,0.02017349,0.95377292,1.37704103,1.21513485,0.10113865,1.69430146
-5.94597299,5.39873442,0.01998401,0.92995038,1.35021114,1.18784870,0.09950451,1.65903824
-5.93996998,5.25710785,0.01975280,0.90415618,1.31900359,1.15778381,0.09762292,1.61843297
-5.93396698,5.10341473,0.01948911,0.87689000,1.28387179,1.12551111,0.09553774,1.57306170
-5.92796398,4.94015965,0.01920334,0.84867167,1.24532704,1.09163404,0.09329691,1.52356437
-5.92196098,4.76996758,0.01890698,0.82003208,1.20393034,1.05677873,0.09095168,1.47063565
-5.91595798,4.59554208,0.01861240,0.79150420,1.16028350,1.02158387,0.08855593,1.41501465
-5.90995498,4.41962199,0.01833265,0.76361407,1.11501946,0.98669024,0.08616525,1.35747371
-5.90395198,4.24493650,0.01808125,0.73687185,1.06879194,0.95272992,0.08383603,1.29880610
-5.89794897,4.07415895,0.01787188,0.71176284,1.02226448,0.92031508,0.08162437,1.23981285
-5.89194597,3.90985964,0.01771807,0.68873868,0.97609915,0.89002663,0.07958499,1.18128894
-5.88594297,3.75445818,0.01763287,0.66820864,0.93094490,0.86240259,0.07776995,1.12400897
-5.87993997,3.61017637,0.01762842,0.65053112,0.88742601,0.83792665,0.07622741,1.06871277
-5.87393697,3.47899260,0.01771559,0.63600566,0.84613078,0.81701689,0.07500030,1.01609130
-5.86793397,3.36259920,0.01790358,0.62486553,0.80760079,0.80001535,0.07412501,0.96677330
-5.86193097,3.26236414,0.01819951,0.61727124,0.77232107,0.78717850,0.07363015,0.92131318
-5.85592796,3.17929884,0.01860809,0.61330523,0.74071150,0.77866924,0.07353541,0.88018061
-5.84992496,3.11403349,0.01913128,0.61296802,0.71311971,0.77455085,0.07385058,0.84375226
-5.84392196,3.06680149,0.01976806,0.61617614,0.68981577,0.77478316,0.07457480,0.81230610
-5.83791896,3.03743418,0.02051427,0.62276208,0.67098886,0.77922142,0.07569603,0.78601848
-5.83191596,3.02536668,0.02136250,0.63247645,0.65674601,0.78761817,0.07719092,0.76496434
-5.82591296,3.02965546,0.02230218,0.64499247,0.64711308,0.79962810,0.07902493,0.74912042
-5.81990995,3.04900755,0.02331965,0.65991284,0.64203780,0.81481612,0.08115288,0.73837156
-5.81390695,3.08182092,0.02439849,0.67677886,0.64139492,0.83266841,0.08351984,0.73251983
-5.80790395,3.12623494,0.02551984,0.69508171,0.64499319,0.85260638,0.08606241,0.73129616
-5.80190095,3.18018961,0.02666288,0.71427555,0.65258394,0.87400287,0.08871031,0.73437409
-5.79589795,3.24149145,0.02780540,0.73379209,0.66387106,0.89620049,0.09138827,0.74138508
-5.78989495,3.30788405,0.02892441,0.75305613,0.67852196,0.91853111,0.09401823,0.75193477
-5.78389195,3.37712054,0.02999681,0.77150166,0.69617917,0.94033614,0.09652154,0.76561969
-5.77788894,3.44703577,0.03100011,0.78858791,0.71647234,0.96098671,0.09882146,0.78204360
-5.77188594,3.51561532,0.03191310,0.80381478,0.73903013,0.97990316,0.10084546,0.80083312
-5.76588294,3.58105914,0.03271652,0.81673718,0.76349181,0.99657298,0.10252759,0.82165180
-5.75987994,3.64183739,0.03339364,0.82697776,0.78951820,1.01056681,0.10381056,0.84421233
-5.75387694,3.69673683,0.03393081,0.83423759,0.81680161,1.02155169,0.10464760,0.86828648
-5.74787394,3.74489599,0.03431785,0.83830443,0.84507461,1.02930130,0.10500401,0.89371229
-5.74187094,3.78582814,0.03454838,0.83905835,0.87411733,1.03370276,0.10485826,0.92039851
-5.73586793,3.81943136,0.03461996,0.83647453,0.90376309,1.03475972,0.10420270,0.94832595
-5.72986493,3.84598542,0.03453412,0.83062308,0.93390216,1.03259185,0.10304375,0.97754589
-5.72386193,3.86613579,0.03429630,0.82166613,0.96448349,1.02743051,0.10140171,1.00817544
-5.71785893,3.88086508,0.03391558,0.80985202,0.99551419,1.01961090,0.09930998,1.04039020
-5.71185593,3.89145323,0.03340438,0.79550702,1.02705681,1.00956096,0.09681394,1.07441408
-5.70585293,3.89942720,0.03277797,0.77902470,1.05922416,0.99778718,0.09396942,1.11050698
-5.69984992,3.90650212,0.03205395,0.76085342,1.09217176,0.98485794,0.09084083,1.14895017
-5.69384692,3.91451516,0.03125169,0.74148215,1.12608797,0.97138474,0.08749901,1.19003020
-5.68784392,3.92535435,0.03039166,0.72142521,1.16118192,0.95800192,0.08401900,1.23402132
-5.68184092,3.94088419,0.02949480,0.70120627,1.19766952,0.94534531,0.08047758,1.28116729
-5.67583792,3.96287027,0.02858188,0.68134207,1.23575779,0.93403063,0.07695091,1.33166274
-5.66983492,3.99290513,0.02767286,0.66232640,1.27562816,0.92463209,0.07351221,1.38563498
-5.66383192,4.03233781,0.02678632,0.64461476,1.31741915,0.91766195,0.07022958,1.44312661
-5.65782891,4.08220929,0.02593899,0.62861014,1.36120923,0.91355160,0.06716404,1.50407989
-5.65182591,4.14319631,0.02514527,0.61465048,1.40700067,0.91263492,0.06436791,1.56832339
-5.64582291,4.21556588,0.02441687,0.60299804,1.45470507,0.91513442,0.06188339,1.63556180
-5.63981991,4.29914258,0.02376260,0.59383118,1.50413170,0.92115082,0.05974169,1.70536954
-5.63381691,4.39329057,0.02318818,0.58723891,1.55497924,0.93065648,0.05796235,1.77718898
-5.62781391,4.49691204,0.02269619,0.58321822,1.60683196,0.94349322,0.05655312,1.85033379
-5.62181091,4.60846306,0.02228609,0.58167465,1.65916074,0.95937470,0.05551014,1.92399794
-5.61580790,4.72598748,0.02195440,0.58242591,1.71132969,0.97789351,0.05481854,1.99727055
-5.60980490,4.84716888,0.02169486,0.58520864,1.76260836,0.99853303,0.05445336,2.06915683
-5.60380190,4.96939950,0.02149882,0.58968814,1.81218968,1.02068370,0.05438085,2.13860457
-5.59779890,5.08986467,0.02135554,0.59547066,1.85921320,1.04366345,0.05455993,2.20453589
-5.59179590,5.20564010,0.02125267,0.60211802,1.90279301,1.06674143,0.05494400,2.26588327
-5.58579290,5.31379883,0.02117670,0.60916396,1.94204940,1.08916447,0.05548275,2.32162855
-5.57978989,5.41152366,0.02111351,0.61613158,1.97614293,1.11018510,0.05612416,2.37084359
-5.57378689,5.49622063,0.02104883,0.62255126,2.00430951,1.12909014,0.05681646,2.41273061
-5.56778389,5.56562836,0.02096882,0.62797839,2.02589478,1.14522857,0.05751004,2.44666051
-5.56178089,5.61791827,0.02086047,0.63201000,2.04038606,1.15803747,0.05815919,2.47220689
-5.55577789,5.65178056,0.02071215,0.63429985,2.04744013,1.16706492,0.05872367,2.48917408
-5.54977489,5.66649126,0.02051389,0.63457110,2.04690528,1.17198858,0.05917000,2.49761702
-5.54377189,5.66195652,0.02025779,0.63262615,2.03883618,1.17262919,0.05947246,2.49785178
-5.53776888,5.63873103,0.01993816,0.62835326,2.02350041,1.16895818,0.05961367,2.49045519
-5.53176588,5.59800864,0.01955177,0.62172950,2.00137616,1.16109888,0.05958489,2.47625312
-5.52576288,5.54158483,0.01909778,0.61282015,1.97314056,1.14932134,0.05938587,2.45629714
-5.51975988,5.47179162,0.01857779,0.60177443,1.93964908,1.13403072,0.05902434,2.43183003
-5.51375688,5.39140745,0.01799563,0.58881788,1.90190654,1.11574982,0.05851516,2.40424120
-5.50775388,5.30354541,0.01735718,0.57424176,1.86103101,1.09509654,0.05787920,2.37501369
-5.50175088,5.21152484,0.01667005,0.55838998,1.81821195,1.07275720,0.05714194,2.34566483
-5.49574787,5.11873182,0.01594322,0.54164422,1.77466478,1.04945705,0.05633191,2.31768326
-5.48974487,5.02847521,0.01518667,0.52440781,1.73158357,1.02592925,0.05547899,2.29246509
-5.48374187,4.94384479,0.01441096,0.50708931,1.69009443,1.00288382,0.05461284,2.27125225
-5.47773887,4.86757823,0.01362680,0.49008634,1.65121159,0.98097802,0.05376121,2.25507608
-5.47173587,4.80194339,0.01284466,0.47377040,1.61579821,0.96078936,0.05294853,2.24470897
-5.46573287,4.74864133,0.01207442,0.45847333,1.58453393,0.94279271,0.05219470,2.24062654
-5.45972986,4.70873467,0.01132499,0.44447587,1.55789044,0.92734224,0.05151411,2.24298241
-5.45372686,4.68260468,0.01060415,0.43199872,1.53611628,0.91465908,0.05091501,2.25159687
-5.44772386,4.66993896,0.00991827,0.42119638,1.51923145,0.90482511,0.05039926,2.26596046
-5.44172086,4.66974992,0.00927224,0.41215389,1.50703190,0.89778305,0.04996238,2.28525208
-5.43571786,4.68042324,0.00866942,0.40488642,1.49910359,0.89334259,0.04959397,2.30837136
-5.42971486,4.69979346,0.00811165,0.39934160,1.49484537,0.89119229,0.04927843,2.33398351
-5.42371186,4.72524296,0.00759935,0.39540433,1.49349936,0.89091643,0.04899600,2.36057488
-5.41770885,4.75381963,0.00713170,0.39290379,1.49418731,0.89201585,0.04872395,2.38651657
-5.41170585,4.78236730,0.00670676,0.39162212,1.49595129,0.89393200,0.04843795,2.41013321
-5.40570285,4.80766311,0.00632177,0.39130449,1.49779677,0.89607264,0.04811352,2.42977385
-5.39969985,4.82655544,0.00597335,0.39166996,1.49873603,0.89783842,0.04772746,2.44388163
