energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-6.00000000,1.20186686,0.10431277,1.00955994,0.00006474,0.04452771,0.08619794,0.05273935,0.10769869,0.00000000
-5.99399700,1.19378466,0.10805126,0.98646072,0.00008450,0.04604952,0.09283151,0.05687277,0.11249865,0.00000000
-5.98799400,1.18802083,0.11234020,0.96485884,0.00010968,0.04751451,0.09974167,0.06131961,0.11800610,0.00000000
-5.98199100,1.18506842,0.11718831,0.94531538,0.00014154,0.04892436,0.10689963,0.06607198,0.12423077,0.00000000
-5.97598799,1.18540083,0.12260219,0.92837484,0.00018155,0.05028208,0.11427742,0.07112076,0.13117755,0.00000000
-5.96998499,1.18947182,0.12858789,0.91456175,0.00023144,0.05159191,0.12184946,0.07645628,0.13884774,0.00000000
-5.96398199,1.19771572,0.13515257,0.90437769,0.00029321,0.05285929,0.12959412,0.08206888,0.14724024,0.00000000
-5.95797899,1.21054762,0.14230588,0.89829848,0.00036913,0.05409071,0.13749499,0.08794946,0.15635255,0.00000000
-5.95197599,1.22836295,0.15006119,0.89677149,0.00046175,0.05529372,0.14554191,0.09408982,0.16618159,0.00000000
-5.94597299,1.25153621,0.15843633,0.90021255,0.00057394,0.05647674,0.15373152,0.10048288,0.17672411,0.00000000
-5.93996998,1.28041839,0.16745392,0.90900253,0.00070878,0.05764900,0.16206740,0.10712268,0.18797676,0.00000000
-5.93396698,1.31533272,0.17714112,0.92348320,0.00086964,0.05882034,0.17055970,0.11400416,0.19993571,0.00000000
-5.92796398,1.35656867,0.18752883,0.94395211,0.00106006,0.06000108,0.17922420,0.12112277,0.21259586,0.00000000
-5.92196098,1.40437393,0.19865019,0.97065666,0.00128370,0.06120176,0.18808090,0.12847379,0.22594955,0.00000000
-5.91595798,1.45894443,0.21053859,1.00378684,0.00154429,0.06243289,0.19715210,0.13605152,0.23998499,0.00000000
-5.90995498,1.52041249,0.22322503,1.04346716,0.00184546,0.06370462,0.20646012,0.14384829,0.25468425,0.00000000
-5.90395198,1.58883351,0.23673502,1.08974749,0.00219068,0.06502643,0.21602467,0.15185328,0.27002112,0.00000000
-5.89794897,1.66417138,0.25108512,1.14259326,0.00258310,0.06640668,0.22586008,0.16005138,0.28595877,0.00000000
-5.89194597,1.74628353,0.26627923,1.20187536,0.00302534,0.06785226,0.23597240,0.16842191,0.30244743,0.00000000
-5.88594297,1.83490601,0.28230477,1.26736008,0.00351939,0.06936808,0.24635671,0.17693747,0.31942224,0.00000000
-5.87993997,1.92963958,0.29912902,1.33869977,0.00406639,0.07095672,0.25699455,0.18556283,0.33680131,0.00000000
-5.87393697,2.02993779,0.31669573,1.41542485,0.00466647,0.07261795,0.26785181,0.19425411,0.35448418,0.00000000
-5.86793397,2.13509773,0.33492222,1.49693778,0.00531857,0.07434838,0.27887711,0.20295807,0.37235091,0.00000000
-5.86193097,2.24425461,0.35369721,1.58250973,0.00602030,0.07614115,0.29000073,0.21161181,0.39026170,0.00000000
-5.85592796,2.35638100,0.37287953,1.67128075,0.00676783,0.07798573,0.30113439,0.22014283,0.40805732,0.00000000
-5.84992496,2.47029131,0.39229790,1.76226388,0.00755580,0.07986774,0.31217167,0.22846941,0.42556033,0.00000000
-5.84392196,2.58465245,0.41175183,1.85435386,0.00837727,0.08176898,0.32298926,0.23650159,0.44257716,0.00000000
-5.83791896,2.69800064,0.43101385,1.94634065,0.00922377,0.08366757,0.33344909,0.24414242,0.45890108,0.00000000
-5.83191596,2.80876483,0.44983303,2.03692807,0.01008534,0.08553820,0.34340106,0.25128982,0.47431590,0.00000000
-5.82591296,2.91529630,0.46793974,2.12475731,0.01095073,0.08735257,0.35268658,0.25783878,0.48860055,0.00000000
-5.81990995,3.01590413,0.48505165,2.20843503,0.01180753,0.08907995,0.36114267,0.26368397,0.50153423,0.00000000
-5.81390695,3.10889552,0.50088072,2.28656549,0.01264250,0.09068785,0.36860646,0.26872264,0.51290204,0.00000000
-5.80790395,3.19261998,0.51514107,2.35778567,0.01344187,0.09214290,0.37492003,0.27285779,0.52250102,0.00000000
-5.80190095,3.26551581,0.52755734,2.42080246,0.01419169,0.09341168,0.37993538,0.27600139,0.53014624,0.00000000
-5.79589795,3.32615740,0.53787333,2.47443048,0.01487825,0.09446171,0.38351934,0.27807772,0.53567678,0.00000000
-5.78989495,3.37330133,0.54586058,2.51762908,0.01548848,0.09526246,0.38555820,0.27902644,0.53896141,0.00000000
-5.78389195,3.40592955,0.55132638,2.54953707,0.01601037,0.09578633,0.38596199,0.27880549,0.53990362,0.00000000
-5.77788894,3.42328772,0.55412107,2.56950366,0.01643336,0.09600957,0.38466807,0.27739361,0.53844593,0.00000000
-5.77188594,3.42491690,0.55414410,2.57711402,0.01674869,0.09591314,0.38164403,0.27479233,0.53457311,0.00000000
-5.76588294,3.41067717,0.55134868,2.57220849,0.01694973,0.09548346,0.37688972,0.27102730,0.52831428,0.00000000
-5.75987994,3.38076193,0.54574470,2.55489419,0.01703220,0.09471299,0.37043829,0.26614904,0.51974370,0.00000000
-5.75387694,3.33570196,0.53739979,2.52554843,0.01699432,0.09360060,0.36235619,0.26023289,0.50898020,0.00000000
-5.74787394,3.27635895,0.52643849,2.48481356,0.01683690,0.09215185,0.35274221,0.25337815,0.49618521,0.00000000
-5.74187094,3.20390845,0.51303943,2.43358327,0.01656331,0.09037897,0.34172548,0.24570664,0.48155950,0.00000000
-5.73586793,3.11981283,0.49743067,2.37298082,0.01617936,0.08830066,0.32946255,0.23736037,0.46533865,0.00000000
