energy_ev,total_up,Ir_p_up,Ir_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.57378689,2.86536578,0.81998255,1.63023343,0.21641459,0.02332095,0.04975679,1.11525039
-5.56778389,2.92643625,0.83745007,1.66233910,0.21599745,0.02399265,0.04935825,1.14583046
-5.56178089,2.98075436,0.85226528,1.69117166,0.21472777,0.02463143,0.04883246,1.17375167
-5.55577789,3.02784554,0.86418468,1.71661206,0.21261445,0.02523197,0.04818238,1.19875755
-5.54977489,3.06727806,0.87298535,1.73855833,0.20967361,0.02578900,0.04741109,1.22061187
-5.54377189,3.09867266,0.87847321,1.75692483,0.20592876,0.02629739,0.04652178,1.23910451
-5.53776888,3.12171325,0.88049127,1.77164242,0.20141089,0.02675217,0.04551789,1.25405753
-5.53176588,3.13615787,0.87892749,1.78265939,0.19615864,0.02714869,0.04440318,1.26533084
-5.52576288,3.14184926,0.87372158,1.78994295,0.19021837,0.02748264,0.04318191,1.27282739
-5.51975988,3.13872422,0.86487050,1.79348104,0.18364413,0.02775021,0.04185905,1.27649722
-5.51375688,3.12682074,0.85243202,1.79328426,0.17649737,0.02794819,0.04044040,1.27634035
-5.50775388,3.10628253,0.83652633,1.78938749,0.16884656,0.02807402,0.03893282,1.27240804
-5.50175088,3.07736006,0.81733522,1.78185112,0.16076647,0.02812591,0.03734431,1.26480232
-5.49574787,3.04040805,0.79509893,1.77076144,0.15233725,0.02810287,0.03568408,1.25367377
-5.48974487,2.99587907,0.77011082,1.75623025,0.14364322,0.02800479,0.03396261,1.23921741
-5.48374187,2.94431364,0.74270983,1.73839347,0.13477147,0.02783239,0.03219155,1.22166706
-5.47773887,2.88632695,0.71327134,1.71740887,0.12581039,0.02758726,0.03038367,1.20128826
-5.47173587,2.82259313,0.68219669,1.69345298,0.11684792,0.02727181,0.02855268,1.17837005
-5.46573287,2.75382765,0.64990189,1.66671738,0.10796997,0.02688917,0.02671305,1.15321626
-5.45972986,2.68076893,0.61680613,1.63740468,0.09925879,0.02644316,0.02487979,1.12613641
-5.45372686,2.60416017,0.58332056,1.60572452,0.09079152,0.02593815,0.02306817,1.09743701
-5.44772386,2.52473230,0.54983796,1.57188980,0.08263891,0.02537901,0.02129354,1.06741350
-5.44172086,2.44318915,0.51672359,1.53611367,0.07486438,0.02477097,0.01957109,1.03634333
-5.43571786,2.36019559,0.48430780,1.49860742,0.06752331,0.02411952,0.01791562,1.00448058
-5.42971486,2.27636920,0.45288055,1.45957957,0.06066277,0.02343039,0.01634145,0.97205222
-5.42371186,2.19227591,0.42268801,1.41923628,0.05432149,0.02270940,0.01486227,0.93925632
-5.41770885,2.10842984,0.39393130,1.37778323,0.04853026,0.02196249,0.01349110,0.90626220
-5.41170585,2.02529696,0.36676733,1.33542869,0.04331256,0.02119562,0.01224034,0.87321242
-5.40570285,1.94330250,0.34131147,1.29238786,0.03868551,0.02041482,0.01112176,0.84022639
-5.39969985,1.86284113,0.31764192,1.24888800,0.03466096,0.01962619,0.01014664,0.80740546
-5.39369685,1.78428944,0.29580529,1.20517403,0.03124672,0.01883588,0.00932589,0.77483897
-5.38769385,1.70801945,0.27582312,1.16151417,0.02844784,0.01805019,0.00867021,0.74261089
-5.38169085,1.63441228,0.25769891,1.11820509,0.02626784,0.01727553,0.00819021,0.71080667
-5.37568784,1.56387074,0.24142519,1.07557599,0.02470981,0.01651851,0.00789660,0.67951971
-5.36968484,1.49682989,0.22699033,1.03399123,0.02377737,0.01578590,0.00780021,0.64885715
-5.36368184,1.43376461,0.21438467,0.99385089,0.02347528,0.01508466,0.00791211,0.61894444
-5.35767884,1.37519321,0.20360565,0.95558904,0.02380989,0.01442189,0.00824352,0.58992852
-5.35167584,1.32167665,0.19466179,0.91966925,0.02478909,0.01380474,0.00880576,0.56197925
-5.34567284,1.27381294,0.18757522,0.88657750,0.02642201,0.01324038,0.00960997,0.53528900
-5.33966983,1.23222644,0.18238272,0.85681210,0.02871832,0.01273579,0.01066688,0.51007030
-5.33366683,1.19755256,0.17913526,0.83087118,0.03168719,0.01229766,0.01198635,0.48655168
-5.32766383,1.17041786,0.17789593,0.80923781,0.03533590,0.01193214,0.01357687,0.46497180
-5.32166083,1.15141656,0.17873657,0.79236330,0.03966829,0.01164469,0.01544499,0.44557210
-5.31565783,1.14108422,0.18173307,0.78064937,0.04468292,0.01143977,0.01759465,0.42858831
-5.30965483,1.13986976,0.18695958,0.77442972,0.05037118,0.01132069,0.02002648,0.41424112
-5.30365183,1.14810692,0.19448197,0.77395204,0.05671542,0.01128933,0.02273712,0.40272653
-5.29764882,1.16598675,0.20435071,0.77936108,0.06368715,0.01134597,0.02571850,0.39420620
-5.29164582,1.19353224,0.21659350,0.79068380,0.07124546,0.01148907,0.02895724,0.38879827
-5.28564282,1.23057670,0.23120807,0.80781724,0.07933577,0.01171521,0.03243417,0.38656905
-5.27963982,1.27674689,0.24815531,0.83052010,0.08788901,0.01201898,0.03612388,0.38752603
-5.27363682,1.33145219,0.26735324,0.85840838,0.09682127,0.01239295,0.03999458,0.39161238
-5.26763382,1.39388073,0.28867203,0.89095573,0.10603410,0.01282778,0.04400811,0.39870347
-5.26163082,1.46300294,0.31193038,0.92749877,0.11541531,0.01331232,0.04812016,0.40860540
-5.25562781,1.53758307,0.33689356,0.96724743,0.12484057,0.01383380,0.05228079,0.42105578
-5.24962481,1.61619869,0.36327327,1.00930026,0.13417548,0.01437815,0.05643514,0.43572685
-5.24362181,1.69726772,0.39072959,1.05266424,0.14327830,0.01493030,0.06052449,0.45223087
-5.23761881,1.77908250,0.41887485,1.09627865,0.15200317,0.01547459,0.06448740,0.47012769
-5.23161581,1.85984989,0.44727972,1.13904224,0.16020372,0.01599515,0.06826115,0.48893428
-5.22561281,1.93773602,0.47548127,1.17984268,0.16773692,0.01647642,0.07178329,0.50813611
-5.21960980,2.01091438,0.50299277,1.21758728,0.17446706,0.01690351,0.07499327,0.52719979
-5.21360680,2.07761538,0.52931514,1.25123392,0.18026968,0.01726271,0.07783413,0.54558681
-5.20760380,2.13617556,0.55394954,1.27982087,0.18503528,0.01754187,0.08025412,0.56276782
-5.20160080,2.18508480,0.57641072,1.30249452,0.18867266,0.01773076,0.08220825,0.57823699
-5.19559780,2.22302939,0.59624077,1.31853378,0.19111170,0.01782134,0.08365964,0.59152596
-5.18959480,2.24892966,0.61302246,1.32737034,0.19230555,0.01780803,0.08458069,0.60221689
-5.18359180,2.26197045,0.62639203,1.32860392,0.19223203,0.01768779,0.08495395,0.60995418
-5.17758879,2.26162337,0.63605052,1.32201205,0.19089424,0.01746021,0.08477265,0.61445432
-5.17158579,2.24766003,0.64177342,1.30755403,0.18832036,0.01712744,0.08404097,0.61551371
-5.16558279,2.22015578,0.64341817,1.28536893,0.18456261,0.01669407,0.08277386,0.61301396
-5.15957979,2.17948402,0.64092906,1.25576801,0.17969549,0.01616693,0.08099663,0.60692465
-5.15357679,2.12630127,0.63433943,1.21922173,0.17381326,0.01555481,0.07874414,0.59730340
-5.14757379,2.06152401,0.62377107,1.17634235,0.16702697,0.01486811,0.07605977,0.58429331
-5.14157079,1.98629811,0.60943079,1.12786253,0.15946098,0.01411851,0.07299409,0.56811786
-5.13556778,1.90196247,0.59160425,1.07461123,0.15124925,0.01331854,0.06960344,0.54907362
-5.12956478,1.81000821,0.57064749,1.01748781,0.14253144,0.01248121,0.06594828,0.52752095
-5.12356178,1.71203523,0.54697638,0.95743528,0.13344914,0.01161962,0.06209164,0.50387319
-5.11755878,1.60970779,0.52105450,0.89541395,0.12414223,0.01074657,0.05809744,0.47858478
-5.11155578,1.50471077,0.49337988,0.83237623,0.11474545,0.00987427,0.05402898,0.45213866
-5.10555278,1.39870802,0.46447129,0.76924354,0.10538556,0.00901405,0.04994752,0.42503358
-5.09954977,1.29330434,0.43485435,0.70688591,0.09617880,0.00817610,0.04591102,0.39777152
-5.09354677,1.19001184,0.40504822,0.64610484,0.08722900,0.00736938,0.04197315,0.37084592
-5.08754377,1.09022164,0.37555315,0.58761974,0.07862622,0.00660141,0.03818243,0.34473071
-5.08154077,0.99518141,0.34683928,0.53205800,0.07044594,0.00587831,0.03458166,0.31987069
-5.07553777,0.90597866,0.31933699,0.47994878,0.06274880,0.00520475,0.03120760,0.29667315
-5.06953477,0.82353000,0.29342908,0.43172017,0.05558081,0.00458399,0.02809078,0.27550115
-5.06353177,0.74857580,0.26944466,0.38769955,0.04897403,0.00401800,0.02525564,0.25666812
-5.05752876,0.68167982,0.24765503,0.34811662,0.04294758,0.00350753,0.02272067,0.24043410
-5.05152576,0.62323308,0.22827128,0.31310872,0.03750894,0.00305231,0.02049882,0.22700319
-5.04552276,0.57346136,0.21144363,0.28272784,0.03265546,0.00265113,0.01859793,0.21652238
-5.03951976,0.53243541,0.19726226,0.25694892,0.02837600,0.00230206,0.01702126,0.20908142
-5.03351676,0.50008325,0.18575946,0.23567888,0.02465264,0.00200257,0.01576799,0.20471370
-5.02751376,0.47620394,0.17691296,0.21876609,0.02146233,0.00174970,0.01483380,0.20339791
-5.02151076,0.46048212,0.17065009,0.20600976,0.01877861,0.00154021,0.01421133,0.20506056
-5.01550775,0.45250302,0.16685285,0.19716919,0.01657308,0.00137068,0.01389069,0.20957901
-5.00950475,0.45176762,0.16536336,0.19197255,0.01481682,0.00123765,0.01385983,0.21678523
-5.00350175,0.45770766,0.16598996,0.19012503,0.01348173,0.00113771,0.01410491,0.22647012
-4.99749875,0.46970058,0.16851343,0.19131652,0.01254153,0.00106756,0.01461061,0.23838837
-4.99149575,0.48708413,0.17269363,0.19522851,0.01197277,0.00102413,0.01536036,0.25226401
-4.98549275,0.50917093,0.17827611,0.20154054,0.01175560,0.00100456,0.01633655,0.26779647
-4.97948974,0.53526274,0.18499887,0.20993598,0.01187430,0.00100630,0.01752075,0.28466730
-4.97348674,0.56466465,0.19259903,0.22010729,0.01231782,0.00102709,0.01889388,0.30254739
-4.96748374,0.59669897,0.20081939,0.23176088,0.01307996,0.00106502,0.02043640,0.32110469
-4.96148074,0.63071872,0.20941472,0.24462133,0.01415957,0.00111850,0.02212855,0.34001220
-4.95547774,0.66612062,0.21815763,0.25843517,0.01556046,0.00118630,0.02395059,0.35895621
-4.94947474,0.70235708,0.22684396,0.27297406,0.01729121,0.00126750,0.02588305,0.37764437
-4.94347174,0.73894692,0.23529743,0.28803729,0.01936479,0.00136152,0.02790708,0.39581345
-4.93746873,0.77548436,0.24337345,0.30345349,0.02179802,0.00146807,0.03000474,0.41323648
-4.93146573,0.81164588,0.25096189,0.31908152,0.02461081,0.00158713,0.03215935,0.42972883
-4.92546273,0.84719432,0.25798873,0.33481031,0.02782524,0.00171895,0.03435578,0.44515305
-4.91945973,0.88198003,0.26441635,0.35055767,0.03146448,0.00186394,0.03658076,0.45942213
-4.91345673,0.91593864,0.27024262,0.36626805,0.03555144,0.00202269,0.03882308,0.47250085
-4.90745373,0.94908521,0.27549845,0.38190914,0.04010735,0.00219586,0.04107371,0.48440517
-4.90145073,0.98150497,0.28024418,0.39746749,0.04515017,0.00238416,0.04332580,0.49519943
-4.89544772,1.01334054,0.28456462,0.41294327,0.05069287,0.00258824,0.04557462,0.50499143
-4.88944472,1.04477621,0.28856314,0.42834430,0.05674173,0.00280864,0.04781725,0.51392550
-4.88344172,1.07601977,0.29235480,0.44367974,0.06329460,0.00304570,0.05005223,0.52217366
-4.87743872,1.10728262,0.29605907,0.45895361,0.07033926,0.00329950,0.05227903,0.52992545
-4.87143572,1.13875914,0.29979224,0.47415872,0.07785202,0.00356978,0.05449741,0.53737649
-4.86543272,1.17060635,0.30365993,0.48927105,0.08579651,0.00385588,0.05670671,0.54471664
-4.85942971,1.20292481,0.30775011,0.50424531,0.09412283,0.00415669,0.05890508,0.55211811
-4.85342671,1.23574215,0.31212698,0.51901175,0.10276720,0.00447063,0.06108875,0.55972409
-4.84742371,1.26899988,0.31682587,0.53347463,0.11165202,0.00479562,0.06325130,0.56763873
-4.84142071,1.30254474,0.32184968,0.54751247,0.12068656,0.00512908,0.06538303,0.57591875
-4.83541771,1.33612503,0.32716684,0.56098028,0.12976820,0.00546802,0.06747058,0.58456735
-4.82941471,1.36939256,0.33271113,0.57371370,0.13878429,0.00580902,0.06949663,0.59353081
-4.82341171,1.40191028,0.33838321,0.58553485,0.14761454,0.00614836,0.07143987,0.60269790
-4.81740870,1.43316546,0.34405395,0.59625986,0.15613394,0.00648212,0.07327529,0.61190247
-4.81140570,1.46258804,0.34956940,0.60570747,0.16421614,0.00680630,0.07497465,0.62092892
-4.80540270,1.48957327,0.35475718,0.61370848,0.17173704,0.00711695,0.07650721,0.62952060
-4.79939970,1.51350766,0.35943393,0.62011534,0.17857864,0.00741032,0.07784079,0.63739059
-4.79339670,1.53379692,0.36341361,0.62481155,0.18463282,0.00768299,0.07894285,0.64423445
-4.78739370,1.54989450,0.36651608,0.62772006,0.18980499,0.00793205,0.07978186,0.64974432
-4.78139070,1.56132917,0.36857572,0.62881031,0.19401734,0.00815518,0.08032864,0.65362374
-4.77538769,1.56773025,0.36944947,0.62810344,0.19721165,0.00835076,0.08055772,0.65560224
-4.76938469,1.56884891,0.36902410,0.62567511,0.19935139,0.00851796,0.08044868,0.65544923
-4.76338169,1.56457443,0.36722218,0.62165587,0.20042308,0.00865677,0.07998718,0.65298619
-4.75737869,1.55494452,0.36400660,0.61622883,0.20043675,0.00876797,0.07916597,0.64809681
-4.75137569,1.54014885,0.35938324,0.60962463,0.19942559,0.00885314,0.07798548,0.64073429
-4.74537269,1.52052569,0.35340190,0.60211396,0.19744462,0.00891456,0.07645419,0.63092562
-4.73936968,1.49655162,0.34615523,0.59399783,0.19456858,0.00895509,0.07458858,0.61877251
-4.73336668,1.46882487,0.33777588,0.58559615,0.19088907,0.00897803,0.07241284,0.60444897
-4.72736368,1.43804296,0.32843184,0.57723499,0.18651106,0.00898694,0.06995822,0.58819571
-4.72136068,1.40497593,0.31832042,0.56923330,0.18154898,0.00898548,0.06726207,0.57031155
-4.71535768,1.37043633,0.30766097,0.56188964,0.17612258,0.00897721,0.06436670,0.55114240
-4.70935468,1.33524761,0.29668677,0.55546971,0.17035269,0.00896540,0.06131803,0.53106829
-4.70335168,1.30021245,0.28563642,0.55019508,0.16435719,0.00895284,0.05816413,0.51048920
-4.69734867,1.26608255,0.27474521,0.54623401,0.15824729,0.00894177,0.05495377,0.48981017
-4.69134567,1.23353148,0.26423673,0.54369460,0.15212434,0.00893367,0.05173499,0.46942672
-4.68534267,1.20313170,0.25431513,0.54262072,0.14607727,0.00892930,0.04855378,0.44971093
-4.67933967,1.17533698,0.24515841,0.54299100,0.14018083,0.00892856,0.04545292,0.43099901
-4.67333667,1.15047089,0.23691286,0.54472077,0.13449456,0.00893064,0.04247108,0.41358082
-4.66733367,1.12872173,0.22968899,0.54766718,0.12906268,0.00893397,0.03964214,0.39769175
-4.66133067,1.11014415,0.22355907,0.55163691,0.12391471,0.00893642,0.03699481,0.38350726
-4.65532766,1.09466710,0.21855620,0.55639648,0.11906676,0.00893540,0.03455252,0.37114025
-4.64932466,1.08210752,0.21467509,0.56168433,0.11452356,0.00892805,0.03233358,0.36064128
-4.64332166,1.07218918,0.21187438,0.56722444,0.11028084,0.00891146,0.03035163,0.35200144
-4.63731866,1.06456530,0.21008033,0.57274056,0.10632807,0.00888282,0.02861623,0.34515779
-4.63131566,1.05884395,0.20919173,0.57797062,0.10265134,0.00883966,0.02713369,0.34000094
-4.62531266,1.05461495,0.20908581,0.58268046,0.09923623,0.00878003,0.02590798,0.33638427
-4.61930965,1.05147669,0.20962483,0.58667640,0.09607050,0.00870263,0.02494167,0.33413449
-4.61330665,1.04906170,0.21066300,0.58981590,0.09314642,0.00860696,0.02423699,0.33306281
-4.60730365,1.04705980,0.21205360,0.59201593,0.09046270,0.00849342,0.02379667,0.33297631
-4.60130065,1.04523739,0.21365572,0.59325858,0.08802585,0.00836331,0.02362476,0.33368883
-4.59529765,1.04345234,0.21534059,0.59359357,0.08585091,0.00821882,0.02372728,0.33503102
-4.58929465,1.04166345,0.21699705,0.59313764,0.08396161,0.00806300,0.02411264,0.33685891
-4.58329165,1.03993418,0.21853598,0.59207062,0.08238984,0.00789966,0.02479177,0.33906074
-4.57728864,1.03843035,0.21989351,0.59062841,0.08117452,0.00773317,0.02577809,0.34156156
-4.57128564,1.03741194,0.22103289,0.58909314,0.08035990,0.00756837,0.02708707,0.34432561
-4.56528264,1.03721933,0.22194492,0.58778075,0.07999351,0.00741026,0.02873559,0.34735616
-4.55927964,1.03825446,0.22264697,0.58702661,0.08012360,0.00726389,0.03074098,0.35069293
-4.55327664,1.04095797,0.22318063,0.58716981,0.08079647,0.00713405,0.03311987,0.35440724
-4.54727364,1.04578320,0.22360819,0.58853657,0.08205364,0.00702510,0.03588675,0.35859502
-4.54127064,1.05316832,0.22400804,0.59142376,0.08392915,0.00694074,0.03905252,0.36336816
-4.53526763,1.06350807,0.22446940,0.59608314,0.08644691,0.00688385,0.04262281,0.36884463
-4.52926463,1.07712629,0.22508650,0.60270704,0.08961856,0.00685632,0.04659645,0.37513778
-4.52326163,1.09425094,0.22595269,0.61141629,0.09344163,0.00685899,0.05096392,0.38234558
-4.51725863,1.11499280,0.22715476,0.62225097,0.09789837,0.00689154,0.05570605,0.39054026
-4.51125563,1.13932915,0.22876775,0.63516452,0.10295524,0.00695249,0.06079296,0.39975899
-4.50525263,1.16709353,0.23085066,0.65002164,0.10856309,0.00703927,0.06618337,0.40999620
-4.49924962,1.19797224,0.23344329,0.66660021,0.11465820,0.00714828,0.07182431,0.42119800
-4.49324662,1.23150821,0.23656431,0.68459733,0.12116401,0.00727502,0.07765134,0.43325899
-4.48724362,1.26711230,0.24021091,0.70363931,0.12799370,0.00741428,0.08358933,0.44602201
-4.48124062,1.30408180,0.24435988,0.72329539,0.13505338,0.00756034,0.08955367,0.45928057
-4.47523762,1.34162549,0.24897018,0.74309453,0.14224587,0.00770718,0.09545214,0.47278430
-4.46923462,1.37889429,0.25398689,0.76254474,0.14947499,0.00784878,0.10118713,0.48624699
-4.46323162,1.41501625,0.25934622,0.78115409,0.15664998,0.00797928,0.10665842,0.49935698
-4.45722861,1.44913412,0.26498145,0.79845238,0.16369007,0.00809332,0.11176610,0.51178944
-4.45122561,1.48044390,0.27082927,0.81401255,0.17052883,0.00818618,0.11641385,0.52321987
-4.44522261,1.50823231,0.27683626,0.82747074,0.17711812,0.00825404,0.12051217,0.53333827
-4.43921961,1.53191136,0.28296506,0.83854399,0.18343147,0.00829407,0.12398159,0.54186314
-4.43321661,1.55104811,0.28919971,0.84704475,0.18946649,0.00830461,0.12675560,0.54855465
-4.42721361,1.56538803,0.29554998,0.85289130,0.19524638,0.00828520,0.12878321,0.55322622
-4.42121061,1.57487064,0.30205405,0.85611351,0.20082019,0.00823660,0.13003103,0.55575404
-4.41520760,1.57963625,0.30877963,0.85685359,0.20626178,0.00816073,0.13048469,0.55608372
-4.40920460,1.58002356,0.31582299,0.85536167,0.21166753,0.00806062,0.13014959,0.55423406
-4.40320160,1.57655771,0.32330610,0.85198623,0.21715266,0.00794025,0.12905088,0.55029739
-4.39719860,1.56992932,0.33137171,0.84715987,0.22284644,0.00780436,0.12723272,0.54443664
-4.39119560,1.56096541,0.34017673,0.84138088,0.22888627,0.00765827,0.12475678,0.53687923
-4.38519260,1.55059336,0.34988399,0.83519153,0.23541095,0.00750763,0.12170010,0.52790796
-4.37918959,1.53979966,0.36065284,0.82915397,0.24255344,0.00735819,0.11815235,0.51784953
-4.37318659,1.52958528,0.37262909,0.82382487,0.25043327,0.00721555,0.11421269,0.50706109
-4.36718359,1.52091989,0.38593466,0.81972996,0.25914922,0.00708496,0.10998626,0.49591564
-4.36118059,1.51469706,0.40065766,0.81733968,0.26877228,0.00697104,0.10558059,0.48478683
-4.35517759,1.51169251,0.41684337,0.81704707,0.27933959,0.00687769,0.10110196,0.47403406
-4.34917459,1.51252762,0.43448662,0.81914887,0.29084946,0.00680787,0.09665198,0.46398842
-4.34317159,1.51763978,0.45352621,0.82383084,0.30325786,0.00676356,0.09232442,0.45494033
-4.33716858,1.52726110,0.47384161,0.83115786,0.31647660,0.00674565,0.08820252,0.44712926
-4.33116558,1.54140654,0.49525230,0.84106941,0.33037334,0.00675399,0.08435681,0.44073606
-4.32516258,1.55987200,0.51752005,0.85338054,0.34477357,0.00678740,0.08084354,0.43587819
-4.31915958,1.58224241,0.54035393,0.86778839,0.35946449,0.00684376,0.07770375,0.43260803
-4.31315658,1.60790966,0.56341814,0.88388390,0.37420074,0.00692015,0.07496301,0.43091429
-4.30715358,1.63609923,0.58634233,0.90116825,0.38871173,0.00701301,0.07263179,0.43072622
