energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-3.08254127,2.47072883,0.58809680,1.82374374,0.02818178,0.07266478,0.08143485,0.29330893,0.00000000
-3.07653827,2.30490310,0.55328871,1.69968359,0.02524056,0.06921354,0.07668520,0.27277755,0.00000000
-3.07053527,2.13958372,0.51798224,1.57624287,0.02248240,0.06558188,0.07183988,0.25238995,0.00000000
-3.06453227,1.97623728,0.48250908,1.45449864,0.01991605,0.06181118,0.06695125,0.23232789,0.00000000
-3.05852926,1.81622097,0.44719389,1.33544212,0.01754652,0.05794430,0.06206954,0.21275820,0.00000000
-3.05252626,1.66076187,0.41234670,1.21996422,0.01537537,0.05402443,0.05724204,0.19383004,0.00000000
-3.04652326,1.51094141,0.37825632,1.10884493,0.01340113,0.05009394,0.05251236,0.17567286,0.00000000
-3.04052026,1.36768504,0.34518514,1.00274645,0.01161966,0.04619347,0.04791989,0.15839516,0.00000000
-3.03451726,1.23175700,0.31336505,0.90221005,0.01002466,0.04236105,0.04349932,0.14208411,0.00000000
-3.02851426,1.10375998,0.28299476,0.80765638,0.00860803,0.03863141,0.03928043,0.12680572,0.00000000
-3.02251126,0.98413911,0.25423837,0.71938900,0.00736038,0.03503550,0.03528798,0.11260575,0.00000000
-3.01650825,0.87318987,0.22722508,0.63760064,0.00627144,0.03160012,0.03154175,0.09951106,0.00000000
-3.01050525,0.77106927,0.20205002,0.56238169,0.00533041,0.02834769,0.02805673,0.08753145,0.00000000
-3.00450225,0.67780951,0.17877596,0.49373062,0.00452639,0.02529628,0.02484341,0.07666174,0.00000000
-2.99849925,0.59333355,0.15743581,0.43156559,0.00384862,0.02245967,0.02190824,0.06688408,0.00000000
-2.99249625,0.51747195,0.13803575,0.37573691,0.00328678,0.01984761,0.01925407,0.05817036,0.00000000
-2.98649325,0.44998006,0.12055880,0.32603980,0.00283118,0.01746612,0.01688071,0.05048462,0.00000000
-2.98049025,0.39055523,0.10496859,0.28222699,0.00247291,0.01531791,0.01478552,0.04378539,0.00000000
-2.97448724,0.33885328,0.09121333,0.24402088,0.00220397,0.01340284,0.01296398,0.03802787,0.00000000
-2.96848424,0.29450390,0.07922970,0.21112474,0.00201726,0.01171845,0.01141029,0.03316590,0.00000000
-2.96248124,0.25712440,0.06894654,0.18323287,0.00190665,0.01026041,0.01011784,0.02915369,0.00000000
-2.95647824,0.22633166,0.06028832,0.16003932,0.00186688,0.00902306,0.00907976,0.02594723,0.00000000
-2.95047524,0.20175191,0.05317816,0.14124515,0.00189349,0.00799985,0.00828924,0.02350543,0.00000000
-2.94447224,0.18302832,0.04754040,0.12656407,0.00198274,0.00718377,0.00773990,0.02179088,0.00000000
-2.93846923,0.16982622,0.04330271,0.11572647,0.00213139,0.00656772,0.00742597,0.02077033,0.00000000
-2.93246623,0.16183607,0.04039756,0.10848182,0.00233663,0.00614474,0.00734238,0.02041482,0.00000000
-2.92646323,0.15877423,0.03876318,0.10459957,0.00259580,0.00590830,0.00748478,0.02069952,0.00000000
-2.92046023,0.16038177,0.03834401,0.10386866,0.00290629,0.00585236,0.00784939,0.02160333,0.00000000
-2.91445723,0.16642146,0.03909055,0.10609584,0.00326531,0.00597146,0.00843282,0.02310816,0.00000000
-2.90845423,0.17667338,0.04095881,0.11110291,0.00366975,0.00626073,0.00923175,0.02519811,0.00000000
-2.90245123,0.19092941,0.04390931,0.11872330,0.00411598,0.00671572,0.01024257,0.02785844,0.00000000
-2.89644822,0.20898703,0.04790578,0.12879806,0.00459979,0.00733235,0.01146093,0.03107447,0.00000000
-2.89044522,0.23064280,0.05291364,0.14117168,0.00511625,0.00810668,0.01288132,0.03483044,0.00000000
-2.88444222,0.25568597,0.05889828,0.15568790,0.00565968,0.00903470,0.01449658,0.03910841,0.00000000
-2.87843922,0.28389256,0.06582338,0.17218584,0.00622366,0.01011211,0.01629750,0.04388721,0.00000000
-2.87243622,0.31502041,0.07364918,0.19049661,0.00680105,0.01133409,0.01827241,0.04914155,0.00000000
-2.86643322,0.34880524,0.08233100,0.21044074,0.00738412,0.01269504,0.02040687,0.05484129,0.00000000
-2.86043022,0.38495823,0.09181787,0.23182636,0.00796468,0.01418845,0.02268350,0.06095097,0.00000000
-2.85442721,0.42316510,0.10205152,0.25444849,0.00853426,0.01580666,0.02508184,0.06742950,0.00000000
-2.84842421,0.46308686,0.11296563,0.27808920,0.00908437,0.01754080,0.02757843,0.07423023,0.00000000
-2.84242121,0.50436204,0.12448543,0.30251891,0.00960674,0.01938063,0.03014698,0.08130116,0.00000000
-2.83641821,0.54661046,0.13652770,0.32749850,0.01009360,0.02131456,0.03275868,0.08858549,0.00000000
-2.83041521,0.58943810,0.14900099,0.35278226,0.01053798,0.02332963,0.03538267,0.09602230,0.00000000
-2.82441221,0.63244303,0.16180628,0.37812136,0.01093398,0.02541153,0.03798657,0.10354748,0.00000000
-2.81840920,0.67522172,0.17483770,0.40326779,0.01127702,0.02754471,0.04053720,0.11109472,0.00000000
-2.81240620,0.71737569,0.18798364,0.42797834,0.01156404,0.02971244,0.04300125,0.11859661,0.00000000
-2.80640320,0.75851788,0.20112780,0.45201849,0.01179370,0.03189699,0.04534604,0.12598571,0.00000000
-2.80040020,0.79827844,0.21415047,0.47516604,0.01196643,0.03407970,0.04754032,0.13319563,0.00000000
-2.79439720,0.83630974,0.22692971,0.49721410,0.01208453,0.03624117,0.04955498,0.14016194,0.00000000
-2.78839420,0.87229018,0.23934259,0.51797347,0.01215205,0.03836138,0.05136371,0.14682302,0.00000000
-2.78239120,0.90592691,0.25126635,0.53727426,0.01217471,0.04041990,0.05294355,0.15312067,0.00000000
-2.77638819,0.93695721,0.26257958,0.55496669,0.01215968,0.04239600,0.05427538,0.15900065,0.00000000
-2.77038519,0.96514870,0.27316330,0.57092110,0.01211530,0.04426885,0.05534422,0.16441297,0.00000000
-2.76438219,0.99029862,0.28290205,0.58502740,0.01205078,0.04601774,0.05613945,0.16931205,0.00000000
-2.75837919,1.01223231,0.29168509,0.59719387,0.01197579,0.04762227,0.05665481,0.17365687,0.00000000
-2.75237619,1.03080121,0.29940756,0.60734576,0.01190005,0.04906260,0.05688836,0.17741087,0.00000000
-2.74637319,1.04588082,0.30597183,0.61542368,0.01183293,0.05031977,0.05684229,0.18054200,0.00000000
-2.74037019,1.05736883,0.31128895,0.62138207,0.01178301,0.05137595,0.05652261,0.18302269,0.00000000
-2.73436718,1.06518378,0.31528019,0.62518798,0.01175770,0.05221488,0.05593881,0.18482990,0.00000000
-2.72836418,1.06926441,0.31787880,0.62682023,0.01176289,0.05282217,0.05510346,0.18594531,0.00000000
-2.72236118,1.06956994,0.31903176,0.62626910,0.01180268,0.05318574,0.05403175,0.18635553,0.00000000
-2.71635818,1.06608133,0.31870161,0.62353660,0.01187915,0.05329619,0.05274111,0.18605251,0.00000000
-2.71035518,1.05880332,0.31686820,0.61863728,0.01199226,0.05314721,0.05125074,0.18503403,0.00000000
-2.70435218,1.04776731,0.31353025,0.61159954,0.01213978,0.05273590,0.04958127,0.18330420,0.00000000
-2.69834917,1.03303468,0.30870667,0.60246731,0.01231743,0.05206304,0.04775441,0.18087411,0.00000000
-2.69234617,1.01470039,0.30243750,0.59130190,0.01251895,0.05113335,0.04579264,0.17776236,0.00000000
-2.68634317,0.99289639,0.29478431,0.57818392,0.01273642,0.04995551,0.04371898,0.17399562,0.00000000
-2.68034017,0.96779463,0.28583008,0.56321491,0.01296052,0.04854224,0.04155677,0.16960898,0.00000000
-2.67433717,0.93960920,0.27567843,0.54651866,0.01318094,0.04691007,0.03932952,0.16464621,0.00000000
-2.66833417,0.90859751,0.26445221,0.52824199,0.01338683,0.04507917,0.03706074,0.15915978,0.00000000
-2.66233117,0.87506005,0.25229139,0.50855472,0.01356719,0.04307286,0.03477389,0.15321062,0.00000000
-2.65632816,0.83933886,0.23935046,0.48764902,0.01371136,0.04091718,0.03249223,0.14686774,0.00000000
-2.65032516,0.80181448,0.22579524,0.46573777,0.01380944,0.03864027,0.03023881,0.14020746,0.00000000
-2.64432216,0.76290152,0.21179939,0.44305227,0.01385272,0.03627166,0.02803634,0.13331250,0.00000000
-2.63831916,0.72304289,0.19754055,0.41983909,0.01383399,0.03384161,0.02590717,0.12627088,0.00000000
-2.63231616,0.68270305,0.18319658,0.39635633,0.01374781,0.03138032,0.02387328,0.11917459,0.00000000
-2.62631316,0.64236039,0.16894171,0.37286936,0.01359078,0.02891722,0.02195617,0.11211821,0.00000000
-2.62031016,0.60249900,0.15494302,0.34964621,0.01336156,0.02648033,0.02017688,0.10519741,0.00000000
-2.61430715,0.56360026,0.14135722,0.32695280,0.01306098,0.02409559,0.01855596,0.09850746,0.00000000
-2.60830415,0.52613440,0.12832799,0.30504807,0.01269193,0.02178642,0.01711345,0.09214172,0.00000000
-2.60230115,0.49055237,0.11598380,0.28417938,0.01225925,0.01957324,0.01586881,0.08619026,0.00000000
-2.59629815,0.45727810,0.10443637,0.26457804,0.01176950,0.01747326,0.01484096,0.08073845,0.00000000
-2.59029515,0.42670145,0.09377973,0.24645528,0.01123071,0.01550027,0.01404815,0.07586573,0.00000000
-2.58429215,0.39917194,0.08408984,0.22999864,0.01065206,0.01366464,0.01350788,0.07164443,0.00000000
-2.57828914,0.37499318,0.07542484,0.21536889,0.01004355,0.01197338,0.01323677,0.06813876,0.00000000
-2.57228614,0.35441826,0.06782558,0.20269750,0.00941562,0.01043033,0.01325034,0.06540378,0.00000000
-2.56628314,0.33764589,0.06131671,0.19208460,0.00877885,0.00903641,0.01356274,0.06348458,0.00000000
-2.56028014,0.32481742,0.05590788,0.18359751,0.00814358,0.00779001,0.01418638,0.06241547,0.00000000
-2.55427714,0.31601465,0.05159519,0.17726989,0.00751963,0.00668731,0.01513150,0.06221927,0.00000000
-2.54827414,0.31125841,0.04836268,0.17310131,0.00691606,0.00572274,0.01640565,0.06290665,0.00000000
-2.54227114,0.31050798,0.04618387,0.17105744,0.00634092,0.00488943,0.01801310,0.06447564,0.00000000
-2.53626813,0.31366139,0.04502325,0.17107073,0.00580108,0.00417959,0.01995423,0.06691119,0.00000000
-2.53026513,0.32055655,0.04483769,0.17304165,0.00530218,0.00358499,0.02222487,0.07018494,0.00000000
-2.52426213,0.33097346,0.04557787,0.17684054,0.00484850,0.00309737,0.02481566,0.07425512,0.00000000
-2.51825913,0.34463753,0.04718961,0.18230997,0.00444301,0.00270879,0.02771152,0.07906680,0.00000000
-2.51225613,0.36122414,0.04961528,0.18926784,0.00408740,0.00241205,0.03089116,0.08455239,0.00000000
-2.50625313,0.38036454,0.05279529,0.19751103,0.00378215,0.00220098,0.03432683,0.09063252,0.00000000
-2.50025013,0.40165325,0.05666978,0.20681975,0.00352665,0.00207082,0.03798417,0.09721733,0.00000000
-2.49424712,0.42465694,0.06118045,0.21696252,0.00331939,0.00201853,0.04182245,0.10420828,0.00000000
-2.48824412,0.44892489,0.06627279,0.22770178,0.00315807,0.00204305,0.04579498,0.11150032,0.00000000
-2.48224112,0.47400078,0.07189860,0.23880003,0.00303985,0.00214569,0.04984990,0.11898467,0.00000000
-2.47623812,0.49943591,0.07801886,0.25002643,0.00296152,0.00233037,0.05393132,0.12655199,0.00000000
-2.47023512,0.52480340,0.08460697,0.26116369,0.00291973,0.00260394,0.05798070,0.13409595,0.00000000
-2.46423212,0.54971308,0.09165220,0.27201513,0.00291115,0.00297652,0.06193863,0.14151712,0.00000000
-2.45822911,0.57382670,0.09916335,0.28241159,0.00293277,0.00346176,0.06574682,0.14872710,0.00000000
-2.45222611,0.59687289,0.10717247,0.29221813,0.00298199,0.00407710,0.06935030,0.15565265,0.00000000
-2.44622311,0.61866129,0.11573831,0.30134006,0.00305690,0.00484407,0.07269981,0.16223975,0.00000000
-2.44022011,0.63909526,0.12494948,0.30972817,0.00315639,0.00578837,0.07575411,0.16845735,0.00000000
-2.43421711,0.65818253,0.13492687,0.31738289,0.00328035,0.00694006,0.07848237,0.17430064,0.00000000
-2.42821411,0.67604308,0.14582524,0.32435702,0.00342978,0.00833348,0.08086636,0.17979365,0.00000000
-2.42221111,0.69291382,0.15783355,0.33075690,0.00360690,0.01000712,0.08290232,0.18499096,0.00000000
-2.41620810,0.70914939,0.17117382,0.33674187,0.00381523,0.01200325,0.08460258,0.18997842,0.00000000
-2.41020510,0.72521878,0.18609836,0.34252175,0.00405964,0.01436743,0.08599662,0.19487268,0.00000000
-2.40420210,0.74169750,0.20288510,0.34835241,0.00434632,0.01714771,0.08713167,0.19981947,0.00000000
-2.39819910,0.75925510,0.22183086,0.35452939,0.00468278,0.02039358,0.08807271,0.20499054,0.00000000
-2.39219610,0.77863819,0.24324272,0.36137958,0.00507774,0.02415474,0.08890177,0.21057936,0.00000000
-2.38619310,0.80064912,0.26742733,0.36925124,0.00554098,0.02847952,0.08971661,0.21679552,0.00000000
-2.38019010,0.82612080,0.29467848,0.37850255,0.00608318,0.03341306,0.09062876,0.22385795,0.00000000
-2.37418709,0.85588822,0.32526320,0.38948887,0.00671561,0.03899531,0.09176083,0.23198727,0.00000000
-2.36818409,0.89075749,0.35940674,0.40254932,0.00744990,0.04525882,0.09324331,0.24139729,0.00000000
-2.36218109,0.93147327,0.39727704,0.41799289,0.00829760,0.05222645,0.09521072,0.25228607,0.00000000
-2.35617809,0.97868568,0.43896925,0.43608463,0.00926982,0.05990901,0.09779745,0.26482683,0.00000000
-2.35017509,1.03291785,0.48449103,0.45703245,0.01037678,0.06830303,0.10113311,0.27915896,0.00000000
-2.34417209,1.09453531,0.53374937,0.48097492,0.01162724,0.07738868,0.10533776,0.29537958,0.00000000
-2.33816908,1.16371834,0.58653967,0.50797067,0.01302811,0.08712798,0.11051704,0.31353595,0.00000000
-2.33216608,1.24043868,0.64253793,0.53798977,0.01458379,0.09746349,0.11675736,0.33361907,0.00000000
-2.32616308,1.32444155,0.70129657,0.57090756,0.01629579,0.10831747,0.12412138,0.35555888,0.00000000
-2.32016008,1.41523405,0.76224459,0.60650124,0.01816215,0.11959179,0.13264386,0.37922116,0.00000000
-2.31415708,1.51208083,0.82469242,0.64444956,0.02017709,0.13116844,0.14232823,0.40440654,0.00000000
-2.30815408,1.61400752,0.88784172,0.68433570,0.02233064,0.14291097,0.15314383,0.43085174,0.00000000
-2.30215108,1.71981252,0.95080010,0.72565350,0.02460842,0.15466665,0.16502416,0.45823299,0.00000000
-2.29614807,1.82808699,1.01260061,0.76781697,0.02699152,0.16626949,0.17786629,0.48617188,0.00000000
-2.29014507,1.93724304,1.07222542,0.81017289,0.02945657,0.17754403,0.19153136,0.51424328,0.00000000
-2.28414207,2.04554951,1.12863310,0.85201628,0.03197597,0.18830972,0.20584653,0.54198541,0.00000000
-2.27813907,2.15117448,1.18078847,0.89260825,0.03451825,0.19838592,0.22060823,0.56891160,0.00000000
-2.27213607,2.25223333,1.22769394,0.93119586,0.03704869,0.20759715,0.23558667,0.59452345,0.00000000
-2.26613307,2.34684100,1.26842114,0.96703321,0.03953003,0.21577861,0.25053172,0.61832506,0.00000000
-2.26013007,2.43316664,1.30214145,0.99940323,0.04192345,0.22278153,0.26517984,0.63983772,0.00000000
-2.25412706,2.50948892,1.32815421,1.02763933,0.04418961,0.22847824,0.27926198,0.65861453,0.00000000
-2.24812406,2.57424990,1.34591119,1.05114623,0.04628982,0.23276678,0.29251207,0.67425462,0.00000000
-2.24212106,2.62610564,1.35503645,1.06941915,0.04818733,0.23557471,0.30467595,0.68641617,0.00000000
-2.23611806,2.66397139,1.35534048,1.08206069,0.04984859,0.23686200,0.31552025,0.69482795,0.00000000
-2.23011506,2.68705982,1.34682796,1.08879470,0.05124451,0.23662289,0.32484093,0.69929872,0.00000000
-2.22411206,2.69491052,1.32969892,1.08947667,0.05235168,0.23488657,0.33247110,0.69972440,0.00000000
-2.21810905,2.68740974,1.30434307,1.08410015,0.05315340,0.23171664,0.33828771,0.69609242,0.00000000
-2.21210605,2.66479927,1.27132766,1.07279891,0.05364061,0.22720937,0.34221682,0.68848328,0.00000000
-2.20610305,2.62767428,1.23137933,1.05584482,0.05381255,0.22149080,0.34423717,0.67706924,0.00000000
-2.20010005,2.57696985,1.18536084,1.03364136,0.05367717,0.21471289,0.34438190,0.66211010,0.00000000
-2.19409705,2.51393688,1.13424365,1.00671315,0.05325134,0.20704866,0.34273810,0.64394636,0.00000000
-2.18809405,2.44010804,1.07907761,0.97569163,0.05256064,0.19868684,0.33944443,0.62298994,0.00000000
-2.18209105,2.35725514,1.02095895,0.94129773,0.05163899,0.18982587,0.33468668,0.59971288,0.00000000
-2.17608804,2.26733944,0.96099790,0.90432175,0.05052791,0.18066783,0.32869145,0.57463440,0.00000000
-2.17008504,2.17245666,0.90028723,0.86560155,0.04927555,0.17141235,0.32171825,0.54830692,0.00000000
-2.16408204,2.07477876,0.83987286,0.82599950,0.04793544,0.16225069,0.31405032,0.52130132,0.00000000
-2.15807904,1.97649434,0.78072743,0.78637916,0.04656514,0.15336037,0.30598448,0.49419213,0.00000000
-2.15207604,1.87974975,0.72372776,0.74758231,0.04522460,0.14490042,0.29782052,0.46754305,0.00000000
-2.14607304,1.78659282,0.66963678,0.71040716,0.04397453,0.13700733,0.28985045,0.44189314,0.00000000
-2.14007004,1.69892071,0.61909009,0.67558825,0.04287460,0.12979204,0.28234818,0.41774426,0.00000000
-2.13406703,1.61843356,0.57258757,0.64377873,0.04198177,0.12333778,0.27555990,0.39554980,0.00000000
-2.12806403,1.54659483,0.53048974,0.61553529,0.04134851,0.11769898,0.26969565,0.37570507,0.00000000
-2.12206103,1.48459947,0.49301871,0.59130619,0.04102122,0.11290111,0.26492230,0.35853957,0.00000000
-2.11605803,1.43335028,0.46026323,0.57142257,0.04103868,0.10894156,0.26135826,0.34431096,0.00000000
-2.11005503,1.39344271,0.43218738,0.55609304,0.04143082,0.10579130,0.25907007,0.33320108,0.00000000
-2.10405203,1.36515830,0.40864225,0.54540171,0.04221754,0.10339740,0.25807093,0.32531368,0.00000000
-2.09804902,1.34846625,0.38937991,0.53930941,0.04340786,0.10168614,0.25832126,0.32067405,0.00000000
-2.09204602,1.34303289,0.37406911,0.53765797,0.04499938,0.10056664,0.25973113,0.31923028,0.00000000
-2.08604302,1.34823836,0.36231184,0.54017741,0.04697792,0.09993494,0.26216450,0.32085609,0.00000000
-2.08004002,1.36319982,0.35366044,0.54649560,0.04931762,0.09967812,0.26544496,0.32535512,0.00000000
-2.07403702,1.38680032,0.34763438,0.55615019,0.05198126,0.09967866,0.26936288,0.33246659,0.00000000
-2.06803402,1.41772261,0.34373647,0.56860243,0.05492095,0.09981859,0.27368352,0.34187211,0.00000000
-2.06203102,1.45448674,0.34146794,0.58325245,0.05807916,0.09998345,0.27815577,0.35320358,0.00000000
-2.05602801,1.49549076,0.34034211,0.59945567,0.06139009,0.10006587,0.28252129,0.36605208,0.00000000
-2.05002501,1.53905333,0.33989643,0.61653996,0.06478122,0.09996872,0.28652365,0.37997753,0.00000000
-2.04402201,1.58345745,0.33970262,0.63382308,0.06817525,0.09960773,0.28991703,0.39451898,0.00000000
-2.03801901,1.62699405,0.33937496,0.65062999,0.07149212,0.09891341,0.29247434,0.40920542,0.00000000
-2.03201601,1.66800469,0.33857650,0.66630972,0.07465125,0.09783245,0.29399442,0.42356680,0.00000000
-2.02601301,1.70492218,0.33702340,0.68025124,0.07757380,0.09632837,0.29430796,0.43714514,0.00000000
-2.02001001,1.73630820,0.33448736,0.69189807,0.08018495,0.09438161,0.29328226,0.44950537,0.00000000
-2.01400700,1.76088690,0.33079628,0.70076117,0.08241606,0.09198894,0.29082433,0.46024568,0.00000000
-2.00800400,1.77757378,0.32583339,0.70642979,0.08420672,0.08916243,0.28688267,0.46900707,0.00000000
-2.00200100,1.78549883,0.31953482,0.70858008,0.08550644,0.08592786,0.28144739,0.47548183,0.00000000
-1.99599800,1.78402348,0.31188615,0.70698107,0.08627618,0.08232287,0.27454897,0.47942062,0.00000000
-1.98999500,1.77275085,0.30291780,0.70149800,0.08648937,0.07839476,0.26625568,0.48063799,0.00000000
-1.98399200,1.75152899,0.29269975,0.69209284,0.08613257,0.07419820,0.25666980,0.47901602,0.00000000
-1.97798899,1.72044712,0.28133569,0.67882213,0.08520568,0.06979282,0.24592299,0.47450605,0.00000000
-1.97198599,1.67982518,0.26895687,0.66183207,0.08372172,0.06524092,0.23417080,0.46712834,0.00000000
-1.96598299,1.63019688,0.25571585,0.64135129,0.08170614,0.06060523,0.22158686,0.45696973,0.00000000
-1.95997999,1.57228733,0.24178027,0.61768147,0.07919579,0.05594696,0.20835674,0.44417936,0.00000000
-1.95397699,1.50698578,0.22732698,0.59118615,0.07623747,0.05132403,0.19467190,0.42896264,0.00000000
-1.94797399,1.43531486,0.21253653,0.56227832,0.07288626,0.04678970,0.18072390,0.41157373,0.00000000
-1.94197099,1.35839734,0.19758820,0.53140716,0.06920363,0.04239144,0.16669906,0.39230679,0.00000000
-1.93596798,1.27742182,0.18265565,0.49904448,0.06525546,0.03817019,0.15277373,0.37148654,0.00000000
-1.92996498,1.19360862,0.16790336,0.46567136,0.06110996,0.03415997,0.13911038,0.34945827,0.00000000
-1.92396198,1.10817713,0.15348376,0.43176550,0.05683575,0.03038772,0.12585449,0.32657792,0.00000000
-1.91795898,1.02231579,0.13953519,0.39778970,0.05249998,0.02687349,0.11313230,0.30320260,0.00000000
-1.91195598,0.93715574,0.12618064,0.36418179,0.04816670,0.02363086,0.10104955,0.27968184,0.00000000
-1.90595298,0.85374889,0.11352722,0.33134649,0.04389550,0.02066750,0.08969096,0.25634990,0.00000000
-1.89994997,0.77305099,0.10166646,0.29964908,0.03974039,0.01798598,0.07912057,0.23351951,0.00000000
-1.89394697,0.69591011,0.09067518,0.26941139,0.03574903,0.01558460,0.06938282,0.21147707,0.00000000
-1.88794397,0.62306052,0.08061697,0.24090970,0.03196229,0.01345833,0.06050407,0.19047954,0.00000000
-1.88194097,0.55512181,0.07154428,0.21437482,0.02841408,0.01159976,0.05249477,0.17075290,0.00000000
-1.87593797,0.49260296,0.06350077,0.18999394,0.02513150,0.01000007,0.04535185,0.15249229,0.00000000
-1.86993497,0.43591054,0.05652410,0.16791415,0.02213527,0.00864997,0.03906136,0.13586350,0.00000000
-1.86393197,0.38536066,0.05064883,0.14824720,0.01944026,0.00754056,0.03360119,0.12100573,0.00000000
-1.85792896,0.34119338,0.04590942,0.13107535,0.01705630,0.00666417,0.02894384,0.10803541,0.00000000
-1.85192596,0.30358899,0.04234320,0.11645768,0.01498904,0.00601509,0.02505897,0.09705059,0.00000000
-1.84592296,0.27268497,0.03999311,0.10443674,0.01324081,0.00559024,0.02191588,0.08813585,0.00000000
-1.83991996,0.24859281,0.03891018,0.09504502,0.01181161,0.00538974,0.01948559,0.08136713,0.00000000
-1.83391696,0.23141359,0.03915555,0.08831088,0.01069990,0.00541736,0.01774278,0.07681644,0.00000000
-1.82791396,0.22125171,0.04080197,0.08426376,0.00990340,0.00568097,0.01666723,0.07455595,0.00000000
-1.82191096,0.21822581,0.04393467,0.08293817,0.00941971,0.00619277,0.01624495,0.07466119,0.00000000
-1.81590795,0.22247642,0.04865140,0.08437651,0.00924681,0.00696950,0.01646896,0.07721334,0.00000000
-1.80990495,0.23416980,0.05506177,0.08863030,0.00938335,0.00803253,0.01733963,0.08230018,0.00000000
-1.80390195,0.25349782,0.06328560,0.09575987,0.00982875,0.00940784,0.01886468,0.09001571,0.00000000
-1.79789895,0.28067353,0.07345046,0.10583250,0.01058317,0.01112586,0.02105879,0.10045842,0.00000000
-1.79189595,0.31592282,0.08568827,0.11891888,0.01164724,0.01322123,0.02394288,0.11372806,0.00000000
-1.78589295,0.35947210,0.10013109,0.13508830,0.01302162,0.01573239,0.02754312,0.12992121,0.00000000
-1.77988994,0.41153280,0.11690606,0.15440242,0.01470649,0.01870108,0.03188955,0.14912560,0.00000000
-1.77388694,0.47228299,0.13612986,0.17690819,0.01670080,0.02217168,0.03701460,0.17141355,0.00000000
-1.76788394,0.54184716,0.15790250,0.20263000,0.01900163,0.02619036,0.04295131,0.19683466,0.00000000
-1.76188094,0.62027497,0.18230098,0.23156161,0.02160331,0.03080418,0.04973142,0.22540826,0.00000000
-1.75587794,0.70751999,0.20937285,0.26365815,0.02449671,0.03605994,0.05738342,0.25711584,0.00000000
-1.74987494,0.80341957,0.23912997,0.29882863,0.02766851,0.04200299,0.06593049,0.29189390,0.00000000
-1.74387194,0.90767682,0.27154276,0.33692953,0.03110059,0.04867581,0.07538845,0.32962765,0.00000000
-1.73786893,1.01984591,0.30653522,0.37775966,0.03476959,0.05611656,0.08576387,0.37014592,0.00000000
-1.73186593,1.13932146,0.34398087,0.42105682,0.03864659,0.06435747,0.09705219,0.41321763,0.00000000
-1.72586293,1.26533300,0.38370007,0.46649656,0.04269709,0.07342319,0.10923608,0.45855010,0.00000000
-1.71985993,1.39694490,0.42545862,0.51369312,0.04688115,0.08332909,0.12228405,0.50578946,0.00000000
-1.71385693,1.53306230,0.46896801,0.56220285,0.05115382,0.09407958,0.13614923,0.55452324,0.00000000
-1.70785393,1.67244299,0.51388732,0.61153000,0.05546578,0.10566643,0.15076863,0.60428526,0.00000000
-1.70185093,1.81371515,0.55982676,0.66113478,0.05976423,0.11806723,0.16606252,0.65456255,0.00000000
-1.69584792,1.95540031,0.60635285,0.71044348,0.06399398,0.13124401,0.18193442,0.70480432,0.00000000
-1.68984492,2.09594095,0.65299511,0.75886032,0.06809865,0.14514207,0.19827127,0.75443261,0.00000000
-1.68384192,2.23373167,0.69925407,0.80578053,0.07202205,0.15968911,0.21494410,0.80285419,0.00000000
-1.67783892,2.36715279,0.74461036,0.85060428,0.07570956,0.17479471,0.23180915,0.84947336,0.00000000
-1.67183592,2.49460520,0.78853469,0.89275080,0.07910952,0.19035029,0.24870927,0.89370515,0.00000000
-1.66583292,2.61454516,0.83049833,0.93167217,0.08217458,0.20622950,0.26547583,0.93498842,0.00000000
-1.65982991,2.72551778,0.86998387,0.96686630,0.08486289,0.22228924,0.28193100,0.97279835,0.00000000
-1.65382691,2.82618818,0.90649589,0.99788857,0.08713914,0.23837124,0.29789038,1.00665797,0.00000000
-1.64782391,2.91536917,0.93957134,1.02436175,0.08897539,0.25430421,0.31316602,1.03614830,0.00000000
-1.64182091,2.99204498,0.96878926,1.04598385,0.09035163,0.26990675,0.32756970,1.06091680,0.00000000
-1.63581791,3.05539023,0.99377977,1.06253378,0.09125612,0.28499072,0.34091655,1.08068398,0.00000000
-1.62981491,3.10478418,1.01423196,1.07387468,0.09168545,0.29936528,0.35302881,1.09524801,0.00000000
-1.62381191,3.13981991,1.02990062,1.07995497,0.09164437,0.31284131,0.36373975,1.10448739,0.00000000
-1.61780890,3.16030886,1.04061179,1.08080721,0.09114532,0.32523628,0.37289762,1.10836165,0.00000000
-1.61180590,3.16628084,1.04626676,1.07654512,0.09020787,0.33637928,0.38036952,1.10691031,0.00000000
-1.60580290,3.15798008,1.04684484,1.06735877,0.08885790,0.34611616,0.38604510,1.10025028,0.00000000
-1.59979990,3.13585764,1.04240445,1.05350852,0.08712677,0.35431452,0.38983987,1.08857184,0.00000000
-1.59379690,3.10056087,1.03308293,1.03531787,0.08505029,0.36086844,0.39169817,1.07213352,0.00000000
-1.58779390,3.05292010,1.01909465,1.01316548,0.08266776,0.36570263,0.39159542,1.05125603,0.00000000
-1.58179090,2.99393316,1.00072781,0.98747681,0.08002096,0.36877593,0.38953976,1.02631550,0.00000000
-1.57578789,2.92474782,0.97833965,0.95871540,0.07715321,0.37008394,0.38557275,0.99773612,0.00000000
-1.56978489,2.84664247,0.95235032,0.92737413,0.07410847,0.36966061,0.37976933,0.96598241,0.00000000
