energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.67583792,1.62551677,0.75879398,0.29539934,0.00411826,0.03164818,0.00154335,1.11404353,0.23545902,0.24096085
-5.66983492,1.64610049,0.76480143,0.30326822,0.00413581,0.02928227,0.00136658,1.13116760,0.23112500,0.24511807
-5.66383192,1.66713678,0.77081177,0.31098704,0.00414037,0.02727169,0.00121304,1.14832162,0.22758296,0.24930698
-5.65782891,1.68789555,0.77648835,0.31843748,0.00413120,0.02557455,0.00108138,1.16502414,0.22470641,0.25341006
-5.65182591,1.70771109,0.78152634,0.32551187,0.00410766,0.02415192,0.00097048,1.18083515,0.22238137,0.25732014
-5.64582291,1.72600239,0.78566160,0.33211630,0.00406919,0.02296863,0.00087947,1.19536966,0.22050947,0.26094373
-5.63981991,1.74229055,0.78867823,0.33817334,0.00401541,0.02199395,0.00080779,1.20830943,0.21901039,0.26420393
-5.63381691,1.75621234,0.79041436,0.34362428,0.00394612,0.02120199,0.00075519,1.21941229,0.21782334,0.26704269
-5.62781391,1.76752955,0.79076611,0.34843077,0.00386136,0.02057179,0.00072181,1.22851865,0.21690766,0.26942240
-5.62181091,1.77613352,0.78968933,0.35257565,0.00376143,0.02008738,0.00070810,1.23555487,0.21624259,0.27132670
-5.61580790,1.78204473,0.78719921,0.35606313,0.00364691,0.01973744,0.00071490,1.24053341,0.21582607,0.27276043
-5.60980490,1.78540744,0.78336753,0.35891815,0.00351866,0.01951495,0.00074340,1.24354957,0.21567278,0.27374878
-5.60380190,1.78647947,0.77831786,0.36118496,0.00337783,0.01941663,0.00079512,1.24477510,0.21581138,0.27433562
-5.59779890,1.78561761,0.77221879,0.36292505,0.00322584,0.01944223,0.00087189,1.24444877,0.21628120,0.27458103
-5.59179590,1.78325916,0.76527538,0.36421445,0.00306434,0.01959384,0.00097580,1.24286437,0.21712837,0.27455828
-5.58579290,1.77990048,0.75771944,0.36514043,0.00289520,0.01987508,0.00110911,1.24035671,0.21840170,0.27435014
-5.57978989,1.77607341,0.74979877,0.36579796,0.00272042,0.02029028,0.00127425,1.23728603,0.22014837,0.27404494
-5.57378689,1.77232040,0.74176606,0.36628590,0.00254208,0.02084370,0.00147364,1.23402170,0.22240970,0.27373232
-5.56778389,1.76916973,0.73386775,0.36670303,0.00236234,0.02153876,0.00170965,1.23092575,0.22521714,0.27349902
-5.56178089,1.76711146,0.72633345,0.36714430,0.00218329,0.02237733,0.00198445,1.22833700,0.22858871,0.27342477
-5.55577789,1.76657537,0.71936632,0.36769725,0.00200697,0.02335916,0.00229988,1.22655642,0.23252591,0.27357851
-5.54977489,1.76791168,0.71313471,0.36843875,0.00183526,0.02448135,0.00265728,1.22583433,0.23701155,0.27401509
-5.54377189,1.77137523,0.70776558,0.36943232,0.00166987,0.02573797,0.00305742,1.22635988,0.24200822,0.27477259
-5.53776888,1.77711383,0.70333969,0.37072593,0.00151230,0.02711980,0.00350027,1.22825326,0.24745777,0.27587033
-5.53176588,1.78516105,0.69988900,0.37235041,0.00136378,0.02861422,0.00398492,1.23156086,0.25328177,0.27730769
-5.52576288,1.79543370,0.69739600,0.37431864,0.00122528,0.03020523,0.00450941,1.23625350,0.25938287,0.27906373
-5.51975988,1.80773401,0.69579527,0.37662522,0.00109750,0.03187362,0.00507069,1.24222772,0.26564704,0.28109772
-5.51375688,1.82175628,0.69497686,0.37924696,0.00098085,0.03359724,0.00566451,1.24930995,0.27194674,0.28335031
-5.50775388,1.83709756,0.69479144,0.38214386,0.00087550,0.03535150,0.00628541,1.25726341,0.27814465,0.28574562
-5.50175088,1.85327204,0.69505695,0.38526070,0.00078137,0.03710986,0.00692673,1.26579722,0.28409799,0.28819382
-5.49574787,1.86972823,0.69556628,0.38852905,0.00069814,0.03884450,0.00758065,1.27457738,0.28966329,0.29059428
-5.48974487,1.88586842,0.69609583,0.39186971,0.00062533,0.04052708,0.00823835,1.28323921,0.29470113,0.29283912
-5.48374187,1.90106953,0.69641437,0.39519550,0.00056228,0.04212949,0.00889014,1.29140050,0.29908099,0.29481697
-5.47773887,1.91470450,0.69629197,0.39841410,0.00050822,0.04362474,0.00952567,1.29867506,0.30268579,0.29641682
-5.47173587,1.92616348,0.69550858,0.40143121,0.00046229,0.04498774,0.01013420,1.30468604,0.30541596,0.29753177
-5.46573287,1.93487409,0.69386190,0.40415356,0.00042358,0.04619614,0.01070487,1.30907858,0.30719292,0.29806265
-5.45972986,1.94031989,0.69117436,0.40649196,0.00039115,0.04723109,0.01122703,1.31153130,0.30796181,0.29792125
-5.45372686,1.94205666,0.68729882,0.40836415,0.00036407,0.04807789,0.01169055,1.31176635,0.30769328,0.29703309
-5.44772386,1.93972587,0.68212301,0.40969744,0.00034144,0.04872654,0.01208614,1.30955766,0.30638437,0.29533974
-5.44172086,1.93306495,0.67557237,0.41043100,0.00032240,0.04917218,0.01240567,1.30473715,0.30405846,0.29280051
-5.43571786,1.92191419,0.66761151,0.41051785,0.00030619,0.04941526,0.01264243,1.29719888,0.30076412,0.28939347
-5.42971486,1.90622004,0.65824404,0.40992637,0.00029210,0.04946164,0.01279136,1.28690094,0.29657319,0.28511597
-5.42371186,1.88603493,0.64751110,0.40864133,0.00027952,0.04932246,0.01284925,1.27386524,0.29157794,0.27998441
-5.41770885,1.86151363,0.63548853,0.40666444,0.00026792,0.04901373,0.01281483,1.25817519,0.28588759,0.27403352
-5.41170585,1.83290646,0.62228291,0.40401429,0.00025688,0.04855590,0.01268880,1.23997154,0.27962423,0.26731507
-5.40570285,1.80054964,0.60802678,0.40072587,0.00024607,0.04797307,0.01247386,1.21944648,0.27291843,0.25989616
-5.39969985,1.76485329,0.59287311,0.39684942,0.00023523,0.04729218,0.01217455,1.19683646,0.26590461,0.25185712
-5.39369685,1.72628742,0.57698938,0.39244884,0.00022420,0.04654203,0.01179714,1.17241378,0.25871643,0.24328912
-5.38769385,1.68536664,0.56055150,0.38759967,0.00021287,0.04575223,0.01134937,1.14647748,0.25148235,0.23429161
-5.38169085,1.64263398,0.54373776,0.38238655,0.00020122,0.04495209,0.01084021,1.11934385,0.24432154,0.22496968
-5.37568784,1.59864450,0.52672313,0.37690051,0.00018925,0.04416957,0.01027957,1.09133670,0.23734026,0.21543130
-5.36968484,1.55394919,0.50967397,0.37123593,0.00017703,0.04343022,0.00967793,1.06277799,0.23062889,0.20578480
-5.36368184,1.50907968,0.49274349,0.36548739,0.00016463,0.04275627,0.00904609,1.03397892,0.22425964,0.19613628
-5.35767884,1.46453423,0.47606792,0.35974652,0.00015217,0.04216584,0.00839479,1.00523176,0.21828507,0.18658740
-5.35167584,1.42076542,0.45976359,0.35409896,0.00013976,0.04167230,0.00773445,0.97680271,0.21273741,0.17723325
-5.34567284,1.37816976,0.44392493,0.34862145,0.00012753,0.04128387,0.00707489,0.94892599,0.20762859,0.16816058
-5.33966983,1.33707958,0.42862339,0.34337927,0.00011559,0.04100344,0.00642510,0.92179904,0.20295118,0.15944633
-5.33366683,1.29775720,0.41390733,0.33842410,0.00010407,0.04082853,0.00579309,0.89557930,0.19867994,0.15115643
-5.32766383,1.26039164,0.39980262,0.33379221,0.00009305,0.04075154,0.00518574,0.87038222,0.19477394,0.14334494
-5.32166083,1.22509755,0.38631416,0.32950333,0.00008263,0.04076022,0.00460874,0.84628074,0.19117927,0.13605352
-5.31565783,1.19191665,0.37342793,0.32555994,0.00007286,0.04083824,0.00406653,0.82330602,0.18783208,0.12931127
-5.30965483,1.16082119,0.36111361,0.32194725,0.00006380,0.04096594,0.00356234,0.80144948,0.18466181,0.12313475
-5.30365183,1.13171952,0.34932766,0.31863371,0.00005548,0.04112124,0.00309825,0.78066592,0.18159466,0.11752848
-5.29764882,1.10446329,0.33801653,0.31557209,0.00004791,0.04128056,0.00267528,0.76087766,0.17855685,0.11248562
-5.29164582,1.07885627,0.32712016,0.31270117,0.00004108,0.04141978,0.00229346,0.74197956,0.17547791,0.10798896
-5.28564282,1.05466439,0.31657542,0.30994791,0.00003499,0.04151522,0.00195202,0.72384471,0.17229365,0.10401218
-5.27963982,1.03162667,0.30631947,0.30723005,0.00002961,0.04154455,0.00164948,0.70633072,0.16894872,0.10052140
-5.27363682,1.00946696,0.29629300,0.30445915,0.00002490,0.04148762,0.00138382,0.68928639,0.16539891,0.09747685
-5.26763382,0.98790594,0.28644315,0.30154388,0.00002082,0.04132721,0.00115261,0.67255861,0.16161288,0.09483478
-5.26163082,0.96667326,0.27672618,0.29839354,0.00001733,0.04104961,0.00095313,0.65599934,0.15757345,0.09254954
-5.25562781,0.94551950,0.26710973,0.29492171,0.00001437,0.04064510,0.00078252,0.63947246,0.15327838,0.09057566
-5.24962481,0.92422747,0.25757472,0.29104980,0.00001190,0.04010827,0.00063784,0.62286035,0.14874076,0.08887005
-5.24362181,0.90262275,0.24811679,0.28671056,0.00000987,0.03943817,0.00051617,0.60606995,0.14398883,0.08739406
-5.23761881,0.88058301,0.23874733,0.28185130,0.00000825,0.03863837,0.00041471,0.58903821,0.13906549,0.08611554
-5.23161581,0.85804586,0.22949401,0.27643664,0.00000697,0.03771684,0.00033080,0.57173669,0.13402739,0.08501058
-5.22561281,0.83501482,0.22040092,0.27045090,0.00000603,0.03668571,0.00026198,0.55417507,0.12894379,0.08406507
-5.21960980,0.81156336,0.21152815,0.26389978,0.00000537,0.03556100,0.00020598,0.53640357,0.12389503,0.08327586
-5.21360680,0.78783653,0.20295096,0.25681136,0.00000498,0.03436217,0.00016079,0.51851398,0.11897092,0.08265148
-5.20760380,0.76405016,0.19475854,0.24923636,0.00000483,0.03311165,0.00012462,0.50063935,0.11426890,0.08221240
-5.20160080,0.74048751,0.18705219,0.24124758,0.00000492,0.03183432,0.00009589,0.48295211,0.10989202,0.08199072
-5.19559780,0.71749329,0.17994323,0.23293849,0.00000522,0.03055697,0.00007325,0.46566080,0.10594695,0.08202930
-5.18959480,0.69546523,0.17355042,0.22442114,0.00000573,0.02930768,0.00005556,0.44900530,0.10254177,0.08238033
-5.18359180,0.67484323,0.16799705,0.21582326,0.00000644,0.02811527,0.00004184,0.43325078,0.09978383,0.08310329
-5.17758879,0.65609653,0.16340775,0.20728474,0.00000736,0.02700872,0.00003128,0.41868045,0.09777749,0.08426246
-5.17158579,0.63970914,0.15990510,0.19895365,0.00000848,0.02601657,0.00002322,0.40558733,0.09662191,0.08592395
-5.16558279,0.62616405,0.15760600,0.19098184,0.00000979,0.02516638,0.00001711,0.39426544,0.09640881,0.08815232
-5.15957979,0.61592676,0.15661808,0.18352047,0.00001131,0.02448424,0.00001252,0.38500046,0.09722028,0.09100709
-5.15357679,0.60942866,0.15703608,0.17671532,0.00001302,0.02399424,0.00000910,0.37806042,0.09912667,0.09453905
-5.14757379,0.60705087,0.15893844,0.17070248,0.00001493,0.02371806,0.00000657,0.37368664,0.10218456,0.09878668
-5.14157079,0.60910921,0.16238411,0.16560419,0.00001702,0.02367450,0.00000471,0.37208523,0.10643488,0.10377277
-5.13556778,0.61584078,0.16740970,0.16152524,0.00001929,0.02387917,0.00000336,0.37341952,0.11190124,0.10950145
-5.12956478,0.62739272,0.17402718,0.15854992,0.00002172,0.02434412,0.00000238,0.37780359,0.11858846,0.11595574
-5.12356178,0.64381358,0.18222201,0.15673971,0.00002428,0.02507757,0.00000168,0.38529725,0.12648143,0.12309578
-5.11755878,0.66504765,0.19195202,0.15613163,0.00002697,0.02608367,0.00000118,0.39590248,0.13554429,0.13085793
-5.11155578,0.69093241,0.20314685,0.15673745,0.00002974,0.02736233,0.00000083,0.40956157,0.14571996,0.13915467
-5.10555278,0.72119933,0.21570813,0.15854366,0.00003256,0.02890905,0.00000058,0.42615681,0.15693019,0.14787556
-5.09954977,0.75547774,0.22951040,0.16151208,0.00003539,0.03071490,0.00000041,0.44551189,0.16907591,0.15688913
-5.09354677,0.79330190,0.24440263,0.16558123,0.00003820,0.03276642,0.00000029,0.46739471,0.18203814,0.16604566
-5.08754377,0.83412074,0.26021044,0.17066819,0.00004094,0.03504572,0.00000022,0.49152167,0.19567933,0.17518092
-5.08154077,0.87731001,0.27673886,0.17667094,0.00004355,0.03753051,0.00000016,0.51756301,0.20984511,0.18412059
-5.07553777,0.92218634,0.29377556,0.18347102,0.00004601,0.04019433,0.00000013,0.54514917,0.22436650,0.19268528
-5.06953477,0.96802273,0.31109455,0.19093643,0.00004825,0.04300671,0.00000011,0.57387789,0.23906248,0.20069595
-5.06353177,1.01406482,0.32846008,0.19892459,0.00005023,0.04593353,0.00000010,0.60332176,0.25374283,0.20797950
-5.05752876,1.05954760,0.34563087,0.20728535,0.00005193,0.04893735,0.00000009,0.63303615,0.26821137,0.21437431
-5.05152576,1.10371187,0.36236434,0.21586391,0.00005330,0.05197793,0.00000010,0.66256717,0.28226922,0.21973548
-5.04552276,1.14582008,0.37842094,0.22450361,0.00005431,0.05501273,0.00000010,0.69145971,0.29571840,0.22393959
-5.03951976,1.18517120,0.39356847,0.23304851,0.00005494,0.05799755,0.00000011,0.71926524,0.30836530,0.22688875
-5.03351676,1.22111425,0.40758619,0.24134589,0.00005518,0.06088723,0.00000013,0.74554943,0.32002429,0.22851378
-5.02751376,1.25306035,0.42026892,0.24924838,0.00005503,0.06363645,0.00000015,0.76989952,0.33052120,0.22877640
-5.02151076,1.28049316,0.43143083,0.25661616,0.00005449,0.06620054,0.00000019,0.79193133,0.33969670,0.22767039
-5.01550775,1.30297757,0.44090909,0.26331876,0.00005356,0.06853640,0.00000023,0.81129598,0.34740938,0.22522166
-5.00950475,1.32016677,0.44856713,0.26923697,0.00005228,0.07060337,0.00000029,0.82768619,0.35353876,0.22148729
-5.00350175,1.33180764,0.45429775,0.27426450,0.00005067,0.07236419,0.00000037,0.84084226,0.35798773,0.21655364
-4.99749875,1.33774463,0.45802571,0.27830965,0.00004876,0.07378588,0.00000047,0.85055750,0.36068483,0.21053357
-4.99149575,1.33792204,0.45970997,0.28129684,0.00004660,0.07484055,0.00000060,0.85668308,0.36158595,0.20356302
-4.98549275,1.33238488,0.45934544,0.28316807,0.00004422,0.07550623,0.00000077,0.85913223,0.36067555,0.19579711
-4.97948974,1.32127826,0.45696410,0.28388426,0.00004168,0.07576742,0.00000099,0.85788351,0.35796738,0.18740585
-4.97348674,1.30484529,0.45263551,0.28342634,0.00003903,0.07561566,0.00000127,0.85298299,0.35350456,0.17856982
-4.96748374,1.28342343,0.44646652,0.28179613,0.00003631,0.07504981,0.00000161,0.84454520,0.34735900,0.16947578
-4.96148074,1.25743925,0.43860015,0.27901681,0.00003357,0.07407619,0.00000204,0.83275250,0.33963025,0.16031251
-4.95547774,1.22740142,0.42921356,0.27513305,0.00003085,0.07270852,0.00000258,0.81785290,0.33044360,0.15126697
-4.94947474,1.19389198,0.41851511,0.27021057,0.00002821,0.07096761,0.00000323,0.80015593,0.31994758,0.14252078
-4.94347174,1.15755567,0.40674033,0.26433509,0.00002568,0.06888088,0.00000403,0.78002674,0.30831084,0.13424717
-4.93746873,1.11908752,0.39414710,0.25761082,0.00002328,0.06648164,0.00000499,0.75787818,0.29571850,0.12660832
-4.93146573,1.07921864,0.38100980,0.25015816,0.00002106,0.06380825,0.00000614,0.73416120,0.28236796,0.11975317
-4.92546273,1.03870040,0.36761273,0.24211086,0.00001904,0.06090308,0.00000750,0.70935347,0.26846447,0.11381560
-4.91945973,0.99828741,0.35424298,0.23361271,0.00001723,0.05781138,0.00000911,0.68394684,0.25421630,0.10891289
-4.91345673,0.95871950,0.34118279,0.22481361,0.00001566,0.05458012,0.00001098,0.65843370,0.23983002,0.10514450
-4.90745373,0.92070332,0.32870180,0.21586547,0.00001432,0.05125672,0.00001314,0.63329292,0.22550564,0.10259108
-4.90145073,0.88489416,0.31704931,0.20691782,0.00001323,0.04788787,0.00001563,0.60897580,0.21143211,0.10131360
-4.89544772,0.85187850,0.30644705,0.19811349,0.00001238,0.04451842,0.00001846,0.58589263,0.19778313,0.10135266
-4.88944472,0.82215807,0.29708248,0.18958438,0.00001178,0.04119032,0.00002164,0.56440039,0.18471346,0.10272794
-4.88344172,0.79613620,0.28910313,0.18144771,0.00001141,0.03794177,0.00002521,0.54479217,0.17235587,0.10543781
-4.87743872,0.77410680,0.28261208,0.17380272,0.00001127,0.03480647,0.00002917,0.52728878,0.16081891,0.10945921
-4.87143572,0.75624692,0.27766495,0.16672810,0.00001135,0.03181313,0.00003352,0.51203298,0.15018533,0.11474768
-4.86543272,0.74261309,0.27426839,0.16028023,0.00001163,0.02898510,0.00003827,0.49908664,0.14051154,0.12123792
-4.85942971,0.73314184,0.27238032,0.15449232,0.00001208,0.02634029,0.00004340,0.48843098,0.13182779,0.12884468
-4.85342671,0.72765461,0.27191195,0.14937449,0.00001271,0.02389122,0.00004891,0.47996994,0.12413928,0.13746421
-4.84742371,0.72586688,0.27273142,0.14491486,0.00001347,0.02164524,0.00005477,0.47353657,0.11742801,0.14697636
-4.84142071,0.72740144,0.27466914,0.14108138,0.00001436,0.01960498,0.00006095,0.46890222,0.11165537,0.15724726
-4.83541771,0.73180526,0.27752448,0.13782462,0.00001534,0.01776886,0.00006743,0.46578802,0.10676524,0.16813279
-4.82941471,0.73856936,0.28107371,0.13508110,0.00001639,0.01613171,0.00007417,0.46387835,0.10268767,0.17948252
-4.82341171,0.74715101,0.28507875,0.13277717,0.00001749,0.01468548,0.00008113,0.46283550,0.09934271,0.19114440
-4.81740870,0.75699717,0.28929656,0.13083315,0.00001861,0.01341998,0.00008828,0.46231501,0.09664451,0.20296974
-4.81140570,0.76756840,0.29348859,0.12916764,0.00001972,0.01232360,0.00009558,0.46198088,0.09450531,0.21481862
-4.80540270,0.77836207,0.29743010,0.12770161,0.00002081,0.01138405,0.00010300,0.46152012,0.09283940,0.22656522
-4.79939970,0.78893383,0.30091888,0.12636229,0.00002185,0.01058894,0.00011053,0.46065586,0.09156656,0.23810309
-4.79339670,0.79891651,0.30378300,0.12508652,0.00002281,0.00992645,0.00011816,0.45915856,0.09061528,0.24934994
-4.78739370,0.80803547,0.30588733,0.12382352,0.00002368,0.00938572,0.00012589,0.45685476,0.08992524,0.26025168
-4.78139070,0.81611971,0.30713858,0.12253685,0.00002444,0.00895731,0.00013373,0.45363317,0.08944929,0.27078556
-4.77538769,0.82310828,0.30748859,0.12120565,0.00002508,0.00863343,0.00014173,0.44944771,0.08915464,0.28096208
-4.76938469,0.82905161,0.30693588,0.11982494,0.00002560,0.00840808,0.00014993,0.44431762,0.08902340,0.29082545
-4.76338169,0.83410778,0.30552526,0.11840516,0.00002598,0.00827712,0.00015840,0.43832465,0.08905234,0.30045264
-4.75737869,0.83853375,0.30334570,0.11697088,0.00002622,0.00823820,0.00016721,0.43160751,0.08925197,0.30995072
-4.75137569,0.84267207,0.30052652,0.11555886,0.00002633,0.00829056,0.00017647,0.42435395,0.08964503,0.31945276
-4.74537269,0.84693363,0.29723197,0.11421552,0.00002631,0.00843486,0.00018627,0.41679099,0.09026437,0.32911220
-4.73936968,0.85177717,0.29365465,0.11299396,0.00002617,0.00867278,0.00019673,0.40917364,0.09115034,0.33909598
-4.73336668,0.85768653,0.29000784,0.11195075,0.00002593,0.00900671,0.00020795,0.40177272,0.09234794,0.34957665
-4.72736368,0.86514659,0.28651722,0.11114257,0.00002560,0.00943928,0.00022003,0.39486243,0.09390365,0.36072380
-4.72136068,0.87461894,0.28341212,0.11062294,0.00002519,0.00997299,0.00023309,0.38870803,0.09586225,0.37269519
-4.71535768,0.88651839,0.28091684,0.11043905,0.00002474,0.01060974,0.00024720,0.38355425,0.09826362,0.38562792
-4.70935468,0.90119116,0.27924207,0.11062908,0.00002425,0.01135037,0.00026241,0.37961480,0.10113976,0.39963010
-4.70335168,0.91889569,0.27857695,0.11121980,0.00002374,0.01219434,0.00027878,0.37706337,0.10451208,0.41477339
-4.69734867,0.93978694,0.27908186,0.11222476,0.00002324,0.01313931,0.00029630,0.37602637,0.10838912,0.43108674
-4.69134567,0.96390441,0.28088216,0.11364310,0.00002275,0.01418089,0.00031496,0.37657762,0.11276470,0.44855159
-4.68534267,0.99116472,0.28406308,0.11545889,0.00002231,0.01531235,0.00033470,0.37873502,0.11761667,0.46709891
-4.67933967,1.02135858,0.28866594,0.11764114,0.00002190,0.01652455,0.00035541,0.38245937,0.12290624,0.48660799
-4.67333667,1.05415243,0.29468561,0.12014438,0.00002156,0.01780583,0.00037696,0.38765502,0.12857793,0.50690719
-4.66733367,1.08909444,0.30206945,0.12290976,0.00002127,0.01914206,0.00039917,0.39417259,0.13456017,0.52777668
-4.66133067,1.12562474,0.31071767,0.12586667,0.00002105,0.02051675,0.00042184,0.40181325,0.14076651,0.54895283
-4.65532766,1.16308921,0.32048502,0.12893478,0.00002090,0.02191128,0.00044474,0.41033458,0.14709734,0.57013430
-4.64932466,1.20075662,0.33118386,0.13202635,0.00002081,0.02330526,0.00046757,0.41945774,0.15344219,0.59098952
-4.64332166,1.23783812,0.34258856,0.13504882,0.00002078,0.02467684,0.00049006,0.42887563,0.15968243,0.61116522
