energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.58326857,0.00575859,0.02231330,0.19126264,0.04927397,0.37443758,0.00000000,0.20924585,0.05251288
-5.99399700,0.62073971,0.00576685,0.02397653,0.20666040,0.05245990,0.39841574,0.00000000,0.22356859,0.05542600
-5.98799400,0.66187213,0.00586036,0.02589143,0.22275959,0.05613763,0.42458174,0.00000000,0.23876478,0.05885935
-5.98199100,0.70650494,0.00604262,0.02806085,0.23948940,0.06031548,0.45281629,0.00000000,0.25474026,0.06278916
-5.97598799,0.75446284,0.00631782,0.03048616,0.25677580,0.06500127,0.48299094,0.00000000,0.27139626,0.06718475
-5.96998499,0.80555825,0.00669088,0.03316696,0.27454205,0.07020197,0.51496989,0.00000000,0.28863074,0.07200857
-5.96398199,0.85959162,0.00716756,0.03610074,0.29270872,0.07592326,0.54861055,0.00000000,0.30633923,0.07721619
-5.95797899,0.91634952,0.00775436,0.03928247,0.31119336,0.08216861,0.58376294,0.00000000,0.32441524,0.08275640
-5.95197599,0.97560103,0.00845839,0.04270408,0.32990961,0.08893822,0.62026785,0.00000000,0.34275009,0.08857133
-5.94597299,1.03709237,0.00928711,0.04635402,0.34876607,0.09622766,0.65795411,0.00000000,0.36123233,0.09459674
-5.93996998,1.10054043,0.01024801,0.05021669,0.36766491,0.10402632,0.69663508,0.00000000,0.37974694,0.10076243
-5.93396698,1.16562579,0.01134820,0.05427200,0.38650041,0.11231583,0.73610483,0.00000000,0.39817425,0.10699295
-5.92796398,1.23198578,0.01259387,0.05849496,0.40515762,0.12106844,0.77613436,0.00000000,0.41638902,0.11320852
-5.92196098,1.29920846,0.01398981,0.06285544,0.42351135,0.13024553,0.81646835,0.00000000,0.43425964,0.11932625
-5.91595798,1.36682823,0.01553878,0.06731803,0.44142568,0.13979642,0.85682291,0.00000000,0.45164788,0.12526166
-5.90995498,1.43432372,0.01724099,0.07184214,0.45875409,0.14965740,0.89688460,0.00000000,0.46840908,0.13093048
-5.90395198,1.50111865,0.01909354,0.07638230,0.47534048,0.15975138,0.93631130,0.00000000,0.48439323,0.13625066
-5.89794897,1.56658593,0.02108994,0.08088869,0.49102095,0.16998793,0.97473494,0.00000000,0.49944672,0.14114466
-5.89194597,1.63005545,0.02321976,0.08530792,0.50562664,0.18026403,1.01176635,0.00000000,0.51341504,0.14554167
-5.88594297,1.69082536,0.02546839,0.08958402,0.51898725,0.19046542,1.04700216,0.00000000,0.52614618,0.14938008
-5.87993997,1.74817678,0.02781693,0.09365969,0.53093547,0.20046858,1.08003364,0.00000000,0.53749482,0.15260962
-5.87393697,1.80139133,0.03024232,0.09747768,0.54131179,0.21014334,1.11045708,0.00000000,0.54732691,0.15519346
-5.86793397,1.84977099,0.03271764,0.10098226,0.54996977,0.21935603,1.13788534,0.00000000,0.55552461,0.15710991
-5.86193097,1.89265916,0.03521252,0.10412087,0.55678129,0.22797304,1.16196007,0.00000000,0.56199127,0.15835371
-5.85592796,1.92946223,0.03769392,0.10684566,0.56164152,0.23586469,1.18236391,0.00000000,0.56665603,0.15893682
-5.84992496,1.95967036,0.04012690,0.10911508,0.56447346,0.24290922,1.19883209,0.00000000,0.56947796,0.15888864
-5.84392196,1.98287648,0.04247562,0.11089517,0.56523153,0.24899679,1.21116277,0.00000000,0.57044932,0.15825555
-5.83791896,1.99879252,0.04470445,0.11216089,0.56390426,0.25403318,1.21922559,0.00000000,0.56959770,0.15709988
-5.83191596,2.00726193,0.04677909,0.11289696,0.56051565,0.25794317,1.22296785,0.00000000,0.56698701,0.15549823
-5.82591296,2.00826781,0.04866776,0.11309853,0.55512527,0.26067332,1.22241804,0.00000000,0.56271694,0.15353922
-5.81990995,2.00193617,0.05034225,0.11277149,0.54782698,0.26219404,1.21768646,0.00000000,0.55692119,0.15132074
-5.81390695,1.98853403,0.05177891,0.11193240,0.53874643,0.26250089,1.20896283,0.00000000,0.54976417,0.14894684
