energy_ev,total_up,Ir_p_up,Ir_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.73586793,2.08981767,0.52145917,1.54124937,0.45039351,0.02748479,0.19284755,0.00000000
-5.72986493,2.07043525,0.52806496,1.52162720,0.43425831,0.02776059,0.19681525,0.00000000
-5.72386193,2.04554904,0.53370365,1.49803877,0.41814746,0.02790360,0.20019378,0.00000000
-5.71785893,2.01554903,0.53846764,1.47075659,0.40224510,0.02791537,0.20300218,0.00000000
-5.71185593,1.98085555,0.54244677,1.44007302,0.38670813,0.02779940,0.20526425,0.00000000
-5.70585293,1.94190641,0.54572121,1.40629358,0.37166333,0.02756101,0.20700599,0.00000000
-5.69984992,1.89914460,0.54835502,1.36973072,0.35720574,0.02720701,0.20825312,0.00000000
-5.69384692,1.85300693,0.55039087,1.33069799,0.34339826,0.02674547,0.20902888,0.00000000
-5.68784392,1.80391448,0.55184624,1.28950510,0.33027254,0.02618541,0.20935222,0.00000000
-5.68184092,1.75226503,0.55271150,1.24645382,0.31783092,0.02553652,0.20923653,0.00000000
-5.67583792,1.69842807,0.55295002,1.20183514,0.30604955,0.02480890,0.20868914,0.00000000
-5.66983492,1.64274250,0.55250043,1.15592751,0.29488228,0.02401281,0.20771134,0.00000000
-5.66383192,1.58551708,0.55128093,1.10899642,0.28426534,0.02315849,0.20629925,0.00000000
-5.65782891,1.52703345,0.54919551,1.06129512,0.27412252,0.02225598,0.20444531,0.00000000
-5.65182591,1.46755160,0.54614175,1.01306644,0.26437059,0.02131504,0.20214028,0.00000000
-5.64582291,1.40731717,0.54201971,0.96454539,0.25492486,0.02034506,0.19937573,0.00000000
-5.63981991,1.34657006,0.53674152,0.91596254,0.24570450,0.01935505,0.19614676,0.00000000
-5.63381691,1.28555381,0.53024100,0.86754759,0.23663747,0.01835360,0.19245481,0.00000000
-5.62781391,1.22452497,0.52248279,0.81953314,0.22766497,0.01734898,0.18831034,0.00000000
-5.62181091,1.16376178,0.51347038,0.77215810,0.21874506,0.01634914,0.18373523,0.00000000
-5.61580790,1.10357160,0.50325256,0.72567069,0.20985545,0.01536177,0.17876464,0.00000000
-5.60980490,1.04429649,0.49192785,0.68033062,0.20099533,0.01439435,0.17344837,0.00000000
-5.60380190,0.98631652,0.47964656,0.63641036,0.19218624,0.01345418,0.16785138,0.00000000
-5.59779890,0.93005054,0.46661031,0.59419536,0.18347188,0.01254844,0.16205359,0.00000000
-5.59179590,0.87595424,0.45306888,0.55398316,0.17491705,0.01168416,0.15614888,0.00000000
-5.58579290,0.82451551,0.43931459,0.51608128,0.16660557,0.01086822,0.15024327,0.00000000
-5.57978989,0.77624720,0.42567417,0.48080416,0.15863761,0.01010730,0.14445242,0.00000000
-5.57378689,0.73167767,0.41249869,0.44846894,0.15112618,0.00940785,0.13889845,0.00000000
-5.56778389,0.69133924,0.40015182,0.41939052,0.14419325,0.00877597,0.13370638,0.00000000
-5.56178089,0.65575524,0.38899685,0.39387576,0.13796547,0.00821733,0.12900011,0.00000000
-5.55577789,0.62542588,0.37938320,0.37221718,0.13256968,0.00773711,0.12489833,0.00000000
-5.54977489,0.60081359,0.37163281,0.35468614,0.12812837,0.00733980,0.12151032,0.00000000
-5.54377189,0.58232827,0.36602704,0.34152586,0.12475527,0.00702915,0.11893204,0.00000000
-5.53776888,0.57031284,0.36279464,0.33294419,0.12255115,0.00680805,0.11724237,0.00000000
-5.53176588,0.56502974,0.36210131,0.32910648,0.12159983,0.00667837,0.11649998,0.00000000
-5.52576288,0.56664851,0.36404118,0.33012857,0.12196481,0.00664093,0.11674068,0.00000000
-5.51975988,0.57523513,0.36863075,0.33607013,0.12368623,0.00669537,0.11797545,0.00000000
-5.51375688,0.59074326,0.37580541,0.34692855,0.12677848,0.00684008,0.12018929,0.00000000
-5.50775388,0.61300789,0.38541882,0.36263344,0.13122840,0.00707219,0.12334087,0.00000000
-5.50175088,0.64174148,0.39724512,0.38304224,0.13699421,0.00738752,0.12736296,0.00000000
-5.49574787,0.67653313,0.41098409,0.40793690,0.14400507,0.00778059,0.13216374,0.00000000
-5.48974487,0.71685087,0.42626898,0.43702216,0.15216148,0.00824467,0.13762898,0.00000000
-5.48374187,0.76204719,0.44267681,0.46992561,0.16133635,0.00877186,0.14362482,0.00000000
-5.47773887,0.81136825,0.45974085,0.50619983,0.17137689,0.00935317,0.15000138,0.00000000
-5.47173587,0.86396647,0.47696483,0.54532689,0.18210732,0.00997874,0.15659684,0.00000000
-5.46573287,0.91891679,0.49383831,0.58672550,0.19333227,0.01063796,0.16324207,0.00000000
-5.45972986,0.97523629,0.50985283,0.62976085,0.20484091,0.01131975,0.16976544,0.00000000
-5.45372686,1.03190695,0.52451808,0.67375724,0.21641178,0.01201283,0.17599795,0.00000000
-5.44772386,1.08790120,0.53737764,0.71801348,0.22781819,0.01270599,0.18177827,0.00000000
-5.44172086,1.14220967,0.54802364,0.76182074,0.23883400,0.01338847,0.18695764,0.00000000
-5.43571786,1.19387045,0.55610984,0.80448261,0.24923988,0.01405028,0.19140452,0.00000000
-5.42971486,1.24199905,0.56136264,0.84533677,0.25882955,0.01468255,0.19500866,0.00000000
-5.42371186,1.28581819,0.56358970,0.88377763,0.26741614,0.01527793,0.19768472,0.00000000
-5.41770885,1.32468625,0.56268574,0.91927926,0.27483821,0.01583086,0.19937508,0.00000000
-5.41170585,1.35812347,0.55863554,0.95141755,0.28096542,0.01633796,0.20005188,0.00000000
-5.40570285,1.38583480,0.55151399,0.97989082,0.28570350,0.01679822,0.19971819,0.00000000
-5.39969985,1.40772823,0.54148319,1.00453788,0.28899832,0.01721323,0.19840832,0.00000000
-5.39369685,1.42392796,0.52878697,1.02535256,0.29083905,0.01758732,0.19618718,0.00000000
-5.38769385,1.43478127,0.51374294,1.04249391,0.29125994,0.01792759,0.19314881,0.00000000
-5.38169085,1.44085879,0.49673250,1.05629128,0.29034091,0.01824388,0.18941407,0.00000000
-5.37568784,1.44294755,0.47818926,1.06724384,0.28820669,0.01854861,0.18512762,0.00000000
-5.36968484,1.44203675,0.45858625,1.07601396,0.28502442,0.01885654,0.18045419,0.00000000
-5.36368184,1.43929629,0.43842243,1.08341452,0.28099995,0.01918444,0.17557441,0.00000000
-5.35767884,1.43604848,0.41820901,1.09039007,0.27637261,0.01955063,0.17068016,0.00000000
-5.35167584,1.43373342,0.39845583,1.09799226,0.27140883,0.01997449,0.16596963,0.00000000
-5.34567284,1.43386901,0.37965839,1.10735012,0.26639455,0.02047587,0.16164227,0.00000000
-5.33966983,1.43800648,0.36228563,1.11963589,0.26162676,0.02107444,0.15789362,0.00000000
-5.33366683,1.44768278,0.34676892,1.13602741,0.25740437,0.02178898,0.15491029,0.00000000
-5.32766383,1.46437114,0.33349223,1.15766826,0.25401862,0.02263676,0.15286496,0.00000000
-5.32166083,1.48943113,0.32278376,1.18562680,0.25174343,0.02363281,0.15191187,0.00000000
-5.31565783,1.52405996,0.31490906,1.22085542,0.25082587,0.02478926,0.15218244,0.00000000
-5.30965483,1.56924632,0.31006564,1.26415152,0.25147720,0.02611475,0.15378151,0.00000000
-5.30365183,1.62572832,0.30837908,1.31612127,0.25386465,0.02761393,0.15678395,0.00000000
-5.29764882,1.69395697,0.30990071,1.37714784,0.25810435,0.02928698,0.16123200,0.00000000
-5.29164582,1.77406659,0.31460666,1.44736488,0.26425563,0.03112931,0.16713315,0.00000000
-5.28564282,1.86585315,0.32239852,1.52663667,0.27231695,0.03313135,0.17445883,0.00000000
-5.27963982,1.96876170,0.33310528,1.61454570,0.28222364,0.03527850,0.18314383,0.00000000
-5.27363682,2.08188369,0.34648685,1.71038847,0.29384770,0.03755121,0.19308664,0.00000000
-5.26763382,2.20396462,0.36223889,1.81317993,0.30699958,0.03992518,0.20415055,0.00000000
-5.26163082,2.33342242,0.37999913,1.92166702,0.32143217,0.04237177,0.21616581,0.00000000
-5.25562781,2.46837649,0.39935496,2.03435108,0.33684683,0.04485850,0.22893263,0.00000000
-5.24962481,2.60668698,0.41985237,2.14951899,0.35290126,0.04734972,0.24222509,0.00000000
-5.24362181,2.74600365,0.44100612,2.26528240,0.36921930,0.04980733,0.25579598,0.00000000
-5.23761881,2.88382333,0.46231086,2.37962412,0.38540194,0.05219173,0.26938237,0.00000000
-5.23161581,3.01755429,0.48325317,2.49045054,0.40103963,0.05446271,0.28271190,0.00000000
-5.22561281,3.14458610,0.50332416,2.59564862,0.41572516,0.05658053,0.29550957,0.00000000
-5.21960980,3.26236256,0.52203237,2.69314558,0.42906674,0.05850691,0.30750496,0.00000000
-5.21360680,3.36845575,0.53891652,2.78096967,0.44070090,0.06020608,0.31843953,0.00000000
-5.20760380,3.46063840,0.55355782,2.85730964,0.45030455,0.06164585,0.32807380,0.00000000
-5.20160080,3.53695228,0.56559147,2.92057103,0.45760586,0.06279848,0.33619432,0.00000000
-5.19559780,3.59576993,0.57471669,2.96942719,0.46239340,0.06364156,0.34261994,0.00000000
-5.18959480,3.63584739,0.58070525,3.00286283,0.46452332,0.06415873,0.34720727,0.00000000
-5.18359180,3.65636577,0.58340781,3.02020861,0.46392414,0.06434024,0.34985513,0.00000000
-5.17758879,3.65695986,0.58275807,3.02116506,0.46059900,0.06418328,0.35050771,0.00000000
-5.17158579,3.63773247,0.57877430,3.00581485,0.45462542,0.06369221,0.34915634,0.00000000
-5.16558279,3.59925364,0.57155838,2.97462266,0.44615229,0.06287849,0.34583982,0.00000000
-5.15957979,3.54254458,0.56129213,2.92842248,0.43539459,0.06176039,0.34064314,0.00000000
-5.15357679,3.46904665,0.54823115,2.86839263,0.42262582,0.06036258,0.33369481,0.00000000
-5.14757379,3.38057655,0.53269643,2.79601940,0.40816856,0.05871542,0.32516270,0.00000000
-5.14157079,3.27926913,0.51506396,2.71305047,0.39238357,0.05685407,0.31524865,0.00000000
-5.13556778,3.16751014,0.49575267,2.62144000,0.37565787,0.05481757,0.30418205,0.00000000
-5.12956478,3.04786129,0.47521137,2.52328730,0.35839223,0.05264763,0.29221256,0.00000000
-5.12356178,2.92298068,0.45390492,2.42077161,0.34098862,0.05038747,0.27960234,0.00000000
-5.11755878,2.79554138,0.43230028,2.31608533,0.32383799,0.04808060,0.26661802,0.00000000
-5.11155578,2.66815153,0.41085295,2.21136832,0.30730887,0.04576956,0.25352275,0.00000000
-5.10555278,2.54327862,0.38999418,2.10864573,0.29173713,0.04349479,0.24056854,0.00000000
-5.09954977,2.42318104,0.37011943,2.00977156,0.27741714,0.04129355,0.22798928,0.00000000
-5.09354677,2.30984901,0.35157845,1.91638009,0.26459468,0.03919900,0.21599458,0.00000000
-5.08754377,2.20495698,0.33466719,1.82984669,0.25346158,0.03723946,0.20476466,0.00000000
-5.08154077,2.10982896,0.31962179,1.75125919,0.24415232,0.03543783,0.19444642,0.00000000
-5.07553777,2.02541753,0.30661481,1.68140066,0.23674251,0.03381125,0.18515077,0.00000000
-5.06953477,1.95229687,0.29575357,1.62074371,0.23124919,0.03237096,0.17695132,0.00000000
-5.06353177,1.89066951,0.28708076,1.56945611,0.22763292,0.03112237,0.16988434,0.00000000
-5.05752876,1.84038585,0.28057698,1.52741702,0.22580134,0.03006536,0.16394993,0.00000000
-5.05152576,1.80097524,0.27616515,1.49424268,0.22561421,0.02919472,0.15911441,0.00000000
-5.04552276,1.77168666,0.27371656,1.46932014,0.22688960,0.02850076,0.15531359,0.00000000
-5.03951976,1.75153710,0.27305812,1.45184721,0.22941093,0.02797008,0.15245695,0.00000000
-5.03351676,1.73936515,0.27398066,1.44087676,0.23293484,0.02758631,0.15043236,0.00000000
-5.02751376,1.73388749,0.27624787,1.43536334,0.23719933,0.02733106,0.14911135,0.00000000
-5.02151076,1.73375575,0.27960549,1.43421003,0.24193222,0.02718474,0.14835443,0.00000000
-5.01550775,1.73761146,0.28379054,1.43631364,0.24685944,0.02712740,0.14801653,0.00000000
-5.00950475,1.74413685,0.28854005,1.44060644,0.25171308,0.02713953,0.14795225,0.00000000
-5.00350175,1.75209977,0.29359928,1.44609288,0.25623886,0.02720270,0.14802068,0.00000000
-4.99749875,1.76039103,0.29872887,1.45188008,0.26020288,0.02730018,0.14808978,0.00000000
-4.99149575,1.76805324,0.30371092,1.45720114,0.26339751,0.02741730,0.14804006,0.00000000
-4.98549275,1.77430032,0.30835374,1.46143076,0.26564608,0.02754181,0.14776758,0.00000000
-4.97948974,1.77852760,0.31249519,1.46409315,0.26680655,0.02766394,0.14718611,0.00000000
-4.97348674,1.78031272,0.31600450,1.46486219,0.26677379,0.02777647,0.14622848,0.00000000
-4.96748374,1.77940794,0.31878273,1.46355470,0.26548068,0.02787455,0.14484713,0.00000000
-4.96148074,1.77572503,0.32076184,1.46011752,0.26289785,0.02795549,0.14301386,0.00000000
-4.95547774,1.76931397,0.32190252,1.45460969,0.25903226,0.02801842,0.14071891,0.00000000
-4.94947474,1.76033718,0.32219106,1.44718089,0.25392470,0.02806390,0.13796936,0.00000000
-4.94347174,1.74904087,0.32163544,1.43804768,0.24764627,0.02809351,0.13478713,0.00000000
-4.93746873,1.73572540,0.32026087,1.42746904,0.24029413,0.02810941,0.13120653,0.00000000
-4.93146573,1.72071633,0.31810518,1.41572245,0.23198665,0.02811393,0.12727162,0.00000000
-4.92546273,1.70433771,0.31521421,1.40308200,0.22285828,0.02810924,0.12303345,0.00000000
-4.91945973,1.68688899,0.31163759,1.38979939,0.21305416,0.02809698,0.11854740,0.00000000
-4.91345673,1.66862657,0.30742504,1.37608890,0.20272498,0.02807809,0.11387058,0.00000000
-4.90745373,1.64975080,0.30262340,1.36211671,0.19202207,0.02805269,0.10905958,0.00000000
-4.90145073,1.63039868,0.29727463,1.34799501,0.18109293,0.02801996,0.10416856,0.00000000
-4.89544772,1.61064236,0.29141466,1.33378067,0.17007752,0.02797824,0.09924763,0.00000000
-4.88944472,1.59049308,0.28507330,1.31947850,0.15910514,0.02792513,0.09434186,0.00000000
-4.88344172,1.56990987,0.27827493,1.30504817,0.14829217,0.02785767,0.08949050,0.00000000
-4.87743872,1.54881223,0.27104016,1.29041453,0.13774070,0.02777257,0.08472687,0.00000000
-4.87143572,1.52709578,0.26338801,1.27548015,0.12753781,0.02766649,0.08007843,0.00000000
-4.86543272,1.50464958,0.25533858,1.26013931,0.11775576,0.02753629,0.07556730,0.00000000
-4.85942971,1.48137434,0.24691605,1.24429270,0.10845272,0.02737935,0.07121107,0.00000000
-4.85342671,1.45720014,0.23815165,1.22786171,0.09967414,0.02719377,0.06702373,0.00000000
-4.84742371,1.43210290,0.22908660,1.21080180,0.09145452,0.02697866,0.06301681,0.00000000
-4.84142071,1.40611889,0.21977461,1.19311437,0.08381950,0.02673426,0.05920054,0.00000000
-4.83541771,1.37935656,0.21028404,1.17485649,0.07678813,0.02646211,0.05558503,0.00000000
-4.82941471,1.35200554,0.20069950,1.15614854,0.07037518,0.02616509,0.05218137,0.00000000
-4.82341171,1.32434242,0.19112273,1.13717933,0.06459345,0.02584751,0.04900264,0.00000000
-4.81740870,1.29673359,0.18167300,1.11820899,0.05945586,0.02551503,0.04606476,0.00000000
-4.81140570,1.26963506,0.17248672,1.09956951,0.05497735,0.02517467,0.04338721,0.00000000
-4.80540270,1.24358953,0.16371651,1.08166322,0.05117646,0.02483465,0.04099348,0.00000000
-4.79939970,1.21922103,0.15552972,1.06495940,0.04807655,0.02450434,0.03891142,0.00000000
-4.79339670,1.19722730,0.14810640,1.04998898,0.04570664,0.02419406,0.03717334,0.00000000
-4.78739370,1.17837011,0.14163685,1.03733776,0.04410183,0.02391500,0.03581583,0.00000000
-4.78139070,1.16346360,0.13631871,1.02763784,0.04330321,0.02367897,0.03487955,0.00000000
-4.77538769,1.15336073,0.13235373,1.02155755,0.04335744,0.02349829,0.03440858,0.00000000
-4.76938469,1.14893782,0.12994415,1.01978954,0.04431576,0.02338553,0.03444972,0.00000000
-4.76338169,1.15107699,0.12928869,1.02303722,0.04623261,0.02335336,0.03505155,0.00000000
-4.75737869,1.16064660,0.13057826,1.03199917,0.04916378,0.02341426,0.03626314,0.00000000
-4.75137569,1.17847952,0.13399125,1.04735173,0.05316420,0.02358028,0.03813273,0.00000000
-4.74537269,1.20534940,0.13968852,1.06972968,0.05828526,0.02386274,0.04070610,0.00000000
-4.73936968,1.24194516,0.14780809,1.09970526,0.06457196,0.02427194,0.04402473,0.00000000
-4.73336668,1.28884405,0.15845951,1.13776599,0.07205964,0.02481678,0.04812388,0.00000000
-4.72736368,1.34648408,0.17171825,1.18429166,0.08077075,0.02550445,0.05303052,0.00000000
-4.72136068,1.41513655,0.18761992,1.23953148,0.09071140,0.02634000,0.05876117,0.00000000
-4.71535768,1.49487990,0.20615490,1.30358215,0.10186815,0.02732606,0.06531985,0.00000000
-4.70935468,1.58557608,0.22726326,1.37636810,0.11420498,0.02846243,0.07269602,0.00000000
-4.70335168,1.68685099,0.25083056,1.45762494,0.12766069,0.02974586,0.08086282,0.00000000
-4.69734867,1.79808020,0.27668460,1.54688747,0.14214685,0.03116975,0.08977556,0.00000000
-4.69134567,1.91838162,0.30459356,1.64348334,0.15754655,0.03272409,0.09937067,0.00000000
-4.68534267,2.04661622,0.33426578,1.74653336,0.17371396,0.03439534,0.10956512,0.00000000
-4.67933967,2.18139764,0.36535145,1.85495928,0.19047493,0.03616657,0.12025653,0.00000000
-4.67333667,2.32111162,0.39744633,1.96749946,0.20762870,0.03801766,0.13132386,0.00000000
-4.66733367,2.46394506,0.43009776,2.08273253,0.22495075,0.03992562,0.14262889,0.00000000
-4.66133067,2.60792448,0.46281276,2.19910871,0.24219674,0.04186511,0.15401848,0.00000000
-4.65532766,2.75096311,0.49506826,2.31498790,0.25910754,0.04380899,0.16532747,0.00000000
-4.64932466,2.89091483,0.52632324,2.42868349,0.27541528,0.04572905,0.17638230,0.00000000
-4.64332166,3.02563344,0.55603224,2.53851001,0.29084999,0.04759678,0.18700518,0.00000000
-4.63731866,3.15303455,0.58366009,2.64283289,0.30514698,0.04938421,0.19701867,0.00000000
-4.63131566,3.27115774,0.60869696,2.74011803,0.31805432,0.05106473,0.20625057,0.00000000
-4.62531266,3.37822603,0.63067343,2.82897897,0.32934038,0.05261390,0.21453883,0.00000000
-4.61930965,3.47270005,0.64917480,2.90821930,0.33880097,0.05401024,0.22173634,0.00000000
-4.61330665,3.55332414,0.66385394,2.97686839,0.34626583,0.05523582,0.22771545,0.00000000
-4.60730365,3.61916233,0.67444232,3.03420854,0.35160420,0.05627683,0.23237188,0.00000000
-4.60130065,3.66962235,0.68075844,3.07979227,0.35472917,0.05712391,0.23562791,0.00000000
-4.59529765,3.70446648,0.68271350,3.11344885,0.35560059,0.05777233,0.23743483,0.00000000
-4.58929465,3.72380895,0.68031385,3.13527992,0.35422653,0.05822200,0.23777428,0.00000000
-4.58329165,3.72810001,0.67366034,3.14564447,0.35066311,0.05847726,0.23665866,0.00000000
-4.57728864,3.71809778,0.66294438,3.14513409,0.34501272,0.05854653,0.23413051,0.00000000
-4.57128564,3.69482951,0.64844107,3.13454019,0.33742081,0.05844180,0.23026080,0.00000000
-4.56528264,3.65954447,0.63049971,3.11481479,0.32807134,0.05817796,0.22514646,0.00000000
-4.55927964,3.61366103,0.60953213,3.08702744,0.31718103,0.05777210,0.21890695,0.00000000
-4.55327664,3.55871095,0.58599943,3.05232051,0.30499291,0.05724272,0.21168039,0.00000000
-4.54727364,3.49628371,0.56039772,3.01186529,0.29176908,0.05660894,0.20361910,0.00000000
-4.54127064,3.42797364,0.53324341,2.96682136,0.27778341,0.05588975,0.19488497,0.00000000
-4.53526763,3.35533246,0.50505880,2.91830096,0.26331410,0.05510336,0.18564482,0.00000000
-4.52926463,3.27982913,0.47635837,2.86734024,0.24863654,0.05426662,0.17606578,0.00000000
-4.52326163,3.20281848,0.44763634,2.81487822,0.23401677,0.05339460,0.16631109,0.00000000
-4.51725863,3.12551949,0.41935576,2.76174405,0.21970555,0.05250027,0.15653628,0.00000000
-4.51125563,3.04900317,0.39193954,2.70865249,0.20593329,0.05159442,0.14688589,0.00000000
-4.50525263,2.97418966,0.36576340,2.65620687,0.19290599,0.05068565,0.13749085,0.00000000
-4.49924962,2.90185317,0.34115085,2.60490840,0.18080204,0.04978052,0.12846645,0.00000000
-4.49324662,2.83263349,0.31837015,2.55517032,0.16977009,0.04888382,0.11991104,0.00000000
-4.48724362,2.76705182,0.29763305,2.50733497,0.15992774,0.04799890,0.11190526,0.00000000
-4.48124062,2.70552897,0.27909512,2.46169190,0.15136118,0.04712809,0.10451190,0.00000000
-4.47523762,2.64840388,0.26285746,2.41849516,0.14412555,0.04627306,0.09777627,0.00000000
-4.46923462,2.59595048,0.24896948,2.37797795,0.13824585,0.04543520,0.09172696,0.00000000
-4.46323162,2.54839123,0.23743256,2.34036334,0.13371858,0.04461594,0.08637702,0.00000000
-4.45722861,2.50590644,0.22820425,2.30587005,0.13051369,0.04381700,0.08172531,0.00000000
-4.45122561,2.46863840,0.22120299,2.27471272,0.12857693,0.04304049,0.07775817,0.00000000
-4.44522261,2.43669048,0.21631301,2.24709684,0.12783254,0.04228897,0.07445113,0.00000000
-4.43921961,2.41012149,0.21338943,2.22320875,0.12818603,0.04156533,0.07177075,0.00000000
-4.43321661,2.38893636,0.21226342,2.20320182,0.12952731,0.04087268,0.06967657,0.00000000
-4.42721361,2.37307428,0.21274735,2.18718001,0.13173383,0.04021401,0.06812295,0.00000000
-4.42121061,2.36239604,0.21464002,2.17518056,0.13467382,0.03959197,0.06706101,0.00000000
-4.41520760,2.35667219,0.21773178,2.16715756,0.13820966,0.03900850,0.06644050,0.00000000
-4.40920460,2.35557374,0.22180970,2.16296792,0.14220123,0.03846455,0.06621162,0.00000000
-4.40320160,2.35866690,0.22666265,2.16236156,0.14650920,0.03795977,0.06632680,0.00000000
-4.39719860,2.36541311,0.23208624,2.16497695,0.15099828,0.03749236,0.06674236,0.00000000
-4.39119560,2.37517511,0.23788766,2.17034286,0.15554033,0.03705893,0.06742003,0.00000000
-4.38519260,2.38722948,0.24389020,2.17788682,0.16001721,0.03665450,0.06832837,0.00000000
-4.37918959,2.40078535,0.24993742,2.18695029,0.16432342,0.03627264,0.06944390,0.00000000
-4.37318659,2.41500872,0.25589678,2.19680971,0.16836827,0.03590569,0.07075200,0.00000000
-4.36718359,2.42905113,0.26166267,2.20670273,0.17207773,0.03554507,0.07224760,0.00000000
-4.36118059,2.44208120,0.26715859,2.21585795,0.17539568,0.03518168,0.07393532,0.00000000
-4.35517759,2.45331716,0.27233845,2.22352652,0.17828469,0.03480637,0.07582944,0.00000000
-4.34917459,2.46205847,0.27718686,2.22901376,0.18072616,0.03441043,0.07795323,0.00000000
-4.34317159,2.46771444,0.28171826,2.23170877,0.18271991,0.03398603,0.08033801,0.00000000
-4.33716858,2.46982811,0.28597497,2.23111027,0.18428316,0.03352665,0.08302162,0.00000000
-4.33116558,2.46809370,0.29002409,2.22684693,0.18544899,0.03302747,0.08604651,0.00000000
-4.32516258,2.46236640,0.29395339,2.21869105,0.18626424,0.03248558,0.08945743,0.00000000
-4.31915958,2.45266381,0.29786618,2.20656455,0.18678705,0.03190014,0.09329878,0.00000000
-4.31315658,2.43915878,0.30187551,2.19053697,0.18708403,0.03127241,0.09761166,0.00000000
-4.30715358,2.42216387,0.30609777,2.17081558,0.18722724,0.03060565,0.10243085,0.00000000
