energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.84992496,3.46550607,2.54956466,1.04561767,0.00383953,1.53654768,0.01765034,0.68405431
-5.84392196,3.39228130,2.53300675,1.02020519,0.00373067,1.52062463,0.01740553,0.65229179
-5.83791896,3.33071108,2.52647440,0.99817626,0.00362053,1.51020673,0.01714258,0.62241484
-5.83191596,3.28071494,2.52966265,0.97949070,0.00351038,1.50500440,0.01686398,0.59467674
-5.82591296,3.24189858,2.54200437,0.96401205,0.00340175,1.50456634,0.01657181,0.56929349
-5.81990995,3.21358377,2.56269711,0.95151728,0.00329631,1.50829969,0.01626770,0.54644246
-5.81390695,3.19484801,2.59073738,0.94171001,0.00319585,1.51549543,0.01595280,0.52626204
-5.80790395,3.18457198,2.62496087,0.93423608,0.00310220,1.52535793,0.01562778,0.50885208
-5.80190095,3.18149226,2.66408661,0.92870102,0.00301713,1.53703704,0.01529290,0.49427511
-5.79589795,3.18425693,2.70676345,0.92468838,0.00294229,1.54966149,0.01494809,0.48255829
-5.78989495,3.19148153,2.75161670,0.92177803,0.00287913,1.56237176,0.01459300,0.47369592
-5.78389195,3.20180313,2.79729338,0.91956388,0.00282888,1.57435141,0.01422716,0.46765249
-5.77788894,3.21393043,2.84250433,0.91767003,0.00279243,1.58485538,0.01385007,0.46436626
-5.77188594,3.22668831,2.88606194,0.91576500,0.00277036,1.59323438,0.01346138,0.46375320
-5.76588294,3.23905532,2.92691244,0.91357342,0.00276290,1.59895452,0.01306101,0.46571132
-5.75987994,3.25019356,2.96416210,0.91088503,0.00276993,1.60161176,0.01264929,0.47012526
-5.75387694,3.25947022,2.99709702,0.90756073,0.00279098,1.60094086,0.01222705,0.47687119
-5.74787394,3.26647093,3.02519649,0.90353561,0.00282530,1.59681899,0.01179579,0.48582174
-5.74187094,3.27100514,3.04814019,0.89881930,0.00287187,1.58926417,0.01135768,0.49685105
-5.73586793,3.27310412,3.06580978,0.89349352,0.00292947,1.57842904,0.01091565,0.50983969
-5.72986493,3.27301238,3.07828546,0.88770737,0.00299676,1.56459064,0.01047337,0.52467935
-5.72386193,3.27117330,3.08583829,0.88167054,0.00307236,1.54813683,0.01003524,0.54127705
-5.71785893,3.26820992,3.08891878,0.87564481,0.00315491,1.52955016,0.00960635,0.55955877
-5.71185593,3.26490174,3.08814261,0.86993427,0.00324317,1.50938990,0.00919235,0.57947217
-5.70585293,3.26215816,3.08427359,0.86487452,0.00333606,1.48827302,0.00879935,0.60098827
-5.69984992,3.26098932,3.07820452,0.86082111,0.00343278,1.46685453,0.00843378,0.62410180
-5.69384692,3.26247472,3.07093574,0.85813767,0.00353279,1.44580798,0.00810223,0.64883005
-5.68784392,3.26773000,3.06355153,0.85718374,0.00363590,1.42580626,0.00781127,0.67521020
-5.68184092,3.27787227,3.05719428,0.85830277,0.00374227,1.40750317,0.00756723,0.70329479
-5.67583792,3.29398423,3.05303619,0.86181020,0.00385239,1.39151595,0.00737606,0.73314573
-5.66983492,3.31707749,3.05224855,0.86798217,0.00396703,1.37840892,0.00724311,0.76482652
-5.66383192,3.34805566,3.05596875,0.87704469,0.00408724,1.36867847,0.00717295,0.79839341
-5.65782891,3.38767793,3.06526537,0.88916385,0.00421423,1.36273943,0.00716919,0.83388536
-5.65182591,3.43652403,3.08110197,0.90443712,0.00434931,1.36091312,0.00723435,0.87131363
-5.64582291,3.49496190,3.10430069,0.92288614,0.00449377,1.36341742,0.00736972,0.91065137
-5.63981991,3.56311945,3.13550701,0.94445130,0.00464874,1.37035886,0.00757523,0.95182387
-5.63381691,3.64086201,3.17515720,0.96898843,0.00481514,1.38172755,0.00784942,0.99470013
-5.62781391,3.72777713,3.22345041,0.99626799,0.00499352,1.39739487,0.00818935,1.03908652
-5.62181091,3.82316841,3.28032734,1.02597703,0.00518396,1.41711470,0.00859066,1.08472290
-5.61580790,3.92605974,3.34545728,1.05772405,0.00538601,1.44052834,0.00904757,1.13128204
-5.60980490,4.03521104,3.41823533,1.09104714,0.00559863,1.46717332,0.00955298,1.17837249
-5.60380190,4.14914615,3.49779096,1.12542507,0.00582014,1.49649650,0.01009861,1.22554525
-5.59779890,4.26619288,3.58300884,1.16029145,0.00604823,1.52787100,0.01067517,1.27230420
-5.59179590,4.38453447,3.67256192,1.19505153,0.00628002,1.56061703,0.01127258,1.31812004
-5.58579290,4.50227118,3.76495627,1.22910110,0.00651207,1.59402583,0.01188018,1.36244734
-5.57978989,4.61748971,3.85858638,1.26184695,0.00674053,1.62738612,0.01248704,1.40474409
-5.57378689,4.72833773,3.95179861,1.29272794,0.00696124,1.66001199,0.01308224,1.44449263
-5.56778389,4.83310017,4.04296033,1.32123590,0.00716987,1.69127104,0.01365514,1.48122127
-5.56178089,4.93027349,4.13053126,1.34693528,0.00736210,1.72061152,0.01419570,1.51452521
-5.55577789,5.01863408,4.21313348,1.36948063,0.00753376,1.74758706,0.01469471,1.54408569
-5.54977489,5.09729686,4.28961641,1.38863086,0.00768102,1.77187766,0.01514405,1.56968635
-5.54377189,5.16576071,4.35911305,1.40425964,0.00780053,1.79330572,0.01553689,1.59122557
-5.53776888,5.22393768,4.42108421,1.41636102,0.00788954,1.81184606,0.01586785,1.60872413
-5.53176588,5.27216375,4.47534800,1.42505006,0.00794603,1.82762907,0.01613308,1.62232750
-5.52576288,5.31118988,4.52209257,1.43055807,0.00796879,1.84093675,0.01633031,1.63230245
-5.51975988,5.34215321,4.56187106,1.43322270,0.00795744,1.85219135,0.01645885,1.63902793
-5.51375688,5.36652907,4.59557850,1.43347306,0.00791246,1.86193705,0.01651948,1.64298054
-5.50775388,5.38606591,4.62441158,1.43181067,0.00783517,1.87081534,0.01651439,1.64471523
-5.50175088,5.40270590,4.64981316,1.42878693,0.00772764,1.87953514,0.01644696,1.64484196
-5.49574787,5.41849494,4.67340395,1.42497824,0.00759263,1.88883909,0.01632160,1.64399964
-5.48974487,5.43548639,4.69690491,1.42095995,0.00743347,1.89946747,0.01614353,1.64282835
-5.48374187,5.45564326,4.72205393,1.41728037,0.00725392,1.91212153,0.01591852,1.64194142
-5.47773887,5.48074347,4.75052104,1.41443602,0.00705805,1.92742810,0.01565273,1.64189865
-5.47173587,5.51229290,4.78382608,1.41284942,0.00685009,1.94590689,0.01535243,1.64318184
-5.46573287,5.55145040,4.82326281,1.41285038,0.00663427,1.96794248,0.01502384,1.64617407
-5.45972986,5.59896818,4.86983282,1.41466162,0.00641474,1.99376184,0.01467296,1.65114335
-5.45372686,5.65515025,4.92419217,1.41838937,0.00619542,2.02341882,0.01430540,1.65823160
-5.44772386,5.71983071,4.98661304,1.42401927,0.00597991,2.05678607,0.01392630,1.66744917
-5.44172086,5.79237247,5.05696151,1.43141768,0.00577141,2.09355468,0.01354026,1.67867519
-5.43571786,5.87168602,5.13469232,1.44033815,0.00557270,2.13324159,0.01315125,1.69166340
-5.42971486,5.95626696,5.21886017,1.45043264,0.00538605,2.17520415,0.01276266,1.70605307
-5.42371186,6.04425008,5.30814667,1.46126679,0.00521327,2.21866113,0.01237726,1.72138431
-5.41770885,6.13347698,5.40090127,1.47233842,0.00505567,2.26271915,0.01199725,1.73711685
-5.41170585,6.22157393,5.49519402,1.48309831,0.00491406,2.30640307,0.01162431,1.75265137
-5.40570285,6.30603600,5.58887765,1.49297218,0.00478885,2.34868911,0.01125962,1.76735214
-5.39969985,6.38431387,5.67965618,1.50138290,0.00468001,2.38853907,0.01090394,1.78057008
-5.39369685,6.45389925,5.76515722,1.50777187,0.00458715,2.42493425,0.01055767,1.79166517
-5.38769385,6.51240579,5.84300515,1.51161875,0.00450957,2.45690764,0.01022090,1.80002719
-5.38169085,6.55764209,5.91089247,1.51245880,0.00444628,2.48357320,0.00989346,1.80509435
-5.37568784,6.58767473,5.96664702,1.50989710,0.00439606,2.50415114,0.00957498,1.80636894
-5.36968484,6.60087931,6.00829294,1.50361948,0.00435755,2.51798848,0.00926495,1.80342987
-5.36368184,6.59597845,6.03410373,1.49339978,0.00432923,2.52457430,0.00896271,1.79594186
-5.35767884,6.57206640,6.04264609,1.47910348,0.00430953,2.52354950,0.00866756,1.78366134
-5.35167584,6.52862044,6.03281377,1.46068792,0.00429684,2.51471104,0.00837875,1.76643921
-5.34567284,6.46549990,6.00385086,1.43819936,0.00428960,2.49801090,0.00809553,1.74422088
-5.33966983,6.38293402,5.95536453,1.41176728,0.00428637,2.47355030,0.00781720,1.71704388
-5.33366683,6.28150029,5.88732755,1.38159660,0.00428583,2.44156965,0.00754314,1.68503363
-5.32766383,6.16209507,5.80007095,1.34795813,0.00428691,2.40243526,0.00727284,1.64839770
-5.32166083,6.02589847,5.69426784,1.31117811,0.00428879,2.35662331,0.00700594,1.60741908
-5.31565783,5.87433525,5.57090934,1.27162717,0.00429102,2.30470214,0.00674228,1.56244889
-5.30965483,5.70903363,5.43127370,1.22970928,0.00429350,2.24731371,0.00648193,1.51389865
-5.30365183,5.53178354,5.27688994,1.18585121,0.00429660,2.18515482,0.00622518,1.46223257
-5.29764882,5.34449559,5.10949737,1.14049265,0.00430113,2.11895896,0.00597263,1.40795972
-5.29164582,5.14916175,4.93100206,1.09407745,0.00430840,2.04947921,0.00572516,1.35162632
-5.28564282,4.94781856,4.74343194,1.04704589,0.00432019,1.97747274,0.00548394,1.29380805
-5.27963982,4.74251324,4.54889126,0.99982821,0.00433873,1.90368706,0.00525045,1.23510226
-5.27363682,4.53527283,4.34951608,0.95283928,0.00436670,1.82884834,0.00502644,1.17612005
-5.26763382,4.32807653,4.14743134,0.90647429,0.00440712,1.75365170,0.00481390,1.11747811
-5.26163082,4.12283099,3.94471075,0.86110541,0.00446329,1.67875344,0.00461506,1.05979027
-5.25562781,3.92134832,3.74334017,0.81707915,0.00453868,1.60476513,0.00443230,1.00365873
-5.24962481,3.72532676,3.54518518,0.77471430,0.00463682,1.53224922,0.00426811,0.94966507
-5.24362181,3.53633354,3.35196323,0.73430027,0.00476117,1.46171608,0.00412502,0.89836117
-5.23761881,3.35579020,3.16522103,0.69609574,0.00491497,1.39362203,0.00400555,0.85026017
-5.23161581,3.18495993,2.98631719,0.66032749,0.00510116,1.32836841,0.00391216,0.80582791
-5.22561281,3.02493743,2.81641041,0.62718933,0.00532217,1.26630119,0.00384712,0.76547502
-5.21960980,2.87664123,2.65645331,0.59684124,0.00557991,1.20771123,0.00381254,0.72955011
-5.21360680,2.74080888,2.50719161,0.56940869,0.00587563,1.15283498,0.00381030,0.69833441
-5.20760380,2.61799536,2.36916872,0.54498220,0.00620988,1.10185560,0.00384198,0.67203823
-5.20160080,2.50857503,2.24273526,0.52361739,0.00658252,1.05490458,0.00390895,0.65079947
-5.19559780,2.41274745,2.12806323,0.50533545,0.00699272,1.01206385,0.00401228,0.63468448
-5.18959480,2.33054724,2.02516417,0.49012434,0.00743906,0.97336847,0.00415283,0.62369132
-5.18359180,2.26185799,1.93391066,0.47794064,0.00791962,0.93881006,0.00433130,0.61775544
-5.17758879,2.20643017,1.85406053,0.46871229,0.00843215,0.90834083,0.00454826,0.61675757
-5.17158579,2.16390236,1.78528261,0.46234203,0.00897423,0.88187847,0.00480427,0.62053360
-5.16558279,2.13382541,1.72718329,0.45871162,0.00954352,0.85931160,0.00509993,0.62888592
-5.15957979,2.11568830,1.67933261,0.45768671,0.01013794,0.84050593,0.00543597,0.64159567
-5.15357679,2.10894471,1.64128886,0.45912203,0.01075588,0.82531063,0.00581335,0.65843526
-5.14757379,2.11303878,1.61262051,0.46286687,0.01139643,0.81356498,0.00623327,0.67918036
-5.14157079,2.12742867,1.59292442,0.46877031,0.01205952,0.80510470,0.00669724,0.70362059
-5.13556778,2.15160631,1.58183934,0.47668608,0.01274602,0.79976778,0.00720707,0.73156812
-5.12956478,2.18511193,1.57905386,0.48647655,0.01345779,0.79739933,0.00776479,0.76286362
-5.12356178,2.22754220,1.58430837,0.49801566,0.01419764,0.79785515,0.00837262,0.79737872
-5.11755878,2.27855089,1.59739053,0.51119045,0.01496924,0.80100372,0.00903280,0.83501491
-5.11155578,2.33784167,1.61812455,0.52590100,0.01577685,0.80672626,0.00974738,0.87569845
-5.10555278,2.40515294,1.64635455,0.54205875,0.01662511,0.81491489,0.01051806,0.91937151
-5.09954977,2.48023524,1.68192282,0.55958314,0.01751859,0.82546883,0.01134588,0.96597980
-5.09354677,2.56282233,1.72464429,0.57839673,0.01846142,0.83828878,0.01223095,1.01545734
-5.08754377,2.65259758,1.77427854,0.59841916,0.01945680,0.85326980,0.01317215,1.06770925
-5.08154077,2.74915776,1.83050123,0.61956020,0.02050649,0.87029313,0.01416685,1.12259359
-5.07553777,2.85197680,1.89287691,0.64171245,0.02161036,0.88921760,0.01521068,1.17990358
-5.06953477,2.96037215,1.96083514,0.66474428,0.02276593,0.90987112,0.01629727,1.23935133
-5.06353177,3.07347661,2.03365200,0.68849347,0.02396802,0.93204309,0.01741814,1.30055472
-5.05752876,3.19021831,2.11043863,0.71276231,0.02520848,0.95547840,0.01856264,1.36302834
-5.05152576,3.30931100,2.19013836,0.73731447,0.02647606,0.97987358,0.01971795,1.42617981
-5.04552276,3.42925664,2.27153342,0.76187430,0.02775639,1.00487579,0.02086928,1.48931209
-5.03951976,3.54836137,2.35326173,0.78612863,0.02903216,1.03008486,0.02200007,1.55163237
-5.03351676,3.66476505,2.43384370,0.80973145,0.03028345,1.05505869,0.02309237,1.61226754
-5.02751376,3.77648402,2.51171827,0.83231121,0.03148822,1.07932199,0.02412729,1.67028590
-5.02151076,3.88146557,2.58528708,0.85348062,0.03262290,1.10237804,0.02508553,1.72472436
-5.01550775,3.97765180,2.65296461,0.87284860,0.03366315,1.12372304,0.02594802,1.77462003
-5.00950475,4.06305009,2.71323232,0.89003362,0.03458468,1.14286239,0.02669650,1.81904462
-5.00350175,4.13580640,2.76469388,0.90467795,0.03536412,1.15932815,0.02731420,1.85714006
-4.99749875,4.19427789,2.80612886,0.91646192,0.03597991,1.17269653,0.02778644,1.88815335
-4.99149575,4.23710063,2.83654202,0.92511738,0.03641312,1.18260474,0.02810122,1.91146895
-4.98549275,4.26324879,2.85520547,0.93043965,0.03664825,1.18876596,0.02824965,1.92663673
-4.97948974,4.27208198,2.86169161,0.93229717,0.03667384,1.19098176,0.02822637,1.93339405
-4.97348674,4.26337787,2.85589476,0.93063838,0.03648298,1.18915106,0.02802979,1.93168068
-4.96748374,4.23734835,2.83804051,0.92549523,0.03607362,1.18327527,0.02766215,1.92164565
-4.96148074,4.19463814,2.80868196,0.91698332,0.03544873,1.17345913,0.02712953,1.90364570
-4.95547774,4.13630578,2.76868314,0.90529843,0.03461620,1.15990726,0.02644163,1.87823530
-4.94947474,4.06378810,2.71919032,0.89070979,0.03358862,1.14291660,0.02561147,1.84614871
-4.94347174,3.97884995,2.66159260,0.87355036,0.03238281,1.12286514,0.02465494,1.80827521
-4.93746873,3.88352173,2.59747364,0.85420468,0.03101925,1.10019749,0.02359028,1.76562840
-4.93146573,3.78002793,2.52855690,0.83309495,0.02952141,1.07540820,0.02243750,1.71931147
-4.92546273,3.67071024,2.45664676,0.81066603,0.02791491,1.04902351,0.02121770,1.67047986
-4.91945973,3.55794873,2.38356824,0.78737016,0.02622670,1.02158257,0.01995247,1.62030311
-4.91345673,3.44408481,2.31110776,0.76365207,0.02448423,0.99361895,0.01866324,1.56992759
-4.90745373,3.33134897,2.24095719,0.73993519,0.02271462,0.96564335,0.01737072,1.52044164
-4.90145073,3.22179635,2.17466343,0.71660945,0.02094391,0.93812797,0.01609435,1.47284437
-4.89544772,3.11725198,2.11358482,0.69402123,0.01919638,0.91149345,0.01485195,1.42801919
-4.88944472,3.01926750,2.05885587,0.67246553,0.01749401,0.88609837,0.01365930,1.38671275
-4.88344172,2.92908998,2.01136076,0.65218072,0.01585607,0.86223181,0.01252998,1.34951969
-4.87743872,2.84764317,1.97171616,0.63334571,0.01429877,0.84010882,0.01147522,1.31687342
-4.87143572,2.77552059,1.94026314,0.61607951,0.01283515,0.81986876,0.01050386,1.28904254
-4.86543272,2.71298989,1.91706779,0.60044283,0.01147498,0.80157627,0.00962247,1.26613270
-4.85942971,2.66000690,1.90192995,0.58644159,0.01022490,0.78522445,0.00883540,1.24809333
-4.85342671,2.61623812,1.89439905,0.57403180,0.00908853,0.77074003,0.00814508,1.23472850
-4.84742371,2.58109008,1.89379629,0.56312563,0.00806675,0.75799000,0.00755218,1.22571125
-4.84142071,2.55374382,1.89924196,0.55359817,0.00715797,0.74678933,0.00705596,1.22060067
-4.83541771,2.53319308,1.90968699,0.54529464,0.00635853,0.73690949,0.00665450,1.21886093
-4.82941471,2.51828476,1.92394761,0.53803770,0.00566304,0.72808737,0.00634501,1.21988174
-4.82341171,2.50776044,1.94074221,0.53163474,0.00506472,0.72003446,0.00612411,1.22299944
-4.81740870,2.50029774,1.95872947,0.52588477,0.00455583,0.71244597,0.00598804,1.22751834
-4.81140570,2.49455079,1.97654673,0.52058494,0.00412794,0.70500978,0.00593288,1.23273163
-4.80540270,2.48918872,1.99284791,0.51553644,0.00377230,0.69741515,0.00595471,1.23794158
-4.79939970,2.48293175,2.00633993,0.51054989,0.00348005,0.68936099,0.00604969,1.24247839
-4.79339670,2.47458398,2.01581690,0.50544986,0.00324250,0.68056372,0.00621416,1.24571746
-4.78739370,2.46306234,2.02019127,0.50007883,0.00305132,0.67076448,0.00644461,1.24709469
-4.78139070,2.44742134,2.01852109,0.49430024,0.00289863,0.65973566,0.00673768,1.24611926
-4.77538769,2.42687277,2.01003265,0.48800082,0.00277721,0.64728668,0.00709003,1.24238388
-4.76938469,2.40080031,1.99413802,0.48109208,0.00268048,0.63326879,0.00749825,1.23557207
-4.76338169,2.36876841,1.97044673,0.47351088,0.00260260,0.61757872,0.00795873,1.22546229
-4.75737869,2.33052548,1.93877149,0.46521932,0.00253850,0.60016123,0.00846749,1.21192892
-4.75137569,2.28600122,1.89912766,0.45620368,0.00248380,0.58101024,0.00902000,1.19494009
-4.74537269,2.23529843,1.85172651,0.44647269,0.00243488,0.56016860,0.00961107,1.17455244
-4.73936968,2.17867953,1.79696272,0.43605510,0.00238878,0.53772643,0.01023467,1.15090321
-4.73336668,2.11654857,1.73539650,0.42499667,0.00234315,0.51381794,0.01088386,1.12419996
-4.72736368,2.04942945,1.66773113,0.41335685,0.00229623,0.48861707,0.01155074,1.09470847
-4.72136068,1.97794143,1.59478689,0.40120509,0.00224676,0.46233181,0.01222640,1.06273939
-4.71535768,1.90277295,1.51747249,0.38861715,0.00219389,0.43519756,0.01290101,1.02863441
-4.70935468,1.82465512,1.43675505,0.37567156,0.00213718,0.40746981,0.01356391,0.99275239
-4.70335168,1.74433588,1.35362997,0.36244637,0.00207647,0.37941629,0.01420381,0.95545637
-4.69734867,1.66255606,1.26909182,0.34901631,0.00201186,0.35130905,0.01480898,0.91710186
-4.69134567,1.58002830,1.18410726,0.33545066,0.00194365,0.32341667,0.01536756,0.87802694
-4.68534267,1.49741956,1.09959105,0.32181176,0.00187229,0.29599696,0.01586788,0.83854456
-4.67933967,1.41533776,1.01638580,0.30815420,0.00179833,0.26929039,0.01629880,0.79893727
-4.67333667,1.33432293,0.93524592,0.29452487,0.00172240,0.24351450,0.01665005,0.75945439
-4.66733367,1.25484270,0.85682623,0.28096355,0.00164519,0.21885944,0.01691259,0.72031153
-4.66133067,1.17729201,0.78167505,0.26750419,0.00156742,0.19548474,0.01707897,0.68169230
-4.65532766,1.10199652,0.71023183,0.25417658,0.00148983,0.17351732,0.01714354,0.64375181
-4.64932466,1.02921908,0.64282870,0.24100836,0.00141319,0.15305081,0.01710274,0.60662148
-4.64332166,0.95916848,0.57969561,0.22802710,0.00133828,0.13414608,0.01695524,0.57041485
-4.63731866,0.89200972,0.52096834,0.21526239,0.00126592,0.11683268,0.01670199,0.53523366
-4.63131566,0.82787478,0.46669868,0.20274773,0.00119694,0.10111138,0.01634625,0.50117392
-4.62531266,0.76687341,0.41686610,0.19052208,0.00113221,0.08695726,0.01589349,0.46833148
-4.61930965,0.70910298,0.37139015,0.17863092,0.00107267,0.07432340,0.01535125,0.43680667
-4.61330665,0.65465705,0.33014302,0.16712693,0.00101928,0.06314489,0.01472886,0.40670791
-4.60730365,0.60363212,0.29296165,0.15607002,0.00097307,0.05334296,0.01403718,0.37815398
-4.60130065,0.55613243,0.25965898,0.14552691,0.00093512,0.04482909,0.01328825,0.35127492
-4.59529765,0.51227279,0.23003403,0.13557015,0.00090657,0.03750895,0.01249496,0.32621172
-4.58929465,0.47217930,0.20388046,0.12627678,0.00088859,0.03128607,0.01167066,0.30311468
-4.58329165,0.43598838,0.18099373,0.11772661,0.00088241,0.02606511,0.01082877,0.28214087
-4.57728864,0.40384426,0.16117655,0.11000029,0.00088924,0.02175470,0.00998250,0.26345064
-4.57128564,0.37589533,0.14424301,0.10317719,0.00091034,0.01826987,0.00914455,0.24720374
-4.56528264,0.35228959,0.13002117,0.09733334,0.00094690,0.01553389,0.00832683,0.23355499
-4.55927964,0.33316981,0.11835461,0.09253934,0.00100011,0.01347979,0.00754031,0.22264998
-4.55327664,0.31866844,0.10910291,0.08885850,0.00107104,0.01205129,0.00679489,0.21462095
-4.54727364,0.30890289,0.10214130,0.08634519,0.00116071,0.01120335,0.00609935,0.20958305
-4.54127064,0.30397121,0.09735982,0.08504342,0.00126997,0.01090239,0.00546137,0.20763115
-4.53526763,0.30394849,0.09466196,0.08498587,0.00139956,0.01112602,0.00488757,0.20883737
-4.52926463,0.30888411,0.09396312,0.08619314,0.00155002,0.01186253,0.00438362,0.21324937
-4.52326163,0.31879996,0.09518892,0.08867348,0.00172172,0.01311003,0.00395443,0.22088955
-4.51725863,0.33368951,0.09827356,0.09242281,0.00191483,0.01487528,0.00360425,0.23175499
-4.51125563,0.35351797,0.10315814,0.09742517,0.00212934,0.01717230,0.00333692,0.24581836
-4.50525263,0.37822318,0.10978923,0.10365339,0.00236502,0.02002074,0.00315601,0.26302952
-4.49924962,0.40771731,0.11811747,0.11107016,0.00262146,0.02344394,0.00306496,0.28331781
-4.49324662,0.44188906,0.12809636,0.11962925,0.00289810,0.02746697,0.00306726,0.30659487
-4.48724362,0.48060633,0.13968118,0.12927693,0.00319420,0.03211434,0.00316650,0.33275787
-4.48124062,0.52371887,0.15282796,0.13995354,0.00350892,0.03740776,0.00336645,0.36169282
-4.47523762,0.57106099,0.16749255,0.15159499,0.00384132,0.04336378,0.00367099,0.39327792
-4.46923462,0.62245378,0.18362968,0.16413429,0.00419035,0.04999148,0.00408413,0.42738655
-4.46323162,0.67770685,0.20119198,0.17750290,0.00455492,0.05729032,0.00460978,0.46388979
-4.45722861,0.73661914,0.22012899,0.19163188,0.00493391,0.06524812,0.00525167,0.50265814
-4.45122561,0.79897893,0.24038608,0.20645274,0.00532610,0.07383945,0.00601306,0.54356241
-4.44522261,0.86456270,0.26190332,0.22189792,0.00573026,0.08302436,0.00689650,0.58647346
-4.43921961,0.93313301,0.28461424,0.23790098,0.00614505,0.09274763,0.00790354,0.63126091
-4.43321661,1.00443538,0.30844465,0.25439631,0.00656902,0.10293860,0.00903442,0.67779064
-4.42721361,1.07819440,0.33331152,0.27131849,0.00700055,0.11351167,0.01028781,0.72592135
-4.42121061,1.15410944,0.35912187,0.28860136,0.00743781,0.12436743,0.01166050,0.77550033
-4.41520760,1.23185011,0.38577200,0.30617686,0.00787871,0.13539458,0.01314720,0.82635861
-4.40920460,1.31105220,0.41314693,0.32397364,0.00832079,0.14647235,0.01474041,0.87830606
-4.40320160,1.39131428,0.44112027,0.34191579,0.00876123,0.15747366,0.01643026,0.93112663
-4.39719860,1.47219572,0.46955447,0.35992153,0.00919678,0.16826867,0.01820459,0.98457435
-4.39119560,1.55321632,0.49830170,0.37790233,0.00962372,0.17872870,0.02004896,1.03837049
-4.38519260,1.63385810,0.52720517,0.39576223,0.01003786,0.18873029,0.02194694,1.09220214
-4.37918959,1.71356942,0.55610097,0.41339783,0.01043461,0.19815926,0.02388032,1.14572278
-4.37318659,1.79177144,0.58482043,0.43069869,0.01080897,0.20691453,0.02582951,1.19855484
-4.36718359,1.86786703,0.61319281,0.44754841,0.01115564,0.21491143,0.02777401,1.25029445
-4.36118059,1.94125165,0.64104819,0.46382627,0.01146914,0.22208449,0.02969285,1.30051826
-4.35517759,2.01132591,0.66822052,0.47940939,0.01174396,0.22838932,0.03156518,1.34879210
-4.34917459,2.07750912,0.69455045,0.49417536,0.01197468,0.23380364,0.03337075,1.39468112
-4.34317159,2.13925311,0.71988790,0.50800502,0.01215620,0.23832722,0.03509041,1.43776087
-4.33716858,2.19605560,0.74409410,0.52078555,0.01228390,0.24198087,0.03670661,1.47762874
-4.33116558,2.24747214,0.76704301,0.53241323,0.01235383,0.24480438,0.03820372,1.51391509
-4.32516258,2.29312607,0.78862189,0.54279616,0.01236288,0.24685357,0.03956834,1.54629332
-4.31915958,2.33271567,0.80873109,0.55185633,0.01230892,0.24819660,0.04078949,1.57448843
-4.31315658,2.36601815,0.82728294,0.55953124,0.01219095,0.24890972,0.04185863,1.59828332
-4.30715358,2.39289015,0.84419995,0.56577470,0.01200914,0.24907274,0.04276967,1.61752267
