energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.83246529,0.21091549,0.00337980,0.18227990,0.00000000,0.26819428,0.06757258
-5.99399700,0.79441987,0.19885454,0.00329398,0.17800428,0.00000000,0.25712321,0.06334767
-5.98799400,0.75963962,0.18762297,0.00323707,0.17465061,0.00000000,0.24735899,0.05922082
-5.98199100,0.72901058,0.17739971,0.00321285,0.17246706,0.00000000,0.23917405,0.05525503
-5.97598799,0.70336550,0.16835260,0.00322485,0.17168640,0.00000000,0.23282213,0.05150953
-5.96998499,0.68345841,0.16063312,0.00327629,0.17251845,0.00000000,0.22852961,0.04803820
-5.96398199,0.66994045,0.15437153,0.00336986,0.17514285,0.00000000,0.22648723,0.04488818
-5.95797899,0.66333786,0.14967237,0.00350768,0.17970223,0.00000000,0.22684242,0.04209872
-5.95197599,0.66403236,0.14661061,0.00369110,0.18629608,0.00000000,0.22969255,0.03970026
-5.94597299,0.67224493,0.14522839,0.00392060,0.19497548,0.00000000,0.23507924,0.03771380
-5.93996998,0.68802307,0.14553266,0.00419571,0.20573883,0.00000000,0.24298408,0.03615055
-5.93396698,0.71123224,0.14749363,0.00451490,0.21852879,0.00000000,0.25332573,0.03501182
-5.92796398,0.74155181,0.15104414,0.00487551,0.23323066,0.00000000,0.26595882,0.03428916
-5.92196098,0.77847574,0.15608008,0.00527378,0.24967224,0.00000000,0.28067461,0.03396477
-5.91595798,0.82131834,0.16246168,0.00570478,0.26762539,0.00000000,0.29720355,0.03401213
-5.90995498,0.86922521,0.17001593,0.00616248,0.28680932,0.00000000,0.31521976,0.03439673
-5.90395198,0.92118923,0.17853987,0.00663987,0.30689567,0.00000000,0.33434745,0.03507715
-5.89794897,0.97607171,0.18780492,0.00712901,0.32751530,0.00000000,0.35416916,0.03600609
-5.89194597,1.03262813,0.19756199,0.00762125,0.34826676,0.00000000,0.37423569,0.03713169
-5.88594297,1.08953803,0.20754736,0.00810737,0.36872616,0.00000000,0.39407738,0.03839886
-5.87993997,1.14543841,0.21748921,0.00857788,0.38845831,0.00000000,0.41321664,0.03975071
-5.87393697,1.19895965,0.22711459,0.00902317,0.40702861,0.00000000,0.43118106,0.04112999
-5.86793397,1.24876279,0.23615656,0.00943387,0.42401556,0.00000000,0.44751690,0.04248055
-5.86193097,1.29357710,0.24436143,0.00980106,0.43902317,0.00000000,0.46180236,0.04374880
-5.85592796,1.33223652,0.25149568,0.01011656,0.45169294,0.00000000,0.47366016,0.04488502
-5.84992496,1.36371356,0.25735250,0.01037318,0.46171499,0.00000000,0.48276892,0.04584466
-5.84392196,1.38714950,0.26175751,0.01056495,0.46883768,0.00000000,0.48887291,0.04658941
-5.83791896,1.40187953,0.26457357,0.01068730,0.47287557,0.00000000,0.49178970,0.04708813
-5.83191596,1.40745183,0.26570448,0.01073723,0.47371512,0.00000000,0.49141553,0.04731756
-5.82591296,1.40363990,0.26509734,0.01071337,0.47131810,0.00000000,0.48772799,0.04726282
-5.81990995,1.39044757,0.26274357,0.01061604,0.46572246,0.00000000,0.48078608,0.04691764
-5.81390695,1.36810642,0.25867853,0.01044726,0.45704058,0.00000000,0.47072760,0.04628435
-5.80790395,1.33706609,0.25297969,0.01021063,0.44545523,0.00000000,0.45776403,0.04537359
-5.80190095,1.29797760,0.24576362,0.00991125,0.43121316,0.00000000,0.44217317,0.04420389
-5.79589795,1.25167079,0.23718173,0.00955550,0.41461683,0.00000000,0.42428982,0.04280088
-5.78989495,1.19912674,0.22741513,0.00915089,0.39601462,0.00000000,0.40449514,0.04119647
-5.78389195,1.14144653,0.21666873,0.00870580,0.37578989,0.00000000,0.38320489,0.03942781
-5.77788894,1.07981764,0.20516488,0.00822921,0.35434951,0.00000000,0.36085728,0.03753617
-5.77188594,1.01547933,0.19313684,0.00773044,0.33211221,0.00000000,0.33790080,0.03556576
-5.76588294,0.94968840,0.18082221,0.00721894,0.30949724,0.00000000,0.31478248,0.03356253
-5.75987994,0.88368657,0.16845670,0.00670397,0.28691377,0.00000000,0.29193706,0.03157299
-5.75387694,0.81867042,0.15626835,0.00619442,0.26475134,0.00000000,0.26977731,0.02964309
-5.74787394,0.75576480,0.14447237,0.00569863,0.24337158,0.00000000,0.24868563,0.02781718
-5.74187094,0.69600024,0.13326671,0.00522416,0.22310143,0.00000000,0.22900729,0.02613704
-5.73586793,0.64029470,0.12282848,0.00477772,0.20422791,0.00000000,0.21104516,0.02464107
-5.72986493,0.58943972,0.11331110,0.00436503,0.18699434,0.00000000,0.19505592,0.02336353
-5.72386193,0.54409086,0.10484239,0.00399080,0.17159816,0.00000000,0.18124770,0.02233397
-5.71785893,0.50476217,0.09752332,0.00365866,0.15818990,0.00000000,0.16977895,0.02157671
-5.71185593,0.47182414,0.09142740,0.00337116,0.14687348,0.00000000,0.16075836,0.02111042
-5.70585293,0.44550480,0.08660084,0.00312983,0.13770732,0.00000000,0.15424568,0.02094788
-5.69984992,0.42589331,0.08306299,0.00293518,0.13070631,0.00000000,0.15025317,0.02109570
-5.69384692,0.41294572,0.08080735,0.00278678,0.12584436,0.00000000,0.14874762,0.02155422
-5.68784392,0.40649231,0.07980284,0.00268332,0.12305734,0.00000000,0.14965283,0.02231749
-5.68184092,0.40624630,0.07999539,0.00262269,0.12224639,0.00000000,0.15285232,0.02337326
-5.67583792,0.41181364,0.08130972,0.00260204,0.12328142,0.00000000,0.15819245,0.02470317
-5.66983492,0.42270381,0.08365137,0.00261791,0.12600481,0.00000000,0.16548582,0.02628299
-5.66383192,0.43834142,0.08690888,0.00266629,0.13023526,0.00000000,0.17451495,0.02808294
-5.65782891,0.45807887,0.09095621,0.00274272,0.13577181,0.00000000,0.18503641,0.03006821
-5.65182591,0.48120978,0.09565537,0.00284237,0.14239804,0.00000000,0.19678536,0.03219959
-5.64582291,0.50698355,0.10085920,0.00296018,0.14988643,0.00000000,0.20948054,0.03443418
-5.63981991,0.53462070,0.10641436,0.00309091,0.15800297,0.00000000,0.22282968,0.03672636
-5.63381691,0.56332917,0.11216454,0.00322926,0.16651189,0.00000000,0.23653542,0.03902873
-5.62781391,0.59232121,0.11795376,0.00336998,0.17518060,0.00000000,0.25030145,0.04129330
-5.62181091,0.62083070,0.12362974,0.00350798,0.18378457,0.00000000,0.26383898,0.04347265
-5.61580790,0.64813034,0.12904724,0.00363843,0.19211229,0.00000000,0.27687315,0.04552120
-5.60980490,0.67354845,0.13407140,0.00375682,0.19997001,0.00000000,0.28914929,0.04739647
-5.60380190,0.69648463,0.13858073,0.00385913,0.20718607,0.00000000,0.30043875,0.04906025
-5.59779890,0.71642375,0.14246983,0.00394185,0.21361483,0.00000000,0.31054412,0.05047969
-5.59179590,0.73294777,0.14565173,0.00400208,0.21913987,0.00000000,0.31930344,0.05162832
-5.58579290,0.74574472,0.14805954,0.00403757,0.22367641,0.00000000,0.32659340,0.05248672
-5.57978989,0.75461448,0.14964765,0.00404680,0.22717271,0.00000000,0.33233120,0.05304311
-5.57378689,0.75947104,0.15039210,0.00402894,0.22961055,0.00000000,0.33647514,0.05329360
-5.56778389,0.76034105,0.15029035,0.00398389,0.23100455,0.00000000,0.33902365,0.05324218
-5.56178089,0.75735872,0.14936027,0.00391227,0.23140052,0.00000000,0.34001319,0.05290042
-5.55577789,0.75075726,0.14763856,0.00381531,0.23087274,0.00000000,0.33951476,0.05228695
-5.54977489,0.74085728,0.14517856,0.00369488,0.22952048,0.00000000,0.33762953,0.05142661
-5.54377189,0.72805268,0.14204757,0.00355334,0.22746381,0.00000000,0.33448366,0.05034951
-5.53776888,0.71279471,0.13832397,0.00339348,0.22483895,0.00000000,0.33022278,0.04908983
-5.53176588,0.69557505,0.13409401,0.00321843,0.22179338,0.00000000,0.32500625,0.04768455
-5.52576288,0.67690862,0.12944869,0.00303153,0.21848099,0.00000000,0.31900174,0.04617221
-5.51975988,0.65731695,0.12448073,0.00283626,0.21505750,0.00000000,0.31238030,0.04459155
-5.51375688,0.63731290,0.11928182,0.00263609,0.21167630,0.00000000,0.30531223,0.04298039
-5.50775388,0.61738740,0.11394023,0.00243445,0.20848499,0.00000000,0.29796384,0.04137446
-5.50175088,0.59799847,0.10853890,0.00223461,0.20562268,0.00000000,0.29049541,0.03980658
-5.49574787,0.57956320,0.10315401,0.00203959,0.20321809,0.00000000,0.28306006,0.03830589
-5.48974487,0.56245244,0.09785417,0.00185215,0.20138855,0.00000000,0.27580385,0.03689740
-5.48374187,0.54698845,0.09269998,0.00167473,0.20023978,0.00000000,0.26886655,0.03560167
-5.47773887,0.53344503,0.08774421,0.00150941,0.19986630,0.00000000,0.26238316,0.03443483
-5.47173587,0.52204989,0.08303222,0.00135791,0.20035239,0.00000000,0.25648575,0.03340866
-5.46573287,0.51298859,0.07860280,0.00122159,0.20177330,0.00000000,0.25130536,0.03253092
-5.45972986,0.50640961,0.07448907,0.00110145,0.20419655,0.00000000,0.24697362,0.03180578
-5.45372686,0.50242967,0.07071956,0.00099818,0.20768306,0.00000000,0.24362374,0.03123433
-5.44772386,0.50113886,0.06731914,0.00091212,0.21228786,0.00000000,0.24139070,0.03081514
-5.44172086,0.50260490,0.06430991,0.00084334,0.21806025,0.00000000,0.24041034,0.03054480
-5.43571786,0.50687594,0.06171179,0.00079167,0.22504321,0.00000000,0.24081721,0.03041845
-5.42971486,0.51398178,0.05954285,0.00075666,0.23327192,0.00000000,0.24274127,0.03043019
-5.42371186,0.52393303,0.05781937,0.00073770,0.24277159,0.00000000,0.24630329,0.03057339
-5.41770885,0.53671843,0.05655552,0.00073397,0.25355437,0.00000000,0.25160927,0.03084096
-5.41170585,0.55230026,0.05576276,0.00074449,0.26561567,0.00000000,0.25874406,0.03122537
-5.40570285,0.57060836,0.05544897,0.00076813,0.27893003,0.00000000,0.26776450,0.03171863
-5.39969985,0.59153312,0.05561742,0.00080362,0.29344688,0.00000000,0.27869247,0.03231222
-5.39369685,0.61491805,0.05626558,0.00084958,0.30908632,0.00000000,0.29150834,0.03299676
-5.38769385,0.64055272,0.05738396,0.00090450,0.32573553,0.00000000,0.30614514,0.03376185
-5.38169085,0.66816662,0.05895497,0.00096680,0.34324591,0.00000000,0.32248403,0.03459572
-5.37568784,0.69742481,0.06095201,0.00103478,0.36143145,0.00000000,0.34035141,0.03548499
-5.36968484,0.72792589,0.06333880,0.00110672,0.38006856,0.00000000,0.35951795,0.03641447
-5.36368184,0.75920290,0.06606908,0.00118082,0.39889752,0.00000000,0.37969992,0.03736703
-5.35767884,0.79072750,0.06908663,0.00125529,0.41762583,0.00000000,0.40056281,0.03832357
-5.35167584,0.82191760,0.07232588,0.00132832,0.43593335,0.00000000,0.42172746,0.03926321
-5.34567284,0.85214846,0.07571284,0.00139816,0.45347925,0.00000000,0.44277837,0.04016351
-5.33966983,0.88076698,0.07916656,0.00146313,0.46991054,0.00000000,0.46327412,0.04100089
-5.33366683,0.90710874,0.08260100,0.00152166,0.48487194,0.00000000,0.48275954,0.04175120
-5.32766383,0.93051718,0.08592717,0.00157234,0.49801660,0.00000000,0.50077904,0.04239034
-5.32166083,0.95036406,0.08905567,0.00161392,0.50901735,0.00000000,0.51689075,0.04289502
-5.31565783,0.96607025,0.09189927,0.00164537,0.51757788,0.00000000,0.53068069,0.04324354
-5.30965483,0.97712600,0.09437568,0.00166591,0.52344329,0.00000000,0.54177651,0.04341656
-5.30365183,0.98310957,0.09641010,0.00167499,0.52640970,0.00000000,0.54986007,0.04339790
-5.29764882,0.98370336,0.09793776,0.00167236,0.52633210,0.00000000,0.55467835,0.04317513
-5.29164582,0.97870677,0.09890604,0.00165802,0.52313047,0.00000000,0.55605217,0.04274025
-5.28564282,0.96804505,0.09927631,0.00163227,0.51679350,0.00000000,0.55388243,0.04208999
-5.27963982,0.95177386,0.09902521,0.00159563,0.50737993,0.00000000,0.54815340,0.04122616
-5.27363682,0.93007926,0.09814551,0.00154889,0.49501745,0.00000000,0.53893321,0.04015566
-5.26763382,0.90327312,0.09664635,0.00149305,0.47989917,0.00000000,0.52637138,0.03889041
-5.26163082,0.87178441,0.09455300,0.00142928,0.46227787,0.00000000,0.51069355,0.03744703
-5.25562781,0.83614669,0.09190605,0.00135890,0.44245843,0.00000000,0.49219392,0.03584645
-5.24962481,0.79698259,0.08876019,0.00128332,0.42078865,0.00000000,0.47122551,0.03411327
-5.24362181,0.75498602,0.08518252,0.00120404,0.39764917,0.00000000,0.44818898,0.03227514
-5.23761881,0.71090302,0.08125067,0.00112256,0.37344277,0.00000000,0.42352043,0.03036197
-5.23161581,0.66551222,0.07705060,0.00104040,0.34858359,0.00000000,0.39767875,0.02840518
-5.22561281,0.61960555,0.07267435,0.00095902,0.32348684,0.00000000,0.37113315,0.02643692
-5.21960980,0.57397034,0.06821776,0.00087980,0.29855925,0.00000000,0.34435123,0.02448933
-5.21360680,0.52937307,0.06377830,0.00080405,0.27419077,0.00000000,0.31778817,0.02259388
-5.20760380,0.48654550,0.05945298,0.00073297,0.25074756,0.00000000,0.29187726,0.02078076
-5.20160080,0.44617343,0.05533653,0.00066764,0.22856661,0.00000000,0.26702210,0.01907841
-5.19559780,0.40888805,0.05151977,0.00060901,0.20795188,0.00000000,0.24359047,0.01751314
-5.18959480,0.37526002,0.04808825,0.00055793,0.18917201,0.00000000,0.22190999,0.01610881
-5.18359180,0.34579583,0.04512109,0.00051511,0.17245937,0.00000000,0.20226542,0.01488666
-5.17758879,0.32093623,0.04269004,0.00048117,0.15801034,0.00000000,0.18489742,0.01386518
-5.17158579,0.30105612,0.04085877,0.00045659,0.14598647,0.00000000,0.17000256,0.01306003
-5.16558279,0.28646546,0.03968219,0.00044178,0.13651627,0.00000000,0.15773423,0.01248404
-5.15957979,0.27741070,0.03920591,0.00043705,0.12969737,0.00000000,0.14820426,0.01214717
-5.15357679,0.27407611,0.03946567,0.00044262,0.12559869,0.00000000,0.14148484,0.01205650
-5.14757379,0.27658477,0.04048683,0.00045861,0.12426253,0.00000000,0.13761051,0.01221622
-5.14157079,0.28499879,0.04228376,0.00048508,0.12570613,0.00000000,0.13658011,0.01262751
-5.13556778,0.29931865,0.04485925,0.00052197,0.12992289,0.00000000,0.13835834,0.01328851
-5.12956478,0.31948163,0.04820384,0.00056914,0.13688290,0.00000000,0.14287704,0.01419412
-5.12356178,0.34535944,0.05229523,0.00062633,0.14653297,0.00000000,0.15003609,0.01533596
-5.11755878,0.37675542,0.05709766,0.00069319,0.15879611,0.00000000,0.15970399,0.01670212
-5.11155578,0.41340146,0.06256154,0.00076923,0.17357067,0.00000000,0.17171826,0.01827709
-5.10555278,0.45495538,0.06862320,0.00085383,0.19072926,0.00000000,0.18588595,0.02004167
-5.09954977,0.50099915,0.07520493,0.00094623,0.21011767,0.00000000,0.20198420,0.02197292
-5.09354677,0.55103850,0.08221553,0.00104555,0.23155399,0.00000000,0.21976142,0.02404427
