energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.68184092,5.26680681,0.11094150,0.00000000,0.00231365,3.61361939,3.52529647,2.08962805
-5.67583792,4.95705534,0.10809115,0.00000000,0.00231886,3.34710490,3.27522200,1.92622816
-5.66983492,4.66106992,0.10519414,0.00000000,0.00231182,3.09304566,3.03644301,1.77238713
-5.66383192,4.37999821,0.10224941,0.00000000,0.00229231,2.85270282,2.81028988,1.62862561
-5.65782891,4.11450696,0.09925411,0.00000000,0.00226038,2.62694427,2.59769941,1.49519063
-5.65182591,3.86483060,0.09620433,0.00000000,0.00221637,2.41627366,2.39923890,1.37208552
-5.64582291,3.63082897,0.09309581,0.00000000,0.00216087,2.22086667,2.21513856,1.25910428
-5.63981991,3.41205068,0.08992467,0.00000000,0.00209469,2.04061210,2.04533017,1.15586869
-5.63381691,3.20779924,0.08668806,0.00000000,0.00201886,1.87515569,1.88948970,1.06186613
-5.62781391,3.01719866,0.08338479,0.00000000,0.00193456,1.72394478,1.74708193,0.97648666
-5.62181091,2.83925631,0.08001580,0.00000000,0.00184312,1.58627197,1.61740519,0.89905801
-5.61580790,2.67292083,0.07658454,0.00000000,0.00174593,1.46131670,1.49963473,0.82887739
-5.60980490,2.51713353,0.07309725,0.00000000,0.00164443,1.34818347,1.39286342,0.76523935
-5.60380190,2.37087220,0.06956299,0.00000000,0.00154008,1.24593613,1.29613896,0.70745921
-5.59779890,2.23318679,0.06599370,0.00000000,0.00143428,1.15362793,1.20849688,0.65489189
-5.59179590,2.10322674,0.06240397,0.00000000,0.00132838,1.07032693,1.12898900,0.60694600
-5.58579290,1.98026008,0.05881081,0.00000000,0.00122363,0.99513702,1.05670721,0.56309368
-5.57978989,1.86368499,0.05523326,0.00000000,0.00112118,0.92721467,0.99080269,0.52287621
-5.57378689,1.75303433,0.05169196,0.00000000,0.00102202,0.86578165,0.93050064,0.48590615
-5.56778389,1.64797416,0.04820866,0.00000000,0.00092703,0.81013415,0.87511092,0.45186636
-5.56178089,1.54829716,0.04480568,0.00000000,0.00083695,0.75964858,0.82403491,0.42050656
-5.55577789,1.45391201,0.04150545,0.00000000,0.00075236,0.71378455,0.77676896,0.39163791
-5.54977489,1.36482955,0.03832993,0.00000000,0.00067372,0.67208519,0.73290483,0.36512629
-5.54377189,1.28114692,0.03530019,0.00000000,0.00060139,0.63417536,0.69212745,0.34088454
-5.53776888,1.20303019,0.03243601,0.00000000,0.00053559,0.59975777,0.65421041,0.31886429
-5.53176588,1.13069645,0.02975546,0.00000000,0.00047647,0.56860756,0.61900944,0.29904769
-5.52576288,1.06439593,0.02727470,0.00000000,0.00042410,0.54056541,0.58645424,0.28143921
-5.51975988,1.00439463,0.02500769,0.00000000,0.00037848,0.51552939,0.55653888,0.26605796
-5.51375688,0.95095781,0.02296604,0.00000000,0.00033960,0.49344600,0.52931109,0.25293045
-5.50775388,0.90433488,0.02115894,0.00000000,0.00030739,0.47430039,0.50486072,0.24208418
-5.50175088,0.86474569,0.01959310,0.00000000,0.00028177,0.45810620,0.48330766,0.23354187
-5.49574787,0.83236850,0.01827272,0.00000000,0.00026268,0.44489519,0.46478941,0.22731654
-5.48974487,0.80732978,0.01719955,0.00000000,0.00025006,0.43470702,0.44944876,0.22340748
-5.48374187,0.78969581,0.01637292,0.00000000,0.00024384,0.42757932,0.43742173,0.22179689
-5.47773887,0.77946621,0.01578979,0.00000000,0.00024401,0.42353846,0.42882617,0.22244744
-5.47173587,0.77656932,0.01544488,0.00000000,0.00025054,0.42259121,0.42375133,0.22530056
-5.46573287,0.78085941,0.01533066,0.00000000,0.00026344,0.42471745,0.42224856,0.23027541
-5.45972986,0.79211574,0.01543751,0.00000000,0.00028273,0.42986425,0.42432355,0.23726860
-5.45372686,0.81004319,0.01575380,0.00000000,0.00030844,0.43794134,0.42993025,0.24615447
-5.44772386,0.83427452,0.01626593,0.00000000,0.00034059,0.44881806,0.43896665,0.25678606
-5.44172086,0.86437404,0.01695848,0.00000000,0.00037919,0.46232192,0.45127249,0.26899648
-5.43571786,0.89984249,0.01781431,0.00000000,0.00042421,0.47823863,0.46662903,0.28260079
-5.42971486,0.94012299,0.01881470,0.00000000,0.00047560,0.49631355,0.48476081,0.29739828
-5.42371186,0.98460780,0.01993948,0.00000000,0.00053323,0.51625445,0.50533930,0.31317506
-5.41770885,1.03264582,0.02116726,0.00000000,0.00059689,0.53773549,0.52798830,0.32970681
-5.41170585,1.08355047,0.02247557,0.00000000,0.00066630,0.56040208,0.55229089,0.34676184
-5.40570285,1.13660795,0.02384114,0.00000000,0.00074107,0.58387657,0.57779768,0.36410409
-5.39969985,1.19108558,0.02524014,0.00000000,0.00082067,0.60776458,0.60403601,0.38149624
-5.39369685,1.24624035,0.02664849,0.00000000,0.00090447,0.63166168,0.63051991,0.39870281
-5.38769385,1.30132735,0.02804214,0.00000000,0.00099170,0.65516039,0.65676039,0.41549313
-5.38169085,1.35560826,0.02939746,0.00000000,0.00108144,0.67785731,0.68227582,0.43164425
-5.37568784,1.40835992,0.03069152,0.00000000,0.00117267,0.69936023,0.70660214,0.44694372
-5.36968484,1.45888291,0.03190248,0.00000000,0.00126424,0.71929524,0.72930260,0.46119223
-5.36368184,1.50651030,0.03300996,0.00000000,0.00135490,0.73731367,0.74997685,0.47420618
-5.35767884,1.55061667,0.03399541,0.00000000,0.00144333,0.75309889,0.76826925,0.48582005
-5.35167584,1.59062736,0.03484240,0.00000000,0.00152816,0.76637282,0.78387626,0.49588876
-5.34567284,1.62602803,0.03553704,0.00000000,0.00160801,0.77690220,0.79655276,0.50428988
-5.33966983,1.65637457,0.03606822,0.00000000,0.00168152,0.78450452,0.80611745,0.51092576
-5.33366683,1.68130315,0.03642793,0.00000000,0.00174740,0.78905339,0.81245710,0.51572564
-5.32766383,1.70054029,0.03661148,0.00000000,0.00180444,0.79048351,0.81552981,0.51864753
-5.32166083,1.71391290,0.03661772,0.00000000,0.00185161,0.78879485,0.81536726,0.51968004
-5.31565783,1.72135770,0.03644915,0.00000000,0.00188803,0.78405600,0.81207593,0.51884399
-5.30965483,1.72292994,0.03611204,0.00000000,0.00191306,0.77640658,0.80583740,0.51619376
-5.30365183,1.71881088,0.03561641,0.00000000,0.00192627,0.76605841,0.79690755,0.51181829
-5.29764882,1.70931372,0.03497600,0.00000000,0.00192753,0.75329545,0.78561501,0.50584171
-5.29164582,1.69488745,0.03420812,0.00000000,0.00191695,0.73847223,0.77235838,0.49842345
-5.28564282,1.67611838,0.03333345,0.00000000,0.00189492,0.72201081,0.75760263,0.48975772
-5.27963982,1.65372885,0.03237578,0.00000000,0.00186212,0.70439605,0.74187440,0.48007246
-5.27363682,1.62857300,0.03136157,0.00000000,0.00181945,0.68616939,0.72575623,0.46962747
-5.26763382,1.60162924,0.03031961,0.00000000,0.00176804,0.66792103,0.70987975,0.45871182
-5.26163082,1.57398953,0.02928047,0.00000000,0.00170923,0.65028068,0.69491776,0.44764054
-5.25562781,1.54684523,0.02827593,0.00000000,0.00164447,0.63390702,0.68157526,0.43675050
-5.24962481,1.52146987,0.02733844,0.00000000,0.00157536,0.61947617,0.67057946,0.42639559
-5.24362181,1.49919881,0.02650040,0.00000000,0.00150350,0.60766923,0.66266872,0.41694121
-5.23761881,1.48140634,0.02579361,0.00000000,0.00143054,0.59915929,0.65858075,0.40875821
-5.23161581,1.46948030,0.02524852,0.00000000,0.00135806,0.59459821,0.65903988,0.40221624
-5.22561281,1.46479495,0.02489362,0.00000000,0.00128757,0.59460333,0.66474379,0.39767684
-5.21960980,1.46868234,0.02475480,0.00000000,0.00122043,0.59974444,0.67634973,0.39548615
-5.21360680,1.48240282,0.02485477,0.00000000,0.00115783,0.61053130,0.69446048,0.39596753
-5.20760380,1.50711528,0.02521245,0.00000000,0.00110079,0.62740182,0.71961019,0.39941424
-5.20160080,1.54384750,0.02584254,0.00000000,0.00105008,0.65071123,0.75225048,0.40608213
-5.19559780,1.59346738,0.02675507,0.00000000,0.00100627,0.68072233,0.79273688,0.41618275
-5.18959480,1.65665549,0.02795502,0.00000000,0.00096969,0.71759689,0.84131595,0.42987682
-5.18359180,1.73387962,0.02944208,0.00000000,0.00094043,0.76138850,0.89811343,0.44726821
-5.17758879,1.82537176,0.03121045,0.00000000,0.00091837,0.81203683,0.96312356,0.46839872
-5.17158579,1.93110826,0.03324877,0.00000000,0.00090319,0.86936341,1.03620002,0.49324361
-5.16558279,2.05079362,0.03554011,0.00000000,0.00089438,0.93306912,1.11704868,0.52170816
-5.15957979,2.18384862,0.03806209,0.00000000,0.00089132,1.00273336,1.20522256,0.55362532
-5.15357679,2.32940323,0.04078713,0.00000000,0.00089322,1.07781514,1.30011933,0.58875458
-5.14757379,2.48629501,0.04368273,0.00000000,0.00089923,1.15765603,1.40098148,0.62678228
-5.14157079,2.65307335,0.04671193,0.00000000,0.00090844,1.24148528,1.50689970,0.66732333
-5.13556778,2.82801026,0.04983387,0.00000000,0.00091992,1.32842708,1.61681949,0.70992463
-5.12956478,3.00911785,0.05300436,0.00000000,0.00093275,1.41751006,1.72955139,0.75407007
-5.12356178,3.19417285,0.05617669,0.00000000,0.00094603,1.50767921,1.84378475,0.79918733
-5.11755878,3.38074837,0.05930238,0.00000000,0.00095892,1.59781016,1.95810539,0.84465638
-5.11155578,3.56625260,0.06233212,0.00000000,0.00097065,1.68672579,2.07101671,0.88981972
-5.10555278,3.74797419,0.06521668,0.00000000,0.00098056,1.77321517,2.18096451,0.93399418
-5.09954977,3.92313382,0.06790790,0.00000000,0.00098806,1.85605452,2.28636477,0.97648412
-5.09354677,4.08894079,0.07035968,0.00000000,0.00099269,1.93402998,2.38563429,1.01659588
-5.08754377,4.24265366,0.07252899,0.00000000,0.00099409,2.00596182,2.47722334,1.05365307
-5.08154077,4.38164340,0.07437676,0.00000000,0.00099199,2.07072948,2.55964963,1.08701234
-5.07553777,4.50345721,0.07586885,0.00000000,0.00098625,2.12729690,2.63153276,1.11607920
-5.06953477,4.60588117,0.07697677,0.00000000,0.00097678,2.17473747,2.69162794,1.14032340
-5.06353177,4.68699953,0.07767841,0.00000000,0.00096362,2.21225767,2.73885816,1.15929330
-5.05752876,4.74524863,0.07795854,0.00000000,0.00094686,2.23921872,2.77234341,1.17262881
-5.05152576,4.77946308,0.07780920,0.00000000,0.00092665,2.25515530,2.79142596,1.18007216
-5.04552276,4.78891249,0.07722991,0.00000000,0.00090320,2.25979060,2.79569066,1.18147631
-5.03951976,4.77332688,0.07622764,0.00000000,0.00087676,2.25304690,2.78497926,1.17681031
-5.03351676,4.73290943,0.07481666,0.00000000,0.00084761,2.23505107,2.75939800,1.16616147
-5.02751376,4.66833567,0.07301814,0.00000000,0.00081606,2.20613458,2.71931799,1.14973410
-5.02151076,4.58073874,0.07085961,0.00000000,0.00078242,2.16682771,2.66536811,1.12784475
-5.01550775,4.47168082,0.06837419,0.00000000,0.00074703,2.11784794,2.59842040,1.10091391
-5.00950475,4.34311151,0.06559982,0.00000000,0.00071022,2.06008273,2.51956841,1.06945467
-5.00350175,4.19731447,0.06257820,0.00000000,0.00067233,1.99456705,2.43009904,1.03405832
-4.99749875,4.03684415,0.05935378,0.00000000,0.00063369,1.92245648,2.33145882,0.99537779
-4.99149575,3.86445479,0.05597265,0.00000000,0.00059463,1.84499666,2.22521584,0.95410914
-4.98549275,3.68302439,0.05248147,0.00000000,0.00055545,1.76349007,2.11301874,0.91097203
-4.97948974,3.49547640,0.04892634,0.00000000,0.00051646,1.67926154,1.99655400,0.86668981
-4.97348674,3.30470193,0.04535185,0.00000000,0.00047794,1.59362346,1.87750341,0.82196990
-4.96748374,3.11348541,0.04180014,0.00000000,0.00044016,1.50784215,1.75750293,0.77748530
-4.96148074,2.92443621,0.03831008,0.00000000,0.00040337,1.42310646,1.63810453,0.73385771
-4.95547774,2.73992858,0.03491665,0.00000000,0.00036779,1.34049976,1.52074227,0.69164299
-4.94947474,2.56205177,0.03165042,0.00000000,0.00033361,1.26097620,1.40670347,0.65131935
-4.94347174,2.39257164,0.02853720,0.00000000,0.00030102,1.18534200,1.29710611,0.61327854
-4.93746873,2.23290473,0.02559783,0.00000000,0.00027014,1.11424226,1.19288255,0.57782034
-4.93146573,2.08410501,0.02284820,0.00000000,0.00024110,1.04815358,1.09477015,0.54515034
-4.92546273,1.94686308,0.02029928,0.00000000,0.00021397,0.98738241,1.00330839,0.51538087
-4.91945973,1.82151712,0.01795740,0.00000000,0.00018881,0.93206905,0.91884242,0.48853502
-4.91345673,1.70807435,0.01582459,0.00000000,0.00016563,0.88219666,0.84153224,0.46455323
-4.90745373,1.60624160,0.01389894,0.00000000,0.00014444,0.83760491,0.77136684,0.44330221
-4.90145073,1.51546310,0.01217516,0.00000000,0.00012521,0.79800724,0.70818239,0.42458562
-4.89544772,1.43496363,0.01064502,0.00000000,0.00010787,0.76301106,0.65168346,0.40815600
-4.88944472,1.36379506,0.00929798,0.00000000,0.00009236,0.73213985,0.60146625,0.39372752
-4.88344172,1.30088431,0.00812166,0.00000000,0.00007859,0.70485633,0.55704275,0.38098885
-4.87743872,1.24508080,0.00710237,0.00000000,0.00006644,0.68058566,0.51786501,0.36961594
-4.87143572,1.19520193,0.00622563,0.00000000,0.00005582,0.65873796,0.48334856,0.35928396
-4.86543272,1.15007496,0.00547662,0.00000000,0.00004658,0.63872938,0.45289421,0.34967831
-4.85942971,1.10857433,0.00484054,0.00000000,0.00003863,0.62000101,0.42590779,0.34050420
-4.85342671,1.06965338,0.00430297,0.00000000,0.00003182,0.60203524,0.40181724,0.33149476
-4.84742371,1.03237004,0.00385016,0.00000000,0.00002604,0.58436920,0.38008677,0.32241732
-4.84142071,0.99590612,0.00346923,0.00000000,0.00002116,0.56660499,0.36022803,0.31307800
-4.83541771,0.95958027,0.00314836,0.00000000,0.00001709,0.54841673,0.34180827,0.30332450
-4.82941471,0.92285467,0.00287688,0.00000000,0.00001370,0.52955444,0.32445538,0.29304719
-4.82341171,0.88533612,0.00264536,0.00000000,0.00001091,0.50984486,0.30786037,0.28217859
-4.81740870,0.84677186,0.00244557,0.00000000,0.00000863,0.48918949,0.29177721,0.27069153
-4.81140570,0.80704095,0.00227053,0.00000000,0.00000678,0.46756034,0.27602061,0.25859597
-4.80540270,0.76614207,0.00211444,0.00000000,0.00000529,0.44499342,0.26046198,0.24593497
-4.79939970,0.72417840,0.00197255,0.00000000,0.00000410,0.42158085,0.24502396,0.23277983
-4.79339670,0.68134060,0.00184116,0.00000000,0.00000316,0.39746159,0.22967401,0.21922481
-4.78739370,0.63788864,0.00171745,0.00000000,0.00000241,0.37281162,0.21441725,0.20538150
-4.78139070,0.59413323,0.00159936,0.00000000,0.00000183,0.34783371,0.19928908,0.19137324
-4.77538769,0.55041769,0.00148552,0.00000000,0.00000138,0.32274735,0.18434776,0.17732969
-4.76938469,0.50710068,0.00137511,0.00000000,0.00000103,0.29777916,0.16966733,0.16338169
-4.76338169,0.46454053,0.00126772,0.00000000,0.00000077,0.27315398,0.15533094,0.14965666
-4.75737869,0.42308135,0.00116332,0.00000000,0.00000057,0.24908709,0.14142494,0.13627464
-4.75137569,0.38304143,0.00106207,0.00000000,0.00000041,0.22577751,0.12803375,0.12334492
-4.74537269,0.34470391,0.00096432,0.00000000,0.00000030,0.20340271,0.11523562,0.11096349
-4.73936968,0.30830989,0.00087050,0.00000000,0.00000022,0.18211457,0.10309927,0.09921118
-4.73336668,0.27405395,0.00078105,0.00000000,0.00000016,0.16203685,0.09168148,0.08815258
-4.72736368,0.24208184,0.00069641,0.00000000,0.00000011,0.14326377,0.08102556,0.07783556
-4.72136068,0.21249030,0.00061696,0.00000000,0.00000008,0.12585993,0.07116061,0.06829150
-4.71535768,0.18532864,0.00054298,0.00000000,0.00000006,0.10986125,0.06210146,0.05953597
-4.70935468,0.16060181,0.00047470,0.00000000,0.00000004,0.09527671,0.05384925,0.05156995
-4.70335168,0.13827465,0.00041219,0.00000000,0.00000003,0.08209092,0.04639248,0.04438132
-4.69734867,0.11827699,0.00035548,0.00000000,0.00000002,0.07026710,0.03970843,0.03794657
-4.69134567,0.10050930,0.00030446,0.00000000,0.00000001,0.05975043,0.03376483,0.03223277
-4.68534267,0.08484854,0.00025895,0.00000000,0.00000001,0.05047158,0.02852162,0.02719945
-4.67933967,0.07115404,0.00021871,0.00000000,0.00000001,0.04235019,0.02393288,0.02280057
-4.67333667,0.05927311,0.00018343,0.00000000,0.00000000,0.03529824,0.01994853,0.01898630
-4.66733367,0.04904622,0.00015276,0.00000000,0.00000000,0.02922316,0.01651611,0.01570476
-4.66133067,0.04031164,0.00012633,0.00000000,0.00000000,0.02403068,0.01358228,0.01290346
-4.65532766,0.03290945,0.00010373,0.00000000,0.00000000,0.01962720,0.01109412,0.01053060
-4.64932466,0.02668487,0.00008457,0.00000000,0.00000000,0.01592184,0.00900030,0.00853613
-4.64332166,0.02149082,0.00006846,0.00000000,0.00000000,0.01282807,0.00725195,0.00687257
-4.63731866,0.01718994,0.00005502,0.00000000,0.00000000,0.01026484,0.00580331,0.00549562
-4.63131566,0.01365588,0.00004391,0.00000000,0.00000000,0.00815751,0.00461223,0.00436461
-4.62531266,0.01077408,0.00003479,0.00000000,0.00000000,0.00643827,0.00364042,0.00344267
-4.61930965,0.00844204,0.00002737,0.00000000,0.00000000,0.00504636,0.00285357,0.00269686
-4.61330665,0.00656921,0.00002138,0.00000000,0.00000000,0.00392805,0.00222134,0.00209809
-4.60730365,0.00507656,0.00001658,0.00000000,0.00000000,0.00303640,0.00171721,0.00162102
-4.60130065,0.00389592,0.00001277,0.00000000,0.00000000,0.00233087,0.00131828,0.00124377
-4.59529765,0.00296911,0.00000976,0.00000000,0.00000000,0.00177683,0.00100498,0.00094771
-4.58929465,0.00224706,0.00000741,0.00000000,0.00000000,0.00134505,0.00076081,0.00071711
-4.58329165,0.00168875,0.00000558,0.00000000,0.00000000,0.00101109,0.00057193,0.00053884
-4.57728864,0.00126031,0.00000418,0.00000000,0.00000000,0.00075473,0.00042694,0.00040207
-4.57128564,0.00093399,0.00000310,0.00000000,0.00000000,0.00055942,0.00031647,0.00029792
-4.56528264,0.00068731,0.00000229,0.00000000,0.00000000,0.00041175,0.00023294,0.00021921
-4.55927964,0.00050224,0.00000168,0.00000000,0.00000000,0.00030093,0.00017025,0.00016016
-4.55327664,0.00036442,0.00000122,0.00000000,0.00000000,0.00021839,0.00012356,0.00011620
-4.54727364,0.00026256,0.00000088,0.00000000,0.00000000,0.00015737,0.00008904,0.00008371
-4.54127064,0.00018784,0.00000063,0.00000000,0.00000000,0.00011260,0.00006371,0.00005988
-4.53526763,0.00013344,0.00000045,0.00000000,0.00000000,0.00008000,0.00004527,0.00004253
-4.52926463,0.00009412,0.00000032,0.00000000,0.00000000,0.00005644,0.00003193,0.00003000
-4.52326163,0.00006592,0.00000022,0.00000000,0.00000000,0.00003953,0.00002237,0.00002101
-4.51725863,0.00004584,0.00000015,0.00000000,0.00000000,0.00002749,0.00001556,0.00001461
-4.51125563,0.00003165,0.00000011,0.00000000,0.00000000,0.00001899,0.00001074,0.00001009
-4.50525263,0.00002170,0.00000007,0.00000000,0.00000000,0.00001302,0.00000737,0.00000691
-4.49924962,0.00001477,0.00000005,0.00000000,0.00000000,0.00000886,0.00000502,0.00000471
-4.49324662,0.00000998,0.00000003,0.00000000,0.00000000,0.00000599,0.00000339,0.00000318
-4.48724362,0.00000670,0.00000002,0.00000000,0.00000000,0.00000402,0.00000228,0.00000213
-4.48124062,0.00000446,0.00000002,0.00000000,0.00000000,0.00000268,0.00000152,0.00000142
-4.47523762,0.00000295,0.00000001,0.00000000,0.00000000,0.00000177,0.00000100,0.00000094
-4.46923462,0.00000194,0.00000001,0.00000000,0.00000000,0.00000116,0.00000066,0.00000062
-4.46323162,0.00000127,0.00000000,0.00000000,0.00000000,0.00000076,0.00000043,0.00000040
-4.45722861,0.00000082,0.00000000,0.00000000,0.00000000,0.00000049,0.00000028,0.00000026
-4.45122561,0.00000053,0.00000000,0.00000000,0.00000000,0.00000032,0.00000018,0.00000017
-4.44522261,0.00000034,0.00000000,0.00000000,0.00000000,0.00000020,0.00000011,0.00000011
-4.43921961,0.00000021,0.00000000,0.00000000,0.00000000,0.00000013,0.00000007,0.00000007
-4.43321661,0.00000013,0.00000000,0.00000000,0.00000000,0.00000008,0.00000005,0.00000004
-4.42721361,0.00000008,0.00000000,0.00000000,0.00000000,0.00000005,0.00000003,0.00000003
-4.42121061,0.00000005,0.00000000,0.00000000,0.00000000,0.00000003,0.00000002,0.00000002
-4.41520760,0.00000003,0.00000000,0.00000000,0.00000000,0.00000002,0.00000001,0.00000001
-4.40920460,0.00000002,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000001
-4.40320160,0.00000001,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000
-4.39719860,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.39119560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.38519260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.37918959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.37318659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.36718359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.36118059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.35517759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.34917459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.34317159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.33716858,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.33116558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.32516258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.31915958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.31315658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.30715358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
