energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.36368184,1.31914561,0.61195056,0.12888602,0.03549854,0.13782422,0.01936571,0.65456772,0.41966276,0.10717058
-5.35767884,1.35786316,0.62737847,0.13299101,0.03675638,0.14126143,0.02016513,0.67319634,0.43108931,0.11062904
-5.35167584,1.39009689,0.63966178,0.13641012,0.03780536,0.14398720,0.02087458,0.68869876,0.44042403,0.11368458
-5.34567284,1.41499432,0.64837742,0.13905363,0.03862048,0.14590820,0.02148564,0.70065320,0.44735525,0.11629264
-5.33966983,1.43191417,0.65319722,0.14085137,0.03918182,0.14695258,0.02199319,0.70874421,0.45163595,0.11842926
-5.33366683,1.44044732,0.65389682,0.14175486,0.03947517,0.14707194,0.02239577,0.71277291,0.45309034,0.12009285
-5.32766383,1.44043002,0.65036095,0.14173874,0.03949240,0.14624246,0.02269583,0.71266342,0.45161802,0.12130521
-5.32166083,1.43194855,0.64258489,0.14080142,0.03923168,0.14446519,0.02289991,0.70846490,0.44719559,0.12211177
-5.31565783,1.41533533,0.63067212,0.13896491,0.03869749,0.14176542,0.02301857,0.70034939,0.43987562,0.12258095
-5.30965483,1.39115629,0.61482833,0.13627387,0.03790039,0.13819133,0.02306624,0.68860524,0.42978312,0.12280267
-5.30365183,1.36019036,0.59535200,0.13279394,0.03685660,0.13381176,0.02306084,0.67362657,0.41710968,0.12288605
-5.29764882,1.32340155,0.57262217,0.12860928,0.03558741,0.12871344,0.02302336,0.65589926,0.40210555,0.12295624
-5.29164582,1.28190519,0.54708395,0.12381968,0.03411838,0.12299766,0.02297720,0.63598374,0.38507009,0.12315065
-5.28564282,1.23692943,0.51923235,0.11853712,0.03247852,0.11677656,0.02294740,0.61449571,0.36634091,0.12361452
-5.27963982,1.18977373,0.48959534,0.11288210,0.03069928,0.11016933,0.02295989,0.59208522,0.34628248,0.12449607
-5.27363682,1.14176612,0.45871665,0.10697985,0.02881359,0.10329827,0.02304051,0.56941527,0.32527435,0.12594136
-5.26763382,1.09422070,0.42713923,0.10095652,0.02685487,0.09628507,0.02321413,0.54714046,0.30369980,0.12808906
-5.26163082,1.04839727,0.39538995,0.09493563,0.02485610,0.08924734,0.02350370,0.52588687,0.28193521,0.13106525
-5.25562781,1.00546445,0.36396593,0.08903478,0.02284896,0.08229557,0.02392939,0.50623355,0.26034056,0.13497858
-5.24962481,0.96646752,0.33332320,0.08336280,0.02086313,0.07553056,0.02450773,0.48869659,0.23925149,0.13991580
-5.24362181,0.93230226,0.30386776,0.07801747,0.01892568,0.06904143,0.02525094,0.47371608,0.21897298,0.14593792
-5.23761881,0.90369526,0.27594925,0.07308377,0.01706064,0.06290428,0.02616631,0.46164641,0.19977493,0.15307725
-5.23161581,0.88119137,0.24985736,0.06863276,0.01528870,0.05718133,0.02725581,0.45275024,0.18188966,0.16133528
-5.22561281,0.86514835,0.22582069,0.06472109,0.01362713,0.05192083,0.02851583,0.44719600,0.16551108,0.17068158
-5.21960980,0.85573860,0.20400795,0.06139108,0.01208977,0.04715728,0.02993709,0.44505911,0.15079571,0.18105390
-5.21360680,0.85295757,0.18453118,0.05867132,0.01068721,0.04291229,0.03150483,0.44632647,0.13786500,0.19235934
-5.20760380,0.85663816,0.16745060,0.05657778,0.00942702,0.03919570,0.03319911,0.45090413,0.12680897,0.20447662
-5.20160080,0.86647031,0.15278068,0.05511529,0.00831416,0.03600701,0.03499535,0.45862743,0.11769059,0.21725953
-5.19559780,0.88202468,0.14049699,0.05427926,0.00735132,0.03333700,0.03686500,0.46927332,0.11055080,0.23054128
-5.18959480,0.90277930,0.13054345,0.05405762,0.00653945,0.03116939,0.03877639,0.48257409,0.10541371,0.24413971
-5.18359180,0.92814802,0.12283950,0.05443287,0.00587813,0.02948254,0.04069570,0.49823203,0.10229166,0.25786316
-5.17758879,0.95750934,0.11728699,0.05538404,0.00536609,0.02825100,0.04258798,0.51593411,0.10118993,0.27151676
-5.17158579,0.99023458,0.11377634,0.05688857,0.00500158,0.02744696,0.04441826,0.53536631,0.10211067,0.28490894
-5.16558279,1.02571401,0.11219179,0.05892399,0.00478271,0.02704144,0.04615262,0.55622682,0.10505607,0.29785777
-5.15957979,1.06337996,0.11241564,0.06146930,0.00470778,0.02700524,0.04775926,0.57823747,0.11003038,0.31019702
-5.15357679,1.10272603,0.11433135,0.06450601,0.00477550,0.02730965,0.04920944,0.60115310,0.11704083,0.32178159
-5.14757379,1.14332145,0.11782540,0.06801885,0.00498510,0.02792687,0.05047836,0.62476829,0.12609730,0.33249197
-5.14157079,1.18482033,0.12278812,0.07199604,0.00533641,0.02883016,0.05154582,0.64892132,0.13721089,0.34223776
-5.13556778,1.22696527,0.12911341,0.07642911,0.00582987,0.02999378,0.05239677,0.67349512,0.15039129,0.35095980
-5.12956478,1.26958552,0.13669765,0.08131240,0.00646640,0.03139272,0.05302160,0.69841530,0.16564323,0.35863100
-5.12356178,1.31258980,0.14543789,0.08664221,0.00724728,0.03300229,0.05341628,0.72364542,0.18296220,0.36525576
-5.11755878,1.35595442,0.15522962,0.09241554,0.00817395,0.03479765,0.05358225,0.74917976,0.20232956,0.37086801
-5.11155578,1.39970739,0.16596427,0.09862870,0.00924773,0.03675321,0.05352614,0.77503410,0.22370737,0.37552794
-5.10555278,1.44390952,0.17752676,0.10527575,0.01046959,0.03884218,0.05325928,0.80123501,0.24703338,0.37931766
-5.09954977,1.48863375,0.18979337,0.11234682,0.01183984,0.04103613,0.05279716,0.82780840,0.27221623,0.38233599
-5.09354677,1.53394385,0.20262997,0.11982660,0.01335788,0.04330464,0.05215866,0.85476790,0.29913139,0.38469257
-5.08754377,1.57987386,0.21589103,0.12769284,0.01502189,0.04561520,0.05136530,0.88210393,0.32761813,0.38650172
-5.08154077,1.62640962,0.22941941,0.13591523,0.01682867,0.04793323,0.05044038,0.90977406,0.35747764,0.38787639
-5.07553777,1.67347340,0.24304704,0.14445452,0.01877340,0.05022240,0.04940821,0.93769534,0.38847274,0.38892235
-5.06953477,1.72091275,0.25659660,0.15326217,0.02084957,0.05244501,0.04829333,0.96573918,0.42032919,0.38973312
-5.06353177,1.76849438,0.26988410,0.16228032,0.02304889,0.05456276,0.04711984,0.99372904,0.45273883,0.39038580
-5.05752876,1.81590337,0.28272232,0.17144247,0.02536138,0.05653752,0.04591078,1.02144130,0.48536447,0.39093803
-5.05152576,1.86274814,0.29492499,0.18067448,0.02777537,0.05833232,0.04468769,1.04860932,0.51784652,0.39142627
-5.04552276,1.90857078,0.30631150,0.18989618,0.03027778,0.05991240,0.04347026,1.07493055,0.54981126,0.39186533
-5.03951976,1.95286238,0.31671193,0.19902337,0.03285430,0.06124626,0.04227610,1.10007634,0.58088037,0.39224937
-5.03351676,1.99508260,0.32597213,0.20797018,0.03548973,0.06230671,0.04112068,1.12370407,0.61068154,0.39255401
-5.02751376,2.03468232,0.33395867,0.21665172,0.03816830,0.06307179,0.04001730,1.14547091,0.63885972,0.39273965
-5.02151076,2.07112822,0.34056327,0.22498677,0.04087407,0.06352558,0.03897716,1.16504849,0.66508851,0.39275561
-5.01550775,2.10392800,0.34570664,0.23290055,0.04359131,0.06365872,0.03800954,1.18213782,0.68908132,0.39254484
-5.00950475,2.13265461,0.34934133,0.24032732,0.04630488,0.06346882,0.03712195,1.19648349,0.71060177,0.39204900
-5.00350175,2.15696839,0.35145369,0.24721267,0.04900054,0.06296054,0.03632030,1.20788654,0.72947276,0.39121354
-4.99749875,2.17663565,0.35206452,0.25351542,0.05166528,0.06214540,0.03560907,1.21621520,0.74558391,0.38999238
-4.99149575,2.19154283,0.35122869,0.25920900,0.05428751,0.06104136,0.03499147,1.22141306,0.75889694,0.38835212
-4.98549275,2.20170523,0.34903352,0.26428223,0.05685715,0.05967221,0.03446949,1.22350407,0.76944853,0.38627537
-4.97948974,2.20726993,0.34559603,0.26873939,0.05936575,0.05806668,0.03404395,1.22259417,0.77735073,0.38376302
-4.97348674,2.20851266,0.34105938,0.27259969,0.06180633,0.05625748,0.03371452,1.21886948,0.78278848,0.38083548
-4.96748374,2.20582861,0.33558832,0.27589602,0.06417328,0.05428020,0.03347961,1.21259106,0.78601450,0.37753259
-4.96148074,2.19971780,0.32936424,0.27867303,0.06646206,0.05217220,0.03333635,1.20408650,0.78734154,0.37391245
-4.95547774,2.19076554,0.32257969,0.28098483,0.06866892,0.04997150,0.03328042,1.19373873,0.78713222,0.37004911
-4.94947474,2.17961891,0.31543288,0.28289206,0.07079045,0.04771578,0.03330597,1.18197250,0.78578679,0.36602924
-4.94347174,2.16696053,0.30812217,0.28445881,0.07282323,0.04544140,0.03340554,1.16923921,0.78372930,0.36194811
-4.93746873,2.15348051,0.30084083,0.28574933,0.07476337,0.04318269,0.03357000,1.15600065,0.78139258,0.35790496
-4.93146573,2.13984823,0.29377228,0.28682470,0.07660612,0.04097131,0.03378850,1.14271242,0.77920260,0.35399807
-4.92546273,2.12668483,0.28708579,0.28773975,0.07834551,0.03883586,0.03404859,1.12980757,0.77756282,0.35031987
-4.91945973,2.11453780,0.28093288,0.28854017,0.07997408,0.03680155,0.03433631,1.11768126,0.77683906,0.34695216
-4.91345673,2.10385866,0.27544444,0.28926012,0.08148269,0.03489020,0.03463641,1.10667679,0.77734553,0.34396187
-4.90745373,2.09498457,0.27072848,0.28992032,0.08286042,0.03312020,0.03493259,1.09707373,0.77933242,0.34139746
-4.90145073,2.08812450,0.26686863,0.29052683,0.08409464,0.03150668,0.03520791,1.08907830,0.78297567,0.33928612
-4.89544772,2.08335054,0.26392323,0.29107043,0.08517116,0.03006173,0.03544510,1.08281648,0.78836925,0.33763199
-4.88944472,2.08059447,0.26192513,0.29152667,0.08607452,0.02879459,0.03562710,1.07832990,0.79552016,0.33641532
-4.88344172,2.07964964,0.26088184,0.29185671,0.08678834,0.02771197,0.03573746,1.07557464,0.80434661,0.33559269
-4.87743872,2.08017799,0.26077627,0.29200874,0.08729588,0.02681819,0.03576082,1.07442290,0.81467913,0.33509831
-4.87143572,2.08172180,0.26156783,0.29191990,0.08758053,0.02611536,0.03568341,1.07466747,0.82626495,0.33484612
-4.86543272,2.08371970,0.26319380,0.29151888,0.08762647,0.02560350,0.03549339,1.07602874,0.83877524,0.33473276
-4.85942971,2.08552620,0.26557112,0.29072869,0.08741924,0.02528052,0.03518131,1.07816399,0.85181517,0.33464126
-4.85342671,2.08643404,0.26859829,0.28946990,0.08694644,0.02514223,0.03474034,1.08067867,0.86493631,0.33444515
-4.84742371,2.08569857,0.27215766,0.28766385,0.08619827,0.02518224,0.03416648,1.08313933,0.87765104,0.33401293
-4.84142071,2.08256318,0.27611788,0.28523598,0.08516809,0.02539185,0.03345876,1.08508762,0.88944845,0.33321266
-4.83541771,2.07628505,0.28033663,0.28211896,0.08385287,0.02575990,0.03261915,1.08605511,0.89981114,0.33191651
-4.82941471,2.06616033,0.28466350,0.27825566,0.08225351,0.02627274,0.03165260,1.08557837,0.90823230,0.33000515
-4.82341171,2.05154788,0.28894327,0.27360174,0.08037516,0.02691417,0.03056677,1.08321389,0.91423261,0.32737167
-4.81740870,2.03189093,0.29301918,0.26812773,0.07822723,0.02766550,0.02937189,1.07855230,0.91737610,0.32392513
-4.81140570,2.00673602,0.29673658,0.26182070,0.07582347,0.02850568,0.02808034,1.07123157,0.91728467,0.31959346
-4.80540270,1.97574853,0.29994659,0.25468531,0.07318175,0.02941165,0.02670634,1.06094879,0.91365058,0.31432569
-4.79939970,1.93872460,0.30250989,0.24674426,0.07032383,0.03035867,0.02526547,1.04747003,0.90624652,0.30809354
-4.79339670,1.89559898,0.30430045,0.23803816,0.06727498,0.03132094,0.02377429,1.03063818,0.89493298,0.30089218
-4.78739370,1.84644874,0.30520924,0.22862478,0.06406348,0.03227223,0.02224983,1.01037848,0.87966261,0.29274040
-4.78139070,1.79149290,0.30514757,0.21857778,0.06072008,0.03318661,0.02070916,0.98670156,0.86048160,0.28367999
-4.77538769,1.73108789,0.30405029,0.20798499,0.05727739,0.03403937,0.01916898,0.95970403,0.83752789,0.27377455
-4.76938469,1.66571949,0.30187836,0.19694622,0.05376920,0.03480779,0.01764527,0.92956658,0.81102664,0.26310778
-4.76338169,1.59599125,0.29862099,0.18557081,0.05022986,0.03547208,0.01615291,0.89654979,0.78128297,0.25178121
-4.75737869,1.52261018,0.29429699,0.17397501,0.04669360,0.03601612,0.01470546,0.86098786,0.74867253,0.23991169
-4.75137569,1.44637014,0.28895550,0.16227914,0.04319392,0.03642825,0.01331494,0.82328039,0.71363018,0.22762850
-4.74537269,1.36813364,0.28267580,0.15060496,0.03976304,0.03670179,0.01199171,0.78388283,0.67663741,0.21507038
-4.73936968,1.28881265,0.27556629,0.13907294,0.03643138,0.03683550,0.01074440,0.74329567,0.63820897,0.20238247
-4.73336668,1.20934905,0.26776267,0.12779995,0.03322720,0.03683373,0.00957989,0.70205294,0.59887924,0.18971328
-4.72736368,1.13069542,0.25942516,0.11689705,0.03017624,0.03670650,0.00850341,0.66071036,0.55918882,0.17721179
-4.72136068,1.05379661,0.25073509,0.10646776,0.02730152,0.03646918,0.00751860,0.61983353,0.51967191,0.16502472
-4.71535768,0.97957257,0.24189066,0.09660663,0.02462322,0.03614208,0.00662766,0.57998643,0.48084474,0.15329407
-4.70935468,0.90890285,0.23310219,0.08739826,0.02215864,0.03574980,0.00583155,0.54172059,0.44319538,0.14215487
-4.70335168,0.84261296,0.22458688,0.07891665,0.01992224,0.03532030,0.00513013,0.50556508,0.40717519,0.13173332
-4.69734867,0.78146267,0.21656328,0.07122496,0.01792577,0.03488398,0.00452239,0.47201758,0.37319206,0.12214516
-4.69134567,0.72613646,0.20924562,0.06437559,0.01617842,0.03447253,0.00400665,0.44153651,0.34160531,0.11349436
-4.68534267,0.67723579,0.20283818,0.05841045,0.01468702,0.03411778,0.00358070,0.41453434,0.31272234,0.10587209
-4.67933967,0.63527331,0.19752990,0.05336146,0.01345623,0.03385053,0.00324201,0.39137205,0.28679682,0.09935593
-4.67333667,0.60066866,0.19348930,0.04925119,0.01248876,0.03369943,0.00298782,0.37235469,0.26402830,0.09400929
-4.66733367,0.57374562,0.19086005,0.04609348,0.01178550,0.03368999,0.00281528,0.35772790,0.24456292,0.08988102
-4.66133067,0.55473065,0.18975715,0.04389401,0.01134569,0.03384374,0.00272151,0.34767551,0.22849509,0.08700518
-4.65532766,0.54375220,0.19026397,0.04265091,0.01116698,0.03417756,0.00270365,0.34231780,0.21586978,0.08540089
-4.64932466,0.54084112,0.19243023,0.04235506,0.01124548,0.03470330,0.00275884,0.34171076,0.20668534,0.08507233
-4.64332166,0.54593168,0.19627097,0.04299038,0.01157567,0.03542756,0.00288423,0.34584589,0.20089657,0.08600886
