energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.32066380,0.15707684,0.05846685,0.00090783,0.02903940,0.00069235,0.13781935,0.09141874,0.02526466
-5.99399700,0.31385342,0.14474910,0.05910052,0.00104033,0.02690255,0.00066518,0.13521537,0.09471714,0.02500681
-5.98799400,0.31098956,0.13397690,0.06049552,0.00120581,0.02509162,0.00065889,0.13423276,0.09903785,0.02501096
-5.98199100,0.31213735,0.12484112,0.06265053,0.00140724,0.02362160,0.00067461,0.13489674,0.10440517,0.02527764
-5.97598799,0.31730257,0.11739365,0.06555240,0.00164753,0.02250229,0.00071363,0.13720684,0.11082335,0.02580241
-5.96998499,0.32643406,0.11165894,0.06917634,0.00192939,0.02173856,0.00077742,0.14113810,0.11827609,0.02657619
-5.96398199,0.33942665,0.10763584,0.07348632,0.00225521,0.02133063,0.00086768,0.14664253,0.12672645,0.02758567
-5.95797899,0.35612456,0.10529975,0.07843551,0.00262691,0.02127430,0.00098629,0.15365092,0.13611719,0.02881385
-5.95197599,0.37632528,0.10460475,0.08396696,0.00304583,0.02156124,0.00113536,0.16207489,0.14637147,0.03024067
-5.94597299,0.39978362,0.10548585,0.09001430,0.00351255,0.02217922,0.00131717,0.17180901,0.15739404,0.03184360
-5.93996998,0.42621618,0.10786108,0.09650266,0.00402674,0.02311238,0.00153415,0.18273325,0.16907276,0.03359845
-5.93396698,0.45530594,0.11163358,0.10334971,0.00458702,0.02434139,0.00178885,0.19471530,0.18128057,0.03548001
-5.92796398,0.48670709,0.11669351,0.11046684,0.00519084,0.02584369,0.00208382,0.20761315,0.19387770,0.03746283
-5.92196098,0.52004999,0.12291997,0.11776049,0.00583440,0.02759368,0.00242157,0.22127746,0.20671428,0.03952187
-5.91595798,0.55494626,0.13018279,0.12513352,0.00651255,0.02956294,0.00280445,0.23555408,0.21963319,0.04163313
-5.90995498,0.59099403,0.13834427,0.13248684,0.00721883,0.03172051,0.00323456,0.25028635,0.23247310,0.04377421
-5.90395198,0.62778317,0.14726107,0.13972094,0.00794547,0.03403317,0.00371360,0.26531741,0.24507171,0.04592470
-5.89794897,0.66490067,0.15678608,0.14673761,0.00868348,0.03646580,0.00424274,0.28049225,0.25726907,0.04806652
-5.89194597,0.70193588,0.16677043,0.15344161,0.00942285,0.03898187,0.00482250,0.29565966,0.26891091,0.05018406
-5.88594297,0.73848586,0.17706567,0.15974238,0.01015268,0.04154389,0.00545260,0.31067400,0.27985196,0.05226425
-5.87993997,0.77416047,0.18752603,0.16555562,0.01086151,0.04411403,0.00613182,0.32539678,0.28995913,0.05429637
-5.87393697,0.80858741,0.19801093,0.17080486,0.01153762,0.04665482,0.00685790,0.33969795,0.29911453,0.05627191
-5.86793397,0.84141701,0.20838747,0.17542286,0.01216935,0.04912978,0.00762739,0.35345714,0.30721816,0.05818412
-5.86193097,0.87232675,0.21853299,0.17935286,0.01274549,0.05150426,0.00843561,0.36656461,0.31419034,0.06002767
-5.85592796,0.90102544,0.22833770,0.18254959,0.01325569,0.05374615,0.00927655,0.37892212,0.31997366,0.06179812
-5.84992496,0.92725711,0.23770700,0.18498015,0.01369083,0.05582664,0.01014292,0.39044363,0.32453457,0.06349147
-5.84392196,0.95080441,0.24656370,0.18662451,0.01404338,0.05772095,0.01102611,0.40105589,0.32786435,0.06510366
-5.83791896,0.97149162,0.25484985,0.18747585,0.01430775,0.05940890,0.01191630,0.41069906,0.32997959,0.06663022
-5.83191596,0.98918715,0.26252815,0.18754062,0.01448056,0.06087546,0.01280258,0.41932713,0.33092217,0.06806597
-5.82591296,1.00380556,0.26958277,0.18683824,0.01456087,0.06211115,0.01367312,0.42690847,0.33075851,0.06940485
-5.81990995,1.01530902,0.27601959,0.18540068,0.01455035,0.06311223,0.01451542,0.43342626,0.32957841,0.07063994
-5.81390695,1.02370822,0.28186580,0.18327166,0.01445330,0.06388080,0.01531656,0.43887894,0.32749326,0.07176360
-5.80790395,1.02906268,0.28716872,0.18050571,0.01427667,0.06442471,0.01606352,0.44328063,0.32463377,0.07276780
-5.80190095,1.03148043,0.29199407,0.17716701,0.01402999,0.06475723,0.01674353,0.44666150,0.32114723,0.07364464
-5.79589795,1.03111701,0.29642343,0.17332801,0.01372513,0.06489670,0.01734445,0.44906799,0.31719444,0.07438686
-5.78989495,1.02817379,0.30055134,0.16906805,0.01337610,0.06486588,0.01785509,0.45056296,0.31294627,0.07498864
-5.78389195,1.02289560,0.30448178,0.16447170,0.01299870,0.06469135,0.01826561,0.45122555,0.30858004,0.07544627
-5.77788894,1.01556757,0.30832447,0.15962721,0.01261015,0.06440268,0.01856783,0.45115087,0.30427579,0.07575894
-5.77188594,1.00651123,0.31219095,0.15462482,0.01222871,0.06403164,0.01875553,0.45044931,0.30021250,0.07592941
-5.76588294,0.99607990,0.31619077,0.14955508,0.01187316,0.06361141,0.01882470,0.44924559,0.29656441,0.07596463
-5.75987994,0.98465333,0.32042784,0.14450726,0.01156238,0.06317573,0.01877368,0.44767732,0.29349748,0.07587619
-5.75387694,0.97263170,0.32499722,0.13956780,0.01131483,0.06275819,0.01860327,0.44589331,0.29116618,0.07568054
-5.74787394,0.96042904,0.32998246,0.13481875,0.01114811,0.06239155,0.01831676,0.44405140,0.28971051,0.07539909
-5.74187094,0.94846615,0.33545358,0.13033645,0.01107845,0.06210723,0.01791982,0.44231593,0.28925349,0.07505796
-5.73586793,0.93716310,0.34146588,0.12619023,0.01112028,0.06193485,0.01742040,0.44085495,0.28989909,0.07468758
-5.72986493,0.92693158,0.34805954,0.12244128,0.01128583,0.06190190,0.01682846,0.43983712,0.29173061,0.07432198
-5.72386193,0.91816702,0.35525995,0.11914167,0.01158473,0.06203362,0.01615572,0.43942837,0.29480952,0.07399794
-5.71785893,0.91124088,0.36307885,0.11633350,0.01202367,0.06235283,0.01541526,0.43978845,0.29917475,0.07375384
-5.71185593,0.90649295,0.37151597,0.11404826,0.01260613,0.06287992,0.01462118,0.44106740,0.30484250,0.07362849
-5.70585293,0.90422405,0.38056118,0.11230634,0.01333217,0.06363292,0.01378819,0.44340192,0.31180625,0.07365976
-5.69984992,0.90468910,0.39019668,0.11111670,0.01419829,0.06462747,0.01293115,0.44691192,0.32003724,0.07388319
-5.69384692,0.90809069,0.40039928,0.11047683,0.01519731,0.06587680,0.01206471,0.45169697,0.32948511,0.07433062
-5.68784392,0.91457321,0.41114234,0.11037279,0.01631844,0.06739172,0.01120292,0.45783306,0.34007870,0.07502884
-5.68184092,0.92421771,0.42239709,0.11077950,0.01754736,0.06918035,0.01035887,0.46536943,0.35172702,0.07599840
-5.67583792,0.93703747,0.43413337,0.11166126,0.01886643,0.07124787,0.00954439,0.47432569,0.36432017,0.07725250
-5.66983492,0.95297444,0.44631938,0.11297241,0.02025497,0.07359607,0.00876983,0.48468919,0.37773035,0.07879611
-5.66383192,0.97189660,0.45892053,0.11465818,0.02168968,0.07622278,0.00804389,0.49641280,0.39181284,0.08062533
-5.65782891,0.99359649,0.47189739,0.11665580,0.02314512,0.07912120,0.00737344,0.50941311,0.40640700,0.08272700
-5.65182591,1.01779086,0.48520275,0.11889565,0.02459428,0.08227915,0.00676355,0.52356921,0.42133728,0.08507853
-5.64582291,1.04412186,0.49877819,0.12130269,0.02600924,0.08567835,0.00621743,0.53872215,0.43641442,0.08764808
-5.63981991,1.07215978,0.51255017,0.12379793,0.02736186,0.08929366,0.00573654,0.55467525,0.45143675,0.09039499
-5.63381691,1.10140756,0.52642624,0.12630004,0.02862453,0.09309252,0.00532065,0.57119534,0.46619188,0.09327055
-5.62781391,1.13130743,0.54029160,0.12872706,0.02977091,0.09703456,0.00496802,0.58801514,0.48045874,0.09621894
-5.62181091,1.16124952,0.55400653,0.13099810,0.03077669,0.10107144,0.00467557,0.60483683,0.49401007,0.09917855
-5.61580790,1.19058281,0.56740498,0.13303511,0.03162022,0.10514713,0.00443910,0.62133700,0.50661560,0.10208346
-5.60980490,1.21862825,0.58029470,0.13476465,0.03228324,0.10919847,0.00425350,0.63717283,0.51804565,0.10486512
-5.60380190,1.24469400,0.59245925,0.13611951,0.03275133,0.11315619,0.00411298,0.65198972,0.52807557,0.10745423
-5.59779890,1.26809254,0.60366186,0.13704035,0.03301438,0.11694646,0.00401133,0.66543000,0.53649059,0.10978266
-5.59179590,1.28815941,0.61365134,0.13747710,0.03306689,0.12049267,0.00394214,0.67714283,0.54309123,0.11178554
-5.58579290,1.30427282,0.62216990,0.13739029,0.03290810,0.12371775,0.00389902,0.68679471,0.54769906,0.11340318
-5.57978989,1.31587394,0.62896244,0.13675211,0.03254208,0.12654667,0.00387587,0.69408057,0.55016261,0.11458311
-5.57378689,1.32248671,0.63378727,0.13554725,0.03197752,0.12890920,0.00386699,0.69873487,0.55036325,0.11528182
-5.56778389,1.32373680,0.63642742,0.13377352,0.03122755,0.13074273,0.00386733,0.70054230,0.54822065,0.11546642
-5.56178089,1.31936870,0.63670225,0.13144210,0.03030936,0.13199501,0.00387265,0.69934762,0.54369779,0.11511599
-5.55577789,1.30926020,0.63447854,0.12857763,0.02924369,0.13262675,0.00387960,0.69506426,0.53680500,0.11422263
-5.54977489,1.29343359,0.62968059,0.12521784,0.02805433,0.13261387,0.00388590,0.68768114,0.52760294,0.11279218
-5.54377189,1.27206290,0.62229866,0.12141305,0.02676748,0.13194930,0.00389033,0.67726732,0.51620429,0.11084450
-5.53776888,1.24547672,0.61239525,0.11722521,0.02541114,0.13064425,0.00389288,0.66397438,0.50277391,0.10841340
-5.53176588,1.21415627,0.60010878,0.11272685,0.02401448,0.12872883,0.00389469,0.64803605,0.48752741,0.10554611
-5.52576288,1.17872858,0.58565442,0.10799960,0.02260717,0.12625204,0.00389806,0.62976517,0.47072815,0.10230237
-5.51975988,1.13995478,0.56932189,0.10313265,0.02121883,0.12328094,0.00390642,0.60954795,0.45268260,0.09875310
-5.51375688,1.09871391,0.55147019,0.09822089,0.01987847,0.11989929,0.00392424,0.58783563,0.43373418,0.09497880
-5.50775388,1.05598241,0.53251946,0.09336302,0.01861396,0.11620538,0.00395690,0.56513383,0.41425579,0.09106752
-5.50175088,1.01281011,0.51294018,0.08865943,0.01745161,0.11230942,0.00401058,0.54198978,0.39464120,0.08711270
-5.49574787,0.97029325,0.49324011,0.08421007,0.01641580,0.10833034,0.00409207,0.51897798,0.37529557,0.08321075
-5.48974487,0.92954536,0.47394951,0.08011233,0.01552861,0.10439226,0.00420858,0.49668462,0.35662531,0.07945856
-5.48374187,0.89166689,0.45560500,0.07645875,0.01480954,0.10062072,0.00436751,0.47569131,0.33902771,0.07595093
-5.47773887,0.85771436,0.43873289,0.07333498,0.01427526,0.09713877,0.00457620,0.45655855,0.32288053,0.07277804
-5.47173587,0.82867003,0.42383230,0.07081764,0.01393937,0.09406308,0.00484166,0.43980948,0.30853187,0.07002297
-5.46573287,0.80541284,0.41135889,0.06897237,0.01381221,0.09150017,0.00517033,0.42591438,0.29629065,0.06775945
-5.45972986,0.78869140,0.40170951,0.06785202,0.01390065,0.08954295,0.00556775,0.41527637,0.28641787,0.06604972
-5.45372686,0.77909999,0.39520853,0.06749499,0.01420790,0.08826759,0.00603831,0.40821870,0.27911905,0.06494274
-5.44772386,0.77705800,0.39209603,0.06792386,0.01473340,0.08773086,0.00658497,0.40497399,0.27453781,0.06447269
-5.44172086,0.78279371,0.39251848,0.06914421,0.01547262,0.08796807,0.00720905,0.40567583,0.27275106,0.06465780
-5.43571786,0.79633270,0.39652204,0.07114386,0.01641696,0.08899157,0.00790995,0.41035292,0.27376569,0.06549964
-5.42971486,0.81749169,0.40404879,0.07389238,0.01755375,0.09078992,0.00868507,0.41892603,0.27751713,0.06698283
-5.42371186,0.84587786,0.41493615,0.07734110,0.01886618,0.09332788,0.00952963,0.43120795,0.28386967,0.06907518
-5.41770885,0.88089423,0.42891929,0.08142347,0.02033341,0.09654693,0.01043665,0.44690647,0.29261868,0.07172837
-5.41170585,0.92175095,0.44563694,0.08605604,0.02193075,0.10036668,0.01139701,0.46563059,0.30349479,0.07487911
-5.40570285,0.96748273,0.46464007,0.09113982,0.02362995,0.10468689,0.01239953,0.48689964,0.31616991,0.07845078
-5.39969985,1.01697200,0.48540357,0.09656223,0.02539960,0.10939012,0.01343121,0.51015550,0.33026502,0.08235554
-5.39369685,1.06897755,0.50734052,0.10219950,0.02720567,0.11434505,0.01447750,0.53477736,0.34535967,0.08649695
-5.38769385,1.12216783,0.52981855,0.10791955,0.02901215,0.11941017,0.01552269,0.56009897,0.36100280,0.09077287
-5.38169085,1.17515837,0.55217810,0.11358527,0.03078182,0.12443795,0.01655040,0.58542766,0.37672484,0.09507879
-5.37568784,1.22655186,0.57375170,0.11905806,0.03247715,0.12927922,0.01754406,0.61006486,0.39205051,0.09931135
-5.36968484,1.27498002,0.59388382,0.12420167,0.03406119,0.13378765,0.01848753,0.63332719,0.40651210,0.10337198
