energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.72386193,2.88759817,-2.88759830,0.48982772,-0.48982775,1.82150615,-1.82150622,0.00379962,-0.00379962,0.15224967,-0.15224968,0.23823423,-0.23823426,0.34402017,-0.34402019,0.01357072,-0.01357072,0.45853984,-0.45853984
-5.71785893,2.94632479,-2.94632492,0.50302783,-0.50302787,1.85157496,-1.85157503,0.00369590,-0.00369590,0.15813954,-0.15813955,0.25135540,-0.25135544,0.34922837,-0.34922839,0.01489921,-0.01489921,0.46562779,-0.46562780
-5.71185593,3.00841815,-3.00841829,0.51798331,-0.51798335,1.88321444,-1.88321451,0.00359916,-0.00359916,0.16440465,-0.16440466,0.26579092,-0.26579095,0.35462473,-0.35462475,0.01631996,-0.01631996,0.47290639,-0.47290640
-5.70585293,3.07337619,-3.07337633,0.53470213,-0.53470218,1.91616548,-1.91616554,0.00350805,-0.00350805,0.17104291,-0.17104293,0.28143741,-0.28143745,0.36018915,-0.36018917,0.01782989,-0.01782990,0.48018920,-0.48018921
-5.69984992,3.14068527,-3.14068541,0.55317135,-0.55317139,1.95018972,-1.95018978,0.00342144,-0.00342144,0.17804195,-0.17804197,0.29817282,-0.29817286,0.36589591,-0.36589593,0.01942479,-0.01942480,0.48729206,-0.48729207
-5.69384692,3.20981576,-3.20981590,0.57335357,-0.57335362,1.98506177,-1.98506182,0.00333843,-0.00333843,0.18537832,-0.18537833,0.31585791,-0.31585796,0.37171337,-0.37171339,0.02109933,-0.02109934,0.49403781,-0.49403782
-5.68784392,3.28021768,-3.28021782,0.59518378,-0.59518383,2.02056073,-2.02056079,0.00325841,-0.00325841,0.19301716,-0.19301718,0.33433804,-0.33433809,0.37760385,-0.37760388,0.02284711,-0.02284711,0.50026053,-0.50026054
-5.68184092,3.35131684,-3.35131699,0.61856651,-0.61856657,2.05646182,-2.05646187,0.00318104,-0.00318104,0.20091238,-0.20091240,0.35344521,-0.35344525,0.38352388,-0.38352390,0.02466067,-0.02466067,0.50580920,-0.50580920
-5.67583792,3.42251239,-3.42251253,0.64337381,-0.64337387,2.09252853,-2.09252858,0.00310627,-0.00310627,0.20900725,-0.20900727,0.37300033,-0.37300038,0.38942461,-0.38942464,0.02653156,-0.02653157,0.51055063,-0.51055064
-5.66983492,3.49317614,-3.49317628,0.66944403,-0.66944409,2.12850612,-2.12850617,0.00303433,-0.00303433,0.21723550,-0.21723552,0.39281585,-0.39281589,0.39525277,-0.39525280,0.02845037,-0.02845037,0.51437173,-0.51437173
-5.66383192,3.56265438,-3.56265451,0.69658174,-0.69658180,2.16411686,-2.16411690,0.00296572,-0.00296572,0.22552299,-0.22552301,0.41269846,-0.41269850,0.40095187,-0.40095189,0.03040673,-0.03040674,0.51718092,-0.51718092
-5.65782891,3.63027235,-3.63027247,0.72455886,-0.72455893,2.19905751,-2.19905755,0.00290116,-0.00290116,0.23378968,-0.23378970,0.43245215,-0.43245220,0.40646377,-0.40646380,0.03238940,-0.03238940,0.51890893,-0.51890893
-5.65182591,3.69534170,-3.69534182,0.75311706,-0.75311713,2.23299938,-2.23299942,0.00284158,-0.00284158,0.24195208,-0.24195210,0.45188140,-0.45188144,0.41173066,-0.41173069,0.03438620,-0.03438620,0.51950882,-0.51950881
-5.64582291,3.75717083,-3.75717094,0.78197144,-0.78197151,2.26559102,-2.26559105,0.00278808,-0.00278808,0.24992591,-0.24992593,0.47079444,-0.47079448,0.41669712,-0.41669715,0.03638410,-0.03638411,0.51895543,-0.51895542
-5.63981991,3.81507790,-3.81507800,0.81081545,-0.81081551,2.29646365,-2.29646367,0.00274188,-0.00274188,0.25762889,-0.25762891,0.48900666,-0.48900670,0.42131250,-0.42131252,0.03836919,-0.03836920,0.51724430,-0.51724429
-5.63381691,3.86840617,-3.86840625,0.83932689,-0.83932695,2.32523907,-2.32523909,0.00270430,-0.00270429,0.26498366,-0.26498368,0.50634394,-0.50634398,0.42553319,-0.42553321,0.04032672,-0.04032673,0.51439019,-0.51439017
-5.62781391,3.91654097,-3.91654104,0.86717488,-0.86717494,2.35153979,-2.35153980,0.00267667,-0.00267667,0.27192050,-0.27192052,0.52264592,-0.52264595,0.42932495,-0.42932498,0.04224112,-0.04224112,0.51042524,-0.51042522
-5.62181091,3.95892769,-3.95892774,0.89402735,-0.89402741,2.37500075,-2.37500076,0.00266037,-0.00266037,0.27837988,-0.27837989,0.53776900,-0.53776903,0.43266495,-0.43266498,0.04409608,-0.04409608,0.50539699,-0.50539697
-5.61580790,3.99508979,-3.99508983,0.91955909,-0.91955914,2.39528228,-2.39528228,0.00265670,-0.00265670,0.28431466,-0.28431467,0.55158916,-0.55158918,0.43554357,-0.43554359,0.04587467,-0.04587467,0.49936629,-0.49936627
-5.60980490,4.02464616,-4.02464618,0.94345970,-0.94345975,2.41208332,-2.41208331,0.00266688,-0.00266688,0.28969186,-0.28969187,0.56400422,-0.56400424,0.43796569,-0.43796572,0.04755946,-0.04755946,0.49240523,-0.49240520
-5.60380190,4.04732664,-4.04732665,0.96544143,-0.96544148,2.42515450,-2.42515449,0.00269202,-0.00269202,0.29449383,-0.29449384,0.57493579,-0.57493581,0.43995166,-0.43995168,0.04913276,-0.04913276,0.48459513,-0.48459510
-5.59779890,4.06298511,-4.06298510,0.98524642,-0.98524646,2.43431007,-2.43431004,0.00273309,-0.00273309,0.29871886,-0.29871887,0.58433050,-0.58433051,0.44153750,-0.44153752,0.05057688,-0.05057688,0.47602472,-0.47602469
-5.59179590,4.07160920,-4.07160918,1.00265311,-1.00265314,2.43943818,-2.43943815,0.00279084,-0.00279084,0.30238119,-0.30238120,0.59216068,-0.59216068,0.44277468,-0.44277470,0.05187445,-0.05187446,0.46678850,-0.46678846
-5.58579290,4.07332605,-4.07332602,1.01748165,-1.01748168,2.44050894,-2.44050890,0.00286582,-0.00286582,0.30551031,-0.30551031,0.59842437,-0.59842437,0.44372920,-0.44372922,0.05300884,-0.05300885,0.45698528,-0.45698524
-5.57978989,4.06840378,-4.06840373,1.02959809,-1.02959811,2.43757955,-2.43757951,0.00295834,-0.00295834,0.30814969,-0.30814970,0.60314462,-0.60314462,0.44448012,-0.44448014,0.05396458,-0.05396458,0.44671699,-0.44671696
-5.57378689,4.05724819,-4.05724814,1.03891714,-1.03891715,2.43079649,-2.43079645,0.00306845,-0.00306845,0.31035497,-0.31035497,0.60636815,-0.60636815,0.44511748,-0.44511751,0.05472784,-0.05472784,0.43608765,-0.43608761
-5.56778389,4.04039496,-4.04039491,1.04540365,-1.04540367,2.42039431,-2.42039426,0.00319591,-0.00319591,0.31219159,-0.31219159,0.60816335,-0.60816335,0.44573986,-0.44573988,0.05528695,-0.05528695,0.42520245,-0.42520241
-5.56178089,4.01849727,-4.01849721,1.04907266,-1.04907267,2.40669115,-2.40669110,0.00334021,-0.00334021,0.31373214,-0.31373215,0.60861775,-0.60861775,0.44645136,-0.44645138,0.05563290,-0.05563290,0.41416702,-0.41416699
-5.55577789,3.99230941,-3.99230935,1.04998808,-1.04998808,2.39008117,-2.39008112,0.00350055,-0.00350055,0.31505340,-0.31505340,0.60783505,-0.60783504,0.44735841,-0.44735844,0.05575977,-0.05575977,0.40308672,-0.40308668
-5.54977489,3.96266694,-3.96266689,1.04826026,-1.04826025,2.37102410,-2.37102405,0.00367585,-0.00367585,0.31623317,-0.31623317,0.60593175,-0.60593174,0.44856632,-0.44856635,0.05566522,-0.05566522,0.39206593,-0.39206589
-5.54377189,3.93046404,-3.93046400,1.04404244,-1.04404244,2.35003243,-2.35003238,0.00386475,-0.00386475,0.31734723,-0.31734724,0.60303363,-0.60303362,0.45017571,-0.45017574,0.05535079,-0.05535078,0.38120732,-0.38120729
-5.53776888,3.89662897,-3.89662893,1.03752643,-1.03752642,2.32765677,-2.32765672,0.00406563,-0.00406563,0.31846633,-0.31846635,0.59927212,-0.59927211,0.45227896,-0.45227900,0.05482213,-0.05482213,0.37061107,-0.37061103
-5.53176588,3.86209850,-3.86209847,1.02893749,-1.02893747,2.30446994,-2.30446990,0.00427666,-0.00427666,0.31965341,-0.31965342,0.59478072,-0.59478071,0.45495681,-0.45495685,0.05408917,-0.05408917,0.36037392,-0.36037388
-5.52576288,3.82779228,-3.82779226,1.01852885,-1.01852883,2.28105051,-2.28105047,0.00449578,-0.00449578,0.32096116,-0.32096118,0.58969166,-0.58969165,0.45827515,-0.45827520,0.05316603,-0.05316602,0.35058816,-0.35058813
-5.51975988,3.79458789,-3.79458789,1.00657588,-1.00657586,2.25796639,-2.25796637,0.00472077,-0.00472077,0.32243012,-0.32243014,0.58413282,-0.58413282,0.46228213,-0.46228218,0.05207088,-0.05207088,0.34134050,-0.34134047
-5.51375688,3.76329753,-3.76329755,0.99337015,-0.99337013,2.23575904,-2.23575902,0.00494930,-0.00494930,0.32408707,-0.32408709,0.57822510,-0.57822510,0.46700568,-0.46700573,0.05082563,-0.05082563,0.33271079,-0.33271077
-5.50775388,3.73464695,-3.73464699,0.97921338,-0.97921336,2.21492882,-2.21492881,0.00517892,-0.00517892,0.32594415,-0.32594417,0.57208021,-0.57208021,0.47245151,-0.47245156,0.04945539,-0.04945539,0.32477072,-0.32477070
-5.50175088,3.70925724,-3.70925729,0.96441163,-0.96441161,2.19592206,-2.19592206,0.00540715,-0.00540715,0.32799845,-0.32799847,0.56579898,-0.56579898,0.47860164,-0.47860170,0.04798792,-0.04798791,0.31758241,-0.31758239
-5.49574787,3.68762989,-3.68762995,0.94926952,-0.94926950,2.17911998,-2.17911999,0.00563150,-0.00563150,0.33023211,-0.33023213,0.55947025,-0.55947025,0.48541358,-0.48541364,0.04645284,-0.04645283,0.31119708,-0.31119706
-5.48974487,3.67013545,-3.67013554,0.93408470,-0.93408468,2.16482988,-2.16482989,0.00584954,-0.00584954,0.33261307,-0.33261310,0.55317014,-0.55317014,0.49282008,-0.49282014,0.04488084,-0.04488084,0.30565375,-0.30565373
-5.48374187,3.65700602,-3.65700612,0.91914256,-0.91914254,2.15327865,-2.15327867,0.00605892,-0.00605892,0.33509620,-0.33509622,0.54696191,-0.54696192,0.50072964,-0.50072970,0.04330281,-0.04330280,0.30097801,-0.30097800
-5.47773887,3.64833145,-3.64833156,0.90471117,-0.90471115,2.14460871,-2.14460874,0.00625740,-0.00625740,0.33762488,-0.33762491,0.54089614,-0.54089614,0.50902768,-0.50902774,0.04174887,-0.04174887,0.29718110,-0.29718109
-5.47173587,3.64405951,-3.64405963,0.89103653,-0.89103651,2.13887634,-2.13887638,0.00644293,-0.00644293,0.34013298,-0.34013301,0.53501120,-0.53501120,0.51757843,-0.51757850,0.04024757,-0.04024757,0.29425912,-0.29425911
-5.46573287,3.64399968,-3.64399981,0.87833812,-0.87833810,2.13605231,-2.13605236,0.00661366,-0.00661366,0.34254709,-0.34254711,0.52933410,-0.52933410,0.52622760,-0.52622766,0.03882497,-0.03882497,0.29219262,-0.29219261
-5.45972986,3.64783072,-3.64783086,0.86680481,-0.86680479,2.13602488,-2.13602492,0.00676797,-0.00676797,0.34478891,-0.34478894,0.52388137,-0.52388137,0.53480559,-0.53480566,0.03750391,-0.03750391,0.29094653,-0.29094652
-5.45372686,3.65511161,-3.65511174,0.85659128,-0.85659126,2.13860478,-2.13860483,0.00690452,-0.00690452,0.34677790,-0.34677792,0.51866013,-0.51866013,0.54313161,-0.54313167,0.03630340,-0.03630340,0.29047054,-0.29047054
-5.44772386,3.66529590,-3.66529603,0.84781494,-0.84781493,2.14353243,-2.14353248,0.00702228,-0.00702228,0.34843379,-0.34843381,0.51366926,-0.51366925,0.55101815,-0.55101821,0.03523810,-0.03523810,0.29069994,-0.29069994
-5.44172086,3.67774931,-3.67774943,0.84055366,-0.84055365,2.15048700,-2.15048705,0.00712055,-0.00712055,0.34967929,-0.34967930,0.50890048,-0.50890048,0.55827619,-0.55827625,0.03431801,-0.03431801,0.29155692,-0.29155692
-5.43571786,3.69177028,-3.69177039,0.83484422,-0.83484421,2.15909736,-2.15909740,0.00719898,-0.00719898,0.35044252,-0.35044253,0.50433964,-0.50433964,0.56472074,-0.56472079,0.03354830,-0.03354830,0.29295241,-0.29295241
-5.42971486,3.70661336,-3.70661346,0.83068192,-0.83068191,2.16895479,-2.16895482,0.00725765,-0.00725765,0.35065949,-0.35065950,0.49996791,-0.49996790,0.57017673,-0.57017678,0.03292938,-0.03292938,0.29478843,-0.29478844
-5.42371186,3.72151513,-3.72151521,0.82802128,-0.82802128,2.17962737,-2.17962740,0.00729705,-0.00729705,0.35027630,-0.35027631,0.49576310,-0.49576309,0.57448505,-0.57448510,0.03245707,-0.03245707,0.29696089,-0.29696090
-5.41770885,3.73572222,-3.73572228,0.82677812,-0.82677812,2.19067581,-2.19067583,0.00731814,-0.00731814,0.34925116,-0.34925116,0.49170111,-0.49170110,0.57750860,-0.57750864,0.03212299,-0.03212299,0.29936282,-0.29936282
-5.41170585,3.74852101,-3.74852105,0.82683294,-0.82683294,2.20167047,-2.20167048,0.00732237,-0.00732237,0.34755618,-0.34755617,0.48775747,-0.48775746,0.57913808,-0.57913811,0.03191511,-0.03191511,0.30188796,-0.30188796
-5.40570285,3.75926821,-3.75926822,0.82803583,-0.82803583,2.21220936,-2.21220936,0.00731174,-0.00731174,0.34517883,-0.34517882,0.48390908,-0.48390907,0.57929739,-0.57929741,0.03181833,-0.03181833,0.30443460,-0.30443460
-5.39969985,3.76742156,-3.76742155,0.83021272,-0.83021271,2.22193655,-2.22193654,0.00728878,-0.00728878,0.34212318,-0.34212316,0.48013614,-0.48013612,0.57794841,-0.57794842,0.03181528,-0.03181528,0.30690955,-0.30690955
-5.39369685,3.77256961,-3.77256958,0.83317286,-0.83317286,2.23056049,-2.23056047,0.00725658,-0.00725658,0.33841064,-0.33841063,0.47642415,-0.47642413,0.57509479,-0.57509480,0.03188708,-0.03188708,0.30923208,-0.30923207
-5.38769385,3.77445937,-3.77445931,0.83671741,-0.83671741,2.23787162,-2.23787158,0.00721881,-0.00721881,0.33408048,-0.33408047,0.47276615,-0.47276613,0.57078475,-0.57078475,0.03201416,-0.03201416,0.31133765,-0.31133765
-5.38169085,3.77302044,-3.77302037,0.84064867,-0.84064867,2.24375832,-2.24375827,0.00717973,-0.00717973,0.32918977,-0.32918975,0.46916487,-0.46916485,0.56511252,-0.56511251,0.03217706,-0.03217706,0.31318135,-0.31318134
-5.37568784,3.76838439,-3.76838429,0.84477970,-0.84477969,2.24822061,-2.24822055,0.00714407,-0.00714407,0.32381291,-0.32381289,0.46563487,-0.46563485,0.55821824,-0.55821824,0.03235722,-0.03235722,0.31474070,-0.31474069
-5.36968484,3.76089771,-3.76089760,0.84894380,-0.84894379,2.25138041,-2.25138034,0.00711710,-0.00711710,0.31804071,-0.31804069,0.46220438,-0.46220436,0.55028640,-0.55028639,0.03253760,-0.03253760,0.31601781,-0.31601781
-5.36368184,3.75112730,-3.75112718,0.85300335,-0.85300335,2.25348768,-2.25348760,0.00710446,-0.00710446,0.31197886,-0.31197884,0.45891679,-0.45891678,0.54154240,-0.54154238,0.03270332,-0.03270332,0.31704066,-0.31704066
-5.35767884,3.73985705,-3.73985692,0.85685756,-0.85685755,2.25492159,-2.25492151,0.00711210,-0.00711210,0.30574590,-0.30574587,0.45583154,-0.45583152,0.53224757,-0.53224756,0.03284207,-0.03284207,0.31786330,-0.31786329
-5.35167584,3.72807486,-3.72807473,0.86044845,-0.86044845,2.25618599,-2.25618591,0.00714612,-0.00714612,0.29947059,-0.29947057,0.45302424,-0.45302423,0.52269250,-0.52269248,0.03294441,-0.03294441,0.31856502,-0.31856501
-5.34567284,3.71694944,-3.71694931,0.86376493,-0.86376492,2.25789877,-2.25789869,0.00721265,-0.00721265,0.29328888,-0.29328886,0.45058597,-0.45058596,0.51318881,-0.51318880,0.03300395,-0.03300395,0.31924833,-0.31924832
