energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,0.05017821,0.01198510,0.00000000,0.03528077,0.02103650,0.00009635,0.00835363
-5.99399700,0.05504315,0.01318989,0.00000000,0.03842855,0.02315329,0.00011004,0.00915373
-5.98799400,0.06009115,0.01445516,0.00000000,0.04159769,0.02537704,0.00012583,0.00998043
-5.98199100,0.06531915,0.01578440,0.00000000,0.04475882,0.02771401,0.00014417,0.01083222
-5.97598799,0.07073399,0.01718416,0.00000000,0.04788473,0.03017597,0.00016562,0.01170908
-5.96998499,0.07635550,0.01866493,0.00000000,0.05095204,0.03278152,0.00019085,0.01261293
-5.96398199,0.08221964,0.02024188,0.00000000,0.05394314,0.03555755,0.00022069,0.01354817
-5.95797899,0.08838143,0.02193560,0.00000000,0.05684791,0.03854047,0.00025608,0.01452218
-5.95197599,0.09491748,0.02377273,0.00000000,0.05966547,0.04177735,0.00029816,0.01554566
-5.94597299,0.10192800,0.02578639,0.00000000,0.06240562,0.04532661,0.00034821,0.01663304
-5.93996998,0.10953795,0.02801640,0.00000000,0.06509007,0.04925850,0.00040768,0.01780264
-5.93396698,0.11789723,0.03050925,0.00000000,0.06775319,0.05365487,0.00047819,0.01907675
-5.92796398,0.12717962,0.03331761,0.00000000,0.07044223,0.05860851,0.00056149,0.02048144
-5.92196098,0.13758043,0.03649963,0.00000000,0.07321710,0.06422172,0.00065946,0.02204629
-5.91595798,0.14931262,0.04011764,0.00000000,0.07614939,0.07060416,0.00077407,0.02380370
-5.90995498,0.16260136,0.04423661,0.00000000,0.07932076,0.07787000,0.00090730,0.02578819
-5.90395198,0.17767714,0.04892200,0.00000000,0.08282073,0.08613426,0.00106116,0.02803522
-5.89794897,0.19476737,0.05423738,0.00000000,0.08674377,0.09550849,0.00123755,0.03057999
-5.89194597,0.21408675,0.06024156,0.00000000,0.09118582,0.10609585,0.00143820,0.03345590
-5.88594297,0.23582665,0.06698557,0.00000000,0.09624037,0.11798570,0.00166460,0.03669295
-5.87993997,0.26014377,0.07450942,0.00000000,0.10199417,0.13124793,0.00191792,0.04031595
-5.87393697,0.28714870,0.08283882,0.00000000,0.10852270,0.14592721,0.00219885,0.04434275
-5.86793397,0.31689465,0.09198203,0.00000000,0.11588570,0.16203746,0.00250760,0.04878249
-5.86193097,0.34936710,0.10192696,0.00000000,0.12412285,0.17955680,0.00284373,0.05363400
-5.85592796,0.38447476,0.11263875,0.00000000,0.13324979,0.19842327,0.00320614,0.05888435
-5.84992496,0.42204266,0.12405789,0.00000000,0.14325487,0.21853156,0.00359294,0.06450778
-5.84392196,0.46180756,0.13609913,0.00000000,0.15409652,0.23973118,0.00400147,0.07046493
-5.83791896,0.50341656,0.14865127,0.00000000,0.16570181,0.26182610,0.00442827,0.07670258
-5.83191596,0.54642887,0.16157798,0.00000000,0.17796593,0.28457618,0.00486906,0.08315391
-5.82591296,0.59032138,0.17471958,0.00000000,0.19075309,0.30770048,0.00531882,0.08973926
-5.81990995,0.63449771,0.18789604,0.00000000,0.20389863,0.33088239,0.00577187,0.09636748
-5.81390695,0.67830104,0.20091085,0.00000000,0.21721238,0.35377665,0.00622194,0.10293784
-5.80790395,0.72103009,0.21355599,0.00000000,0.23048337,0.37601799,0.00666234,0.10934246
-5.80190095,0.76195808,0.22561761,0.00000000,0.24348552,0.39723116,0.00708614,0.11546910
-5.79589795,0.80035383,0.23688234,0.00000000,0.25598438,0.41704207,0.00748633,0.12120441
-5.78989495,0.83550428,0.24714403,0.00000000,0.26774444,0.43508956,0.00785601,0.12643736
-5.78389195,0.86673765,0.25621054,0.00000000,0.27853689,0.45103732,0.00818865,0.13106269
-5.77788894,0.89344606,0.26391036,0.00000000,0.28814742,0.46458551,0.00847826,0.13498447
-5.77188594,0.91510677,0.27009881,0.00000000,0.29638383,0.47548150,0.00871960,0.13811930
-5.76588294,0.93130115,0.27466348,0.00000000,0.30308295,0.48352938,0.00890833,0.14039929
-5.75987994,0.94173024,0.27752864,0.00000000,0.30811671,0.48859759,0.00904122,0.14177448
-5.75387694,0.94622658,0.27865849,0.00000000,0.31139699,0.49062451,0.00911617,0.14221477
-5.74787394,0.94476134,0.27805907,0.00000000,0.31287910,0.48962164,0.00913236,0.14171110
-5.74187094,0.93744674,0.27577871,0.00000000,0.31256354,0.48567418,0.00909022,0.14027599
-5.73586793,0.92453346,0.27190693,0.00000000,0.31049629,0.47893909,0.00899145,0.13794331
-5.72986493,0.90640327,0.26657207,0.00000000,0.30676721,0.46964059,0.00883890,0.13476735
-5.72386193,0.88355719,0.25993745,0.00000000,0.30150700,0.45806343,0.00863651,0.13082128
-5.71785893,0.85659969,0.25219644,0.00000000,0.29488256,0.44454401,0.00838915,0.12619493
-5.71185593,0.82621974,0.24356657,0.00000000,0.28709120,0.42946001,0.00810239,0.12099222
-5.70585293,0.79316952,0.23428295,0.00000000,0.27835380,0.41321873,0.00778240,0.11532817
-5.69984992,0.75824163,0.22459121,0.00000000,0.26890729,0.39624475,0.00743565,0.10932571
-5.69384692,0.72224584,0.21474032,0.00000000,0.25899682,0.37896737,0.00706875,0.10311242
-5.68784392,0.68598619,0.20497546,0.00000000,0.24886786,0.36180819,0.00668822,0.09681731
-5.68184092,0.65023933,0.19553129,0.00000000,0.23875853,0.34516944,0.00630032,0.09056776
-5.67583792,0.61573472,0.18662567,0.00000000,0.22889258,0.32942326,0.00591088,0.08448671
-5.66983492,0.58313734,0.17845419,0.00000000,0.21947315,0.31490238,0.00552517,0.07869012
-5.66383192,0.55303331,0.17118550,0.00000000,0.21067743,0.30189222,0.00514777,0.07328489
-5.65782891,0.52591859,0.16495759,0.00000000,0.20265256,0.29062485,0.00478255,0.06836709
-5.65182591,0.50219096,0.15987509,0.00000000,0.19551268,0.28127461,0.00443260,0.06402061
-5.64582291,0.48214512,0.15600756,0.00000000,0.18933720,0.27395559,0.00410023,0.06031612
-5.63981991,0.46597093,0.15338876,0.00000000,0.18417028,0.26872082,0.00378705,0.05731042
-5.63381691,0.45375441,0.15201695,0.00000000,0.18002152,0.26556318,0.00349397,0.05504604
-5.62781391,0.44548116,0.15185600,0.00000000,0.17686756,0.26441782,0.00322129,0.05355107
-5.62181091,0.44104214,0.15283741,0.00000000,0.17465472,0.26516599,0.00296882,0.05283919
-5.61580790,0.44024113,0.15486304,0.00000000,0.17330237,0.26764019,0.00273593,0.05290986
-5.60980490,0.44280386,0.15780856,0.00000000,0.17270692,0.27163033,0.00252170,0.05374863
-5.60380190,0.44838832,0.16152744,0.00000000,0.17274637,0.27689087,0.00232498,0.05532757
-5.59779890,0.45659606,0.16585548,0.00000000,0.17328513,0.28314871,0.00214451,0.05760585
-5.59179590,0.46698431,0.17061565,0.00000000,0.17417903,0.29011166,0.00197897,0.06053044
-5.58579290,0.47907855,0.17562336,0.00000000,0.17528047,0.29747726,0.00182707,0.06403694
-5.57978989,0.49238553,0.18069171,0.00000000,0.17644342,0.30494182,0.00168760,0.06805070
-5.57378689,0.50640635,0.18563697,0.00000000,0.17752823,0.31220945,0.00155945,0.07248804
-5.56778389,0.52064956,0.19028383,0.00000000,0.17840618,0.31900080,0.00144168,0.07725779
