energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-6.00000000,2.70264045,0.00722350,0.71561454,0.01023892,0.72139794,0.42188878,0.22519181,2.26984098,0.78273111
-5.99399700,2.70396297,0.00671606,0.72011301,0.01034608,0.71870351,0.42229548,0.22190733,2.28081403,0.78303181
-5.98799400,2.69454649,0.00624913,0.72057377,0.01044947,0.71501589,0.42164185,0.21822169,2.27977964,0.77920136
-5.98199100,2.67504194,0.00582049,0.71710941,0.01055696,0.71057157,0.41996590,0.21422278,2.26713585,0.77141256
-5.97598799,2.64639895,0.00542813,0.70992817,0.01067736,0.70566897,0.41734696,0.21001382,2.24357755,0.75993370
-5.96998499,2.60983933,0.00507034,0.69932796,0.01082018,0.70066038,0.41390382,0.20571101,2.21007679,0.74512079
-5.96398199,2.56682080,0.00474583,0.68568724,0.01099535,0.69594177,0.40979150,0.20144064,2.16785317,0.72740689
-5.95797899,2.51899208,0.00445372,0.66945306,0.01121289,0.69194074,0.40519672,0.19733575,2.11833546,0.70728886
-5.95197599,2.46814113,0.00419359,0.65112672,0.01148259,0.68910292,0.40033243,0.19353261,2.06311585,0.68531201
-5.94597299,2.41613845,0.00396541,0.63124782,0.01181360,0.68787745,0.39543130,0.19016697,2.00389884,0.66205345
-5.93996998,2.36487756,0.00376953,0.61037710,0.01221407,0.68870178,0.39073851,0.18737027,1.94244678,0.63810453
-5.93396698,2.31621503,0.00360654,0.58907898,0.01269073,0.69198651,0.38650417,0.18526591,1.88052425,0.61405337
-5.92796398,2.27191230,0.00347720,0.56790434,0.01324858,0.69810081,0.38297536,0.18396576,1.81984343,0.59046782
-5.92196098,2.23358139,0.00338235,0.54737432,0.01389052,0.70735881,0.38038843,0.18356698,1.76201258,0.56787976
-5.91595798,2.20263671,0.00332275,0.52796567,0.01461708,0.72000761,0.37896141,0.18414925,1.70848950,0.54677110
-5.90995498,2.18025438,0.00329896,0.51009809,0.01542623,0.73621731,0.37888717,0.18577249,1.66054158,0.52756210
-5.90395198,2.16734056,0.00331125,0.49412414,0.01631324,0.75607342,0.38032729,0.18847522,1.61921362,0.51060214
-5.89794897,2.16450978,0.00335949,0.48032185,0.01727065,0.77957200,0.38340697,0.19227349,1.58530445,0.49616338
-5.89194597,2.17207362,0.00344303,0.46889013,0.01828832,0.80661767,0.38821114,0.19716048,1.55935268,0.48443725
-5.88594297,2.19003993,0.00356066,0.45994725,0.01935362,0.83702464,0.39478186,0.20310682,1.54163169,0.47553379
-5.87993997,2.21812228,0.00371051,0.45353194,0.02045168,0.87052064,0.40311717,0.21006149,1.53215372,0.46948367
-5.87393697,2.25575885,0.00389006,0.44960724,0.02156574,0.90675379,0.41317134,0.21795335,1.53068215,0.46624273
-5.86793397,2.30213971,0.00409611,0.44806652,0.02267764,0.94530198,0.42485654,0.22669326,1.53675130,0.46569858
-5.86193097,2.35624132,0.00432479,0.44874152,0.02376828,0.98568461,0.43804593,0.23617671,1.54969250,0.46767895
-5.85592796,2.41686648,0.00457161,0.45141183,0.02481818,1.02737620,0.45257802,0.24628676,1.56866506,0.47196144
-5.84992496,2.48268838,0.00483155,0.45581549,0.02580811,1.06982138,0.46826207,0.25689744,1.59269088,0.47828412
-5.84392196,2.55229684,0.00509911,0.46166018,0.02671963,1.11245086,0.48488455,0.26787733,1.62069126,0.48635659
-5.83791896,2.62424524,0.00536844,0.46863456,0.02753568,1.15469780,0.50221628,0.27909318,1.65152439,0.49587111
-5.83191596,2.69709650,0.00563352,0.47641944,0.02824108,1.19601401,0.52002007,0.29041371,1.68402247,0.50651350
-5.82591296,2.76946666,0.00588822,0.48469832,0.02882300,1.23588557,0.53805861,0.30171322,1.71702715,0.51797330
-5.81990995,2.84006493,0.00612655,0.49316712,0.02927130,1.27384733,0.55610243,0.31287506,1.74942239,0.52995309
-5.81390695,2.90772908,0.00634276,0.50154272,0.02957879,1.30949592,0.57393751,0.32379488,1.78016401,0.54217676
-5.80790395,2.97145539,0.00653151,0.50957024,0.02974142,1.34250081,0.59137242,0.33438344,1.80830526,0.55439639
-5.80190095,3.03042261,0.00668808,0.51702897,0.02975831,1.37261328,0.60824477,0.34456910,1.83301816,0.56639787
-5.79589795,3.08400956,0.00680843,0.52373676,0.02963167,1.39967289,0.62442665,0.35429968,1.85361031,0.57800504
-5.78989495,3.13180616,0.00688936,0.52955306,0.02936665,1.42361139,0.63982890,0.36354384,1.86953717,0.58908239
-5.78389195,3.17361796,0.00692863,0.53438053,0.02897109,1.44445405,0.65440420,0.37229181,1.88041003,0.59953637
-5.77788894,3.20946434,0.00692496,0.53816529,0.02845518,1.46231816,0.66814862,0.38055545,1.88599964,0.60931534
-5.77188594,3.23957065,0.00687813,0.54089609,0.02783105,1.47740901,0.68110175,0.38836761,1.88623596,0.61840820
-5.76588294,3.26435474,0.00678893,0.54260226,0.02711239,1.49001331,0.69334534,0.39578081,1.88120430,0.62684184
-5.75987994,3.28440836,0.00665915,0.54335084,0.02631396,1.50049024,0.70500037,0.40286524,1.87113814,0.63467758
-5.75387694,3.30047412,0.00649149,0.54324277,0.02545117,1.50926043,0.71622277,0.40970613,1.85640896,0.64200663
-5.74787394,3.31341868,0.00628951,0.54240857,0.02453961,1.51679321,0.72719789,0.41640052,1.83751346,0.64894482
-5.74187094,3.32420286,0.00605746,0.54100333,0.02359467,1.52359232,0.73813373,0.42305359,1.81505845,0.65562673
-5.73586793,3.33384970,0.00580015,0.53920138,0.02263115,1.53018084,0.74925348,0.42977459,1.78974373,0.66219938
-5.72986493,3.34341126,0.00552282,0.53719065,0.02166296,1.53708543,0.76078727,0.43667259,1.76234324,0.66881586
-5.72386193,3.35393516,0.00523096,0.53516687,0.02070285,1.54482075,0.77296377,0.44385217,1.73368485,0.67562880
-5.71785893,3.36643202,0.00493019,0.53332775,0.01976218,1.55387434,0.78600164,0.45140924,1.70462910,0.68278426
-5.71185593,3.38184457,0.00462606,0.53186717,0.01885077,1.56469268,0.80010145,0.45942716,1.67604727,0.69041597
-5.70585293,3.40101963,0.00432394,0.53096970,0.01797681,1.57766876,0.81543814,0.46797333,1.64879927,0.69864032
-5.69984992,3.42468376,0.00402891,0.53080528,0.01714680,1.59313181,0.83215442,0.47709645,1.62371168,0.70755214
-5.69384692,3.45342336,0.00374566,0.53152448,0.01636556,1.61133935,0.85035534,0.48682455,1.60155655,0.71722151
-5.68784392,3.48766993,0.00347842,0.53325413,0.01563625,1.63247202,0.87010423,0.49716384,1.58303139,0.72769167
-5.68184092,3.52769064,0.00323089,0.53609371,0.01496044,1.65663115,0.89142000,0.50809856,1.56874096,0.73897809
-5.67583792,3.57358464,0.00300627,0.54011240,0.01433825,1.68383917,0.91427603,0.51959169,1.55918123,0.75106864
-5.66983492,3.62528474,0.00280718,0.54534687,0.01376847,1.71404268,0.93860047,0.53158651,1.55472605,0.76392480
-5.66383192,3.68256425,0.00263576,0.55179990,0.01324870,1.74711774,0.96427790,0.54400903,1.55561700,0.77748389
-5.65782891,3.74504815,0.00249364,0.55943985,0.01277555,1.78287719,0.99115219,0.55677091,1.56195652,0.79166194
-5.65182591,3.81222801,0.00238203,0.56820096,0.01234482,1.82107923,1.01903027,0.56977292,1.57370477,0.80635711
-5.64582291,3.88347936,0.00230174,0.57798445,0.01195169,1.86143671,1.04768668,0.58290859,1.59068015,0.82145341
-5.63981991,3.95808065,0.00225321,0.58866039,0.01159093,1.90362661,1.07686846,0.59606780,1.61256353,0.83682436
-5.63381691,4.03523272,0.00223663,0.60007035,0.01125708,1.94729894,1.10630032,0.60914030,1.63890608,0.85233653
-5.62781391,4.11407760,0.00225188,0.61203061,0.01094466,1.99208459,1.13568971,0.62201868,1.66914037,0.86785252
-5.62181091,4.19371596,0.00229865,0.62433602,0.01064833,2.03760174,1.16473162,0.63460083,1.70259444,0.88323347
