energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,1.01642979,0.01608148,0.01308545,0.36088878,0.46016613,0.25972496,0.05683380,0.59459027,0.00000000
-5.99399700,0.97516442,0.01440627,0.01341074,0.34827007,0.43747142,0.24925626,0.05558526,0.57166149,0.00000000
-5.98799400,0.94487680,0.01283285,0.01386538,0.33927410,0.41965078,0.24154708,0.05502624,0.55521798,0.00000000
-5.98199100,0.92585343,0.01136987,0.01444561,0.33396465,0.40690680,0.23663092,0.05516853,0.54542540,0.00000000
-5.97598799,0.91820731,0.01002361,0.01514573,0.33234631,0.39936049,0.23449719,0.05601453,0.54234830,0.00000000
-5.96998499,0.92188417,0.00879804,0.01595824,0.33436779,0.39705241,0.23509427,0.05755748,0.54595383,0.00000000
-5.96398199,0.93667082,0.00769488,0.01687395,0.33992604,0.39994529,0.23833312,0.05978175,0.55611658,0.00000000
-5.95797899,0.96220500,0.00671385,0.01788210,0.34887078,0.40792765,0.24409128,0.06266318,0.57262423,0.00000000
-5.95197599,0.99798629,0.00585285,0.01897058,0.36100938,0.42081839,0.25221703,0.06616938,0.59518370,0.00000000
-5.94597299,1.04338775,0.00510827,0.02012603,0.37611183,0.43837201,0.26253364,0.07026007,0.62342765,0.00000000
-5.93996998,1.09766788,0.00447524,0.02133405,0.39391563,0.46028432,0.27484350,0.07488750,0.65692109,0.00000000
-5.93396698,1.15998285,0.00394792,0.02257935,0.41413064,0.48619859,0.28893210,0.07999679,0.69516817,0.00000000
-5.92796398,1.22939884,0.00351977,0.02384595,0.43644363,0.51571184,0.30457179,0.08552641,0.73761902,0.00000000
-5.92196098,1.30490452,0.00318381,0.02511733,0.46052277,0.54838140,0.32152520,0.09140868,0.78367667,0.00000000
-5.91595798,1.38542372,0.00293280,0.02637660,0.48602176,0.58373150,0.33954836,0.09757039,0.83270415,0.00000000
-5.90995498,1.46982839,0.00275945,0.02760677,0.51258390,0.62126002,0.35839356,0.10393353,0.88403188,0.00000000
-5.90395198,1.55695188,0.00265654,0.02879084,0.53984599,0.66044515,0.37781181,0.11041611,0.93696534,0.00000000
-5.89794897,1.64560275,0.00261702,0.02991210,0.56744214,0.70075219,0.39755518,0.11693318,0.99079310,0.00000000
-5.89194597,1.73457896,0.00263411,0.03095433,0.59500754,0.74164016,0.41737873,0.12339795,1.04479534,0.00000000
-5.88594297,1.82268247,0.00270129,0.03190202,0.62218226,0.78256842,0.43704245,0.12972304,1.09825262,0.00000000
-5.87993997,1.90873430,0.00281236,0.03274067,0.64861496,0.82300310,0.45631289,0.13582184,1.15045511,0.00000000
-5.87393697,1.99158959,0.00296141,0.03345700,0.67396670,0.86242332,0.47496482,0.14160998,1.20071196,0.00000000
-5.86793397,2.07015280,0.00314279,0.03403923,0.69791464,0.90032716,0.49278275,0.14700684,1.24836074,0.00000000
-5.86193097,2.14339249,0.00335114,0.03447737,0.72015574,0.93623737,0.50956254,0.15193699,1.29277682,0.00000000
-5.85592796,2.21035559,0.00358133,0.03476342,0.74041029,0.96970664,0.52511294,0.15633171,1.33338245,0.00000000
-5.84992496,2.27018086,0.00382844,0.03489159,0.75842534,1.00032259,0.53925728,0.16013036,1.36965531,0.00000000
-5.84392196,2.32211118,0.00408778,0.03485854,0.77397786,1.02771234,0.55183517,0.16328154,1.40113642,0.00000000
-5.83791896,2.36550459,0.00435491,0.03466345,0.78687759,1.05154664,0.56270435,0.16574423,1.42743719,0.00000000
-5.83191596,2.39984370,0.00462561,0.03430817,0.79696967,1.07154373,0.57174255,0.16748858,1.44824550,0.00000000
-5.82591296,2.42474354,0.00489599,0.03379720,0.80413677,1.08747276,0.57884953,0.16849655,1.46333067,0.00000000
-5.81990995,2.43995759,0.00516249,0.03313768,0.80830092,1.09915690,0.58394906,0.16876224,1.47254725,0.00000000
-5.81390695,2.44538193,0.00542198,0.03233928,0.80942486,1.10647603,0.58699092,0.16829201,1.47583766,0.00000000
-5.80790395,2.44105761,0.00567179,0.03141404,0.80751290,1.10936918,0.58795282,0.16710435,1.47323348,0.00000000
-5.80190095,2.42717101,0.00590983,0.03037611,0.80261141,1.10783640,0.58684208,0.16522947,1.46485557,0.00000000
-5.79589795,2.40405228,0.00613463,0.02924150,0.79480864,1.10194020,0.58369708,0.16270869,1.45091288,0.00000000
-5.78989495,2.37217183,0.00634540,0.02802774,0.78423414,1.09180633,0.57858821,0.15959367,1.43169999,0.00000000
-5.78389195,2.33213464,0.00654210,0.02675350,0.77105753,1.07762382,0.57161834,0.15594539,1.40759331,0.00000000
-5.77788894,2.28467252,0.00672541,0.02543822,0.75548653,1.05964403,0.56292252,0.15183305,1.37904601,0.00000000
-5.77188594,2.23063400,0.00689680,0.02410171,0.73776447,1.03817861,0.55266691,0.14733281,1.34658145,0.00000000
-5.76588294,2.17097192,0.00705843,0.02276373,0.71816693,1.01359621,0.54104681,0.14252642,1.31078532,0.00000000
-5.75987994,2.10672854,0.00721308,0.02144367,0.69699759,0.98631773,0.52828370,0.13749979,1.27229620,0.00000000
-5.75387694,2.03901822,0.00736410,0.02016013,0.67458331,0.95681004,0.51462118,0.13234146,1.23179480,0.00000000
-5.74787394,1.96900774,0.00751520,0.01893060,0.65126842,0.92557829,0.50032010,0.12714103,1.18999169,0.00000000
-5.74187094,1.89789431,0.00767034,0.01777119,0.62740822,0.89315652,0.48565258,0.12198756,1.14761385,0.00000000
-5.73586793,1.82688179,0.00783351,0.01669637,0.60336183,0.86009709,0.47089536,0.11696789,1.10539006,0.00000000
-5.72986493,1.75715534,0.00800851,0.01571873,0.57948459,0.82695891,0.45632254,0.11216507,1.06403545,0.00000000
-5.72386193,1.68985529,0.00819876,0.01484880,0.55612003,0.79429477,0.44219795,0.10765664,1.02423564,0.00000000
-5.71785893,1.62605076,0.00840705,0.01409493,0.53359189,0.76263839,0.42876749,0.10351314,0.98663078,0.00000000
-5.71185593,1.56671403,0.00863539,0.01346322,0.51219624,0.73249140,0.41625166,0.09979656,0.95180004,0.00000000
-5.70585293,1.51269649,0.00888479,0.01295738,0.49219417,0.70431086,0.40483878,0.09655897,0.92024716,0.00000000
-5.69984992,1.46470713,0.00915514,0.01257877,0.47380524,0.67849784,0.39467900,0.09384133,0.89238748,0.00000000
-5.69384692,1.42329449,0.00944513,0.01232639,0.45720207,0.65538755,0.38587964,0.09167243,0.86853719,0.00000000
-5.68784392,1.38883299,0.00975222,0.01219693,0.44250631,0.63524147,0.37850189,0.09006817,0.84890518,0.00000000
-5.68184092,1.36151427,0.01007263,0.01218485,0.42978625,0.61824181,0.37255927,0.08903104,0.83358794,0.00000000
-5.67583792,1.34134423,0.01040145,0.01228249,0.41905614,0.60448877,0.36801782,0.08855001,0.82256799,0.00000000
-5.66983492,1.32814601,0.01073278,0.01248027,0.41027749,0.59400054,0.36479820,0.08860070,0.81571582,0.00000000
-5.66383192,1.32156901,0.01105995,0.01276685,0.40336218,0.58671628,0.36277957,0.08914592,0.81279566,0.00000000
-5.65782891,1.32110393,0.01137574,0.01312940,0.39817737,0.58250189,0.36180506,0.09013664,0.81347476,0.00000000
-5.65182591,1.32610314,0.01167272,0.01355386,0.39455211,0.58115843,0.36168885,0.09151323,0.81733604,0.00000000
-5.64582291,1.33580597,0.01194352,0.01402528,0.39228533,0.58243272,0.36222425,0.09320706,0.82389371,0.00000000
-5.63981991,1.34936780,0.01218116,0.01452816,0.39115488,0.58602989,0.36319271,0.09514245,0.83261120,0.00000000
-5.63381691,1.36589196,0.01237945,0.01504681,0.39092732,0.59162711,0.36437317,0.09723876,0.84292092,0.00000000
-5.62781391,1.38446316,0.01253318,0.01556575,0.39136808,0.59888804,0.36555150,0.09941268,0.85424487,0.00000000
-5.62181091,1.40418123,0.01263849,0.01607012,0.39225146,0.60747739,0.36652949,0.10158069,0.86601556,0.00000000
-5.61580790,1.42419362,0.01269304,0.01654603,0.39337018,0.61707488,0.36713303,0.10366140,0.87769621,0.00000000
-5.60980490,1.44372571,0.01269618,0.01698098,0.39454405,0.62738811,0.36721926,0.10557801,0.88879963,0.00000000
-5.60380190,1.46210742,0.01264906,0.01736418,0.39562736,0.63816365,0.36668216,0.10726042,0.89890487,0.00000000
-5.59779890,1.47879531,0.01255459,0.01768681,0.39651485,0.64919616,0.36545654,0.10864728,0.90767127,0.00000000
-5.59179590,1.49338934,0.01241746,0.01794232,0.39714583,0.66033486,0.36352032,0.10968769,0.91484905,0.00000000
-5.58579290,1.50564358,0.01224396,0.01812657,0.39750652,0.67148740,0.36089482,0.11034256,0.92028647,0.00000000
-5.57978989,1.51547064,0.01204176,0.01823793,0.39763039,0.68262089,0.35764331,0.11058552,0.92393298,0.00000000
-5.57378689,1.52293983,0.01181971,0.01827731,0.39759660,0.69376012,0.35386786,0.11040355,0.92583854,0.00000000
-5.56778389,1.52826906,0.01158748,0.01824809,0.39752650,0.70498319,0.34970461,0.10979698,0.92614911,0.00000000
-5.56178089,1.53181112,0.01135526,0.01815597,0.39757859,0.71641471,0.34531774,0.10877924,0.92509853,0.00000000
-5.55577789,1.53403487,0.01113336,0.01800876,0.39794186,0.72821699,0.34089250,0.10737605,0.92299724,0.00000000
-5.54977489,1.53550227,0.01093188,0.01781609,0.39882798,0.74057967,0.33662745,0.10562431,0.92021829,0.00000000
-5.54377189,1.53684221,0.01076037,0.01758905,0.40046259,0.75370819,0.33272639,0.10357062,0.91718118,0.00000000
-5.53776888,1.53872213,0.01062743,0.01733978,0.40307593,0.76781169,0.32939031,0.10126951,0.91433426,0.00000000
-5.53176588,1.54181873,0.01054054,0.01708105,0.40689330,0.78309084,0.32680950,0.09878154,0.91213627,0.00000000
-5.52576288,1.54678872,0.01050568,0.01682580,0.41212556,0.79972597,0.32515638,0.09617110,0.91103780,0.00000000
-5.51975988,1.55424070,0.01052728,0.01658665,0.41896004,0.81786620,0.32457910,0.09350434,0.91146322,0.00000000
-5.51375688,1.56470930,0.01060797,0.01637548,0.42755223,0.83761963,0.32519617,0.09084700,0.91379387,0.00000000
-5.50775388,1.57863221,0.01074859,0.01620299,0.43801842,0.85904519,0.32709234,0.08826233,0.91835294,0.00000000
-5.50175088,1.59633105,0.01094816,0.01607832,0.45042966,0.88214626,0.33031573,0.08580923,0.92539252,0.00000000
-5.49574787,1.61799656,0.01120390,0.01600870,0.46480719,0.90686616,0.33487642,0.08354056,0.93508342,0.00000000
-5.48974487,1.64367841,0.01151139,0.01599919,0.48111948,0.93308578,0.34074627,0.08150172,0.94750788,0.00000000
-5.48374187,1.67328018,0.01186466,0.01605252,0.49928111,0.96062321,0.34786017,0.07972954,0.96265535,0.00000000
-5.47773887,1.70655923,0.01225638,0.01616892,0.51915344,0.98923540,0.35611845,0.07825157,0.98042172,0.00000000
-5.47173587,1.74313174,0.01267813,0.01634614,0.54054710,1.01862179,0.36539038,0.07708554,1.00061168,0.00000000
-5.46573287,1.78248245,0.01312059,0.01657948,0.56322641,1.04842975,0.37551872,0.07623941,1.02294429,0.00000000
-5.45972986,1.82397901,0.01357379,0.01686196,0.58691538,1.07826172,0.38632490,0.07571154,1.04706165,0.00000000
-5.45372686,1.86689023,0.01402740,0.01718452,0.61130539,1.10768386,0.39761489,0.07549129,1.07254013,0.00000000
-5.44772386,1.91040798,0.01447097,0.01753635,0.63606410,1.13623604,0.40918543,0.07555990,1.09890413,0.00000000
-5.44172086,1.95367183,0.01489420,0.01790523,0.66084555,1.16344294,0.42083041,0.07589157,1.12564162,0.00000000
-5.43571786,1.99579581,0.01528719,0.01827797,0.68530097,1.18882605,0.43234728,0.07645476,1.15222125,0.00000000
-5.42971486,2.03589651,0.01564064,0.01864085,0.70909000,1.21191624,0.44354321,0.07721363,1.17811019,0.00000000
-5.42371186,2.07312148,0.01594609,0.01898009,0.73189190,1.23226674,0.45424086,0.07812956,1.20279233,0.00000000
-5.41770885,2.10667719,0.01619609,0.01928236,0.75341638,1.24946595,0.46428356,0.07916270,1.22578599,0.00000000
-5.41170585,2.13585539,0.01638438,0.01953521,0.77341354,1.26314998,0.47353978,0.08027345,1.24666069,0.00000000
-5.40570285,2.16005704,0.01650602,0.01972751,0.79168257,1.27301428,0.48190668,0.08142394,1.26505208,0.00000000
-5.39969985,2.17881278,0.01655746,0.01984985,0.80807870,1.27882401,0.48931266,0.08257926,1.28067465,0.00000000
-5.39369685,2.19179902,0.01653664,0.01989483,0.82251816,1.28042271,0.49571879,0.08370858,1.29333145,0.00000000
-5.38769385,2.19884899,0.01644303,0.01985731,0.83498073,1.27773883,0.50111909,0.08478597,1.30292048,0.00000000
-5.38169085,2.19995799,0.01627758,0.01973454,0.84550971,1.27078968,0.50553958,0.08579104,1.30943726,0.00000000
-5.37568784,2.19528250,0.01604270,0.01952625,0.85420926,1.25968255,0.50903605,0.08670923,1.31297340,0.00000000
-5.36968484,2.18513287,0.01574218,0.01923454,0.86123887,1.24461267,0.51169070,0.08753182,1.31371108,0.00000000
-5.36368184,2.16995968,0.01538106,0.01886381,0.86680541,1.22585804,0.51360770,0.08825569,1.31191350,0.00000000
-5.35767884,2.15033424,0.01496547,0.01842051,0.87115263,1.20377100,0.51490767,0.08888279,1.30791169,0.00000000
-5.35167584,2.12692364,0.01450244,0.01791285,0.87454880,1.17876694,0.51572146,0.08941931,1.30208794,0.00000000
-5.34567284,2.10046149,0.01399969,0.01735040,0.87727273,1.15131028,0.51618332,0.08987471,1.29485681,0.00000000
-5.33966983,2.07171556,0.01346541,0.01674378,0.87959897,1.12189848,0.51642370,0.09026059,1.28664420,0.00000000
-5.33366683,2.04145347,0.01290799,0.01610413,0.88178263,1.09104446,0.51656211,0.09058942,1.27786561,0.00000000
-5.32766383,2.01040835,0.01233578,0.01544276,0.88404473,1.05925846,0.51670019,0.09087322,1.26890465,0.00000000
-5.32166083,1.97924579,0.01175687,0.01477068,0.88655872,1.02702993,0.51691546,0.09112239,1.26009261,0.00000000
-5.31565783,1.94853392,0.01117884,0.01409827,0.88943886,0.99481049,0.51725594,0.09134447,1.25169045,0.00000000
-5.30965483,1.91871792,0.01060858,0.01343488,0.89273123,0.96299859,0.51773606,0.09154317,1.24387385,0.00000000
-5.30365183,1.89010057,0.01005211,0.01278863,0.89640769,0.93192680,0.51833400,0.09171762,1.23672241,0.00000000
-5.29764882,1.86282959,0.00951446,0.01216616,0.90036351,0.90185218,0.51899072,0.09186187,1.23021345,0.00000000
-5.29164582,1.83689268,0.00899958,0.01157250,0.90441859,0.87295030,0.51961079,0.09196462,1.22422094,0.00000000
-5.28564282,1.81212051,0.00851032,0.01101107,0.90832259,0.84531319,0.52006508,0.09200942,1.21851971,0.00000000
-5.27963982,1.78819754,0.00804839,0.01048366,0.91176368,0.81895113,0.52019511,0.09197505,1.21279467,0.00000000
-5.27363682,1.76468028,0.00761447,0.00999057,0.91438066,0.79379829,0.51981919,0.09183630,1.20665488,0.00000000
-5.26763382,1.74102178,0.00720827,0.00953071,0.91577782,0.76972185,0.51873976,0.09156498,1.19965168,0.00000000
-5.26163082,1.71660149,0.00682865,0.00910186,0.91554206,0.74653383,0.51675193,0.09113115,1.19129992,0.00000000
-5.25562781,1.69075857,0.00647376,0.00870089,0.91326115,0.72400533,0.51365254,0.09050452,1.18110148,0.00000000
-5.24962481,1.66282717,0.00614126,0.00832402,0.90854261,0.70188204,0.50924961,0.08965598,1.16856961,0.00000000
-5.24362181,1.63217177,0.00582843,0.00796708,0.90103196,0.67990040,0.50337135,0.08855908,1.15325308,0.00000000
-5.23761881,1.59822077,0.00553237,0.00762577,0.89042962,0.65780339,0.49587469,0.08719147,1.13475883,0.00000000
-5.23161581,1.56049674,0.00525019,0.00729593,0.87650563,0.63535539,0.48665255,0.08553621,1.11277200,0.00000000
-5.22561281,1.51864178,0.00497912,0.00697370,0.85911134,0.61235512,0.47563972,0.08358285,1.08707242,0.00000000
-5.21960980,1.47243700,0.00471665,0.00665577,0.83818772,0.58864636,0.46281696,0.08132826,1.05754676,0.00000000
-5.21360680,1.42181518,0.00446065,0.00633942,0.81376973,0.56412586,0.44821315,0.07877716,1.02419584,0.00000000
-5.20760380,1.36686633,0.00420940,0.00602270,0.78598678,0.53874828,0.43190545,0.07594233,0.98713693,0.00000000
-5.20160080,1.30783618,0.00396168,0.00570441,0.75505924,0.51252815,0.41401744,0.07284444,0.94660103,0.00000000
