energy_ev,total_up,Nb_p_up,Nb_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.80790395,4.95639972,2.95423604,1.75468868,0.80836313,0.01161485,0.03857416,2.60323573
-5.80190095,5.13905121,3.05838735,1.82029429,0.83936864,0.01201622,0.03908584,2.70405452
-5.79589795,5.32942560,3.16496900,1.89077482,0.87110924,0.01243077,0.03956540,2.81077299
-5.78989495,5.52563233,3.27265235,1.96569658,0.90312967,0.01285469,0.04000504,2.92256856
-5.78389195,5.72570161,3.38015894,2.04453705,0.93499225,0.01328400,0.04039724,3.03852431
-5.77788894,5.92761613,3.48628912,2.12668693,0.96628846,0.01371458,0.04073494,3.15763705
-5.77188594,6.12934349,3.58994707,2.21145451,0.99664935,0.01414226,0.04101173,3.27882763
-5.76588294,6.32886853,3.69016124,2.29807234,1.02575448,0.01456293,0.04122206,3.40095325
-5.75987994,6.52422447,3.78609953,2.38570647,1.05333885,0.01497256,0.04136139,3.52282189
-5.75387694,6.71352204,3.87707841,2.47346779,1.07919730,0.01536733,0.04142641,3.64320849
-5.74787394,6.89497553,3.96256574,2.56042556,1.10318642,0.01574366,0.04141515,3.76087265
-5.74187094,7.06692508,4.04217715,2.64562281,1.12522345,0.01609825,0.04132715,3.87457751
-5.73586793,7.22785474,4.11566627,2.72809307,1.14528246,0.01642816,0.04116349,3.98310942
-5.72986493,7.37640594,4.18290951,2.80687832,1.16338783,0.01673078,0.04092688,4.08529782
-5.72386193,7.51138647,4.24388613,2.88104746,1.17960548,0.01700385,0.04062164,4.18003522
-5.71785893,7.63177535,4.29865510,2.94971507,1.19403221,0.01724548,0.04025364,4.26629650
-5.71185593,7.73672409,4.34732984,3.01205980,1.20678388,0.01745414,0.03983019,4.34315737
-5.70585293,7.82555516,4.39005263,3.06734212,1.21798312,0.01762858,0.03935992,4.40981163
-5.69984992,7.89775871,4.42697027,3.11492087,1.22774724,0.01776787,0.03885254,4.46558669
-5.69384692,7.95298828,4.45821227,3.15426823,1.23617721,0.01787137,0.03831863,4.50995732
-5.68784392,7.99105667,4.48387316,3.18498277,1.24334828,0.01793867,0.03776938,4.54255716
-5.68184092,8.01193244,4.50399991,3.20680011,1.24930289,0.01796962,0.03721628,4.56318776
-5.67583792,8.01573785,4.51858511,3.21960110,1.25404633,0.01796430,0.03667081,4.57182503
-5.66983492,8.00274828,4.52756646,3.22341699,1.25754533,0.01792305,0.03614414,4.56862275
-5.66383192,7.97339321,4.53083233,3.21843161,1.25972976,0.01784646,0.03564679,4.55391308
-5.65782891,7.92825835,4.52823315,3.20498031,1.26049722,0.01773539,0.03518837,4.52820370
-5.65182591,7.86808825,4.51959766,3.18354550,1.25972028,0.01759099,0.03477723,4.49217177
-5.64582291,7.79378857,4.50475301,3.15474896,1.25725584,0.01741476,0.03442026,4.44665432
-5.63981991,7.70642688,4.48354727,3.11934082,1.25295600,0.01720849,0.03412262,4.39263520
-5.63381691,7.60723100,4.45587289,3.07818534,1.24667980,0.01697438,0.03388759,4.33122865
-5.62781391,7.49758369,4.42168951,3.03224387,1.23830494,0.01671495,0.03371642,4.26365959
-5.62181091,7.37901275,4.38104454,2.98255505,1.22773892,0.01643308,0.03360827,4.19124078
-5.61580790,7.25317583,4.33409026,2.93021285,1.21492881,0.01613197,0.03356019,4.11534740
-5.60980490,7.12183951,4.28109602,2.87634277,1.19986901,0.01581512,0.03356719,4.03738920
-5.60380190,6.98685236,4.22245494,2.82207668,1.18260668,0.01548625,0.03362236,3.95878099
-5.59779890,6.85011245,4.15868418,2.76852706,1.16324443,0.01514926,0.03371706,3.88091194
-5.59179590,6.71352984,4.09041896,2.71676106,1.14194019,0.01480812,0.03384123,3.80511450
-5.58579290,6.57898505,4.01840010,2.66777513,1.11890427,0.01446682,0.03398366,3.73263373
-5.57978989,6.44828487,3.94345587,2.62247086,1.09439382,0.01412923,0.03413245,3.66459774
-5.57378689,6.32311702,3.86647883,2.58163277,1.06870504,0.01379904,0.03427539,3.60199028
-5.56778389,6.20500557,3.78839871,2.54590857,1.04216362,0.01347967,0.03440043,3.54562623
-5.56178089,6.09526882,3.71015275,2.51579263,1.01511387,0.01317416,0.03449618,3.49613080
-5.55577789,5.99498169,3.63265483,2.49161314,0.98790725,0.01288511,0.03455236,3.45392334
-5.54977489,5.90494421,3.55676487,2.47352352,0.96089084,0.01261463,0.03456024,3.41920626
-5.54377189,5.82565786,3.48326007,2.46149839,0.93439623,0.01236428,0.03451304,3.39195982
-5.53776888,5.75731107,3.41280929,2.45533443,0.90872962,0.01213507,0.03440631,3.37194305
-5.53176588,5.69977476,3.34595188,2.45465634,0.88416321,0.01192743,0.03423813,3.35870113
-5.52576288,5.65260868,3.28308194,2.45892776,0.86092859,0.01174124,0.03400934,3.35157929
-5.51975988,5.61507862,3.22443879,2.46746713,0.83921203,0.01157588,0.03372360,3.34974292
-5.51375688,5.58618424,3.17010424,2.47946820,0.81915203,0.01143025,0.03338739,3.35220376
-5.50775388,5.56469674,3.12000657,2.49402451,0.80083896,0.01130286,0.03300992,3.35785133
-5.50175088,5.54920536,3.07393141,2.51015747,0.78431678,0.01119192,0.03260294,3.36548881
-5.49574787,5.53817089,3.03153872,2.52684703,0.76958654,0.01109541,0.03218046,3.37387247
-5.48974487,5.52998454,2.99238539,2.54306420,0.75661146,0.01101119,0.03175848,3.38175326
-5.48374187,5.52302993,2.95595227,2.55780420,0.74532321,0.01093712,0.03135459,3.38791940
-5.47773887,5.51574585,2.92167448,2.57011938,0.73562895,0.01087112,0.03098760,3.39123837
-5.47173587,5.50668740,2.88897364,2.57915054,0.72741885,0.01081131,0.03067711,3.39069700
-5.46573287,5.49458321,2.85729052,2.58415582,0.72057361,0.01075607,0.03044318,3.38543805
-5.45972986,5.47838641,2.82611669,2.58453590,0.71497162,0.01070417,0.03030587,3.37479212
-5.45372686,5.45731738,2.79502366,2.57985467,0.71049554,0.01065474,0.03028492,3.35830347
-5.44772386,5.43089654,2.76368823,2.56985460,0.70703789,0.01060743,0.03039941,3.33574895
-5.44172086,5.39896595,2.73191290,2.55446624,0.70450551,0.01056238,0.03066743,3.30714902
-5.43571786,5.36169869,2.69964036,2.53381136,0.70282283,0.01052024,0.03110583,3.27277062
-5.42971486,5.31959585,2.66696148,2.50819975,0.70193374,0.01048216,0.03172993,3.23312153
-5.42371186,5.27347104,2.63411634,2.47811966,0.70180224,0.01044980,0.03255327,3.18893644
-5.41770885,5.22442316,2.60148836,2.44422225,0.70241178,0.01042525,0.03358742,3.14115510
-5.41170585,5.17379848,2.56959161,2.40730071,0.70376356,0.01041096,0.03484167,3.09089342
-5.40570285,5.12314339,2.53905210,2.36826465,0.70587389,0.01040969,0.03632287,3.03940839
-5.39969985,5.07414984,2.51058362,2.32811087,0.70877081,0.01042442,0.03803516,2.98805812
-5.39369685,5.02859532,2.48495938,2.28789146,0.71249030,0.01045821,0.03997975,2.93825840
-5.38769385,4.98827978,2.46298049,2.24868034,0.71707214,0.01051413,0.04215467,2.89143720
-5.38169085,4.95496173,2.44544285,2.21153953,0.72255585,0.01059514,0.04455462,2.84898890
-5.37568784,4.93029573,2.43310361,2.17748616,0.72897670,0.01070396,0.04717076,2.81222946
-5.36968484,4.91577357,2.42664872,2.14746134,0.73636210,0.01084298,0.04999057,2.78235429
-5.36368184,4.91267085,2.42666287,2.12230189,0.74472849,0.01101412,0.05299778,2.76040006
-5.35767884,4.92200093,2.43360298,2.10271568,0.75407872,0.01121881,0.05617238,2.74721165
-5.35167584,4.94447727,2.44777622,2.08926135,0.76440002,0.01145783,0.05949069,2.74341514
-5.34567284,4.98048542,2.46932338,2.08233275,0.77566266,0.01173127,0.06292555,2.74939774
-5.33966983,5.03006509,2.49820821,2.08214859,0.78781905,0.01203851,0.06644658,2.76529492
-5.33366683,5.09290267,2.53421280,2.08874720,0.80080340,0.01237814,0.07002058,2.79098522
-5.32766383,5.16833398,2.57693935,2.10198649,0.81453178,0.01274797,0.07361204,2.82609243
-5.32166083,5.25535690,2.62581785,2.12154884,0.82890260,0.01314503,0.07718369,2.86999513
-5.31565783,5.35265310,2.68011934,2.14695047,0.84379719,0.01356560,0.08069715,2.92184287
-5.30965483,5.45861799,2.73897418,2.17755502,0.85908076,0.01400525,0.08411369,2.98057848
-5.30365183,5.57139764,2.80139440,2.21259057,0.87460334,0.01445890,0.08739496,3.04496557
-5.29764882,5.68893153,2.86629933,2.25116958,0.89020098,0.01492091,0.09050376,3.11362028
-5.29164582,5.80899980,2.93254345,2.29231114,0.90569699,0.01538517,0.09340477,3.18504628
-5.28564282,5.92927345,2.99894548,2.33496475,0.92090335,0.01584522,0.09606532,3.25767186
-5.27963982,6.04736637,3.06431767,2.37803511,0.93562235,0.01629437,0.09845602,3.32988807
-5.27363682,6.16088777,3.12749429,2.42040726,0.94964837,0.01672584,0.10055130,3.40008693
-5.26763382,6.26749378,3.18735851,2.46097143,0.96277006,0.01713288,0.10232996,3.46669847
-5.26163082,6.36493704,3.24286681,2.49864723,0.97477282,0.01750897,0.10377548,3.52822599
-5.25562781,6.45111346,3.29307029,2.53240652,0.98544161,0.01784788,0.10487634,3.58327853
-5.24962481,6.52410493,3.33713247,2.56129477,0.99456422,0.01814388,0.10562610,3.63059996
-5.24362181,6.58221748,3.37434311,2.58445038,1.00193483,0.01839185,0.10602356,3.66909405
-5.23761881,6.62401412,3.40412802,2.60112183,1.00735792,0.01858737,0.10607258,3.69784532
-5.23161581,6.64834189,3.42605483,2.61068223,1.01065246,0.01872687,0.10578205,3.71613512
-5.22561281,6.65435278,3.43983481,2.61264138,1.01165611,0.01880768,0.10516562,3.72345306
-5.21960980,6.64151821,3.44532117,2.60665489,1.01022954,0.01882809,0.10424141,3.71950368
-5.21360680,6.60963714,3.44250426,2.59253054,1.00626051,0.01878741,0.10303173,3.70420841
-5.20760380,6.55883764,3.43150411,2.57023160,0.99966768,0.01868597,0.10156262,3.67770320
-5.20160080,6.48957233,3.41256101,2.53987738,0.99040400,0.01852510,0.09986348,3.64033198
-5.19559780,6.40260782,3.38602478,2.50174082,0.97845934,0.01830711,0.09796657,3.59263650
-5.18959480,6.29900860,3.35234336,2.45624330,0.96386256,0.01803523,0.09590651,3.53534283
-5.18359180,6.18011596,3.31205129,2.40394692,0.94668263,0.01771353,0.09371974,3.46934515
-5.17758879,6.04752257,3.26575878,2.34554425,0.92702879,0.01734680,0.09144390,3.39568738
-5.17158579,5.90304331,3.21414171,2.28184591,0.90504985,0.01694050,0.08911726,3.31554308
-5.16558279,5.74868330,3.15793296,2.21376629,0.88093243,0.01650059,0.08677798,3.23019438
-5.15957979,5.58660372,3.09791541,2.14230761,0.85489828,0.01603340,0.08446343,3.14101023
-5.15357679,5.41908647,3.03491647,2.06854287,0.82720074,0.01554556,0.08220949,3.04942477
-5.14757379,5.24849828,2.96980436,1.99359787,0.79812033,0.01504384,0.08004977,2.95691611
-5.14157079,5.07725523,2.90348568,1.91863290,0.76795976,0.01453504,0.07801486,2.86498598
-5.13556778,4.90778818,2.83690419,1.84482440,0.73703829,0.01402587,0.07613166,2.77514069
-5.12956478,4.74250999,2.77104017,1.77334693,0.70568581,0.01352288,0.07442271,2.68887348
-5.12356178,4.58378479,2.70691005,1.70535603,0.67423657,0.01303236,0.07290562,2.60764863
-5.11755878,4.43389981,2.64556556,1.64197194,0.64302296,0.01256027,0.07159263,2.53288726
-5.11155578,4.29504004,2.58809197,1.58426478,0.61236927,0.01211217,0.07049030,2.46595478
-5.10555278,4.16926565,2.53560481,1.53324108,0.58258578,0.01169320,0.06959934,2.40814993
-5.09954977,4.05849228,2.48924453,1.48983194,0.55396318,0.01130802,0.06891475,2.36069508
-5.09354677,3.96447388,2.45016868,1.45488280,0.52676753,0.01096079,0.06842596,2.32472749
-5.08754377,3.88878781,2.41954125,1.42914464,0.50123581,0.01065516,0.06811739,2.30129118
-5.08154077,3.83282187,2.39851896,1.41326669,0.47757220,0.01039426,0.06796902,2.29132898
-5.07553777,3.79776274,2.38823448,1.40779030,0.45594511,0.01018067,0.06795725,2.29567434
-5.06953477,3.78458539,2.38977650,1.41314387,0.43648501,0.01001645,0.06805590,2.31504251
-5.06353177,3.79404304,2.40416708,1.42963858,0.41928312,0.00990310,0.06823723,2.35002089
-5.05752876,3.82665737,2.43233655,1.45746469,0.40439093,0.00984160,0.06847316,2.40105826
-5.05152576,3.88270873,2.47509661,1.49668833,0.39182051,0.00983235,0.06873633,2.46845283
-5.04552276,3.96222628,2.53311232,1.54724861,0.38154568,0.00987522,0.06900132,2.55233934
-5.03951976,4.06497827,2.60687379,1.60895500,0.37350382,0.00996951,0.06924559,2.65267537
-5.03351676,4.19046268,2.69666866,1.68148512,0.36759847,0.01011394,0.06945035,2.76922742
-5.02751376,4.33789883,2.80255634,1.76438303,0.36370249,0.01030667,0.06960127,2.90155734
-5.02151076,4.50622068,2.92434503,1.85705823,0.36166181,0.01054527,0.06968888,3.04900998
-5.01550775,4.69407250,3.06157292,1.95878578,0.36129958,0.01082675,0.06970879,3.21070283
-5.00950475,4.89980814,3.21349427,2.06870779,0.36242077,0.01114754,0.06966160,3.38551883
-5.00350175,5.12149463,3.37907169,2.18583675,0.36481703,0.01150352,0.06955259,3.57210312
-4.99749875,5.35692122,3.55697528,2.30906112,0.36827174,0.01189007,0.06939113,3.76886476
-4.99149575,5.60361472,3.74558939,2.43715348,0.37256520,0.01230207,0.06918988,3.97398432
-4.98549275,5.85886176,3.94302748,2.56878164,0.37747984,0.01273398,0.06896387,4.18542785
-4.97948974,6.11973857,4.14715525,2.70252284,0.38280529,0.01317991,0.06872942,4.40096776
-4.97348674,6.38314835,4.35562193,2.83688121,0.38834336,0.01363372,0.06850296,4.61821075
-4.96748374,6.64586612,4.56589947,2.97030849,0.39391270,0.01408909,0.06829997,4.83463264
-4.96148074,6.90459061,4.77532880,3.10122767,0.39935311,0.01453964,0.06813382,5.04761964
-4.95547774,7.15600223,4.98117231,3.22805939,0.40452940,0.01497910,0.06801490,5.25451538
-4.94947474,7.39682603,5.18067117,3.34925045,0.40933476,0.01540140,0.06794975,5.45267245
-4.94347174,7.62389801,5.37110613,3.46330392,0.41369346,0.01580079,0.06794055,5.63950741
-4.93746873,7.83423309,5.54986000,3.56880996,0.41756289,0.01617206,0.06798477,5.81255735
-4.93146573,8.02509267,5.71448006,3.66447658,0.42093483,0.01651060,0.06807508,5.96953668
-4.92546273,8.19404962,5.86273840,3.74915925,0.42383599,0.01681255,0.06819957,6.10839201
-4.91945973,8.33904859,5.99268831,3.82188865,0.42632756,0.01707492,0.06834216,6.22735342
-4.91345673,8.45845936,6.10271488,3.88189521,0.42850400,0.01729569,0.06848331,6.32498041
-4.90745373,8.55112113,6.19157790,3.92862982,0.43049087,0.01747388,0.06860084,6.40020050
-4.90145073,8.61637599,6.25844560,3.96177963,0.43244173,0.01760955,0.06867097,6.45233937
-4.89544772,8.65408982,6.30291782,3.98127821,0.43453424,0.01770391,0.06866940,6.48114097
-4.88944472,8.66465945,6.32503757,3.98730955,0.43696524,0.01775921,0.06857246,6.48677663
-4.88344172,8.64900512,6.32529026,3.98030530,0.43994519,0.01777874,0.06835816,6.46984270
-4.87743872,8.60854799,6.30459033,3.96093513,0.44369178,0.01776674,0.06800729,6.43134623
-4.87143572,8.54517273,6.26425541,3.93009026,0.44842296,0.01772828,0.06750425,6.37267903
-4.86543272,8.46117596,6.20596850,3.88886025,0.45434953,0.01766911,0.06683780,6.29558047
-4.85942971,8.35920178,6.13172922,3.83850380,0.46166733,0.01759550,0.06600152,6.20209025
-4.85342671,8.24216622,6.04379572,3.78041419,0.47054945,0.01751403,0.06499414,6.09449230
-4.84742371,8.11317297,5.94461881,3.71608049,0.48113854,0.01743140,0.06381953,5.97525181
-4.84142071,7.97542317,5.83677093,3.64704586,0.49353944,0.01735417,0.06248653,5.84694735
-4.83541771,7.83212256,5.72287216,3.57486425,0.50781263,0.01728860,0.06100853,5.71220057
-4.82941471,7.68638933,5.60551615,3.50105735,0.52396851,0.01724035,0.05940289,5.57360590
-4.82341171,7.54116634,5.48719875,3.42707314,0.54196309,0.01721437,0.05769019,5.43366299
-4.81740870,7.39914124,5.37025214,3.35424804,0.56169506,0.01721464,0.05589342,5.29471444
-4.81140570,7.26267773,5.25678695,3.28377391,0.58300478,0.01724410,0.05403703,5.15889115
-4.80540270,7.13376104,5.14864486,3.21667149,0.60567515,0.01730449,0.05214612,5.02806746
-4.79939970,7.01395983,5.04736330,3.15377130,0.62943462,0.01739631,0.05024548,4.90382775
-4.79339670,6.90440622,4.95415390,3.09570287,0.65396230,0.01751880,0.04835893,4.78744583
-4.78739370,6.80579477,4.86989499,3.04289256,0.67889522,0.01767002,0.04650856,4.67987744
-4.78139070,6.71840016,4.79513855,2.99557011,0.70383746,0.01784689,0.04471430,4.58176615
-4.77538769,6.64211262,4.73013059,2.95378337,0.72837099,0.01804533,0.04299352,4.49346172
-4.76938469,6.57648907,4.67484371,2.91742030,0.75206784,0.01826050,0.04136084,4.41504982
-4.76338169,6.52081700,4.62901990,2.88623701,0.77450309,0.01848696,0.03982808,4.34639103
-4.75737869,6.47418788,4.59222081,2.85989029,0.79526827,0.01871892,0.03840436,4.28716696
-4.75137569,6.43557568,4.56388285,2.83797273,0.81398459,0.01895051,0.03709635,4.23693071
-4.74537269,6.40391661,4.54337381,2.82004857,0.83031527,0.01917603,0.03590847,4.19515881
-4.73936968,6.37818537,4.53004791,2.80568824,0.84397667,0.01939018,0.03484334,4.16130186
-4.73336668,6.35746420,4.52329629,2.79449985,0.85474742,0.01958830,0.03390212,4.13483097
-4.72736368,6.34100086,4.52259014,2.78615597,0.86247541,0.01976654,0.03308488,4.11527779
-4.72136068,6.32825265,4.52751447,2.78041422,0.86708200,0.01992202,0.03239092,4.10226590
-4.71535768,6.31891450,4.53779066,2.77713104,0.86856351,0.02005289,0.03181909,4.09553238
-4.70935468,6.31292993,4.55328705,2.77626772,0.86698977,0.02015840,0.03136795,4.09493855
-4.70335168,6.31048474,4.57401731,2.77788892,0.86249988,0.02023888,0.03103591,4.10046980
-4.69734867,6.31198433,4.60012700,2.78215392,0.85529538,0.02029562,0.03082130,4.11222496
-4.69134567,6.31801654,4.63186965,2.78930126,0.84563127,0.02033084,0.03072226,4.13039629
-4.68534267,6.32930233,4.66957391,2.79962798,0.83380520,0.02034746,0.03073672,4.15524152
-4.67933967,6.34663767,4.71360416,2.81346477,0.82014552,0.02034894,0.03086214,4.18704998
-4.67333667,6.37083003,4.76431673,2.83114839,0.80499875,0.02033906,0.03109541,4.22610487
-4.66733367,6.40263319,4.82201475,2.85299314,0.78871698,0.02032174,0.03143256,4.27264408
-4.66133067,6.44268390,4.88690381,2.87926267,0.77164591,0.02030077,0.03186862,4.32682159
-4.65532766,6.49144381,4.95905127,2.91014375,0.75411402,0.02027968,0.03239740,4.38867174
-4.64932466,6.54914958,5.03835105,2.94572315,0.73642320,0.02026150,0.03301135,4.45807806
-4.64332166,6.61577324,5.12449592,2.98596867,0.71884135,0.02024869,0.03370150,4.53474829
-4.63731866,6.69099485,5.21695844,3.03071501,0.70159704,0.02024297,0.03445744,4.61819656
-4.63131566,6.77418801,5.31498160,3.07965508,0.68487635,0.02024531,0.03526733,4.70773355
-4.62531266,6.86441875,5.41757924,3.13233687,0.66882180,0.02025588,0.03611803,4.80246491
-4.61930965,6.96045728,5.52354638,3.18816585,0.65353341,0.02027406,0.03699529,4.90129785
-4.61330665,7.06080172,5.63147875,3.24641272,0.63907141,0.02029853,0.03788392,5.00295550
-4.60730365,7.16371236,5.73980062,3.30622601,0.62546044,0.02032732,0.03876812,5.10599844
-4.60130065,7.26725470,5.84679968,3.36664899,0.61269484,0.02035792,0.03963172,5.20885227
-4.59529765,7.36934935,5.95066760,3.42664023,0.60074468,0.02038742,0.04045856,5.30984047
-4.58929465,7.46782662,6.04954454,3.48509711,0.58956208,0.02041264,0.04123276,5.40722112
-4.58329165,7.56048374,6.14156607,3.54088147,0.57908750,0.02043027,0.04193907,5.49922627
-4.57728864,7.64514268,6.22491072,3.59284665,0.56925576,0.02043696,0.04256320,5.58410294
-4.57128564,7.71970676,6.29784663,3.63986522,0.56000141,0.02042954,0.04309206,5.66015422
-4.56528264,7.78221422,6.35877578,3.68085646,0.55126332,0.02040502,0.04351403,5.72577948
-4.55927964,7.83088741,6.40627439,3.71481311,0.54298838,0.02036075,0.04381919,5.77951258
-4.55327664,7.86417641,6.43912844,3.74082649,0.53513425,0.02029451,0.04399949,5.82005695
-4.54727364,7.88079601,6.45636332,3.75810947,0.52767113,0.02020450,0.04404889,5.84631675
-4.54127064,7.87975549,6.45726684,3.76601663,0.52058265,0.02008945,0.04396345,5.85742319
-4.53526763,7.86038059,6.44140525,3.76406102,0.51386604,0.01994859,0.04374142,5.85275548
-4.52926463,7.82232761,6.40863196,3.75192718,0.50753155,0.01978169,0.04338318,5.83195580
-4.52326163,7.76558949,6.35908906,3.72947999,0.50160146,0.01958904,0.04289129,5.79493799
-4.51725863,7.69049418,6.29320184,3.69676899,0.49610880,0.01937145,0.04227040,5.74188978
-4.51125563,7.59769559,6.21166685,3.65402827,0.49109581,0.01913021,0.04152710,5.67326860
-4.50525263,7.48815766,6.11543412,3.60167167,0.48661242,0.01886707,0.04066989,5.58979113
-4.49924962,7.36313236,6.00568441,3.54028363,0.48271486,0.01858421,0.03970893,5.49241701
-4.49324662,7.22413214,5.88380228,3.47060587,0.47946433,0.01828422,0.03865585,5.38232730
-4.48724362,7.07289786,5.75134615,3.39352037,0.47692593,0.01797003,0.03752359,5.26089821
-4.48124062,6.91136305,5.61001612,3.31002908,0.47516781,0.01764493,0.03632611,5.12967117
-4.47523762,6.74161532,5.46162063,3.22123117,0.47426043,0.01731245,0.03507813,4.99031978
-4.46923462,6.56585571,5.30804278,3.12829825,0.47427598,0.01697641,0.03379488,4.84461491
-4.46323162,6.38635700,5.15120698,3.03244849,0.47528778,0.01664080,0.03249180,4.69438856
-4.45722861,6.20542139,4.99304662,2.93492029,0.47736957,0.01630974,0.03118426,4.54149754
-4.45122561,6.02533849,4.83547306,2.83694611,0.48059461,0.01598746,0.02988727,4.38778774
-4.44522261,5.84834392,4.68034631,2.73972721,0.48503439,0.01567816,0.02861520,4.23505963
-4.43921961,5.67657923,4.52944757,2.64440987,0.49075698,0.01538600,0.02738153,4.08503574
-4.43321661,5.51205345,4.38445351,2.55206346,0.49782482,0.01511495,0.02619857,3.93933061
-4.42721361,5.35660673,4.24691243,2.46366091,0.50629191,0.01486873,0.02507728,3.79942355
-4.42121061,5.21187665,4.11822224,2.38006179,0.51620064,0.01465069,0.02402702,3.66663474
-4.41520760,5.07926747,3.99961017,2.30199834,0.52757794,0.01446371,0.02305543,3.54210475
-4.40920460,4.95992310,3.89211441,2.23006448,0.54043125,0.01431009,0.02216828,3.42677794
-4.40320160,4.85470422,3.79656776,2.16470811,0.55474430,0.01419146,0.02136942,3.32138979
-4.39719860,4.76417048,3.71358374,2.10622663,0.57047287,0.01410867,0.02066068,3.22645841
-4.39119560,4.68856829,3.64354546,2.05476572,0.58754098,0.01406175,0.02004195,3.14228050
-4.38519260,4.62782515,3.58659796,2.01032151,0.60583768,0.01404982,0.01951116,3.06893179
-4.37918959,4.58155119,3.54264463,1.97274592,0.62521477,0.01407109,0.01906445,3.00627217
-4.37318659,4.54904847,3.51134837,1.94175530,0.64548572,0.01412289,0.01869626,2.95395557
-4.36718359,4.52932857,3.49213810,1.91694204,0.66642608,0.01420165,0.01839956,2.91144460
-4.36118059,4.52113867,3.48422127,1.89778907,0.68777559,0.01430302,0.01816606,2.87802980
-4.35517759,4.52299590,3.48660261,1.88368697,0.70924202,0.01442199,0.01798647,2.85285320
-4.34917459,4.53322957,3.49810930,1.87395326,0.73050688,0.01455301,0.01785081,2.83493582
-4.34317159,4.55003032,3.51742227,1.86785352,0.75123288,0.01469018,0.01774872,2.82320851
-4.33716858,4.57150494,3.54311309,1.86462365,0.77107297,0.01482744,0.01766975,2.81654523
-4.33116558,4.59573515,3.57368562,1.86349276,0.78968062,0.01495878,0.01760372,2.81379784
-4.32516258,4.62083828,3.60762099,1.86370592,0.80672108,0.01507848,0.01754102,2.81383137
-4.31915958,4.64502765,3.64342444,1.86454599,0.82188298,0.01518131,0.01747286,2.81555840
-4.31315658,4.66667021,3.67967219,1.86535386,0.83488997,0.01526274,0.01739159,2.81797137
-4.30715358,4.68433882,3.71505620,1.86554626,0.84551158,0.01531913,0.01729087,2.82017151
