energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.32866433,0.38842419,0.17381834,0.30938383,0.00001591,0.01384230,0.01879957,0.00901594,0.00010948,0.01896483
-3.32266133,0.40489148,0.18580072,0.32245747,0.00001780,0.01327370,0.02026880,0.00920404,0.00013668,0.01900580
-3.31665833,0.42322275,0.19950505,0.33614474,0.00002001,0.01298704,0.02243105,0.00954491,0.00016950,0.01945377
-3.31065533,0.44372483,0.21522110,0.35069135,0.00002258,0.01295156,0.02531396,0.01003864,0.00020879,0.02030447
-3.30465233,0.46678644,0.23327487,0.36640037,0.00002559,0.01314378,0.02895409,0.01068883,0.00025546,0.02156034
-3.29864932,0.49286726,0.25402109,0.38362549,0.00002909,0.01354674,0.03339471,0.01150215,0.00031048,0.02322981
-3.29264632,0.52248295,0.27783323,0.40276126,0.00003314,0.01414907,0.03868311,0.01248785,0.00037484,0.02532616
-3.28664332,0.55618618,0.30509120,0.42423042,0.00003780,0.01494408,0.04486769,0.01365708,0.00044956,0.02786619
-3.28064032,0.59454408,0.33616682,0.44846864,0.00004315,0.01592861,0.05199471,0.01502213,0.00053565,0.03086858
-3.27463732,0.63811288,0.37140758,0.47590705,0.00004924,0.01710198,0.06010484,0.01659566,0.00063406,0.03435212
-3.26863432,0.68741032,0.41111913,0.50695329,0.00005613,0.01846476,0.06922961,0.01838977,0.00074571,0.03833378
-3.26263132,0.74288708,0.45554708,0.54197153,0.00006386,0.02001767,0.07938783,0.02041508,0.00087141,0.04282670
-3.25662831,0.80489813,0.50485895,0.58126260,0.00007247,0.02176044,0.09058220,0.02267987,0.00101183,0.04783824
-3.25062531,0.87367550,0.55912700,0.62504480,0.00008199,0.02369077,0.10279615,0.02518915,0.00116750,0.05336813
-3.24462231,0.94930353,0.61831287,0.67343655,0.00009243,0.02580337,0.11599114,0.02794386,0.00133876,0.05940674
-3.23861931,1.03169819,0.68225487,0.72644172,0.00010381,0.02808915,0.13010461,0.03094021,0.00152573,0.06593371
-3.23261631,1.12059143,0.75065883,0.78393841,0.00011611,0.03053467,0.14504856,0.03416911,0.00172830,0.07291688
-3.22661331,1.21552178,0.82309314,0.84567202,0.00012930,0.03312164,0.16070918,0.03761580,0.00194609,0.08031170
-3.22061031,1.31583209,0.89898873,0.91125319,0.00014334,0.03582684,0.17694728,0.04125972,0.00217846,0.08806102
-3.21460730,1.42067483,0.97764435,0.98016093,0.00015817,0.03862212,0.19359993,0.04507457,0.00242452,0.09609553
-3.20860430,1.52902531,1.05823725,1.05175112,0.00017372,0.04147479,0.21048307,0.04902864,0.00268310,0.10433462
-3.20260130,1.63970263,1.13983936,1.12527032,0.00018992,0.04434817,0.22739512,0.05308535,0.00295279,0.11268788
-3.19659830,1.75139785,1.22143845,1.19987439,0.00020665,0.04720240,0.24412164,0.05720402,0.00323193,0.12105699
-3.19059530,1.86270830,1.30196376,1.27465147,0.00022382,0.04999549,0.26044063,0.06134086,0.00351868,0.12933814
-3.18459230,1.97217705,1.38031502,1.34864828,0.00024130,0.05268447,0.27612856,0.06545010,0.00381103,0.13742469
-3.17858929,2.07833562,1.45539402,1.42089880,0.00025899,0.05522663,0.29096660,0.06948523,0.00410682,0.14521016
-3.17258629,2.17974844,1.52613712,1.49045401,0.00027674,0.05758094,0.30474708,0.07340027,0.00440382,0.15259124
-3.16658329,2.27505686,1.59154750,1.55641161,0.00029444,0.05970926,0.31727965,0.07715114,0.00469971,0.15947088
-3.16058029,2.36302105,1.65072558,1.61794418,0.00031196,0.06157764,0.32839694,0.08069682,0.00499219,0.16576113
-3.15457729,2.44255766,1.70289641,1.67432473,0.00032916,0.06315735,0.33795956,0.08400050,0.00527893,0.17138570
-3.14857429,2.51277180,1.74743250,1.72494856,0.00034592,0.06442585,0.34586002,0.08703053,0.00555768,0.17628218
-3.14257129,2.57298190,1.78387129,1.76935038,0.00036212,0.06536736,0.35202551,0.08976115,0.00582625,0.18040364
-3.13656828,2.62273645,1.81192639,1.80721628,0.00037765,0.06597331,0.35641938,0.09217295,0.00608252,0.18371977
-3.13056528,2.66182212,1.83149214,1.83838999,0.00039239,0.06624239,0.35904129,0.09425312,0.00632450,0.18621733
-3.12456228,2.69026309,1.84264136,1.86287342,0.00040624,0.06618037,0.35992602,0.09599544,0.00655028,0.18790003
-3.11855928,2.70831205,1.84561659,1.88082180,0.00041911,0.06579962,0.35914096,0.09739998,0.00675809,0.18878775
-3.11255628,2.71643346,1.84081537,1.89253373,0.00043092,0.06511843,0.35678267,0.09847260,0.00694626,0.18891531
-3.10655328,2.71528035,1.82877033,1.89843694,0.00044160,0.06416006,0.35297236,0.09922432,0.00711327,0.18833075
-3.10055028,2.70566590,1.81012532,1.89907062,0.00045108,0.06295171,0.34785085,0.09967048,0.00725769,0.18709324
-3.09454727,2.68853155,1.78560867,1.89506532,0.00045933,0.06152338,0.34157313,0.09982990,0.00737826,0.18527079
-3.08854427,2.66491296,1.75600508,1.88712136,0.00046633,0.05990667,0.33430275,0.09972394,0.00747383,0.18293789
-3.08254127,2.63590581,1.72212724,1.87598681,0.00047206,0.05813369,0.32620649,0.09937564,0.00754342,0.18017305
-3.07653827,2.60263256,1.68478865,1.86243599,0.00047655,0.05623603,0.31744927,0.09880889,0.00758624,0.17705657
-3.07053527,2.56621171,1.64477860,1.84724919,0.00047983,0.05424381,0.30818979,0.09804772,0.00760167,0.17366846
-3.06453227,2.52773046,1.60284028,1.83119435,0.00048196,0.05218501,0.29857686,0.09711572,0.00758931,0.17008669
-3.05852926,2.48822147,1.55965266,1.81501103,0.00048304,0.05008493,0.28874651,0.09603559,0.00754903,0.16638568
-3.05252626,2.44864429,1.51581666,1.79939707,0.00048318,0.04796588,0.27882010,0.09482886,0.00748095,0.16263526
-3.04652326,2.40987141,1.47184573,1.78499796,0.00048250,0.04584704,0.26890319,0.09351570,0.00738549,0.15889986
-3.04052026,2.37267888,1.42816077,1.77239884,0.00048118,0.04374457,0.25908525,0.09211489,0.00726337,0.15523812
-3.03451726,2.33774113,1.38508922,1.76211893,0.00047938,0.04167180,0.24944007,0.09064385,0.00711566,0.15170274
-3.02851426,2.30562939,1.34286783,1.75460808,0.00047729,0.03963962,0.24002676,0.08911880,0.00694371,0.14834054
-3.02251126,2.27681305,1.30164863,1.75024509,0.00047513,0.03765686,0.23089119,0.08755488,0.00674921,0.14519272
-3.01650825,2.25166328,1.26150740,1.74933731,0.00047311,0.03573082,0.22206765,0.08596629,0.00653414,0.14229517
-3.01050525,2.23045804,1.22245405,1.75212118,0.00047142,0.03386773,0.21358075,0.08436649,0.00630076,0.13967887
-3.00450225,2.21338795,1.18444419,1.75876319,0.00047029,0.03207319,0.20544724,0.08276825,0.00605155,0.13737018
-2.99849925,2.20056229,1.14739139,1.76936110,0.00046989,0.03035252,0.19767774,0.08118371,0.00578916,0.13539113
-2.99249625,2.19201462,1.11117935,1.78394496,0.00047042,0.02871109,0.19027831,0.07962435,0.00551640,0.13375956
-2.98649325,2.18770771,1.07567368,1.80247784,0.00047201,0.02715447,0.18325172,0.07810092,0.00523612,0.13248909
-2.98049025,2.18753754,1.04073288,1.82485621,0.00047479,0.02568851,0.17659843,0.07662328,0.00495120,0.13158901
-2.97448724,2.19133630,1.00621805,1.85090986,0.00047884,0.02431928,0.17031729,0.07520019,0.00466446,0.13106402
-2.96848424,2.19887437,0.97200132,1.88040166,0.00048421,0.02305294,0.16440595,0.07383908,0.00437863,0.13091383
-2.96248124,2.20986176,0.93797263,1.91302718,0.00049091,0.02189551,0.15886097,0.07254580,0.00409628,0.13113272
-2.95647824,2.22394899,0.90404506,1.94841467,0.00049889,0.02085258,0.15367777,0.07132436,0.00381977,0.13170912
-2.95047524,2.24072813,0.87015848,1.98612569,0.00050808,0.01992897,0.14885045,0.07017671,0.00355122,0.13262509
-2.94447224,2.25973438,0.83628172,2.02565674,0.00051834,0.01912839,0.14437141,0.06910258,0.00329250,0.13385606
-2.93846923,2.28044867,0.80241328,2.06644261,0.00052950,0.01845311,0.14023110,0.06809935,0.00304519,0.13537058
-2.93246623,2.30230188,0.76858088,2.10786151,0.00054136,0.01790365,0.13641765,0.06716205,0.00281059,0.13713030
-2.92646323,2.32468101,0.73483981,2.14924273,0.00055368,0.01747853,0.13291670,0.06628342,0.00258972,0.13909025
-2.92046023,2.34693781,0.70127045,2.18987675,0.00056618,0.01717414,0.12971129,0.06545408,0.00238331,0.14119930
-2.91445723,2.36839989,0.66797508,2.22902825,0.00057859,0.01698460,0.12678190,0.06466279,0.00219186,0.14340098
-2.90845423,2.38838446,0.63507422,2.26595173,0.00059060,0.01690181,0.12410673,0.06389686,0.00201563,0.14563452
-2.90245123,2.40621448,0.60270270,2.29990961,0.00060191,0.01691553,0.12166202,0.06314259,0.00185470,0.14783626
-2.89644822,2.42123685,0.57100556,2.33019231,0.00061225,0.01701359,0.11942267,0.06238577,0.00170896,0.14994118
-2.89044522,2.43284196,0.54013405,2.35613967,0.00062133,0.01718218,0.11736290,0.06161227,0.00157817,0.15188473
-2.88444222,2.44048390,0.51024182,2.37716282,0.00062891,0.01740617,0.11545700,0.06080862,0.00146202,0.15360461
-2.87843922,2.44370028,0.48148128,2.39276547,0.00063479,0.01766957,0.11368021,0.05996260,0.00136008,0.15504279
-2.87243622,2.44213061,0.45400041,2.40256351,0.00063879,0.01795594,0.11200946,0.05906377,0.00127191,0.15614727
-2.86643322,2.43553224,0.42793981,2.40630184,0.00064082,0.01824891,0.11042421,0.05810391,0.00119701,0.15687382
-2.86043022,2.42379263,0.40343020,2.40386728,0.00064082,0.01853262,0.10890704,0.05707743,0.00113489,0.15718743
-2.85442721,2.40693716,0.38059020,2.39529656,0.00063877,0.01879216,0.10744413,0.05598159,0.00108506,0.15706344
-2.84842421,2.38513166,0.35952445,2.38077881,0.00063476,0.01901405,0.10602553,0.05481665,0.00104699,0.15648829
-2.84242121,2.35867917,0.34032202,2.36065190,0.00062887,0.01918652,0.10464519,0.05358578,0.00102020,0.15545989
-2.83641821,2.32801093,0.32305498,2.33539261,0.00062128,0.01929986,0.10330078,0.05229493,0.00100417,0.15398744
-2.83041521,2.29367152,0.30777731,2.30560080,0.00061219,0.01934657,0.10199319,0.05095250,0.00099835,0.15209092
-2.82441221,2.25629902,0.29452398,2.27197828,0.00060183,0.01932154,0.10072586,0.04956888,0.00100217,0.14980005
-2.81840920,2.21660083,0.28331020,2.23530318,0.00059047,0.01922203,0.09950391,0.04815594,0.00101502,0.14715296
-2.81240620,2.17532647,0.27413104,2.19640115,0.00057836,0.01904763,0.09833316,0.04672639,0.00103620,0.14419458
-2.80640320,2.13323869,0.26696128,2.15611483,0.00056577,0.01880015,0.09721902,0.04529315,0.00106493,0.14097472
-2.80040020,2.09108448,0.26175564,2.11527317,0.00055296,0.01848338,0.09616541,0.04386870,0.00110036,0.13754620
-2.79439720,2.04956751,0.25844944,2.07466219,0.00054015,0.01810285,0.09517381,0.04246447,0.00114152,0.13396287
-2.78839420,2.00932338,0.25695966,2.03499871,0.00052754,0.01766553,0.09424236,0.04109034,0.00118732,0.13027777
-2.78239120,1.97089918,0.25718652,1.99690839,0.00051526,0.01717949,0.09336526,0.03975418,0.00123662,0.12654153
-2.77638819,1.93473815,0.25901548,1.96090914,0.00050342,0.01665358,0.09253240,0.03846157,0.00128813,0.12280099
-2.77038519,1.90117031,0.26231967,1.92740044,0.00049207,0.01609714,0.09172929,0.03721568,0.00134052,0.11909820
-2.76438219,1.87040910,0.26696269,1.89665913,0.00048122,0.01551962,0.09093738,0.03601724,0.00139241,0.11546973
-2.75837919,1.84255423,0.27280161,1.86884128,0.00047081,0.01493040,0.09013460,0.03486476,0.00144239,0.11194641
-2.75237619,1.81759992,0.27969010,1.84398974,0.00046077,0.01433851,0.08929630,0.03375480,0.00148907,0.10855338
-2.74637319,1.79544781,0.28748144,1.82204647,0.00045096,0.01375250,0.08839642,0.03268243,0.00153110,0.10531049
-2.74037019,1.77592348,0.29603134,1.80286857,0.00044124,0.01318025,0.08740881,0.03164176,0.00156723,0.10223292
-2.73436718,1.75879510,0.30520036,1.78624652,0.00043144,0.01262897,0.08630875,0.03062661,0.00159633,0.09933195
-2.72836418,1.74379297,0.31485578,1.77192348,0.00042141,0.01210506,0.08507446,0.02963109,0.00161745,0.09661595
-2.72236118,1.73062860,0.32487278,1.75961401,0.00041098,0.01161421,0.08368857,0.02865035,0.00162981,0.09409119
-2.71635818,1.71901206,0.33513504,1.74902134,0.00040002,0.01116130,0.08213951,0.02768117,0.00163290,0.09176277
-2.71035518,1.70866669,0.34553452,1.73985186,0.00038839,0.01075054,0.08042268,0.02672261,0.00162643,0.08963532
-2.70435218,1.69934046,0.35597069,1.73182653,0.00037604,0.01038542,0.07854130,0.02577647,0.00161040,0.08771352
-2.69834917,1.69081378,0.36634930,1.72468861,0.00036291,0.01006877,0.07650709,0.02484777,0.00158505,0.08600246
-2.69234617,1.68290354,0.37658069,1.71820796,0.00034901,0.00980280,0.07434050,0.02394503,0.00155093,0.08450773
-2.68634317,1.67546405,0.38657823,1.71218215,0.00033439,0.00958908,0.07207071,0.02308049,0.00150881,0.08323533
-2.68034017,1.66838519,0.39625670,1.70643517,0.00031914,0.00942855,0.06973520,0.02227018,0.00145975,0.08219138
-2.67433717,1.66158898,0.40553132,1.70081455,0.00030341,0.00932149,0.06737915,0.02153389,0.00140500,0.08138166
-2.66833417,1.65502515,0.41431724,1.69518780,0.00028737,0.00926747,0.06505451,0.02089500,0.00134601,0.08081115
-2.66233117,1.64866704,0.42252999,1.68943944,0.00027123,0.00926535,0.06281893,0.02038025,0.00128440,0.08048345
-2.65632816,1.64250850,0.43008696,1.68346920,0.00025525,0.00931324,0.06073451,0.02001935,0.00122191,0.08040031
-2.65032516,1.63656272,0.43690980,1.67719243,0.00023967,0.00940844,0.05886653,0.01984459,0.00116038,0.08056121
-2.64432216,1.63086330,0.44292795,1.67054300,0.00022480,0.00954748,0.05728209,0.01989022,0.00110172,0.08096311
-2.63831916,1.62546795,0.44808299,1.66347902,0.00021091,0.00972613,0.05604889,0.02019191,0.00104785,0.08160040
-2.63231616,1.62046461,0.45233377,1.65599118,0.00019830,0.00993949,0.05523392,0.02078603,0.00100071,0.08246498
-2.62631316,1.61597956,0.45566183,1.64811324,0.00018727,0.01018203,0.05490235,0.02170887,0.00096220,0.08354659
-2.62031016,1.61218693,0.45807691,1.63993397,0.00017810,0.01044781,0.05511651,0.02299581,0.00093420,0.08483333
-2.61430715,1.60931858,0.45962221,1.63160954,0.00017107,0.01073059,0.05593489,0.02468045,0.00091850,0.08631228
-2.60830415,1.60767340,0.46037883,1.62337528,0.00016645,0.01102412,0.05741135,0.02679355,0.00091683,0.08797029
-2.60230115,1.60762481,0.46046910,1.61555554,0.00016449,0.01132234,0.05959426,0.02936214,0.00093081,0.08979474
-2.59629815,1.60962557,0.46005862,1.60857069,0.00016541,0.01161965,0.06252584,0.03240835,0.00096197,0.09177436
-2.59029515,1.61420867,0.45935642,1.60294000,0.00016944,0.01191123,0.06624138,0.03594847,0.00101172,0.09389996
-2.58429215,1.62198392,0.45861335,1.59927983,0.00017677,0.01219323,0.07076865,0.03999183,0.00108134,0.09616496
-2.57828914,1.63362943,0.45811848,1.59829644,0.00018758,0.01246308,0.07612713,0.04453989,0.00117196,0.09856588
-2.57228614,1.64987804,0.45819349,1.60077329,0.00020201,0.01271965,0.08232739,0.04958536,0.00128457,0.10110247
-2.56628314,1.67149879,0.45918536,1.60755283,0.00022020,0.01296343,0.08937039,0.05511146,0.00141999,0.10377769
-2.56028014,1.69927385,0.46145728,1.61951332,0.00024224,0.01319663,0.09724685,0.06109142,0.00157884,0.10659744
-2.55427714,1.73397179,0.46537838,1.63754136,0.00026822,0.01342316,0.10593666,0.06748821,0.00176152,0.10956999
-2.54827414,1.77631807,0.47131241,1.66250114,0.00029817,0.01364860,0.11540840,0.07425447,0.00196820,0.11270522
-2.54227114,1.82696408,0.47960596,1.69520161,0.00033210,0.01388007,0.12561895,0.08133290,0.00219878,0.11601376
-2.53626813,1.88645589,0.49057651,1.73636281,0.00036997,0.01412597,0.13651332,0.08865680,0.00245289,0.11950586
-2.53026513,1.95520423,0.50450080,1.78658292,0.00041168,0.01439573,0.14802462,0.09615114,0.00272980,0.12319024
-2.52426213,2.03345682,0.52160399,1.84630727,0.00045711,0.01469940,0.16007442,0.10373375,0.00302848,0.12707301
-2.51825913,2.12127459,0.54204990,1.91580067,0.00050605,0.01504727,0.17257318,0.11131699,0.00334750,0.13115644
-2.51225613,2.21851252,0.56593280,1.99512428,0.00055825,0.01544943,0.18542121,0.11880956,0.00368508,0.13543802
-2.50625313,2.32480634,0.59327090,2.08411806,0.00061339,0.01591525,0.19850970,0.12611857,0.00403903,0.13990954
-2.50025013,2.43956568,0.62400194,2.18238956,0.00067105,0.01645296,0.21172223,0.13315169,0.00440675,0.14455643
-2.49424712,2.56197401,0.65798093,2.28930975,0.00073079,0.01706915,0.22493646,0.13981938,0.00478528,0.14935732
-2.48824412,2.69099588,0.69498021,2.40401624,0.00079205,0.01776841,0.23802606,0.14603712,0.00517126,0.15428385
-2.48224112,2.82539118,0.73469185,2.52542384,0.00085424,0.01855295,0.25086289,0.15172741,0.00556102,0.15930076
-2.47623812,2.96373631,0.77673245,2.65224265,0.00091667,0.01942235,0.26331927,0.15682174,0.00595056,0.16436630
-2.47023512,3.10445172,0.82065013,2.78300294,0.00097862,0.02037335,0.27527035,0.16126211,0.00633564,0.16943283
-2.46423212,3.24583516,0.86593369,2.91608643,0.00103932,0.02139981,0.28659655,0.16500237,0.00671185,0.17444772
-2.45822911,3.38609957,0.91202363,3.04976303,0.00109796,0.02249271,0.29718590,0.16800912,0.00707468,0.17935455
-2.45222611,3.52341478,0.95832480,3.18223188,0.00115372,0.02364032,0.30693624,0.17026222,0.00741961,0.18409432
-2.44622311,3.65595139,1.00422038,3.31166555,0.00120576,0.02482845,0.31575738,0.17175493,0.00774219,0.18860703
-2.44022011,3.78192576,1.04908664,3.43625588,0.00125328,0.02604077,0.32357280,0.17249360,0.00803817,0.19283317
-2.43421711,3.89964435,1.09230818,3.55425988,0.00129551,0.02725930,0.33032129,0.17249710,0.00830359,0.19671535
-2.42821411,4.00754601,1.13329307,3.66404404,0.00133175,0.02846488,0.33595804,0.17179577,0.00853488,0.20019987
-2.42221111,4.10424053,1.17148739,3.76412554,0.00136135,0.02963774,0.34045542,0.17043023,0.00872897,0.20323822
-2.41620810,4.18854211,1.20638861,3.85320852,0.00138379,0.03075809,0.34380332,0.16844987,0.00888335,0.20578846
-2.41020510,4.25949625,1.23755738,3.93021416,0.00139865,0.03180673,0.34600904,0.16591129,0.00899616,0.20781632
-2.40420210,4.31639904,1.26462718,3.99430325,0.00140564,0.03276557,0.34709662,0.16287649,0.00906624,0.20929610
-2.39819910,4.35880796,1.28731148,4.04489025,0.00140462,0.03361818,0.34710583,0.15941120,0.00909315,0.21021128
-2.39219610,4.38654367,1.30540815,4.08164835,0.00139556,0.03435022,0.34609060,0.15558306,0.00907723,0.21055477
-2.38619310,4.39968272,1.31880092,4.10450525,0.00137862,0.03494984,0.34411708,0.15146002,0.00901952,0.21032880
-2.38019010,4.39854161,1.32745785,4.11363005,0.00135408,0.03540789,0.34126140,0.14710878,0.00892175,0.20954451
-2.37418709,4.38365281,1.33142702,4.10941184,0.00132236,0.03571813,0.33760706,0.14259340,0.00878630,0.20822122
-2.36818409,4.35573413,1.33082956,4.09243130,0.00128400,0.03587723,0.33324225,0.13797407,0.00861612,0.20638536
-2.36218109,4.31565293,1.32585062,4.06342678,0.00123965,0.03588472,0.32825701,0.13330621,0.00841460,0.20406920
-2.35617809,4.26438704,1.31672861,4.02325673,0.00119006,0.03574287,0.32274053,0.12863964,0.00818549,0.20130946
-2.35017509,4.20298454,1.30374346,3.97286052,0.00113603,0.03545637,0.31677857,0.12401811,0.00793277,0.19814576
-2.34417209,4.13252442,1.28720450,3.91321986,0.00107842,0.03503212,0.31045122,0.11947900,0.00766056,0.19461917
-2.33816908,4.05408026,1.26743862,3.84532279,0.00101809,0.03447878,0.30383107,0.11505329,0.00737297,0.19077076
-2.33216608,3.96868872,1.24477937,3.77013214,0.00095593,0.03380648,0.29698183,0.11076576,0.00707401,0.18664037
-2.32616308,3.87732446,1.21955749,3.68856008,0.00089278,0.03302639,0.28995754,0.10663532,0.00676749,0.18226566
-2.32016008,3.78088241,1.19209335,3.60144980,0.00082945,0.03215040,0.28280245,0.10267560,0.00645696,0.17768134
-2.31415708,3.68016823,1.16269158,3.50956507,0.00076667,0.03119074,0.27555136,0.09889561,0.00614561,0.17291885
-2.30815408,3.57589674,1.13163791,3.41358764,0.00070514,0.03015979,0.26823064,0.09530054,0.00583627,0.16800627
-2.30215108,3.46869795,1.09919836,3.31412214,0.00064543,0.02906979,0.26085965,0.09189257,0.00553138,0.16296863
-2.29614807,3.35912968,1.06562038,3.21170744,0.00058804,0.02793272,0.25345260,0.08867174,0.00523298,0.15782843
-2.29014507,3.24769527,1.03113568,3.10683324,0.00053338,0.02676019,0.24602066,0.08563672,0.00494271,0.15260643
-2.28414207,3.13486459,0.99596430,2.99995995,0.00048177,0.02556341,0.23857411,0.08278552,0.00466190,0.14732257
-2.27813907,3.02109645,0.96031932,2.89154015,0.00043342,0.02435313,0.23112455,0.08011611,0.00439154,0.14199690
-2.27213607,2.90686036,0.92441168,2.78203965,0.00038848,0.02313977,0.22368686,0.07762687,0.00413239,0.13665059
-2.26613307,2.79265577,0.88845458,2.67195608,0.00034701,0.02193334,0.21628084,0.07531682,0.00388499,0.13130669
-2.26013007,2.67902704,0.85266691,2.56183368,0.00030899,0.02074362,0.20893240,0.07318574,0.00364973,0.12599081
-2.25412706,2.56657283,0.81727534,2.45227262,0.00027438,0.01958009,0.20167428,0.07123407,0.00342691,0.12073145
-2.24812406,2.45594914,0.78251479,2.34393221,0.00024306,0.01845201,0.19454613,0.06946269,0.00321675,0.11556008
-2.24212106,2.34786529,0.74862711,2.23752734,0.00021487,0.01736842,0.18759405,0.06787250,0.00301946,0.11051091
-2.23611806,2.24307327,0.71585802,2.13381836,0.00018965,0.01633805,0.18086960,0.06646394,0.00283523,0.10562025
-2.23011506,2.14235078,0.68445239,2.03359484,0.00016719,0.01536928,0.17442824,0.06523646,0.00266426,0.10092565
-2.22411206,2.04647902,0.65464818,1.93765407,0.00014728,0.01447001,0.16832744,0.06418795,0.00250678,0.09646477
-2.21810905,1.95621662,0.62666941,1.84677568,0.00012972,0.01364750,0.16262448,0.06331421,0.00236298,0.09227404
-2.21210605,1.87227118,0.60071851,1.76169387,0.00011428,0.01290821,0.15737408,0.06260852,0.00223308,0.08838719
-2.20610305,1.79527029,0.57696874,1.68306886,0.00010075,0.01225763,0.15262602,0.06206128,0.00211723,0.08483383
-2.20010005,1.72573358,0.55555690,1.61145929,0.00008893,0.01170005,0.14842286,0.06165985,0.00201554,0.08163799
-2.19409705,1.66404762,0.53657703,1.54729718,0.00007864,0.01123838,0.14479788,0.06138855,0.00192802,0.07881687
-2.18809405,1.61044504,0.52007532,1.49086687,0.00006969,0.01087401,0.14177339,0.06122876,0.00185458,0.07637981
-2.18209105,1.56498910,0.50604672,1.44228917,0.00006191,0.01060665,0.13935946,0.06115930,0.00179498,0.07432750
-2.17608804,1.52756459,0.49443333,1.40151158,0.00005517,0.01043425,0.13755305,0.06115688,0.00174885,0.07265159
-2.17008504,1.49787566,0.48512476,1.36830518,0.00004931,0.01035293,0.13633776,0.06119674,0.00171560,0.07133462
-2.16408204,1.47545062,0.47796049,1.34226831,0.00004421,0.01035702,0.13568403,0.06125336,0.00169452,0.07035035
-2.15807904,1.45965367,0.47273412,1.32283699,0.00003977,0.01043910,0.13554988,0.06130126,0.00168469,0.06966440
-2.15207604,1.44970297,0.46919930,1.30930153,0.00003589,0.01059014,0.13588204,0.06131580,0.00168502,0.06923535
-2.14607304,1.44469428,0.46707719,1.30082866,0.00003248,0.01079972,0.13661755,0.06127396,0.00169427,0.06901600
-2.14007004,1.44362910,0.46606493,1.29648815,0.00002947,0.01105619,0.13768569,0.06115513,0.00171109,0.06895497
-2.13406703,1.44544628,0.46584502,1.29528279,0.00002680,0.01134706,0.13901003,0.06094176,0.00173399,0.06899838
-2.12806403,1.44905557,0.46609498,1.29618051,0.00002442,0.01165928,0.14051079,0.06061996,0.00176143,0.06909173
-2.12206103,1.45337201,0.46649714,1.29814729,0.00002229,0.01197959,0.14210717,0.06017992,0.00179183,0.06918168
-2.11605803,1.45734964,0.46674797,1.30017965,0.00002036,0.01229492,0.14371964,0.05961626,0.00182361,0.06921791
-2.11005503,1.46001354,0.46656677,1.30133547,0.00001862,0.01259279,0.14527219,0.05892826,0.00185524,0.06915469
-2.10405203,1.46048886,0.46570343,1.30076210,0.00001705,0.01286163,0.14669437,0.05811994,0.00188527,0.06895243
-2.09804902,1.45802612,0.46394489,1.29772074,0.00001563,0.01309116,0.14792306,0.05720007,0.00191236,0.06857887
-2.09204602,1.45202190,0.46112033,1.29160658,0.00001437,0.01327272,0.14890403,0.05618210,0.00193534,0.06801005
-2.08604302,1.44203454,0.45710480,1.28196396,0.00001327,0.01339951,0.14959317,0.05508404,0.00195321,0.06723100
-2.08004002,1.42779455,0.45182134,1.26849642,0.00001233,0.01346680,0.14995734,0.05392833,0.00196518,0.06623606
-2.07403702,1.40920960,0.44524165,1.25107157,0.00001158,0.01347212,0.14997500,0.05274164,0.00197069,0.06502899
-2.06803402,1.38636444,0.43738530,1.22972087,0.00001103,0.01341534,0.14963646,0.05155484,0.00196942,0.06362277
-2.06203102,1.35951597,0.42831769,1.20463477,0.00001072,0.01329866,0.14894387,0.05040282,0.00196130,0.06203913
-2.05602801,1.32908397,0.41814684,1.17615353,0.00001070,0.01312665,0.14791100,0.04932450,0.00194650,0.06030790
-2.05002501,1.29563830,0.40701935,1.14475460,0.00001100,0.01290607,0.14656277,0.04836280,0.00192544,0.05846626
-2.04402201,1.25988299,0.39511559,1.11103703,0.00001169,0.01264580,0.14493463,0.04756472,0.00189879,0.05655774
-2.03801901,1.22263810,0.38264442,1.07570363,0.00001283,0.01235659,0.14307186,0.04698135,0.00186745,0.05463133
-2.03201601,1.18482004,0.36983765,1.03954179,0.00001452,0.01205086,0.14102871,0.04666795,0.00183251,0.05274036
-2.02601301,1.14742079,0.35694427,1.00340329,0.00001684,0.01174243,0.13886751,0.04668393,0.00179529,0.05094157
-2.02001001,1.11148671,0.34422489,0.96818391,0.00001990,0.01144621,0.13665776,0.04709274,0.00175727,0.04929408
-2.01400700,1.07809708,0.33194614,0.93480311,0.00002382,0.01117794,0.13447512,0.04796166,0.00172011,0.04785844
-2.00800400,1.04834285,0.32037539,0.90418421,0.00002874,0.01095381,0.13240030,0.04936128,0.00168561,0.04669570
-2.00200100,1.02330550,0.30977566,0.87723507,0.00003480,0.01079020,0.13051798,0.05136485,0.00165568,0.04586654
-1.99599800,1.00403609,0.30040076,0.85482961,0.00004216,0.01070328,0.12891549,0.05404721,0.00163235,0.04543033
-1.98999500,0.99153442,0.29249066,0.83778995,0.00005097,0.01070873,0.12768137,0.05748345,0.00161770,0.04544428
-1.98399200,0.98672815,0.28626701,0.82686912,0.00006142,0.01082137,0.12690376,0.06174719,0.00161389,0.04596246
-1.97798899,0.99045181,0.28192874,0.82273448,0.00007367,0.01105482,0.12666857,0.06690840,0.00162306,0.04703482
-1.97198599,1.00342572,0.27964779,0.82595154,0.00008789,0.01142114,0.12705738,0.07303097,0.00164736,0.04870606
-1.96598299,1.02623475,0.27956494,0.83696835,0.00010422,0.01193051,0.12814515,0.08016987,0.00168885,0.05101450
