energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,10.90979627,-5.81565886,0.11143515,-0.08790049,1.44849043,-0.86771379,4.16446517,-2.43918110,2.93987967,-0.99712984,0.71710792,-0.44684005,0.21778879,-0.08346510,4.38055789,-2.55592395
-5.93396698,10.88148411,-6.04726483,0.10881005,-0.09344315,1.43172243,-0.88775143,4.21645704,-2.55920707,2.89043171,-1.02751587,0.72236417,-0.47914460,0.22012888,-0.09008090,4.39914533,-2.68133497
-5.92796398,10.82955525,-6.29199426,0.10587147,-0.09897291,1.41127512,-0.91025697,4.25986087,-2.68587342,2.83357330,-1.05931220,0.72567494,-0.51189364,0.22214483,-0.09721275,4.40938588,-2.81200333
-5.92196098,10.75731702,-6.54610310,0.10267825,-0.10439093,1.38774693,-0.93476033,4.29517492,-2.81770320,2.77078207,-1.09180938,0.72717241,-0.54458457,0.22388198,-0.10479819,4.41221251,-2.94619997
-5.91595798,10.66810109,-6.80560227,0.09928830,-0.10959957,1.36175267,-0.96075917,4.32299018,-2.95306186,2.70353572,-1.12429589,0.72699410,-0.57670312,0.22537981,-0.11276603,4.40855151,-3.08207532
-5.90995498,10.56515368,-7.06637626,0.09575683,-0.11450515,1.33390501,-0.98773577,4.34397178,-3.09020054,2.63326600,-1.15608162,0.72527495,-0.60773667,0.22666993,-0.12103823,4.39928992,-3.21771135
-5.90395198,10.45154214,-7.32431126,0.09213499,-0.11902058,1.30479785,-1.01517464,4.35884185,-3.22730613,2.56131806,-1.18652113,0.72214045,-0.63718807,0.22777468,-0.12953213,4.38524959,-3.35117917
-5.89794897,10.33008125,-7.57542860,0.08846875,-0.12306785,1.27499218,-1.04258025,4.36836422,-3.36255660,2.48891668,-1.21503596,0.71770082,-0.66458936,0.22870638,-0.13816281,4.36716878,-3.48060018
-5.89194597,10.20328105,-7.81601833,0.08479824,-0.12658044,1.24500485,-1.06949443,4.37333136,-3.49417971,2.41714017,-1.24113507,0.71204682,-0.68951496,0.22946731,-0.14684560,4.34569156,-3.60420839
-5.88594297,10.07331642,-8.04276762,0.08115741,-0.12950528,1.21530033,-1.09551264,4.37455341,-3.62051272,2.34690266,-1.26443270,0.70524716,-0.71159376,0.23005037,-0.15549863,4.32136492,-3.72041128
-5.87993997,9.94201739,-8.25287824,0.07757403,-0.13180436,1.18628544,-1.12029854,4.37284899,-3.74006079,2.27894456,-1.28466278,0.69734765,-0.73051963,0.23044037,-0.16404522,4.29464265,-3.82784639
-5.87393697,9.81087749,-8.44416757,0.07406996,-0.13345590,1.15830682,-1.14359625,4.36903705,-3.85155135,2.21383103,-1.30168932,0.68837217,-0.74605988,0.23061572,-0.17241608,4.26589494,-3.92543089
-5.86793397,9.68107675,-8.61514829,0.07066175,-0.13445491,1.13165077,-1.16523967,4.36392903,-3.95398193,2.15195729,-1.31551220,0.67832516,-0.75806129,0.23055059,-0.18055120,4.23542182,-4.01240168
-5.86193097,9.55351498,-8.76508205,0.06736129,-0.13481328,1.10654495,-1.18515842,4.35832036,-4.04665910,2.09355992,-1.32626803,0.66719549,-0.76645343,0.23021713,-0.18840131,4.20346889,-4.08834367
-5.85592796,9.42885081,-8.89400421,0.06417663,-0.13455919,1.08316144,-1.20338000,4.35298027,-4.12922629,2.03873265,-1.33422577,0.65496147,-0.77124916,0.22958778,-0.19592883,4.17024322,-4.15320458
-5.84992496,9.30754177,-9.00271726,0.06111283,-0.13373605,1.06162052,-1.22002794,4.34863928,-4.20167891,1.98744531,-1.33977739,0.64159651,-0.77254221,0.22863744,-0.20310824,4.13592771,-4.20729517
-5.84392196,9.18988142,-9.09275255,0.05817273,-0.13240084,1.04199472,-1.23531599,4.34597362,-4.26436553,1.93956441,-1.34342358,0.62707519,-0.77050192,0.22734530,-0.20992591,4.10069233,-4.25127444
-5.83791896,9.07603006,-9.16630110,0.05535769,-0.13062208,1.02431273,-1.24953822,4.34558650,-4.31797462,1.89487414,-1.34575523,0.61137925,-0.76536553,0.22569636,-0.21637929,4.06470104,-4.28612007
-5.83191596,8.96603675,-9.22611584,0.05266814,-0.12847735,1.00856277,-1.26305568,4.34798634,-4.36350681,1.85309664,-1.34743119,0.59450314,-0.75742810,0.22368238,-0.22247555,4.02811367,-4.31308521
-5.82591296,8.85985142,-9.27538921,0.05010406,-0.12605063,0.99469533,-1.27627967,4.35356261,-4.40223350,1.81391067,-1.34915321,0.57645882,-0.74703075,0.22130238,-0.22822971,3.99108263,-4.33364325
-5.81990995,8.75732711,-9.31761090,0.04766518,-0.12342939,0.98262516,-1.28965268,4.36256057,-4.43564308,1.77696799,-1.35163909,0.55727954,-0.73454761,0.21856266,-0.23366239,3.95374481,-4.34942289
-5.81390695,8.65821378,-9.35641198,0.04535116,-0.12070178,0.97223279,-1.30362733,4.37505612,-4.46537684,1.74190735,-1.35559512,0.53702238,-0.72037203,0.21547628,-0.23879725,3.91620948,-4.36213641
-5.80790395,8.56214579,-9.39540185,0.04316148,-0.11795376,0.96336557,-1.31864449,4.39093299,-4.49315682,1.70836585,-1.36168872,0.51576938,-0.70490269,0.21206222,-0.24365828,3.87854370,-4.37350404
-5.80190095,8.46862626,-9.43800518,0.04109536,-0.11526654,0.95583873,-1.33511131,4.40986396,-4.52070861,1.67598789,-1.37052264,0.49362734,-0.68853015,0.20834420,-0.24826708,3.84075671,-4.38517791
-5.79589795,8.37701187,-9.48730564,0.03915152,-0.11271428,0.94943681,-1.35338013,4.43129841,-4.54968212,1.64443215,-1.38261138,0.47072631,-0.67162441,0.20434935,-0.25264030,3.80278523,-4.39866876
-5.78989495,8.28650150,-9.54590324,0.03732788,-0.11036206,0.94391566,-1.37372912,4.45445802,-4.58157358,1.61337702,-1.39836102,0.44721675,-0.65452380,0.20010684,-0.25678735,3.76448154,-4.41527855
-5.78389195,8.19613251,-9.61579099,0.03562137,-0.10826444,0.93900561,-1.39634557,4.47834218,-4.61765215,1.58252495,-1.41805281,0.42326582,-0.63752581,0.19564651,-0.26070855,3.72560582,-4.43604170
-5.77788894,8.10478700,-9.69825611,0.03402765,-0.10646429,0.93441576,-1.42131246,4.50174421,-4.65889400,1.55160627,-1.44183140,0.39905283,-0.62087992,0.19099771,-0.26439379,3.68582444,-4.46167741
-5.77188594,8.01121031,-9.79380935,0.03254103,-0.10499222,0.92983977,-1.44859893,4.52327881,-4.70592702,1.52038282,-1.46969763,0.37476421,-0.60478277,0.18618832,-0.26782182,3.64471489,-4.49255485
-5.76588294,7.91404237,-9.90214531,0.03115432,-0.10386636,0.92496299,-1.47805504,4.54142055,-4.75898834,1.48865178,-1.50150635,0.35058825,-0.58937561,0.18124417,-0.27096013,3.60177785,-4.52867244
-5.75987994,7.81186169,-10.02213458,0.02985897,-0.10309258,0.91947092,-1.50941110,4.55455208,-4.81789682,1.45624974,-1.53696884,0.32670991,-0.57474404,0.17618857,-0.27376562,3.55645623,-4.56965176
-5.75387694,7.70324038,-10.15184789,0.02864514,-0.10266509,0.91305855,-1.54228153,4.56102060,-4.88204170,1.42305712,-1.57565976,0.30330601,-0.56091998,0.17104237,-0.27618583,3.50816051,-4.61474624
-5.74787394,7.58680762,-10.28861053,0.02750203,-0.10256729,0.90544045,-1.57617318,4.55919989,-4.95038836,1.38900261,-1.61702816,0.28054081,-0.54788552,0.16582410,-0.27816077,3.45629893,-4.66286382
-5.74187094,7.46131800,-10.42908462,0.02641815,-0.10277289,0.89636082,-1.61049778,4.54755497,-5.02150096,1.35406758,-1.66041194,0.25856243,-0.53557836,0.16055047,-0.27962527,3.40031102,-4.71260260
-5.73586793,7.32572086,-10.56937555,0.02538175,-0.10324720,0.88560326,-1.64458792,4.52470613,-5.09358159,1.31828997,-1.70505521,0.23750000,-0.52389873,0.15523688,-0.28051177,3.33970224,-4.76229778
-5.72986493,7.17922590,-10.70515818,0.02438128,-0.10394849,0.87299952,-1.67771618,4.48948894,-5.16452444,1.28176730,-1.75012784,0.21746168,-0.51271704,0.14989814,-0.28075327,3.27407767,-4.81007809
-5.72386193,7.02136096,-10.83181788,0.02340580,-0.10482939,0.85843676,-1.70911639,4.44100683,-5.23198307,1.24465834,-1.79474655,0.19853359,-0.50188230,0.14454904,-0.28028650,3.20317255,-4.85392923
-5.71785893,6.85201803,-10.94460108,0.02244544,-0.10583835,0.84186294,-1.73800651,4.37867339,-5.29344844,1.20718328,-1.83799693,0.18077956,-0.49123062,0.13920496,-0.27905500,3.12687753,-4.89176223
-5.71185593,6.67148409,-11.03876983,0.02149178,-0.10692098,0.82328993,-1.76361210,4.30224201,-5.34633446,1.16962187,-1.87895570,0.16424158,-0.48059358,0.13388223,-0.27701205,3.04525709,-4.92148399
-5.70585293,6.48045460,-11.10975505,0.02053814,-0.10802137,0.80279420,-1.78518962,4.21182116,-5.38806819,1.13230960,-1.91671269,0.14894097,-0.46980616,0.12859838,-0.27412331,2.95855970,-4.94106775
-5.69984992,6.28002836,-11.15330330,0.01957987,-0.10908332,0.78051497,-1.80204880,4.10787448,-5.41618076,1.09563182,-1.95039212,0.13487998,-0.45871394,0.12337212,-0.27036903,2.86721906,-4.94862098
-5.69384692,6.07168383,-11.16561237,0.01861441,-0.11005149,0.75664991,-1.81357329,3.99120587,-5.42839584,1.06001575,-1.97917271,0.12204383,-0.44717936,0.11822314,-0.26574569,2.77184630,-4.94244845
-5.68784392,5.85723777,-11.14345148,0.01764138,-0.11087243,0.73144867,-1.81923889,3.86293030,-5.42271202,1.02592088,-2.00230619,0.11040290,-0.43508685,0.11317174,-0.26026716,2.67321331,-4.92110872
-5.68184092,5.63878863,-11.08426257,0.01666250,-0.11149559,0.70520450,-1.81862896,3.72443226,-5.39747593,0.99382781,-2.01913406,0.09991509,-0.42234682,0.10823820,-0.25396514,2.57222845,-4.88346198
-5.67583792,5.41864754,-10.98623985,0.01568141,-0.11187420,0.67824445,-1.81144636,3.57731420,-5.35144334,0.96422605,-2.02910214,0.09052812,-0.40889831,0.10344213,-0.24688901,2.46990572,-4.82870812
-5.66983492,5.19926057,-10.84838550,0.01470344,-0.11196613,0.65091858,-1.79752179,3.42333782,-5.28382584,0.93760122,-2.03177291,0.08218178,-0.39471055,0.09880172,-0.23910501,2.36732932,-4.75641379
-5.66383192,4.98312630,-10.67054038,0.01373534,-0.11173459,0.62358874,-1.77681822,3.26436132,-5.19432154,0.91442204,-2.02683512,0.07480994,-0.37978316,0.09433297,-0.23069487,2.26561538,-4.66652788
-5.65782891,4.77271274,-10.45338919,0.01278487,-0.11114887,0.59661735,-1.74943150,3.10227601,-5.08312862,0.89512752,-2.01411079,0.06834240,-0.36414536,0.09004905,-0.22175382,2.16587299,-4.55938495
-5.65182591,4.57037751,-10.19844055,0.01186049,-0.11018491,0.57035667,-1.71558702,2.93894525,-4.95094157,0.88011487,-1.99355918,0.06270650,-0.34785425,0.08595968,-0.21238830,2.06916645,-4.43569686
-5.64582291,4.37829470,-9.90798305,0.01097093,-0.10882582,0.54513898,-1.67563280,2.77614857,-4.79893045,0.86972823,-1.96527781,0.05782847,-0.33099213,0.08207070,-0.20271308,1.97648053,-4.29653299
-5.63981991,4.19839136,-9.58501925,0.01012485,-0.10706219,0.52126785,-1.63002922,2.61553319,-4.62870445,0.86424865,-1.92950028,0.05363454,-0.31366329,0.07838388,-0.19284833,1.88869023,-4.14328988
-5.63381691,4.03229562,-9.23318017,0.00933045,-0.10489243,0.49901079,-1.57933579,2.45857478,-4.44226139,0.86388542,-1.88659091,0.05005188,-0.29599024,0.07489683,-0.18291639,1.80653622,-3.97765150
-5.62781391,3.88129799,-8.85662329,0.00859523,-0.10232274,0.47859346,-1.52419544,2.30654847,-4.24192554,0.86876889,-1.83703631,0.04700936,-0.27810965,0.07160319,-0.17303855,1.73060677,-3.80154173
-5.62181091,3.74632618,-8.45991792,0.00792565,-0.09936711,0.46019528,-1.46531686,2.16051053,-4.03027654,0.87894481,-1.78143396,0.04443812,-0.26016809,0.06849295,-0.16333188,1.66132650,-3.61707069
-5.61580790,3.62793343,-8.04792166,0.00732697,-0.09604694,0.44394661,-1.40345551,2.02129051,-3.81007232,0.89437031,-1.72047799,0.04227211,-0.24231788,0.06555303,-0.15390622,1.59895190,-3.42647692
-5.60980490,3.52629956,-7.62565241,0.00680307,-0.09239064,0.42992726,-1.33939388,1.88949313,-3.58416931,0.91491136,-1.65494257,0.04044850,-0.22471288,0.06276787,-0.14486141,1.54357333,-3.23206750
-5.60380190,3.44124343,-7.19815997,0.00635635,-0.08843292,0.41816632,-1.27392160,1.76550869,-3.35544288,0.94034197,-1.58566340,0.03890801,-0.20750474,0.06012019,-0.13628492,1.49512274,-3.03615813
-5.59779890,3.37224522,-6.77040166,0.00598767,-0.08421395,0.40864308,-1.20781616,1.64953054,-3.12671110,0.97034495,-1.51351760,0.03759528,-0.19083934,0.05759182,-0.12824982,1.45338638,-2.84101532
-5.59179590,3.31847676,-6.34712569,0.00569637,-0.07977837,0.40128901,-1.14182459,1.54157776,-2.90066444,1.00451442,-1.43940300,0.03645916,-0.17485372,0.05516443,-0.12081330,1.41802126,-2.64880245
-5.58579290,3.27883809,-5.93276600,0.00548029,-0.07517419,0.39599058,-1.07664690,1.44152144,-2.67980353,1.04236003,-1.36421704,0.03545294,-0.15967342,0.05282039,-0.11401559,1.38857454,-2.46153153
-5.57978989,3.25199831,-5.53135147,0.00533587,-0.07045158,0.39259297,-1.01292156,1.34911271,-2.46638692,1.08331311,-1.28883641,0.03453465,-0.14541034,0.05054338,-0.10787956,1.36450451,-2.28102205
-5.57378689,3.23643938,-5.14643198,0.00525822,-0.06566161,0.39090443,-0.95121343,1.26401095,-2.26238980,1.12673467,-1.21409780,0.03366720,-0.13216107,0.04831902,-0.10241075,1.34520233,-2.10886783
-5.56778389,3.23050111,-4.78102289,0.00524131,-0.06085508,0.39070141,-0.89200463,1.18581089,-2.06947454,1.17192545,-1.14078053,0.03281857,-0.12000569,0.04613535,-0.09759800,1.33001351,-1.94641285
-5.56178089,3.23242641,-4.43756890,0.00527811,-0.05608127,0.39173431,-0.83568820,1.11406734,-1.88897307,1.21813802,-1.06959163,0.03196190,-0.10900699,0.04398312,-0.09341453,1.31825842,-1.79473616
-5.55577789,3.24040569,-4.11792734,0.00536077,-0.05138690,0.39373392,-0.78256489,1.04831695,-1.72188057,1.26459076,-1.00115378,0.03107551,-0.09921014,0.04185599,-0.08981952,1.30925118,-1.65464582
-5.54977489,3.25261969,-3.82337022,0.00548083,-0.04681514,0.39641844,-0.73284292,0.98809635,-1.56885984,1.31048378,-0.93599651,0.03014282,-0.09064262,0.03975055,-0.08676006,1.30231642,-1.52668163
-5.54377189,3.26728018,-3.55460373,0.00562939,-0.04240486,0.39950099,-0.68664054,0.93295646,-1.43025496,1.35501641,-0.87455074,0.02915222,-0.08331456,0.03766626,-0.08417343,1.29680384,-1.41112565
-5.53776888,3.28266797,-3.31180321,0.00579737,-0.03818998,0.40269765,-0.64399123,0.88247307,-1.30611289,1.39740605,-0.81714677,0.02809684,-0.07721925,0.03560516,-0.08198960,1.29210010,-1.30801966
-5.53176588,3.29716805,-3.09466122,0.00597567,-0.03419905,0.40573578,-0.60485099,0.83625387,-1.19621133,1.43690776,-0.76401563,0.02697417,-0.07233387,0.03357158,-0.08013390,1.28763832,-1.21718829
-5.52576288,3.30930127,-2.90244581,0.00615543,-0.03045508,0.40836248,-0.56910756,0.79394225,-1.10009115,1.47283434,-0.71529340,0.02578570,-0.06862042,0.03157172,-0.07852968,1.28290502,-1.13826657
-5.51975988,3.31775252,-2.73406622,0.00632818,-0.02697544,0.41035301,-0.53659089,0.75521857,-1.01709182,1.50457603,-0.67102834,0.02453643,-0.06602679,0.02961320,-0.07710096,1.27744490,-1.07073034
-5.51375688,3.32139494,-2.58814284,0.00648606,-0.02377205,0.41151888,-0.50708455,0.71979924,-0.94638816,1.53161939,-0.63119006,0.02323427,-0.06448791,0.02770451,-0.07577488,1.27086345,-1.01392835
-5.50775388,3.31930994,-2.46307869,0.00662200,-0.02085166,0.41171537,-0.48033736,0.68743426,-0.88702712,1.55356449,-0.59568053,0.02188953,-0.06392711,0.02585457,-0.07448398,1.26282781,-0.96711454
-5.50175088,3.31080283,-2.35712956,0.00672981,-0.01821628,0.41084821,-0.45607511,0.65790390,-0.83796344,1.57013997,-0.56434609,0.02051425,-0.06425753,0.02407220,-0.07316810,1.25306613,-0.92947957
-5.49574787,3.29541372,-2.26847057,0.00680438,-0.01586370,0.40887912,-0.43401157,0.63101482,-0.79809317,1.58121521,-0.53698994,0.01912166,-0.06538365,0.02236568,-0.07177596,1.24136563,-0.90018030
-5.48974487,3.27292352,-2.19525708,0.00684171,-0.01378807,0.40582993,-0.41385878,0.60659625,-0.76628446,1.58680913,-0.51338471,0.01772552,-0.06720304,0.02074237,-0.07026628,1.22756982,-0.87836664
-5.48374187,3.24335504,-2.13567842,0.00683900,-0.01198051,0.40178513,-0.39533606,0.58449647,-0.74140503,1.58709523,-0.49328428,0.01633965,-0.06960811,0.01920833,-0.06860854,1.21157491,-0.86320493
-5.47773887,3.20696899,-2.08800330,0.00679464,-0.01042972,0.39689256,-0.37817768,0.56457980,-0.72234625,1.58240246,-0.47643477,0.01497738,-0.07248809,0.01776815,-0.06678320,1.19332594,-0.85389767
-5.47173587,3.16425494,-2.05061622,0.00670823,-0.00912259,0.39136226,-0.36213907,0.54672446,-0.70804355,1.57321189,-0.46258399,0.01365116,-0.07573106,0.01642475,-0.06478159,1.17281261,-0.84969897
-5.46573287,3.11591752,-2.02204453,0.00658051,-0.00804472,0.38546316,-0.34700140,0.53082106,-0.69749333,1.56014894,-0.45148934,0.01237219,-0.07922612,0.01517929,-0.06260537,1.15006515,-0.84992605
-5.45972986,3.06285779,-2.00097633,0.00641328,-0.00718089,0.37951790,-0.33257472,0.51677184,-0.68976657,1.54397143,-0.44292375,0.01115019,-0.08286555,0.01403123,-0.06026564,1.12515028,-0.85396646
-5.45372686,3.00615029,-1.98626949,0.00620927,-0.00651548,0.37389556,-0.31869963,0.50449059,-0.68401916,1.52555342,-0.43667979,0.00999321,-0.08654696,0.01297836,-0.05778177,1.09816748,-0.86128151
-5.44772386,2.94701592,-1.97695249,0.00597205,-0.00603280,0.36900259,-0.30524763,0.49390286,-0.67949937,1.50586534,-0.43257176,0.00890754,-0.09017542,0.01201702,-0.05518004,1.06924541,-0.87140597
-5.44172086,2.88679120,-1.97221781,0.00570582,-0.00571727,0.36527199,-0.29212041,0.48494639,-0.67555262,1.48595057,-0.43043589,0.00789767,-0.09366533,0.01114229,-0.05249207,1.03853880,-0.88394442
-5.43571786,2.82689410,-1.97140903,0.00541529,-0.00555361,0.36315103,-0.27924812,0.47757151,-0.67162378,1.46689900,-0.43012890,0.00696642,-0.09694217,0.01034826,-0.04975326,1.00622554,-0.89856484
-5.42971486,2.76878722,-1.97400250,0.00510545,-0.00552692,0.36308767,-0.26658697,0.47174104,-0.66725715,1.44981817,-0.43152495,0.00611500,-0.09994381,0.00962834,-0.04700112,0.97250392,-0.91498961
-5.42371186,2.71393854,-1.97958490,0.00478149,-0.00562266,0.36551617,-0.25411626,0.46742979,-0.66209444,1.43580232,-0.43451140,0.00534321,-0.10262154,0.00897556,-0.04427374,0.93759016,-0.93298470
-5.41770885,2.66378068,-1.98782778,0.00444854,-0.00582667,0.37084204,-0.24183502,0.46462308,-0.65587072,1.42590026,-0.43898363,0.00464965,-0.10494054,0.00838291,-0.04160833,0.90171582,-0.95234747
-5.41170585,2.61966916,-1.99846046,0.00411158,-0.00612509,0.37942683,-0.22975849,0.46331450,-0.64840869,1.42108259,-0.44483921,0.00403194,-0.10687993,0.00784368,-0.03903989,0.86512519,-0.97289358
-5.40570285,2.58284066,-2.01124226,0.00377533,-0.00650425,0.39157320,-0.21791451,0.46350262,-0.63961134,1.42220919,-0.45197187,0.00348702,-0.10843226,0.00735169,-0.03660009,0.82807258,-0.99444383
-5.39969985,2.55437229,-2.02593553,0.00344407,-0.00695062,0.40751069,-0.20633997,0.46518681,-0.62945318,1.42999779,-0.46026554,0.00301136,-0.10960249,0.00690166,-0.03431636,0.79081923,-1.01681132
-5.39369685,2.53514290,-2.04228054,0.00312163,-0.00745075,0.42738270,-0.19507741,0.46836230,-0.61797042,1.44499467,-0.46958888,0.00260128,-0.11040654,0.00648940,-0.03221118,0.75363014,-1.03978963
-5.38769385,2.52579800,-2.05997328,0.00281128,-0.00799120,0.45123523,-0.18417186,0.47301466,-0.60525020,1.46754845,-0.47979059,0.00225318,-0.11086938,0.00611207,-0.03030159,0.71677055,-1.06314273
-5.38169085,2.52671942,-2.07864732,0.00251574,-0.00855856,0.47900779,-0.17366792,0.47911408,-0.59141934,1.49778816,-0.49069586,0.00196376,-0.11102280,0.00576833,-0.02859891,0.68050226,-1.08659692
-5.37568784,2.53800150,-2.09786055,0.00223713,-0.00913945,0.51052713,-0.16360726,0.48660989,-0.57663285,1.53560661,-0.50210416,0.00173033,-0.11090302,0.00545855,-0.02710868,0.64508000,-1.10983547
-5.36968484,2.55943512,-2.11708745,0.00197702,-0.00972062,0.54550411,-0.15402638,0.49542561,-0.56106271,1.58065022,-0.51378867,0.00155095,-0.11054818,0.00518491,-0.02583078,0.61074776,-1.13249639
-5.36368184,2.59050100,-2.13571746,0.00173641,-0.01028905,0.58353420,-0.14495487,0.50545510,-0.54488718,1.63231615,-0.52549725,0.00142469,-0.10999587,0.00495156,-0.02475969,0.57773560,-1.15417334
-5.35767884,2.63037362,-2.15305963,0.00151584,-0.01083214,0.62410182,-0.13641403,0.51656025,-0.52828113,1.68975764,-0.53695539,0.00135178,-0.10928087,0.00476467,-0.02388495,0.54625679,-1.17442007
-5.35167584,2.67793642,-2.16835352,0.00131537,-0.01133786,0.66658880,-0.12841594,0.52857040,-0.51140762,1.75189804,-0.54787062,0.00133378,-0.10843315,0.00463257,-0.02319169,0.51650581,-1.19275817
-5.34567284,2.73180897,-2.18078591,0.00113469,-0.01179498,0.71028687,-0.12096296,0.54128410,-0.49441110,1.81745377,-0.55793871,0.00137376,-0.10747632,0.00456578,-0.02266126,0.48865718,-1.20868793
-5.33966983,2.79038584,-2.18951279,0.00097317,-0.01219328,0.75441406,-0.11404764,0.55447297,-0.47741243,1.88496597,-0.56685108,0.00147637,-0.10642655,0.00457710,-0.02227200,0.46286529,-1.22170190
-5.33366683,2.85188668,-2.19368556,0.00082992,-0.01252382,0.79813471,-0.10765315,0.56788807,-0.46050578,1.95284039,-0.57430333,0.00164800,-0.10529197,0.00468167,-0.02199998,0.43926545,-1.23130067
-5.32766383,2.91441612,-2.19248025,0.00070389,-0.01277908,0.84058243,-0.10175393,0.58126836,-0.44375747,2.01939439,-0.58000450,0.00189678,-0.10407271,0.00489697,-0.02181980,0.41797590,-1.23700993
-5.32166083,2.97603155,-2.18512844,0.00059386,-0.01295321,0.88088541,-0.09631682,0.59435112,-0.42720666,2.08290955,-0.58368653,0.00223270,-0.10276141,0.00524281,-0.02170542,0.39910097,-1.23839831
-5.31565783,3.03481641,-2.17094826,0.00049856,-0.01304210,0.91819309,-0.09130246,0.60688385,-0.41086771,2.14168817,-0.58511363,0.00266751,-0.10134423,0.00574133,-0.02163097,0.38273503,-1.23509481
-5.30965483,3.08895576,-2.14937398,0.00041669,-0.01304356,0.95170317,-0.08666686,0.61863706,-0.39473396,2.19411130,-0.58409102,0.00321472,-0.09980225,0.00641682,-0.02157145,0.36896709,-1.22680516
-5.30365183,3.13681105,-2.11998270,0.00034697,-0.01295731,0.98068795,-0.08236316,0.62941734,-0.37878255,2.23869602,-0.58047263,0.00388944,-0.09811321,0.00729559,-0.02150351,0.35788567,-1.21332620
-5.29764882,3.17699039,-2.08251663,0.00028818,-0.01278500,1.00451873,-0.07834353,0.63907991,-0.36298008,2.27414940,-0.57416744,0.00470822,-0.09625344,0.00840569,-0.02140602,0.34958364,-1.19455744
-5.29164582,3.20841093,-2.03690005,0.00023916,-0.01253010,1.02268728,-0.07456094,0.64754007,-0.34728843,2.29941671,-0.56514404,0.00568873,-0.09419980,0.00977648,-0.02126063,0.34416261,-1.17050932
-5.28564282,3.23035009,-1.98324985,0.00019888,-0.01219782,1.03482338,-0.07097098,0.65478264,-0.33167069,2.31372157,-0.55343331,0.00684942,-0.09193162,0.01143816,-0.02105218,0.34173643,-1.14130768
-5.27963982,3.24248287,-1.92187926,0.00016643,-0.01179492,1.04070746,-0.06753340,0.66086895,-0.31609662,2.31659611,-0.53912901,0.00820910,-0.08943249,0.01342113,-0.02076906,0.34243361,-1.10719416
-5.27363682,3.24490306,-1.85329460,0.00014102,-0.01132945,1.04027798,-0.06421356,0.66594078,-0.30054741,2.30789970,-0.52238632,0.00978638,-0.08669168,0.01575520,-0.02040335,0.34639810,-1.06852255
-5.26763382,3.23812701,-1.77818524,0.00012205,-0.01081058,1.03363291,-0.06098351,0.67022097,-0.28501960,2.28782515,-0.50341836,0.01159906,-0.08370531,0.01846870,-0.01995093,0.35378850,-1.02575127
-5.26163082,3.22307946,-1.69740732,0.00010905,-0.01024823,1.02102541,-0.05782288,0.67401055,-0.26952777,2.25689225,-0.48249091,0.01366348,-0.08047709,0.02158743,-0.01941139,0.36477535,-0.97943234
