energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.40567690,0.02930254,0.11085652,0.79554881,0.62375611,1.42679010,0.00000000,0.92724347,0.17688785
-5.99399700,2.41210554,0.02726320,0.10945264,0.79322335,0.63256251,1.43214534,0.00000000,0.93255426,0.17454965
-5.98799400,2.41388618,0.02528644,0.10790124,0.78994525,0.63965406,1.43469024,0.00000000,0.93583949,0.17198055
-5.98199100,2.41049221,0.02339628,0.10618665,0.78558161,0.64482966,1.43411125,0.00000000,0.93683404,0.16918738
-5.97598799,2.40151349,0.02161333,0.10429671,0.78003592,0.64791773,1.43017027,0.00000000,0.93532969,0.16618358
-5.96998499,2.38668682,0.01995461,0.10222403,0.77325781,0.64878521,1.42272261,0.00000000,0.93118727,0.16299051
-5.96398199,2.36591987,0.01843358,0.09996695,0.76525048,0.64734543,1.41173074,0.00000000,0.92434592,0.15963823
-5.95797899,2.33930727,0.01706015,0.09753012,0.75607531,0.64356421,1.39727330,0.00000000,0.91482857,0.15616575
-5.95197599,2.30713780,0.01584091,0.09492475,0.74585337,0.63746404,1.37954839,0.00000000,0.90274375,0.15262077
-5.94597299,2.26989228,0.01477933,0.09216855,0.73476358,0.62912595,1.35887130,0.00000000,0.88828341,0.14905878
-5.93996998,2.22823215,0.01387606,0.08928521,0.72303785,0.61868904,1.33566648,0.00000000,0.87171690,0.14554161
-5.93396698,2.18297943,0.01312925,0.08630365,0.71095315,0.60634762,1.31045427,0.00000000,0.85338166,0.14213557
-5.92796398,2.13508896,0.01253487,0.08325693,0.69882113,0.59234624,1.28383306,0.00000000,0.83367078,0.13890916
-5.92196098,2.08561448,0.01208708,0.08018099,0.68697581,0.57697261,1.25645776,0.00000000,0.81301847,0.13593046
-5.91595798,2.03567036,0.01177854,0.07711323,0.67575995,0.56054913,1.22901573,0.00000000,0.79188382,0.13326450
-5.90995498,1.98639073,0.01160072,0.07409105,0.66551081,0.54342308,1.20220139,0.00000000,0.77073398,0.13097054
-5.90395198,1.93888842,0.01154423,0.07115031,0.65654616,0.52595620,1.17669072,0.00000000,0.75002737,0.12909955
-5.89794897,1.89421540,0.01159906,0.06832404,0.64915115,0.50851415,1.15311705,0.00000000,0.73019774,0.12769195
-5.89194597,1.85332681,0.01175484,0.06564116,0.64356675,0.49145609,1.13204914,0.00000000,0.71163998,0.12677582
