energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.84992496,0.98530025,0.00098560,0.01620246,0.29295138,0.12769933,0.02577930,0.62391773,0.22547628,0.13132633
-5.84392196,0.96547921,0.00087013,0.01518289,0.28847032,0.12370299,0.02541139,0.61300655,0.21652903,0.13013517
-5.83791896,0.94542721,0.00076709,0.01416081,0.28469215,0.12000987,0.02493662,0.60206045,0.20833505,0.12866307
-5.83191596,0.92501195,0.00067505,0.01314477,0.28150659,0.11657619,0.02435745,0.59097924,0.20087551,0.12689059
-5.82591296,0.90414588,0.00059279,0.01214306,0.27880948,0.11336499,0.02367843,0.57968905,0.19412762,0.12480761
-5.81990995,0.88278132,0.00051923,0.01116350,0.27650238,0.11034507,0.02290602,0.56813961,0.18806332,0.12241296
-5.81390695,0.86090456,0.00045347,0.01021325,0.27449182,0.10748984,0.02204843,0.55630072,0.18264813,0.11971381
-5.80790395,0.83852905,0.00039474,0.00929868,0.27268829,0.10477610,0.02111534,0.54415818,0.17784011,0.11672474
-5.80190095,0.81568828,0.00034235,0.00842521,0.27100521,0.10218296,0.02011766,0.53170965,0.17358924,0.11346674
-5.79589795,0.79242878,0.00029572,0.00759730,0.26935790,0.09969075,0.01906721,0.51896041,0.16983709,0.10996593
-5.78989495,0.76880357,0.00025433,0.00681836,0.26766293,0.09728032,0.01797644,0.50591959,0.16651709,0.10625231
-5.78389195,0.74486644,0.00021772,0.00609078,0.26583768,0.09493232,0.01685804,0.49259690,0.16355516,0.10235844
-5.77788894,0.72066736,0.00018546,0.00541597,0.26380042,0.09262694,0.01572473,0.47900008,0.16087100,0.09831818
-5.77188594,0.69624916,0.00015716,0.00479438,0.26147088,0.09034376,0.01458886,0.46513324,0.15837969,0.09416555
-5.76588294,0.67164555,0.00013246,0.00422565,0.25877127,0.08806193,0.01346219,0.45099613,0.15599379,0.08993371
-5.75987994,0.64688067,0.00011101,0.00370867,0.25562775,0.08576052,0.01235566,0.43658421,0.15362570,0.08565410
-5.75387694,0.62196980,0.00009250,0.00324169,0.25197229,0.08341906,0.01127913,0.42188971,0.15119025,0.08135582
-5.74787394,0.59692136,0.00007661,0.00282244,0.24774478,0.08101820,0.01024127,0.40690326,0.14860728,0.07706521
-5.74187094,0.57173970,0.00006307,0.00244827,0.24289519,0.07854051,0.00924943,0.39161616,0.14580425,0.07280560
-5.73586793,0.54642857,0.00005159,0.00211625,0.23738574,0.07597120,0.00830958,0.37602292,0.14271856,0.06859729
-5.72986493,0.52099493,0.00004194,0.00182324,0.23119287,0.07329885,0.00742627,0.36012395,0.13929958,0.06445765
-5.72386193,0.49545265,0.00003387,0.00156604,0.22430883,0.07051609,0.00660270,0.34392809,0.13551025,0.06040138
-5.71785893,0.46982597,0.00002718,0.00134145,0.21674276,0.06762005,0.00584076,0.32745486,0.13132821,0.05644087
-5.71185593,0.44415229,0.00002167,0.00114634,0.20852124,0.06461271,0.00514111,0.31073619,0.12674628,0.05258654
-5.70585293,0.41848428,0.00001716,0.00097771,0.19968815,0.06150103,0.00450335,0.29381750,0.12177241,0.04884728
-5.69984992,0.39289090,0.00001350,0.00083275,0.19030391,0.05829690,0.00392612,0.27675811,0.11642912,0.04523084
-5.69384692,0.36745754,0.00001056,0.00070888,0.18044401,0.05501683,0.00340728,0.25963082,0.11075225,0.04174414
-5.68784392,0.34228518,0.00000821,0.00060375,0.17019699,0.05168155,0.00294409,0.24252086,0.10478947,0.03839360
-5.68184092,0.31748857,0.00000635,0.00051534,0.15966199,0.04831540,0.00253330,0.22552416,0.09859818,0.03518532
-5.67583792,0.29319384,0.00000489,0.00044188,0.14894583,0.04494562,0.00217137,0.20874512,0.09224338,0.03212521
-5.66983492,0.26953547,0.00000377,0.00038195,0.13815999,0.04160162,0.00185458,0.19229403,0.08579525,0.02921909
-5.66383192,0.24665307,0.00000291,0.00033446,0.12741747,0.03831420,0.00157917,0.17628438,0.07932674,0.02647271
-5.65782891,0.22468813,0.00000227,0.00029867,0.11682984,0.03511481,0.00134143,0.16083012,0.07291132,0.02389169
-5.65182591,0.20378101,0.00000181,0.00027421,0.10650441,0.03203488,0.00113782,0.14604316,0.06662084,0.02148152
-5.64582291,0.18406835,0.00000150,0.00026109,0.09654193,0.02910533,0.00096501,0.13203129,0.06052375,0.01924752
-5.63981991,0.16568122,0.00000132,0.00025976,0.08703462,0.02635611,0.00081997,0.11889652,0.05468361,0.01719480
-5.63381691,0.14874387,0.00000126,0.00027109,0.07806484,0.02381606,0.00070003,0.10673405,0.04915804,0.01532825
-5.62781391,0.13337347,0.00000129,0.00029642,0.06970429,0.02151279,0.00060287,0.09563187,0.04399804,0.01365265
-5.62181091,0.11968055,0.00000143,0.00033759,0.06201373,0.01947279,0.00052657,0.08567097,0.03924775,0.01217271
-5.61580790,0.10777027,0.00000167,0.00039698,0.05504329,0.01772173,0.00046962,0.07692614,0.03494454,0.01089322
-5.60980490,0.09774419,0.00000202,0.00047750,0.04883318,0.01628479,0.00043089,0.06946723,0.03111946,0.00981924
-5.60380190,0.08970262,0.00000249,0.00058266,0.04341485,0.01518712,0.00040969,0.06336077,0.02779790,0.00895628
-5.59779890,0.08374702,0.00000309,0.00071655,0.03881228,0.01445429,0.00040570,0.05867177,0.02500049,0.00831048
-5.59179590,0.07998240,0.00000384,0.00088383,0.03504353,0.01411278,0.00041898,0.05546552,0.02274405,0.00788885
-5.58579290,0.07851935,0.00000477,0.00108971,0.03212223,0.01419033,0.00044993,0.05380917,0.02104254,0.00769935
-5.57978989,0.07947550,0.00000590,0.00133994,0.03005904,0.01471618,0.00049928,0.05377296,0.01990800,0.00775101
-5.57378689,0.08297597,0.00000726,0.00164067,0.02886284,0.01572114,0.00056803,0.05543090,0.01935128,0.00805394
-5.56778389,0.08915290,0.00000887,0.00199839,0.02854167,0.01723747,0.00065743,0.05886069,0.01938258,0.00861918
-5.56178089,0.09814353,0.00001076,0.00241978,0.02910326,0.01929845,0.00076891,0.06414285,0.02001178,0.00945851
-5.55577789,0.11008708,0.00001297,0.00291152,0.03055520,0.02193775,0.00090400,0.07135893,0.02124838,0.01058408
-5.54977489,0.12512008,0.00001553,0.00348008,0.03290462,0.02518844,0.00106431,0.08058881,0.02310121,0.01200791
-5.54377189,0.14337048,0.00001846,0.00413147,0.03615744,0.02908190,0.00125142,0.09190716,0.02557783,0.01374133
-5.53776888,0.16495057,0.00002179,0.00487096,0.04031730,0.03364633,0.00146680,0.10537901,0.02868362,0.01579418
-5.53176588,0.18994897,0.00002555,0.00570279,0.04538408,0.03890528,0.00171174,0.12105488,0.03242067,0.01817406
-5.52576288,0.21842212,0.00002975,0.00662987,0.05135223,0.04487596,0.00198725,0.13896539,0.03678648,0.02088547
-5.51975988,0.25038568,0.00003439,0.00765341,0.05820897,0.05156764,0.00229401,0.15911586,0.04177261,0.02392891
-5.51375688,0.28580628,0.00003949,0.00877271,0.06593248,0.05898013,0.00263227,0.18148111,0.04736333,0.02730007
-5.50775388,0.32459432,0.00004503,0.00998483,0.07449031,0.06710248,0.00300181,0.20600089,0.05353433,0.03098910
-5.50175088,0.36659828,0.00005101,0.01128443,0.08383796,0.07591207,0.00340188,0.23257622,0.06025173,0.03497999
-5.49574787,0.41160110,0.00005739,0.01266359,0.09391800,0.08537402,0.00383123,0.26106708,0.06747131,0.03925020
-5.48974487,0.45931917,0.00006415,0.01411176,0.10465972,0.09544135,0.00428806,0.29129172,0.07513823,0.04377053
-5.48374187,0.50940431,0.00007123,0.01561580,0.11597936,0.10605552,0.00477009,0.32302780,0.08318717,0.04850523
-5.47773887,0.56144896,0.00007859,0.01716013,0.12778116,0.11714783,0.00527463,0.35601569,0.09154299,0.05341248
-5.47173587,0.61499469,0.00008618,0.01872697,0.13995908,0.12864131,0.00579869,0.38996369,0.10012204,0.05844514
-5.46573287,0.66954394,0.00009391,0.02029670,0.15239922,0.14045338,0.00633906,0.42455545,0.10883386,0.06355189
-5.45972986,0.72457460,0.00010174,0.02184837,0.16498296,0.15249890,0.00689251,0.45945909,0.11758351,0.06867857
-5.45372686,0.77955691,0.00010959,0.02336022,0.17759054,0.16469372,0.00745593,0.49433782,0.12627427,0.07376984
-5.44772386,0.83397198,0.00011740,0.02481034,0.19010503,0.17695839,0.00802651,0.52886156,0.13481059,0.07877094
-5.44172086,0.88733089,0.00012511,0.02617736,0.20241643,0.18922192,0.00860192,0.56271901,0.14310129,0.08362959
-5.43571786,0.93919345,0.00013268,0.02744114,0.21442566,0.20142527,0.00918045,0.59562938,0.15106270,0.08829786
-5.42971486,0.98918541,0.00014008,0.02858345,0.22604824,0.21352438,0.00976116,0.62735323,0.15862161,0.09273393
-5.42371186,1.03701305,0.00014729,0.02958867,0.23721732,0.22549249,0.01034394,0.65770165,0.16571789,0.09690361
-5.41770885,1.08247404,0.00015433,0.03044427,0.24788598,0.23732150,0.01092961,0.68654310,0.17230659,0.10078162
-5.41170585,1.12546385,0.00016121,0.03114131,0.25802840,0.24902222,0.01151984,0.71380741,0.17835929,0.10435236
-5.40570285,1.16597689,0.00016800,0.03167476,0.26763995,0.26062335,0.01211712,0.73948646,0.18386477,0.10761030
-5.39969985,1.20410211,0.00017479,0.03204362,0.27673609,0.27216927,0.01272457,0.76363147,0.18882876,0.11055986
-5.39369685,1.24001311,0.00018171,0.03225095,0.28535000,0.28371643,0.01334578,0.78634678,0.19327284,0.11321472
-5.38769385,1.27395306,0.00018891,0.03230366,0.29352917,0.29532878,0.01398451,0.80778032,0.19723257,0.11559675
-5.38169085,1.30621515,0.00019662,0.03221221,0.30133096,0.30707216,0.01464437,0.82811141,0.20075480,0.11773443
-5.37568784,1.33711967,0.00020507,0.03199008,0.30881759,0.31900818,0.01532850,0.84753639,0.20389451,0.11966094
-5.36968484,1.36698914,0.00021457,0.03165325,0.31605070,0.33118775,0.01603919,0.86625307,0.20671121,0.12141212
-5.36368184,1.39612292,0.00022549,0.03121943,0.32308588,0.34364486,0.01677754,0.88444483,0.20926517,0.12302420
-5.35767884,1.42477310,0.00023824,0.03070742,0.32996762,0.35639084,0.01754310,0.90226566,0.21161384,0.12453174
-5.35167584,1.45312321,0.00025334,0.03013631,0.33672494,0.36940974,0.01833366,0.91982689,0.21380847,0.12596567
-5.34567284,1.48127145,0.00027135,0.02952481,0.34336810,0.38265499,0.01914501,0.93718683,0.21589137,0.12735167
-5.33966983,1.50921960,0.00029295,0.02889059,0.34988668,0.39604780,0.01997084,0.95434401,0.21789393,0.12870908
-5.33366683,1.53686861,0.00031890,0.02824977,0.35624914,0.40947751,0.02080278,0.97123459,0.21983549,0.13005027
-5.32766383,1.56402157,0.00035006,0.02761650,0.36240408,0.42280392,0.02163046,0.98773441,0.22172328,0.13138065
-5.32166083,1.59039385,0.00038742,0.02700270,0.36828309,0.43586168,0.02244179,1.00366555,0.22355324,0.13269922
-5.31565783,1.61563019,0.00043207,0.02641791,0.37380507,0.44846652,0.02322326,1.01880722,0.22531194,0.13399976
-5.30965483,1.63932780,0.00048520,0.02586939,0.37888187,0.46042304,0.02396041,1.03291033,0.22697924,0.13527246
-5.30365183,1.66106395,0.00054811,0.02536222,0.38342478,0.47153372,0.02463835,1.04571497,0.22853159,0.13650590
-5.29764882,1.68042661,0.00062221,0.02489960,0.38735162,0.48160854,0.02524230,1.05696958,0.22994580,0.13768936
-5.29164582,1.69704581,0.00070894,0.02448325,0.39059377,0.49047480,0.02575820,1.06645066,0.23120295,0.13881509
-5.28564282,1.71062405,0.00080980,0.02411379,0.39310292,0.49798638,0.02617334,1.07398171,0.23229206,0.13988050
-5.27963982,1.72096327,0.00092629,0.02379124,0.39485679,0.50403199,0.02647684,1.07945009,0.23321349,0.14089013
-5.27363682,1.72798685,0.00105985,0.02351544,0.39586368,0.50854187,0.02666020,1.08282055,0.23398154,0.14185711
-5.26763382,1.73175484,0.00121181,0.02328646,0.39616520,0.51149229,0.02671768,1.08414458,0.23462620,0.14280408
-5.26163082,1.73247118,0.00138334,0.02310496,0.39583730,0.51290793,0.02664655,1.08356473,0.23519389,0.14376343
-5.25562781,1.73048253,0.00157535,0.02297243,0.39498912,0.51286144,0.02644727,1.08131349,0.23574699,0.14477686
-5.24962481,1.72626814,0.00178843,0.02289137,0.39375987,0.51147063,0.02612347,1.07770676,0.23636231,0.14589421
-5.24362181,1.72042169,0.00202280,0.02286536,0.39231391,0.50889307,0.02568184,1.07313206,0.23712848,0.14717159
-5.23761881,1.71362562,0.00227817,0.02289903,0.39083407,0.50531862,0.02513186,1.06803226,0.23814237,0.14866902
-5.23161581,1.70661984,0.00255376,0.02299795,0.38951382,0.50096013,0.02448544,1.06288559,0.23950488,0.15044756
-5.22561281,1.70016632,0.00284817,0.02316847,0.38854858,0.49604304,0.02375641,1.05818324,0.24131629,0.15256625
-5.21960980,1.69501199,0.00315939,0.02341752,0.38812674,0.49079434,0.02296002,1.05440582,0.24367137,0.15507896
-5.21360680,1.69185192,0.00348475,0.02375235,0.38842086,0.48543158,0.02211235,1.05200006,0.24665480,0.15803135
-5.20760380,1.69129512,0.00382098,0.02418037,0.38957963,0.48015259,0.02122974,1.05135709,0.25033690,0.16145826
-5.20160080,1.69383503,0.00416415,0.02470890,0.39172093,0.47512656,0.02032822,1.05279372,0.25477017,0.16538154
-5.19559780,1.69982620,0.00450982,0.02534509,0.39492653,0.47048677,0.01942299,1.05653751,0.25998673,0.16980854
-5.18959480,1.70946862,0.00485306,0.02609579,0.39923851,0.46632562,0.01852801,1.06271670,0.26599682,0.17473141
-5.18359180,1.72280045,0.00518859,0.02696760,0.40465773,0.46269204,0.01765562,1.07135526,0.27278844,0.18012719
-5.17758879,1.73969917,0.00551091,0.02796686,0.41114426,0.45959133,0.01681630,1.08237334,0.28032810,0.18595866
-5.17158579,1.75989109,0.00581444,0.02909975,0.41861972,0.45698750,0.01601853,1.09559278,0.28856269,0.19217604
-5.16558279,1.78296807,0.00609372,0.03037244,0.42697131,0.45480774,0.01526871,1.11074731,0.29742203,0.19871921
-5.15957979,1.80841036,0.00634352,0.03179117,0.43605720,0.45294875,0.01457126,1.12749642,0.30682228,0.20552047
-5.15357679,1.83561371,0.00655907,0.03336237,0.44571285,0.45128443,0.01392871,1.14544214,0.31666951,0.21250757
-5.14757379,1.86391895,0.00673620,0.03509271,0.45575796,0.44967441,0.01334190,1.16414729,0.32686352,0.21960679
-5.14157079,1.89264209,0.00687147,0.03698898,0.46600338,0.44797285,0.01281022,1.18315426,0.33730134,0.22674595
-5.13556778,1.92110291,0.00696232,0.03905802,0.47625779,0.44603697,0.01233189,1.20200298,0.34788037,0.23385700
-5.12956478,1.94865053,0.00700713,0.04130638,0.48633362,0.44373480,0.01190419,1.22024715,0.35850071,0.24087815
-5.12356178,1.97468434,0.00700530,0.04373994,0.49605192,0.44095172,0.01152379,1.23746777,0.36906686,0.24775534
-5.11755878,1.99866950,0.00695728,0.04636336,0.50524611,0.43759542,0.01118690,1.25328355,0.37948833,0.25444296
-5.11155578,2.02014632,0.00686451,0.04917942,0.51376433,0.43359919,0.01088956,1.26735766,0.38967949,0.26090389
-5.10555278,2.03873369,0.00672939,0.05218836,0.52147056,0.42892329,0.01062772,1.27940101,0.39955858,0.26710872
-5.09954977,2.05412670,0.00655518,0.05538704,0.52824458,0.42355463,0.01039741,1.28917210,0.40904608,0.27303445
-5.09354677,2.06608964,0.00634591,0.05876826,0.53398096,0.41750479,0.01019477,1.29647417,0.41806271,0.27866260
-5.08754377,2.07444525,0.00610617,0.06232006,0.53858734,0.41080675,0.01001612,1.30115007,0.42652721,0.28397711
-5.08154077,2.07906177,0.00584099,0.06602516,0.54198243,0.40351056,0.00985790,1.30307589,0.43435438,0.28896208
-5.07553777,2.07983924,0.00555568,0.06986062,0.54409388,0.39567850,0.00971671,1.30215405,0.44145343,0.29359962
-5.06953477,2.07669654,0.00525560,0.07379762,0.54485654,0.38737990,0.00958921,1.29830678,0.44772705,0.29786806
-5.06353177,2.06956042,0.00494607,0.07780169,0.54421117,0.37868628,0.00947210,1.29147069,0.45307139,0.30174056
-5.05752876,2.05835764,0.00463213,0.08183300,0.54210392,0.36966689,0.00936211,1.28159300,0.45737698,0.30518446
-5.05152576,2.04301094,0.00431847,0.08584717,0.53848668,0.36038513,0.00925590,1.26862982,0.46053075,0.30816124
-5.04552276,2.02343921,0.00400931,0.08979618,0.53331829,0.35089594,0.00915015,1.25254674,0.46241907,0.31062733
-5.03951976,1.99956184,0.00370829,0.09362971,0.52656652,0.34124427,0.00904151,1.23332152,0.46293169,0.31253550
-5.03351676,1.97130679,0.00341846,0.09729652,0.51821079,0.33146473,0.00892664,1.21094868,0.46196637,0.31383709
-5.02751376,1.93862170,0.00314220,0.10074614,0.50824522,0.32158226,0.00880230,1.18544558,0.45943398,0.31448454
-5.02151076,1.90148714,0.00288128,0.10393055,0.49668189,0.31161377,0.00866543,1.15685926,0.45526374,0.31443440
-5.01550775,1.85993066,0.00263686,0.10680590,0.48355400,0.30157045,0.00851322,1.12527358,0.44940824,0.31365047
-5.00950475,1.81404060,0.00240953,0.10933415,0.46891854,0.29146063,0.00834321,1.09081569,0.44184802,0.31210677
-5.00350175,1.76397848,0.00219939,0.11148458,0.45285832,0.28129283,0.00815338,1.05366147,0.43259523,0.30979044
-4.99749875,1.70998878,0.00200612,0.11323508,0.43548307,0.27107886,0.00794227,1.01403921,0.42169641,0.30670407
-4.99149575,1.65240558,0.00182905,0.11457314,0.41692947,0.26083668,0.00770899,0.97223109,0.40923379,0.30286753
-4.98549275,1.59165506,0.00166727,0.11549662,0.39736009,0.25059276,0.00745335,0.92857235,0.39532548,0.29831912
-4.97948974,1.52825407,0.00151967,0.11601412,0.37696108,0.24038394,0.00717579,0.88344791,0.38012402,0.29311607
-4.97348674,1.46280432,0.00138508,0.11614509,0.35593888,0.23025861,0.00687747,0.83728659,0.36381379,0.28733417
-4.96748374,1.39598282,0.00126225,0.11591956,0.33451593,0.22027711,0.00656018,0.79055323,0.34660703,0.28106695
-4.96148074,1.32852889,0.00114997,0.11537765,0.31292571,0.21051147,0.00622630,0.74373903,0.32873894,0.27442406
-4.95547774,1.26122858,0.00104710,0.11456885,0.29140720,0.20104443,0.00587873,0.69735056,0.31046186,0.26752926
-4.94947474,1.19489715,0.00095259,0.11355104,0.27019913,0.19196792,0.00552080,0.65189807,0.29203901,0.26051809
-4.94347174,1.13036066,0.00086552,0.11238939,0.24953431,0.18338098,0.00515614,0.60788360,0.27373786,0.25353515
-4.93746873,1.06843735,0.00078506,0.11115523,0.22963409,0.17538736,0.00478857,0.56578933,0.25582358,0.24673138
-4.93146573,1.00991963,0.00071056,0.10992467,0.21070345,0.16809283,0.00442199,0.52606681,0.23855273,0.24026127
-4.92546273,0.95555733,0.00064146,0.10877742,0.19292664,0.16160241,0.00406025,0.48912727,0.22216740,0.23428009
-4.91945973,0.90604267,0.00057733,0.10779531,0.17646368,0.15601748,0.00370707,0.45533345,0.20689007,0.22894122
-4.91345673,0.86199726,0.00051782,0.10706105,0.16144773,0.15143301,0.00336590,0.42499303,0.19291919,0.22439362
-4.90745373,0.82396137,0.00046268,0.10665676,0.14798335,0.14793494,0.00303991,0.39835378,0.18042575,0.22077932
-4.90145073,0.79238537,0.00041170,0.10666255,0.13614571,0.14559771,0.00273187,0.37560050,0.16955064,0.21823110
-4.89544772,0.76762348,0.00036474,0.10715503,0.12598066,0.14448208,0.00244418,0.35685357,0.16040300,0.21687011
-4.88944472,0.74992944,0.00032167,0.10820574,0.11750555,0.14463326,0.00217878,0.34216907,0.15305948,0.21680351
-4.88344172,0.73945414,0.00028239,0.10987954,0.11071083,0.14607934,0.00193723,0.33154031,0.14756418,0.21812223
-4.87743872,0.73624495,0.00024680,0.11223287,0.10556218,0.14883010,0.00172066,0.32490062,0.14392948,0.22089852
-4.87143572,0.74024658,0.00021479,0.11531202,0.10200313,0.15287632,0.00152988,0.32212724,0.14213740,0.22518370
-4.86543272,0.75130347,0.00018627,0.11915136,0.09995809,0.15818941,0.00136534,0.32304612,0.14214152,0.23100591
-4.85942971,0.76916356,0.00016112,0.12377164,0.09933563,0.16472161,0.00122725,0.32743765,0.14386935,0.23836807
-4.85342671,0.79348365,0.00013921,0.12917837,0.10003193,0.17240676,0.00111558,0.33504302,0.14722510,0.24724608
-4.84742371,0.82383615,0.00012042,0.13536046,0.10193426,0.18116152,0.00103017,0.34557131,0.15209265,0.25758756
-4.84142071,0.85971745,0.00010461,0.14228914,0.10492456,0.19088720,0.00097074,0.35870708,0.15833876,0.26931114
-4.83541771,0.90055798,0.00009164,0.14991722,0.10888280,0.20147213,0.00093694,0.37411835,0.16581636,0.28230644
-4.82941471,0.94573381,0.00008137,0.15817897,0.11369028,0.21279457,0.00092841,0.39146499,0.17436799,0.29643500
-4.82341171,0.99457980,0.00007367,0.16699042,0.11923255,0.22472596,0.00094478,0.41040713,0.18382913,0.31153221
-4.81740870,1.04640418,0.00006843,0.17625042,0.12540216,0.23713463,0.00098570,0.43061362,0.19403154,0.32741017
-4.81140570,1.10050408,0.00006551,0.18584229,0.13210088,0.24988962,0.00105085,0.45177016,0.20480639,0.34386174
-4.80540270,1.15618184,0.00006482,0.19563620,0.13924149,0.26286460,0.00113994,0.47358683,0.21598735,0.36066543
-4.79939970,1.21276136,0.00006625,0.20549213,0.14674906,0.27594162,0.00125265,0.49580489,0.22741324,0.37759128
-4.79339670,1.26960405,0.00006972,0.21526349,0.15456166,0.28901464,0.00138868,0.51820235,0.23893059,0.39440735
-4.78739370,1.32612377,0.00007514,0.22480118,0.16263037,0.30199241,0.00154765,0.54059822,0.25039574,0.41088672
-4.78139070,1.38179998,0.00008242,0.23395800,0.17091879,0.31480084,0.00172910,0.56285506,0.26167663,0.42681460
-4.77538769,1.43618867,0.00009148,0.24259333,0.17940189,0.32738453,0.00193243,0.58487986,0.27265423,0.44199543
-4.76938469,1.48893052,0.00010223,0.25057778,0.18806426,0.33970733,0.00215685,0.60662289,0.28322361,0.45625944
-4.76338169,1.53975593,0.00011456,0.25779777,0.19689801,0.35175206,0.00240137,0.62807481,0.29329460,0.46946854
-4.75737869,1.58848675,0.00012835,0.26415974,0.20590022,0.36351929,0.00266471,0.64926196,0.30279226,0.48152124
-4.75137569,1.63503471,0.00014347,0.26959396,0.21507017,0.37502523,0.00294533,0.67024023,0.31165699,0.49235633
-4.74537269,1.67939679,0.00015975,0.27405761,0.22440658,0.38629891,0.00324133,0.69108761,0.31984457,0.50195518
-4.73936968,1.72164781,0.00017702,0.27753718,0.23390485,0.39737885,0.00355050,0.71189607,0.32732598,0.51034255
-4.73336668,1.76193090,0.00019505,0.28005002,0.24355471,0.40830936,0.00387029,0.73276314,0.33408726,0.51758600
-4.72736368,1.80044642,0.00021363,0.28164493,0.25333820,0.41913680,0.00419784,0.75378363,0.34012942,0.52379371
-4.72136068,1.83744006,0.00023250,0.28240186,0.26322835,0.42990591,0.00452999,0.77504206,0.34546841,0.52911105
-4.71535768,1.87319091,0.00025139,0.28243060,0.27318847,0.44065663,0.00486337,0.79660622,0.35013522,0.53371597
-4.70935468,1.90800002,0.00027001,0.28186869,0.28317232,0.45142143,0.00519444,0.81852227,0.35417622,0.53781337
-4.70335168,1.94218016,0.00028807,0.28087837,0.29312501,0.46222336,0.00551959,0.84081153,0.35765351,0.54162876
-4.69734867,1.97604712,0.00030531,0.27964289,0.30298469,0.47307497,0.00583524,0.86346920,0.36064551,0.54540143
-4.69134567,2.00991273,0.00032143,0.27836218,0.31268500,0.48397802,0.00613796,0.88646497,0.36324751,0.54937734
-4.68534267,2.04407968,0.00033620,0.27724799,0.32215795,0.49492400,0.00642460,0.90974529,0.36557221,0.55380195
-4.67933967,2.07883799,0.00034940,0.27651870,0.33133727,0.50589532,0.00669242,0.93323712,0.36775005,0.55891325
-4.67333667,2.11446264,0.00036084,0.27639394,0.34016192,0.51686699,0.00693925,0.95685274,0.36992933,0.56493508
-4.66733367,2.15121216,0.00037040,0.27708910,0.34857946,0.52780866,0.00716357,0.98049503,0.37227582,0.57207090
-4.66133067,2.18932732,0.00037799,0.27880991,0.35654921,0.53868667,0.00736471,1.00406290,0.37497191,0.58049816
-4.65532766,2.22902958,0.00038362,0.28174724,0.36404478,0.54946600,0.00754288,1.02745623,0.37821503,0.59036326
-4.64932466,2.27051874,0.00038732,0.28607221,0.37105590,0.56011184,0.00769930,1.05057984,0.38221537,0.60177729
-4.64332166,2.31396940,0.00038920,0.29193176,0.37758940,0.57059066,0.00783624,1.07334632,0.38719280,0.61481246
