energy_ev,total_up,Ge_p_up,Ge_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,2.72361591,0.07957174,0.00000000,1.66763486,0.51712338,0.05096100,1.60311867
-5.99399700,2.64482261,0.07802189,0.00000000,1.62729239,0.49975838,0.04956771,1.55428890
-5.98799400,2.56064199,0.07624525,0.00000000,1.58237013,0.48192212,0.04807896,1.50249703
-5.98199100,2.47138883,0.07424443,0.00000000,1.53310834,0.46364699,0.04649923,1.44795897
-5.97598799,2.37754138,0.07202747,0.00000000,1.47986434,0.44499325,0.04483655,1.39098718
-5.96998499,2.27973520,0.06960783,0.00000000,1.42310610,0.42604893,0.04310240,1.33198615
-5.96398199,2.17875117,0.06700407,0.00000000,1.36340202,0.40692870,0.04131139,1.27144444
-5.95797899,2.07549819,0.06423943,0.00000000,1.30140730,0.38777156,0.03948094,1.20992369
-5.95197599,1.97099117,0.06134125,0.00000000,1.23784735,0.36873765,0.03763077,1.14804488
-5.94597299,1.86632538,0.05834021,0.00000000,1.17349914,0.35000415,0.03578235,1.08647261
-5.93996998,1.76264813,0.05526953,0.00000000,1.10917095,0.33176055,0.03395834,1.02589793
-5.93396698,1.66112878,0.05216406,0.00000000,1.04568159,0.31420337,0.03218186,0.96702030
-5.92796398,1.56292841,0.04905937,0.00000000,0.98383961,0.29753064,0.03047595,0.91052949
-5.92196098,1.46917007,0.04599081,0.00000000,0.92442334,0.28193628,0.02886281,0.85708800
-5.91595798,1.38091074,0.04299263,0.00000000,0.86816252,0.26760456,0.02736325,0.80731464
-5.90995498,1.29911599,0.04009714,0.00000000,0.81572195,0.25470493,0.02599609,0.76176967
-5.90395198,1.22463804,0.03733403,0.00000000,0.76768780,0.24338730,0.02477770,0.72094227
-5.89794897,1.15819801,0.03472973,0.00000000,0.72455689,0.23377802,0.02372150,0.68524035
-5.89194597,1.10037272,0.03230697,0.00000000,0.68672919,0.22597662,0.02283775,0.65498324
-5.88594297,1.05158652,0.03008447,0.00000000,0.65450379,0.22005347,0.02213323,0.63039733
-5.87993997,1.01210806,0.02807681,0.00000000,0.62807815,0.21604841,0.02161119,0.61161472
-5.87393697,0.98205227,0.02629443,0.00000000,0.60755079,0.21397037,0.02127132,0.59867484
-5.86793397,0.96138694,0.02474379,0.00000000,0.59292698,0.21379806,0.02110989,0.59152903
-5.86193097,0.94994399,0.02342773,0.00000000,0.58412728,0.21548156,0.02111995,0.59004763
-5.85592796,0.94743453,0.02234585,0.00000000,0.58099844,0.21894495,0.02129164,0.59402955
-5.84992496,0.95346733,0.02149506,0.00000000,0.58332632,0.22408963,0.02161258,0.60321377
-5.84392196,0.96756990,0.02087023,0.00000000,0.59085016,0.23079846,0.02206838,0.61729238
-5.83791896,0.98921147,0.02046477,0.00000000,0.60327783,0.23894044,0.02264310,0.63592480
-5.83191596,1.01782686,0.02027138,0.00000000,0.62030137,0.24837571,0.02331986,0.65875249
-5.82591296,1.05284068,0.02028262,0.00000000,0.64161227,0.25896086,0.02408140,0.68541390
-5.81990995,1.09369068,0.02049158,0.00000000,0.66691606,0.27055427,0.02491066,0.71555884
-5.81390695,1.13984975,0.02089231,0.00000000,0.69594549,0.28302121,0.02579132,0.74886203
-5.80790395,1.19084555,0.02148033,0.00000000,0.72847206,0.29623870,0.02670834,0.78503522
-5.80190095,1.24627731,0.02225283,0.00000000,0.76431534,0.31009978,0.02764841,0.82383754
-5.79589795,1.30582902,0.02320887,0.00000000,0.80334984,0.32451718,0.02860034,0.86508357
-5.78989495,1.36927872,0.02434931,0.00000000,0.84550915,0.33942613,0.02955536,0.90864903
-5.78389195,1.43650341,0.02567667,0.00000000,0.89078730,0.35478621,0.03050731,0.95447364
