energy_ev,total_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-6.00000000,7.38386989,2.10880373,3.75881093,0.90058156,1.90689603,0.05959000,0.00023077
-5.99399700,7.53701763,2.13490088,3.83621602,0.89420279,1.94496855,0.06044864,0.00025223
-5.98799400,7.66294698,2.15008839,3.89659210,0.88668003,1.97455191,0.06098569,0.00027518
-5.98199100,7.76107552,2.15445129,3.93953697,0.87799232,1.99540004,0.06119635,0.00029958
-5.97598799,7.83115901,2.14825922,3.96489043,0.86809595,2.00738163,0.06108167,0.00032538
-5.96998499,7.87325944,2.13194953,3.97272221,0.85692889,2.01047636,0.06064833,0.00035247
-5.96398199,7.88770704,2.10610554,3.96331515,0.84441636,2.00476923,0.05990820,0.00038069
-5.95797899,7.87505907,2.07143128,3.93714497,0.83047690,1.99044332,0.05887783,0.00040982
-5.95197599,7.83605841,2.02872396,3.89485810,0.81502902,1.96777155,0.05757783,0.00043960
-5.94597299,7.77159481,1.97884572,3.83724877,0.79799791,1.93710804,0.05603213,0.00046971
-5.93996998,7.68267100,1.92269583,3.76523633,0.77932204,1.89887941,0.05426725,0.00049978
-5.93396698,7.57037560,1.86118476,3.67984396,0.75895931,1.85357618,0.05231152,0.00052940
-5.92796398,7.43586380,1.79521094,3.58217907,0.73689260,1.80174478,0.05019430,0.00055811
-5.92196098,7.28034621,1.72564116,3.47341591,0.71313424,1.74397993,0.04794533,0.00058544
-5.91595798,7.10508555,1.65329504,3.35478035,0.68772946,1.68091750,0.04559400,0.00061089
-5.90995498,6.91140003,1.57893385,3.22753675,0.66075846,1.61322777,0.04316885,0.00063398
-5.90395198,6.70067195,1.50325358,3.09297652,0.63233707,1.54160888,0.04069704,0.00065424
-5.89794897,6.47435956,1.42688202,2.95240793,0.60261591,1.46678027,0.03820402,0.00067122
-5.89194597,6.23401002,1.35037945,2.80714682,0.57177820,1.38947608,0.03571321,0.00068454
-5.88594297,5.98127127,1.27424210,2.65850765,0.54003605,1.31043825,0.03324584,0.00069386
-5.87993997,5.71790108,1.19890790,2.50779464,0.50762570,1.23040941,0.03082081,0.00069893
-5.87393697,5.44577139,1.12476370,2.35629273,0.47480164,1.15012550,0.02845468,0.00069957
-5.86793397,5.16686697,1.05215316,2.20525842,0.44183012,1.07030832,0.02616167,0.00069571
-5.86193097,4.88327770,0.98138478,2.05591037,0.40898209,0.99165810,0.02395378,0.00068736
-5.85592796,4.59718433,0.91273949,1.90942020,0.37652609,0.91484639,0.02184086,0.00067464
-5.84992496,4.31083827,0.84647731,1.76690364,0.34472133,0.84050957,0.01983073,0.00065775
-5.84392196,4.02653606,0.78284289,1.62941249,0.31381122,0.76924309,0.01792938,0.00063698
-5.83791896,3.74658998,0.72206971,1.49792762,0.28401760,0.70159686,0.01614108,0.00061270
-5.83191596,3.47329603,0.66438286,1.37335344,0.25553601,0.63807179,0.01446857,0.00058533
-5.82591296,3.20890084,0.61000052,1.25651402,0.22853197,0.57911771,0.01291319,0.00055538
-5.81990995,2.95556910,0.55913423,1.14815086,0.20313850,0.52513257,0.01147507,0.00052335
-5.81390695,2.71535258,0.51198806,1.04892231,0.17945490,0.47646285,0.01015325,0.00048978
-5.80790395,2.49016199,0.46875695,0.95940441,0.15754668,0.43340497,0.00894585,0.00045521
-5.80190095,2.28174234,0.42962433,0.88009271,0.13744663,0.39620743,0.00785026,0.00042017
-5.79589795,2.09165213,0.39475916,0.81140475,0.11915692,0.36507330,0.00686320,0.00038517
-5.78989495,1.92124651,0.36431262,0.75368239,0.10265193,0.34016269,0.00598098,0.00035066
-5.78389195,1.77166414,0.33841445,0.70719377,0.08788181,0.32159479,0.00519959,0.00031708
-5.77788894,1.64381724,0.31716904,0.67213401,0.07477645,0.30944914,0.00451486,0.00028477
-5.77188594,1.53838438,0.30065139,0.64862448,0.06324965,0.30376589,0.00392267,0.00025406
-5.76588294,1.45580519,0.28890284,0.63671015,0.05320346,0.30454467,0.00341907,0.00022517
-5.75987994,1.39627661,0.28192683,0.63635508,0.04453228,0.31174229,0.00300046,0.00019829
-5.75387694,1.35975012,0.27968459,0.64743596,0.03712680,0.32526898,0.00266371,0.00017354
-5.74787394,1.34592978,0.28209101,0.66973422,0.03087759,0.34498373,0.00240637,0.00015099
-5.74187094,1.35427122,0.28901076,0.70292700,0.02567820,0.37068872,0.00222677,0.00013065
-5.73586793,1.38398169,0.30025492,0.74657807,0.02142781,0.40212363,0.00212414,0.00011250
-5.72986493,1.43402202,0.31557831,0.80012917,0.01803332,0.43896006,0.00209870,0.00009646
-5.72386193,1.50311100,0.33467789,0.86289314,0.01541092,0.48079698,0.00215177,0.00008245
-5.71785893,1.58973322,0.35719234,0.93404959,0.01348720,0.52715756,0.00228579,0.00007034
-5.71185593,1.69215122,0.38270326,1.01264418,0.01219965,0.57748824,0.00250431,0.00005999
-5.70585293,1.80842279,0.41073814,1.09759238,0.01149682,0.63116029,0.00281194,0.00005126
-5.69984992,1.93642415,0.44077528,1.18768815,0.01133799,0.68747446,0.00321431,0.00004400
-5.69384692,2.07387905,0.47225073,1.28161815,0.01169253,0.74566893,0.00371783,0.00003806
-5.68784392,2.21839418,0.50456731,1.37798129,0.01253884,0.80493041,0.00432958,0.00003328
-5.68184092,2.36750001,0.53710550,1.47531341,0.01386312,0.86440846,0.00505697,0.00002953
-5.67583792,2.51869635,0.56923592,1.57211644,0.01565785,0.92323250,0.00590742,0.00002666
-5.66983492,2.66950129,0.60033318,1.66689091,0.01792007,0.98053096,0.00688800,0.00002457
-5.66383192,2.81750167,0.62979037,1.75817077,0.02064963,1.03545179,0.00800497,0.00002313
-5.65782891,2.96040321,0.65703393,1.84455875,0.02384722,1.08718349,0.00926330,0.00002225
-5.65182591,3.09607816,0.68153793,1.92476092,0.02751251,1.13497564,0.01066617,0.00002184
-5.64582291,3.22260831,0.70283746,1.99761863,0.03164226,1.17815804,0.01221447,0.00002182
-5.63981991,3.33832154,0.72054026,2.06213641,0.03622857,1.21615740,0.01390628,0.00002212
-5.63381691,3.44182001,0.73433622,2.11750453,0.04125726,1.24851092,0.01573643,0.00002268
-5.62781391,3.53199919,0.74400417,2.16311505,0.04670662,1.27487601,0.01769609,0.00002346
-5.62181091,3.60805656,0.74941574,2.19857079,0.05254629,1.29503580,0.01977248,0.00002440
-5.61580790,3.66949041,0.75053602,2.22368693,0.05873665,1.30890016,0.02194869,0.00002547
-5.60980490,3.71608881,0.74742117,2.23848531,0.06522855,1.31650239,0.02420362,0.00002664
-5.60380190,3.74791008,0.74021299,2.24318206,0.07196356,1.31799183,0.02651214,0.00002787
-5.59779890,3.76525622,0.72913086,2.23816942,0.07887461,1.31362291,0.02884532,0.00002915
-5.59179590,3.76864111,0.71446147,2.22399289,0.08588715,1.30374137,0.03117096,0.00003044
-5.58579290,3.75875566,0.69654693,2.20132521,0.09292071,1.28876843,0.03345418,0.00003173
-5.57978989,3.73643193,0.67577185,2.17093857,0.09989084,1.26918383,0.03565827,0.00003299
-5.57378689,3.70260822,0.65255001,2.13367643,0.10671136,1.24550855,0.03774559,0.00003422
-5.56778389,3.65829701,0.62731128,2.09042649,0.11329683,1.21828809,0.03967865,0.00003540
-5.56178089,3.60455677,0.60048944,2.04209576,0.11956503,1.18807699,0.04142120,0.00003651
-5.55577789,3.54246890,0.57251117,1.98958879,0.12543950,1.15542510,0.04293936,0.00003755
-5.54977489,3.47311995,0.54378691,1.93378956,0.13085178,1.12086600,0.04420275,0.00003851
-5.54377189,3.39758922,0.51470348,1.87554731,0.13574351,1.08490783,0.04518546,0.00003939
-5.53776888,3.31694118,0.48561901,1.81566644,0.14006801,1.04802647,0.04586702,0.00004019
-5.53176588,3.23222204,0.45685973,1.75490012,0.14379135,1.01066092,0.04623304,0.00004091
-5.52576288,3.14445933,0.42871897,1.69394725,0.14689301,0.97321076,0.04627580,0.00004155
-5.51975988,3.05466357,0.40145781,1.63345219,0.14936576,0.93603529,0.04599450,0.00004214
-5.51375688,2.96383083,0.37530731,1.57400661,0.15121513,0.89945399,0.04539528,0.00004269
-5.50775388,2.87294542,0.35047195,1.51615294,0.15245822,0.86374792,0.04449105,0.00004320
-5.50175088,2.78298180,0.32713390,1.46038874,0.15312213,0.82916185,0.04330103,0.00004372
-5.49574787,2.69490535,0.30545787,1.40717159,0.15324203,0.79590671,0.04185005,0.00004426
-5.48974487,2.60967180,0.28559602,1.35692407,0.15285892,0.76416224,0.04016774,0.00004485
-5.48374187,2.52822520,0.26769285,1.31003868,0.15201740,0.73407976,0.03828753,0.00004553
-5.47773887,2.45149463,0.25188956,1.26688232,0.15076340,0.70578481,0.03624553,0.00004632
-5.47173587,2.38038998,0.23832780,1.22780040,0.14914221,0.67937986,0.03407944,0.00004727
-5.46573287,2.31579692,0.22715254,1.19312038,0.14719660,0.65494696,0.03182740,0.00004841
-5.45972986,2.25857139,0.21851381,1.16315466,0.14496558,0.63255039,0.02952688,0.00004978
-5.45372686,2.20953359,0.21256737,1.13820269,0.14248338,0.61223926,0.02721378,0.00005142
-5.44772386,2.16946141,0.20947393,1.11855203,0.13977901,0.59405005,0.02492146,0.00005336
-5.44172086,2.13908293,0.20939714,1.10447824,0.13687631,0.57800905,0.02268011,0.00005564
-5.43571786,2.11906779,0.21250004,1.09624311,0.13379430,0.56413442,0.02051619,0.00005829
-5.42971486,2.11001662,0.21894026,1.09409114,0.13054798,0.55243792,0.01845205,0.00006133
-5.42371186,2.11244821,0.22886371,1.09824365,0.12714933,0.54292594,0.01650576,0.00006480
-5.41770885,2.12678389,0.24239718,1.10889068,0.12360852,0.53559973,0.01469106,0.00006871
-5.41170585,2.15332889,0.25963981,1.12618025,0.11993500,0.53045472,0.01301749,0.00007307
-5.40570285,2.19225075,0.28065382,1.15020524,0.11613876,0.52747872,0.01149063,0.00007787
-5.39969985,2.24355509,0.30545475,1.18098817,0.11223118,0.52664905,0.01011241,0.00008311
-5.39369685,2.30705980,0.33400164,1.21846433,0.10822582,0.52792870,0.00888157,0.00008876
-5.38769385,2.38236865,0.36618767,1.26246422,0.10413882,0.53126157,0.00779406,0.00009479
-5.38169085,2.46884617,0.40183173,1.31269616,0.09998903,0.53656720,0.00684356,0.00010115
-5.37568784,2.56559568,0.44067145,1.36873035,0.09579785,0.54373526,0.00602191,0.00010777
-5.36968484,2.67144265,0.48235836,1.42998568,0.09158868,0.55262035,0.00531962,0.00011458
-5.36368184,2.78492554,0.52645563,1.49572070,0.08738633,0.56303742,0.00472625,0.00012149
-5.35767884,2.90429631,0.57243881,1.56502979,0.08321604,0.57475853,0.00423084,0.00012840
-5.35167584,3.02753201,0.61970006,1.63684603,0.07910261,0.58751117,0.00382222,0.00013520
-5.34567284,3.15235904,0.66755596,1.70995113,0.07506941,0.60097874,0.00348928,0.00014176
-5.33966983,3.27629030,0.71525902,1.78299320,0.07113746,0.61480332,0.00322126,0.00014797
-5.33366683,3.39667526,0.76201270,1.85451227,0.06732471,0.62859090,0.00300788,0.00015370
-5.32766383,3.51076177,0.80698965,1.92297303,0.06364540,0.64191919,0.00283953,0.00015883
-5.32166083,3.61576790,0.84935259,1.98680398,0.06010978,0.65434755,0.00270734,0.00016324
-5.31565783,3.70896104,0.88827714,2.04444150,0.05672391,0.66542901,0.00260328,0.00016683
-5.30965483,3.78774120,0.92297564,2.09437713,0.05348981,0.67472364,0.00252017,0.00016950
-5.30365183,3.84972476,0.95272109,2.13520596,0.05040579,0.68181277,0.00245173,0.00017118
-5.29764882,3.89282472,0.97687012,2.16567384,0.04746695,0.68631338,0.00239256,0.00017181
-5.29164582,3.91532352,0.99488388,2.18472121,0.04466583,0.68789184,0.00233812,0.00017136
-5.28564282,3.91593483,1.00634597,2.19152127,0.04199315,0.68627634,0.00228469,0.00016982
-5.27963982,3.89385111,1.01097645,2.18551061,0.03943858,0.68126739,0.00222935,0.00016719
-5.27363682,3.84877437,1.00864133,2.16641060,0.03699148,0.67274566,0.00216992,0.00016353
-5.26763382,3.78092855,0.99935697,2.13423861,0.03464161,0.66067694,0.00210487,0.00015888
-5.26163082,3.69105287,0.98328923,2.08930826,0.03237970,0.64511378,0.00203332,0.00015332
-5.25562781,3.58037634,0.96074743,2.03221882,0.03019791,0.62619385,0.00195489,0.00014696
-5.24962481,3.45057486,0.93217327,1.96383420,0.02809017,0.60413496,0.00186967,0.00013990
-5.24362181,3.30371291,0.89812542,1.88525277,0.02605230,0.57922728,0.00177815,0.00013227
-5.23761881,3.14217288,0.85926039,1.79776927,0.02408206,0.55182281,0.00168113,0.00012419
-5.23161581,2.96857527,0.81631068,1.70283098,0.02217903,0.52232299,0.00157964,0.00011579
-5.22561281,2.78569373,0.77006114,1.60199000,0.02034440,0.49116485,0.00147487,0.00010721
-5.21960980,2.59636862,0.72132458,1.49685398,0.01858062,0.45880646,0.00136812,0.00009858
-5.21360680,2.40342295,0.67091779,1.38903750,0.01689113,0.42571237,0.00126071,0.00009000
-5.20760380,2.20958401,0.61963884,1.28011597,0.01527986,0.39233960,0.00115394,0.00008160
-5.20160080,2.01741366,0.56824644,1.17158403,0.01375095,0.35912484,0.00104905,0.00007346
-5.19559780,1.82924955,0.51744228,1.06481969,0.01230834,0.32647325,0.00094716,0.00006567
-5.18959480,1.64715878,0.46785659,0.96105540,0.01095545,0.29474927,0.00084927,0.00005829
-5.18359180,1.47290500,0.42003747,0.86135663,0.00969493,0.26426967,0.00075621,0.00005137
-5.17758879,1.30792888,0.37444385,0.76660810,0.00852851,0.23529884,0.00066866,0.00004495
-5.17158579,1.15334160,0.33144222,0.67750756,0.00745680,0.20804642,0.00058710,0.00003906
-5.16558279,1.00993014,0.29130681,0.59456667,0.00647929,0.18266710,0.00051187,0.00003370
-5.15957979,0.87817301,0.25422276,0.51811796,0.00559437,0.15926224,0.00044314,0.00002887
