energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.92050067,0.03219332,0.18582656,0.71507708,0.37247322,1.55224644,0.00000000,1.47897452,0.45201890
-5.99399700,3.09987368,0.03342114,0.20091664,0.76972339,0.38791835,1.63718694,0.00000000,1.59820372,0.48973278
-5.98799400,3.28336192,0.03451568,0.21735518,0.82573504,0.40318521,1.72248043,0.00000000,1.72016059,0.53017391
-5.98199100,3.46970598,0.03546192,0.23512236,0.88266244,0.41819395,1.80749855,0.00000000,1.84390349,0.57304536
-5.97598799,3.65759885,0.03624674,0.25419423,0.94004436,0.43286183,1.89160799,0.00000000,1.96842168,0.61802355
-5.96998499,3.84570764,0.03685920,0.27454382,0.99741899,0.44710230,1.97417980,0.00000000,2.09265494,0.66476583
-5.96398199,4.03269768,0.03729080,0.29614229,1.05433500,0.46082448,2.05459947,0.00000000,2.21551615,0.71291880
-5.95797899,4.21725870,0.03753572,0.31896012,1.11036234,0.47393330,2.13227764,0.00000000,2.33591632,0.76212707
-5.95197599,4.39813229,0.03759096,0.34296819,1.16510216,0.48633027,2.20666122,0.00000000,2.45279129,0.81204215
-5.94597299,4.57413965,0.03745642,0.36813856,1.21819555,0.49791507,2.27724463,0.00000000,2.56512885,0.86233100
-5.93996998,4.74420832,0.03713495,0.39444496,1.26933037,0.50858782,2.34358070,0.00000000,2.67199547,0.91268381
-5.93396698,4.90739652,0.03663231,0.42186277,1.31824608,0.51825200,2.40529066,0.00000000,2.77256105,0.96282062
-5.92796398,5.06291356,0.03595703,0.45036839,1.36473602,0.52681782,2.46207261,0.00000000,2.86612078,1.01249620
-5.92196098,5.21013493,0.03512027,0.47993784,1.40864710,0.53420585,2.51370796,0.00000000,2.95211285,1.06150304
-5.91595798,5.34861075,0.03413553,0.51054474,1.44987681,0.54035065,2.56006523,0.00000000,3.03013097,1.10967195
-5.90995498,5.47806677,0.03301837,0.54215745,1.48836763,0.54520420,2.60110079,0.00000000,3.09993110,1.15687038
-5.90395198,5.59839755,0.03178606,0.57473568,1.52409921,0.54873873,2.63685639,0.00000000,3.16143194,1.20299833
-5.89794897,5.70965171,0.03045716,0.60822651,1.55707863,0.55094898,2.66745322,0.00000000,3.21470896,1.24798217
-5.89194597,5.81201024,0.02905111,0.64256030,1.58732943,0.55185351,2.69308301,0.00000000,3.25998248,1.29176667
-5.88594297,5.90575892,0.02758780,0.67764657,1.61488013,0.55149503,2.71399627,0.00000000,3.29760036,1.33430590
-5.87993997,5.99125677,0.02608712,0.71337037,1.63975288,0.54993991,2.73048861,0.00000000,3.32801636,1.37555353
-5.87393697,6.06890281,0.02456850,0.74958938,1.66195316,0.54727655,2.74288584,0.00000000,3.35176552,1.41545341
-5.86793397,6.13910344,0.02305055,0.78613216,1.68146129,0.54361313,2.75152886,0.00000000,3.36943805,1.45393121
-5.86193097,6.20224315,0.02155064,0.82279793,1.69822635,0.53907466,2.75675942,0.00000000,3.38165340,1.49088777
-5.85592796,6.25866077,0.02008460,0.85935802,1.71216319,0.53379965,2.75890769,0.00000000,3.38903606,1.52619498
-5.84992496,6.30863335,0.01866648,0.89555922,1.72315281,0.52793658,2.75828256,0.00000000,3.39219467,1.55969459
-5.84392196,6.35236906,0.01730828,0.93112907,1.73104621,0.52164048,2.75516527,0.00000000,3.39170557,1.59120021
-5.83791896,6.39000979,0.01601989,0.96578293,1.73567179,0.51506971,2.74980692,0.00000000,3.38810166,1.62050276
-5.83191596,6.42164331,0.01480899,0.99923256,1.73684565,0.50838318,2.74242981,0.00000000,3.38186708,1.64737891
-5.82591296,6.44732414,0.01368107,1.03119587,1.73438452,0.50173806,2.73323236,0.00000000,3.37343762,1.67160222
-5.81990995,6.46710105,0.01263950,1.06140726,1.72812031,0.49528801,2.72239716,0.00000000,3.36320637,1.69295615
-5.81390695,6.48104907,0.01168570,1.08962788,1.71791544,0.48918192,2.71010117,0.00000000,3.35153370,1.71124819
-5.80790395,6.48930280,0.01081931,1.11565529,1.70367782,0.48356310,2.69652700,0.00000000,3.33876019,1.72632390
-5.80190095,6.49208777,0.01003847,1.13933161,1.68537462,0.47856870,2.68187411,0.00000000,3.32522113,1.73807994
-5.79589795,6.48974683,0.00934005,1.16054978,1.66304362,0.47432927,2.66636859,0.00000000,3.31126055,1.74647498
-5.78989495,6.48275839,0.00872000,1.17925715,1.63680140,0.47096831,2.65027053,0.00000000,3.29724351,1.75153752
-5.78389195,6.47174436,0.00817367,1.19545623,1.60684770,0.46860164,2.63387777,0.00000000,3.28356465,1.75337001
-5.77788894,6.45746602,0.00769609,1.20920229,1.57346547,0.46733645,2.61752566,0.00000000,3.27065219,1.75214867
-5.77188594,6.44080744,0.00728234,1.22059782,1.53701661,0.46727006,2.60158217,0.00000000,3.25896617,1.74811895
-5.76588294,6.42274664,0.00692781,1.22978414,1.49793335,0.46848834,2.58643874,0.00000000,3.24899070,1.74158669
-5.75987994,6.40431627,0.00662850,1.23693059,1.45670592,0.47106380,2.57249707,0.00000000,3.24122043,1.73290560
-5.75387694,6.38655599,0.00638121,1.24222192,1.41386707,0.47505362,2.56015294,0.00000000,3.23614177,1.72246176
-5.74787394,6.37046009,0.00618378,1.24584472,1.36997446,0.48049764,2.54977806,0.00000000,3.23421017,1.71065607
-5.74187094,6.35692396,0.00603524,1.24797374,1.32559188,0.48741664,2.54170139,0.00000000,3.23582487,1.69788606
-5.73586793,6.34669357,0.00593586,1.24875906,1.28127042,0.49581099,2.53619144,0.00000000,3.24130310,1.68452805
