energy_ev,total_up,Rh_p_up,Rh_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,3.17369122,2.07225088,1.96683260,0.59062132,0.00000000,0.65341864,0.00000000
-5.99399700,3.21370793,2.11542673,1.99075165,0.60264140,0.00000000,0.66122854,0.00000000
-5.98799400,3.24984319,2.15643251,2.01294492,0.61607328,0.00000000,0.66710987,0.00000000
-5.98199100,3.28151365,2.19474845,2.03299564,0.63066017,0.00000000,0.67105283,0.00000000
-5.97598799,3.30828268,2.22990542,2.05057782,0.64613224,0.00000000,0.67309471,0.00000000
-5.96998499,3.32986715,2.26149094,2.06546366,0.66221243,0.00000000,0.67331735,0.00000000
-5.96398199,3.34613863,2.28915312,2.07752710,0.67862211,0.00000000,0.67184323,0.00000000
-5.95797899,3.35711960,2.31260285,2.08674383,0.69508674,0.00000000,0.66883045,0.00000000
-5.95197599,3.36297545,2.33161459,2.09318797,0.71134120,0.00000000,0.66446694,0.00000000
-5.94597299,3.36400291,2.34602612,2.09702607,0.72713502,0.00000000,0.65896414,0.00000000
-5.93996998,3.36061602,2.35573757,2.09850872,0.74223713,0.00000000,0.65255044,0.00000000
-5.93396698,3.35333022,2.36071005,2.09796042,0.75644037,0.00000000,0.64546479,0.00000000
-5.92796398,3.34274537,2.36096403,2.09576800,0.76956531,0.00000000,0.63795047,0.00000000
-5.92196098,3.32952827,2.35657759,2.09236821,0.78146362,0.00000000,0.63024943,0.00000000
-5.91595798,3.31439511,2.34768463,2.08823473,0.79202049,0.00000000,0.62259715,0.00000000
-5.90995498,3.29809411,2.33447282,2.08386484,0.80115641,0.00000000,0.61521819,0.00000000
-5.90395198,3.28138853,2.31718125,2.07976614,0.80882788,0.00000000,0.60832233,0.00000000
-5.89794897,3.26504020,2.29609758,2.07644343,0.81502720,0.00000000,0.60210143,0.00000000
-5.89194597,3.24979334,2.27155450,2.07438580,0.81978118,0.00000000,0.59672667,0.00000000
-5.88594297,3.23635886,2.24392514,2.07405424,0.82314896,0.00000000,0.59234642,0.00000000
-5.87993997,3.22539895,2.21361757,2.07586969,0.82521876,0.00000000,0.58908433,0.00000000
-5.87393697,3.21751211,2.18106799,2.08020183,0.82610388,0.00000000,0.58703780,0.00000000
-5.86793397,3.21321865,2.14673281,2.08735867,0.82593797,0.00000000,0.58627663,0.00000000
-5.86193097,3.21294688,2.11107961,2.09757712,0.82486976,0.00000000,0.58684186,0.00000000
-5.85592796,3.21702040,2.07457717,2.11101490,0.82305742,0.00000000,0.58874486,0.00000000
-5.84992496,3.22564679,2.03768488,2.12774390,0.82066290,0.00000000,0.59196659,0.00000000
-5.84392196,3.23890830,2.00084187,2.14774535,0.81784627,0.00000000,0.59645724,0.00000000
-5.83791896,3.25675510,1.96445620,2.17090715,0.81476042,0.00000000,0.60213622,0.00000000
-5.83191596,3.27900153,1.92889474,2.19702353,0.81154634,0.00000000,0.60889276,0.00000000
