energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.77188594,8.89733137,-8.89732280,1.39617697,-1.39617585,3.71802157,-3.71801830,0.15483823,-0.15483816,0.32350211,-0.32350196,1.41353404,-1.41353400,0.86619463,-0.86619207,0.09638889,-0.09638878,2.85867256,-2.85867077
-5.76588294,8.91803346,-8.91802584,1.38145388,-1.38145296,3.77641132,-3.77640821,0.15426000,-0.15425997,0.31912217,-0.31912211,1.38485157,-1.38485173,0.86923079,-0.86922840,0.09677230,-0.09677222,2.82923724,-2.82923583
-5.75987994,8.92169156,-8.92168491,1.36390181,-1.36390109,3.83116508,-3.83116213,0.15266849,-0.15266850,0.31351807,-0.31351811,1.35426957,-1.35426991,0.86914795,-0.86914575,0.09681599,-0.09681592,2.79286948,-2.79286846
-5.75387694,8.91089416,-8.91088846,1.34389111,-1.34389060,3.88354866,-3.88354584,0.15009615,-0.15009620,0.30676644,-0.30676657,1.32225549,-1.32225602,0.86605039,-0.86604838,0.09652251,-0.09652246,2.75041584,-2.75041519
-5.74787394,8.88850031,-8.88849554,1.32181536,-1.32181505,3.93491355,-3.93491085,0.14659590,-0.14659600,0.29897053,-0.29897075,1.28929029,-1.28929098,0.86009628,-0.86009447,0.09590087,-0.09590085,2.70279695,-2.70279668
-5.74187094,8.85753752,-8.85753363,1.29808147,-1.29808135,3.98664073,-3.98663813,0.14223926,-0.14223940,0.29025738,-0.29025768,1.25585735,-1.25585820,0.85149198,-0.85149037,0.09496599,-0.09496599,2.65098054,-2.65098062
-5.73586793,8.82109470,-8.82109163,1.27310009,-1.27310015,4.04008158,-4.04007906,0.13711382,-0.13711399,0.28077413,-0.28077451,1.22243206,-1.22243305,0.84048515,-0.84048373,0.09373803,-0.09373806,2.59595459,-2.59595499
-5.72986493,8.78221345,-8.78221113,1.24727652,-1.24727676,4.09649805,-4.09649560,0.13132031,-0.13132051,0.27068371,-0.27068415,1.18947200,-1.18947312,0.82735697,-0.82735575,0.09224163,-0.09224168,2.53870131,-2.53870202
-5.72386193,8.74378079,-8.74377914,1.22100205,-1.22100244,4.15700412,-4.15700172,0.12496936,-0.12496958,0.26016003,-0.26016053,1.15740777,-1.15740900,0.81241375,-0.81241271,0.09050508,-0.09050515,2.48017249,-2.48017347
-5.71785893,8.70842699,-8.70842594,1.19464589,-1.19464643,4.22251078,-4.22250842,0.11817804,-0.11817828,0.24938294,-0.24938349,1.12663453,-1.12663584,0.79597802,-0.79597716,0.08855945,-0.08855954,2.42126653,-2.42126775
-5.71185593,8.67843185,-8.67843131,1.16854780,-1.16854846,4.29367680,-4.29367447,0.11106635,-0.11106661,0.23853294,-0.23853353,1.09750424,-1.09750562,0.77837975,-0.77837904,0.08643772,-0.08643782,2.36280784,-2.36280927
-5.70585293,8.65564302,-8.65564293,1.14301139,-1.14301216,4.37086757,-4.37086528,0.10375388,-0.10375415,0.22778611,-0.22778672,1.07031872,-1.07032015,0.75994764,-0.75994708,0.08417385,-0.08417398,2.30552884,-2.30553044
-5.69984992,8.64140959,-8.64140986,1.11829832,-1.11829917,4.45412404,-4.45412179,0.09635660,-0.09635687,0.21730926,-0.21730989,1.04532355,-1.04532501,0.74100107,-0.74100063,0.08180198,-0.08180212,2.25005503,-2.25005676
-5.69384692,8.63653377,-8.63653436,1.09462346,-1.09462438,4.54314356,-4.54314137,0.08898405,-0.08898433,0.20725556,-0.20725620,1.02270302,-1.02270449,0.72184278,-0.72184245,0.07935555,-0.07935569,2.19689350,-2.19689533
-5.68784392,8.64124333,-8.64124417,1.07215119,-1.07215216,4.63727418,-4.63727207,0.08173696,-0.08173723,0.19776084,-0.19776147,1.00257627,-1.00257772,0.70275270,-0.70275245,0.07686659,-0.07686675,2.14642515,-2.14642704
-5.68184092,8.65518623,-8.65518729,1.05099292,-1.05099392,4.73552331,-4.73552132,0.07470528,-0.07470554,0.18894058,-0.18894119,0.98499478,-0.98499622,0.68398290,-0.68398271,0.07436507,-0.07436523,2.09890082,-2.09890275
-5.67583792,8.67744880,-8.67745006,1.03120606,-1.03120707,4.83658127,-4.83657944,0.06796680,-0.06796705,0.18088779,-0.18088839,0.96994153,-0.96994292,0.66575403,-0.66575389,0.07187832,-0.07187849,2.05444163,-2.05444357
-5.66983492,8.70659720,-8.70659865,1.01279450,-1.01279550,4.93885954,-4.93885790,0.06158627,-0.06158651,0.17367186,-0.17367243,0.95733174,-0.95733308,0.64825322,-0.64825310,0.06943062,-0.06943080,2.01304334,-2.01304526
-5.66383192,8.74074147,-8.74074310,0.99571065,-0.99571164,5.04054269,-5.04054130,0.05561500,-0.05561522,0.16733821,-0.16733874,0.94701570,-0.94701698,0.63163339,-0.63163328,0.06704285,-0.06704303,1.97458486,-1.97458674
-5.65782891,8.77762012,-8.77762193,0.97985915,-0.97986010,5.13965274,-5.13965165,0.05009096,-0.05009116,0.16190896,-0.16190946,0.93878344,-0.93878466,0.61601409,-0.61601397,0.06473230,-0.06473248,1.93884064,-1.93884246
-5.65182591,8.81470238,-8.81470439,0.96510213,-0.96510304,5.23412344,-5.23412270,0.04503929,-0.04503947,0.15738441,-0.15738486,0.93237148,-0.93237262,0.60148364,-0.60148349,0.06251264,-0.06251281,1.90549650,-1.90549824
-5.64582291,8.84930432,-8.84930656,0.95126598,-0.95126683,5.32188184,-5.32188151,0.04047315,-0.04047331,0.15374522,-0.15374564,0.92747143,-0.92747250,0.58810244,-0.58810225,0.06039391,-0.06039408,1.87416854,-1.87417021
-5.63981991,8.87871416,-8.87871664,0.93814941,-0.93815020,5.40093390,-5.40093401,0.03639485,-0.03639499,0.15095537,-0.15095573,0.92374040,-0.92374140,0.57590733,-0.57590708,0.05838277,-0.05838293,1.84442446,-1.84442604
-5.63381691,8.90032169,-8.90032444,0.92553267,-0.92553340,5.46945038,-5.46945096,0.03279721,-0.03279733,0.14896543,-0.14896575,0.92081290,-0.92081382,0.56491660,-0.56491628,0.05648271,-0.05648286,1.81580641,-1.81580790
-5.62781391,8.91174628,-8.91174929,0.91318742,-0.91318808,5.52584945,-5.52585053,0.02966498,-0.02966507,0.14771636,-0.14771662,0.91831377,-0.91831462,0.55513559,-0.55513519,0.05469445,-0.05469460,1.78785485,-1.78785624
-5.62181091,8.91095786,-8.91096114,0.90088716,-0.90088775,5.56887208,-5.56887367,0.02697639,-0.02697647,0.14714334,-0.14714356,0.91587196,-0.91587274,0.54656239,-0.54656190,0.05301638,-0.05301652,1.76013213,-1.76013342
-5.61580790,8.89638565,-8.89638919,0.88841766,-0.88841819,5.59764697,-5.59764906,0.02470469,-0.02470475,0.14717975,-0.14717991,0.91313438,-0.91313510,0.53919350,-0.53919291,0.05144503,-0.05144516,1.73224532,-1.73224651
-5.60980490,8.86700968,-8.86701346,0.87558705,-0.87558752,5.61174168,-5.61174425,0.02281955,-0.02281960,0.14776086,-0.14776097,0.90977947,-0.90978012,0.53302913,-0.53302843,0.04997561,-0.04997573,1.70386704,-1.70386813
-5.60380190,8.82243104,-8.82243500,0.86223523,-0.86223563,5.61119769,-5.61120071,0.02128848,-0.02128851,0.14882734,-0.14882740,0.90552993,-0.90553053,0.52807785,-0.52807703,0.04860250,-0.04860261,1.67475371,-1.67475471
-5.59779890,8.76291764,-8.76292172,0.84824214,-0.84824248,5.59654762,-5.59655103,0.02007804,-0.02007805,0.15032827,-0.15032827,0.90016402,-0.90016457,0.52436041,-0.52435947,0.04731982,-0.04731992,1.64476048,-1.64476137
-5.59179590,8.68942356,-8.68942768,0.83353469,-0.83353496,5.56881359,-5.56881733,0.01915491,-0.01915491,0.15222357,-0.15222352,0.89352505,-0.89352554,0.52191254,-0.52191147,0.04612182,-0.04612191,1.61385213,-1.61385292
-5.58579290,8.60358107,-8.60358513,0.81809195,-0.81809217,5.52948689,-5.52949087,0.01848683,-0.01848682,0.15448583,-0.15448573,0.88552852,-0.88552895,0.52078650,-0.52078529,0.04500336,-0.04500344,1.58210976,-1.58211044
-5.57978989,8.50766565,-8.50766953,0.80194849,-0.80194865,5.48048965,-5.48049377,0.01804332,-0.01804330,0.15710134,-0.15710118,0.87616676,-0.87616715,0.52105143,-0.52105007,0.04396021,-0.04396028,1.54973282,-1.54973338
-5.57378689,8.40453578,-8.40453935,0.78519570,-0.78519580,5.42412021,-5.42412437,0.01779626,-0.01779623,0.16007039,-0.16007017,0.86551075,-0.86551108,0.52279234,-0.52279083,0.04298931,-0.04298937,1.51703654,-1.51703697
-5.56778389,8.29754997,-8.29755309,0.76798100,-0.76798104,5.36298469,-5.36298877,0.01772027,-0.01772024,0.16340678,-0.16340650,0.85370901,-0.85370928,0.52610779,-0.52610612,0.04208892,-0.04208897,1.48444487,-1.48444516
-5.56178089,8.19046471,-8.19046723,0.75050507,-0.75050505,5.29991749,-5.29992138,0.01779299,-0.01779295,0.16713655,-0.16713620,0.84098363,-0.84098384,0.53110642,-0.53110458,0.04125866,-0.04125870,1.45247917,-1.45247930
-5.55577789,8.08731750,-8.08731928,0.73301702,-0.73301694,5.23789429,-5.23789787,0.01799515,-0.01799510,0.17129602,-0.17129561,0.82762361,-0.82762374,0.53790225,-0.53790024,0.04049948,-0.04049951,1.42174312,-1.42174308
-5.54977489,7.99229981,-7.99230070,0.71580782,-0.71580766,5.17994094,-5.17994409,0.01831052,-0.01831047,0.17592918,-0.17592871,0.81397559,-0.81397565,0.54660920,-0.54660701,0.03981350,-0.03981352,1.39290447,-1.39290424
-5.54377189,7.90962483,-7.90962469,0.69920207,-0.69920184,5.12904196,-5.12904458,0.01872584,-0.01872579,0.18108458,-0.18108404,0.80043255,-0.80043252,0.55733480,-0.55733244,0.03920377,-0.03920379,1.36667410,-1.36667366
-5.53776888,7.84339498,-7.84339370,0.68354851,-0.68354820,5.08805199,-5.08805398,0.01923050,-0.01923044,0.18681178,-0.18681119,0.78742059,-0.78742047,0.57017353,-0.57017098,0.03867398,-0.03867399,1.34378334,-1.34378269
-5.53176588,7.79747399,-7.79747144,0.66920944,-0.66920905,5.05961347,-5.05961474,0.01981623,-0.01981617,0.19315765,-0.19315700,0.77538454,-0.77538432,0.58519990,-0.58519717,0.03822811,-0.03822812,1.32496021,-1.32495931
-5.52576288,7.77536771,-7.77536383,0.65654943,-0.65654895,5.04608311,-5.04608360,0.02047675,-0.02047669,0.20016249,-0.20016177,0.76477272,-0.76477239,0.60246178,-0.60245888,0.03787001,-0.03787001,1.31090526,-1.31090412
-5.51975988,7.78011770,-7.78011243,0.64592372,-0.64592314,5.04946956,-5.04946921,0.02120734,-0.02120727,0.20785628,-0.20785551,0.75602135,-0.75602091,0.62197410,-0.62197102,0.03760301,-0.03760300,1.30226806,-1.30226666
-5.51375688,7.81421054,-7.81420384,0.63766664,-0.63766596,5.07138375,-5.07138253,0.02200432,-0.02200426,0.21625521,-0.21625440,0.74953936,-0.74953881,0.64371328,-0.64371004,0.03742950,-0.03742949,1.29962479,-1.29962312
-5.50775388,7.87950538,-7.87949727,0.63208038,-0.63207960,5.11300316,-5.11300105,0.02286470,-0.02286464,0.22535863,-0.22535778,0.74569378,-0.74569312,0.66761276,-0.66760938,0.03735058,-0.03735057,1.30345785,-1.30345591
-5.50175088,7.97718160,-7.97717211,0.62942452,-0.62942364,5.17505029,-5.17504730,0.02378565,-0.02378559,0.23514645,-0.23514558,0.74479646,-0.74479568,0.69355976,-0.69355625,0.03736571,-0.03736569,1.31413806,-1.31413586
-5.49574787,8.10770745,-8.10769665,0.62990672,-0.62990574,5.25778562,-5.25778178,0.02476411,-0.02476406,0.24557742,-0.24557653,0.74709235,-0.74709146,0.72139358,-0.72138996,0.03747243,-0.03747241,1.33190999,-1.33190753
-5.48974487,8.27083011,-8.27081810,0.63367474,-0.63367367,5.36101422,-5.36100958,0.02579645,-0.02579640,0.25658803,-0.25658713,0.75274986,-0.75274887,0.75090551,-0.75090181,0.03766619,-0.03766617,1.35688099,-1.35687830
-5.48374187,8.46558689,-8.46557380,0.64081024,-0.64080909,5.48410539,-5.48410001,0.02687810,-0.02687805,0.26809231,-0.26809143,0.76185355,-0.76185246,0.78184058,-0.78183683,0.03794024,-0.03794022,1.38901427,-1.38901136
-5.47773887,8.69033662,-8.69032261,0.65132457,-0.65132334,5.62602384,-5.62601779,0.02800336,-0.02800332,0.27998262,-0.27998176,0.77439937,-0.77439820,0.81390105,-0.81389728,0.03828560,-0.03828558,1.42812623,-1.42812313
-5.47173587,8.94280993,-8.94279516,0.66515666,-0.66515536,5.78537101,-5.78536438,0.02916520,-0.02916517,0.29213115,-0.29213033,0.79029274,-0.79029151,0.84675166,-0.84674790,0.03869118,-0.03869117,1.47388836,-1.47388510
-5.46573287,9.22017626,-9.22016094,0.68217329,-0.68217194,5.96043466,-5.96042756,0.03035518,-0.03035516,0.30439243,-0.30439167,0.80934946,-0.80934818,0.88002648,-0.88002277,0.03914394,-0.03914392,1.52583355,-1.52583017
-5.45972986,9.51912548,-9.51910982,0.70217172,-0.70217033,6.14924492,-6.14923744,0.03156346,-0.03156345,0.31660654,-0.31660585,0.83129950,-0.83129818,0.91333721,-0.91333357,0.03962914,-0.03962913,1.58336681,-1.58336335
-5.45372686,9.83596116,-9.83594536,0.72488468,-0.72488327,6.34963446,-6.34962672,0.03277885,-0.03277885,0.32860297,-0.32860237,0.85579368,-0.85579236,0.94628255,-0.94627902,0.04013076,-0.04013076,1.64578007,-1.64577657
-5.44772386,10.16670235,-10.16668662,0.74998765,-0.74998623,6.55930099,-6.55929308,0.03398895,-0.03398896,0.34020508,-0.34020458,0.88241301,-0.88241170,0.97845846,-0.97845508,0.04063185,-0.04063185,1.71227060,-1.71226711
-5.44172086,10.50719055,-10.50717511,0.77710821,-0.77710681,6.77586954,-6.77586159,0.03518040,-0.03518042,0.35123490,-0.35123451,0.91068047,-0.91067919,1.00946873,-1.00946553,0.04111505,-0.04111506,1.78196260,-1.78195916
-5.43571786,10.85319823,-10.85318327,0.80583730,-0.80583594,6.99695271,-6.99694482,0.03633910,-0.03633914,0.36151807,-0.36151780,0.94007494,-0.94007372,1.03893560,-1.03893260,0.04156308,-0.04156310,1.85393107,-1.85392771
-5.42971486,11.20053519,-11.20052089,0.83574186,-0.83574055,7.22020660,-7.22019886,0.03745054,-0.03745059,0.37088890,-0.37088877,0.97004681,-0.97004567,1.06650986,-1.06650708,0.04195927,-0.04195929,1.92722731,-1.92722408
-5.42371186,11.54514913,-11.54513565,0.86637859,-0.86637734,7.44338058,-7.44337308,0.03850010,-0.03850017,0.37919519,-0.37919519,1.00003488,-1.00003384,1.09188019,-1.09187765,0.04228807,-0.04228810,2.00090511,-2.00090205
-5.41770885,11.88321706,-11.88320454,0.89730824,-0.89730708,7.66435938,-7.66435220,0.03947342,-0.03947350,0.38630267,-0.38630281,1.02948390,-1.02948297,1.11478113,-1.11477884,0.04253553,-0.04253556,2.07404658,-2.07404373
-5.41170585,12.21122437,-12.21121291,0.92811000,-0.92810893,7.88119603,-7.88118923,0.04035668,-0.04035677,0.39209896,-0.39209924,1.05786218,-1.05786137,1.13499952,-1.13499749,0.04268976,-0.04268980,2.14578681,-2.14578419
-5.40570285,12.52602895,-12.52601863,0.95839526,-0.95839429,8.09213485,-8.09212849,0.04113697,-0.04113708,0.39649684,-0.39649726,1.08467865,-1.08467798,1.15237906,-1.15237729,0.04274128,-0.04274134,2.21533626,-2.21533388
-5.39969985,12.82490850,-12.82489938,0.98782035,-0.98781949,8.29562399,-8.29561811,0.04180256,-0.04180268,0.39943671,-0.39943727,1.10949876,-1.10949823,1.16682282,-1.16682130,0.04268334,-0.04268340,2.28200016,-2.28199803
-5.39369685,13.10558978,-13.10558188,1.01609758,-1.01609682,8.49031771,-8.49031235,0.04234312,-0.04234326,0.40088824,-0.40088892,1.13195849,-1.13195811,1.17829366,-1.17829238,0.04251209,-0.04251215,2.34519412,-2.34519225
-5.38769385,13.36625935,-13.36625267,1.04300409,-1.04300343,8.67506895,-8.67506412,0.04274999,-0.04275014,0.40085099,-0.40085178,1.15177597,-1.15177574,1.18681254,-1.18681149,0.04222666,-0.04222674,2.40445531,-2.40445371
-5.38169085,13.60555651,-13.60555101,1.06838818,-1.06838762,8.84891339,-8.84890912,0.04301629,-0.04301645,0.39935417,-0.39935507,1.16876018,-1.16876009,1.19245483,-1.19245398,0.04182922,-0.04182930,2.45944891,-2.45944756
-5.37568784,13.82254961,-13.82254525,1.09217256,-1.09217209,9.01104670,-9.01104299,0.04313706,-0.04313723,0.39645550,-0.39645648,1.18281628,-1.18281633,1.19534490,-1.19534423,0.04132476,-0.04132485,2.50996944,-2.50996832
-5.36968484,14.01669795,-14.01669468,1.11435447,-1.11435408,9.16079694,-9.16079380,0.04310932,-0.04310950,0.39223913,-0.39224018,1.19394735,-1.19394752,1.19564916,-1.19564864,0.04072097,-0.04072106,2.55593713,-2.55593624
-5.36368184,14.18780206,-14.18779980,1.13500246,-1.13500213,9.29759437,-9.29759180,0.04293209,-0.04293228,0.38681285,-0.38681396,1.20225226,-1.20225254,1.19356801,-1.19356761,0.04002787,-0.04002796,2.59738951,-2.59738882
-5.35767884,14.33594553,-14.33594420,1.15424984,-1.15424955,9.42094115,-9.42093915,0.04260637,-0.04260656,0.38030472,-0.38030587,1.20791988,-1.20792025,1.18932703,-1.18932672,0.03925744,-0.03925754,2.63446848,-2.63446795
-5.35167584,14.46143185,-14.46143138,1.17228503,-1.17228476,9.53038320,-9.53038178,0.04213505,-0.04213525,0.37285904,-0.37286021,1.21121952,-1.21121997,1.18316774,-1.18316750,0.03842320,-0.03842329,2.66740361,-2.66740323
-5.34567284,14.56471996,-14.56472025,1.18933907,-1.18933881,9.62548627,-9.62548543,0.04152286,-0.04152306,0.36463211,-0.36463328,1.21248824,-1.21248874,1.17533845,-1.17533824,0.03753968,-0.03753977,2.69649234,-2.69649207
