energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up
-5.69984992,12.26430562,2.82406506,8.10032069,0.03364146,0.35967309,0.09898317,0.00000000,0.30039939,2.59627377
-5.69384692,12.57976985,2.87654304,8.34058370,0.03458110,0.36615853,0.10055780,0.00000000,0.30403207,2.65894601
-5.68784392,12.86834235,2.91740334,8.56767896,0.03548612,0.37098837,0.10177560,0.00000000,0.30652491,2.71488301
-5.68184092,13.12750115,2.94600605,8.77972378,0.03635864,0.37404635,0.10261721,0.00000000,0.30783666,2.76363263
-5.67583792,13.35535234,2.96197800,8.97514413,0.03720302,0.37525424,0.10307003,0.00000000,0.30794687,2.80491324
-5.66983492,13.55066410,2.96522704,9.15269794,0.03802609,0.37457384,0.10312877,0.00000000,0.30685709,2.83861969
-5.66383192,13.71288346,2.95594785,9.31149053,0.03883716,0.37200796,0.10279576,0.00000000,0.30459151,2.86482446
-5.65782891,13.84213468,2.93461896,9.45098150,0.03964804,0.36760010,0.10208106,0.00000000,0.30119713,2.88377342
-5.65182591,13.93919871,2.90199060,9.57098246,0.04047293,0.36143292,0.10100243,0.00000000,0.29674331,2.89587645
-5.64582291,14.00547388,2.85906376,9.67164571,0.04132822,0.35362560,0.09958495,0.00000000,0.29132070,2.90169280
-5.63981991,14.04291851,2.80706089,9.75344371,0.04223211,0.34433005,0.09786056,0.00000000,0.28503957,2.90191180
-5.63381691,14.05397708,2.74738930,9.81713986,0.04320420,0.33372613,0.09586724,0.00000000,0.27802749,2.89732924
-5.62781391,14.04149219,2.68159838,9.86375142,0.04426482,0.32201620,0.09364806,0.00000000,0.27042642,2.88882042
-5.62181091,14.00860497,2.61133240,9.89450561,0.04543444,0.30941892,0.09125011,0.00000000,0.26238941,2.87731065
-5.61580790,13.95864756,2.53828033,9.91079025,0.04673277,0.29616287,0.08872314,0.00000000,0.25407682,2.86374434
-5.60980490,13.89503139,2.46412488,9.91410071,0.04817804,0.28247985,0.08611829,0.00000000,0.24565224,2.84905385
-5.60380190,13.82113534,2.39049250,9.90598498,0.04978605,0.26859847,0.08348666,0.00000000,0.23727842,2.83412927
-5.59779890,13.74019806,2.31890636,9.88798897,0.05156937,0.25473795,0.08087796,0.00000000,0.22911307,2.81979031
-5.59179590,13.65521854,2.25074399,9.86160401,0.05353657,0.24110255,0.07833923,0.00000000,0.22130492,2.80676138
-5.58579290,13.56886861,2.18720118,9.82821878,0.05569151,0.22787673,0.07591364,0.00000000,0.21399013,2.79565094
-5.57978989,13.48342100,2.12926348,9.78907735,0.05803285,0.21522115,0.07363953,0.00000000,0.20728904,2.78693569
-5.57378689,13.40069519,2.07768602,9.74524511,0.06055370,0.20326975,0.07154963,0.00000000,0.20130365,2.78095034
-5.56778389,13.32202318,2.03298239,9.69758387,0.06324145,0.19212782,0.06967047,0.00000000,0.19611562,2.77788312
-5.56178089,13.24823595,1.99542257,9.64673690,0.06607787,0.18187116,0.06802211,0.00000000,0.19178508,2.77777710
-5.55577789,13.17967043,1.96503958,9.59312439,0.06903941,0.17254628,0.06661808,0.00000000,0.18835006,2.78053704
-5.54977489,13.11619596,1.94164431,9.53694910,0.07209771,0.16417163,0.06546551,0.00000000,0.18582673,2.78594118
-5.54377189,13.05725812,1.92484727,9.47821152,0.07522037,0.15673953,0.06456558,0.00000000,0.18421020,2.79365729
-5.53776888,13.00193715,1.91408627,9.41673343,0.07837177,0.15021901,0.06391400,0.00000000,0.18347598,2.80326196
-5.53176588,12.94901740,1.90865817,9.35218834,0.08151414,0.14455906,0.06350173,0.00000000,0.18358183,2.81426207
-5.52576288,12.89706395,1.90775334,9.28413674,0.08460863,0.13969234,0.06331573,0.00000000,0.18446998,2.82611738
-5.51975988,12.84450225,1.91049114,9.21206438,0.08761646,0.13553902,0.06333976,0.00000000,0.18606965,2.83826291
-5.51375688,12.78969696,1.91595479,9.13542119,0.09050001,0.13201075,0.06355517,0.00000000,0.18829959,2.85013037
-5.50775388,12.73102609,1.92322422,9.05365900,0.09322386,0.12901440,0.06394164,0.00000000,0.19107067,2.86116741
-5.50175088,12.66694760,1.93140586,8.96626617,0.09575577,0.12645559,0.06447786,0.00000000,0.19428837,2.87085430
-5.49574787,12.59605597,1.93965828,8.87279776,0.09806742,0.12424182,0.06514205,0.00000000,0.19785510,2.87871732
-5.48974487,12.51712732,1.94721320,8.77290005,0.10013508,0.12228521,0.06591251,0.00000000,0.20167231,2.88433886
-5.48374187,12.42915258,1.95339151,8.66632911,0.10194005,0.12050461,0.06676788,0.00000000,0.20564236,2.88736407
-5.47773887,12.33135884,1.95761450,8.55296312,0.10346892,0.11882727,0.06768746,0.00000000,0.20967017,2.88750456
-5.47173587,12.22322035,1.95941034,8.43280900,0.10471371,0.11719001,0.06865137,0.00000000,0.21366464,2.88453941
-5.46573287,12.10446057,1.95841659,8.30600422,0.10567179,0.11553984,0.06964067,0.00000000,0.21753984,2.87831430
-5.45972986,11.97504775,1.95437937,8.17281462,0.10634571,0.11383419,0.07063750,0.00000000,0.22121610,2.86873927
-5.45372686,11.83518624,1.94714982,8.03362987,0.10674288,0.11204081,0.07162515,0.00000000,0.22462097,2.85578594
-5.44772386,11.68530605,1.93667894,7.88895757,0.10687520,0.11013731,0.07258818,0.00000000,0.22769008,2.83948481
-5.44172086,11.52605253,1.92301130,7.73941737,0.10675865,0.10811058,0.07351262,0.00000000,0.23036795,2.81992303
-5.43571786,11.35827785,1.90627844,7.58573594,0.10641276,0.10595601,0.07438619,0.00000000,0.23260869,2.79724311
-5.42971486,11.18303518,1.88669231,7.42874356,0.10586016,0.10367673,0.07519851,0.00000000,0.23437675,2.77164276
-5.42371186,11.00157582,1.86453920,7.26937255,0.10512605,0.10128272,0.07594146,0.00000000,0.23564744,2.74337548
-5.41770885,10.81534873,1.84017419,7.10865728,0.10423771,0.09879011,0.07660949,0.00000000,0.23640741,2.71275202
-5.41170585,10.62600135,1.81401600,6.94773537,0.10322397,0.09622042,0.07719991,0.00000000,0.23665490,2.68014193
-5.40570285,10.43537999,1.78654213,6.78784913,0.10211470,0.09359990,0.07771323,0.00000000,0.23639980,2.64597475
-5.39969985,10.24552781,1.75828383,6.63034612,0.10094032,0.09095901,0.07815333,0.00000000,0.23566338,2.61074014
-5.39369685,10.05867815,1.72982059,6.47667749,0.09973122,0.08833185,0.07852760,0.00000000,0.23447774,2.57498628
-5.38769385,9.87724107,1.70177358,6.32839299,0.09851724,0.08575575,0.07884690,0.00000000,0.23288489,2.53931591
-5.38169085,9.70378146,1.67479772,6.18713136,0.09732708,0.08327077,0.07912545,0.00000000,0.23093544,2.50437950
-5.37568784,9.54098718,1.64957211,6.05460523,0.09618775,0.08091925,0.07938046,0.00000000,0.22868704,2.47086535
-5.36968484,9.39162677,1.62678844,5.93257982,0.09512399,0.07874535,0.07963165,0.00000000,0.22620240,2.43948626
-5.36368184,9.25849654,1.60713755,5.82284537,0.09415767,0.07679441,0.07990059,0.00000000,0.22354716,2.41096318
-5.35767884,9.14435799,1.59129408,5.72718336,0.09330729,0.07511238,0.08020993,0.00000000,0.22078756,2.38600600
-5.35167584,9.05186699,1.57989957,5.64732714,0.09258746,0.07374502,0.08058243,0.00000000,0.21798802,2.36529215
-5.34567284,8.98349676,1.57354441,5.58491800,0.09200852,0.07273711,0.08104006,0.00000000,0.21520883,2.34944371
-5.33966983,8.94145747,1.57274918,5.54145791,0.09157617,0.07213148,0.08160289,0.00000000,0.21250388,2.33900402
-5.33366683,8.92761528,1.57794600,5.51826051,0.09129131,0.07196799,0.08228811,0.00000000,0.20991871,2.33441469
-5.32766383,8.94341397,1.58946074,5.51640209,0.09114993,0.07228244,0.08310910,0.00000000,0.20748894,2.33599409
-5.32166083,8.98980245,1.60749654,5.53667430,0.09114316,0.07310540,0.08407453,0.00000000,0.20523896,2.34391831
-5.31565783,9.06717109,1.63211968,5.57954029,0.09125751,0.07446103,0.08518767,0.00000000,0.20318126,2.35820554
-5.30965483,9.17529957,1.66324820,5.64509617,0.09147516,0.07636591,0.08644588,0.00000000,0.20131615,2.37870467
-5.30365183,9.31331868,1.70064411,5.73303907,0.09177449,0.07882792,0.08784024,0.00000000,0.19963203,2.40508871
-5.29764882,9.47968798,1.74390941,5.84264341,0.09213061,0.08184520,0.08935552,0.00000000,0.19810616,2.43685361
-5.29164582,9.67219074,1.79248665,5.97274634,0.09251612,0.08540529,0.09097027,0.00000000,0.19670580,2.47332269
-5.28564282,9.88794706,1.84566395,6.12174344,0.09290179,0.08948441,0.09265723,0.00000000,0.19538985,2.51365679
-5.27963982,10.12344562,1.90258489,6.28759526,0.09325745,0.09404698,0.09438395,0.00000000,0.19411076,2.55687005
-5.27363682,10.37459404,1.96226309,6.46784526,0.09355277,0.09904552,0.09611362,0.00000000,0.19281661,2.60185099
-5.26763382,10.63678724,2.02360135,6.65964929,0.09375811,0.10442078,0.09780611,0.00000000,0.19145347,2.64738841
-5.26163082,10.90499279,2.08541518,6.85981659,0.09384530,0.11010234,0.09941913,0.00000000,0.18996769,2.69220152
-5.25562781,11.17385189,2.14646004,7.06486202,0.09378845,0.11600953,0.10090956,0.00000000,0.18830825,2.73497348
-5.24962481,11.43779392,2.20546194,7.27106888,0.09356457,0.12205288,0.10223488,0.00000000,0.18642898,2.77438736
-5.24362181,11.69116225,2.26115046,7.47456133,0.09315424,0.12813590,0.10335458,0.00000000,0.18429053,2.80916371
-5.23761881,11.92834853,2.31229353,7.67138520,0.09254209,0.13415733,0.10423162,0.00000000,0.18186223,2.83809832
-5.23161581,12.14393203,2.35773284,7.85759550,0.09171724,0.14001369,0.10483382,0.00000000,0.17912350,2.86009929
-5.22561281,12.33282046,2.39641880,8.02934854,0.09067364,0.14560221,0.10513516,0.00000000,0.17606508,2.87422195
-5.21960980,12.49038826,2.42744411,8.18299644,0.08941019,0.15082388,0.10511691,0.00000000,0.17268975,2.87970069
-5.21360680,12.61260795,2.45007442,8.31518122,0.08793093,0.15558666,0.10476864,0.00000000,0.16901275,2.87597618
-5.20760380,12.69617027,2.46377529,8.42292556,0.08624493,0.15980866,0.10408891,0.00000000,0.16506173,2.86271730
-5.20160080,12.73858855,2.46823400,8.50371726,0.08436617,0.16342120,0.10308576,0.00000000,0.16087638,2.83983652
-5.19559780,12.73828327,2.46337549,8.55558406,0.08231324,0.16637150,0.10177695,0.00000000,0.15650759,2.80749808
-5.18959480,12.69464287,2.44937138,8.57715605,0.08010896,0.16862507,0.10018979,0.00000000,0.15201622,2.76611845
-5.18359180,12.60805778,2.42664153,8.56771269,0.07777987,0.17016749,0.09836077,0.00000000,0.14747161,2.71635873
-5.17758879,12.47992505,2.39584781,8.52721214,0.07535553,0.17100558,0.09633481,0.00000000,0.14294963,2.65910895
-5.17158579,12.31262240,2.35787988,8.45630101,0.07286789,0.17116782,0.09416424,0.00000000,0.13853061,2.59546470
-5.16558279,12.10945123,2.31383330,8.35630338,0.07035035,0.17070405,0.09190754,0.00000000,0.13429691,2.52669657
-5.15957979,11.87454957,2.26498040,8.22918868,0.06783696,0.16968435,0.08962773,0.00000000,0.13033043,2.45421343
-5.15357679,11.61277704,2.21273492,8.07751877,0.06536144,0.16819715,0.08739074,0.00000000,0.12671002,2.37952064
-5.14757379,11.32957525,2.15861126,7.90437560,0.06295621,0.16634668,0.08526348,0.00000000,0.12350887,2.30417473
-5.14157079,11.03080802,2.10418000,7.71327155,0.06065149,0.16424971,0.08331193,0.00000000,0.12079201,2.22973599
-5.13556778,10.72258675,2.05102091,7.50804530,0.05847441,0.16203190,0.08159913,0.00000000,0.11861398,2.15772089
-5.12956478,10.41108720,2.00067530,7.29274689,0.05644816,0.15982365,0.08018332,0.00000000,0.11701676,2.08955581
-5.12356178,10.10236403,1.95459926,7.07151595,0.05459137,0.15775584,0.07911606,0.00000000,0.11602806,2.02653395
-5.11755878,9.80217003,1.91411943,6.84845764,0.05291753,0.15595542,0.07844063,0.00000000,0.11565999,1.96977697
-5.11155578,9.51578645,1.88039290,6.62752076,0.05143463,0.15454123,0.07819060,0.00000000,0.11590826,1.92020260
-5.10555278,9.24787074,1.85437247,6.41238261,0.05014499,0.15361992,0.07838869,0.00000000,0.11675190,1.87849956
-5.09954977,9.00232702,1.83677855,6.20634475,0.04904528,0.15328242,0.07904593,0.00000000,0.11815351,1.84511040
-5.09354677,8.78220386,1.82807849,6.01224342,0.04812673,0.15360081,0.08016117,0.00000000,0.12006005,1.82022291
-5.08754377,8.58962261,1.82847382,5.83237777,0.04737554,0.15462593,0.08172098,0.00000000,0.12240431,1.80377009
-5.08154077,8.42573853,1.83789597,5.66845818,0.04677345,0.15638555,0.08369981,0.00000000,0.12510669,1.79543872
-5.07553777,8.29073525,1.85601010,5.52157617,0.04629849,0.15888341,0.08606062,0.00000000,0.12807759,1.79468571
-5.06953477,8.18385208,1.88222701,5.39219645,0.04592576,0.16209889,0.08875579,0.00000000,0.13122010,1.80076165
-5.06353177,8.10344236,1.91572247,5.28017085,0.04562838,0.16598754,0.09172831,0.00000000,0.13443296,1.81274033
-5.05752876,8.04705963,1.95546312,5.18477279,0.04537843,0.17048228,0.09491329,0.00000000,0.13761369,1.82955312
-5.05152576,8.01156786,2.00023816,5.10475042,0.04514788,0.17549524,0.09823967,0.00000000,0.14066174,1.85002672
-5.04552276,7.99327070,2.04869557,5.03839564,0.04490951,0.18092029,0.10163206,0.00000000,0.14348162,1.87292278
-5.03951976,7.98805468,2.09938169,4.98362596,0.04463770,0.18663601,0.10501273,0.00000000,0.14598574,1.89697808
-5.03351676,7.99154053,2.15078295,4.93807556,0.04430920,0.19250912,0.10830365,0.00000000,0.14809700,1.92094371
-5.02751376,7.99923699,2.20136849,4.89919171,0.04390369,0.19839825,0.11142849,0.00000000,0.14975099,1.94362202
-5.02151076,8.00669149,2.24963223,4.86433296,0.04340427,0.20415786,0.11431455,0.00000000,0.15089762,1.96390006
-5.01550775,8.00963268,2.29413338,4.83086518,0.04279775,0.20964235,0.11689461,0.00000000,0.15150231,1.98077875
-5.00950475,8.00409993,2.33353413,4.79625226,0.04207487,0.21471004,0.11910852,0.00000000,0.15154654,1.99339670
-5.00350175,7.98655604,2.36663342,4.75813826,0.04123028,0.21922708,0.12090464,0.00000000,0.15102783,2.00104842
-4.99749875,7.95398000,2.39239604,4.71441863,0.04026250,0.22307106,0.12224093,0.00000000,0.14995916,2.00319640
-4.99149575,7.90393744,2.40997609,4.66329847,0.03917371,0.22613430,0.12308582,0.00000000,0.14836790,1.99947707
-4.98549275,7.83462771,2.41873435,4.60333643,0.03796948,0.22832661,0.12341874,0.00000000,0.14629418,1.98970079
-4.97948974,7.74490692,2.41824909,4.53347370,0.03665845,0.22957755,0.12323027,0.00000000,0.14378904,1.97384612
-4.97348674,7.63428785,2.40832018,4.45304788,0.03525190,0.22983801,0.12252203,0.00000000,0.14091211,1.95204905
-4.96748374,7.50291794,2.38896648,4.36179228,0.03376340,0.22908119,0.12130624,0.00000000,0.13772930,1.92458779
-4.96148074,7.35153765,2.36041687,4.25982183,0.03220839,0.22730279,0.11960499,0.00000000,0.13431029,1.89186400
-4.95547774,7.18142215,2.32309532,4.14760709,0.03060376,0.22452056,0.11744926,0.00000000,0.13072615,1.85438141
-4.94947474,6.99430964,2.27760079,4.02593833,0.02896754,0.22077318,0.11487769,0.00000000,0.12704704,1.81272280
-4.94347174,6.79232026,2.22468288,3.89588196,0.02731853,0.21611846,0.11193530,0.00000000,0.12334023,1.76752637
-4.93746873,6.57786947,2.16521422,3.75873172,0.02567604,0.21063107,0.10867198,0.00000000,0.11966842,1.71946257
-4.93146573,6.35357993,2.10016082,3.61595713,0.02405967,0.20439978,0.10514104,0.00000000,0.11608840,1.66921229
-4.92546273,6.12219589,2.03055171,3.46915157,0.02248910,0.19752439,0.10139774,0.00000000,0.11265024,1.61744718
-4.91945973,5.88650331,1.95744889,3.31998226,0.02098401,0.19011250,0.09749788,0.00000000,0.10939687,1.56481309
-4.91345673,5.64925904,1.88191898,3.17014416,0.01956396,0.18227621,0.09349653,0.00000000,0.10636410,1.51191678
-4.90745373,5.41313116,1.80500742,3.02131918,0.01824836,0.17412884,0.08944692,0.00000000,0.10358114,1.45931663
-4.90145073,5.18065216,1.72771625,2.87514219,0.01705647,0.16578197,0.08539957,0.00000000,0.10107143,1.40751729
-4.89544772,4.95418586,1.65098591,2.73317409,0.01600741,0.15734269,0.08140151,0.00000000,0.09885384,1.35696817
-4.88944472,4.73590773,1.57568163,2.59688255,0.01512016,0.14891130,0.07749588,0.00000000,0.09694406,1.30806566
-4.88344172,4.52779808,1.50258431,2.46762983,0.01441363,0.14057949,0.07372161,0.00000000,0.09535617,1.26115841
-4.87743872,4.33164619,1.43238583,2.34666710,0.01390659,0.13242892,0.07011337,0.00000000,0.09410426,1.21655512
-4.87143572,4.14906335,1.36568834,2.23513413,0.01361771,0.12453042,0.06670161,0.00000000,0.09320390,1.17453401
-4.86543272,3.98150203,1.30300689,2.13406306,0.01356542,0.11694361,0.06351281,0.00000000,0.09267355,1.13535308
-4.85942971,3.83027819,1.24477457,2.04438456,0.01376779,0.10971694,0.06056974,0.00000000,0.09253562,1.09926030
-4.85342671,3.69659369,1.19134930,1.96693493,0.01424235,0.10288815,0.05789175,0.00000000,0.09281722,1.06650278
-4.84742371,3.58155584,1.14302129,1.90246242,0.01500573,0.09648497,0.05549510,0.00000000,0.09355047,1.03733411
-4.84142071,3.48619146,1.10002035,1.85163152,0.01607332,0.09052606,0.05339317,0.00000000,0.09477233,1.01201912
-4.83541771,3.41145331,1.06252225,1.81502391,0.01745880,0.08502210,0.05159667,0.00000000,0.09652396,0.99083564
-4.82941471,3.35821736,1.03065336,1.79313534,0.01917358,0.07997683,0.05011363,0.00000000,0.09884954,0.97407275
-4.82341171,3.32727015,1.00449341,1.78636797,0.02122623,0.07538816,0.04894935,0.00000000,0.10179469,0.96202554
-4.81740870,3.31928627,0.98407591,1.79501809,0.02362176,0.07124914,0.04810625,0.00000000,0.10540437,0.95498643
-4.81140570,3.33479663,0.96938643,1.81925963,0.02636102,0.06754879,0.04758351,0.00000000,0.10972052,0.95323336
-4.80540270,3.37414924,0.96035892,1.85912426,0.02944000,0.06427280,0.04737673,0.00000000,0.11477943,0.95701545
-4.79939970,3.43746454,0.95687062,1.91447927,0.03284921,0.06140407,0.04747753,0.00000000,0.12060892,0.96653689
-4.79339670,3.52458819,0.95873610,1.98500443,0.03657314,0.05892305,0.04787309,0.00000000,0.12722566,0.98193986
-4.78739370,3.63504424,0.96570127,2.07016977,0.04058991,0.05680802,0.04854580,0.00000000,0.13463243,1.00328745
-4.78139070,3.76799217,0.97743806,2.16921578,0.04487094,0.05503521,0.04947295,0.00000000,0.14281581,1.03054774
-4.77538769,3.92219104,0.99354071,2.28113793,0.04938098,0.05357887,0.05062663,0.00000000,0.15174419,1.06357988
-4.76938469,4.09597391,1.01352420,2.40467709,0.05407822,0.05241137,0.05197370,0.00000000,0.16136632,1.10212321
-4.76338169,4.28723533,1.03682561,2.53831743,0.05891474,0.05150323,0.05347609,0.00000000,0.17161048,1.14579018
-4.75737869,4.49343419,1.06280871,2.68029304,0.06383718,0.05082327,0.05509119,0.00000000,0.18238433,1.19406387
-4.75137569,4.71161344,1.09077207,2.82860410,0.06878762,0.05033884,0.05677259,0.00000000,0.19357558,1.24630030
-4.74537269,4.93843775,1.11996067,2.98104316,0.07370476,0.05001610,0.05847097,0.00000000,0.20505339,1.30173609
-4.73936968,5.17024883,1.14958082,3.13523160,0.07852523,0.04982046,0.06013521,0.00000000,0.21667050,1.35950117
-4.73336668,5.40313780,1.17881786,3.28866580,0.08318512,0.04971708,0.06171363,0.00000000,0.22826618,1.41863641
-4.72736368,5.63303289,1.20685618,3.43877226,0.08762156,0.04967154,0.06315541,0.00000000,0.23966974,1.47811559
-4.72136068,5.85579980,1.23290052,3.58297023,0.09177441,0.04965049,0.06441198,0.00000000,0.25070460,1.53687094
-4.71535768,6.06735181,1.25619788,3.71874020,0.09558787,0.04962241,0.06543844,0.00000000,0.26119274,1.59382140
-4.70935468,6.26376553,1.27605895,3.84369607,0.09901198,0.04955838,0.06619495,0.00000000,0.27095943,1.64790234
-4.70335168,6.44139839,1.29187805,3.95565869,0.10200408,0.04943283,0.06664788,0.00000000,0.27983793,1.69809565
-4.69734867,6.59700314,1.30315081,4.05272806,0.10452987,0.04922422,0.06677090,0.00000000,0.28767417,1.74345894
-4.69134567,6.72783494,1.30948862,4.13335154,0.10656436,0.04891566,0.06654568,0.00000000,0.29433102,1.78315251
-4.68534267,6.83174669,1.31062932,4.19638544,0.10809235,0.04849539,0.06596249,0.00000000,0.29969214,1.81646308
-4.67933967,6.90726836,1.30644347,4.24114719,0.10910869,0.04795716,0.06502031,0.00000000,0.30366518,1.84282314
-4.67333667,6.95366701,1.29693607,4.26745587,0.10961806,0.04730037,0.06372680,0.00000000,0.30618416,1.86182516
-4.66733367,6.97098448,1.28224368,4.27565906,0.10963452,0.04653015,0.06209786,0.00000000,0.30721106,1.87323006
-4.66133067,6.96005086,1.26262690,4.26664421,0.10918061,0.04565715,0.06015696,0.00000000,0.30673642,1.87696954
-4.65532766,6.92247254,1.23845887,4.24183369,0.10828626,0.04469723,0.05793422,0.00000000,0.30477900,1.87314245
-4.64932466,6.86059490,1.21021010,4.20316261,0.10698739,0.04367096,0.05546530,0.00000000,0.30138455,1.86200516
-4.64332166,6.77744045,1.17843046,4.15303980,0.10532444,0.04260298,0.05279013,0.00000000,0.29662370,1.84395678
