energy_ev,total_up,Bi_p_up,Bi_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,2.04943434,0.47440726,0.01153558,0.57412638,1.00228174,0.74855632,0.00000000
-5.99399700,1.99217759,0.46918195,0.01110831,0.56407434,0.97057503,0.72467542,0.00000000
-5.98799400,1.93477259,0.46311169,0.01069749,0.55269683,0.93957313,0.70081948,0.00000000
-5.98199100,1.87770540,0.45622929,0.01030878,0.54003414,0.90956137,0.67716859,0.00000000
-5.97598799,1.82145823,0.44858977,0.00994736,0.52614692,0.88080967,0.65389667,0.00000000
-5.96998499,1.76650959,0.44027116,0.00961790,0.51111840,0.85357182,0.63117136,0.00000000
-5.96398199,1.71333310,0.43137439,0.00932457,0.49505568,0.82808456,0.60915347,0.00000000
-5.95797899,1.66239430,0.42202183,0.00907095,0.47808975,0.80456605,0.58799608,0.00000000
-5.95197599,1.61414499,0.41235482,0.00886005,0.46037435,0.78321348,0.56784281,0.00000000
-5.94597299,1.56901528,0.40252992,0.00869428,0.44208339,0.76419991,0.54882550,0.00000000
-5.93996998,1.52740332,0.39271433,0.00857540,0.42340735,0.74767027,0.53106119,0.00000000
-5.93396698,1.48966348,0.38308041,0.00850452,0.40454853,0.73373688,0.51464865,0.00000000
-5.92796398,1.45609372,0.37379993,0.00848207,0.38571562,0.72247481,0.49966471,0.00000000
-5.92196098,1.42692311,0.36503809,0.00850776,0.36711792,0.71391748,0.48616063,0.00000000
-5.91595798,1.40230074,0.35694785,0.00858060,0.34895935,0.70805313,0.47415899,0.00000000
-5.90995498,1.38228687,0.34966488,0.00869892,0.33143284,0.70482244,0.46365133,0.00000000
-5.90395198,1.36684742,0.34330333,0.00886038,0.31471524,0.70411795,0.45459687,0.00000000
-5.89794897,1.35585265,0.33795290,0.00906205,0.29896319,0.70578545,0.44692268,0.00000000
-5.89194597,1.34908027,0.33367706,0.00930047,0.28430991,0.70962766,0.44052526,0.00000000
-5.88594297,1.34622342,0.33051283,0.00957181,0.27086330,0.71541014,0.43527369,0.00000000
-5.87993997,1.34690318,0.32847185,0.00987193,0.25870526,0.72286938,0.43101436,0.00000000
-5.87393697,1.35068521,0.32754279,0.01019659,0.24789214,0.73172270,0.42757695,0.00000000
-5.86793397,1.35709966,0.32769477,0.01054159,0.23845631,0.74167967,0.42478148,0.00000000
-5.86193097,1.36566334,0.32888177,0.01090294,0.23040865,0.75245428,0.42244615,0.00000000
-5.85592796,1.37590290,0.33104740,0.01127704,0.22374172,0.76377738,0.42039538,0.00000000
-5.84992496,1.38737781,0.33413005,0.01166081,0.21843327,0.77540874,0.41846783,0.00000000
-5.84392196,1.39970175,0.33806778,0.01205187,0.21445011,0.78714786,0.41652382,0.00000000
-5.83791896,1.41256135,0.34280297,0.01244859,0.21175175,0.79884324,0.41445186,0.00000000
-5.83191596,1.42573119,0.34828612,0.01285022,0.21029387,0.81039935,0.41217390,0.00000000
-5.82591296,1.43908434,0.35447897,0.01325691,0.21003134,0.82178111,0.40964907,0.00000000
-5.81990995,1.45259795,0.36135644,0.01366969,0.21092063,0.83301549,0.40687574,0.00000000
-5.81390695,1.46635364,0.36890764,0.01409044,0.21292160,0.84419041,0.40389188,0.00000000
-5.80790395,1.48053296,0.37713574,0.01452181,0.21599865,0.85545071,0.40077363,0.00000000
-5.80190095,1.49540801,0.38605690,0.01496710,0.22012114,0.86699179,0.39763242,0.00000000
-5.79589795,1.51132812,0.39569823,0.01543006,0.22526328,0.87905094,0.39461055,0.00000000
-5.78989495,1.52870313,0.40609516,0.01591479,0.23140347,0.89189699,0.39187574,0.00000000
-5.78389195,1.54798419,0.41728816,0.01642546,0.23852316,0.90581874,0.38961479,0.00000000
-5.77788894,1.56964304,0.42931914,0.01696612,0.24660550,0.92111259,0.38802670,0.00000000
-5.77188594,1.59415065,0.44222768,0.01754051,0.25563364,0.93807003,0.38731550,0.00000000
-5.76588294,1.62195602,0.45604723,0.01815181,0.26558900,0.95696529,0.38768319,0.00000000
-5.75987994,1.65346599,0.47080147,0.01880241,0.27644937,0.97804364,0.38932289,0.00000000
-5.75387694,1.68902649,0.48650088,0.01949376,0.28818715,1.00151072,0.39241246,0.00000000
-5.74787394,1.72890597,0.50313964,0.02022619,0.30076755,1.02752304,0.39710879,0.00000000
-5.74187094,1.77328122,0.52069301,0.02099874,0.31414697,1.05618006,0.40354282,0.00000000
-5.73586793,1.82222583,0.53911502,0.02180904,0.32827149,1.08751775,0.41181532,0.00000000
-5.72986493,1.87570161,0.55833678,0.02265325,0.34307554,1.12150397,0.42199357,0.00000000
-5.72386193,1.93355281,0.57826524,0.02352605,0.35848085,1.15803549,0.43410883,0.00000000
-5.71785893,1.99550348,0.59878249,0.02442056,0.37439562,1.19693682,0.44815469,0.00000000
-5.71185593,2.06115770,0.61974570,0.02532846,0.39071404,1.23796092,0.46408617,0.00000000
-5.70585293,2.13000289,0.64098760,0.02624005,0.40731624,1.28079148,0.48181968,0.00000000
-5.69984992,2.20141601,0.66231769,0.02714442,0.42406862,1.32504714,0.50123366,0.00000000
-5.69384692,2.27467279,0.68352413,0.02802959,0.44082482,1.37028725,0.52217004,0.00000000
-5.68784392,2.34895965,0.70437634,0.02888281,0.45742719,1.41601940,0.54443645,0.00000000
-5.68184092,2.42338855,0.72462838,0.02969075,0.47370899,1.46170840,0.56780913,0.00000000
-5.67583792,2.49701420,0.74402309,0.03043988,0.48949717,1.50678670,0.59203661,0.00000000
-5.66983492,2.56885380,0.76229684,0.03111678,0.50461590,1.55066604,0.61684418,0.00000000
-5.66383192,2.63790854,0.77918505,0.03170849,0.51889073,1.59275016,0.64193897,0.00000000
-5.65782891,2.70318685,0.79442816,0.03220285,0.53215328,1.63244811,0.66701583,0.00000000
-5.65182591,2.76372849,0.80777794,0.03258889,0.54424637,1.66918811,0.69176370,0.00000000
-5.64582291,2.81862910,0.81900407,0.03285718,0.55502952,1.70243136,0.71587255,0.00000000
-5.63981991,2.86706442,0.82790063,0.03300009,0.56438441,1.73168548,0.73904067,0.00000000
-5.63381691,2.90831327,0.83429236,0.03301208,0.57222027,1.75651718,0.76098212,0.00000000
-5.62781391,2.94177877,0.83804035,0.03288994,0.57847886,1.77656377,0.78143415,0.00000000
-5.62181091,2.96700671,0.83904707,0.03263291,0.58313868,1.79154293,0.80016437,0.00000000
-5.61580790,2.98370040,0.83726028,0.03224278,0.58621829,1.80126065,0.81697736,0.00000000
-5.60980490,2.99173142,0.83267579,0.03172389,0.58777840,1.80561677,0.83172044,0.00000000
-5.60380190,2.99114547,0.82533895,0.03108306,0.58792245,1.80460804,0.84428836,0.00000000
-5.59779890,2.98216310,0.81534449,0.03032943,0.58679560,1.79832849,0.85462663,0.00000000
-5.59179590,2.96517490,0.80283501,0.02947427,0.58458193,1.78696706,0.86273329,0.00000000
-5.58579290,2.94073131,0.78799782,0.02853067,0.58149986,1.77080246,0.86865886,0.00000000
-5.57978989,2.90952698,0.77106047,0.02751322,0.57779580,1.75019554,0.87250453,0.00000000
-5.57378689,2.87238033,0.75228489,0.02643757,0.57373620,1.72557925,0.87441841,0.00000000
-5.56778389,2.83020879,0.73196050,0.02532009,0.56959817,1.69744672,0.87458995,0.00000000
-5.56178089,2.78400067,0.71039644,0.02417734,0.56565906,1.66633765,0.87324277,0.00000000
-5.55577789,2.73478459,0.68791326,0.02302572,0.56218543,1.63282365,0.87062603,0.00000000
-5.54977489,2.68359777,0.66483443,0.02188098,0.55942173,1.59749307,0.86700471,0.00000000
-5.54377189,2.63145435,0.64147788,0.02075784,0.55757951,1.56093581,0.86264936,0.00000000
-5.53776888,2.57931512,0.61814798,0.01966968,0.55682734,1.52372866,0.85782551,0.00000000
-5.53176588,2.52805991,0.59512827,0.01862817,0.55728228,1.48642183,0.85278349,0.00000000
-5.52576288,2.47846390,0.57267522,0.01764310,0.55900328,1.44952708,0.84774906,0.00000000
-5.51975988,2.43117888,0.55101314,0.01672220,0.56198695,1.41350787,0.84291528,0.00000000
-5.51375688,2.38672027,0.53033055,0.01587107,0.56616599,1.37877198,0.83843618,0.00000000
-5.50775388,2.34546052,0.51077806,0.01509315,0.57141062,1.34566669,0.83442242,0.00000000
-5.50175088,2.30762920,0.49246779,0.01438988,0.57753294,1.31447673,0.83093932,0.00000000
-5.49574787,2.27331963,0.47547422,0.01376078,0.58429413,1.28542501,0.82800720,0.00000000
-5.48974487,2.24250167,0.45983652,0.01320369,0.59141435,1.25867583,0.82560424,0.00000000
-5.48374187,2.21504001,0.44556206,0.01271507,0.59858478,1.23434048,0.82367145,0.00000000
-5.47773887,2.19071690,0.43263091,0.01229032,0.60548136,1.21248469,0.82211966,0.00000000
-5.47173587,2.16925790,0.42100108,0.01192406,0.61177952,1.19313750,0.82083795,0.00000000
-5.46573287,2.15035948,0.41061418,0.01161055,0.61716909,1.17630095,0.81970319,0.00000000
-5.45972986,2.13371652,0.40140120,0.01134403,0.62136887,1.16196000,0.81858994,0.00000000
-5.45372686,2.11904845,0.39328806,0.01111900,0.62413977,1.15009199,0.81738024,0.00000000
-5.44772386,2.10612221,0.38620076,0.01093051,0.62529604,1.14067508,0.81597257,0.00000000
-5.44172086,2.09477084,0.38006972,0.01077444,0.62471399,1.13369502,0.81428956,0.00000000
-5.43571786,2.08490648,0.37483316,0.01064760,0.62233754,1.12914983,0.81228385,0.00000000
-5.42971486,2.07652699,0.37043947,0.01054790,0.61818057,1.12705204,0.80994169,0.00000000
-5.42371186,2.06971562,0.36684829,0.01047429,0.61232571,1.12742822,0.80728423,0.00000000
-5.41770885,2.06463388,0.36403047,0.01042679,0.60491978,1.13031576,0.80436622,0.00000000
-5.41170585,2.06150778,0.36196686,0.01040631,0.59616616,1.13575703,0.80127221,0.00000000
-5.40570285,2.06060824,0.36064605,0.01041451,0.58631439,1.14379131,0.79811060,0.00000000
-5.39969985,2.06222688,0.36006134,0.01045353,0.57564776,1.15444472,0.79500578,0.00000000
-5.39369685,2.06664855,0.36020701,0.01052574,0.56446939,1.16771905,0.79208882,0.00000000
-5.38769385,2.07412224,0.36107436,0.01063340,0.55308773,1.18357997,0.78948748,0.00000000
-5.38169085,2.08483218,0.36264762,0.01077839,0.54180212,1.20194563,0.78731593,0.00000000
-5.37568784,2.09887093,0.36490013,0.01096190,0.53088921,1.22267626,0.78566502,0.00000000
-5.36968484,2.11621621,0.36779098,0.01118413,0.52059088,1.24556577,0.78459364,0.00000000
-5.36368184,2.13671295,0.37126252,0.01144410,0.51110432,1.27033597,0.78412173,0.00000000
-5.35767884,2.16006184,0.37523866,0.01173943,0.50257456,1.29663403,0.78422545,0.00000000
-5.35167584,2.18581520,0.37962438,0.01206625,0.49508993,1.32403354,0.78483479,0.00000000
-5.34567284,2.21338078,0.38430628,0.01241919,0.48868031,1.35203957,0.78583381,0.00000000
-5.33966983,2.24203326,0.38915439,0.01279137,0.48331840,1.38009747,0.78706358,0.00000000
-5.33366683,2.27093323,0.39402491,0.01317456,0.47892360,1.40760535,0.78832758,0.00000000
