energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.68347882,0.08430349,0.02141971,0.03606909,0.08779906,0.18263539,1.19296385
-5.99399700,1.75949031,0.08861378,0.02258906,0.03788270,0.09202890,0.19171993,1.24441062
-5.98799400,1.83024293,0.09257942,0.02366939,0.03963563,0.09591115,0.20002375,1.29241919
-5.98199100,1.89413618,0.09613141,0.02464009,0.04128805,0.09938118,0.20739880,1.33580926
-5.97598799,1.94971987,0.09920730,0.02548219,0.04280232,0.10238211,0.21371219,1.37351153
-5.96998499,1.99573147,0.10175313,0.02617890,0.04414399,0.10486647,0.21885033,1.40459372
-5.96398199,2.03112896,0.10372513,0.02671616,0.04528274,0.10679776,0.22272253,1.42828333
-5.95797899,2.05511766,0.10509116,0.02708311,0.04619319,0.10815163,0.22526394,1.44398632
-5.95197599,2.06716993,0.10583175,0.02727237,0.04685562,0.10891657,0.22643765,1.45130065
-5.94597299,2.06703650,0.10594073,0.02728035,0.04725641,0.10909430,0.22623581,1.45002416
-5.93996998,2.05474907,0.10542543,0.02710729,0.04738838,0.10869954,0.22467987,1.44015618
-5.93396698,2.03061372,0.10430637,0.02675727,0.04725089,0.10775943,0.22181968,1.42189287
-5.92796398,1.99519537,0.10261647,0.02623801,0.04684966,0.10631240,0.21773169,1.39561630
-5.92196098,1.94929402,0.10039995,0.02556062,0.04619642,0.10440674,0.21251619,1.36187773
-5.91595798,1.89391344,0.09771069,0.02473920,0.04530840,0.10209870,0.20629382,1.32137570
-5.90995498,1.83022392,0.09461036,0.02379032,0.04420755,0.09945040,0.19920135,1.27492994
-5.90395198,1.75952057,0.09116634,0.02273251,0.04291966,0.09652757,0.19138711,1.22345212
-5.89794897,1.68317882,0.08744942,0.02158564,0.04147338,0.09339718,0.18300609,1.16791469
-5.89194597,1.60260927,0.08353153,0.02037030,0.03989915,0.09012510,0.17421503,1.10931910
-5.88594297,1.51921341,0.07948351,0.01910718,0.03822813,0.08677397,0.16516767,1.04866466
-5.87993997,1.43434233,0.07537300,0.01781653,0.03649116,0.08340119,0.15601035,0.98691940
-5.87393697,1.34925971,0.07126258,0.01651758,0.03471777,0.08005730,0.14687815,0.92499370
-5.86793397,1.26511056,0.06720824,0.01522815,0.03293532,0.07678473,0.13789166,0.86371802
-5.86193097,1.18289659,0.06325814,0.01396424,0.03116832,0.07361693,0.12915456,0.80382499
-5.85592796,1.10345894,0.05945184,0.01273976,0.02943782,0.07057794,0.12075195,0.74593664
-5.84992496,1.02746830,0.05581984,0.01156637,0.02776111,0.06768248,0.11274961,0.69055667
-5.84392196,0.95542257,0.05238355,0.01045339,0.02615150,0.06493634,0.10519400,0.63806787
-5.83791896,0.88765131,0.04915567,0.00940778,0.02461833,0.06233726,0.09811301,0.58873432
-5.83191596,0.82432641,0.04614082,0.00843429,0.02316717,0.05987602,0.09151743,0.54270784
-5.82591296,0.76547779,0.04333649,0.00753554,0.02180008,0.05753782,0.08540290,0.50003799
-5.81990995,0.71101315,0.04073418,0.00671229,0.02051613,0.05530384,0.07975232,0.46068498
-5.81390695,0.66074037,0.03832064,0.00596364,0.01931183,0.05315285,0.07453844,0.42453445
-5.80790395,0.61439132,0.03607925,0.00528736,0.01818177,0.05106277,0.06972666,0.39141342
-5.80190095,0.57164586,0.03399137,0.00468010,0.01711918,0.04901224,0.06527778,0.36110647
-5.79589795,0.53215493,0.03203757,0.00413773,0.01611652,0.04698196,0.06115059,0.33337149
-5.78989495,0.49556180,0.03019882,0.00365559,0.01516603,0.04495587,0.05730425,0.30795431
-5.78389195,0.46152068,0.02845750,0.00322873,0.01426021,0.04292210,0.05370032,0.28460163
-5.77788894,0.42971224,0.02679823,0.00285213,0.01339217,0.04087359,0.05030448,0.26307205
-5.77188594,0.39985563,0.02520843,0.00252089,0.01255601,0.03880857,0.04708777,0.24314478
-5.76588294,0.37171707,0.02367881,0.00223038,0.01174698,0.03673068,0.04402745,0.22462609
-5.75987994,0.34511498,0.02220351,0.00197636,0.01096159,0.03464892,0.04110748,0.20735344
-5.75387694,0.31992199,0.02078017,0.00175509,0.01019770,0.03257743,0.03831864,0.19119749
-5.74787394,0.29606420,0.01940974,0.00156336,0.00945437,0.03053506,0.03565834,0.17606233
-5.74187094,0.27351818,0.01809628,0.00139854,0.00873184,0.02854490,0.03313015,0.16188397
-5.73586793,0.25230624,0.01684650,0.00125862,0.00803130,0.02663371,0.03074316,0.14862771
-5.72986493,0.23249057,0.01566936,0.00114219,0.00735475,0.02483139,0.02851121,0.13628458
-5.72386193,0.21416653,0.01457559,0.00104843,0.00670471,0.02317039,0.02645207,0.12486716
-5.71785893,0.19745582,0.01357712,0.00097711,0.00608409,0.02168522,0.02458651,0.11440517
-5.71185593,0.18249964,0.01268665,0.00092857,0.00549592,0.02041203,0.02293747,0.10494105
-5.70585293,0.16945230,0.01191711,0.00090365,0.00494320,0.01938818,0.02152924,0.09652570
-5.69984992,0.15847525,0.01128124,0.00090373,0.00442874,0.01865194,0.02038671,0.08921449
-5.69384692,0.14973176,0.01079117,0.00093063,0.00395503,0.01824212,0.01953461,0.08306383
-5.68784392,0.14338216,0.01045806,0.00098658,0.00352414,0.01819783,0.01899695,0.07812800
-5.68184092,0.13957958,0.01029173,0.00107418,0.00313769,0.01855809,0.01879639,0.07445654
-5.67583792,0.13846600,0.01030045,0.00119634,0.00279678,0.01936139,0.01895366,0.07209201
-5.66983492,0.14016852,0.01049057,0.00135619,0.00250203,0.02064523,0.01948709,0.07106805
-5.66383192,0.14479574,0.01086637,0.00155699,0.00225357,0.02244537,0.02041202,0.07140770
-5.65782891,0.15243389,0.01142979,0.00180201,0.00205106,0.02479505,0.02174025,0.07312197
-5.65182591,0.16314289,0.01218024,0.00209443,0.00189375,0.02772395,0.02347952,0.07620846
-5.64582291,0.17695209,0.01311443,0.00243717,0.00178053,0.03125699,0.02563282,0.08065012
-5.63981991,0.19385583,0.01422622,0.00283274,0.00170991,0.03541299,0.02819790,0.08641406
-5.63381691,0.21380883,0.01550649,0.00328309,0.00168009,0.04020319,0.03116656,0.09345045
-5.62781391,0.23672166,0.01694304,0.00378937,0.00168902,0.04562970,0.03452417,0.10169155
-5.62181091,0.26245651,0.01852060,0.00435184,0.00173433,0.05168395,0.03824909,0.11105094
-5.61580790,0.29082344,0.02022083,0.00496962,0.00181339,0.05834525,0.04231231,0.12142299
-5.60980490,0.32157770,0.02202241,0.00564061,0.00192333,0.06557953,0.04667719,0.13268271
-5.60380190,0.35441811,0.02390126,0.00636130,0.00206099,0.07333831,0.05129937,0.14468606
-5.59779890,0.38898716,0.02583080,0.00712676,0.00222296,0.08155819,0.05612697,0.15727083
-5.59179590,0.42487293,0.02778229,0.00793055,0.00240553,0.09016064,0.06110101,0.17025809
-5.58579290,0.46161312,0.02972536,0.00876478,0.00260478,0.09905254,0.06615609,0.18345441
-5.57978989,0.49870138,0.03162849,0.00962018,0.00281652,0.10812722,0.07122151,0.19665471
-5.57378689,0.53559589,0.03345967,0.01048626,0.00303637,0.11726620,0.07622251,0.20964585
-5.56778389,0.57173020,0.03518707,0.01135155,0.00325978,0.12634158,0.08108194,0.22221079
-5.56178089,0.60652608,0.03677980,0.01220390,0.00348211,0.13521909,0.08572216,0.23413339
-5.55577789,0.63940803,0.03820862,0.01303082,0.00369870,0.14376159,0.09006708,0.24520348
-5.54977489,0.66981900,0.03944672,0.01381989,0.00390493,0.15183313,0.09404443,0.25522228
-5.54377189,0.69723674,0.04047037,0.01455924,0.00409637,0.15930321,0.09758807,0.26400774
-5.53776888,0.72119017,0.04125960,0.01523803,0.00426886,0.16605123,0.10064026,0.27139981
-5.53176588,0.74127501,0.04179873,0.01584690,0.00441858,0.17197080,0.10315387,0.27726518
-5.52576288,0.75716802,0.04207681,0.01637844,0.00454222,0.17697386,0.10509440,0.28150145
-5.51975988,0.76863907,0.04208791,0.01682766,0.00463701,0.18099429,0.10644162,0.28404046
-5.51375688,0.77556063,0.04183129,0.01719234,0.00470084,0.18399086,0.10719102,0.28485063
-5.50775388,0.77791379,0.04131138,0.01747330,0.00473231,0.18594941,0.10735463,0.28393809
-5.50175088,0.77579090,0.04053766,0.01767467,0.00473076,0.18688400,0.10696151,0.28134666
-5.49574787,0.76939412,0.03952431,0.01780393,0.00469633,0.18683708,0.10605766,0.27715652
-5.48974487,0.75903028,0.03828979,0.01787190,0.00462989,0.18587857,0.10470531,0.27148171
-5.48374187,0.74510178,0.03685630,0.01789262,0.00453306,0.18410387,0.10298185,0.26446642
-5.47773887,0.72809414,0.03524907,0.01788306,0.00440811,0.18163085,0.10097804,0.25628033
-5.47173587,0.70856053,0.03349569,0.01786271,0.00425792,0.17859594,0.09879591,0.24711312
-5.46573287,0.68710391,0.03162530,0.01785310,0.00408586,0.17514957,0.09654610,0.23716834
-5.45972986,0.66435754,0.02966781,0.01787719,0.00389568,0.17145091,0.09434497,0.22665701
-5.45372686,0.64096456,0.02765316,0.01795862,0.00369140,0.16766249,0.09231138,0.21579105
-5.44772386,0.61755762,0.02561059,0.01812103,0.00347716,0.16394454,0.09056325,0.20477701
-5.44172086,0.59473921,0.02356799,0.01838718,0.00325714,0.16044961,0.08921414,0.19381007
-5.43571786,0.57306355,0.02155133,0.01877815,0.00303538,0.15731753,0.08836980,0.18306886
-5.42971486,0.55302073,0.01958422,0.01931252,0.00281575,0.15467095,0.08812480,0.17271096
-5.42371186,0.53502356,0.01768754,0.02000555,0.00260176,0.15261162,0.08855940,0.16286955
-5.41770885,0.51939768,0.01587921,0.02086849,0.00239659,0.15121761,0.08973682,0.15365100
-5.41170585,0.50637512,0.01417411,0.02190792,0.00220292,0.15054150,0.09170074,0.14513369
-5.40570285,0.49609152,0.01258399,0.02312522,0.00202299,0.15060957,0.09447347,0.13736784
-5.39969985,0.48858679,0.01111762,0.02451619,0.00185850,0.15142209,0.09805452,0.13037649
-5.39369685,0.48380920,0.00978092,0.02607082,0.00171065,0.15295452,0.10241988,0.12415740
-5.38769385,0.48162254,0.00857719,0.02777322,0.00158014,0.15515962,0.10752197,0.11868567
-5.38169085,0.48181576,0.00750741,0.02960179,0.00146720,0.15797030,0.11329024,0.11391715
-5.37568784,0.48411479,0.00657047,0.03152956,0.00137160,0.16130309,0.11963247,0.10979214
-5.36968484,0.48819576,0.00576360,0.03352467,0.00129277,0.16506193,0.12643684,0.10623946
-5.36368184,0.49369913,0.00508255,0.03555116,0.00122977,0.16914228,0.13357457,0.10318049
-5.35767884,0.50024404,0.00452200,0.03756980,0.00118141,0.17343515,0.14090319,0.10053312
-5.35167584,0.50744231,0.00407574,0.03953919,0.00114628,0.17783103,0.14827031,0.09821541
-5.34567284,0.51491156,0.00373693,0.04141687,0.00112282,0.18222341,0.15551778,0.09614875
-5.33966983,0.52228695,0.00349829,0.04316059,0.00110939,0.18651189,0.16248613,0.09426058
-5.33366683,0.52923118,0.00335225,0.04472960,0.00110428,0.19060464,0.16901903,0.09248642
-5.32766383,0.53544251,0.00329102,0.04608584,0.00110582,0.19442023,0.17496783,0.09077126
-5.32166083,0.54066055,0.00330671,0.04719521,0.00111238,0.19788876,0.18019571,0.08907038
-5.31565783,0.54466987,0.00339130,0.04802862,0.00112239,0.20095233,0.18458160,0.08734943
-5.30965483,0.54730143,0.00353674,0.04856293,0.00113443,0.20356482,0.18802348,0.08558413
