energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.87393697,3.34538334,0.00708564,0.31913755,0.93779592,0.52894988,1.00873443,1.28353992,1.18909835,0.00000000
-5.86793397,3.27811839,0.00689847,0.31057214,0.90035669,0.52610482,0.97554865,1.26457793,1.15533293,0.00000000
-5.86193097,3.20793350,0.00670210,0.30190041,0.86382346,0.52182523,0.94236912,1.24401000,1.12159079,0.00000000
-5.85592796,3.13520672,0.00649651,0.29317038,0.82838763,0.51606309,0.90933207,1.22207332,1.08793379,0.00000000
-5.84992496,3.06036405,0.00628229,0.28443357,0.79422478,0.50880432,0.87656243,1.19902238,1.05443010,0.00000000
-5.84392196,2.98388095,0.00606057,0.27574512,0.76149595,0.50007043,0.84417766,1.17512664,1.02115799,0.00000000
-5.83791896,2.90628169,0.00583299,0.26716354,0.73034863,0.48991892,0.81229156,1.15066791,0.98820885,0.00000000
-5.83191596,2.82813624,0.00560167,0.25875010,0.70091698,0.47844241,0.78101745,1.12593734,0.95568883,0.00000000
-5.82591296,2.75005428,0.00536911,0.25056779,0.67332133,0.46576646,0.75047070,1.10123213,0.92371916,0.00000000
-5.81990995,2.67267635,0.00513814,0.24268007,0.64766686,0.45204622,0.72077022,1.07685166,0.89243498,0.00000000
-5.81390695,2.59666216,0.00491183,0.23514919,0.62404143,0.43746189,0.69203881,1.05309310,0.86198262,0.00000000
-5.80790395,2.52267630,0.00469336,0.22803449,0.60251281,0.42221336,0.66440234,1.03024649,0.83251561,0.00000000
-5.80190095,2.45137199,0.00448598,0.22139055,0.58312541,0.40651410,0.63798785,1.00858936,0.80418948,0.00000000
-5.79589795,2.38337327,0.00429284,0.21526537,0.56589680,0.39058456,0.61292061,0.98838085,0.77715577,0.00000000
-5.78989495,2.31925655,0.00411692,0.20969869,0.55081441,0.37464547,0.58932037,0.96985562,0.75155553,0.00000000
-5.78389195,2.25953224,0.00396090,0.20472060,0.53783255,0.35891118,0.56729716,0.95321758,0.72751277,0.00000000
-5.77788894,2.20462733,0.00382712,0.20035039,0.52687028,0.34358334,0.54694671,0.93863386,0.70512809,0.00000000
-5.77188594,2.15486983,0.00371741,0.19659583,0.51781023,0.32884516,0.52834600,0.92622899,0.68447303,0.00000000
-5.76588294,2.11047570,0.00363312,0.19345291,0.51049861,0.31485645,0.51154910,0.91607987,0.66558542,0.00000000
-5.75987994,2.07153913,0.00357498,0.19090595,0.50474672,0.30174955,0.49658359,0.90821160,0.64846589,0.00000000
-5.75387694,2.03802649,0.00354311,0.18892825,0.50033378,0.28962641,0.48344782,0.90259449,0.63307589,0.00000000
-5.74787394,2.00977453,0.00353701,0.18748304,0.49701126,0.27855665,0.47210912,0.89914255,0.61933725,0.00000000
-5.74187094,1.98649287,0.00355553,0.18652489,0.49450847,0.26857685,0.46250316,0.89771357,0.60713330,0.00000000
-5.73586793,1.96777087,0.00359691,0.18600128,0.49253934,0.25969094,0.45453443,0.89811098,0.59631165,0.00000000
-5.72986493,1.95308862,0.00365884,0.18585445,0.49080998,0.25187159,0.44807795,0.90008752,0.58668826,0.00000000
-5.72386193,1.94183173,0.00373849,0.18602329,0.48902687,0.24506266,0.44298198,0.90335073,0.57805293,0.00000000
-5.71785893,1.93330940,0.00383261,0.18644518,0.48690519,0.23918240,0.43907182,0.90757009,0.57017574,0.00000000
-5.71185593,1.92677498,0.00393759,0.18705783,0.48417711,0.23412742,0.43615436,0.91238571,0.56281428,0.00000000
-5.70585293,1.92144841,0.00404958,0.18780081,0.48059949,0.22977715,0.43402336,0.91741816,0.55572137,0.00000000
-5.69984992,1.91653961,0.00416460,0.18861689,0.47596083,0.22599874,0.43246504,0.92227928,0.54865299,0.00000000
-5.69384692,1.91127192,0.00427865,0.18945303,0.47008712,0.22265210,0.43126405,0.92658333,0.54137604,0.00000000
-5.68784392,1.90490475,0.00438779,0.19026104,0.46284645,0.21959503,0.43020925,0.92995830,0.53367575,0.00000000
-5.68184092,1.89675472,0.00448828,0.19099788,0.45415204,0.21668821,0.42909935,0.93205675,0.52536247,0.00000000
-5.67583792,1.88621441,0.00457670,0.19162563,0.44396389,0.21379990,0.42774809,0.93256588,0.51627748,0.00000000
-5.66983492,1.87276823,0.00464998,0.19211118,0.43228877,0.21081022,0.42598883,0.93121635,0.50629788,0.00000000
-5.66383192,1.85600491,0.00470556,0.19242567,0.41917880,0.20761492,0.42367837,0.92778962,0.49534019,0.00000000
-5.65782891,1.83562637,0.00474138,0.19254372,0.40472861,0.20412848,0.42069990,0.92212346,0.48336275,0.00000000
-5.65182591,1.81145274,0.00475601,0.19244266,0.38907133,0.20028646,0.41696513,0.91411562,0.47036674,0.00000000
-5.64582291,1.78342364,0.00474860,0.19210171,0.37237362,0.19604719,0.41241532,0.90372542,0.45639595,0.00000000
-5.63981991,1.75159594,0.00471897,0.19150117,0.35482992,0.19139249,0.40702158,0.89097342,0.44153522,0.00000000
-5.63381691,1.71613820,0.00466757,0.19062195,0.33665619,0.18632775,0.40078413,0.87593930,0.42590783,0.00000000
-5.62781391,1.67732232,0.00459544,0.18944508,0.31808342,0.18088114,0.39373084,0.85875799,0.40967173,0.00000000
-5.62181091,1.63551289,0.00450425,0.18795171,0.29935114,0.17510214,0.38591507,0.83961452,0.39301493,0.00000000
-5.61580790,1.59115468,0.00439617,0.18612316,0.28070110,0.16905938,0.37741291,0.81873772,0.37615019,0.00000000
-5.60980490,1.54475890,0.00427388,0.18394147,0.26237135,0.16283795,0.36831994,0.79639308,0.35930909,0.00000000
-5.60380190,1.49688862,0.00414043,0.18139002,0.24459082,0.15653626,0.35874769,0.77287515,0.34273583,0.00000000
-5.59779890,1.44814399,0.00399926,0.17845447,0.22757459,0.15026253,0.34881984,0.74849967,0.32668073,0.00000000
-5.59179590,1.39914736,0.00385401,0.17512379,0.21151982,0.14413108,0.33866834,0.72359576,0.31139383,0.00000000
-5.58579290,1.35052886,0.00370855,0.17139140,0.19660243,0.13825851,0.32842947,0.69849823,0.29711850,0.00000000
-5.57978989,1.30291252,0.00356682,0.16725624,0.18297454,0.13275991,0.31824006,0.67354026,0.28408543,0.00000000
-5.57378689,1.25690313,0.00343276,0.16272381,0.17076258,0.12774521,0.30823377,0.64904656,0.27250699,0.00000000
-5.56778389,1.21307396,0.00331028,0.15780693,0.16006613,0.12331576,0.29853767,0.62532696,0.26257206,0.00000000
-5.56178089,1.17195538,0.00320311,0.15252638,0.15095724,0.11956128,0.28926905,0.60267062,0.25444153,0.00000000
-5.55577789,1.13402454,0.00311478,0.14691107,0.14348044,0.11655713,0.28053261,0.58134076,0.24824445,0.00000000
-5.54977489,1.09969614,0.00304851,0.14099804,0.13765309,0.11436219,0.27241801,0.56157005,0.24407494,0.00000000
-5.54377189,1.06931437,0.00300715,0.13483201,0.13346621,0.11301722,0.26499795,0.54355650,0.24198998,0.00000000
-5.53776888,1.04314635,0.00299311,0.12846466,0.13088565,0.11254379,0.25832665,0.52746018,0.24200802,0.00000000
-5.53176588,1.02137708,0.00300832,0.12195355,0.12985358,0.11294385,0.25243907,0.51340060,0.24410862,0.00000000
-5.52576288,1.00410630,0.00305410,0.11536091,0.13029031,0.11419989,0.24735059,0.50145498,0.24823298,0.00000000
-5.51975988,0.99134747,0.00313120,0.10875222,0.13209633,0.11627578,0.24305751,0.49165747,0.25428559,0.00000000
-5.51375688,0.98302909,0.00323966,0.10219470,0.13515473,0.11911819,0.23953817,0.48399952,0.26213685,0.00000000
-5.50775388,0.97899873,0.00337884,0.09575592,0.13933381,0.12265851,0.23675483,0.47843135,0.27162673,0.00000000
-5.50175088,0.97902977,0.00354738,0.08950241,0.14449004,0.12681542,0.23465625,0.47486490,0.28256946,0.00000000
-5.49574787,0.98283098,0.00374317,0.08349856,0.15047121,0.13149779,0.23318092,0.47317798,0.29475905,0.00000000
-5.48974487,0.99005899,0.00396341,0.07780570,0.15711988,0.13660804,0.23226087,0.47321994,0.30797567,0.00000000
-5.48374187,1.00033325,0.00420459,0.07248158,0.16427699,0.14204567,0.23182593,0.47481860,0.32199268,0.00000000
-5.47773887,1.01325330,0.00446259,0.06758008,0.17178565,0.14771098,0.23180828,0.47778841,0.33658403,0.00000000
-5.47173587,1.02841764,0.00473272,0.06315134,0.17949487,0.15350881,0.23214711,0.48193965,0.35153190,0.00000000
-5.46573287,1.04544374,0.00500987,0.05924219,0.18726339,0.15935204,0.23279320,0.48708828,0.36663424,0.00000000
-5.45972986,1.06398821,0.00528855,0.05589677,0.19496323,0.16516494,0.23371313,0.49306631,0.38171191,0.00000000
-5.45372686,1.08376635,0.00556313,0.05315753,0.20248290,0.17088601,0.23489296,0.49973204,0.39661512,0.00000000
-5.44772386,1.10457010,0.00582791,0.05106616,0.20973032,0.17647026,0.23634112,0.50697999,0.41122887,0.00000000
-5.44172086,1.12628349,0.00607730,0.04966474,0.21663497,0.18189083,0.23809037,0.51474985,0.42547708,0.00000000
-5.43571786,1.14889475,0.00630600,0.04899670,0.22314948,0.18713990,0.24019857,0.52303426,0.43932518,0.00000000
-5.42971486,1.17250427,0.00650915,0.04910772,0.22925035,0.19222866,0.24274829,0.53188473,0.45278095,0.00000000
-5.42371186,1.19732785,0.00668243,0.05004635,0.23493781,0.19718654,0.24584503,0.54141561,0.46589361,0.00000000
-5.41770885,1.22369489,0.00682225,0.05186433,0.24023479,0.20205955,0.24961425,0.55180565,0.47875092,0.00000000
-5.41170585,1.25204125,0.00692582,0.05461649,0.24518500,0.20690787,0.25419713,0.56329702,0.49147461,0.00000000
-5.40570285,1.28289693,0.00699120,0.05836021,0.24985013,0.21180273,0.25974529,0.57619167,0.50421412,0.00000000
-5.39969985,1.31686889,0.00701737,0.06315447,0.25430638,0.21682278,0.26641454,0.59084502,0.51713894,0.00000000
-5.39369685,1.35461952,0.00700423,0.06905834,0.25864032,0.22205005,0.27435807,0.60765709,0.53043000,0.00000000
-5.38769385,1.39684145,0.00695257,0.07612905,0.26294442,0.22756570,0.28371924,0.62706124,0.54427031,0.00000000
-5.38169085,1.44422973,0.00686400,0.08441969,0.26731222,0.23344578,0.29462422,0.64951076,0.55883547,0.00000000
-5.37568784,1.49745235,0.00674086,0.09397641,0.27183366,0.23975715,0.30717497,0.67546376,0.57428438,0.00000000
-5.36968484,1.55712014,0.00658613,0.10483554,0.27659048,0.24655378,0.32144269,0.70536667,0.59075065,0.00000000
-5.36368184,1.62375725,0.00640328,0.11702039,0.28165215,0.25387362,0.33746212,0.73963689,0.60833516,0.00000000
-5.35767884,1.69777321,0.00619613,0.13053807,0.28707229,0.26173608,0.35522685,0.77864503,0.62709998,0.00000000
-5.35167584,1.77943770,0.00596873,0.14537642,0.29288602,0.27014033,0.37468598,0.82269734,0.64706411,0.00000000
-5.34567284,1.86885870,0.00572516,0.16150113,0.29910798,0.27906445,0.39574212,0.87201874,0.66820109,0.00000000
-5.33966983,1.96596505,0.00546949,0.17885325,0.30573147,0.28846538,0.41825094,0.92673721,0.69043853,0.00000000
-5.33366683,2.07049375,0.00520557,0.19734725,0.31272844,0.29827973,0.44202226,0.98686977,0.71365965,0.00000000
-5.32766383,2.18198267,0.00493699,0.21686967,0.32005045,0.30842534,0.46682260,1.05231086,0.73770659,0.00000000
-5.32166083,2.29976869,0.00466700,0.23727859,0.32763041,0.31880354,0.49237920,1.12282335,0.76238528,0.00000000
-5.31565783,2.42299166,0.00439845,0.25840402,0.33538515,0.32930187,0.51838531,1.19803286,0.78747162,0.00000000
-5.30965483,2.55060386,0.00413374,0.28004912,0.34321846,0.33979732,0.54450661,1.27742552,0.81271853,0.00000000
-5.30365183,2.68138509,0.00387486,0.30199252,0.35102464,0.35015972,0.57038853,1.36034969,0.83786367,0.00000000
-5.29764882,2.81396281,0.00362337,0.32399167,0.35869219,0.36025532,0.59566428,1.44602183,0.86263724,0.00000000
-5.29164582,2.94683724,0.00338043,0.34578707,0.36610768,0.36995033,0.61996338,1.53353651,0.88676972,0.00000000
-5.28564282,3.07841067,0.00314687,0.36710755,0.37315943,0.37911435,0.64292037,1.62188073,0.90999910,0.00000000
-5.27963982,3.20702058,0.00292320,0.38767628,0.37974106,0.38762356,0.66418363,1.70995231,0.93207748,0.00000000
-5.27363682,3.33097580,0.00270968,0.40721755,0.38575463,0.39536365,0.68342389,1.79658210,0.95277670,0.00000000
-5.26763382,3.44859496,0.00250640,0.42546399,0.39111343,0.40223239,0.70034248,1.88055943,0.97189317,0.00000000
-5.26163082,3.55824635,0.00231329,0.44216415,0.39574430,0.40814186,0.71467896,1.96066042,0.98925153,0.00000000
-5.25562781,3.65838833,0.00213017,0.45709006,0.39958942,0.41302035,0.72621798,2.03567813,1.00470748,0.00000000
-5.24962481,3.74760906,0.00195683,0.47004473,0.40260775,0.41681382,0.73479538,2.10445376,1.01814975,0.00000000
-5.24362181,3.82466477,0.00179301,0.48086908,0.40477591,0.41948714,0.74030320,2.16590790,1.02950123,0.00000000
-5.23761881,3.88851506,0.00163846,0.48944820,0.40608872,0.42102491,0.74269359,2.21907073,1.03871958,0.00000000
-5.23161581,3.93835454,0.00149293,0.49571670,0.40655943,0.42143201,0.74198159,2.26311005,1.04579743,0.00000000
-5.22561281,3.97363924,0.00135619,0.49966275,0.40621954,0.42073391,0.73824646,2.29735608,1.05076212,0.00000000
-5.21960980,3.99410725,0.00122803,0.50133075,0.40511846,0.41897665,0.73163170,2.32132210,1.05367534,0.00000000
-5.21360680,3.99979218,0.00110826,0.50082249,0.40332289,0.41622647,0.72234366,2.33471992,1.05463249,0.00000000
-5.20760380,3.99102919,0.00099669,0.49829645,0.40091593,0.41256923,0.71064856,2.33746970,1.05376200,0.00000000
-5.20160080,3.96845262,0.00089315,0.49396549,0.39799606,0.40810945,0.69686804,2.32970341,1.05122426,0.00000000
-5.19559780,3.93298519,0.00079745,0.48809264,0.39467579,0.40296890,0.68137323,2.31176195,1.04721039,0.00000000
-5.18959480,3.88581860,0.00070939,0.48098515,0.39108006,0.39728495,0.66457735,2.28418570,1.04194050,0.00000000
-5.18359180,3.82838577,0.00062876,0.47298698,0.38734432,0.39120833,0.64692686,2.24769894,1.03566134,0.00000000
-5.17758879,3.76232533,0.00055532,0.46446976,0.38361224,0.38490053,0.62889152,2.20318866,1.02864319,0.00000000
-5.17158579,3.68943901,0.00048880,0.45582244,0.38003301,0.37853072,0.61095320,2.15167829,1.02117581,0.00000000
-5.16558279,3.61164312,0.00042891,0.44744012,0.37675825,0.37227216,0.59359398,2.09429758,1.01356328,0.00000000
-5.15957979,3.53091538,0.00037532,0.43971206,0.37393839,0.36629829,0.57728359,2.03224942,1.00611769,0.00000000
-5.15357679,3.44923856,0.00032770,0.43300948,0.37171875,0.36077835,0.56246662,1.96677489,0.99915164,0.00000000
-5.14757379,3.36854277,0.00028569,0.42767342,0.37023515,0.35587277,0.54954976,1.89911773,0.99296955,0.00000000
-5.14157079,3.29064795,0.00024890,0.42400309,0.36960931,0.35172839,0.53888959,1.83048941,0.98785807,0.00000000
-5.13556778,3.21720867,0.00021696,0.42224505,0.36994409,0.34847359,0.53078114,1.76203601,0.98407567,0.00000000
-5.12956478,3.14966295,0.00018948,0.42258378,0.37131872,0.34621359,0.52544778,1.69480793,0.98184189,0.00000000
-5.12356178,3.08918701,0.00016606,0.42513379,0.37378430,0.34502606,0.52303270,1.62973342,0.98132668,0.00000000
-5.11755878,3.03665754,0.00014632,0.42993382,0.37735962,0.34495716,0.52359249,1.56759678,0.98264020,0.00000000
-5.11155578,2.99262320,0.00012990,0.43694328,0.38202783,0.34601836,0.52709302,1.50902176,0.98582386,0.00000000
-5.10555278,2.95728641,0.00011642,0.44604116,0.38773380,0.34818410,0.53340796,1.45446076,0.99084298,0.00000000
-5.09954977,2.93049647,0.00010554,0.45702769,0.39438278,0.35139049,0.54232011,1.40418987,0.99758164,0.00000000
-5.09354677,2.91175457,0.00009692,0.46962855,0.40184022,0.35553525,0.55352559,1.35831005,1.00584034,0.00000000
-5.08754377,2.90023087,0.00009027,0.48350184,0.40993316,0.36047893,0.56664101,1.31675398,1.01533670,0.00000000
-5.08154077,2.89479324,0.00008527,0.49824748,0.41845304,0.36604748,0.58121330,1.27929848,1.02570949,0.00000000
-5.07553777,2.89404697,0.00008166,0.51341888,0.42716010,0.37203617,0.59673217,1.24558175,1.03652617,0.00000000
-5.06953477,2.89638408,0.00007918,0.52853640,0.43578924,0.37821481,0.61264466,1.21512477,1.04729374,0.00000000
-5.06353177,2.90004066,0.00007760,0.54310228,0.44405717,0.38433408,0.62837151,1.18735607,1.05747267,0.00000000
-5.05752876,2.90316003,0.00007670,0.55661646,0.45167067,0.39013282,0.64332462,1.16163861,1.06649354,0.00000000
-5.05152576,2.90385933,0.00007628,0.56859262,0.45833560,0.39534600,0.65692506,1.13729809,1.07377557,0.00000000
-5.04552276,2.90029707,0.00007618,0.57857398,0.46376639,0.39971311,0.66862102,1.11365125,1.07874650,0.00000000
-5.03951976,2.89073876,0.00007624,0.58614809,0.46769549,0.40298657,0.67790491,1.09003325,1.08086283,0.00000000
-5.03351676,2.87361815,0.00007633,0.59096013,0.46988255,0.40493989,0.68432901,1.06582309,1.07962961,0.00000000
-5.02751376,2.84759148,0.00007632,0.59272411,0.47012272,0.40537520,0.68751907,1.04046604,1.07461873,0.00000000
-5.02151076,2.81158275,0.00007613,0.59123161,0.46825386,0.40412978,0.68718522,1.01349246,1.06548505,0.00000000
-5.01550775,2.76481801,0.00007569,0.58635761,0.46416223,0.40108149,0.68312998,0.98453228,1.05197951,0.00000000
-5.00950475,2.70684780,0.00007494,0.57806334,0.45778645,0.39615259,0.67525284,0.95332478,1.03395865,0.00000000
-5.00350175,2.63755671,0.00007385,0.56639595,0.44911956,0.38931210,0.66355147,0.91972348,1.01139010,0.00000000
-4.99749875,2.55716027,0.00007239,0.55148516,0.43820909,0.38057638,0.64811947,0.88369628,0.98435392,0.00000000
-4.99149575,2.46618961,0.00007056,0.53353712,0.42515516,0.37000806,0.62914085,0.84532098,0.95303968,0.00000000
-4.98549275,2.36546497,0.00006839,0.51282572,0.41010669,0.35771338,0.60688156,0.80477667,0.91773959,0.00000000
-4.97948974,2.25605967,0.00006590,0.48968186,0.39325604,0.34383810,0.58167858,0.76233174,0.87883794,0.00000000
-4.97348674,2.13925652,0.00006313,0.46448125,0.37483222,0.32856209,0.55392695,0.71832906,0.83679765,0.00000000
-4.96748374,2.01649876,0.00006013,0.43763122,0.35509306,0.31209311,0.52406551,0.67316929,0.79214439,0.00000000
-4.96148074,1.88933812,0.00005696,0.40955710,0.33431676,0.29465979,0.49256187,0.62729316,0.74544917,0.00000000
-4.95547774,1.75938212,0.00005370,0.38068893,0.31279306,0.27650440,0.45989737,0.58116355,0.69731018,0.00000000
-4.94947474,1.62824302,0.00005042,0.35144877,0.29081462,0.25787551,0.42655249,0.53524816,0.64833471,0.00000000
-4.94347174,1.49749044,0.00004721,0.32223932,0.26866874,0.23902102,0.39299338,0.49000353,0.59912187,0.00000000
-4.93746873,1.36860913,0.00004416,0.29343399,0.24662984,0.22018167,0.35965993,0.44586084,0.55024675,0.00000000
-4.93146573,1.24296360,0.00004137,0.26536889,0.22495303,0.20158542,0.32695566,0.40321418,0.50224668,0.00000000
-4.92546273,1.12177004,0.00003895,0.23833679,0.20386872,0.18344277,0.29523986,0.36241129,0.45560982,0.00000000
-4.91945973,1.00607649,0.00003701,0.21258308,0.18357862,0.16594309,0.26482182,0.32374717,0.41076657,0.00000000
-4.91345673,0.89675079,0.00003568,0.18830387,0.16425309,0.14925216,0.23595746,0.28746030,0.36808367,0.00000000
-4.90745373,0.79447650,0.00003511,0.16564578,0.14602970,0.13351085,0.20884808,0.25373158,0.32786115,0.00000000
-4.90145073,0.69975571,0.00003546,0.14470760,0.12901322,0.11883483,0.18364103,0.22268549,0.29033197,0.00000000
-4.89544772,0.61291805,0.00003689,0.12554323,0.11327652,0.10531523,0.16043225,0.19439341,0.25566388,0.00000000
-4.88944472,0.53413482,0.00003962,0.10816579,0.09886259,0.09302025,0.13927008,0.16887838,0.22396350,0.00000000
-4.88344172,0.46343686,0.00004387,0.09255257,0.08578725,0.08199732,0.12016033,0.14612129,0.19528193,0.00000000
-4.87743872,0.40073511,0.00004988,0.07865046,0.07404238,0.07227580,0.10307198,0.12606764,0.16962159,0.00000000
-4.87143572,0.34584247,0.00005794,0.06638166,0.06359965,0.06386996,0.08794343,0.10863476,0.14694390,0.00000000
-4.86543272,0.29849592,0.00006835,0.05564929,0.05441426,0.05678202,0.07468877,0.09371905,0.12717720,0.00000000
-4.85942971,0.25837789,0.00008144,0.04634284,0.04642882,0.05100517,0.06320399,0.08120278,0.11022473,0.00000000
-4.85342671,0.22513582,0.00009756,0.03834314,0.03957692,0.04652627,0.05337277,0.07096028,0.09597215,0.00000000
-4.84742371,0.19839954,0.00011710,0.03152685,0.03378656,0.04332819,0.04507177,0.06286332,0.08429440,0.00000000
-4.84142071,0.17779563,0.00014043,0.02577028,0.02898311,0.04139163,0.03817519,0.05678544,0.07506165,0.00000000
-4.83541771,0.16295865,0.00016794,0.02095253,0.02509184,0.04069633,0.03255859,0.05260519,0.06814407,0.00000000
-4.82941471,0.15353900,0.00020000,0.01695808,0.02203992,0.04122169,0.02810195,0.05020822,0.06341553,0.00000000
-4.82341171,0.14920745,0.00023696,0.01367857,0.01975802,0.04294667,0.02469187,0.04948828,0.06075593,0.00000000
-4.81740870,0.14965647,0.00027913,0.01101414,0.01818130,0.04584909,0.02222310,0.05034713,0.06005241,0.00000000
-4.81140570,0.15459871,0.00032675,0.00887416,0.01725000,0.04990439,0.02059927,0.05269360,0.06119930,0.00000000
-4.80540270,0.16376300,0.00037999,0.00717756,0.01690956,0.05508386,0.01973312,0.05644173,0.06409710,0.00000000
-4.79939970,0.17688838,0.00043893,0.00585278,0.01711047,0.06135250,0.01954614,0.06150846,0.06865052,0.00000000
-4.79339670,0.19371675,0.00050352,0.00483744,0.01780775,0.06866671,0.01996784,0.06781073,0.07476588,0.00000000
-4.78739370,0.21398467,0.00057358,0.00407782,0.01896022,0.07697188,0.02093469,0.07526257,0.08234799,0.00000000
-4.78139070,0.23741512,0.00064879,0.00352816,0.02052970,0.08620014,0.02238893,0.08377203,0.09129680,0.00000000
-4.77538769,0.26370963,0.00072865,0.00314999,0.02248012,0.09626836,0.02427725,0.09323847,0.10150406,0.00000000
-4.76938469,0.29254164,0.00081253,0.00291135,0.02477664,0.10707668,0.02654952,0.10355023,0.11285027,0.00000000
-4.76338169,0.32355140,0.00089959,0.00278604,0.02738492,0.11850767,0.02915759,0.11458298,0.12520206,0.00000000
-4.75737869,0.35634318,0.00098886,0.00275301,0.03027054,0.13042627,0.03205436,0.12619877,0.13841033,0.00000000
-4.75137569,0.39048489,0.00107921,0.00279574,0.03339866,0.14268059,0.03519304,0.13824613,0.15230924,0.00000000
-4.74537269,0.42551065,0.00116939,0.00290176,0.03673399,0.15510378,0.03852673,0.15056104,0.16671632,0.00000000
-4.73936968,0.46092623,0.00125802,0.00306227,0.04024102,0.16751673,0.04200837,0.16296903,0.18143369,0.00000000
-4.73336668,0.49621747,0.00134368,0.00327184,0.04388461,0.17973187,0.04559102,0.17528825,0.19625042,0.00000000
-4.72736368,0.53086151,0.00142490,0.00352828,0.04763099,0.19155775,0.04922854,0.18733349,0.21094619,0.00000000
-4.72136068,0.56434029,0.00150022,0.00383249,0.05144893,0.20280440,0.05287654,0.19892102,0.22529593,0.00000000
-4.71535768,0.59615621,0.00156821,0.00418845,0.05531130,0.21328922,0.05649369,0.20987406,0.23907552,0.00000000
-4.70935468,0.62584888,0.00162758,0.00460330,0.05919678,0.22284323,0.06004322,0.22002864,0.25206814,0.00000000
-4.70335168,0.65301266,0.00167714,0.00508734,0.06309171,0.23131739,0.06349461,0.22923964,0.26407128,0.00000000
-4.69734867,0.67731380,0.00171588,0.00565418,0.06699199,0.23858874,0.06682531,0.23738666,0.27490378,0.00000000
-4.69134567,0.69850667,0.00174303,0.00632074,0.07090486,0.24456602,0.07002249,0.24437947,0.28441296,0.00000000
-4.68534267,0.71644802,0.00175805,0.00710731,0.07485046,0.24919466,0.07308458,0.25016274,0.29248116,0.00000000
-4.67933967,0.73110849,0.00176064,0.00803747,0.07886313,0.25246068,0.07602263,0.25471976,0.29903162,0.00000000
-4.67333667,0.74258085,0.00175080,0.00913799,0.08299218,0.25439352,0.07886124,0.25807493,0.30403325,0.00000000
-4.66733367,0.75108413,0.00172879,0.01043849,0.08730209,0.25506748,0.08163911,0.26029492,0.30750413,0.00000000
-4.66133067,0.75696343,0.00169514,0.01197111,0.09187206,0.25460171,0.08440905,0.26148812,0.30951340,0.00000000
-4.65532766,0.76068505,0.00165062,0.01376987,0.09679479,0.25315880,0.08723730,0.26180267,0.31018150,0.00000000
-4.64932466,0.76282691,0.00159622,0.01586997,0.10217445,0.25094186,0.09020238,0.26142277,0.30967865,0.00000000
-4.64332166,0.76406453,0.00153313,0.01830689,0.10812390,0.24819020,0.09339313,0.26056355,0.30822155,0.00000000
