energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,0.86367868,0.08767871,0.00246261,0.66789946,0.20697087,0.49010438,0.00000000
-5.99399700,0.88576131,0.09190344,0.00263761,0.66473835,0.21722325,0.49503621,0.00000000
-5.98799400,0.90831429,0.09605142,0.00281493,0.66244314,0.22756128,0.49998820,0.00000000
-5.98199100,0.93140571,0.10008821,0.00299310,0.66144694,0.23791972,0.50507253,0.00000000
-5.97598799,0.95508597,0.10397991,0.00317065,0.66215466,0.24823240,0.51038659,0.00000000
-5.96998499,0.97938474,0.10769423,0.00334609,0.66492953,0.25843373,0.51600994,0.00000000
-5.96398199,1.00430929,0.11120156,0.00351797,0.67008139,0.26846041,0.52200244,0.00000000
-5.95797899,1.02984375,0.11447609,0.00368491,0.67785677,0.27825309,0.52840355,0.00000000
-5.95197599,1.05594923,0.11749663,0.00384564,0.68843091,0.28775795,0.53523252,0.00000000
-5.94597299,1.08256438,0.12024739,0.00399898,0.70190170,0.29692808,0.54248946,0.00000000
-5.93996998,1.10960622,0.12271847,0.00414388,0.71828565,0.30572446,0.55015703,0.00000000
-5.93396698,1.13697094,0.12490610,0.00427942,0.73751575,0.31411653,0.55820245,0.00000000
-5.92796398,1.16453452,0.12681264,0.00440481,0.75944127,0.32208233,0.56657982,0.00000000
-5.92196098,1.19215321,0.12844620,0.00451936,0.78382942,0.32960804,0.57523235,0.00000000
-5.91595798,1.21966366,0.12982008,0.00462252,0.81036885,0.33668715,0.58409464,0.00000000
-5.90995498,1.24688304,0.13095198,0.00471376,0.83867502,0.34331908,0.59309456,0.00000000
-5.90395198,1.27360917,0.13186293,0.00479266,0.86829738,0.34950752,0.60215498,0.00000000
-5.89794897,1.29962090,0.13257616,0.00485880,0.89872823,0.35525848,0.61119515,0.00000000
-5.89194597,1.32467901,0.13311589,0.00491179,0.92941341,0.36057824,0.62013185,0.00000000
-5.88594297,1.34852781,0.13350603,0.00495125,0.95976442,0.36547123,0.62888021,0.00000000
-5.87993997,1.37089770,0.13376902,0.00497677,0.98917198,0.36993815,0.63735448,0.00000000
-5.87393697,1.39150875,0.13392475,0.00498796,1.01702072,0.37397425,0.64546860,0.00000000
-5.86793397,1.41007539,0.13398963,0.00498440,1.04270458,0.37756807,0.65313678,0.00000000
-5.86193097,1.42631223,0.13397584,0.00496572,1.06564263,0.38070050,0.66027415,0.00000000
-5.85592796,1.43994066,0.13389092,0.00493157,1.08529473,0.38334453,0.66679740,0.00000000
-5.84992496,1.45069634,0.13373743,0.00488169,1.10117658,0.38546539,0.67262560,0.00000000
-5.84392196,1.45833690,0.13351305,0.00481591,1.11287353,0.38702132,0.67768112,0.00000000
-5.83791896,1.46264977,0.13321078,0.00473422,1.12005266,0.38796482,0.68189063,0.00000000
-5.83191596,1.46345964,0.13281943,0.00463677,1.12247270,0.38824441,0.68518611,0.00000000
-5.82591296,1.46063507,0.13232430,0.00452394,1.11999120,0.38780667,0.68750600,0.00000000
-5.81990995,1.45409407,0.13170796,0.00439633,1.11256872,0.38659864,0.68879616,0.00000000
-5.81390695,1.44380813,0.13095119,0.00425478,1.10026989,0.38457037,0.68901080,0.00000000
-5.80790395,1.42980458,0.13003397,0.00410040,1.08326115,0.38167747,0.68811324,0.00000000
