energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.75987994,2.40223302,1.07327192,0.42469636,0.00375321,0.04892366,0.01176639,1.40075109,0.79993267,0.19393173
-5.75387694,2.46946370,1.10562285,0.43933565,0.00361102,0.04982943,0.01136641,1.44091344,0.82898776,0.19971062
-5.74787394,2.53491412,1.13591766,0.45393513,0.00347099,0.05056117,0.01099159,1.48008470,0.85736526,0.20536858
-5.74187094,2.59761463,1.16374397,0.46831470,0.00333199,0.05110686,0.01063990,1.51768905,0.88466424,0.21081594
-5.73586793,2.65655811,1.18868919,0.48228155,0.00319306,0.05145638,0.01030954,1.55312763,0.91047498,0.21595757
-5.72986493,2.71072374,1.21034952,0.49563462,0.00305349,0.05160171,0.00999904,1.58579263,0.93438833,0.22069518
-5.72386193,2.75910277,1.22834001,0.50816950,0.00291281,0.05153714,0.00970731,1.61508258,0.95600562,0.22492983
-5.71785893,2.80072545,1.24230512,0.51968377,0.00277082,0.05125947,0.00943364,1.64041834,0.97494898,0.22856476
-5.71185593,2.83468797,1.25192951,0.52998231,0.00262760,0.05076816,0.00917767,1.66125911,0.99087146,0.23150813
-5.70585293,2.86017843,1.25694847,0.53888259,0.00248347,0.05006550,0.00893929,1.67711791,1.00346656,0.23367592
-5.69984992,2.87650074,1.25715769,0.54621952,0.00233899,0.04915664,0.00871857,1.68757581,1.01247692,0.23499458
-5.69384692,2.88309536,1.25242163,0.55184987,0.00219488,0.04804971,0.00851557,1.69229436,1.01770154,0.23540350
-5.68784392,2.87955621,1.24268033,0.55565587,0.00205200,0.04675576,0.00833027,1.69102572,1.01900147,0.23485713
-5.68184092,2.86564286,1.22795401,0.55754810,0.00191130,0.04528876,0.00816240,1.68362002,1.01630346,0.23332670
-5.67583792,2.84128771,1.20834546,0.55746740,0.00177374,0.04366541,0.00801136,1.67002969,1.00960172,0.23080135
-5.66983492,2.80659785,1.18403973,0.55538594,0.00164028,0.04190501,0.00787608,1.65031068,0.99895749,0.22728878
-5.66383192,2.76185176,1.15530145,0.55130733,0.00151180,0.04002922,0.00775503,1.62462052,0.98449669,0.22281526
-5.65782891,2.70749110,1.12246951,0.54526599,0.00138909,0.03806176,0.00764617,1.59321352,0.96640564,0.21742504
-5.65182591,2.64410821,1.08594958,0.53732579,0.00127281,0.03602811,0.00754693,1.55643323,0.94492527,0.21117919
-5.64582291,2.57242992,1.04620465,0.52757813,0.00116347,0.03395516,0.00745434,1.51470283,0.92034398,0.20415397
-5.63981991,2.49329867,1.00374407,0.51613960,0.00106142,0.03187089,0.00736506,1.46851369,0.89298968,0.19643869
-5.63381691,2.40765179,0.95911148,0.50314940,0.00096684,0.02980399,0.00727553,1.41841285,0.86322117,0.18813325
-5.62781391,2.31649977,0.91287227,0.48876661,0.00087976,0.02778356,0.00718208,1.36498985,0.83141944,0.17934548
-5.62181091,2.22090457,0.86560080,0.47316751,0.00080007,0.02583883,0.00708110,1.30886351,0.79797909,0.17018830
-5.61580790,2.12195862,0.81786823,0.45654289,0.00072753,0.02399892,0.00696920,1.25066902,0.76330019,0.16077690
-5.60980490,2.02076515,0.77023093,0.43909566,0.00066178,0.02229263,0.00684334,1.19104582,0.72778084,0.15122605
-5.60380190,1.91842030,0.72322022,0.42103849,0.00060239,0.02074837,0.00670095,1.13062649,0.69181053,0.14164755
-5.59779890,1.81599738,0.67733332,0.40259170,0.00054887,0.01939404,0.00654010,1.07002696,0.65576443,0.13214801
-5.59179590,1.71453336,0.63302597,0.38398135,0.00050070,0.01825707,0.00635952,1.00983798,0.61999859,0.12282695
-5.58579290,1.61501759,0.59070663,0.36543732,0.00045735,0.01736446,0.00615869,0.95061797,0.58484608,0.11377526
-5.57978989,1.51838270,0.55073225,0.34719153,0.00041828,0.01674283,0.00593786,0.89288725,0.55061391,0.10507415
-5.57378689,1.42549740,0.51340572,0.32947619,0.00038300,0.01641862,0.00569803,0.83712345,0.51758072,0.09679435
-5.56778389,1.33716110,0.47897464,0.31252190,0.00035104,0.01641814,0.00544091,0.78375807,0.48599511,0.08899586
-5.56178089,1.25410007,0.44763148,0.29655580,0.00032202,0.01676780,0.00516886,0.73317411,0.45607451,0.08172799
-5.55577789,1.17696494,0.41951493,0.28179966,0.00029559,0.01749419,0.00488478,0.68570461,0.42800450,0.07502967
-5.54977489,1.10632949,0.39471219,0.26846779,0.00027148,0.01862425,0.00459201,0.64163209,0.40193859,0.06893015
-5.54377189,1.04269063,0.37326225,0.25676517,0.00024949,0.02018535,0.00429421,0.60118878,0.37799838,0.06344987
-5.53776888,0.98646950,0.35515988,0.24688545,0.00022949,0.02220540,0.00399525,0.56455772,0.35627414,0.05860145
-5.53176588,0.93801389,0.34036027,0.23900928,0.00021143,0.02471288,0.00369907,0.53187477,0.33682584,0.05439096
-5.52576288,0.89760180,0.32878434,0.23330275,0.00019534,0.02773689,0.00340957,0.50323130,0.31968460,0.05081912
-5.51975988,0.86544649,0.32032440,0.22991633,0.00018130,0.03130717,0.00313053,0.47867796,0.30485474,0.04788267
-5.51375688,0.84170273,0.31485034,0.22898407,0.00016949,0.03545406,0.00286550,0.45822917,0.29231624,0.04557568
-5.50775388,0.82647447,0.31221606,0.23062346,0.00016013,0.04020857,0.00261777,0.44186848,0.28202779,0.04389085
-5.50175088,0.81982367,0.31226606,0.23493577,0.00015354,0.04560227,0.00239027,0.42955458,0.27393035,0.04282078
-5.49574787,0.82178007,0.31484209,0.24200686,0.00015011,0.05166733,0.00218562,0.42122795,0.26795103,0.04235907
-5.48974487,0.83235159,0.31978966,0.25190863,0.00015028,0.05843646,0.00200606,0.41681774,0.26400728,0.04250141
-5.48374187,0.85153488,0.32696409,0.26470078,0.00015460,0.06594283,0.00185346,0.41624873,0.26201128,0.04324641
-5.47773887,0.87932545,0.33623612,0.28043290,0.00016367,0.07421994,0.00172938,0.41944797,0.26187413,0.04459630
-5.47173587,0.91572677,0.34749651,0.29914670,0.00017820,0.08330151,0.00163507,0.42635083,0.26350985,0.04655735
-5.46573287,0.96075766,0.36065972,0.32087815,0.00019895,0.09322109,0.00157150,0.43690594,0.26683886,0.04914014
-5.45972986,1.01445720,0.37566618,0.34565931,0.00022678,0.10401174,0.00153940,0.45107888,0.27179075,0.05235941
-5.45372686,1.07688673,0.39248316,0.37351961,0.00026261,0.11570537,0.00153928,0.46885403,0.27830611,0.05623373
-5.44772386,1.14812814,0.41110396,0.40448642,0.00030743,0.12833199,0.00157147,0.49023456,0.28633739,0.06078477
-5.44172086,1.22827827,0.43154547,0.43858456,0.00036228,0.14191865,0.00163614,0.51524028,0.29584851,0.06603628
-5.43571786,1.31743910,0.45384401,0.47583473,0.00042821,0.15648821,0.00173328,0.54390325,0.30681338,0.07201271
-5.42971486,1.41570367,0.47804968,0.51625062,0.00050630,0.17205776,0.00186275,0.57626127,0.31921324,0.07873762
-5.42371186,1.52313825,0.50421926,0.55983474,0.00059762,0.18863686,0.00202422,0.61234945,0.33303295,0.08623168
-5.41770885,1.63976085,0.53240801,0.60657300,0.00070317,0.20622559,0.00221716,0.65218997,0.34825641,0.09451064
-5.41170585,1.76551736,0.56266077,0.65642817,0.00082387,0.22481234,0.00244086,0.69578075,0.36486141,0.10358296
-5.40570285,1.90025583,0.59500259,0.70933241,0.00096052,0.24437161,0.00269434,0.74308323,0.38281407,0.11344759
-5.39969985,2.04370051,0.62942951,0.76517934,0.00111376,0.26486180,0.00297636,0.79401019,0.40206326,0.12409161
-5.39369685,2.19542685,0.66589990,0.82381593,0.00128404,0.28622308,0.00328538,0.84841398,0.42253542,0.13548814
-5.38769385,2.35483896,0.70432674,0.88503471,0.00147158,0.30837556,0.00361954,0.90607609,0.44412991,0.14759448
-5.38169085,2.52115113,0.74457137,0.94856694,0.00167633,0.33121784,0.00397666,0.96669860,0.46671546,0.16035068
-5.37568784,2.69337484,0.78643903,1.01407718,0.00189799,0.35462599,0.00435421,1.02989824,0.49012781,0.17367850
-5.36968484,2.87031251,0.82967654,1.08115981,0.00213596,0.37845328,0.00474937,1.09520367,0.51416887,0.18748112
-5.36368184,3.05055934,0.87397225,1.14933804,0.00238936,0.40253054,0.00515902,1.16205624,0.53860754,0.20164349
-5.35767884,3.23251368,0.91895852,1.21806569,0.00265705,0.42666742,0.00557986,1.22981484,0.56318230,0.21603336
-5.35167584,3.41439677,0.96421659,1.28673214,0.00293766,0.45065436,0.00600843,1.29776475,0.58760549,0.23050321
-5.34567284,3.59428160,1.00928381,1.35467050,0.00322962,0.47426560,0.00644124,1.36513052,0.61156936,0.24489293
-5.33966983,3.77013049,1.05366306,1.42116901,0.00353121,0.49726287,0.00687485,1.43109274,0.63475348,0.25903318
-5.33366683,3.93984055,1.09683397,1.48548538,0.00384065,0.51939984,0.00730608,1.49480799,0.65683349,0.27274945
-5.32766383,4.10129567,1.13826560,1.54686387,0.00415613,0.54042727,0.00773203,1.55543166,0.67749072,0.28586672
-5.32166083,4.25242314,1.17743013,1.60455433,0.00447591,0.56009857,0.00815032,1.61214250,0.69642230,0.29821434
-5.31565783,4.39125286,1.21381698,1.65783275,0.00479837,0.57817563,0.00855918,1.66416814,0.71335138,0.30963126
-5.30965483,4.51597683,1.24694698,1.70602230,0.00512206,0.59443479,0.00895757,1.71081039,0.72803695,0.31997105
-5.30365183,4.62500622,1.27638579,1.74851425,0.00544576,0.60867271,0.00934529,1.75146922,0.74028283,0.32910683
-5.29764882,4.71702369,1.30175636,1.78478764,0.00576853,0.62071182,0.00972303,1.78566429,0.74994536,0.33693552
-5.29164582,4.79102841,1.32274969,1.81442699,0.00608967,0.63040535,0.01009240,1.81305288,0.75693939,0.34338153
-5.28564282,4.84637160,1.33913361,1.83713725,0.00640872,0.63764159,0.01045594,1.83344331,0.76124225,0.34839942
-5.27963982,4.88278083,1.35075922,1.85275516,0.00672546,0.64234735,0.01081700,1.84680304,0.76289543,0.35197548
-5.27363682,4.90037176,1.35756473,1.86125670,0.00703981,0.64449042,0.01117964,1.85326083,0.76200374,0.35412822
-5.26763382,4.89964643,1.35957655,1.86276004,0.00735173,0.64408103,0.01154847,1.85310274,0.75873212,0.35490744
-5.26163082,4.88147800,1.35690761,1.85752401,0.00766119,0.64117217,0.01192841,1.84676182,0.75329980,0.35439220
-5.25562781,4.84708239,1.34975307,1.84594191,0.00796798,0.63585893,0.01232439,1.83480201,0.74597244,0.35268754
-5.24962481,4.79797782,1.33838345,1.82853112,0.00827167,0.62827666,0.01274111,1.81789651,0.73705214,0.34992015
-5.24362181,4.73593391,1.32313559,1.80591862,0.00857144,0.61859833,0.01318266,1.79680186,0.72686601,0.34623317
-5.23761881,4.66291242,1.30440180,1.77882326,0.00886605,0.60703078,0.01365224,1.77232858,0.71575363,0.34178046
-5.23161581,4.58100217,1.28261754,1.74803520,0.00915369,0.59381039,0.01415180,1.74530975,0.70405403,0.33672037
-5.22561281,4.49235077,1.25824829,1.71439349,0.00943202,0.57919793,0.01468181,1.71656906,0.69209273,0.33120960
-5.21960980,4.39909607,1.23177590,1.67876246,0.00969808,0.56347303,0.01524097,1.68688954,0.68016938,0.32539721
-5.21360680,4.30330013,1.20368518,1.64200793,0.00994838,0.54692814,0.01582608,1.65698478,0.66854671,0.31941919
-5.20760380,4.20688843,1.17445098,1.60497381,0.01017891,0.52986232,0.01643195,1.62747353,0.65744108,0.31339380
-5.20160080,4.11159648,1.14452642,1.56846026,0.01038530,0.51257495,0.01705135,1.59885925,0.64701533,0.30741790
-5.19559780,4.01892607,1.11433263,1.53320366,0.01056290,0.49535947,0.01767518,1.57151520,0.63737395,0.30156443
-5.18959480,3.93011243,1.08425023,1.49985940,0.01070699,0.47849735,0.01829258,1.54567587,0.62856101,0.29588113
-5.18359180,3.84610332,1.05461293,1.46898771,0.01081296,0.46225236,0.01889126,1.52143496,0.62056083,0.29039055
-5.17758879,3.76755050,1.02570338,1.44104308,0.01087648,0.44686545,0.01945789,1.49874995,0.61330133,0.28509124
-5.17158579,3.69481326,0.99775133,1.41636733,0.01089373,0.43255011,0.01997848,1.47745282,0.60665986,0.27996008
-5.16558279,3.62797352,0.97093403,1.39518667,0.01086157,0.41948865,0.02043891,1.45726635,0.60047127,0.27495564
-5.15957979,3.56686114,0.94537886,1.37761246,0.01077770,0.40782922,0.02082547,1.43782498,0.59453768,0.27002218
-5.15357679,3.51108801,0.92116791,1.36364570,0.01064082,0.39768387,0.02112534,1.41869921,0.58863964,0.26509427
-5.14757379,3.46008901,0.89834424,1.35318495,0.01045070,0.38912765,0.02132712,1.39942220,0.58254793,0.26010166
-5.14157079,3.41316771,0.87691955,1.34603717,0.01020823,0.38219875,0.02142131,1.37951728,0.57603562,0.25497407
-5.13556778,3.36954476,0.85688282,1.34193124,0.00991547,0.37689981,0.02140069,1.35852499,0.56888972,0.24964592
-5.12956478,3.32840666,0.83820952,1.34053334,0.00957556,0.37320014,0.02126063,1.33602839,0.56092190,0.24406043
-5.12356178,3.28895293,0.82087096,1.34146384,0.00919265,0.37103911,0.02099935,1.31167560,0.55197785,0.23817320
-5.11755878,3.25043966,0.80484339,1.34431483,0.00877180,0.37033022,0.02061793,1.28519844,0.54194491,0.23195495
-5.11155578,3.21221788,0.79011634,1.34866782,0.00831879,0.37096600,0.02012041,1.25642671,0.53075754,0.22539341
-5.10555278,3.17376540,0.77669992,1.35411080,0.00783995,0.37282335,0.01951359,1.22529734,0.51840067,0.21849426
-5.09954977,3.13471099,0.76463060,1.36025411,0.00734198,0.37576918,0.01880687,1.19185852,0.50491067,0.21128124
-5.09354677,3.09485038,0.75397536,1.36674451,0.00683170,0.37966606,0.01801187,1.15626858,0.49037409,0.20379531
-5.08754377,3.05415373,0.74483374,1.37327694,0.00631592,0.38437771,0.01714214,1.11879021,0.47492423,0.19609307
-5.08154077,3.01276467,0.73733784,1.37960363,0.00580120,0.38977394,0.01621262,1.07978019,0.45873590,0.18824460
-5.07553777,2.97099121,0.73165012,1.38554004,0.00529368,0.39573491,0.01523927,1.03967568,0.44201855,0.18033070
-5.06953477,2.92928941,0.72795890,1.39096777,0.00479899,0.40215449,0.01423854,0.99897748,0.42500822,0.17243990
-5.06353177,2.88824046,0.72647185,1.39583401,0.00432209,0.40894256,0.01322693,0.95823155,0.40795868,0.16466517
-5.05752876,2.84852259,0.72740744,1.40014796,0.00386718,0.41602604,0.01222055,0.91800922,0.39113212,0.15710069
-5.05152576,2.81087880,0.73098481,1.40397416,0.00343774,0.42334883,0.01123476,0.87888742,0.37478994,0.14983873
-5.04552276,2.77608205,0.73741225,1.40742316,0.00303638,0.43087041,0.01028382,0.84142943,0.35918375,0.14296672
-5.03951976,2.74489908,0.74687479,1.41064004,0.00266499,0.43856336,0.00938062,0.80616694,0.34454724,0.13656466
-5.03351676,2.71805439,0.75952136,1.41379125,0.00232467,0.44640996,0.00853654,0.77358411,0.33108887,0.13070305
-5.02751376,2.69619569,0.77545210,1.41705028,0.00201584,0.45439794,0.00776129,0.74410394,0.31898587,0.12544106
-5.02151076,2.67986218,0.79470633,1.42058314,0.00173833,0.46251575,0.00706285,0.71807744,0.30837943,0.12082542
-5.01550775,2.66945655,0.81725180,1.42453392,0.00149140,0.47074764,0.00644748,0.69577558,0.29937149,0.11688959
-5.00950475,2.66522210,0.84297578,1.42901151,0.00127390,0.47906881,0.00591978,0.67738422,0.29202278,0.11365353
-5.00350175,2.66722537,0.87167853,1.43407782,0.00108432,0.48744094,0.00548275,0.66300189,0.28635245,0.11112377
-4.99749875,2.67534530,0.90306967,1.43973827,0.00092088,0.49580849,0.00513787,0.65264033,0.28233890,0.10929392
-4.99149575,2.68926903,0.93676770,1.44593494,0.00078164,0.50409591,0.00488527,0.64622737,0.27992194,0.10814547
-4.98549275,2.70849477,0.97230313,1.45254287,0.00066453,0.51220616,0.00472381,0.64361211,0.27900593,0.10764888
-4.97948974,2.73234149,1.00912519,1.45936961,0.00056747,0.52002041,0.00465124,0.64457184,0.27946395,0.10776476
-4.97348674,2.75996537,1.04661213,1.46615823,0.00048835,0.52739939,0.00466424,0.64882051,0.28114262,0.10844530
-4.96748374,2.79038221,1.08408494,1.47259372,0.00042517,0.53418600,0.00475856,0.65601825,0.28386750,0.10963569
-4.96148074,2.82249532,1.12082412,1.47831245,0.00037597,0.54020944,0.00492910,0.66578178,0.28744887,0.11127564
-4.95547774,2.85512775,1.15608891,1.48291456,0.00033894,0.54529045,0.00516996,0.67769512,0.29168772,0.11330083
-4.94947474,2.88705774,1.18913835,1.48597842,0.00031236,0.54924759,0.00547448,0.69132061,0.29638167,0.11564438
-4.94347174,2.91705617,1.21925332,1.48707693,0.00029466,0.55190421,0.00583531,0.70620960,0.30133083,0.11823817
-4.93746873,2.94392455,1.24575872,1.48579457,0.00028443,0.55309569,0.00624448,0.72191289,0.30634334,0.12101420
-4.93146573,2.96653220,1.26804484,1.48174476,0.00028034,0.55267679,0.00669340,0.73799049,0.31124039,0.12390568
-4.92546273,2.98385116,1.28558698,1.47458641,0.00028124,0.55052843,0.00717300,0.75402062,0.31586080,0.12684824
-4.91945973,2.99498762,1.29796245,1.46403924,0.00028608,0.54656388,0.00767375,0.76960773,0.32006484,0.12978083
-4.91345673,2.99920864,1.30486434,1.44989688,0.00029393,0.54073373,0.00818581,0.78438960,0.32373743,0.13264662
-4.90745373,2.99596334,1.30611121,1.43203735,0.00030396,0.53302956,0.00869916,0.79804322,0.32679042,0.13539385
-4.90145073,2.98489777,1.30165251,1.41043028,0.00031546,0.52348603,0.00920373,0.81028965,0.32916422,0.13797651
-4.89544772,2.96586317,1.29156947,1.38514082,0.00032783,0.51218133,0.00968962,0.82089772,0.33082848,0.14035499
-4.88944472,2.93891755,1.27607139,1.35632982,0.00034054,0.49923582,0.01014724,0.82968668,0.33178208,0.14249667
-4.88344172,2.90432076,1.25548769,1.32425055,0.00035318,0.48480921,0.01056756,0.83652781,0.33205240,0.14437639
-4.87743872,2.86252358,1.23025616,1.28924208,0.00036543,0.46909605,0.01094229,0.84134510,0.33169381,0.14597698
-4.87143572,2.81415158,1.20090788,1.25171976,0.00037707,0.45232009,0.01126412,0.84411509,0.33078572,0.14728959
-4.86543272,2.75998462,1.16804978,1.21216319,0.00038796,0.43472761,0.01152687,0.84486590,0.32943003,0.14831400
-4.85942971,2.70093308,1.13234541,1.17110239,0.00039809,0.41658005,0.01172570,0.84367557,0.32774821,0.14905887
-4.85342671,2.63801180,1.09449500,1.12910278,0.00040752,0.39814638,0.01185722,0.84066975,0.32587806,0.14954183
-4.84742371,2.57231276,1.05521545,1.08674959,0.00041639,0.37969541,0.01191964,0.83601871,0.32397023,0.14978944
-4.84142071,2.50497756,1.01522112,1.04463230,0.00042497,0.36148850,0.01191275,0.82993389,0.32218458,0.14983698
-4.83541771,2.43717038,0.97520603,1.00332985,0.00043357,0.34377280,0.01183804,0.82266364,0.32068639,0.14972803
-4.82941471,2.37005212,0.93582791,0.96339679,0.00044257,0.32677539,0.01169858,0.81448846,0.31964254,0.14951383
-4.82341171,2.30475615,0.89769463,0.92535106,0.00045244,0.31069836,0.01149899,0.80571552,0.31921761,0.14925236
-4.81740870,2.24236607,0.86135299,0.88966341,0.00046366,0.29571503,0.01124532,0.79667249,0.31956994,0.14900714
-4.81140570,2.18389540,0.82728008,0.85674872,0.00047674,0.28196724,0.01094488,0.78770068,0.32084777,0.14884578
-4.80540270,2.13026954,0.79587714,0.82695925,0.00049219,0.26956380,0.01060604,0.77914749,0.32318525,0.14883824
-4.79939970,2.08230966,0.76746564,0.80057974,0.00051051,0.25857993,0.01023805,0.77135830,0.32669867,0.14905484
-4.79339670,2.04071868,0.74228549,0.77782427,0.00053215,0.24905765,0.00985082,0.76466786,0.33148269,0.14956411
-4.78739370,2.00606933,0.72049502,0.75883479,0.00055750,0.24100695,0.00945463,0.75939147,0.33760684,0.15043051
-4.78139070,1.97879413,0.70217253,0.74368108,0.00058687,0.23440767,0.00906000,0.75581603,0.34511228,0.15171210
-4.77538769,1.95917776,0.68731919,0.73236211,0.00062045,0.22921184,0.00867737,0.75419152,0.35400904,0.15345825
-4.76938469,1.94735180,0.67586301,0.72480862,0.00065833,0.22534646,0.00831701,0.75472302,0.36427385,0.15570762
-4.76338169,1.94329236,0.66766391,0.72088687,0.00070046,0.22271662,0.00798875,0.75756380,0.37584868,0.15848629
-4.75737869,1.94682085,0.66251963,0.72040346,0.00074662,0.22120876,0.00770189,0.76280983,0.38864031,0.16180637
-4.75137569,1.95760852,0.66017262,0.72311136,0.00079647,0.22069414,0.00746501,0.77049603,0.40252096,0.16566510
-4.74537269,1.97518491,0.66031784,0.72871694,0.00084951,0.22103245,0.00728594,0.78059469,0.41733007,0.17004446
-4.73936968,1.99895071,0.66261140,0.73688812,0.00090513,0.22207547,0.00717161,0.79301618,0.43287755,0.17491149
-4.73336668,2.02819505,0.66668023,0.74726361,0.00096255,0.22367082,0.00712802,0.80761214,0.44894827,0.18021918
-4.72736368,2.06211722,0.67213260,0.75946315,0.00102092,0.22566574,0.00716015,0.82418124,0.46530794,0.18590811
-4.72136068,2.09985244,0.67856945,0.77309856,0.00107929,0.22791094,0.00727193,0.84247731,0.48171024,0.19190860
-4.71535768,2.14050123,0.68559638,0.78778559,0.00113669,0.23026438,0.00746623,0.86221967,0.49790502,0.19814345
-4.70935468,2.18316147,0.69283607,0.80315603,0.00119211,0.23259500,0.00774473,0.88310531,0.51364721,0.20453111
-4.70335168,2.22696209,0.69994085,0.81887000,0.00124457,0.23478623,0.00810797,0.90482233,0.52870641,0.21098908
-4.69734867,2.27109719,0.70660496,0.83462791,0.00129313,0.23673942,0.00855524,0.92706425,0.54287643,0.21743756
-4.69134567,2.31485915,0.71257628,0.85018154,0.00133698,0.23837671,0.00908457,0.94954438,0.55598470,0.22380291
-4.68534267,2.35766929,0.71766676,0.86534404,0.00137542,0.23964364,0.00969266,0.97200972,0.56790086,0.23002105
-4.67933967,2.39910464,0.72176150,0.87999810,0.00140791,0.24051108,0.01037490,0.99425354,0.57854433,0.23604045
-4.67333667,2.43891942,0.72482564,0.89410199,0.00143409,0.24097662,0.01112529,1.01612623,0.58789035,0.24182453
-4.66733367,2.47706011,0.72690897,0.90769318,0.00145384,0.24106512,0.01193653,1.03754361,0.59597411,0.24735350
-4.66133067,2.51367312,0.72814780,0.92088894,0.00146724,0.24082851,0.01279997,1.05849246,0.60289286,0.25262543
-4.65532766,2.54910443,0.72876388,0.93388407,0.00147461,0.24034482,0.01370579,1.07903264,0.60880564,0.25765648
-4.64932466,2.58389074,0.72906021,0.94694544,0.00147650,0.23971628,0.01464306,1.09929592,0.61393058,0.26248028
-4.64332166,2.61874236,0.72941385,0.96040333,0.00147370,0.23906664,0.01559993,1.11948110,0.61853985,0.26714651
