energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.86793397,1.77305447,-5.51272425,0.02472217,-0.03252231,0.33939451,-1.08884709,0.03727431,-0.19461288,0.34070588,-0.88228637,0.61527115,-0.77488202,0.04231046,-0.10073381,0.38114132,-1.73289561
-5.86193097,1.79250267,-5.50752234,0.02450759,-0.03233844,0.33852111,-1.08413377,0.04010810,-0.20960568,0.34214893,-0.87484759,0.62580418,-0.77767009,0.04183617,-0.10105797,0.39199986,-1.73671319
-5.85592796,1.82357620,-5.49110735,0.02448887,-0.03212433,0.33983049,-1.07706998,0.04339433,-0.22456573,0.34662813,-0.86556595,0.63988444,-0.77905224,0.04153301,-0.10115061,0.40564048,-1.73714845
-5.84992496,1.86609002,-5.46413922,0.02466798,-0.03189306,0.34331047,-1.06785472,0.04711692,-0.23929240,0.35425611,-0.85466502,0.65735012,-0.77909359,0.04138605,-0.10101566,0.42203326,-1.73430974
-5.84392196,1.91970884,-5.42718754,0.02504322,-0.03165716,0.34891173,-1.05667553,0.05125937,-0.25357311,0.36511819,-0.84235759,0.67797753,-0.77784545,0.04137549,-0.10065650,0.44113061,-1.72826990
-5.83791896,1.98397862,-5.38072775,0.02560958,-0.03142829,0.35655333,-1.04370607,0.05580501,-0.26718833,0.37927729,-0.82884249,0.70149284,-0.77534517,0.04147758,-0.10007615,0.46287433,-1.71906756
-5.83191596,2.05836295,-5.32514667,0.02635924,-0.03121710,0.36612952,-1.02910516,0.06073742,-0.27991726,0.39677931,-0.81430258,0.72758605,-0.77161724,0.04166579,-0.09927750,0.48720334,-1.70671155
-5.82591296,2.14228159,-5.26075619,0.02728214,-0.03103294,0.37751695,-1.01301729,0.06604084,-0.29154389,0.41765850,-0.79890411,0.75592608,-0.76667554,0.04191197,-0.09826371,0.51406131,-1.69118830
-5.81990995,2.23514821,-5.18781360,0.02836659,-0.03088377,0.39058220,-0.99557427,0.07170062,-0.30186334,0.44194215,-0.78279718,0.78617632,-0.76052652,0.04218761,-0.09703863,0.54340367,-1.67247130
-5.81390695,2.33640442,-5.10654667,0.02959984,-0.03077601,0.40518871,-0.97689775,0.07770352,-0.31068812,0.46965402,-0.76611703,0.81800934,-0.75317302,0.04246505,-0.09560723,0.57520316,-1.65053210
-5.80790395,2.44554721,-5.01718138,0.03096870,-0.03071453,0.42120290,-0.95710239,0.08403793,-0.31785401,0.50081608,-0.74898602,0.85112000,-0.74461842,0.04271863,-0.09397611,0.60945323,-1.62535208
-5.80190095,2.56214731,-4.91997041,0.03246000,-0.03070256,0.43849884,-0.93629928,0.09069383,-0.32322550,0.53544788,-0.73151614,0.88523592,-0.73487098,0.04292563,-0.09215385,0.64616883,-1.59693411
-5.79589795,2.68585646,-4.81522021,0.03406097,-0.03074180,0.45696124,-0.91459941,0.09766244,-0.32670026,0.57356349,-0.71381160,0.92012462,-0.72394795,0.04306709,-0.09015139,0.68538399,-1.56531341
-5.78989495,2.81640228,-4.70331511,0.03575954,-0.03083242,0.47648640,-0.89211686,0.10493564,-0.32821272,0.61516572,-0.69597153,0.95559668,-0.71187930,0.04312835,-0.08798226,0.72714608,-1.53056703
-5.78389195,2.95357037,-4.58473702,0.03754442,-0.03097325,0.49698111,-0.86897159,0.11250493,-0.32773640,0.66023770,-0.67809245,0.99150487,-0.69871083,0.04309937,-0.08566274,0.77150660,-1.49282126
-5.77788894,3.09717400,-4.46007967,0.03940505,-0.03116192,0.51835949,-0.84529166,0.12036017,-0.32528492,0.70873204,-0.66027054,1.02773882,-0.68450662,0.04297475,-0.08321188,0.81850882,-1.45225674
-5.77188594,3.24701279,-4.33005676,0.04133143,-0.03139508,0.54053797,-0.82121468,0.12848794,-0.32091169,0.76055821,-0.64260338,1.06421599,-0.66935049,0.04275358,-0.08065142,0.86817269,-1.40911098
-5.76588294,3.40282282,-4.19550378,0.04331376,-0.03166864,0.56342880,-0.79688864,0.13686975,-0.31470828,0.81556863,-0.62519134,1.10086908,-0.65334672,0.04243898,-0.07800553,0.92047772,-1.36367818
-5.75987994,3.56422122,-4.05737355,0.04534200,-0.03197805,0.58693254,-0.77247188,0.14548008,-0.30680147,0.87354443,-0.60813839,1.13763106,-0.63661979,0.04203750,-0.07530056,0.97534493,-1.31630648
-5.75387694,3.73064911,-3.91672596,0.04740535,-0.03231860,0.61093006,-0.74813238,0.15428443,-0.29734927,0.93418199,-0.59155237,1.17441864,-0.61931323,0.04155835,-0.07256453,1.03261887,-1.26739288
-5.74787394,3.90131720,-3.77471241,0.04949174,-0.03268571,0.63527488,-0.72404635,0.16323758,-0.28653592,0.99708118,-0.57554479,1.21111562,-0.60158772,0.04101259,-0.06982668,1.09205101,-1.21737603
-5.74187094,4.07515842,-3.63255600,0.05158723,-0.03307519,0.65978630,-0.70039613,0.17228209,-0.27456617,1.06173652,-0.56023009,1.24755730,-0.58361840,0.04041216,-0.06711688,1.15328589,-1.16672742
-5.73586793,4.25079208,-3.49152807,0.05367563,-0.03348350,0.68424425,-0.67736759,0.18134728,-0.26165919,1.12753232,-0.54572437,1.28351725,-0.56559161,0.03976910,-0.06446502,1.21585124,-1.11594136
-5.72986493,4.42650331,-3.35292238,0.05573814,-0.03390801,0.70838621,-0.65514694,0.19034888,-0.24804221,1.19374261,-0.53214374,1.31869782,-0.54770102,0.03909465,-0.06190032,1.27915318,-1.06552421
-5.72386193,4.60024113,-3.21802771,0.05775317,-0.03434705,0.73190686,-0.63391718,0.19918936,-0.23394417,1.25953667,-0.51960223,1.35272524,-0.53014349,0.03839868,-0.05945072,1.34247759,-1.01598333
-5.71785893,4.76963731,-3.08809995,0.05969641,-0.03480010,0.75446071,-0.61385409,0.20775907,-0.21958983,1.32399055,-0.50820933,1.38515018,-0.51311451,0.03768905,-0.05714219,1.40499803,-0.96781625
-5.71185593,4.93204713,-2.96433452,0.06154111,-0.03526772,0.77566788,-0.59512209,0.21593831,-0.20519425,1.38610455,-0.49806734,1.41545417,-0.49680352,0.03697138,-0.05499814,1.46579086,-0.92150039
-5.70585293,5.08461162,-2.84783995,0.06325856,-0.03575149,0.79512301,-0.57786975,0.22360020,-0.19095806,1.44482660,-0.48926846,1.44306199,-0.48138926,0.03624884,-0.05303881,1.52385699,-0.87748374
-5.69984992,5.22433978,-2.73961348,0.06481887,-0.03625392,0.81240687,-0.56222546,0.23061436,-0.17706359,1.49908059,-0.48189186,1.46735968,-0.46703514,0.03552225,-0.05128076,1.57815022,-0.83617672
-5.69384692,5.34820771,-2.64051927,0.06619191,-0.03677813,0.82710050,-0.54829297,0.23685125,-0.16367190,1.54779901,-0.47600078,1.48771743,-0.45388485,0.03479033,-0.04973641,1.62761079,-0.79794549
-5.68784392,5.45327047,-2.55126987,0.06734846,-0.03732768,0.83880092,-0.53614730,0.24218704,-0.15092080,1.58995826,-0.47163984,1.50351641,-0.44205838,0.03405014,-0.04841369,1.67120317,-0.76310680
-5.68184092,5.53678155,-2.47241153,0.06826146,-0.03790618,0.84713783,-0.52583106,0.24650878,-0.13892387,1.62461524,-0.46883271,1.51417808,-0.43164848,0.03329761,-0.04731579,1.70795624,-0.73192457
-5.67583792,5.59631411,-2.40431372,0.06890731,-0.03851699,0.85179039,-0.51735129,0.24971958,-0.12777037,1.65094352,-0.46758026,1.51919455,-0.42271786,0.03252829,-0.04644099,1.73700424,-0.70460806
-5.66983492,5.62987785,-2.34716328,0.06926720,-0.03916289,0.85250308,-0.51067713,0.25174364,-0.11752603,1.66826731,-0.46785934,1.51815821,-0.41529704,0.03173797,-0.04578264,1.75762633,-0.68131161
-5.66383192,5.63602547,-2.30096349,0.06932836,-0.03984579,0.84909988,-0.50573851,0.25253080,-0.10823454,1.67609139,-0.46962235,1.51078915,-0.40938322,0.03092352,-0.04532927,1.76928304,-0.66213603
-5.65782891,5.61394293,-2.26553796,0.06908506,-0.04056646,0.84149590,-0.50242586,0.25206039,-0.09991960,1.67412572,-0.47279761,1.49695865,-0.40493999,0.03008355,-0.04506485,1.77164759,-0.64713115
-5.65182591,5.56351875,-2.24053964,0.06853954,-0.04132435,0.82970578,-0.50059124,0.25034411,-0.09258744,1.66230316,-0.47729068,1.47670748,-0.40189824,0.02921907,-0.04496912,1.76463060,-0.63629959
-5.64582291,5.48538843,-2.22546436,0.06770256,-0.04211747,0.81384830,-0.50005070,0.24742790,-0.08622961,1.64078947,-0.48298657,1.45025787,-0.40015805,0.02833404,-0.04501815,1.74839686,-0.62960135
-5.63981991,5.38095137,-2.21966890,0.06659365,-0.04294243,0.79414705,-0.50058816,0.24339250,-0.08082581,1.60998501,-0.48975277,1.41801838,-0.39959171,0.02743576,-0.04518491,1.72337323,-0.62695908
-5.63381691,5.25235933,-2.22239273,0.06524107,-0.04379442,0.77092689,-0.50196067,0.23835276,-0.07634675,1.57051801,-0.49744310,1.38058147,-0.40004777,0.02653514,-0.04544007,1.69024720,-0.62826352
-5.62781391,5.10247646,-2.23278293,0.06368133,-0.04466744,0.74460645,-0.50390490,0.23245568,-0.07275685,1.52322960,-0.50590208,1.33871345,-0.40135601,0.02564681,-0.04575282,1.64995614,-0.63337904
-5.62181091,4.93481289,-2.24992138,0.06195848,-0.04555450,0.71568700,-0.50614488,0.22587719,-0.07001660,1.46915142,-0.51496983,1.29333760,-0.40333323,0.02478906,-0.04609173,1.60366759,-0.64214886
-5.61580790,4.75343451,-2.27285313,0.06012295,-0.04644791,0.68473812,-0.50840064,0.21881781,-0.06808462,1.40947674,-0.52448706,1.24551093,-0.40578964,0.02398359,-0.04642578,1.55275142,-0.65439970
-5.60980490,4.56285326,-2.30061520,0.05823024,-0.04733963,0.65238098,-0.51039751,0.21149741,-0.06691926,1.34552649,-0.53430011,1.19639560,-0.40853564,0.02325520,-0.04672525,1.49874508,-0.66994573
-5.60380190,4.36790237,-2.33226456,0.05633927,-0.04822157,0.61926989,-0.51187575,0.20414916,-0.06647973,1.27871178,-0.54426567,1.14722654,-0.41138881,0.02263122,-0.04696270,1.44331328,-0.68859157
-5.59779890,4.17360211,-2.36690439,0.05451069,-0.04908599,0.58607297,-0.51260024,0.19701299,-0.06672687,1.21049435,-0.55425512,1.09927620,-0.41418074,0.02214097,-0.04711388,1.38820375,-0.71013426
-5.59179590,3.98502117,-2.40370783,0.05280496,-0.04992577,0.55345282,-0.51236964,0.19032879,-0.06762337,1.14234691,-0.56415813,1.05381837,-0.41676350,0.02181503,-0.04715852,1.33520075,-0.73436434
-5.58579290,3.80713930,-2.44193824,0.05128050,-0.05073471,0.52204792,-0.51102498,0.18432953,-0.06913369,1.07571467,-0.57388554,1.01209205,-0.41901557,0.02168448,-0.04708103,1.28607808,-0.76106591
-5.57978989,3.64471591,-2.48096574,0.04999190,-0.05150773,0.49245553,-0.50845695,0.17923466,-0.07122362,1.01197969,-0.58337141,0.97526718,-0.42084680,0.02178012,-0.04687106,1.24255303,-0.79001606
-5.57378689,3.50216925,-2.52027933,0.04898812,-0.05224101,0.46521663,-0.50461192,0.17524384,-0.07385965,0.95242913,-0.59257416,0.94441298,-0.42220244,0.02213164,-0.04652390,1.20624296,-0.82098372
-5.56778389,3.38346970,-2.55949470,0.04831104,-0.05293207,0.44080353,-0.49949618,0.17253143,-0.07700820,0.89822850,-0.60147695,0.92047041,-0.42306581,0.02276678,-0.04604067,1.17862561,-0.85372835
-5.56178089,3.29205013,-2.59835765,0.04799411,-0.05357976,0.41961030,-0.49317824,0.17124163,-0.08063475,0.85040042,-0.61008724,0.90422918,-0.42345979,0.02371061,-0.04542834,1.16100423,-0.88799879
-5.55577789,3.23073533,-2.63674346,0.04806130,-0.05418419,0.40194636,-0.48578922,0.17148467,-0.08470308,0.80980941,-0.61843583,0.89631014,-0.42344675,0.02498471,-0.04469955,1.15447841,-0.92353256
-5.54977489,3.20169170,-2.67465238,0.04852640,-0.05474661,0.38803328,-0.47752094,0.17333392,-0.08917469,0.77715281,-0.62657539,0.89715345,-0.42312714,0.02660656,-0.04387218,1.15992099,-0.96005594
-5.54377189,3.20639755,-2.71220208,0.04939257,-0.05526923,0.37800457,-0.46862210,0.17682419,-0.09400832,0.75295762,-0.63457870,0.90701239,-0.42263664,0.02858890,-0.04296886,1.17796167,-0.99728510
-5.53776888,3.24563372,-2.74961718,0.05065232,-0.05575500,0.37190847,-0.45939237,0.18195111,-0.09915981,0.73758285,-0.64253676,0.92595321,-0.42214207,0.03093922,-0.04201611,1.20897715,-1.03492853
-5.53176588,3.31949359,-2.78721679,0.05228773,-0.05620742,0.36971332,-0.45017460,0.18867162,-0.10458230,0.73122710,-0.65055684,0.95386027,-0.42183600,0.03365941,-0.04104354,1.25308796,-1.07269074
-5.52576288,3.42741097,-2.82540021,0.05427104,-0.05663031,0.37131516,-0.44134558,0.19690564,-0.11022664,0.73394027,-0.65876060,0.99044649,-0.42193052,0.03674545,-0.04008277,1.31016160,-1.11027719
-5.51975988,3.56820400,-2.86463160,0.05656554,-0.05702758,0.37654719,-0.43330530,0.20653869,-0.11604218,0.74563897,-0.66728228,1.03526826,-0.42265007,0.04018727,-0.03916637,1.37982182,-1.14740048
-5.51375688,3.74013278,-2.90542362,0.05912670,-0.05740306,0.38519054,-0.42646538,0.21742556,-0.12197778,0.76612457,-0.67626699,1.08774424,-0.42422377,0.04396876,-0.03832666,1.46146332,-1.18378723
-5.50775388,3.94096841,-2.94832054,0.06190359,-0.05776036,0.39698596,-0.42123681,0.22939477,-0.12798304,0.79510308,-0.68586898,1.14717725,-0.42687748,0.04806792,-0.03759459,1.55427145,-1.21918554
-5.50175088,4.16807062,-2.99388096,0.06484038,-0.05810270,0.41164588,-0.41801742,0.24225381,-0.13400963,0.83220599,-0.69624983,1.21277848,-0.43082570,0.05245708,-0.03699861,1.65724622,-1.25337243
-5.49574787,4.41847139,-3.04266018,0.06787805,-0.05843288,0.42886638,-0.41717961,0.25579489,-0.14001275,0.87701110,-0.70757645,1.28369297,-0.43626381,0.05710339,-0.03656359,1.76922976,-1.28616074
-5.48974487,4.68896166,-3.09519242,0.07095614,-0.05875318,0.44833862,-0.41905854,0.26980110,-0.14595244,0.92906274,-0.72001869,1.35902557,-0.44336074,0.06196929,-0.03630991,1.88893653,-1.31740511
-5.48374187,4.97617852,-3.15197300,0.07401455,-0.05906537,0.46975936,-0.42394121,0.28405281,-0.15179482,0.98789049,-0.73374650,1.43786643,-0.45225238,0.06701324,-0.03625267,2.01498537,-1.34700654
-5.47773887,5.27669011,-3.21344054,0.07699518,-0.05937071,0.49284008,-0.43205689,0.29833401,-0.15751319,1.05302573,-0.74892655,1.51931518,-0.46303598,0.07219038,-0.03640108,2.14593241,-1.37491500
-5.47173587,5.58707586,-3.27995962,0.07984361,-0.05967002,0.51731461,-0.44356901,0.31243849,-0.16308874,1.12401568,-0.76571827,1.60250293,-0.47576567,0.07745345,-0.03675807,2.28030411,-1.40113006
-5.46573287,5.90399981,-3.35180410,0.08251055,-0.05996372,0.54294481,-0.45856883,0.32617557,-0.16851103,1.20043428,-0.78426926,1.68661148,-0.49044938,0.08275360,-0.03732015,2.41662934,-1.42569928
-5.45972986,6.22427512,-3.42914157,0.08495303,-0.06025191,0.56952439,-0.47707121,0.33937525,-0.17377812,1.28188986,-0.80471028,1.77088905,-0.50704713,0.08804133,-0.03807746,2.55346986,-1.44871433
-5.45372686,6.54491837,-3.51201976,0.08713545,-0.06053450,0.59688060,-0.49901239,0.35189261,-0.17889633,1.36802933,-0.82715004,1.85466229,-0.52547095,0.09326739,-0.03901410,2.68944824,-1.47030519
-5.44772386,6.86319254,-3.60035519,0.08903028,-0.06081130,0.62487397,-0.52425005,0.36361119,-0.18387965,1.45853901,-0.85166983,1.93734407,-0.54558622,0.09838367,-0.04010869,2.82327280,-1.49063262
-5.44172086,7.17663829,-3.69392516,0.09061848,-0.06108213,0.65339614,-0.55256555,0.37444546,-0.18874885,1.55314241,-0.87831860,2.01843727,-0.56721458,0.10334408,-0.04133516,2.95375885,-1.50987955
-5.43571786,7.48309346,-3.79236364,0.09188961,-0.06134700,0.68236609,-0.58366834,0.38434205,-0.19353038,1.65159515,-0.90710865,2.09753439,-0.59013825,0.10810530,-0.04266369,3.07984605,-1.52824170
-5.42971486,7.78070145,-3.89516170,0.09284167,-0.06160614,0.71172489,-0.61720237,0.39327996,-0.19825498,1.75367774,-0.93801244,2.17431361,-0.61410551,0.11262758,-0.04406189,3.20061161,-1.54591836
-5.42371186,8.06790934,-4.00167323,0.09348058,-0.06186021,0.74142947,-0.65275438,0.40126953,-0.20295627,1.85918668,-0.97096090,2.24853146,-0.63883734,0.11687530,-0.04549598,3.31527935,-1.56310381
-5.41770885,8.34345730,-4.11112620,0.09381949,-0.06211035,0.77144576,-0.68986378,0.40835043,-0.20766916,1.96792484,-1.00584353,2.32001285,-0.66403476,0.12081762,-0.04693221,3.42322476,-1.57997999
-5.41170585,8.60636088,-4.22263973,0.09387781,-0.06235824,0.80174155,-0.72803389,0.41458866,-0.21242839,2.07969158,-1.04251077,2.38863923,-0.68938679,0.12442892,-0.04833814,3.52397628,-1.59671108
-5.40570285,8.85588810,-4.33524691,0.09368004,-0.06260625,0.83227960,-0.76674421,0.42007275,-0.21726711,2.19427364,-1.08077858,2.45433536,-0.71457854,0.12768919,-0.04968400,3.61721324,-1.61344031
-5.39969985,9.09153313,-4.44792297,0.09325453,-0.06285735,0.86301128,-0.80546330,0.42490928,-0.22221563,2.31143728,-1.12043563,2.51705580,-0.73929938,0.13058434,-0.05094396,3.70276079,-1.63028939
-5.39369685,9.31298854,-4.55961829,0.09263213,-0.06311518,0.89387127,-0.84366207,0.42921796,-0.22730040,2.43092239,-1.16125280,2.57677158,-0.76325071,0.13310644,-0.05209721,3.78058232,-1.64736059
-5.38769385,9.52011751,-4.66929522,0.09184479,-0.06338396,0.92477339,-0.88082691,0.43312647,-0.23254322,2.55243883,-1.20299495,2.63345788,-0.78615315,0.13525381,-0.05312895,3.85076981,-1.66474153
-5.38169085,9.71292740,-4.77596760,0.09092425,-0.06366840,0.95560801,-0.91647252,0.43676511,-0.23796081,2.67566536,-1.24543456,2.68708318,-0.80775302,0.13703105,-0.05403112,3.91353244,-1.68251232
-5.37568784,9.89154549,-4.87874170,0.08990076,-0.06397357,0.98624099,-0.95015389,0.44026172,-0.24356465,2.80025107,-1.28836674,2.73760048,-0.82782783,0.13844901,-0.05480295,3.96918383,-1.70075483
-5.36968484,10.05619752,-4.97685683,0.08880194,-0.06430474,1.01651433,-0.98147718,0.44373671,-0.24936117,2.92581912,-1.33162496,2.78494073,-0.84619071,0.13952458,-0.05545119,4.01812809,-1.71956337
-5.36368184,10.20718902,-5.06972422,0.08765184,-0.06466719,1.04624836,-1.01010926,0.44729862,-0.25535231,3.05197245,-1.37509678,2.82900874,-0.86269377,0.14028043,-0.05599010,4.06084503,-1.73905631
-5.35767884,10.34488924,-5.15696236,0.08647014,-0.06506600,1.07524543,-1.03578555,0.45104011,-0.26153631,3.17830085,-1.41873876,2.86968166,-0.87723031,0.14074455,-0.05644119,4.09787437,-1.75938771
-5.35167584,10.46971727,-5.23842702,0.08527165,-0.06550591,1.10329477,-1.05831598,0.45503462,-0.26790881,3.30438865,-1.46258955,2.90680975,-0.88973603,0.14094980,-0.05683269,4.12979937,-1.78075837
-5.34567284,10.58212966,-5.31423474,0.08406597,-0.06599105,1.13017839,-1.07758891,0.45933370,-0.27446413,3.42982250,-1.50678035,2.94021946,-0.90018916,0.14093316,-0.05719876,4.15722975,-1.80342531
-5.33966983,10.68260876,-5.38477788,0.08285745,-0.06652488,1.15567755,-1.09357287,0.46396495,-0.28119672,3.55419815,-1.55154188,2.96971840,-0.90860973,0.14073498,-0.05757849,4.18078417,-1.82770905
-5.33366683,10.77165137,-5.45073050,0.08164536,-0.06711005,1.17957951,-1.10631603,0.46893085,-0.28810257,3.67712603,-1.59720702,2.99510195,-0.91505808,0.14039803,-0.05801475,4.20107240,-1.85399791
-5.32766383,10.84975695,-5.51304384,0.08042428,-0.06774833,1.20168425,-1.11594346,0.47420812,-0.29518065,3.79823460,-1.64420859,3.01616105,-0.91963260,0.13996651,-0.05855282,4.21867757,-1.88274872
-5.32166083,10.91741532,-5.57293091,0.07918472,-0.06844063,1.22181074,-1.12265211,0.47974795,-0.30243411,3.91717157,-1.69307166,3.03269085,-0.92246696,0.13948490,-0.05923900,4.23413878,-1.91448355
-5.31565783,10.97509372,-5.63184009,0.07791385,-0.06918702,1.23980253,-1.12670382,0.48547683,-0.30987120,4.03360249,-1.74440038,3.04449982,-0.92372676,0.13899681,-0.06011909,4.24793465,-1.94978210
-5.30965483,11.02322352,-5.69141777,0.07659641,-0.06998688,1.25553228,-1.12841626,0.49129808,-0.31750583,4.14720695,-1.79885920,3.05141884,-0.92360578,0.13854376,-0.06123689,4.26046833,-1.98926962
-5.30365183,11.06218705,-5.75346089,0.07521573,-0.07083896,1.26890516,-1.12815233,0.49709403,-0.32535763,4.25767269,-1.85714889,3.05331004,-0.92232179,0.13816399,-0.06263273,4.27205460,-2.03360064
-5.29764882,11.09230522,-5.81986039,0.07375467,-0.07174159,1.27986089,-1.12630814,0.50272878,-0.33345141,4.36468797,-1.91997808,3.05007495,-0.92011198,0.13789132,-0.06434208,4.28290965,-2.08343864
-5.29164582,11.11382659,-5.89253733,0.07219672,-0.07269280,1.28837429,-1.12329998,0.50805155,-0.34181601,4.46793295,-1.98803105,3.04166163,-0.91722803,0.13775410,-0.06639426,4.29314405,-2.13943234
-5.28564282,11.12691877,-5.97337356,0.07052691,-0.07369054,1.29445445,-1.11955074,0.51290051,-0.35048266,4.56707072,-2.06193327,3.02807064,-0.91393092,0.13777430,-0.06881138,4.30275952,-2.20218948
-5.27963982,11.13166281,-6.06413956,0.06873273,-0.07473273,1.29814253,-1.11547617,0.51710706,-0.35948258,4.66173875,-2.14221584,3.00935942,-0.91048535,0.13796672,-0.07160739,4.31164961,-2.27224892
-5.27363682,11.12805099,-6.16642213,0.06680486,-0.07581743,1.29950818,-1.11147153,0.52050047,-0.36884423,4.75154155,-2.22928078,2.98564499,-0.90715410,0.13833847,-0.07478745,4.31960455,-2.35005227
-5.26763382,11.11598850,-6.28155492,0.06473774,-0.07694287,1.29864502,-1.10789913,0.52291270,-0.37859017,4.83604513,-2.32336868,2.95710482,-0.90419213,0.13888860,-0.07834756,4.32632014,-2.43591650
-5.26163082,11.09529893,-6.41055507,0.06253001,-0.07810745,1.29566515,-1.10507710,0.52418341,-0.38873372,4.91477382,-2.42453071,2.92397575,-0.90184088,0.13960804,-0.08227439,4.33141033,-2.53000860
