energy_ev,total_up,Bi_p_up,Bi_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,2.20264542,0.22652067,0.00700340,0.69880086,0.91077734,0.02498834,1.00386231
-5.99399700,2.07911501,0.20467692,0.00656016,0.64604809,0.86628707,0.02386017,0.95447323
-5.98799400,1.95628393,0.18439041,0.00613278,0.59518673,0.82159215,0.02269378,0.90412476
-5.98199100,1.83497033,0.16567145,0.00572237,0.54645025,0.77702681,0.02149980,0.85325737
-5.97598799,1.71606870,0.14851616,0.00533023,0.50005266,0.73297967,0.02029027,0.80236359
-5.96998499,1.60053062,0.13290928,0.00495787,0.45618872,0.68988326,0.01907840,0.75197461
-5.96398199,1.48934246,0.11882672,0.00460703,0.41503382,0.64820198,0.01787828,0.70264556
-5.95797899,1.38350141,0.10623794,0.00427964,0.37674367,0.60841880,0.01670459,0.65494017
-5.95197599,1.28399071,0.09510792,0.00397780,0.34145368,0.57102158,0.01557220,0.60941567
-5.94597299,1.19175545,0.08539895,0.00370376,0.30927842,0.53648943,0.01449584,0.56660822
-5.93996998,1.10767957,0.07707204,0.00345984,0.28031089,0.50527967,0.01348976,0.52701964
-5.93396698,1.03256508,0.07008800,0.00324834,0.25462199,0.47781578,0.01256733,0.49110562
-5.92796398,0.96711380,0.06440832,0.00307154,0.23225996,0.45447664,0.01174073,0.45926578
-5.92196098,0.91191207,0.05999565,0.00293156,0.21324997,0.43558731,0.01102070,0.43183560
-5.91595798,0.86741851,0.05681406,0.00283029,0.19759376,0.42141140,0.01041622,0.40908045
-5.90995498,0.83395482,0.05482902,0.00276935,0.18526938,0.41214508,0.00993435,0.39119134
-5.90395198,0.81169938,0.05400706,0.00274998,0.17623089,0.40791272,0.00958004,0.37828263
-5.89794897,0.80068348,0.05431531,0.00277296,0.17040817,0.40876401,0.00935598,0.37039113
-5.89194597,0.80078989,0.05572062,0.00283861,0.16770659,0.41467243,0.00926254,0.36747675
-5.88594297,0.81175342,0.05818863,0.00294665,0.16800679,0.42553511,0.00929773,0.36942428
-5.87993997,0.83316339,0.06168257,0.00309619,0.17116440,0.44117375,0.00945719,0.37604617
-5.87393697,0.86446779,0.06616200,0.00328569,0.17700985,0.46133670,0.00973422,0.38708629
-5.86793397,0.90497914,0.07158137,0.00351293,0.18534836,0.48570211,0.01011991,0.40222446
-5.86193097,0.95388199,0.07788871,0.00377499,0.19596015,0.51388212,0.01060320,0.42108172
-5.85592796,1.01024232,0.08502428,0.00406825,0.20860109,0.54542812,0.01117114,0.44322640
-5.84992496,1.07301897,0.09291944,0.00438840,0.22300380,0.57983719,0.01180902,0.46818096
