energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.82591296,4.52602336,0.24447043,0.45027898,0.07185792,0.73363127,1.03370526,1.51817536,0.01099496,1.36913384
-5.81990995,4.46699886,0.23392051,0.44781570,0.06971222,0.74468763,1.00921649,1.50542406,0.01053051,1.31455767
-5.81390695,4.40313755,0.22452915,0.44399976,0.06809479,0.75141571,0.98510374,1.48986607,0.01006457,1.26547712
-5.80790395,4.33334642,0.21628428,0.43880021,0.06700408,0.75361806,0.96073808,1.47109416,0.00959787,1.22143324
-5.80190095,4.25671416,0.20914980,0.43220876,0.06642585,0.75118398,0.93557705,1.44878708,0.00913137,1.18192881
-5.79589795,4.17253697,0.20306691,0.42424050,0.06633294,0.74409466,0.90917926,1.42271871,0.00866618,1.14643840
-5.78989495,4.08033631,0.19795592,0.41493408,0.06668554,0.73242530,0.88121395,1.39276380,0.00820356,1.11441813
-5.78389195,3.97986796,0.19371865,0.40435105,0.06743193,0.71634394,0.85146557,1.35890017,0.00774490,1.08531541
-5.77788894,3.87112259,0.19024120,0.39257448,0.06850974,0.69610714,0.81983332,1.32120720,0.00729170,1.05857828
-5.77188594,3.75431816,0.18739720,0.37970695,0.06984755,0.67205256,0.78632633,1.27986098,0.00684554,1.03366462
-5.76588294,3.62988511,0.18505145,0.36586795,0.07136696,0.64458887,0.75105491,1.23512636,0.00640805,1.01005113
-5.75987994,3.49844560,0.18306381,0.35119077,0.07298485,0.61418343,0.71421859,1.18734656,0.00598089,0.98724200
-5.75387694,3.36078824,0.18129325,0.33581925,0.07461590,0.58134831,0.67609193,1.13693073,0.00556572,0.96477747
-5.74787394,3.21784004,0.17960202,0.31990426,0.07617521,0.54662523,0.63700895,1.08434042,0.00516419,0.94224190
-5.74187094,3.07063723,0.17785981,0.30360034,0.07758094,0.51057024,0.59734700,1.03007541,0.00477792,0.91927161
-5.73586793,2.92029654,0.17594763,0.28706258,0.07875681,0.47373871,0.55751102,0.97465985,0.00440848,0.89556207
-5.72986493,2.76798841,0.17376155,0.27044377,0.07963442,0.43667131,0.51791896,0.91862914,0.00405741,0.87087446
-5.72386193,2.61491324,0.17121590,0.25389218,0.08015531,0.39988144,0.47898891,0.86251821,0.00372618,0.84504142
-5.71785893,2.46228162,0.16824609,0.23754976,0.08027260,0.36384471,0.44112844,0.80685161,0.00341626,0.81797165
-5.71185593,2.31129900,0.16481071,0.22155112,0.07995222,0.32899066,0.40472654,0.75213565,0.00312907,0.78965342
-5.70585293,2.16315497,0.16089308,0.20602295,0.07917369,0.29569700,0.37014822,0.69885276,0.00286607,0.76015652
-5.69984992,2.01901698,0.15650204,0.19108415,0.07793037,0.26428626,0.33773179,0.64745800,0.00262879,0.72963283
-5.69384692,1.88002811,0.15167206,0.17684642,0.07622923,0.23502505,0.30778867,0.59837770,0.00241882,0.69831516
-5.68784392,1.74730812,0.14646268,0.16341532,0.07409014,0.20812539,0.28060536,0.55200984,0.00223792,0.66651446
-5.68184092,1.62195700,0.14095723,0.15089156,0.07154478,0.18374814,0.25644726,0.50872590,0.00208805,0.63461538
-5.67583792,1.50505997,0.13526109,0.13937259,0.06863511,0.16200788,0.23556376,0.46887373,0.00197139,0.60307021
-5.66983492,1.39769301,0.12949932,0.12895421,0.06541164,0.14297901,0.21819415,0.43278101,0.00189042,0.57239136
-5.66383192,1.30092779,0.12381399,0.11973210,0.06193142,0.12670260,0.20457372,0.40075888,0.00184795,0.54314254
-5.65782891,1.21583515,0.11836110,0.11180320,0.05825598,0.11319342,0.19493949,0.37310515,0.00184711,0.51592865
-5.65182591,1.14348615,0.11330731,0.10526682,0.05444921,0.10244693,0.18953515,0.35010690,0.00189143,0.49138486
-5.64582291,1.08495012,0.10882659,0.10022533,0.05057535,0.09444572,0.18861449,0.33204187,0.00198476,0.47016474
-5.63981991,1.04128891,0.10509669,0.09678436,0.04669705,0.08916509,0.19244325,0.31917859,0.00213128,0.45292780
-5.63381691,1.01354713,0.10229570,0.09505260,0.04287372,0.08657767,0.20129868,0.31177487,0.00233543,0.44032657
-5.62781391,1.00273818,0.10059861,0.09514092,0.03916004,0.08665667,0.21546691,0.31007462,0.00260187,0.43299329
-5.62181091,1.00982596,0.10017392,0.09716101,0.03560485,0.08937798,0.23523786,0.31430308,0.00293533,0.43152641
-5.61580790,1.03570279,0.10118045,0.10122343,0.03225023,0.09472079,0.26089773,0.32466039,0.00334055,0.43647711
-5.60980490,1.08116385,0.10376412,0.10743519,0.02913101,0.10266706,0.29271930,0.34131391,0.00382207,0.44833580
-5.60380190,1.14687916,0.10805504,0.11589695,0.02627444,0.11319988,0.33095024,0.36438948,0.00438415,0.46751901
-5.59779890,1.23336402,0.11416458,0.12669986,0.02370023,0.12630091,0.37579996,0.39396218,0.00503054,0.49435686
-5.59179590,1.34094931,0.12218283,0.13992225,0.02142074,0.14194720,0.42742547,0.43004697,0.00576437,0.52908133
-5.58579290,1.46975320,0.13217615,0.15562635,0.01944141,0.16010760,0.48591697,0.47258984,0.00658792,0.57181585
-5.57978989,1.61965577,0.14418512,0.17385519,0.01776130,0.18073925,0.55128388,0.52146017,0.00750254,0.62256647
-5.57378689,1.79027850,0.15822281,0.19462985,0.01637383,0.20378417,0.62344210,0.57644478,0.00850847,0.68121525
-5.56778389,1.98097004,0.17427357,0.21794732,0.01526749,0.22916659,0.70220328,0.63724438,0.00960480,0.74751620
-5.56178089,2.19080004,0.19229231,0.24377909,0.01442661,0.25679100,0.78726696,0.70347281,0.01078933,0.82109430
-5.55577789,2.41856213,0.21220442,0.27207066,0.01383222,0.28654127,0.87821602,0.77465966,0.01205862,0.90144804
-5.54977489,2.66278702,0.23390641,0.30274212,0.01346282,0.31828093,0.97451625,0.85025626,0.01340803,0.98795566
-5.54377189,2.92176605,0.25726723,0.33568970,0.01329509,0.35185479,1.07552021,0.92964530,0.01483176,1.07988539
-5.53776888,3.19358492,0.28213043,0.37078854,0.01330467,0.38709171,1.18047552,1.01215384,0.01632302,1.17640958
-5.53176588,3.47616687,0.30831692,0.40789626,0.01346678,0.42380846,1.28853764,1.09706935,0.01787417,1.27662248
-5.52576288,3.76732371,0.33562857,0.44685755,0.01375681,0.46181461,1.39878653,1.18365811,0.01947702,1.37956129
-5.51975988,4.06481262,0.36385224,0.48750916,0.01415086,0.50091796,1.51024684,1.27118527,0.02112297,1.48422971
-5.51375688,4.36639603,0.39276431,0.52968530,0.01462619,0.54093025,1.62191068,1.35893554,0.02280337,1.58962322
-5.50775388,4.66990176,0.42213545,0.57322288,0.01516164,0.58167286,1.73276192,1.44623353,0.02450972,1.69475493
-5.50175088,4.97327984,0.45173549,0.61796637,0.01573788,0.62298191,1.84180101,1.53246245,0.02623394,1.79868098
-5.49574787,5.27465322,0.48133808,0.66377176,0.01633772,0.66471250,1.94806913,1.61708032,0.02796864,1.90052420
-5.48974487,5.57235903,0.51072504,0.71050937,0.01694625,0.70674165,2.05067043,1.69963251,0.02970725,1.99949493
-5.48374187,5.86497798,0.53969024,0.75806522,0.01755089,0.74896978,2.14879132,1.77976000,0.03144419,2.09490796
-5.47773887,6.15135011,0.56804263,0.80634060,0.01814147,0.79132029,2.24171601,1.85720255,0.03317494,2.18619466
-5.47173587,6.43057560,0.59560867,0.85525000,0.01871009,0.83373749,2.32883757,1.93179685,0.03489606,2.27290983
-5.46573287,6.70200063,0.62223371,0.90471717,0.01925102,0.87618256,2.40966405,2.00346939,0.03660516,2.35473280
-5.45972986,6.96518912,0.64778261,0.95466962,0.01976048,0.91862801,2.48381977,2.07222463,0.03830074,2.43146288
-5.45372686,7.21988193,0.67213943,1.00503181,0.02023636,0.96105074,2.55104180,2.13812901,0.03998209,2.50300948
-5.44772386,7.46594637,0.69520647,1.05571742,0.02067793,1.00342419,2.61117223,2.20129197,0.04164902,2.56937757
-5.44172086,7.70331905,0.71690260,1.10662123,0.02108546,1.04571000,2.66414704,2.26184485,0.04330165,2.63064932
-5.43571786,7.93194595,0.73716117,1.15761121,0.02145992,1.08784969,2.70998223,2.31991923,0.04494017,2.68696316
-5.42971486,8.15172359,0.75592766,1.20852129,0.02180253,1.12975704,2.74875863,2.37562587,0.04656455,2.73849137
-5.42371186,8.36244527,0.77315719,1.25914558,0.02211452,1.17131154,2.78060611,2.42903565,0.04817434,2.78541768
-5.41770885,8.56375584,0.78881215,1.30923442,0.02239677,1.21235345,2.80568839,2.48016358,0.04976842,2.82791600
-5.41170585,8.75511811,0.80285998,1.35849271,0.02264959,1.25268089,2.82418932,2.52895693,0.05134492,2.86613152
-5.40570285,8.93579304,0.81527134,1.40658093,0.02287255,1.29204925,2.83630142,2.57528807,0.05290105,2.90016517
-5.39969985,9.10483523,0.82601866,1.45311887,0.02306435,1.33017299,2.84221703,2.61895254,0.05443314,2.93006211
-5.39369685,9.26110396,0.83507520,1.49769206,0.02322287,1.36672993,2.84212260,2.65967221,0.05593665,2.95580486
-5.38769385,9.40328925,0.84241448,1.53986082,0.02334517,1.40136794,2.83619597,2.69710358,0.05740633,2.97731109
-5.38169085,9.52995158,0.84801025,1.57917146,0.02342765,1.43371360,2.82460647,2.73085041,0.05883638,2.99443620
-5.37568784,9.63957278,0.85183684,1.61516912,0.02346629,1.46338272,2.80751762,2.76048008,0.06022074,3.00698011
-5.36968484,9.73061553,0.85386979,1.64741176,0.02345686,1.48999205,2.78509173,2.78554268,0.06155342,3.01469802
-5.36368184,9.80158786,0.85408682,1.67548449,0.02339527,1.51317171,2.75749581,2.80559177,0.06282881,3.01731406
-5.35767884,9.85110945,0.85246902,1.69901356,0.02327783,1.53257785,2.72490823,2.82020563,0.06404207,3.01453726
-5.35167584,9.87797594,0.84900207,1.71767941,0.02310161,1.54790483,2.68752534,2.82900799,0.06518953,3.00607889
-5.34567284,9.88121831,0.84367767,1.73122792,0.02286468,1.55889649,2.64556744,2.83168713,0.06626899,2.99167013
-5.33966983,9.86015403,0.83649492,1.73947952,0.02256640,1.56535591,2.59928371,2.82801242,0.06728003,2.97107928
-5.33366683,9.81442785,0.82746175,1.74233563,0.02220757,1.56715325,2.54895552,2.81784766,0.06822424,2.94412774
-5.32766383,9.74404024,0.81659623,1.73978214,0.02179057,1.56423137,2.49489795,2.80116048,0.06910533,2.91070397
-5.32166083,9.64936241,0.80392790,1.73188984,0.02131941,1.55660887,2.43745941,2.77802762,0.06992917,2.87077490
-5.31565783,9.53113739,0.78949887,1.71881194,0.02079969,1.54438052,2.37701917,2.74863569,0.07070359,2.82439432
-5.30965483,9.39046735,0.77336492,1.70077869,0.02023846,1.52771502,2.31398320,2.71327776,0.07143823,2.77170805
-5.30365183,9.22878802,0.75559624,1.67808966,0.01964410,1.50685019,2.24877829,2.67234570,0.07214405,2.71295560
-5.29764882,9.04783169,0.73627811,1.65110404,0.01902602,1.48208578,2.18184485,2.62631883,0.07283281,2.64846854
-5.29164582,8.84958045,0.71551114,1.62022960,0.01839438,1.45377422,2.11362880,2.57574949,0.07351648,2.57866558
-5.28564282,8.63621234,0.69341133,1.58591088,0.01775983,1.42230983,2.04457296,2.52124600,0.07420640,2.50404466
-5.27963982,8.41004260,0.67010969,1.54861732,0.01713307,1.38811669,1.97510826,2.46345409,0.07491257,2.42517264
-5.27363682,8.17346311,0.64575154,1.50883184,0.01652465,1.35163608,1.90564538,2.40303741,0.07564278,2.34267279
-5.26763382,7.92888271,0.62049539,1.46704072,0.01594456,1.31331366,1.83656717,2.34065814,0.07640187,2.25721100
-5.26163082,7.67867107,0.59451152,1.42372495,0.01540203,1.27358727,1.76822222,2.27695862,0.07719100,2.16948112
-5.25562781,7.42510890,0.56798020,1.37935367,0.01490533,1.23287570,1.70091996,2.21254486,0.07800713,2.08019013
-5.24962481,7.17034648,0.54108965,1.33437991,0.01446158,1.19156904,1.63492761,2.14797263,0.07884261,1.99004392
-5.24362181,6.91637241,0.51403384,1.28923871,0.01407671,1.15002085,1.57046908,2.08373694,0.07968507,1.89973414
-5.23761881,6.66499391,0.48701018,1.24434765,0.01375545,1.10854274,1.50772603,2.02026533,0.08051752,1.80992672
-5.23161581,6.41782908,0.46021722,1.20010958,0.01350137,1.06740130,1.44684101,1.95791529,0.08131869,1.72125254
-5.22561281,6.17631127,0.43385247,1.15691723,0.01331706,1.02681751,1.38792261,1.89697595,0.08206377,1.63430044
-5.21960980,5.94170474,0.40811031,1.11515935,0.01320423,0.98696875,1.33105246,1.83767383,0.08272527,1.54961286
-5.21360680,5.71513016,0.38318027,1.07522775,0.01316397,0.94799288,1.27629357,1.78018226,0.08327416,1.46768394
-5.20760380,5.49759797,0.35924554,1.03752478,0.01319694,0.90999432,1.22369983,1.72463389,0.08368123,1.38896011
-5.20160080,5.29004704,0.33648178,1.00247054,0.01330362,0.87305160,1.17332591,1.67113538,0.08391851,1.31384261
-5.19559780,5.09338576,0.31505621,0.97050924,0.01348447,0.83722584,1.12523729,1.61978333,0.08396075,1.24269173
-5.18959480,4.90853242,0.29512706,0.94211418,0.01374012,0.80256960,1.07951952,1.57068034,0.08378688,1.17583205
-5.18359180,4.73645166,0.27684307,0.91779076,0.01407144,0.76913558,1.03628640,1.52394997,0.08338128,1.11355814
-5.17758879,4.57818427,0.26034320,0.89807725,0.01447960,0.73698448,0.99568636,1.47974958,0.08273496,1.05614014
-5.17158579,4.43486742,0.24575629,0.88354282,0.01496600,0.70619157,0.95790664,1.43828000,0.08184637,1.00382843
-5.16558279,4.30774354,0.23320067,0.87478298,0.01553212,0.67685155,0.92317492,1.39979113,0.08072196,0.95685712
-5.15957979,4.19815636,0.22278357,0.87241218,0.01617939,0.64908133,0.89175807,1.36458296,0.07937627,0.91544571
-5.15357679,4.10753345,0.21460028,0.87705384,0.01690881,0.62302054,0.86395807,1.33300156,0.07783177,0.87979869
-5.14757379,4.03735568,0.20873298,0.88932811,0.01772071,0.59882971,0.84010494,1.30543017,0.07611821,0.85010303
-5.14157079,3.98911447,0.20524933,0.90983782,0.01861429,0.57668624,0.82054710,1.28227545,0.07427161,0.82652343
-5.13556778,3.96425897,0.20420060,0.93915308,0.01958731,0.55677830,0.80563938,1.26394980,0.07233299,0.80919573
-5.12956478,3.96413541,0.20561968,0.97779523,0.02063570,0.53929708,0.79572928,1.25085037,0.07034681,0.79821865
-5.12356178,3.98992204,0.20951877,1.02622082,0.02175319,0.52442777,0.79114189,1.24333596,0.06835920,0.79364447
-5.11755878,4.04256302,0.21588709,1.08480632,0.02293112,0.51233977,0.79216434,1.24170318,0.06641610,0.79546923
-5.11155578,4.12270481,0.22468860,1.15383419,0.02415820,0.50317680,0.79903040,1.24616303,0.06456144,0.80362306
-5.10555278,4.23063886,0.23585993,1.23348107,0.02542050,0.49704722,0.81190585,1.25681952,0.06283535,0.81796138
-5.09954977,4.36625382,0.24930870,1.32380851,0.02670154,0.49401543,0.83087547,1.27365132,0.06127254,0.83825759
-5.09354677,4.52900024,0.26491235,1.42475684,0.02798243,0.49409453,0.85593222,1.29649797,0.05990094,0.86419783
-5.08754377,4.71787001,0.28251758,1.53614222,0.02924232,0.49724084,0.88696898,1.32505122,0.05874067,0.89537841
-5.08154077,4.93139210,0.30194070,1.65765737,0.03045879,0.50335056,0.92377351,1.35885241,0.05780329,0.93130611
-5.07553777,5.16764542,0.32296866,1.78887564,0.03160850,0.51225870,0.96602679,1.39729616,0.05709148,0.97140181
-5.06953477,5.42428842,0.34536112,1.92925838,0.03266785,0.52374047,1.01330479,1.43964039,0.05659910,1.01500721
-5.06353177,5.69860466,0.36885340,2.07816525,0.03361373,0.53751506,1.06508386,1.48502236,0.05631162,1.06139485
-5.05752876,5.98756244,0.39316022,2.23486694,0.03442432,0.55325163,1.12074947,1.53248026,0.05620686,1.10978095
-5.05152576,6.28788595,0.41798032,2.39855967,0.03507978,0.57057729,1.17960804,1.58097921,0.05625609,1.15934070
-5.04552276,6.59613490,0.44300158,2.56838075,0.03556307,0.58908680,1.24090155,1.62944077,0.05642533,1.20922562
-5.03951976,6.90878928,0.46790677,2.74342446,0.03586047,0.60835347,1.30382433,1.67677467,0.05667681,1.25858217
-5.03351676,7.22233541,0.49237944,2.92275744,0.03596218,0.62794083,1.36754161,1.72191125,0.05697057,1.30657105
-5.02751376,7.53334975,0.51610996,3.10543283,0.03586267,0.64741477,1.43120910,1.76383331,0.05726608,1.35238652
-5.02151076,7.83857703,0.53880139,3.29050253,0.03556088,0.66635534,1.49399310,1.80160612,0.05752377,1.39527497
-5.01550775,8.13499944,0.56017502,3.47702698,0.03506028,0.68436816,1.55509034,1.83440411,0.05770649,1.43455212
-5.00950475,8.41989440,0.57997532,3.66408206,0.03436875,0.70109464,1.61374712,1.86153345,0.05778082,1.46961823
-5.00350175,8.69087890,0.59797426,3.85076297,0.03349830,0.71622095,1.66927697,1.88244947,0.05771810,1.49997098
-4.99749875,8.94593920,0.61397471,4.03618503,0.03246459,0.72948526,1.72107645,1.89676857,0.05749524,1.52521537
-4.99149575,9.18344535,0.62781299,4.21948156,0.03128645,0.74068317,1.76863849,1.90427399,0.05709531,1.54507062
-4.98549275,9.40215089,0.63936039,4.39979937,0.02998513,0.74967110,1.81156297,1.90491581,0.05650776,1.55937375
-4.97948974,9.60117863,0.64852380,4.57629243,0.02858366,0.75636766,1.84956413,1.89880508,0.05572845,1.56807990
-4.97348674,9.77999423,0.65524538,4.74811438,0.02710604,0.76075299,1.88247470,1.88620274,0.05475939,1.57125939
-4.96748374,9.93836964,0.65950136,4.91441094,0.02557653,0.76286625,1.91024647,1.86750398,0.05360829,1.56909187
-4.96148074,10.07633903,0.66130022,5.07431300,0.02401892,0.76280134,1.93294745,1.84321890,0.05228791,1.56185752
-4.95547774,10.19414995,0.66068018,5.22693142,0.02245589,0.76070108,1.95075559,1.81395039,0.05081528,1.54992606
-4.94947474,10.29221245,0.65770630,5.37135444,0.02090844,0.75675025,1.96394919,1.78037032,0.04921081,1.53374357
-4.94347174,10.37104914,0.65246735,5.50664842,0.01939545,0.75116755,1.97289451,1.74319494,0.04749740,1.51381786
-4.93746873,10.43124857,0.64507249,5.63186251,0.01793331,0.74419704,1.97803077,1.70316070,0.04569951,1.49070272
-4.93146573,10.47342416,0.63564798,5.74603760,0.01653573,0.73609913,1.97985308,1.66100112,0.04384223,1.46498160
-4.92546273,10.49818053,0.62433408,5.84821979,0.01521360,0.72714164,1.97889399,1.61742574,0.04195053,1.43725120
-4.91945973,10.50608844,0.61128213,5.93747805,0.01397504,0.71759110,1.97570419,1.57310170,0.04004849,1.40810547
-4.91345673,10.49766908,0.59665197,6.01292572,0.01282546,0.70770461,1.97083310,1.52863834,0.03815872,1.37812044
-4.90745373,10.47338808,0.58060970,6.07374520,0.01176780,0.69772252,1.96481018,1.48457542,0.03630183,1.34784041
-4.90145073,10.43365882,0.56332586,6.11921492,0.01080275,0.68786209,1.95812759,1.44137487,0.03449612,1.31776585
-4.89544772,10.37885452,0.54497394,6.14873748,0.00992910,0.67831246,1.95122500,1.39941626,0.03275734,1.28834337
-4.88944472,10.30932796,0.52572925,6.16186784,0.00914404,0.66923087,1.94447722,1.35899579,0.03109855,1.25995797
-4.88344172,10.22543762,0.50576814,6.15834040,0.00844357,0.66074043,1.93818517,1.32032859,0.02953013,1.23292804
-4.87743872,10.12757874,0.48526743,6.13809375,0.00782282,0.65292934,1.93257069,1.28355410,0.02805986,1.20750290
-4.87143572,10.01621756,0.46440408,6.10129202,0.00727639,0.64585169,1.92777548,1.24874397,0.02669309,1.18386324
-4.86543272,9.89192739,0.44335499,6.04834199,0.00679872,0.63952970,1.92386419,1.21591211,0.02543296,1.16212420
-4.85942971,9.75542461,0.42229690,5.97990519,0.00638432,0.63395732,1.92083177,1.18502640,0.02428064,1.14234108
-4.85342671,9.60760323,0.40140626,5.89690443,0.00602804,0.62910510,1.91861451,1.15602149,0.02323566,1.12451729
-4.84742371,9.44956642,0.38085916,5.80052453,0.00572525,0.62492605,1.91710451,1.12881222,0.02229620,1.10861430
-4.84142071,9.28265376,0.36083103,5.69220713,0.00547205,0.62136222,1.91616667,1.10330708,0.02145941,1.09456305
-4.83541771,9.10846266,0.34149634,5.57363962,0.00526528,0.61835181,1.91565752,1.07942120,0.02072172,1.08227630
-4.82941471,8.92886299,0.32302801,5.44673837,0.00510270,0.61583636,1.91544474,1.05708849,0.02007914,1.07166135
-4.82341171,8.74600361,0.30559664,5.31362660,0.00498289,0.61376776,1.91542635,1.03627230,0.01952750,1.06263245
-4.81740870,8.56230972,0.28936945,5.17660714,0.00490532,0.61211470,1.91554841,1.01697432,0.01906275,1.05512228
-4.81140570,8.38047018,0.27450892,5.03813057,0.00487022,0.61086818,1.91582027,0.99924141,0.01868111,1.04909187
-4.80540270,8.20341397,0.26117109,4.90075887,0.00487851,0.61004582,1.91632616,0.98316989,0.01837923,1.04453839
-4.79939970,8.03427518,0.24950356,4.76712516,0.00493168,0.60969469,1.91723250,0.96890726,0.01815436,1.04150033
-4.79339670,7.87634631,0.23964309,4.63988978,0.00503161,0.60989240,1.91879018,0.95665118,0.01800434,1.04005971
-4.78739370,7.73301997,0.23171287,4.52169310,0.00518038,0.61074642,1.92133148,0.94664559,0.01792767,1.04034111
-4.78139070,7.60771964,0.22581961,4.41510577,0.00538012,0.61239148,1.92526156,0.93917427,0.01792343,1.04250749
-4.77538769,7.50382051,0.22205025,4.32257682,0.00563275,0.61498514,1.93104465,0.93455173,0.01799118,1.04675286
-4.76938469,7.42456236,0.22046864,4.24638075,0.00593978,0.61870170,1.93918566,0.93311202,0.01813086,1.05329223
-4.76338169,7.37295675,0.22111218,4.18856458,0.00630212,0.62372466,1.95020778,0.93519568,0.01834252,1.06234913
-4.75737869,7.35169161,0.22398859,4.15089630,0.00671987,0.63023802,1.96462733,0.94113543,0.01862619,1.07414152
-4.75137569,7.36303686,0.22907299,4.13481638,0.00719213,0.63841694,1.98292693,0.95124106,0.01898159,1.08886660
-4.74537269,7.40875496,0.23630543,4.14139428,0.00771690,0.64841797,2.00552852,0.96578427,0.01940785,1.10668553
-4.73936968,7.49002082,0.24558912,4.17129185,0.00829091,0.66036956,2.03276745,0.98498406,0.01990336,1.12770873
-4.73336668,7.60735520,0.25678955,4.22473585,0.00890959,0.67436314,2.06486929,1.00899322,0.02046547,1.15198272
-4.72736368,7.76057576,0.26973455,4.30150144,0.00956706,0.69044536,2.10193021,1.03788672,0.02109036,1.17947917
-4.72136068,7.94876924,0.28421564,4.40090863,0.01025619,0.70861174,2.14390246,1.07165239,0.02177291,1.21008677
-4.71535768,8.17028768,0.29999057,4.52183274,0.01096867,0.72880217,2.19058533,1.11018434,0.02250666,1.24360658
-4.70935468,8.42277022,0.31678717,4.66272996,0.01169518,0.75089844,2.24162244,1.15327957,0.02328381,1.27975104
-4.70335168,8.70319137,0.33430856,4.82167804,0.01242566,0.77472401,2.29650522,1.20063773,0.02409536,1.31814671
-4.69734867,9.00793465,0.35223947,4.99643149,0.01314948,0.80004591,2.35458270,1.25186427,0.02493128,1.35834091
-4.69134567,9.33288966,0.37025369,5.18448982,0.01385585,0.82657885,2.41507694,1.30647671,0.02578077,1.39981163
-4.68534267,9.67356902,0.38802221,5.38317662,0.01453404,0.85399128,2.47710339,1.36391386,0.02663258,1.44198050
-4.67933967,10.02524046,0.40522202,5.58972634,0.01517383,0.88191309,2.53969519,1.42354745,0.02747536,1.48422810
-4.67333667,10.38306842,0.42154495,5.80137527,0.01576573,0.90994475,2.60183020,1.48469582,0.02829810,1.52591087
-4.66733367,10.74225874,0.43670639,6.01545248,0.01630139,0.93766726,2.66245959,1.54663899,0.02909047,1.56637887
-4.66133067,11.09819987,0.45045340,6.22946651,0.01677381,0.96465280,2.72053654,1.60863451,0.02984322,1.60499347
-4.65532766,11.44659385,0.46257187,6.44118346,0.01717760,0.99047535,2.77504410,1.66993346,0.03054852,1.64114430
-4.64932466,11.78357110,0.47289242,6.64869259,0.01750914,1.01472107,2.82502078,1.72979598,0.03120022,1.67426473
-4.64332166,12.10578345,0.48129470,6.85045585,0.01776665,1.03699800,2.86958324,1.78750585,0.03179402,1.70384516
