energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.57978989,3.68743526,0.00494576,0.45177220,2.57320857,2.42238146,0.60042115,0.00000000
-5.57378689,3.71429253,0.00536024,0.44244512,2.53878272,2.45146999,0.60931457,0.00000000
-5.56778389,3.74408738,0.00581002,0.43428408,2.51192933,2.48043226,0.61944343,0.00000000
-5.56178089,3.77635627,0.00629361,0.42734309,2.49264790,2.50892916,0.63065202,0.00000000
-5.55577789,3.81039518,0.00680856,0.42161552,2.48060204,2.53650860,0.64274134,0.00000000
-5.54977489,3.84528343,0.00735142,0.41703783,2.47514104,2.56262150,0.65547142,0.00000000
-5.54377189,3.87991679,0.00791760,0.41349541,2.47533267,2.58664240,0.66856529,0.00000000
-5.53776888,3.91304814,0.00850147,0.41083010,2.48000537,2.60789390,0.68171457,0.00000000
-5.53176588,3.94333399,0.00909629,0.40884914,2.48779805,2.62567350,0.69458650,0.00000000
-5.52576288,3.96938452,0.00969433,0.40733497,2.49721531,2.63928164,0.70683224,0.00000000
-5.51975988,3.98981498,0.01028701,0.40605536,2.50668571,2.64804947,0.71809612,0.00000000
-5.51375688,4.00329626,0.01086506,0.40477367,2.51462080,2.65136519,0.72802555,0.00000000
-5.50775388,4.00860233,0.01141870,0.40325850,2.51947272,2.64869767,0.73628112,0.00000000
-5.50175088,4.00465283,0.01193799,0.40129260,2.51978814,2.63961637,0.74254662,0.00000000
-5.49574787,3.99054916,0.01241302,0.39868063,2.51425682,2.62380684,0.74653846,0.00000000
-5.48974487,3.96560285,0.01283425,0.39525551,2.50175306,2.60108134,0.74801420,0.00000000
-5.48374187,3.92935544,0.01319284,0.39088331,2.48136894,2.57138429,0.74677982,0.00000000
-5.47773887,3.88158967,0.01348090,0.38546649,2.45243847,2.53479277,0.74269536,0.00000000
-5.47173587,3.82233187,0.01369179,0.37894555,2.41455214,2.49151221,0.73567893,0.00000000
-5.46573287,3.75184625,0.01382036,0.37129917,2.36756195,2.44186811,0.72570877,0.00000000
-5.45972986,3.67062186,0.01386312,0.36254294,2.31157710,2.38629427,0.71282338,0.00000000
-5.45372686,3.57935325,0.01381840,0.35272686,2.24695115,2.32531849,0.69711979,0.00000000
-5.44772386,3.47891626,0.01368639,0.34193189,2.17426155,2.25954662,0.67875005,0.00000000
-5.44172086,3.37034010,0.01346917,0.33026562,2.09428278,2.18964573,0.65791621,0.00000000
-5.43571786,3.25477726,0.01317062,0.31785753,2.00795451,2.11632730,0.63486391,0.00000000
-5.42971486,3.13347238,0.01279631,0.30485384,1.91634621,2.04033095,0.60987499,0.00000000
-5.42371186,3.00773131,0.01235332,0.29141234,1.82061974,1.96240934,0.58325939,0.00000000
-5.41770885,2.87889117,0.01184996,0.27769731,1.72199150,1.88331444,0.55534666,0.00000000
-5.41170585,2.74829233,0.01129555,0.26387462,1.62169533,1.80378548,0.52647740,0.00000000
-5.40570285,2.61725264,0.01070008,0.25010734,1.52094757,1.72453846,0.49699493,0.00000000
-5.39969985,2.48704438,0.01007394,0.23655168,1.42091518,1.64625728,0.46723743,0.00000000
-5.39369685,2.35887390,0.00942756,0.22335357,1.32268782,1.56958611,0.43753083,0.00000000
-5.38769385,2.23386424,0.00877117,0.21064569,1.22725445,1.49512299,0.40818244,0.00000000
-5.38169085,2.11304041,0.00811448,0.19854518,1.13548487,1.42341425,0.37947578,0.00000000
-5.37568784,1.99731732,0.00746649,0.18715176,1.04811626,1.35494975,0.35166626,0.00000000
-5.36968484,1.88749033,0.00683529,0.17654649,0.96574475,1.29015863,0.32497809,0.00000000
-5.36368184,1.78422817,0.00622786,0.16679099,0.88882180,1.22940565,0.29960224,0.00000000
-5.35767884,1.68806835,0.00565006,0.15792708,0.81765506,1.17298817,0.27569540,0.00000000
-5.35167584,1.59941486,0.00510652,0.14997695,0.75241319,1.12113374,0.25337998,0.00000000
-5.34567284,1.51853833,0.00460064,0.14294365,0.69313415,1.07399868,0.23274489,0.00000000
-5.33966983,1.44557867,0.00413467,0.13681198,0.63973645,1.03166768,0.21384721,0.00000000
-5.33366683,1.38055010,0.00370973,0.13154980,0.59203267,0.99415472,0.19671438,0.00000000
-5.32766383,1.32334865,0.00332595,0.12710954,0.54974465,0.96140539,0.18134701,0.00000000
-5.32166083,1.27376204,0.00298258,0.12343012,0.51251985,0.93330090,0.16772210,0.00000000
-5.31565783,1.23148173,0.00267811,0.12043906,0.47994825,0.90966354,0.15579647,0.00000000
-5.30965483,1.19611692,0.00241046,0.11805480,0.45157933,0.89026378,0.14551044,0.00000000
-5.30365183,1.16721000,0.00217707,0.11618922,0.42693854,0.87482865,0.13679151,0.00000000
-5.29764882,1.14425319,0.00197511,0.11475020,0.40554300,0.86305125,0.12955797,0.00000000
-5.29164582,1.12670558,0.00180152,0.11364424,0.38691589,0.85460086,0.12372239,0.00000000
-5.28564282,1.11401013,0.00165322,0.11277902,0.37059931,0.84913346,0.11919479,0.00000000
-5.27963982,1.10560989,0.00152714,0.11206583,0.35616538,0.84630203,0.11588552,0.00000000
-5.27363682,1.10096295,0.00142036,0.11142176,0.34322522,0.84576618,0.11370765,0.00000000
-5.26763382,1.09955537,0.00133012,0.11077168,0.33143591,0.84720079,0.11257896,0.00000000
-5.26163082,1.10091184,0.00125392,0.11004979,0.32050521,0.85030322,0.11242332,0.00000000
-5.25562781,1.10460355,0.00118951,0.10920082,0.31019410,0.85479874,0.11317157,0.00000000
-5.24962481,1.11025308,0.00113496,0.10818083,0.30031728,0.86044414,0.11476180,0.00000000
-5.24362181,1.11753639,0.00108858,0.10695753,0.29074163,0.86702931,0.11713913,0.00000000
-5.23761881,1.12618172,0.00104900,0.10551012,0.28138305,0.87437694,0.12025489,0.00000000
-5.23161581,1.13596590,0.00101509,0.10382884,0.27220173,0.88234033,0.12406545,0.00000000
-5.22561281,1.14670832,0.00098595,0.10191403,0.26319626,0.89079971,0.12853051,0.00000000
-5.21960980,1.15826299,0.00096090,0.09977493,0.25439692,0.89965732,0.13361127,0.00000000
-5.21360680,1.17050933,0.00093943,0.09742827,0.24585836,0.90883160,0.13926825,0.00000000
-5.20760380,1.18334231,0.00092116,0.09489665,0.23765221,0.91825090,0.14545917,0.00000000
-5.20160080,1.19666242,0.00090582,0.09220687,0.22985979,0.92784723,0.15213678,0.00000000
-5.19559780,1.21036637,0.00089322,0.08938826,0.22256521,0.93755034,0.15924702,0.00000000
-5.18959480,1.22433878,0.00088321,0.08647111,0.21584923,0.94728263,0.16672733,0.00000000
-5.18359180,1.23844564,0.00087566,0.08348522,0.20978405,0.95695512,0.17450554,0.00000000
-5.17758879,1.25252980,0.00087042,0.08045871,0.20442913,0.96646486,0.18249922,0.00000000
-5.17158579,1.26640886,0.00086736,0.07741703,0.19982811,0.97569394,0.19061564,0.00000000
-5.16558279,1.27987561,0.00086628,0.07438228,0.19600707,0.98451012,0.19875239,0.00000000
-5.15957979,1.29270111,0.00086698,0.07137278,0.19297383,0.99276930,0.20679866,0.00000000
-5.15357679,1.30464021,0.00086918,0.06840294,0.19071838,1.00031959,0.21463718,0.00000000
-5.14757379,1.31543939,0.00087261,0.06548341,0.18921430,1.00700677,0.22214672,0.00000000
-5.14157079,1.32484638,0.00087693,0.06262135,0.18842092,1.01268110,0.22920509,0.00000000
-5.13556778,1.33262124,0.00088182,0.05982103,0.18828610,1.01720494,0.23569249,0.00000000
-5.12956478,1.33854816,0.00088693,0.05708443,0.18874942,1.02046078,0.24149508,0.00000000
-5.12356178,1.34244738,0.00089193,0.05441196,0.18974549,1.02235942,0.24650854,0.00000000
-5.11755878,1.34418658,0.00089653,0.05180325,0.19120725,1.02284752,0.25064159,0.00000000
-5.11155578,1.34369093,0.00090048,0.04925786,0.19306903,1.02191437,0.25381903,0.00000000
-5.10555278,1.34095131,0.00090359,0.04677593,0.19526915,1.01959718,0.25598442,0.00000000
-5.09954977,1.33603002,0.00090577,0.04435875,0.19775208,1.01598459,0.25710203,0.00000000
-5.09354677,1.32906354,0.00090702,0.04200922,0.20046983,1.01121814,0.25715814,0.00000000
-5.08754377,1.32026209,0.00090745,0.03973208,0.20338284,1.00549131,0.25616136,0.00000000
-5.08154077,1.30990586,0.00090728,0.03753409,0.20645997,0.99904619,0.25414230,0.00000000
-5.07553777,1.29833784,0.00090685,0.03542399,0.20967805,0.99216776,0.25115225,0.00000000
-5.06953477,1.28595354,0.00090661,0.03341228,0.21302072,0.98517576,0.24726114,0.00000000
-5.06353177,1.27318802,0.00090713,0.03151103,0.21647688,0.97841463,0.24255490,0.00000000
-5.05752876,1.26050069,0.00090903,0.02973335,0.22003875,0.97224179,0.23713226,0.00000000
-5.05152576,1.24835843,0.00091303,0.02809299,0.22369984,0.96701457,0.23110116,0.00000000
-5.04552276,1.23721803,0.00091987,0.02660378,0.22745282,0.96307665,0.22457510,0.00000000
-5.03951976,1.22750840,0.00093033,0.02527905,0.23128747,0.96074413,0.21766944,0.00000000
-5.03351676,1.21961351,0.00094513,0.02413108,0.23518896,0.96029225,0.21049788,0.00000000
-5.02751376,1.21385672,0.00096496,0.02317055,0.23913645,0.96194292,0.20316941,0.00000000
-5.02151076,1.21048723,0.00099041,0.02240609,0.24310209,0.96585386,0.19578560,0.00000000
-5.01550775,1.20966912,0.00102196,0.02184384,0.24705059,0.97210970,0.18843856,0.00000000
-5.00950475,1.21147347,0.00105993,0.02148713,0.25093924,0.98071541,0.18120955,0.00000000
-5.00350175,1.21587401,0.00110448,0.02133624,0.25471856,0.99159245,0.17416820,0.00000000
-4.99749875,1.22274627,0.00115557,0.02138825,0.25833335,1.00457777,0.16737241,0.00000000
-4.99149575,1.23187044,0.00121298,0.02163704,0.26172430,1.01942582,0.16086880,0.00000000
-4.98549275,1.24293790,0.00127629,0.02207336,0.26482994,1.03581356,0.15469372,0.00000000
-4.97948974,1.25556104,0.00134489,0.02268495,0.26758894,1.05334846,0.14887460,0.00000000
-4.97348674,1.26928631,0.00141804,0.02345684,0.26994273,1.07157921,0.14343169,0.00000000
-4.96748374,1.28360993,0.00149484,0.02437168,0.27183818,1.09000891,0.13837987,0.00000000
-4.96148074,1.29799583,0.00157434,0.02541014,0.27323046,1.10811044,0.13373063,0.00000000
-4.95547774,1.31189526,0.00165554,0.02655134,0.27408587,1.12534348,0.12949396,0.00000000
-4.94947474,1.32476740,0.00173749,0.02777336,0.27438460,1.14117269,0.12568010,0.00000000
-4.94347174,1.33610037,0.00181930,0.02905376,0.27412328,1.15508653,0.12230111,0.00000000
-4.93746873,1.34543187,0.00190025,0.03037007,0.27331728,1.16661597,0.11937214,0.00000000
-4.93146573,1.35236861,0.00197982,0.03170026,0.27200265,1.17535250,0.11691243,0.00000000
-4.92546273,1.35660404,0.00205776,0.03302326,0.27023762,1.18096475,0.11494596,0.00000000
-4.91945973,1.35793345,0.00213414,0.03431935,0.26810344,1.18321302,0.11350168,0.00000000
-4.91345673,1.35626586,0.00220937,0.03557052,0.26570463,1.18196117,0.11261345,0.00000000
-4.90745373,1.35163221,0.00228422,0.03676077,0.26316845,1.17718519,0.11231964,0.00000000
-4.90145073,1.34418922,0.00235984,0.03787635,0.26064349,1.16897811,0.11266232,0.00000000
-4.89544772,1.33421886,0.00243775,0.03890591,0.25829739,1.15755097,0.11368620,0.00000000
-4.88944472,1.32212300,0.00251974,0.03984055,0.25631353,1.14322950,0.11543724,0.00000000
-4.88344172,1.30841352,0.00260792,0.04067388,0.25488688,1.12644675,0.11796100,0.00000000
-4.87743872,1.29369806,0.00270456,0.04140193,0.25421882,1.10773170,0.12130082,0.00000000
-4.87143572,1.27866167,0.00281202,0.04202306,0.25451123,1.08769426,0.12549577,0.00000000
-4.86543272,1.26404536,0.00293269,0.04253778,0.25595984,1.06700728,0.13057853,0.00000000
-4.85942971,1.25062193,0.00306880,0.04294860,0.25874709,1.04638610,0.13657323,0.00000000
-4.85342671,1.23917032,0.00322238,0.04325977,0.26303480,1.02656656,0.14349331,0.00000000
-4.84742371,1.23044934,0.00339509,0.04347706,0.26895682,1.00828231,0.15133953,0.00000000
-4.84142071,1.22517201,0.00358811,0.04360753,0.27661204,0.99224234,0.16009828,0.00000000
-4.83541771,1.22398139,0.00380207,0.04365926,0.28605813,0.97910958,0.16974008,0.00000000
-4.82941471,1.22742915,0.00403694,0.04364109,0.29730629,0.96948159,0.18021872,0.00000000
-4.82341171,1.23595766,0.00429200,0.04356242,0.31031733,0.96387390,0.19147081,0.00000000
-4.81740870,1.24988646,0.00456577,0.04343294,0.32499939,0.96270673,0.20341608,0.00000000
-4.81140570,1.26940366,0.00485604,0.04326241,0.34120757,0.96629563,0.21595830,0.00000000
-4.80540270,1.29456259,0.00515990,0.04306047,0.35874548,0.97484615,0.22898704,0.00000000
-4.79939970,1.32528390,0.00547376,0.04283642,0.37736897,0.98845279,0.24238015,0.00000000
-4.79339670,1.36136287,0.00579352,0.04259902,0.39679183,1.00710199,0.25600700,0.00000000
-4.78739370,1.40248159,0.00611460,0.04235638,0.41669346,1.03067896,0.26973230,0.00000000
-4.78139070,1.44822527,0.00643215,0.04211581,0.43672814,1.05897777,0.28342057,0.00000000
-4.77538769,1.49810187,0.00674118,0.04188369,0.45653571,1.09171410,0.29694081,0.00000000
-4.76938469,1.55156397,0.00703673,0.04166543,0.47575309,1.12853990,0.31017149,0.00000000
-4.76338169,1.60803175,0.00731404,0.04146545,0.49402624,1.16905905,0.32300525,0.00000000
-4.75737869,1.66691576,0.00756871,0.04128716,0.51102207,1.21284329,0.33535344,0.00000000
-4.75137569,1.72763830,0.00779683,0.04113302,0.52643958,1.25944732,0.34714989,0.00000000
-4.74537269,1.78965221,0.00799514,0.04100466,0.54001997,1.30842242,0.35835392,0.00000000
-4.73936968,1.85245601,0.00816108,0.04090296,0.55155499,1.35932791,0.36895209,0.00000000
-4.73336668,1.91560457,0.00829289,0.04082821,0.56089328,1.41173960,0.37895886,0.00000000
-4.72736368,1.97871469,0.00838960,0.04078024,0.56794434,1.46525520,0.38841561,0.00000000
-4.72136068,2.04146530,0.00845105,0.04075860,0.57267990,1.51949620,0.39738838,0.00000000
-4.71535768,2.10359232,0.00847783,0.04076266,0.57513271,1.57410641,0.40596399,0.00000000
-4.70935468,2.16487850,0.00847121,0.04079172,0.57539279,1.62874734,0.41424491,0.00000000
-4.70335168,2.22513901,0.00843303,0.04084508,0.57360124,1.68309096,0.42234292,0.00000000
-4.69734867,2.28420371,0.00836561,0.04092201,0.56994214,1.73681049,0.43037192,0.00000000
-4.69134567,2.34189733,0.00827158,0.04102172,0.56463279,1.78957001,0.43844013,0.00000000
-4.68534267,2.39801906,0.00815375,0.04114324,0.55791283,1.84101401,0.44664221,0.00000000
-4.67933967,2.45232305,0.00801503,0.04128528,0.55003289,1.89075763,0.45505154,0.00000000
-4.67333667,2.50450134,0.00785824,0.04144600,0.54124321,1.93837894,0.46371331,0.00000000
-4.66733367,2.55417069,0.00768604,0.04162280,0.53178297,1.98341389,0.47263866,0.00000000
-4.66133067,2.60086465,0.00750087,0.04181209,0.52187059,2.02535498,0.48180027,0.00000000
-4.65532766,2.64403175,0.00730483,0.04200911,0.51169577,2.06365400,0.49112988,0.00000000
-4.64932466,2.68304060,0.00709973,0.04220776,0.50141339,2.09772948,0.50051775,0.00000000
-4.64332166,2.71719200,0.00688700,0.04240048,0.49113953,2.12697861,0.50981429,0.00000000
-4.63731866,2.74573801,0.00666779,0.04257832,0.48094996,2.15079356,0.51883397,0.00000000
-4.63131566,2.76790720,0.00644292,0.04273098,0.47088074,2.16858157,0.52736120,0.00000000
-4.62531266,2.78293510,0.00621301,0.04284705,0.46093113,2.17978795,0.53515815,0.00000000
-4.61930965,2.79009835,0.00597849,0.04291434,0.45106842,2.18392087,0.54197409,0.00000000
-4.61330665,2.78875090,0.00573970,0.04292031,0.44123427,2.18057661,0.54755591,0.00000000
-4.60730365,2.77836019,0.00549692,0.04285255,0.43135237,2.16946400,0.55165919,0.00000000
-4.60130065,2.75854137,0.00525046,0.04269939,0.42133682,2.15042637,0.55405950,0.00000000
-4.59529765,2.72908763,0.00500070,0.04245050,0.41110074,2.12345994,0.55456317,0.00000000
-4.58929465,2.68999465,0.00474817,0.04209748,0.40056472,2.08872706,0.55301714,0.00000000
-4.58329165,2.64147786,0.00449349,0.04163446,0.38966463,2.04656373,0.54931738,0.00000000
-4.57728864,2.58398114,0.00423749,0.04105856,0.37835845,1.99748032,0.54341538,0.00000000
-4.57128564,2.51817630,0.00398113,0.04037032,0.36663169,1.94215541,0.53532250,0.00000000
-4.56528264,2.44495320,0.00372552,0.03957399,0.35450129,1.88142268,0.52511189,0.00000000
-4.55927964,2.36540065,0.00347189,0.03867759,0.34201789,1.81625130,0.51291795,0.00000000
-4.55327664,2.28077904,0.00322157,0.03769299,0.32926621,1.74772055,0.49893330,0.00000000
-4.54727364,2.19248565,0.00297591,0.03663562,0.31636393,1.67698978,0.48340353,0.00000000
-4.54127064,2.10201460,0.00273631,0.03552425,0.30345886,1.60526509,0.46661986,0.00000000
-4.53526763,2.01091295,0.00250409,0.03438045,0.29072487,1.53376405,0.44891028,0.00000000
-4.52926463,1.92073522,0.00228053,0.03322811,0.27835670,1.46368037,0.43062931,0.00000000
-4.52326163,1.83299822,0.00206676,0.03209275,0.26656394,1.39614969,0.41214720,0.00000000
-4.51725863,1.74913833,0.00186380,0.03100085,0.25556460,1.33221831,0.39383876,0.00000000
-4.51125563,1.67047290,0.00167248,0.02997919,0.24557838,1.27281599,0.37607247,0.00000000
-4.50525263,1.59816742,0.00149346,0.02905410,0.23682020,1.21873388,0.35920029,0.00000000
-4.49924962,1.53320951,0.00132719,0.02825087,0.22949391,1.17060846,0.34354842,0.00000000
-4.49324662,1.47639058,0.00117394,0.02759315,0.22378672,1.12891180,0.32940953,0.00000000
-4.48724362,1.42829551,0.00103379,0.02710240,0.21986423,1.09394833,0.31703644,0.00000000
-4.48124062,1.38930029,0.00090664,0.02679752,0.21786641,1.06585796,0.30663753,0.00000000
-4.47523762,1.35957708,0.00079222,0.02669443,0.21790438,1.04462491,0.29837382,0.00000000
-4.46923462,1.33910608,0.00069014,0.02680587,0.22005813,1.03009163,0.29235773,0.00000000
-4.46323162,1.32769299,0.00059987,0.02714114,0.22437515,1.02197684,0.28865333,0.00000000
-4.45722861,1.32499084,0.00052079,0.02770600,0.23086977,1.01989652,0.28727793,0.00000000
-4.45122561,1.33052496,0.00045222,0.02850254,0.23952336,1.02338680,0.28820480,0.00000000
-4.44522261,1.34371943,0.00039342,0.02952917,0.25028509,1.03192751,0.29136677,0.00000000
-4.43921961,1.36392404,0.00034361,0.03078058,0.26307326,1.04496537,0.29666043,0.00000000
-4.43321661,1.39044011,0.00030204,0.03224772,0.27777714,1.06193572,0.30395070,0.00000000
-4.42721361,1.42254450,0.00026793,0.03391786,0.29425910,1.08228199,0.31307568,0.00000000
-4.42121061,1.45951072,0.00024056,0.03577463,0.31235716,1.10547224,0.32385138,0.00000000
-4.41520760,1.50062666,0.00021923,0.03779810,0.33188779,1.13101228,0.33607643,0.00000000
-4.40920460,1.54520854,0.00020331,0.03996494,0.35264894,1.15845513,0.34953642,0.00000000
-4.40320160,1.59261099,0.00019221,0.04224860,0.37442334,1.18740673,0.36400812,0.00000000
-4.39719860,1.64223340,0.00018545,0.04461958,0.39698195,1.21752806,0.37926320,0.00000000
-4.39119560,1.69352277,0.00018261,0.04704580,0.42008773,1.24853400,0.39507181,0.00000000
-4.38519260,1.74597364,0.00018337,0.04949301,0.44349954,1.28018929,0.41120574,0.00000000
-4.37918959,1.79912562,0.00018752,0.05192536,0.46697624,1.31230228,0.42744141,0.00000000
-4.37318659,1.85255919,0.00019495,0.05430605,0.49028095,1.34471705,0.44356260,0.00000000
-4.36718359,1.90589057,0.00020570,0.05659800,0.51318547,1.37730452,0.45936313,0.00000000
-4.36118059,1.95876621,0.00021994,0.05876466,0.53547473,1.40995339,0.47464923,0.00000000
-4.35517759,2.01085768,0.00023800,0.06077085,0.55695125,1.44256146,0.48924200,0.00000000
-4.34917459,2.06185755,0.00026040,0.06258359,0.57743954,1.47502796,0.50297968,0.00000000
-4.34317159,2.11147663,0.00028784,0.06417295,0.59679027,1.50724744,0.51571980,0.00000000
-4.33716858,2.15944305,0.00032124,0.06551284,0.61488425,1.53910563,0.52734133,0.00000000
-4.33116558,2.20550332,0.00036175,0.06658169,0.63163591,1.57047750,0.53774655,0.00000000
-4.32516258,2.24942545,0.00041080,0.06736306,0.64699640,1.60122770,0.54686287,0.00000000
-4.31915958,2.29100409,0.00047005,0.06784612,0.66095597,1.63121336,0.55464431,0.00000000
-4.31315658,2.33006723,0.00054149,0.06802590,0.67354576,1.66028903,0.56107275,0.00000000
-4.30715358,2.36648439,0.00062740,0.06790343,0.68483866,1.68831353,0.56615878,0.00000000
