energy_ev,total_up,Hg_p_up,Hg_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.19559780,1.19930977,1.14330529,0.18820635,0.31739963,0.00254957,0.07084210,0.38931498
-5.18959480,1.17750518,1.11967025,0.18888449,0.29314265,0.00250585,0.07158040,0.39626980
-5.18359180,1.15933477,1.09973699,0.18979599,0.27132907,0.00246937,0.07236384,0.40331924
-5.17758879,1.14399471,1.08276778,0.19078873,0.25184814,0.00243832,0.07313147,0.41013543
-5.17158579,1.13060844,1.06795029,0.19170489,0.23454385,0.00241074,0.07382078,0.41638731
-5.16558279,1.11826997,1.05443927,0.19238761,0.21922689,0.00238461,0.07437016,0.42175450
-5.15957979,1.10608646,1.04139744,0.19268746,0.20568657,0.00235793,0.07472130,0.42594072
-5.15357679,1.09321820,1.02803385,0.19246849,0.19370222,0.00232882,0.07482146,0.42868616
-5.14757379,1.07891412,1.01363798,0.19161361,0.18305355,0.00229555,0.07462542,0.42977828
-5.14157079,1.06254157,0.99760826,0.19002897,0.17352978,0.00225668,0.07409712,0.42906048
-5.13556778,1.04360919,0.97947400,0.18764732,0.16493697,0.00221104,0.07321090,0.42643833
-5.12956478,1.02178223,0.95891007,0.18443007,0.15710379,0.00215779,0.07195224,0.42188302
-5.12356178,0.99688993,0.93574403,0.18036812,0.14988534,0.00209645,0.07031807,0.41543203
-5.11755878,0.96892521,0.90995585,0.17548143,0.14316521,0.00202688,0.06831656,0.40718691
-5.11155578,0.93803690,0.88167061,0.16981742,0.13685591,0.00194927,0.06596653,0.39730842
-5.10555278,0.90451557,0.85114501,0.16344828,0.13089774,0.00186413,0.06329642,0.38600926
-5.09954977,0.86877372,0.81874869,0.15646739,0.12525647,0.00177224,0.06034297,0.37354483
-5.09354677,0.83132184,0.78494149,0.14898510,0.11991995,0.00167460,0.05714962,0.36020245
-5.08754377,0.79274149,0.75024813,0.14112403,0.11489410,0.00157240,0.05376480,0.34628961
-5.08154077,0.75365708,0.71523155,0.13301411,0.11019840,0.00146693,0.05024006,0.33212175
-5.07553777,0.71470749,0.68046637,0.12478770,0.10586133,0.00135955,0.04662833,0.31801026
-5.06953477,0.67651901,0.64651369,0.11657487,0.10191591,0.00125163,0.04298213,0.30425105
-5.06353177,0.63968079,0.61389836,0.10849914,0.09839556,0.00114452,0.03935210,0.29111438
-5.05752876,0.60472365,0.58308963,0.10067373,0.09533060,0.00103945,0.03578560,0.27883618
-5.05152576,0.57210302,0.55448601,0.09319856,0.09274540,0.00093757,0.03232564,0.26761128
-5.04552276,0.54218662,0.52840457,0.08615795,0.09065633,0.00083988,0.02901010,0.25758875
-5.03951976,0.51524696,0.50507511,0.07961916,0.08907056,0.00074721,0.02587115,0.24886936
-5.03351676,0.49145867,0.48463896,0.07363167,0.08798570,0.00066022,0.02293506,0.24150534
-5.02751376,0.47090050,0.46715228,0.06822726,0.08739024,0.00057940,0.02022216,0.23550220
-5.02151076,0.45356140,0.45259328,0.06342073,0.08726469,0.00050507,0.01774707,0.23082233
-5.01550775,0.43935025,0.44087261,0.05921120,0.08758326,0.00043740,0.01551913,0.22739043
-5.00950475,0.42810820,0.43184641,0.05558388,0.08831605,0.00037638,0.01354291,0.22509999
-5.00350175,0.41962314,0.42533076,0.05251222,0.08943138,0.00032193,0.01181890,0.22382085
-4.99749875,0.41364513,0.42111698,0.04996020,0.09089828,0.00027380,0.01034413,0.22340710
-4.99149575,0.40990212,0.41898656,0.04788483,0.09268880,0.00023171,0.00911288,0.22370516
-4.98549275,0.40811502,0.41872517,0.04623855,0.09478008,0.00019529,0.00811733,0.22456144
-4.97948974,0.40801147,0.42013474,0.04497151,0.09715596,0.00016412,0.00734816,0.22582942
-4.97348674,0.40933767,0.42304311,0.04403373,0.09980800,0.00013775,0.00679500,0.22737559
-4.96748374,0.41186769,0.42731088,0.04337693,0.10273587,0.00011575,0.00644686,0.22908429
-4.96148074,0.41541010,0.43283493,0.04295603,0.10594702,0.00009765,0.00629239,0.23086097
-4.95547774,0.41981159,0.43954885,0.04273033,0.10945563,0.00008302,0.00632005,0.23263404
-4.94947474,0.42495772,0.44742003,0.04266437,0.11328091,0.00007144,0.00651817,0.23435513
-4.94347174,0.43077082,0.45644406,0.04272833,0.11744474,0.00006251,0.00687490,0.23599786
-4.93746873,0.43720557,0.46663662,0.04289826,0.12196890,0.00005589,0.00737813,0.23755539
-4.93146573,0.44424239,0.47802357,0.04315588,0.12687201,0.00005124,0.00801533,0.23903677
-4.92546273,0.45187957,0.49063000,0.04348817,0.13216626,0.00004825,0.00877336,0.24046250
-4.91945973,0.46012433,0.50446884,0.04388684,0.13785433,0.00004667,0.00963825,0.24185959
-4.91345673,0.46898385,0.51953004,0.04434760,0.14392655,0.00004624,0.01059509,0.24325645
-4.90745373,0.47845656,0.53577080,0.04486933,0.15035852,0.00004676,0.01162786,0.24467788
-4.90145073,0.48852452,0.55310782,0.04545331,0.15710943,0.00004804,0.01271940,0.24614061
-4.89544772,0.49914724,0.57141187,0.04610238,0.16412121,0.00004991,0.01385143,0.24764952
-4.88944472,0.51025744,0.59050523,0.04682027,0.17131848,0.00005221,0.01500464,0.24919485
-4.88344172,0.52175896,0.61016220,0.04761095,0.17860960,0.00005481,0.01615891,0.25075063
-4.87743872,0.53352688,0.63011271,0.04847814,0.18588850,0.00005759,0.01729363,0.25227424
-4.87143572,0.54540993,0.65004875,0.04942493,0.19303750,0.00006045,0.01838808,0.25370722
-4.86543272,0.55723487,0.66963351,0.05045355,0.19993081,0.00006329,0.01942189,0.25497734
-4.85942971,0.56881265,0.68851243,0.05156521,0.20643864,0.00006605,0.02037557,0.25600154
-4.85342671,0.57994575,0.70632568,0.05276014,0.21243169,0.00006865,0.02123109,0.25668982
-4.84742371,0.59043641,0.72272135,0.05403757,0.21778572,0.00007106,0.02197241,0.25694966
-4.84142071,0.60009494,0.73736843,0.05539583,0.22238608,0.00007324,0.02258609,0.25669065
-4.83541771,0.60874786,0.74996902,0.05683250,0.22613185,0.00007519,0.02306176,0.25582923
-4.82941471,0.61624515,0.76026890,0.05834450,0.22893944,0.00007693,0.02339254,0.25429307
-4.82341171,0.62246622,0.76806607,0.05992816,0.23074543,0.00007849,0.02357546,0.25202494
-4.81740870,0.62732439,0.77321659,0.06157931,0.23150849,0.00007993,0.02361161,0.24898579
-4.81140570,0.63076954,0.77563780,0.06329326,0.23121040,0.00008134,0.02350629,0.24515694
-4.80540270,0.63278894,0.77530851,0.06506486,0.22985602,0.00008285,0.02326897,0.24054128
-4.79939970,0.63340631,0.77226650,0.06688839,0.22747228,0.00008460,0.02291310,0.23516340
-4.79339670,0.63267923,0.76660363,0.06875762,0.22410635,0.00008676,0.02245580,0.22906875
-4.78739370,0.63069532,0.75845880,0.07066570,0.21982304,0.00008956,0.02191745,0.22232185
-4.78139070,0.62756733,0.74800949,0.07260526,0.21470166,0.00009322,0.02132108,0.21500383
-4.77538769,0.62342776,0.73546244,0.07456843,0.20883248,0.00009803,0.02069177,0.20720932
-4.76938469,0.61842319,0.72104400,0.07654698,0.20231305,0.00010429,0.02005590,0.19904299
-4.76338169,0.61270885,0.70499076,0.07853251,0.19524462,0.00011231,0.01944037,0.19061596
-4.75737869,0.60644359,0.68754113,0.08051672,0.18772871,0.00012247,0.01887180,0.18204218
-4.75137569,0.59978565,0.66892798,0.08249165,0.17986410,0.00013512,0.01837572,0.17343512
-4.74537269,0.59288914,0.64937293,0.08445007,0.17174437,0.00015066,0.01797577,0.16490471
-4.73936968,0.58590152,0.62908220,0.08638572,0.16345596,0.00016949,0.01769299,0.15655493
-4.73336668,0.57896189,0.60824415,0.08829367,0.15507686,0.00019201,0.01754511,0.14848176
-4.72736368,0.57219996,0.58702842,0.09017045,0.14667595,0.00021861,0.01754601,0.14077186
-4.72136068,0.56573569,0.56558634,0.09201423,0.13831283,0.00024967,0.01770517,0.13350173
-4.71535768,0.55967919,0.54405239,0.09382480,0.13003817,0.00028553,0.01802734,0.12673746
-4.70935468,0.55413088,0.52254640,0.09560349,0.12189441,0.00032652,0.01851230,0.12053487
-4.70335168,0.54918154,0.50117612,0.09735288,0.11391677,0.00037288,0.01915477,0.11494006
-4.69734867,0.54491235,0.48003979,0.09907649,0.10613435,0.00042480,0.01994441,0.10999029
-4.69134567,0.54139454,0.45922854,0.10077830,0.09857132,0.00048239,0.02086607,0.10571489
-4.68534267,0.53868889,0.43882827,0.10246229,0.09124807,0.00054565,0.02190009,0.10213646
-4.67933967,0.53684496,0.41892106,0.10413188,0.08418218,0.00061448,0.02302280,0.09927191
-4.67333667,0.53590021,0.39958586,0.10578946,0.07738929,0.00068866,0.02420714,0.09713359
-4.66733367,0.53587914,0.38089860,0.10743599,0.07088373,0.00076782,0.02542338,0.09573019
-4.66133067,0.53679255,0.36293185,0.10907071,0.06467896,0.00085147,0.02663996,0.09506768
-4.65532766,0.53863718,0.34575397,0.11069097,0.05878782,0.00093897,0.02782440,0.09514988
-4.64932466,0.54139581,0.32942818,0.11229229,0.05322263,0.00102952,0.02894425,0.09597911
-4.64332166,0.54503795,0.31401150,0.11386854,0.04799515,0.00112222,0.02996805,0.09755648
-4.63731866,0.54952113,0.29955382,0.11541235,0.04311656,0.00121601,0.03086629,0.09988210
-4.63131566,0.55479291,0.28609730,0.11691558,0.03859731,0.00130972,0.03161228,0.10295518
-4.62531266,0.56079342,0.27367613,0.11836997,0.03444712,0.00140212,0.03218299,0.10677383
-4.61930965,0.56745837,0.26231667,0.11976783,0.03067495,0.00149188,0.03255972,0.11133484
-4.61330665,0.57472238,0.25203818,0.12110268,0.02728920,0.00157767,0.03272861,0.11663325
-4.60730365,0.58252237,0.24285391,0.12236992,0.02429791,0.00165813,0.03268104,0.12266174
-4.60130065,0.59080084,0.23477261,0.12356728,0.02170918,0.00173198,0.03241380,0.12940998
-4.59529765,0.59950882,0.22780036,0.12469521,0.01953167,0.00179800,0.03192911,0.13686370
-4.58929465,0.60860825,0.22194259,0.12575699,0.01777520,0.00185507,0.03123437,0.14500387
-4.58329165,0.61807373,0.21720619,0.12675869,0.01645147,0.00190226,0.03034185,0.15380568
-4.57728864,0.62789345,0.21360161,0.12770882,0.01557473,0.00193882,0.02926816,0.16323759
-4.57128564,0.63806935,0.21114482,0.12861792,0.01516254,0.00196423,0.02803357,0.17326050
-4.56528264,0.64861646,0.20985908,0.12949781,0.01523638,0.00197819,0.02666126,0.18382705
-4.55927964,0.65956162,0.20977643,0.13036086,0.01582215,0.00198070,0.02517654,0.19488118
-4.55327664,0.67094162,0.21093876,0.13121911,0.01695054,0.00197200,0.02360599,0.20635811
-4.54727364,0.68280099,0.21339863,0.13208346,0.01865714,0.00195263,0.02197661,0.21818465
-4.54127064,0.69518963,0.21721954,0.13296288,0.02098225,0.00192337,0.02031505,0.23028013
-4.53526763,0.70816043,0.22247584,0.13386379,0.02397041,0.00188525,0.01864691,0.24255780
-4.52926463,0.72176712,0.22925213,0.13478962,0.02766955,0.00183953,0.01699610,0.25492684
-4.52326163,0.73606237,0.23764219,0.13574057,0.03212977,0.00178762,0.01538436,0.26729485
-4.51725863,0.75109632,0.24774735,0.13671370,0.03740178,0.00173112,0.01383088,0.27957086
-4.51125563,0.76691540,0.25967441,0.13770313,0.04353494,0.00167170,0.01235207,0.29166862
-4.50525263,0.78356159,0.27353283,0.13870060,0.05057497,0.00161106,0.01096145,0.30351007
-4.49924962,0.80107180,0.28943155,0.13969617,0.05856145,0.00155094,0.00966966,0.31502884
-4.49324662,0.81947731,0.30747500,0.14067901,0.06752504,0.00149300,0.00848459,0.32617345
-4.48724362,0.83880323,0.32775872,0.14163829,0.07748471,0.00143882,0.00741158,0.33691008
-4.48124062,0.85906753,0.35036441,0.14256416,0.08844489,0.00138982,0.00645375,0.34722465
-4.47523762,0.88027976,0.37535453,0.14344845,0.10039280,0.00134726,0.00561228,0.35712399
-4.46923462,0.90243921,0.40276670,0.14428545,0.11329616,0.00131217,0.00488685,0.36663598
-4.46323162,0.92553255,0.43260795,0.14507234,0.12710116,0.00128536,0.00427597,0.37580853
-4.45722861,0.94953093,0.46484913,0.14580946,0.14173116,0.00126737,0.00377742,0.38470743
-4.45122561,0.97438672,0.49941967,0.14650030,0.15708600,0.00125849,0.00338856,0.39341297
-4.44522261,1.00003013,0.53620307,0.14715125,0.17304211,0.00125873,0.00310673,0.40201562
-4.43921961,1.02636580,0.57503334,0.14777108,0.18945351,0.00126785,0.00292953,0.41061090
-4.43321661,1.05327004,0.61569271,0.14837029,0.20615370,0.00128536,0.00285510,0.41929370
-4.42721361,1.08058866,0.65791093,0.14896026,0.22295846,0.00131056,0.00288234,0.42815237
-4.42121061,1.10813606,0.70136630,0.14955232,0.23966946,0.00134256,0.00301111,0.43726299
-4.41520760,1.13569580,0.74568870,0.15015690,0.25607869,0.00138027,0.00324241,0.44668414
-4.40920460,1.16302286,0.79046464,0.15078263,0.27197342,0.00142251,0.00357846,0.45645254
-4.40320160,1.18984775,0.83524434,0.15143569,0.28714170,0.00146799,0.00402292,0.46657993
-4.39719860,1.21588269,0.87955083,0.15211929,0.30137803,0.00151540,0.00458087,0.47705138
-4.39119560,1.24082959,0.92289074,0.15283339,0.31448910,0.00156337,0.00525902,0.48782523
-4.38519260,1.26438975,0.96476665,0.15357477,0.32629928,0.00161061,0.00606571,0.49883482
-4.37918959,1.28627494,1.00469043,0.15433724,0.33665575,0.00165586,0.00701108,0.50999193
-4.37318659,1.30621950,1.04219739,0.15511228,0.34543295,0.00169799,0.00810713,0.52119176
-4.36718359,1.32399277,1.07686044,0.15588977,0.35253628,0.00173598,0.00936777,0.53231936
-4.36118059,1.33941152,1.10830400,0.15665902,0.35790482,0.00176897,0.01080897,0.54325708
-4.35517759,1.35235159,1.13621689,0.15740992,0.36151304,0.00179627,0.01244872,0.55389268
-4.34917459,1.36275809,1.16036389,0.15813406,0.36337147,0.00181739,0.01430703,0.56412769
-4.34317159,1.37065382,1.18059525,0.15882600,0.36352625,0.00183202,0.01640589,0.57388545
-4.33716858,1.37614503,1.19685389,0.15948430,0.36205765,0.00184006,0.01876903,0.58311841
-4.33116558,1.37942438,1.20917984,0.16011248,0.35907772,0.00184160,0.02142170,0.59181422
-4.32516258,1.38077055,1.21771166,0.16071967,0.35472701,0.00183691,0.02439017,0.60000010
-4.31915958,1.38054436,1.22268467,0.16132101,0.34917073,0.00182643,0.02770118,0.60774532
-4.31315658,1.37918136,1.22442589,0.16193771,0.34259430,0.00181074,0.03138120,0.61516130
-4.30715358,1.37718089,1.22334583,0.16259665,0.33519857,0.00179057,0.03545551,0.62239942
