energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81390695,1.13013498,0.00101094,0.01219299,0.45575708,0.17924657,0.02424040,0.76222715,0.32212508,0.09761860
-5.80790395,1.07182433,0.00089194,0.01143507,0.43466487,0.17030300,0.02278991,0.72382511,0.30552555,0.09273324
-5.80190095,1.01267760,0.00078188,0.01065746,0.41346451,0.16128455,0.02129870,0.68492898,0.28888306,0.08771240
-5.79589795,0.95356000,0.00068090,0.00987074,0.39248434,0.15231285,0.01978836,0.64612092,0.27242508,0.08263521
-5.78989495,0.89530501,0.00058901,0.00908506,0.37203924,0.14350756,0.01827957,0.60796048,0.25636883,0.07757858
-5.78389195,0.83868843,0.00050610,0.00830985,0.35242004,0.13498185,0.01679158,0.57096707,0.24091438,0.07261490
-5.77788894,0.78440585,0.00043191,0.00755365,0.33388404,0.12683840,0.01534181,0.53560463,0.22623862,0.06780997
-5.77188594,0.73305412,0.00036606,0.00682394,0.31664716,0.11916598,0.01394548,0.50226902,0.21249036,0.06322129
-5.76588294,0.68511742,0.00030812,0.00612708,0.30087777,0.11203685,0.01261543,0.47127847,0.19978657,0.05889670
-5.75987994,0.64095813,0.00025756,0.00546823,0.28669261,0.10550496,0.01136198,0.44286733,0.18821000,0.05487353
-5.75387694,0.60081255,0.00021380,0.00485134,0.27415461,0.09960492,0.01019285,0.41718313,0.17780803,0.05117814
-5.74787394,0.56479153,0.00017626,0.00427921,0.26327288,0.09435191,0.00911330,0.39428701,0.16859295,0.04782583
-5.74187094,0.53288559,0.00014431,0.00375355,0.25400468,0.08974229,0.00812616,0.37415719,0.16054339,0.04482122
-5.73586793,0.50497415,0.00011736,0.00327505,0.24625920,0.08575502,0.00723211,0.35669542,0.15360692,0.04215899
-5.72986493,0.48083845,0.00009482,0.00284356,0.23990310,0.08235372,0.00642988,0.34173583,0.14770370,0.03982492
-5.72386193,0.46017724,0.00007615,0.00245818,0.23476737,0.07948929,0.00571657,0.32905590,0.14273089,0.03779713
-5.71785893,0.44262490,0.00006083,0.00211743,0.23065534,0.07710298,0.00508793,0.31838899,0.13856778,0.03604764
-5.71185593,0.42777083,0.00004839,0.00181940,0.22735147,0.07512975,0.00453872,0.30943789,0.13508125,0.03454392
-5.70585293,0.41517971,0.00003843,0.00156192,0.22463044,0.07350186,0.00406301,0.30188894,0.13213150,0.03325059
-5.69984992,0.40441166,0.00003057,0.00134271,0.22226646,0.07215248,0.00365450,0.29542607,0.12957777,0.03213107
-5.69384692,0.39504171,0.00002451,0.00115950,0.22004204,0.07101929,0.00330684,0.28974442,0.12728379,0.03114920
-5.68784392,0.38667787,0.00002000,0.00101022,0.21775637,0.07004782,0.00301383,0.28456292,0.12512288,0.03027068
-5.68184092,0.37897738,0.00001681,0.00089307,0.21523256,0.06919461,0.00276974,0.27963560,0.12298243,0.02946442
-5.67583792,0.37166060,0.00001480,0.00080666,0.21232387,0.06842993,0.00256947,0.27476117,0.12076773,0.02870364
-5.66983492,0.36452218,0.00001384,0.00075011,0.20891850,0.06774005,0.00240868,0.26979072,0.11840488,0.02796676
-5.66383192,0.35743937,0.00001387,0.00072313,0.20494297,0.06712906,0.00228399,0.26463334,0.11584297,0.02723809
-5.65782891,0.35037728,0.00001486,0.00072608,0.20036391,0.06662010,0.00219303,0.25925957,0.11305524,0.02650815
-5.65182591,0.34339104,0.00001681,0.00076001,0.19518840,0.06625599,0.00213448,0.25370261,0.11003934,0.02577393
-5.64582291,0.33662498,0.00001978,0.00082673,0.18946281,0.06609928,0.00210810,0.24805749,0.10681681,0.02503876
-5.63981991,0.33030882,0.00002383,0.00092878,0.18327030,0.06623167,0.00211472,0.24247815,0.10343166,0.02431202
-5.63381691,0.32475127,0.00002908,0.00106942,0.17672715,0.06675279,0.00215619,0.23717264,0.09994832,0.02360867
-5.62781391,0.32033104,0.00003567,0.00125262,0.16997812,0.06777840,0.00223528,0.23239669,0.09644894,0.02294861
-5.62181091,0.31748566,0.00004376,0.00148293,0.16319100,0.06943793,0.00235556,0.22844577,0.09303020,0.02235584
-5.61580790,0.31669836,0.00005353,0.00176546,0.15655064,0.07187146,0.00252129,0.22564598,0.08979980,0.02185757
-5.60980490,0.31848326,0.00006519,0.00210567,0.15025258,0.07522615,0.00273721,0.22434382,0.08687266,0.02148321
-5.60380190,0.32336925,0.00007895,0.00250927,0.14449671,0.07965213,0.00300836,0.22489534,0.08436705,0.02126333
-5.59779890,0.33188284,0.00009505,0.00298197,0.13948082,0.08529789,0.00333986,0.22765472,0.08240064,0.02122854
-5.59179590,0.34453037,0.00011371,0.00352924,0.13539455,0.09230535,0.00373665,0.23296254,0.08108673,0.02140838
-5.58579290,0.36177986,0.00013515,0.00415610,0.13241374,0.10080463,0.00420321,0.24113417,0.08053058,0.02183029
-5.57978989,0.38404309,0.00015961,0.00486676,0.13069522,0.11090854,0.00474332,0.25244829,0.08082609,0.02251850
-5.57378689,0.41165819,0.00018728,0.00566437,0.13037238,0.12270726,0.00535977,0.26713605,0.08205276,0.02349308
-5.56778389,0.44487334,0.00021836,0.00655068,0.13155141,0.13626299,0.00605407,0.28537108,0.08427309,0.02476909
-5.56178089,0.48383214,0.00025302,0.00752573,0.13430839,0.15160508,0.00682621,0.30726059,0.08753044,0.02635573
-5.55577789,0.52856119,0.00029140,0.00858758,0.13868724,0.16872579,0.00767440,0.33283809,0.09184747,0.02825577
-5.54977489,0.57896052,0.00033363,0.00973205,0.14469860,0.18757680,0.00859489,0.36205784,0.09722511,0.03046507
-5.54377189,0.63479741,0.00037981,0.01095254,0.15231963,0.20806692,0.00958186,0.39479155,0.10364213,0.03297225
-5.53776888,0.69570420,0.00043003,0.01223987,0.16149482,0.23006098,0.01062726,0.43082745,0.11105547,0.03575869
-5.53176588,0.76118047,0.00048440,0.01358226,0.17213772,0.25338031,0.01172089,0.46987212,0.11940114,0.03879865
-5.52576288,0.83059995,0.00054299,0.01496539,0.18413361,0.27780487,0.01285043,0.51155506,0.12859583,0.04205966
-5.51975988,0.90322227,0.00060596,0.01637251,0.19734300,0.30307703,0.01400160,0.55543623,0.13853921,0.04550314
-5.51375688,0.97820952,0.00067347,0.01778474,0.21160595,0.32890713,0.01515844,0.60101635,0.14911677,0.04908532
-5.50775388,1.05464715,0.00074578,0.01918141,0.22674701,0.35498067,0.01630365,0.64774976,0.16020322,0.05275825
-5.50175088,1.13156884,0.00082324,0.02054056,0.24258060,0.38096689,0.01741897,0.69505951,0.17166630,0.05647112
-5.49574787,1.20798429,0.00090633,0.02183945,0.25891669,0.40652854,0.01848571,0.74235407,0.18337087,0.06017163
-5.48974487,1.28290898,0.00099569,0.02305521,0.27556652,0.43133246,0.01948529,0.78904510,0.19518304,0.06380752
-5.48374187,1.35539459,0.00109211,0.02416551,0.29234808,0.45506045,0.02039976,0.83456542,0.20697435,0.06732805
-5.47773887,1.42455858,0.00119660,0.02514926,0.30909109,0.47741996,0.02121243,0.87838637,0.21862549,0.07068555
-5.47173587,1.48961171,0.00131035,0.02598724,0.32564127,0.49815414,0.02190839,0.92003370,0.23002968,0.07383674
-5.46573287,1.54988177,0.00143477,0.02666280,0.34186361,0.51705058,0.02247506,0.95910112,0.24109536,0.07674398
-5.45972986,1.60483244,0.00157145,0.02716239,0.35764449,0.53394844,0.02290260,0.99526085,0.25174797,0.07937618
-5.45372686,1.65407614,0.00172217,0.02747605,0.37289244,0.54874334,0.02318425,1.02827037,0.26193091,0.08170957
-5.44772386,1.69738006,0.00188881,0.02759776,0.38753765,0.56138988,0.02331665,1.05797519,0.27160537,0.08372796
-5.44172086,1.73466495,0.00207337,0.02752563,0.40153002,0.57190145,0.02329985,1.08430722,0.28074924,0.08542281
-5.43571786,1.76599675,0.00227782,0.02726199,0.41483607,0.58034736,0.02313740,1.10727901,0.28935497,0.08679292
-5.42971486,1.79157142,0.00250409,0.02681331,0.42743478,0.58684740,0.02283617,1.12697399,0.29742664,0.08784371
-5.42371186,1.81169384,0.00275392,0.02618991,0.43931273,0.59156400,0.02240605,1.14353344,0.30497630,0.08858639
-5.41770885,1.82675196,0.00302878,0.02540566,0.45045871,0.59469246,0.02185963,1.15714084,0.31201991,0.08903675
-5.41170585,1.83718774,0.00332975,0.02447742,0.46085845,0.59644967,0.02121168,1.16800467,0.31857309,0.08921392
-5.40570285,1.84346663,0.00365741,0.02342452,0.47048955,0.59706206,0.02047865,1.17634066,0.32464692,0.08913897
-5.39969985,1.84604728,0.00401172,0.02226805,0.47931729,0.59675326,0.01967802,1.18235462,0.33024422,0.08883358
-5.39369685,1.84535347,0.00439193,0.02103020,0.48729143,0.59573222,0.01882772,1.18622690,0.33535641,0.08831884
-5.38769385,1.84174961,0.00479648,0.01973359,0.49434441,0.59418248,0.01794551,1.18809952,0.33996123,0.08761411
-5.38169085,1.83552159,0.00522295,0.01840054,0.50039115,0.59225301,0.01704843,1.18806662,0.34402166,0.08673624
-5.37568784,1.82686367,0.00566799,0.01705251,0.50533043,0.59005127,0.01615224,1.18616901,0.34748581,0.08569899
-5.36968484,1.81587235,0.00612736,0.01570955,0.50904798,0.58763872,0.01527107,1.18239288,0.35028821,0.08451280
-5.36368184,1.80254733,0.00659592,0.01438983,0.51142102,0.58502903,0.01441697,1.17667296,0.35235211,0.08318480
-5.35767884,1.78679932,0.00706772,0.01310930,0.51232408,0.58218900,0.01359980,1.16889969,0.35359292,0.08171925
-5.35167584,1.76846418,0.00753609,0.01188147,0.51163579,0.57904217,0.01282698,1.15892996,0.35392246,0.08011808
-5.34567284,1.74732223,0.00799378,0.01071727,0.50924622,0.57547477,0.01210357,1.14660081,0.35325387,0.07838177
-5.33966983,1.72312165,0.00843315,0.00962505,0.50506431,0.57134370,0.01143230,1.13174499,0.35150684,0.07651033
-5.33366683,1.69560432,0.00884636,0.00861064,0.49902507,0.56648599,0.01081376,1.11420770,0.34861288,0.07450434
-5.32766383,1.66453258,0.00922561,0.00767752,0.49109598,0.56072939,0.01024661,1.09386318,0.34452038,0.07236606
-5.32166083,1.62971541,0.00956335,0.00682704,0.48128237,0.55390318,0.00972794,1.07063046,0.33919911,0.07010047
-5.31565783,1.59103238,0.00985256,0.00605870,0.46963131,0.54584899,0.00925358,1.04448719,0.33264394,0.06771614
-5.30965483,1.54845438,0.01008695,0.00537047,0.45623399,0.53643080,0.00881846,1.01548087,0.32487762,0.06522603
-5.30365183,1.50205976,0.01026117,0.00475908,0.44122629,0.52554375,0.00841697,0.98373696,0.31595248,0.06264798
-5.29764882,1.45204538,0.01037105,0.00422041,0.42478761,0.51312138,0.00804334,0.94946344,0.30595085,0.06000508
-5.29164582,1.39873211,0.01041368,0.00374970,0.40713806,0.49914089,0.00769192,0.91295163,0.29498445,0.05732571
-5.28564282,1.34256453,0.01038758,0.00334193,0.38853404,0.48362641,0.00735750,0.87457349,0.28319249,0.05464336
-5.27963982,1.28410523,0.01029271,0.00299202,0.36926266,0.46664994,0.00703549,0.83477540,0.27073886,0.05199627
-5.27363682,1.22402394,0.01013053,0.00269505,0.34963501,0.44833027,0.00672212,0.79406897,0.25780840,0.04942681
-5.26763382,1.16308233,0.00990390,0.00244642,0.32997874,0.42882983,0.00641457,0.75301928,0.24460246,0.04698073
-5.26163082,1.10211513,0.00961702,0.00224198,0.31063035,0.40834980,0.00611097,0.71223123,0.23133394,0.04470619
-5.25562781,1.04200860,0.00927527,0.00207813,0.29192719,0.38712370,0.00581047,0.67233446,0.21822212,0.04265278
-5.24962481,0.98367720,0.00888506,0.00195184,0.27419980,0.36540992,0.00551312,0.63396756,0.20548728,0.04087038
-5.24362181,0.92803938,0.00845359,0.00186066,0.25776453,0.34348341,0.00521984,0.59776220,0.19334551,0.03940800
-5.23761881,0.87599349,0.00798863,0.00180267,0.24291684,0.32162708,0.00493227,0.56432749,0.18200364,0.03831262
-5.23161581,0.82839445,0.00749828,0.00177648,0.22992525,0.30012318,0.00465263,0.53423531,0.17165473,0.03762800
-5.22561281,0.78603193,0.00699074,0.00178111,0.21902621,0.27924501,0.00438354,0.50800676,0.16247388,0.03739353
-5.21960980,0.74961068,0.00647406,0.00181593,0.21041974,0.25924932,0.00412790,0.48610020,0.15461469,0.03764316
-5.21360680,0.71973330,0.00595594,0.00188053,0.20426610,0.24036962,0.00388868,0.46890098,0.14820637,0.03840436
-5.20760380,0.69688601,0.00544356,0.00197466,0.20068323,0.22281057,0.00366879,0.45671306,0.14335144,0.03969719
-5.20160080,0.68142752,0.00494337,0.00209812,0.19974514,0.20674355,0.00347094,0.44975276,0.14012414,0.04153352
-5.19559780,0.67358113,0.00446103,0.00225061,0.20148114,0.19230365,0.00329751,0.44814439,0.13856948,0.04391632
-5.18959480,0.67343032,0.00400132,0.00243172,0.20587588,0.17958784,0.00315048,0.45191816,0.13870292,0.04683920
-5.18359180,0.68091762,0.00356804,0.00264083,0.21287014,0.16865446,0.00303132,0.46101002,0.14051072,0.05028606
-5.17758879,0.69584683,0.00316409,0.00287700,0.22236246,0.15952391,0.00294099,0.47526361,0.14395079,0.05423099
-5.17158579,0.71788839,0.00279140,0.00313901,0.23421139,0.15218035,0.00287987,0.49443410,0.14895420,0.05863844
-5.16558279,0.74658779,0.00245107,0.00342524,0.24823848,0.14657438,0.00284782,0.51819396,0.15542702,0.06346355
-5.15957979,0.78137667,0.00214337,0.00373374,0.26423194,0.14262634,0.00284414,0.54614029,0.16325279,0.06865279
-5.15357679,0.82158631,0.00186788,0.00406216,0.28195080,0.14023033,0.00286764,0.57780375,0.17229515,0.07414483
-5.14757379,0.86646312,0.00162357,0.00440784,0.30112959,0.13925852,0.00291670,0.61265872,0.18240097,0.07987165
-5.14157079,0.91518568,0.00140892,0.00476779,0.32148347,0.13956565,0.00298928,0.65013442,0.19340353,0.08575986
-5.13556778,0.96688282,0.00122202,0.00513874,0.34271352,0.14099367,0.00308305,0.68962666,0.20512593,0.09173218
-5.12956478,1.02065206,0.00106068,0.00551721,0.36451224,0.14337614,0.00319540,0.73050998,0.21738442,0.09770903
-5.12356178,1.07557807,0.00092256,0.00589957,0.38656900,0.14654253,0.00332353,0.77214958,0.22999178,0.10361020
-5.11755878,1.13075038,0.00080520,0.00628206,0.40857527,0.15032205,0.00346453,0.81391299,0.24276042,0.10935655
-5.11155578,1.18527988,0.00070616,0.00666091,0.43022955,0.15454714,0.00361539,0.85518082,0.25550534,0.11487160
-5.10555278,1.23831374,0.00062305,0.00703236,0.45124180,0.15905639,0.00377309,0.89535655,0.26804666,0.12008306
-5.09954977,1.28904826,0.00055361,0.00739271,0.47133733,0.16369700,0.00393464,0.93387496,0.28021193,0.12492415
-5.09354677,1.33673953,0.00049571,0.00773843,0.49025998,0.16832675,0.00409710,0.97020919,0.29183795,0.12933473
-5.08754377,1.38071179,0.00044743,0.00806614,0.50777469,0.17281538,0.00425763,1.00387628,0.30277226,0.13326223
-5.08154077,1.42036344,0.00040705,0.00837272,0.52366940,0.17704558,0.00441350,1.03444125,0.31287431,0.13666226
-5.07553777,1.45517105,0.00037304,0.00865534,0.53775631,0.18091366,0.00456211,1.06151996,0.32201631,0.13949904
-5.06953477,1.48469157,0.00034413,0.00891149,0.54987276,0.18432980,0.00470105,1.08478083,0.33008387,0.14174560
-5.06353177,1.50856316,0.00031919,0.00913908,0.55988164,0.18721817,0.00482806,1.10394573,0.33697655,0.14338370
-5.05752876,1.52650508,0.00029733,0.00933647,0.56767165,0.18951693,0.00494110,1.11879047,0.34260833,0.14440377
-5.05152576,1.53831716,0.00027783,0.00950259,0.57315751,0.19117813,0.00503837,1.12914504,0.34690814,0.14480456
-5.04552276,1.54387921,0.00026012,0.00963694,0.57628014,0.19216773,0.00511833,1.13489388,0.34982049,0.14459283
-5.03951976,1.54315069,0.00024376,0.00973979,0.57700712,0.19246564,0.00517971,1.13597660,0.35130629,0.14378303
-5.03351676,1.53617105,0.00022845,0.00981220,0.57533325,0.19206595,0.00522162,1.13238900,0.35134379,0.14239697
-5.02751376,1.52306061,0.00021399,0.00985619,0.57128143,0.19097729,0.00524351,1.12418464,0.34992970,0.14046357
-5.02151076,1.50402212,0.00020026,0.00987481,0.56490366,0.18922332,0.00524526,1.11147677,0.34708038,0.13801860
-5.01550775,1.47934274,0.00018719,0.00987230,0.55628214,0.18684336,0.00522721,1.09444051,0.34283310,0.13510463
-5.00950475,1.44939612,0.00017480,0.00985417,0.54553034,0.18389305,0.00519019,1.07331498,0.33724709,0.13177086
-5.00350175,1.41464415,0.00016313,0.00982731,0.53279380,0.18044501,0.00513554,1.04840508,0.33040448,0.12807308
-4.99749875,1.37563796,0.00015226,0.00980003,0.51825058,0.17658944,0.00506514,1.02008251,0.32241081,0.12407357
-4.99149575,1.33301753,0.00014229,0.00978214,0.50211106,0.17243451,0.00498141,0.98878564,0.31339506,0.11984095
-4.98549275,1.28750954,0.00013333,0.00978494,0.48461695,0.16810650,0.00488731,0.95501802,0.30350902,0.11544993
-4.97948974,1.23992298,0.00012553,0.00982116,0.46603948,0.16374967,0.00478627,0.91934501,0.29292606,0.11098090
-4.97348674,1.19114221,0.00011904,0.00990485,0.44667648,0.15952563,0.00468217,0.88238850,0.28183900,0.10651932
-4.96748374,1.14211724,0.00011401,0.01005123,0.42684842,0.15561237,0.00457926,0.84481957,0.27045729,0.10215494
-4.96148074,1.09385127,0.00011061,0.01027649,0.40689348,0.15220272,0.00448208,0.80734904,0.25900334,0.09798074
-4.95547774,1.04738549,0.00010901,0.01059744,0.38716162,0.14950238,0.00439530,0.77071616,0.24770820,0.09409167
-4.94947474,1.00378156,0.00010940,0.01103121,0.36800779,0.14772746,0.00432366,0.73567555,0.23680662,0.09058316
-4.94347174,0.96410205,0.00011196,0.01159480,0.34978462,0.14710154,0.00427179,0.70298281,0.22653160,0.08754938
-4.93746873,0.92938941,0.00011688,0.01230465,0.33283462,0.14785234,0.00424406,0.67337922,0.21710868,0.08508148
-4.93146573,0.90064417,0.00012434,0.01317612,0.31748225,0.15020809,0.00424444,0.64757599,0.20875014,0.08326554
-4.92546273,0.87880291,0.00013453,0.01422297,0.30402619,0.15439353,0.00427635,0.62623856,0.20164921,0.08218062
-4.91945973,0.86471680,0.00014762,0.01545684,0.29273189,0.16062581,0.00434250,0.60997143,0.19597462,0.08189677
-4.91345673,0.85913139,0.00016376,0.01688668,0.28382487,0.16911025,0.00444480,0.59930418,0.19186568,0.08247312
-4.90745373,0.86266831,0.00018310,0.01851830,0.27748491,0.18003616,0.00458421,0.59467886,0.18942790,0.08395613
-4.90145073,0.87580943,0.00020573,0.02035392,0.27384127,0.19357264,0.00476066,0.59643944,0.18872958,0.08637808
-4.89544772,0.89888412,0.00023172,0.02239178,0.27296933,0.20986466,0.00497305,0.60482347,0.18979930,0.08975586
-4.88944472,0.93205989,0.00026108,0.02462589,0.27488845,0.22902942,0.00521916,0.61995625,0.19262452,0.09409001
-4.88344172,0.97533685,0.00029377,0.02704582,0.27956148,0.25115295,0.00549575,0.64184771,0.19715129,0.09936430
-4.87743872,1.02854607,0.00032970,0.02963671,0.28689569,0.27628728,0.00579854,0.67039205,0.20328523,0.10554557
-4.87143572,1.09135197,0.00036866,0.03237930,0.29674522,0.30444799,0.00612240,0.70537019,0.21089361,0.11258407
-4.86543272,1.16325863,0.00041042,0.03525019,0.30891497,0.33561231,0.00646143,0.74645481,0.21980865,0.12041428
-4.85942971,1.24361986,0.00045463,0.03822220,0.32316583,0.36971785,0.00680917,0.79321794,0.22983186,0.12895602
-4.85342671,1.33165262,0.00050086,0.04126482,0.33922104,0.40666180,0.00715880,0.84514080,0.24073928,0.13811611
-4.84742371,1.42645350,0.00054861,0.04434482,0.35677352,0.44630084,0.00750338,0.90162546,0.25228757,0.14779022
-4.84142071,1.52701754,0.00059730,0.04742696,0.37549396,0.48845156,0.00783610,0.96200811,0.26422067,0.15786508
-4.83541771,1.63225889,0.00064627,0.05047472,0.39503938,0.53289149,0.00815052,1.02557334,0.27627678,0.16822092
-4.82941471,1.74103260,0.00069481,0.05345110,0.41506179,0.57936069,0.00844086,1.09156904,0.28819556,0.17873395
-4.82341171,1.85215683,0.00074216,0.05631946,0.43521686,0.62756386,0.00870219,1.15922146,0.29972516,0.18927895
-4.81740870,1.96443476,0.00078755,0.05904425,0.45517207,0.67717299,0.00893067,1.22774988,0.31062887,0.19973179
-4.81140570,2.07667557,0.00083018,0.06159183,0.47461419,0.72783052,0.00912367,1.29638048,0.32069121,0.20997179
-4.80540270,2.18771390,0.00086927,0.06393107,0.49325585,0.77915288,0.00927996,1.36435908,0.32972315,0.21988390
-4.79939970,2.29642721,0.00090410,0.06603400,0.51084090,0.83073468,0.00939973,1.43096229,0.33756632,0.22936061
-4.79339670,2.40175078,0.00093398,0.06787623,0.52714836,0.88215320,0.00948458,1.49550697,0.34409605,0.23830347
-4.78739370,2.50269005,0.00095831,0.06943732,0.54199505,0.93297339,0.00953753,1.55735779,0.34922318,0.24662434
-4.78139070,2.59833021,0.00097658,0.07070106,0.55523661,0.98275333,0.00956282,1.61593281,0.35289452,0.25424618
-4.77538769,2.68784307,0.00098842,0.07165553,0.56676712,1.03105006,0.00956577,1.67070719,0.35509209,0.26110353
-4.76938469,2.77049147,0.00099355,0.07229314,0.57651733,1.07742580,0.00955256,1.72121523,0.35583110,0.26714262
-4.76338169,2.84563134,0.00099187,0.07261054,0.58445169,1.12145437,0.00952993,1.76705085,0.35515692,0.27232114
-4.75737869,2.91271198,0.00098339,0.07260846,0.59056441,1.16272792,0.00950488,1.80786681,0.35314108,0.27660784
-4.75137569,2.97127475,0.00096827,0.07229146,0.59487481,1.20086356,0.00948431,1.84337306,0.34987666,0.27998180
-4.74537269,3.02095072,0.00094681,0.07166769,0.59742220,1.23550995,0.00947478,1.87333448,0.34547322,0.28243169
-4.73936968,3.06145750,0.00091943,0.07074850,0.59826067,1.26635351,0.00948206,1.89756829,0.34005149,0.28395483
-4.73336668,3.09259582,0.00088668,0.06954820,0.59745403,1.29312410,0.00951096,1.91594144,0.33373821,0.28455635
-4.72736368,3.11424576,0.00084917,0.06808365,0.59507114,1.31559984,0.00956499,1.92836810,0.32666113,0.28424826
-4.72136068,3.12636317,0.00080762,0.06637396,0.59118197,1.33361101,0.00964619,1.93480747,0.31894464,0.28304868
-4.71535768,3.12897606,0.00076276,0.06444014,0.58585439,1.34704263,0.00975503,1.93526197,0.31070593,0.28098109
-4.70935468,3.12218117,0.00071540,0.06230476,0.57915199,1.35583572,0.00989026,1.92977571,0.30205198,0.27807377
-4.70335168,3.10614049,0.00066631,0.05999168,0.57113276,1.35998704,0.01004901,1.91843327,0.29307742,0.27435922
-4.69734867,3.08107790,0.00061628,0.05752566,0.56184892,1.35954726,0.01022682,1.90135867,0.28386321,0.26987385
-4.69134567,3.04727546,0.00056604,0.05493211,0.55134746,1.35461772,0.01041779,1.87871435,0.27447619,0.26465762
-4.68534267,3.00506963,0.00051627,0.05223673,0.53967156,1.34534577,0.01061485,1.85070009,0.26496942,0.25875382
-4.67933967,2.95484709,0.00046760,0.04946525,0.52686258,1.33191898,0.01081000,1.81755163,0.25538318,0.25220885
-4.67333667,2.89704022,0.00042057,0.04664307,0.51296246,1.31455850,0.01099462,1.77953901,0.24574653,0.24507210
-4.66733367,2.83212228,0.00037564,0.04379501,0.49801631,1.29351181,0.01115986,1.73696444,0.23607929,0.23739573
-4.66133067,2.76060237,0.00033318,0.04094493,0.48207494,1.26904541,0.01129694,1.69015979,0.22639428,0.22923446
-4.65532766,2.68302019,0.00029347,0.03811556,0.46519728,1.24143766,0.01139757,1.63948360,0.21669962,0.22064540
-4.64932466,2.59994086,0.00025670,0.03532815,0.44745234,1.21097215,0.01145422,1.58531769,0.20700107,0.21168767
-4.64332166,2.51194995,0.00022300,0.03260226,0.42892068,1.17793205,0.01146047,1.52806352,0.19730412,0.20242215
