energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,4.34383998,-4.34383998,0.97765536,-0.97765536,2.67208930,-2.67208930,0.00449051,-0.00449051,0.37419462,-0.37419462,0.57712170,-0.57712170,0.60036782,-0.60036782,0.03254244,-0.03254244,0.44808593,-0.44808593
-5.99399700,4.28578752,-4.28578752,0.96152954,-0.96152954,2.63682113,-2.63682113,0.00447036,-0.00447036,0.36721507,-0.36721507,0.56461128,-0.56461128,0.59413676,-0.59413676,0.03215383,-0.03215383,0.44355714,-0.44355714
-5.98799400,4.21541093,-4.21541093,0.94351511,-0.94351511,2.59379535,-2.59379535,0.00446762,-0.00446762,0.35872713,-0.35872712,0.55018899,-0.55018899,0.58567087,-0.58567087,0.03175058,-0.03175058,0.43809409,-0.43809409
-5.98199100,4.13417934,-4.13417934,0.92399995,-0.92399995,2.54398951,-2.54398951,0.00448651,-0.00448651,0.34885054,-0.34885054,0.53408499,-0.53408499,0.57511466,-0.57511466,0.03132923,-0.03132923,0.43182400,-0.43182400
-5.97598799,4.04387878,-4.04387878,0.90344069,-0.90344069,2.48857453,-2.48857452,0.00453145,-0.00453145,0.33773712,-0.33773712,0.51658254,-0.51658254,0.56266163,-0.56266163,0.03088965,-0.03088965,0.42490262,-0.42490262
-5.96998499,3.94654888,-3.94654888,0.88234589,-0.88234589,2.42887470,-2.42887470,0.00460694,-0.00460694,0.32556494,-0.32556494,0.49800748,-0.49800748,0.54854727,-0.54854727,0.03043471,-0.03043471,0.41750902,-0.41750902
-5.96398199,3.84441351,-3.84441351,0.86125769,-0.86125769,2.36632420,-2.36632420,0.00471743,-0.00471743,0.31253206,-0.31253206,0.47871669,-0.47871669,0.53304109,-0.53304108,0.02996990,-0.02996990,0.40983978,-0.40983978
-5.95797899,3.73980823,-3.73980823,0.84073289,-0.84073289,2.30242167,-2.30242167,0.00486723,-0.00486723,0.29884993,-0.29884993,0.45908607,-0.45908607,0.51643784,-0.51643784,0.02950278,-0.02950278,0.40210261,-0.40210261
-5.95197599,3.63510724,-3.63510723,0.82132394,-0.82132394,2.23868465,-2.23868465,0.00506042,-0.00506042,0.28473688,-0.28473688,0.43949853,-0.43949853,0.49904846,-0.49904846,0.02904243,-0.02904243,0.39450971,-0.39450971
-5.94597299,3.53265223,-3.53265222,0.80356079,-0.80356079,2.17660534,-2.17660534,0.00530066,-0.00530066,0.27041189,-0.27041189,0.42033231,-0.42033231,0.48119089,-0.48119089,0.02859887,-0.02859887,0.38727111,-0.38727111
-5.93996998,3.43468556,-3.43468555,0.78793382,-0.78793382,2.11760887,-2.11760887,0.00559119,-0.00559119,0.25608879,-0.25608879,0.40195027,-0.40195027,0.46318124,-0.46318123,0.02818249,-0.02818249,0.38058810,-0.38058810
-5.93396698,3.34328945,-3.34328944,0.77487867,-0.77487867,2.06301541,-2.06301541,0.00593464,-0.00593464,0.24197117,-0.24197117,0.38469021,-0.38469021,0.44532550,-0.44532550,0.02780354,-0.02780354,0.37464710,-0.37464710
