energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,1.57655258,0.04427047,0.14382866,1.01034646,0.30398222,0.84805375,0.00000000
-5.99399700,1.54564971,0.04326808,0.13464706,0.99973348,0.29392477,0.84424966,0.00000000
-5.98799400,1.51557319,0.04240276,0.12587453,0.98956832,0.28431042,0.84027986,0.00000000
-5.98199100,1.48661707,0.04166122,0.11759694,0.97995962,0.27522375,0.83617598,0.00000000
-5.97598799,1.45894318,0.04102622,0.10988087,0.97092082,0.26672101,0.83191183,0.00000000
-5.96998499,1.43258644,0.04047732,0.10277410,0.96237534,0.25883152,0.82740683,0.00000000
-5.96398199,1.40746692,0.03999172,0.09630682,0.95416687,0.25156034,0.82253274,0.00000000
-5.95797899,1.38340808,0.03954517,0.09049346,0.94607428,0.24489199,0.81712363,0.00000000
-5.95197599,1.36016014,0.03911286,0.08533509,0.93783028,0.23879514,0.81098855,0.00000000
-5.94597299,1.33742742,0.03867036,0.08082215,0.92914299,0.23322796,0.80392633,0.00000000
-5.93996998,1.31489826,0.03819450,0.07693745,0.91971931,0.22814387,0.79574168,0.00000000
-5.93396698,1.29227588,0.03766419,0.07365918,0.90928869,0.22349739,0.78626186,0.00000000
-5.92796398,1.26930854,0.03706117,0.07096395,0.89762627,0.21924985,0.77535293,0.00000000
-5.92196098,1.24581747,0.03637063,0.06882948,0.88457404,0.21537463,0.76293475,0.00000000
-5.91595798,1.22172103,0.03558169,0.06723708,0.87005894,0.21186159,0.74899384,0.00000000
-5.90995498,1.19705384,0.03468775,0.06617360,0.85410692,0.20872068,0.73359338,0.00000000
-5.90395198,1.17197984,0.03368667,0.06563294,0.83685229,0.20598427,0.71687974,0.00000000
-5.89794897,1.14679846,0.03258074,0.06561693,0.81854162,0.20370827,0.69908505,0.00000000
-5.89194597,1.12194363,0.03137651,0.06613566,0.79953218,0.20197184,0.68052563,0.00000000
-5.88594297,1.09797534,0.03008450,0.06720713,0.78028469,0.20087582,0.66159619,0.00000000
-5.87993997,1.07556425,0.02871867,0.06885638,0.76135072,0.20053963,0.64275991,0.00000000
-5.87393697,1.05546966,0.02729588,0.07111404,0.74335515,0.20109712,0.62453477,0.00000000
-5.86793397,1.03851191,0.02583517,0.07401432,0.72697442,0.20269113,0.60747669,0.00000000
-5.86193097,1.02554009,0.02435701,0.07759263,0.71291136,0.20546721,0.59215996,0.00000000
-5.85592796,1.01739649,0.02288254,0.08188285,0.70186762,0.20956659,0.57915592,0.00000000
-5.84992496,1.01487906,0.02143279,0.08691430,0.69451479,0.21511873,0.56901054,0.00000000
-5.84392196,1.01870346,0.02002791,0.09270866,0.69146528,0.22223365,0.56222195,0.00000000
-5.83791896,1.02946619,0.01868656,0.09927678,0.69324420,0.23099447,0.55921869,0.00000000
-5.83191596,1.04761026,0.01742525,0.10661573,0.70026324,0.24145024,0.56033958,0.00000000
-5.82591296,1.07339493,0.01625788,0.11470602,0.71279776,0.25360967,0.56581616,0.00000000
-5.81990995,1.10687078,0.01519537,0.12350923,0.73096796,0.26743582,0.57575821,0.00000000
-5.81390695,1.14786130,0.01424545,0.13296624,0.75472502,0.28284208,0.59014325,0.00000000
-5.80790395,1.19595202,0.01341251,0.14299601,0.78384287,0.29968981,0.60881039,0.00000000
-5.80190095,1.25048790,0.01269764,0.15349522,0.81791620,0.31778768,0.63145894,0.00000000
-5.79589795,1.31057947,0.01209873,0.16433871,0.85636492,0.33689299,0.65765204,0.00000000
-5.78989495,1.37511789,0.01161079,0.17538079,0.89844518,0.35671494,0.68682529,0.00000000
-5.78389195,1.44279873,0.01122619,0.18645760,0.94326685,0.37692001,0.71830029,0.00000000
-5.77788894,1.51215409,0.01093513,0.19739024,0.98981694,0.39713919,0.75130273,0.00000000
-5.77188594,1.58159202,0.01072611,0.20798886,1.03698843,0.41697709,0.78498450,0.00000000
-5.76588294,1.64944211,0.01058641,0.21805741,1.08361349,0.43602247,0.81844905,0.00000000
-5.75987994,1.71400581,0.01050263,0.22739905,1.12850000,0.45386004,0.85077936,0.00000000
-5.75387694,1.77360952,0.01046122,0.23582186,1.17047008,0.47008296,0.88106718,0.00000000
-5.74787394,1.82665856,0.01044898,0.24314486,1.20839918,0.48430568,0.90844277,0.00000000
-5.74187094,1.87168992,0.01045354,0.24920384,1.24125416,0.49617653,0.93210375,0.00000000
-5.73586793,1.90742156,0.01046381,0.25385690,1.26812888,0.50538957,0.95134210,0.00000000
-5.72986493,1.93279631,0.01047029,0.25698947,1.28827582,0.51169514,0.96556809,0.00000000
-5.72386193,1.94701837,0.01046543,0.25851845,1.30113234,0.51490877,0.97433018,0.00000000
-5.71785893,1.94958107,0.01044379,0.25839536,1.30634051,0.51491781,0.97733017,0.00000000
-5.71185593,1.94028434,0.01040220,0.25660837,1.30375973,0.51168577,0.97443282,0.00000000
-5.70585293,1.91924152,0.01033977,0.25318300,1.29347134,0.50525385,0.96566971,0.00000000
-5.69984992,1.88687501,0.01025790,0.24818156,1.27577539,0.49573990,0.95123712,0.00000000
-5.69384692,1.84390104,0.01016008,0.24170131,1.25117946,0.48333461,0.93148816,0.00000000
-5.68784392,1.79130453,0.01005175,0.23387138,1.22038013,0.46829532,0.90691953,0.00000000
-5.68184092,1.73030492,0.00993999,0.22484870,1.18423809,0.45093755,0.87815352,0.00000000
-5.67583792,1.66231491,0.00983318,0.21481306,1.14374781,0.43162488,0.84591619,0.00000000
-5.66983492,1.58889376,0.00974068,0.20396150,1.10000325,0.41075746,0.81101265,0.00000000
-5.66383192,1.51169732,0.00967238,0.19250240,1.05416112,0.38875974,0.77430063,0.00000000
-5.65782891,1.43242703,0.00963831,0.18064942,1.00740310,0.36606802,0.73666333,0.00000000
-5.65182591,1.35277982,0.00964819,0.16861562,0.96089879,0.34311826,0.69898283,0.00000000
-5.64582291,1.27440102,0.00971110,0.15660793,0.91577066,0.32033468,0.66211501,0.00000000
-5.63981991,1.19884185,0.00983504,0.14482224,0.87306235,0.29811951,0.62686682,0.00000000
-5.63381691,1.12752309,0.01002669,0.13343921,0.83371149,0.27684434,0.59397683,0.00000000
-5.62781391,1.06170562,0.01029108,0.12262098,0.79852777,0.25684315,0.56409941,0.00000000
-5.62181091,1.00246876,0.01063146,0.11250876,0.76817688,0.23840729,0.53779299,0.00000000
-5.61580790,0.95069638,0.01104914,0.10322132,0.74317052,0.22178231,0.51551247,0.00000000
-5.60980490,0.90707073,0.01154348,0.09485448,0.72386253,0.20716670,0.49760578,0.00000000
-5.60380190,0.87207338,0.01211190,0.08748124,0.71045083,0.19471226,0.48431425,0.00000000
-5.59779890,0.84599247,0.01275004,0.08115277,0.70298454,0.18452595,0.47577638,0.00000000
-5.59179590,0.82893531,0.01345187,0.07589982,0.70137572,0.17667289,0.47203456,0.00000000
-5.58579290,0.82084494,0.01421002,0.07173464,0.70541467,0.17118029,0.47304396,0.00000000
-5.57978989,0.82151966,0.01501600,0.06865306,0.71478795,0.16804186,0.47868311,0.00000000
-5.57378689,0.83063399,0.01586052,0.06663673,0.72909792,0.16722250,0.48876525,0.00000000
-5.56778389,0.84776005,0.01673385,0.06565532,0.74788296,0.16866291,0.50305008,0.00000000
-5.56178089,0.87238817,0.01762616,0.06566855,0.77063713,0.17228389,0.52125500,0.00000000
-5.55577789,0.90394597,0.01852776,0.06662802,0.79682865,0.17799016,0.54306558,0.00000000
-5.54977489,0.94181498,0.01942945,0.06847871,0.82591623,0.18567353,0.56814470,0.00000000
-5.54377189,0.98534462,0.02032269,0.07116020,0.85736275,0.19521523,0.59614017,0.00000000
-5.53776888,1.03386309,0.02119978,0.07460756,0.89064591,0.20648766,0.62669054,0.00000000
-5.53176588,1.08668537,0.02205399,0.07875192,0.92526567,0.21935524,0.65942930,0.00000000
-5.52576288,1.14311837,0.02287952,0.08352082,0.96074845,0.23367474,0.69398727,0.00000000
-5.51975988,1.20246385,0.02367153,0.08883843,0.99664842,0.24929508,0.72999371,0.00000000
-5.51375688,1.26401963,0.02442600,0.09462557,1.03254617,0.26605679,0.76707624,0.00000000
-5.50775388,1.32707974,0.02513963,0.10079984,1.06804546,0.28379138,0.80486004,0.00000000
-5.50175088,1.39093433,0.02580962,0.10727578,1.10276860,0.30232080,0.84296680,0.00000000
-5.49574787,1.45487008,0.02643349,0.11396519,1.13635131,0.32145716,0.88101379,0.00000000
-5.48974487,1.51817182,0.02700892,0.12077771,1.16843770,0.34100297,0.91861359,0.00000000
-5.48374187,1.58012597,0.02753351,0.12762164,1.19867622,0.36075207,0.95537474,0.00000000
-5.47773887,1.64002623,0.02800474,0.13440516,1.22671708,0.38049130,0.99090375,0.00000000
-5.47173587,1.69718179,0.02841979,0.14103777,1.25221165,0.40000304,1.02480858,0.00000000
-5.46573287,1.75092811,0.02877559,0.14743207,1.27481425,0.41906864,1.05670374,0.00000000
-5.45972986,1.80063998,0.02906881,0.15350583,1.29418629,0.43747268,1.08621692,0.00000000
-5.45372686,1.84574659,0.02929596,0.15918413,1.31000276,0.45500789,1.11299701,0.00000000
