energy_ev,total_up,Ge_p_up,Ge_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,1.00908688,0.15242630,0.00000000,0.53078681,0.21125474,0.54434288,0.00000000
-5.99399700,0.99545791,0.16188515,0.00000000,0.52287332,0.21306666,0.52221433,0.00000000
-5.98799400,0.98606932,0.17282811,0.00000000,0.51647044,0.21634176,0.50133297,0.00000000
-5.98199100,0.98180940,0.18539939,0.00000000,0.51194181,0.22129981,0.48218016,0.00000000
-5.97598799,0.98352308,0.19972990,0.00000000,0.50963465,0.22814986,0.46522407,0.00000000
-5.96998499,0.99198582,0.21593188,0.00000000,0.50987069,0.23708332,0.45090744,0.00000000
-5.96398199,1.00787960,0.23409350,0.00000000,0.51293806,0.24826722,0.43963669,0.00000000
-5.95797899,1.03177149,0.25427374,0.00000000,0.51908435,0.26183807,0.43177248,0.00000000
-5.95197599,1.06409516,0.27649757,0.00000000,0.52851073,0.27789618,0.42762185,0.00000000
-5.94597299,1.10513574,0.30075184,0.00000000,0.54136738,0.29650085,0.42743198,0.00000000
-5.93996998,1.15501829,0.32698180,0.00000000,0.55774993,0.31766640,0.43138540,0.00000000
-5.93396698,1.21370017,0.35508869,0.00000000,0.57769721,0.34135922,0.43959681,0.00000000
-5.92796398,1.28096736,0.38492840,0.00000000,0.60118997,0.36749601,0.45211124,0.00000000
-5.92196098,1.35643504,0.41631142,0.00000000,0.62815077,0.39594331,0.46890360,0.00000000
-5.91595798,1.43955227,0.44900422,0.00000000,0.65844491,0.42651830,0.48987950,0.00000000
-5.90995498,1.52961097,0.48273214,0.00000000,0.69188230,0.45899103,0.51487728,0.00000000
-5.90395198,1.62575889,0.51718381,0.00000000,0.72822051,0.49308807,0.54367122,0.00000000
-5.89794897,1.72701656,0.55201695,0.00000000,0.76716860,0.52849748,0.57597587,0.00000000
-5.89194597,1.83229772,0.58686572,0.00000000,0.80839208,0.56487503,0.61145144,0.00000000
-5.88594297,1.94043294,0.62134911,0.00000000,0.85151867,0.60185165,0.64971029,0.00000000
-5.87993997,2.05019580,0.65508038,0.00000000,0.89614499,0.63904165,0.69032428,0.00000000
-5.87393697,2.16033101,0.68767716,0.00000000,0.94184387,0.67605178,0.73283314,0.00000000
-5.86793397,2.26958359,0.71877176,0.00000000,0.98817247,0.71249058,0.77675349,0.00000000
-5.86193097,2.37672842,0.74802155,0.00000000,1.03468070,0.74797788,0.82158855,0.00000000
-5.85592796,2.48059916,0.77511870,0.00000000,1.08091998,0.78215406,0.86683825,0.00000000
-5.84992496,2.58011559,0.79979911,0.00000000,1.12645216,0.81468874,0.91200950,0.00000000
-5.84392196,2.67430858,0.82185012,0.00000000,1.17085810,0.84528857,0.95662646,0.00000000
-5.83791896,2.76234182,0.84111651,0.00000000,1.21374608,0.87370389,1.00024046,0.00000000
-5.83191596,2.84352961,0.85750476,0.00000000,1.25475938,0.89973399,1.04243929,0.00000000
-5.82591296,2.91735011,0.87098519,0.00000000,1.29358319,0.92323081,1.08285562,0.00000000
-5.81990995,2.98345375,0.88159200,0.00000000,1.32995041,0.94410092,1.12117424,0.00000000
-5.81390695,3.04166642,0.88942115,0.00000000,1.36364629,0.96230585,1.15713800,0.00000000
-5.80790395,3.09198770,0.89462613,0.00000000,1.39451174,0.97786065,1.19055210,0.00000000
-5.80190095,3.13458401,0.89741191,0.00000000,1.42244531,0.99083096,1.22128675,0.00000000
-5.79589795,3.16977722,0.89802727,0.00000000,1.44740368,1.00132860,1.24927804,0.00000000
-5.78989495,3.19802926,0.89675576,0.00000000,1.46940078,1.00950598,1.27452707,0.00000000
-5.78389195,3.21992325,0.89390577,0.00000000,1.48850555,1.01554954,1.29709727,0.00000000
-5.77788894,3.23614189,0.88980007,0.00000000,1.50483836,1.01967255,1.31711013,0.00000000
-5.77188594,3.24744404,0.88476524,0.00000000,1.51856633,1.02210744,1.33473942,0.00000000
-5.76588294,3.25464002,0.87912129,0.00000000,1.52989755,1.02309812,1.35020412,0.00000000
