energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.73586793,0.97792545,0.00469745,0.49778249,0.02149258,0.11034529,0.23020592,0.34489560
-5.72986493,1.01153511,0.00474633,0.51770193,0.02260178,0.11140767,0.23972620,0.35736049
-5.72386193,1.04485001,0.00476784,0.53736342,0.02368546,0.11258568,0.24901912,0.36924157
-5.71785893,1.07772409,0.00476229,0.55665949,0.02473429,0.11389814,0.25802826,0.38047101
-5.71185593,1.10996928,0.00473049,0.57546477,0.02573850,0.11535434,0.26669280,0.39097978
-5.70585293,1.14135221,0.00467373,0.59363459,0.02668795,0.11695333,0.27494680,0.40069644
-5.69984992,1.17159304,0.00459370,0.61100449,0.02757217,0.11868368,0.28271902,0.40954631
-5.69384692,1.20036710,0.00449243,0.62739109,0.02838043,0.12052363,0.28993310,0.41745111
-5.68784392,1.22730946,0.00437222,0.64259437,0.02910191,0.12244177,0.29650839,0.42432933
-5.68184092,1.25202251,0.00423556,0.65640143,0.02972590,0.12439805,0.30236152,0.43009728
-5.67583792,1.27408662,0.00408504,0.66859168,0.03024205,0.12634532,0.30740854,0.43467102
-5.66983492,1.29307346,0.00392327,0.67894348,0.03064062,0.12823119,0.31156769,0.43796894
-5.66383192,1.30856166,0.00375285,0.68724187,0.03091288,0.13000015,0.31476288,0.43991522
-5.65782891,1.32015414,0.00357628,0.69328714,0.03105136,0.13159602,0.31692738,0.44044370
-5.65182591,1.32749639,0.00339593,0.69690387,0.03105028,0.13296443,0.31800793,0.43950221
-5.64582291,1.33029480,0.00321404,0.69795005,0.03090580,0.13405539,0.31796884,0.43705704
-5.63981991,1.32833421,0.00303264,0.69632565,0.03061634,0.13482575,0.31679595,0.43309724
-5.63381691,1.32149365,0.00285363,0.69198042,0.03018279,0.13524152,0.31450014,0.42763856
-5.62781391,1.30975951,0.00267873,0.68492020,0.02960867,0.13527988,0.31112034,0.42072676
-5.62181091,1.29323529,0.00250953,0.67521159,0.02890020,0.13493078,0.30672563,0.41243995
-5.61580790,1.27214731,0.00234751,0.66298450,0.02806629,0.13419816,0.30141642,0.40288987
-5.60980490,1.24684599,0.00219406,0.64843246,0.02711838,0.13310060,0.29532451,0.39222197
-5.60380190,1.21780246,0.00205055,0.63181053,0.02607024,0.13167138,0.28861202,0.38061408
-5.59779890,1.18560038,0.00191832,0.61343085,0.02493768,0.12995803,0.28146908,0.36827381
-5.59179590,1.15092337,0.00179875,0.59365593,0.02373816,0.12802127,0.27411047,0.35543466
-5.58579290,1.11453830,0.00169326,0.57288995,0.02249037,0.12593337,0.26677109,0.34235093
-5.57978989,1.07727513,0.00160334,0.55156838,0.02121371,0.12377606,0.25970063,0.32929175
-5.57378689,1.04000415,0.00153056,0.53014629,0.01992785,0.12163798,0.25315742,0.31653426
-5.56778389,1.00361125,0.00147660,0.50908586,0.01865219,0.11961184,0.24740178,0.30435635
-5.56178089,0.96897240,0.00144318,0.48884355,0.01740541,0.11779131,0.24268903,0.29302921
-5.55577789,0.93692819,0.00143212,0.46985737,0.01620506,0.11626779,0.23926246,0.28280992
-5.54977489,0.90825942,0.00144527,0.45253478,0.01506713,0.11512718,0.23734641,0.27393436
-5.54377189,0.88366446,0.00148448,0.43724163,0.01400579,0.11444686,0.23713975,0.26661082
-5.53776888,0.86373942,0.00155154,0.42429249,0.01303314,0.11429276,0.23880988,0.26101433
-5.53176588,0.84896155,0.00164816,0.41394268,0.01215905,0.11471688,0.24248754,0.25728203
-5.52576288,0.83967647,0.00177590,0.40638223,0.01139105,0.11575525,0.24826252,0.25550970
-5.51975988,0.83608963,0.00193606,0.40173193,0.01073438,0.11742633,0.25618038,0.25574952
-5.51375688,0.83826211,0.00212966,0.40004157,0.01019201,0.11973006,0.26624031,0.25800912
-5.50775388,0.84611086,0.00235734,0.40129023,0.00976474,0.12264748,0.27839428,0.26225190
-5.50175088,0.85941323,0.00261927,0.40538873,0.00945138,0.12614102,0.29254730,0.26839867
-5.49574787,0.87781565,0.00291512,0.41218400,0.00924895,0.13015534,0.30855905,0.27633045
-5.48974487,0.90084598,0.00324397,0.42146519,0.00915284,0.13461885,0.32624673,0.28589236
-5.48374187,0.92792923,0.00360425,0.43297134,0.00915709,0.13944573,0.34538912,0.29689849
-5.47773887,0.95840591,0.00399374,0.44640032,0.00925459,0.14453841,0.36573171,0.30913762
-5.47173587,0.99155275,0.00440949,0.46141875,0.00943730,0.14979050,0.38699300,0.32237958
-5.46573287,1.02660483,0.00484787,0.47767270,0.00969648,0.15509003,0.40887155,0.33638212
-5.45972986,1.06277875,0.00530459,0.49479870,0.01002289,0.16032281,0.43105390,0.35089806
-5.45372686,1.09929598,0.00577470,0.51243499,0.01040695,0.16537602,0.45322302,0.36568260
-5.44772386,1.13540596,0.00625274,0.53023245,0.01083899,0.17014169,0.47506709,0.38050051
-5.44172086,1.17040817,0.00673275,0.54786516,0.01130936,0.17452015,0.49628844,0.39513309
-5.43571786,1.20367261,0.00720848,0.56504012,0.01180862,0.17842322,0.51661231,0.40938460
-5.42971486,1.23465823,0.00767345,0.58150599,0.01232770,0.18177712,0.53579522,0.42308810
-5.42371186,1.26292871,0.00812118,0.59706051,0.01285806,0.18452497,0.55363260,0.43611033
-5.41770885,1.28816513,0.00854529,0.61155641,0.01339185,0.18662892,0.56996548,0.44835566
-5.41170585,1.31017521,0.00893975,0.62490556,0.01392205,0.18807163,0.58468585,0.45976874
-5.40570285,1.32889873,0.00929896,0.63708130,0.01444266,0.18885729,0.59774053,0.47033591
-5.39969985,1.34440893,0.00961799,0.64811862,0.01494879,0.18901203,0.60913326,0.48008508
-5.39369685,1.35690970,0.00989269,0.65811230,0.01543687,0.18858363,0.61892492,0.48908409
-5.38769385,1.36672854,0.01011981,0.66721289,0.01590467,0.18764067,0.62723163,0.49743763
-5.38169085,1.37430536,0.01029708,0.67562055,0.01635150,0.18627105,0.63422087,0.50528249
-5.37568784,1.38017729,0.01042329,0.68357695,0.01677814,0.18457984,0.64010550,0.51278151
-5.36968484,1.38495987,0.01049831,0.69135534,0.01718697,0.18268661,0.64513593,0.52011623
-5.36368184,1.38932513,0.01052304,0.69924919,0.01758185,0.18072223,0.64959057,0.52747848
-5.35767884,1.39397709,0.01049939,0.70755961,0.01796809,0.17882515,0.65376504,0.53506127
-5.35167584,1.39962558,0.01043017,0.71658215,0.01835226,0.17713736,0.65796028,0.54304929
-5.34567284,1.40695915,0.01031895,0.72659344,0.01874207,0.17580006,0.66247035,0.55160939
-5.33966983,1.41661820,0.01016996,0.73783811,0.01914606,0.17494912,0.66757015,0.56088156
-5.33366683,1.42916922,0.00998788,0.75051686,0.01957339,0.17471060,0.67350386,0.57097076
-5.32766383,1.44508143,0.00977768,0.76477594,0.02003350,0.17519625,0.68047451,0.58194011
-5.32166083,1.46470666,0.00954444,0.78069877,0.02053580,0.17649947,0.68863518,0.59380583
-5.31565783,1.48826366,0.00929319,0.79830025,0.02108938,0.17869153,0.69808252,0.60653418
-5.30965483,1.51582755,0.00902873,0.81752387,0.02170267,0.18181847,0.70885274,0.62004084
-5.30365183,1.54732505,0.00875554,0.83824227,0.02238321,0.18589877,0.72092041,0.63419258
-5.29764882,1.58253599,0.00847764,0.86026088,0.02313739,0.19092185,0.73420028,0.64881158
-5.29164582,1.62110112,0.00819850,0.88332509,0.02397028,0.19684761,0.74855202,0.66368194
-5.28564282,1.66253610,0.00792104,0.90713020,0.02488553,0.20360698,0.76378769,0.67855841
-5.27963982,1.70625111,0.00764761,0.93133414,0.02588531,0.21110365,0.77968162,0.69317670
-5.27363682,1.75157523,0.00737996,0.95557206,0.02697031,0.21921680,0.79598227,0.70726507
-5.26763382,1.79778453,0.00711936,0.97947228,0.02813981,0.22780494,0.81242526,0.72055649
-5.26163082,1.84413244,0.00686660,1.00267267,0.02939178,0.23671056,0.82874712,0.73280073
-5.25562781,1.88988100,0.00662210,1.02483660,0.03072301,0.24576557,0.84469879,0.74377576
-5.24962481,1.93433114,0.00638603,1.04566755,0.03212926,0.25479722,0.86005815,0.75329781
-5.24362181,1.97685067,0.00615834,1.06492162,0.03360539,0.26363428,0.87464088,0.76122941
-5.23761881,2.01689814,0.00593888,1.08241712,0.03514552,0.27211320,0.88830890,0.76748510
-5.23161581,2.05404151,0.00572748,1.09804064,0.03674304,0.28008392,0.90097596,0.77203427
-5.22561281,2.08797038,0.00552401,1.11174929,0.03839072,0.28741514,0.91260983,0.77490112
-5.21960980,2.11850113,0.00532840,1.12356885,0.04008067,0.29399863,0.92323106,0.77616153
-5.21360680,2.14557474,0.00514072,1.13358792,0.04180424,0.29975254,0.93290830,0.77593724
-5.20760380,2.16924729,0.00496110,1.14194838,0.04355196,0.30462343,0.94175026,0.77438738
-5.20160080,2.18967376,0.00478981,1.14883258,0.04531335,0.30858686,0.94989495,0.77169810
-5.19559780,2.20708615,0.00462714,1.15444816,0.04707675,0.31164675,0.95749666,0.76807070
-5.18959480,2.22176713,0.00447346,1.15901123,0.04882915,0.31383325,0.96471155,0.76370907
-5.18359180,2.23402102,0.00432906,1.16272898,0.05055604,0.31519952,0.97168257,0.75880713
-5.17758879,2.24414366,0.00419420,1.16578266,0.05224131,0.31581747,0.97852482,0.75353696
-5.17158579,2.25239326,0.00406901,1.16831209,0.05386721,0.31577273,0.98531212,0.74803836
-5.16558279,2.25896400,0.00395345,1.17040249,0.05541442,0.31515929,0.99206575,0.74241041
-5.15957979,2.26396399,0.00384728,1.17207461,0.05686221,0.31407390,0.99874600,0.73670547
-5.15357679,2.26739911,0.00375008,1.17327858,0.05818873,0.31261082,1.00524725,0.73092604
-5.14757379,2.26916379,0.00366119,1.17389208,0.05937140,0.31085701,1.01139684,0.72502453
-5.14157079,2.26903934,0.00357977,1.17372281,0.06038745,0.30888825,1.01695809,0.71890594
-5.13556778,2.26670006,0.00350479,1.17251538,0.06121448,0.30676612,1.02163711,0.71243332
-5.12956478,2.26172678,0.00343511,1.16996199,0.06183118,0.30453632,1.02509339,0.70543566
-5.12356178,2.25362717,0.00336950,1.16571662,0.06221804,0.30222813,1.02695351,0.69771769
-5.11755878,2.24186161,0.00330673,1.15941175,0.06235806,0.29985504,1.02682726,0.68907101
-5.11155578,2.22587313,0.00324559,1.15067680,0.06223748,0.29741662,1.02432539,0.67928607
-5.10555278,2.20511969,0.00318501,1.13915733,0.06184638,0.29490114,1.01907802,0.66816415
-5.09954977,2.17910697,0.00312405,1.12453393,0.06117926,0.29228899,1.01075270,0.65552882
-5.09354677,2.14741967,0.00306201,1.10653974,0.06023539,0.28955651,0.99907129,0.64123629
-5.08754377,2.10974969,0.00299842,1.08497594,0.05901910,0.28667977,0.98382463,0.62518408
-5.08154077,2.06591950,0.00293308,1.05972416,0.05753981,0.28363835,0.96488443,0.60731773
-5.07553777,2.01589947,0.00286606,1.03075549,0.05581195,0.28041846,0.94221163,0.58763516
-5.06953477,1.95981819,0.00279770,0.99813549,0.05385466,0.27701540,0.91586107,0.56618868
-5.06353177,1.89796550,0.00272857,0.96202524,0.05169130,0.27343512,0.88598205,0.54308452
-5.05752876,1.83078782,0.00265943,0.92267842,0.04934890,0.26969475,0.85281517,0.51848017
-5.05152576,1.75887660,0.00259120,0.88043466,0.04685737,0.26582202,0.81668540,0.49257968
-5.04552276,1.68295031,0.00252485,0.83570971,0.04424869,0.26185379,0.77799207,0.46562726
-5.03951976,1.60383130,0.00246139,0.78898297,0.04155608,0.25783357,0.73719626,0.43789971
-5.03351676,1.52241881,0.00240176,0.74078313,0.03881302,0.25380850,0.69480640,0.40969803
-5.02751376,1.43965966,0.00234681,0.69167274,0.03605245,0.24982569,0.65136274,0.38133865
-5.02151076,1.35651830,0.00229718,0.64223234,0.03330593,0.24592857,0.60742159,0.35314488
-5.01550775,1.27394768,0.00225333,0.59304515,0.03060287,0.24215323,0.56353999,0.32543886
-5.00950475,1.19286237,0.00221544,0.54468271,0.02796998,0.23852520,0.52026162,0.29853433
-5.00350175,1.11411528,0.00218342,0.49769224,0.02543072,0.23505681,0.47810429,0.27273063
-4.99749875,1.03847878,0.00215690,0.45258608,0.02300494,0.23174548,0.43754972,0.24830796
-4.99149575,0.96663089,0.00213524,0.40983344,0.02070873,0.22857292,0.39903558,0.22552404
-4.98549275,0.89914692,0.00211755,0.36985454,0.01855429,0.22550543,0.36295018,0.20461210
-4.97948974,0.83649633,0.00210275,0.33301727,0.01655002,0.22249529,0.32962950,0.18578020
-4.97348674,0.77904460,0.00208958,0.29963594,0.01470068,0.21948313,0.29935657,0.16921151
-4.96748374,0.72705938,0.00207667,0.26997198,0.01300768,0.21640115,0.27236275,0.15506551
-4.96148074,0.68072006,0.00206264,0.24423611,0.01146945,0.21317708,0.24883055,0.14347960
-4.95547774,0.64012968,0.00204611,0.22259154,0.01008181,0.20973854,0.22889749,0.13457104
-4.94947474,0.60532815,0.00202577,0.20515770,0.00883843,0.20601758,0.21266059,0.12843862
-4.94347174,0.57630567,0.00200047,0.19201404,0.00773133,0.20195518,0.20018078,0.12516402
-4.93746873,0.55301514,0.00196924,0.18320337,0.00675126,0.19750540,0.19148702,0.12481247
-4.93146573,0.53538282,0.00193135,0.17873453,0.00588816,0.19263886,0.18657963,0.12743247
-4.92546273,0.52331646,0.00188630,0.17858388,0.00513156,0.18734562,0.18543244,0.13305459
-4.91945973,0.51671035,0.00183387,0.18269571,0.00447090,0.18163698,0.18799382,0.14168917
-4.91345673,0.51544705,0.00177413,0.19098123,0.00389585,0.17554631,0.19418629,0.15332299
-4.90745373,0.51939588,0.00170738,0.20331653,0.00339650,0.16912886,0.20390487,0.16791519
-4.90145073,0.52840841,0.00163421,0.21953945,0.00296360,0.16246050,0.21701444,0.18539243
-4.89544772,0.54231137,0.00155539,0.23944586,0.00258861,0.15563549,0.23334624,0.20564385
-4.88944472,0.56089790,0.00147189,0.26278564,0.00226384,0.14876343,0.25269401,0.22851603
-4.88344172,0.58391768,0.00138479,0.28925897,0.00198244,0.14196550,0.27481022,0.25380849
-4.87743872,0.61106717,0.00129530,0.31851325,0.00173843,0.13537017,0.29940273,0.28127002
-4.87143572,0.64198076,0.00120464,0.35014141,0.00152663,0.12910864,0.32613263,0.31059647
-4.86543272,0.67622371,0.00111404,0.38368185,0.00134262,0.12331004,0.35461342,0.34143022
-4.85942971,0.71328790,0.00102471,0.41862055,0.00118269,0.11809681,0.38441213,0.37336173
-4.85342671,0.75259083,0.00093775,0.45439562,0.00104370,0.11358019,0.41505258,0.40593339
-4.84742371,0.79347848,0.00085416,0.49040443,0.00092307,0.10985619,0.44602099,0.43864585
-4.84142071,0.83523227,0.00077482,0.52601338,0.00081865,0.10700199,0.47677390,0.47096664
-4.83541771,0.87708000,0.00070044,0.56057006,0.00072865,0.10507309,0.50674847,0.50234112
-4.82941471,0.91821061,0.00063158,0.59341764,0.00065159,0.10410101,0.53537461,0.53220539
-4.82341171,0.95779224,0.00056862,0.62391081,0.00058622,0.10409194,0.56208878,0.56000061
-4.81740870,0.99499279,0.00051180,0.65143285,0.00053151,0.10502605,0.58634889,0.58518838
-4.81140570,1.02900224,0.00046119,0.67541294,0.00048656,0.10685777,0.60764948,0.60726638
-4.80540270,1.05905562,0.00041671,0.69534312,0.00045061,0.10951674,0.62553685,0.62578369
-4.79939970,1.08445560,0.00037817,0.71079395,0.00042302,0.11290970,0.63962306,0.64035504
-4.79339670,1.10459376,0.00034528,0.72142812,0.00040327,0.11692302,0.64959843,0.65067322
-4.78739370,1.11896936,0.00031764,0.72701147,0.00039098,0.12142601,0.65524176,0.65651931
-4.78139070,1.12720497,0.00029481,0.72742064,0.00038589,0.12627475,0.65642785,0.65776987
-4.77538769,1.12905810,0.00027631,0.72264710,0.00038791,0.13131648,0.65313180,0.65440100
-4.76938469,1.12442849,0.00026161,0.71279727,0.00039713,0.13639427,0.64543008,0.64648899
-4.76338169,1.11336069,0.00025020,0.69808871,0.00041388,0.14135205,0.63349820,0.63420741
-4.75737869,1.09604201,0.00024159,0.67884255,0.00043873,0.14603960,0.61760505,0.61782097
-4.75137569,1.07279589,0.00023531,0.65547250,0.00047255,0.15031747,0.59810429,0.59767630
-4.74537269,1.04407134,0.00023094,0.62847103,0.00051653,0.15406169,0.57542321,0.57419016
-4.73936968,1.01042868,0.00022810,0.59839324,0.00057221,0.15716797,0.55004946,0.54783563
-4.73336668,0.97252259,0.00022651,0.56583934,0.00064152,0.15955532,0.52251645,0.51912698
-4.72736368,0.93108302,0.00022593,0.53143629,0.00072679,0.16116899,0.49338788,0.48860375
-4.72136068,0.88689488,0.00022620,0.49581963,0.00083073,0.16198243,0.46324217,0.45681488
-4.71535768,0.84077723,0.00022725,0.45961601,0.00095645,0.16199839,0.43265730,0.42430348
-4.70935468,0.79356276,0.00022905,0.42342722,0.00110742,0.16124894,0.40219671,0.39159273
-4.70335168,0.74607814,0.00023166,0.38781612,0.00128743,0.15979454,0.37239656,0.35917353
-4.69734867,0.69912583,0.00023521,0.35329498,0.00150052,0.15772201,0.34375477,0.32749415
-4.69134567,0.65346775,0.00023986,0.32031640,0.00175088,0.15514166,0.31672208,0.29695210
-4.68534267,0.60981110,0.00024583,0.28926692,0.00204275,0.15218356,0.29169509,0.26788842
-4.67933967,0.56879647,0.00025337,0.26046328,0.00238027,0.14899314,0.26901149,0.24058426
-4.67333667,0.53098846,0.00026272,0.23415120,0.00276734,0.14572635,0.24894711,0.21525971
-4.66733367,0.49686849,0.00027418,0.21050637,0.00320744,0.14254448,0.23171490,0.19207458
-4.66133067,0.46683014,0.00028798,0.18963737,0.00370342,0.13960890,0.21746543,0.17113100
-4.65532766,0.44117654,0.00030438,0.17159014,0.00425736,0.13707601,0.20628876,0.15247726
-4.64932466,0.42011984,0.00032358,0.15635365,0.00487035,0.13509249,0.19821746,0.13611294
-4.64332166,0.40378267,0.00034575,0.14386636,0.00554231,0.13379115,0.19323049,0.12199455
-4.63731866,0.39220136,0.00037100,0.13402315,0.00627189,0.13328747,0.19125785,0.11004179
-4.63131566,0.38533080,0.00039939,0.12668245,0.00705629,0.13367711,0.19218578,0.10014385
-4.62531266,0.38305095,0.00043092,0.12167339,0.00789127,0.13503432,0.19586242,0.09216572
-4.61930965,0.38517479,0.00046555,0.11880264,0.00877106,0.13741146,0.20210381,0.08595419
-4.61330665,0.39145767,0.00050317,0.11786096,0.00968849,0.14083962,0.21070029,0.08134356
-4.60730365,0.40160788,0.00054366,0.11862938,0.01063505,0.14533024,0.22142316,0.07816082
-4.60130065,0.41529843,0.00058685,0.12088483,0.01160114,0.15087779,0.23403149,0.07623039
-4.59529765,0.43217959,0.00063259,0.12440543,0.01257629,0.15746318,0.24827930,0.07537827
-4.58929465,0.45189223,0.00068075,0.12897520,0.01354953,0.16505801,0.26392262,0.07543580
-4.58329165,0.47408139,0.00073121,0.13438840,0.01450976,0.17362918,0.28072676,0.07624285
-4.57728864,0.49840983,0.00078396,0.14045337,0.01544618,0.18314383,0.29847320,0.07765051
-4.57128564,0.52457114,0.00083906,0.14699588,0.01634878,0.19357428,0.31696627,0.07952347
-4.56528264,0.55230178,0.00089670,0.15386204,0.01720875,0.20490265,0.33603922,0.08174190
-4.55927964,0.58139178,0.00095722,0.16092060,0.01801898,0.21712504,0.35555937,0.08420286
-4.55327664,0.61169341,0.00102108,0.16806465,0.01877441,0.23025493,0.37543229,0.08682142
-4.54727364,0.64312752,0.00108896,0.17521273,0.01947241,0.24432559,0.39560466,0.08953127
-4.54127064,0.67568704,0.00116169,0.18230916,0.02011301,0.25939139,0.41606560,0.09228495
-4.53526763,0.70943751,0.00124028,0.18932362,0.02069903,0.27552788,0.43684635,0.09505362
-4.52926463,0.74451441,0.00132588,0.19625003,0.02123612,0.29283056,0.45801826,0.09782639
-4.52326163,0.78111724,0.00141981,0.20310451,0.02173267,0.31141238,0.47968905,0.10060921
-4.51725863,0.81950064,0.00152349,0.20992279,0.02219954,0.33140005,0.50199745,0.10342338
-4.51125563,0.85996273,0.00163839,0.21675674,0.02264975,0.35292937,0.52510633,0.10630359
-4.50525263,0.90283119,0.00176603,0.22367053,0.02309796,0.37613965,0.54919475,0.10929570
-4.49924962,0.94844766,0.00190790,0.23073622,0.02355993,0.40116770,0.57444903,0.11245418
-4.49324662,0.99715109,0.00206540,0.23802915,0.02405190,0.42814140,0.60105343,0.11583934
-4.48724362,1.04926078,0.00223980,0.24562322,0.02458989,0.45717345,0.62918070,0.11951442
-4.48124062,1.10505990,0.00243218,0.25358633,0.02518901,0.48835534,0.65898296,0.12354269
-4.47523762,1.16478008,0.00264337,0.26197601,0.02586282,0.52175200,0.69058333,0.12798451
-4.46923462,1.22858774,0.00287393,0.27083560,0.02662266,0.55739720,0.72406856,0.13289460
-4.46323162,1.29657271,0.00312407,0.28019103,0.02747717,0.59529000,0.75948305,0.13831945
-4.45722861,1.36873936,0.00339366,0.29004836,0.02843181,0.63539224,0.79682436,0.14429505
-4.45122561,1.44500057,0.00368221,0.30039208,0.02948856,0.67762710,0.83604028,0.15084495
-4.44522261,1.52517448,0.00398882,0.31118443,0.03064575,0.72187871,0.87702764,0.15797870
-4.43921961,1.60898387,0.00431225,0.32236545,0.03189801,0.76799267,0.91963254,0.16569067
-4.43321661,1.69605798,0.00465088,0.33385399,0.03323635,0.81577723,0.96365206,0.17395931
-4.42721361,1.78593632,0.00500274,0.34554946,0.03464843,0.86500496,1.00883708,0.18274679
-4.42121061,1.87807403,0.00536558,0.35733426,0.03611883,0.91541478,1.05489604,0.19199909
-4.41520760,1.97184849,0.00573684,0.36907677,0.03762953,0.96671391,1.10149943,0.20164644
-4.40920460,2.06656653,0.00611374,0.38063475,0.03916039,1.01857982,1.14828462,0.21160416
-4.40320160,2.16147213,0.00649328,0.39185904,0.04068967,1.07066193,1.19486095,0.22177377
-4.39719860,2.25575427,0.00687229,0.40259730,0.04219464,1.12258305,1.24081489,0.23204450
-4.39119560,2.34855489,0.00724748,0.41269790,0.04365213,1.17394066,1.28571512,0.24229508
-4.38519260,2.43897697,0.00761542,0.42201349,0.04503907,1.22430819,1.32911753,0.25239571
-4.37918959,2.52609293,0.00797262,0.43040450,0.04633298,1.27323651,1.37057020,0.26221042
-4.37318659,2.60895366,0.00831554,0.43774224,0.04751248,1.32025585,1.40961838,0.27159952
-4.36718359,2.68659849,0.00864060,0.44391169,0.04855764,1.36487863,1.44580963,0.28042236
-4.36118059,2.75806637,0.00894423,0.44881379,0.04945036,1.40660336,1.47869926,0.28854018
-4.35517759,2.82240877,0.00922287,0.45236735,0.05017466,1.44491999,1.50785609,0.29581907
-4.34917459,2.87870432,0.00947304,0.45451057,0.05071687,1.47931684,1.53286885,0.30213302
-4.34317159,2.92607528,0.00969139,0.45520197,0.05106586,1.50928926,1.55335298,0.30736694
-4.33716858,2.96370583,0.00987469,0.45442101,0.05121315,1.53434996,1.56895803,0.31141960
-4.33116558,2.99086165,0.01001997,0.45216821,0.05115300,1.55404077,1.57937548,0.31420633
-4.32516258,3.00691038,0.01012451,0.44846495,0.05088251,1.56794560,1.58434667,0.31566151
-4.31915958,3.01134208,0.01018599,0.44335274,0.05040159,1.57570390,1.58367084,0.31574060
-4.31315658,3.00378886,0.01020248,0.43689228,0.04971299,1.57702432,1.57721265,0.31442178
-4.30715358,2.98404266,0.01017262,0.42916201,0.04882227,1.57169756,1.56490904,0.31170690
